date,부가가치세법
2020-03-20,33.33333
2020-03-21,6.02409
2020-03-22,8.29986
2020-03-23,34.53815
2020-03-24,37.61713
2020-03-25,37.61713
2020-03-26,41.23159
2020-03-27,35.6091
2020-03-28,6.8273
2020-03-29,7.89825
2020-03-30,40.82998
2020-03-31,36.14457
2020-04-01,37.08165
2020-04-02,41.63319
2020-04-03,35.87684
2020-04-04,7.22891
2020-04-05,8.03212
2020-04-06,36.0107
2020-04-07,36.81392
2020-04-08,36.54618
2020-04-09,39.22356
2020-04-10,32.39625
2020-04-11,6.4257
2020-04-12,7.63052
2020-04-13,38.42034
2020-04-14,42.97188
2020-04-15,9.23694
2020-04-16,46.3186
2020-04-17,48.19277
2020-04-18,5.62248
2020-04-19,8.43373
2020-04-20,63.18607
2020-04-21,68.13922
2020-04-22,62.24899
2020-04-23,70.68273
2020-04-24,52.3427
2020-04-25,9.90629
2020-04-26,7.89825
2020-04-27,45.64926
2020-04-28,35.47523
2020-04-29,28.78179
2020-04-30,8.5676
2020-05-01,10.84337
2020-05-02,8.16599
2020-05-03,7.49665
2020-05-04,23.29317
2020-05-05,7.63052
2020-05-06,37.34939
2020-05-07,46.58634
2020-05-08,40.02677
2020-05-09,10.44176
2020-05-10,8.03212
2020-05-11,37.751
2020-05-12,44.31057
2020-05-13,41.49933
2020-05-14,37.751
2020-05-15,34.13654
2020-05-16,8.83534
2020-05-17,8.16599
2020-05-18,43.37349
2020-05-19,37.48326
2020-05-20,41.09772
2020-05-21,39.35742
2020-05-22,33.73493
2020-05-23,8.29986
2020-05-24,6.55957
2020-05-25,38.82195
2020-05-26,43.64123
2020-05-27,39.62516
2020-05-28,41.36546
2020-05-29,37.21552
2020-05-30,8.70147
2020-05-31,9.63855
2020-06-01,37.48326
2020-06-02,42.30254
2020-06-03,39.35742
2020-06-04,37.34939
2020-06-05,29.04953
2020-06-06,8.70147
2020-06-07,9.23694
2020-06-08,41.49933
2020-06-09,46.85408
2020-06-10,44.1767
2020-06-11,40.29451
2020-06-12,35.47523
2020-06-13,8.43373
2020-06-14,12.04819
2020-06-15,38.28647
2020-06-16,39.08969
2020-06-17,38.15261
2020-06-18,37.48326
2020-06-19,35.74297
2020-06-20,9.50468
2020-06-21,9.10307
2020-06-22,36.94779
2020-06-23,48.59437
2020-06-24,49.66532
2020-06-25,40.69611
2020-06-26,36.68005
2020-06-27,8.70147
2020-06-28,7.22891
2020-06-29,38.42034
2020-06-30,40.29451
2020-07-01,41.76706
2020-07-02,37.48326
2020-07-03,33.8688
2020-07-04,7.09504
2020-07-05,6.02409
2020-07-06,38.15261
2020-07-07,41.63319
2020-07-08,45.917
2020-07-09,39.22356
2020-07-10,35.74297
2020-07-11,6.4257
2020-07-12,6.29183
2020-07-13,39.8929
2020-07-14,56.09103
2020-07-15,55.95716
2020-07-16,60.10709
2020-07-17,42.30254
2020-07-18,9.63855
2020-07-19,10.44176
2020-07-20,61.57965
2020-07-21,61.98125
2020-07-22,73.3601
2020-07-23,68.40696
2020-07-24,60.77643
2020-07-25,7.22891
2020-07-26,11.24497
2020-07-27,48.32663
2020-07-28,38.42034
2020-07-29,33.73493
2020-07-30,41.63319
2020-07-31,29.04953
2020-08-01,4.55153
2020-08-02,4.95314
2020-08-03,29.71887
2020-08-04,31.86077
2020-08-05,37.48326
2020-08-06,36.27844
2020-08-07,32.79785
2020-08-08,5.89022
2020-08-09,6.02409
2020-08-10,37.751
2020-08-11,34.80589
2020-08-12,33.06559
2020-08-13,37.61713
2020-08-14,27.84471
2020-08-15,4.95314
2020-08-16,7.76439
2020-08-17,7.36278
2020-08-18,31.3253
2020-08-19,34.93975
2020-08-20,33.73493
2020-08-21,29.585
2020-08-22,5.35475
2020-08-23,5.62248
2020-08-24,40.29451
2020-08-25,35.87684
2020-08-26,39.75903
2020-08-27,33.33333
2020-08-28,33.19946
2020-08-29,6.69344
2020-08-30,4.81927
2020-08-31,32.66398
2020-09-01,41.09772
2020-09-02,32.12851
2020-09-03,37.21552
2020-09-04,30.12048
2020-09-05,6.4257
2020-09-06,5.75635
2020-09-07,35.6091
2020-09-08,35.87684
2020-09-09,34.67202
2020-09-10,40.16064
2020-09-11,28.78179
2020-09-12,8.43373
2020-09-13,3.88219
2020-09-14,36.68005
2020-09-15,42.70414
2020-09-16,37.34939
2020-09-17,32.12851
2020-09-18,30.12048
2020-09-19,8.29986
2020-09-20,6.02409
2020-09-21,36.27844
2020-09-22,36.27844
2020-09-23,36.27844
2020-09-24,35.34136
2020-09-25,34.13654
2020-09-26,4.55153
2020-09-27,6.8273
2020-09-28,34.80589
2020-09-29,26.23828
2020-09-30,5.08701
2020-10-01,4.01606
2020-10-02,5.08701
2020-10-03,7.89825
2020-10-04,7.09504
2020-10-05,38.28647
2020-10-06,37.08165
2020-10-07,43.10575
2020-10-08,41.63319
2020-10-09,8.70147
2020-10-10,9.10307
2020-10-11,9.10307
2020-10-12,45.38152
2020-10-13,45.917
2020-10-14,43.7751
2020-10-15,47.65729
2020-10-16,37.88487
2020-10-17,9.23694
2020-10-18,9.37081
2020-10-19,56.09103
2020-10-20,60.5087
2020-10-21,60.9103
2020-10-22,60.10709
2020-10-23,42.83801
2020-10-24,6.4257
2020-10-25,7.89825
2020-10-26,48.59437
2020-10-27,42.43641
2020-10-28,36.41231
2020-10-29,35.20749
2020-10-30,31.99464
2020-10-31,7.09504
2020-11-01,7.63052
2020-11-02,32.53012
2020-11-03,37.61713
2020-11-04,37.61713
2020-11-05,41.09772
2020-11-06,26.37215
2020-11-07,6.4257
2020-11-08,7.22891
2020-11-09,32.79785
2020-11-10,38.82195
2020-11-11,33.8688
2020-11-12,35.74297
2020-11-13,30.12048
2020-11-14,6.8273
2020-11-15,7.09504
2020-11-16,34.00267
2020-11-17,36.68005
2020-11-18,34.13654
2020-11-19,32.39625
2020-11-20,35.47523
2020-11-21,6.4257
2020-11-22,7.49665
2020-11-23,34.00267
2020-11-24,37.34939
2020-11-25,38.55421
2020-11-26,41.09772
2020-11-27,31.45917
2020-11-28,9.77242
2020-11-29,9.23694
2020-11-30,45.917
2020-12-01,41.76706
2020-12-02,39.62516
2020-12-03,41.90093
2020-12-04,38.82195
2020-12-05,9.50468
2020-12-06,9.90629
2020-12-07,41.09772
2020-12-08,38.95582
2020-12-09,39.22356
2020-12-10,43.50736
2020-12-11,39.08969
2020-12-12,9.23694
2020-12-13,10.97724
2020-12-14,43.50736
2020-12-15,38.55421
2020-12-16,43.7751
2020-12-17,43.37349
2020-12-18,32.53012
2020-12-19,5.75635
2020-12-20,8.29986
2020-12-21,39.35742
2020-12-22,33.4672
2020-12-23,34.00267
2020-12-24,32.79785
2020-12-25,4.14993
2020-12-26,5.75635
2020-12-27,7.36278
2020-12-28,35.87684
2020-12-29,39.49129
2020-12-30,34.80589
2020-12-31,23.96251
2021-01-01,5.89022
2021-01-02,7.89825
2021-01-03,6.02409
2021-01-04,39.35742
2021-01-05,43.64123
2021-01-06,37.08165
2021-01-07,34.53815
2021-01-08,37.751
2021-01-09,6.96117
2021-01-10,11.11111
2021-01-11,39.8929
2021-01-12,42.0348
2021-01-13,49.66532
2021-01-14,52.3427
2021-01-15,40.16064
2021-01-16,11.91432
2021-01-17,11.11111
2021-01-18,57.16198
2021-01-19,63.0522
2021-01-20,66.9344
2021-01-21,77.2423
2021-01-22,66.53279
2021-01-23,15.26104
2021-01-24,13.65461
2021-01-25,60.64257
2021-01-26,43.10575
2021-01-27,40.29451
2021-01-28,37.48326
2021-01-29,35.6091
2021-01-30,8.70147
2021-01-31,11.51271
2021-02-01,40.42838
2021-02-02,41.90093
2021-02-03,34.40428
2021-02-04,33.8688
2021-02-05,32.12851
2021-02-06,7.49665
2021-02-07,7.22891
2021-02-08,36.41231
2021-02-09,31.7269
2021-02-10,23.1593
2021-02-11,6.02409
2021-02-12,5.48862
2021-02-13,6.8273
2021-02-14,7.76439
2021-02-15,39.75903
2021-02-16,40.16064
2021-02-17,40.69611
2021-02-18,46.85408
2021-02-19,37.48326
2021-02-20,12.18206
2021-02-21,9.90629
2021-02-22,44.71218
2021-02-23,40.29451
2021-02-24,40.29451
2021-02-25,34.13654
2021-02-26,28.78179
2021-02-27,6.4257
2021-02-28,6.8273
2021-03-01,7.76439
2021-03-02,37.34939
2021-03-03,37.48326
2021-03-04,41.23159
2021-03-05,30.25435
2021-03-06,9.90629
2021-03-07,9.90629
2021-03-08,40.96385
2021-03-09,32.66398
2021-03-10,35.74297
2021-03-11,34.53815
2021-03-12,30.65595
2021-03-13,8.83534
2021-03-14,9.37081
2021-03-15,34.80589
2021-03-16,35.87684
2021-03-17,38.01874
2021-03-18,40.82998
2021-03-19,32.12851
2021-03-20,9.10307
2021-03-21,11.11111
2021-03-22,43.64123
2021-03-23,40.82998
2021-03-24,36.54618
2021-03-25,34.67202
2021-03-26,30.25435
2021-03-27,4.2838
2021-03-28,9.10307
2021-03-29,37.08165
2021-03-30,39.62516
2021-03-31,39.22356
2021-04-01,32.26238
2021-04-02,29.98661
2021-04-03,6.96117
2021-04-04,8.5676
2021-04-05,46.45247
2021-04-06,53.68139
2021-04-07,60.37483
2021-04-08,46.58634
2021-04-09,36.14457
2021-04-10,9.77242
2021-04-11,8.16599
2021-04-12,49.79919
2021-04-13,57.83132
2021-04-14,54.4846
2021-04-15,54.21686
2021-04-16,48.72824
2021-04-17,8.5676
2021-04-18,7.22891
2021-04-19,64.7925
2021-04-20,68.67469
2021-04-21,76.57295
2021-04-22,73.62784
2021-04-23,49.93306
2021-04-24,4.55153
2021-04-25,7.49665
2021-04-26,64.65863
2021-04-27,42.0348
2021-04-28,39.22356
2021-04-29,37.88487
2021-04-30,27.17536
2021-05-01,5.35475
2021-05-02,6.96117
2021-05-03,36.14457
2021-05-04,34.27041
2021-05-05,9.10307
