date,빗썸비트코인
2020-08-11,1.93671
2020-08-12,2.04686
2020-08-13,1.56218
2020-08-14,2.38333
2020-08-15,2.29521
2020-08-16,2.24314
2020-08-17,2.70178
2020-08-18,2.52954
2020-08-19,2.38133
2020-08-20,2.24714
2020-08-21,1.75645
2020-08-22,1.81253
2020-08-23,1.38994
2020-08-24,1.82255
2020-08-25,1.83256
2020-08-26,1.58822
2020-08-27,1.52813
2020-08-28,1.67634
2020-08-29,1.24974
2020-08-30,2.2211
2020-08-31,1.69036
2020-09-01,1.72841
2020-09-02,2.09893
2020-09-03,2.84197
2020-09-04,2.20508
2020-09-05,1.75645
2020-09-06,1.77848
2020-09-07,1.7184
2020-09-08,2.62367
2020-09-09,2.27117
2020-09-10,1.72241
2020-09-11,2.04686
2020-09-12,1.81053
2020-09-13,2.27117
2020-09-14,2.30522
2020-09-15,1.5782
2020-09-16,1.7865
2020-09-17,1.75045
2020-09-18,1.78449
2020-09-19,1.86861
2020-09-20,1.97276
2020-09-21,2.65371
2020-09-22,2.51752
2020-09-23,1.67634
2020-09-24,1.38994
2020-09-25,1.25976
2020-09-26,1.16563
2020-09-27,1.5041
2020-09-28,1.62827
2020-09-29,1.05147
2020-09-30,0.8612
2020-10-01,1.29781
2020-10-02,0.97736
2020-10-03,1.31383
2020-10-04,2.01682
2020-10-05,1.18966
2020-10-06,1.24574
2020-10-07,1.30783
2020-10-08,1.39595
2020-10-09,1.06549
2020-10-10,1.19367
2020-10-11,1.32785
2020-10-12,1.39395
2020-10-13,1.5021
2020-10-14,1.81854
2020-10-15,1.44201
2020-10-16,2.40737
2020-10-17,1.65832
2020-10-18,1.22371
2020-10-19,1.47806
2020-10-20,1.81253
2020-10-21,2.74584
2020-10-22,6.76947
2020-10-23,3.32665
2020-10-24,2.44342
2020-10-25,3.17644
2020-10-26,3.99759
2020-10-27,2.66573
2020-10-28,3.92149
2020-10-29,4.45423
2020-10-30,2.3633
2020-10-31,3.67915
2020-11-01,3.33066
2020-11-02,3.0002
2020-11-03,4.78269
2020-11-04,2.69777
2020-11-05,5.2914
2020-11-06,8.39375
2020-11-07,5.36951
2020-11-08,6.02843
2020-11-09,4.96895
2020-11-10,6.47907
2020-11-11,6.2928
2020-11-12,4.56839
2020-11-13,6.28079
2020-11-14,5.05707
2020-11-15,4.18986
2020-11-16,3.72721
2020-11-17,5.51772
2020-11-18,21.75846
2020-11-19,19.17484
2020-11-20,9.24294
2020-11-21,9.83977
2020-11-22,9.61145
2020-11-23,12.61365
2020-11-24,20.51672
2020-11-25,10.77508
2020-11-26,14.25395
2020-11-27,17.53855
2020-11-28,11.54816
2020-11-29,8.92249
2020-11-30,11.75045
2020-12-01,13.84137
2020-12-02,7.6467
2020-12-03,9.65952
2020-12-04,6.48708
2020-12-05,5.06509
2020-12-06,6.40296
2020-12-07,6.54115
2020-12-08,4.46024
2020-12-09,5.54776
2020-12-10,4.29401
2020-12-11,6.07049
2020-12-12,3.90146
2020-12-13,6.77748
2020-12-14,4.26797
2020-12-15,5.62988
2020-12-16,6.58922
2020-12-17,23.69717
2020-12-18,11.17965
2020-12-19,11.31584
2020-12-20,9.17484
2020-12-21,11.79851
2020-12-22,8.06729
2020-12-23,8.44181
2020-12-24,5.8582
2020-12-25,6.63729
2020-12-26,8.5059
2020-12-27,24.0036
2020-12-28,10.26036
2020-12-29,6.75545
2020-12-30,13.2926
2020-12-31,9.60945
2021-01-01,12.77989
2021-01-02,13.8634
2021-01-03,33.54696
2021-01-04,23.24854
2021-01-05,18.66012
2021-01-06,20.81113
2021-01-07,41.98678
2021-01-08,33.2906
2021-01-09,21.45603
2021-01-10,22.30723
2021-01-11,48.91247
2021-01-12,63.59102
2021-01-13,28.67214
2021-01-14,24.37212
2021-01-15,12.67975
2021-01-16,19.38914
2021-01-17,10.79711
2021-01-18,15.47766
2021-01-19,9.63148
2021-01-20,7.7889
2021-01-21,16.23472
2021-01-22,24.67053
2021-01-23,12.25916
2021-01-24,16.12858
2021-01-25,16.12457
2021-01-26,8.89445
2021-01-27,10.61285
2021-01-28,12.46545
2021-01-29,11.17564
2021-01-30,9.18886
2021-01-31,8.49188
2021-02-01,12.10494
2021-02-02,8.63408
2021-02-03,9.11075
2021-02-04,10.37852
2021-02-05,7.5025
2021-02-06,6.94572
2021-02-07,5.83416
2021-02-08,24.95093
2021-02-09,45.1432
2021-02-10,15.27338
2021-02-11,22.16903
2021-02-12,18.44982
2021-02-13,26.13458
2021-02-14,13.94352
2021-02-15,19.97396
2021-02-16,25.91828
2021-02-17,23.97156
2021-02-18,28.88644
2021-02-19,18.97055
2021-02-20,41.34788
2021-02-21,22.16703
2021-02-22,38.76426
2021-02-23,81.25976
2021-02-24,55.09713
2021-02-25,25.32545
2021-02-26,15.22331
2021-02-27,13.92749
2021-02-28,15.94632
2021-03-01,27.59863
2021-03-02,11.74043
2021-03-03,15.32145
2021-03-04,12.06489
2021-03-05,10.59082
2021-03-06,8.18145
2021-03-07,12.28119
2021-03-08,9.83977
2021-03-09,15.16523
2021-03-10,13.19046
2021-03-11,13.25856
2021-03-12,11.99278
2021-03-13,22.51151
2021-03-14,27.02583
2021-03-15,20.24434
2021-03-16,17.30222
2021-03-17,14.19987
2021-03-18,21.77848
2021-03-19,11.30582
2021-03-20,9.79371
2021-03-21,10.4346
2021-03-22,11.55417
2021-03-23,21.79651
2021-03-24,12.41938
2021-03-25,12.84197
2021-03-26,11.96675
2021-03-27,7.77688
2021-03-28,7.65271
2021-03-29,9.77969
2021-03-30,10.02002
2021-03-31,10.70098
2021-04-01,15.01101
2021-04-02,20.83917
2021-04-03,17.97316
2021-04-04,12.48547
2021-04-05,20.1482
2021-04-06,18.79831
2021-04-07,30.09012
2021-04-08,34.6465
2021-04-09,11.65231
2021-04-10,12.90006
2021-04-11,10.97536
2021-04-12,15.34948
2021-04-13,12.06489
2021-04-14,13.15041
2021-04-15,9.90987
2021-04-16,18.02924
2021-04-17,9.86781
2021-04-18,25.05107
2021-04-19,40.65291
2021-04-20,34.69457
2021-04-21,27.61265
2021-04-22,27.75485
2021-04-23,63.40076
2021-04-24,54.61446
2021-04-25,28.20749
2021-04-26,18.92649
2021-04-27,17.30222
2021-04-28,14.63448
2021-04-29,14.11976
2021-04-30,11.26777
2021-05-01,9.98598
2021-05-02,10.15822
2021-05-03,10.23833
2021-05-04,9.87983
2021-05-05,10.23432
2021-05-06,7.87302
2021-05-07,8.16342
2021-05-08,10.30042
2021-05-09,9.65551
2021-05-10,12.36531
2021-05-11,12.56959
2021-05-12,10.58281
2021-05-13,29.39315
2021-05-14,13.41478
2021-05-15,10.10014
2021-05-16,11.70438
2021-05-17,30.15221
2021-05-18,20.64089
2021-05-19,38.66613
2021-05-20,75.90426
2021-05-21,21.68836
2021-05-22,51.20769
2021-05-23,43.21049
2021-05-24,59.4312
2021-05-25,20.90126
2021-05-26,19.16683
2021-05-27,10.73903
2021-05-28,13.20048
2021-05-29,19.66152
2021-05-30,23.67514
2021-05-31,15.75605
2021-06-01,11.11155
2021-06-02,8.25756
2021-06-03,7.4324
2021-06-04,9.31904
2021-06-05,8.01321
2021-06-06,11.16563
2021-06-07,7.6447
2021-06-08,20.34648
2021-06-09,24.292
2021-06-10,11.05347
2021-06-11,7.23412
2021-06-12,8.45183
2021-06-13,8.0753
2021-06-14,9.10074
2021-06-15,5.96835
2021-06-16,5.9323
2021-06-17,6.36691
2021-06-18,7.86501
2021-06-19,16.18465
2021-06-20,14.38814
2021-06-21,18.20548
2021-06-22,24.78469
2021-06-23,22.08892
2021-06-24,7.54055
2021-06-25,5.68596
2021-06-26,9.36711
2021-06-27,9.31504
2021-06-28,6.01041
2021-06-29,7.81894
2021-06-30,5.31744
2021-07-01,8.61005
2021-07-02,5.50771
2021-07-03,3.84137
2021-07-04,4.10775
2021-07-05,4.30803
2021-07-06,4.89685
2021-07-07,3.37472
2021-07-08,3.80733
2021-07-09,5.01101
2021-07-10,2.92409
2021-07-11,2.75185
2021-07-12,2.95814
2021-07-13,3.3607
2021-07-14,5.72
2021-07-15,3.5069
2021-07-16,5.03504
2021-07-17,3.72922
2021-07-18,2.98417
2021-07-19,5.32946
2021-07-20,8.34167
2021-07-21,6.13859
2021-07-22,3.9295
2021-07-23,2.74784
2021-07-24,3.60304
2021-07-25,3.47887
2021-07-26,8.88844
2021-07-27,5.06509
2021-07-28,4.58241
2021-07-29,4.60444
2021-07-30,2.6497
2021-07-31,4.51632
2021-08-01,5.72201
2021-08-02,3.55097
2021-08-03,2.96615
2021-08-04,3.84137
2021-08-05,3.18245
2021-08-06,4.10574
2021-08-07,5.86821
2021-08-08,5.29741
2021-08-09,6.01842
2021-08-10,4.99699
2021-08-11,4.52833
2021-08-12,4.40817
2021-08-13,7.71279
2021-08-14,5.87021
2021-08-15,5.90426
2021-08-16,7.20208
2021-08-17,7.38834
2021-08-18,3.68315
2021-08-19,4.18586
2021-08-20,4.34207
2021-08-21,4.29801
2021-08-22,3.41077
2021-08-23,7.7208
2021-08-24,3.48888
2021-08-25,3.80733
2021-08-26,3.87742
2021-08-27,3.77929
2021-08-28,2.81193
2021-08-29,4.55637
2021-08-30,4.6445
2021-08-31,3.11436
2021-09-01,2.94612
2021-09-02,4.04766
2021-09-03,3.08832
2021-09-04,3.0743
2021-09-05,3.28459
2021-09-06,4.43821
2021-09-07,5.23532
2021-09-08,9.96795
2021-09-09,6.85159
2021-09-10,3.0022
2021-09-11,2.67174
2021-09-12,2.33727
2021-09-13,2.78389
2021-09-14,4.20188
2021-09-15,2.89405
2021-09-16,2.41738
2021-09-17,3.43881
2021-09-18,2.7919
2021-09-19,2.41137
2021-09-20,4.44422
2021-09-21,6.82956
2021-09-22,6.12056
2021-09-23,4.23593
2021-09-24,5.33346
2021-09-25,6.03244
2021-09-26,4.79471
2021-09-27,2.62167
2021-09-28,3.06629
2021-09-29,3.31864
2021-09-30,2.36731
2021-10-01,3.98758
2021-10-02,4.13178
2021-10-03,2.47346
2021-10-04,4.11375
2021-10-05,8.69417
2021-10-06,6.25475
2021-10-07,5.86821
2021-10-08,3.83937
2021-10-09,2.55557
2021-10-10,3.0763
2021-10-11,5.98838
2021-10-12,5.38153
2021-10-13,4.86881
2021-10-14,5.09313
2021-10-15,6.80152
2021-10-16,6.06048
2021-10-17,6.13659
2021-10-18,7.146
2021-10-19,5.04105
2021-10-20,9.96394
2021-10-21,8.80833
2021-10-22,6.65732
2021-10-23,4.90286
2021-10-24,5.01301
2021-10-25,8.79431
2021-10-26,4.03765
2021-10-27,5.59783
2021-10-28,5.13919
2021-10-29,3.81934
2021-10-30,4.0717
2021-10-31,4.91287
2021-11-01,6.44101
2021-11-02,3.8594
2021-11-03,3.56298
2021-11-04,5.67394
2021-11-05,3.41478
2021-11-06,2.48547
2021-11-07,4.75665
2021-11-08,8.20749
2021-11-09,8.95453
2021-11-10,6.89365
2021-11-11,4.94692
2021-11-12,3.90947
2021-11-13,4.9289
2021-11-14,3.47686
2021-11-15,5.40156
2021-11-16,5.36951
2021-11-17,6.11656
2021-11-18,5.82215
2021-11-19,5.718
2021-11-20,3.70919
2021-11-21,5.13919
2021-11-22,4.62247
2021-11-23,5.33747
2021-11-24,4.3601
2021-11-25,7.13398
2021-11-26,4.67454
2021-11-27,5.82415
2021-11-28,5.31944
2021-11-29,5.8622
2021-11-30,5.62988
2021-12-01,3.573
2021-12-02,3.88744
2021-12-03,3.26056
2021-12-04,14.84678
2021-12-05,30.35649
2021-12-06,24.09172
2021-12-07,15.17324
2021-12-08,6.52713
2021-12-09,6.39895
2021-12-10,6.94171
2021-12-11,4.7206
2021-12-12,6.65531
2021-12-13,5.36951
2021-12-14,10.20628
2021-12-15,6.67734
2021-12-16,7.3583
2021-12-17,4.17584
2021-12-18,6.51111
2021-12-19,4.10775
2021-12-20,5.13919
2021-12-21,6.88163
2021-12-22,4.36611
2021-12-23,3.24854
2021-12-24,4.40616
2021-12-25,3.25856
2021-12-26,3.17444
2021-12-27,4.32405
2021-12-28,3.56699
2021-12-29,5.72
2021-12-30,5.48768
2021-12-31,3.68515
2022-01-01,5.89825
2022-01-02,4.74063
2022-01-03,5.56178
2022-01-04,4.63649
2022-01-05,4.04366
2022-01-06,8.50791
2022-01-07,10.65892
2022-01-08,6.67334
2022-01-09,7.62467
2022-01-10,10.44462
2022-01-11,12.79391
2022-01-12,7.59463
2022-01-13,4.73262
2022-01-14,3.90947
2022-01-15,2.9341
2022-01-16,5.10715
2022-01-17,3.03024
2022-01-18,4.17985
2022-01-19,6.60925
2022-01-20,3.36671
2022-01-21,8.36771
2022-01-22,20.69897
2022-01-23,18.18345
2022-01-24,21.41397
2022-01-25,20.006
2022-01-26,10.55477
2022-01-27,7.0058
2022-01-28,4.88483
2022-01-29,5.39154
2022-01-30,6.7154
2022-01-31,7.03184
2022-02-01,5.33747
2022-02-02,4.71259
2022-02-03,4.86481
2022-02-04,6.14059
2022-02-05,7.32024
2022-02-06,5.13518
2022-02-07,8.46384
2022-02-08,6.56719
2022-02-09,7.04986
2022-02-10,5.716
2022-02-11,3.73723
2022-02-12,4.15982
2022-02-13,6.5772
2022-02-14,4.12177
2022-02-15,3.85539
2022-02-16,3.49489
2022-02-17,5.11916
2022-02-18,5.20729
2022-02-19,5.21329
2022-02-20,10.27838
2022-02-21,10.27438
2022-02-22,8.33767
2022-02-23,3.99959
2022-02-24,9.70959
2022-02-25,8.67614
2022-02-26,4.71259
2022-02-27,5.18926
2022-02-28,6.2187
2022-03-01,8.59002
2022-03-02,6.38093
2022-03-03,3.66913
2022-03-04,3.97957
2022-03-05,4.65852
2022-03-06,5.02904
2022-03-07,4.18185
2022-03-08,2.96214
2022-03-09,3.89345
2022-03-10,4.54836
2022-03-11,3.61105
2022-03-12,3.25455
2022-03-13,3.40476
2022-03-14,3.38073
2022-03-15,3.03825
2022-03-16,3.55497
2022-03-17,2.90206
2022-03-18,3.62507
2022-03-19,4.55237
2022-03-20,4.13979
2022-03-21,2.67975
2022-03-22,3.54696
2022-03-23,2.5716
2022-03-24,3.75325
2022-03-25,3.17444
2022-03-26,2.51351
2022-03-27,4.31403
2022-03-28,5.87021
2022-03-29,4.27999
2022-03-30,3.17644
2022-03-31,2.96815
2022-04-01,2.24113
2022-04-02,2.47146
2022-04-03,2.12297
2022-04-04,2.91608
2022-04-05,4.39415
2022-04-06,2.97216
2022-04-07,3.30262
2022-04-08,2.67975
2022-04-09,1.71239
2022-04-10,2.38734
2022-04-11,2.5035
2022-04-12,3.97556
2022-04-13,2.75185
2022-04-14,2.18305
2022-04-15,2.54756
2022-04-16,1.60624
2022-04-17,1.7865
2022-04-18,2.40737
2022-04-19,3.30062
2022-04-20,2.20508
2022-04-21,2.19106
2022-04-22,2.08091
2022-04-23,2.37532
2022-04-24,1.94472
2022-04-25,2.49349
2022-04-26,3.44281
2022-04-27,3.55097
2022-04-28,3.51692
2022-04-29,2.68976
2022-04-30,2.56759
2022-05-01,3.33266
2022-05-02,3.73322
2022-05-03,2.2872
2022-05-04,2.7178
2022-05-05,3.10634
2022-05-06,5.5758
2022-05-07,4.32805
2022-05-08,4.50831
2022-05-09,6.90366
2022-05-10,11.79651
2022-05-11,8.23753
2022-05-12,20.16222
2022-05-13,16.87762
2022-05-14,9.94191
2022-05-15,12.03685
2022-05-16,9.92389
2022-05-17,10.13619
2022-05-18,8.8624
2022-05-19,7.26817
2022-05-20,4.20188
2022-05-21,4.54436
2022-05-22,3.77528
2022-05-23,3.99158
2022-05-24,6.433
2022-05-25,6.63929
2022-05-26,4.92289
2022-05-27,5.83817
2022-05-28,4.6465
2022-05-29,3.28259
2022-05-30,3.49489
2022-05-31,4.46424
2022-06-01,3.98758
2022-06-02,3.59303
2022-06-03,2.85399
2022-06-04,3.02022
2022-06-05,2.59563
2022-06-06,3.41478
2022-06-07,4.62046
2022-06-08,4.10174
2022-06-09,3.11636
2022-06-10,3.29461
2022-06-11,3.79731
2022-06-12,8.03925
2022-06-13,25.06308
2022-06-14,19.30302
2022-06-15,12.61365
2022-06-16,11.24574
2022-06-17,8.97456
2022-06-18,10.15621
2022-06-19,24.89885
2022-06-20,9.73162
2022-06-21,4.93691
2022-06-22,4.81874
2022-06-23,4.34007
2022-06-24,3.67915
2022-06-25,4.17184
2022-06-26,5.65591
2022-06-27,3.41678
2022-06-28,3.84137
2022-06-29,4.01361
2022-06-30,6.8616
2022-07-01,9.08271
2022-07-02,3.48087
2022-07-03,3.69717
2022-07-04,5.55377
2022-07-05,3.62507
2022-07-06,4.96695
2022-07-07,3.0783
2022-07-08,2.94612
2022-07-09,2.45543
2022-07-10,2.89605
2022-07-11,3.13238
2022-07-12,3.17244
2022-07-13,3.9355
2022-07-14,2.88804
2022-07-15,3.03224
2022-07-16,3.0022
2022-07-17,3.35669
2022-07-18,3.45683
2022-07-19,4.11576
2022-07-20,4.98297
2022-07-21,4.49829
2022-07-22,5.55577
2022-07-23,3.03224
2022-07-24,4.63448
2022-07-25,2.91207
2022-07-26,3.16643
2022-07-27,3.93751
2022-07-28,3.6451
2022-07-29,3.93751
2022-07-30,2.89204
2022-07-31,2.96615
2022-08-01,2.56959
2022-08-02,2.32725
2022-08-03,2.69176
2022-08-04,2.47746
2022-08-05,2.40937
2022-08-06,2.30923
2022-08-07,2.15501
2022-08-08,3.04025
2022-08-09,2.23112
2022-08-10,3.61706
2022-08-11,3.01421
2022-08-12,2.30522
2022-08-13,4.06969
2022-08-14,3.37873
2022-08-15,2.71179
2022-08-16,3.69116
2022-08-17,3.49088
2022-08-18,3.03825
2022-08-19,3.84338
2022-08-20,4.35209
2022-08-21,3.49088
2022-08-22,3.24253
2022-08-23,3.37873
2022-08-24,2.10494
2022-08-25,2.2892
2022-08-26,2.03084
2022-08-27,3.31263
2022-08-28,4.67854
2022-08-29,3.18445
2022-08-30,2.47346
2022-08-31,2.56959
2022-09-01,1.83256
2022-09-02,3.13639
2022-09-03,1.83256
2022-09-04,3.05427
2022-09-05,2.74384
2022-09-06,1.7164
2022-09-07,2.63568
2022-09-08,2.03685
2022-09-09,2.04486
2022-09-10,2.58161
2022-09-11,3.80332
2022-09-12,5.66993
2022-09-13,3.94952
2022-09-14,4.26196
2022-09-15,2.34728
2022-09-16,3.46885
2022-09-17,2.91207
2022-09-18,2.31924
2022-09-19,3.72922
2022-09-20,2.87802
2022-09-21,2.42539
2022-09-22,2.7198
2022-09-23,3.08632
2022-09-24,3.39675
2022-09-25,2.09293
2022-09-26,2.58161
2022-09-27,3.25655
2022-09-28,3.44682
2022-09-29,2.08291
2022-09-30,3.26457
2022-10-01,1.84658
2022-10-02,2.56158
2022-10-03,2.55557
2022-10-04,2.42539
2022-10-05,2.07891
2022-10-06,2.96014
2022-10-07,1.82054
2022-10-08,2.0749
2022-10-09,1.49609
2022-10-10,1.75245
2022-10-11,2.34928
2022-10-12,2.39935
2022-10-13,3.54496
2022-10-14,4.56639
2022-10-15,2.52353
2022-10-16,2.17704
2022-10-17,2.81794
2022-10-18,2.149
2022-10-19,1.62026
2022-10-20,2.33727
2022-10-21,1.29781
2022-10-22,2.5055
2022-10-23,1.2898
2022-10-24,2.08692
2022-10-25,2.22311
2022-10-26,2.32926
2022-10-27,2.24514
2022-10-28,2.147
2022-10-29,2.17504
2022-10-30,1.85459
2022-10-31,1.76447
2022-11-01,2.84998
2022-11-02,2.75585
2022-11-03,1.96675
2022-11-04,1.6463
2022-11-05,1.88664
2022-11-06,2.60965
2022-11-07,2.2211
2022-11-08,3.11436
2022-11-09,8.92649
2022-11-10,16.61526
2022-11-11,6.58722
2022-11-12,18.2896
2022-11-13,7.23613
2022-11-14,12.50951
2022-11-15,6.48507
2022-11-16,3.40877
2022-11-17,5.23332
2022-11-18,4.04366
2022-11-19,3.00821
2022-11-20,3.49088
2022-11-21,3.18445
2022-11-22,4.23993
2022-11-23,2.25716
2022-11-24,3.48287
2022-11-25,4.74063
2022-11-26,2.45343
2022-11-27,2.09092
2022-11-28,2.54155
2022-11-29,2.864
2022-11-30,2.40737
2022-12-01,3.05828
2022-12-02,2.01482
2022-12-03,2.06088
2022-12-04,2.60364
2022-12-05,2.90006
2022-12-06,2.24914
2022-12-07,4.286
2022-12-08,3.44482
2022-12-09,1.7184
2022-12-10,1.31784
2022-12-11,1.17364
2022-12-12,1.7905
2022-12-13,2.55557
2022-12-14,1.7885
2022-12-15,1.62026
2022-12-16,1.91868
2022-12-17,2.61365
2022-12-18,3.35669
2022-12-19,2.75585
2022-12-20,2.82395
2022-12-21,1.75846
2022-12-22,1.83456
2022-12-23,2.98017
2022-12-24,1.65631
2022-12-25,1.57019
2022-12-26,2.02283
2022-12-27,2.95814
2022-12-28,2.74183
2022-12-29,2.41938
2022-12-30,2.17103
2022-12-31,2.88203
2023-01-01,1.85259
2023-01-02,1.80452
2023-01-03,1.54616
2023-01-04,1.60624
2023-01-05,1.99278
2023-01-06,2.22711
2023-01-07,2.58561
2023-01-08,1.48007
2023-01-09,2.20708
2023-01-10,1.61626
2023-01-11,1.71239
2023-01-12,2.92809
2023-01-13,4.42819
2023-01-14,7.95914
2023-01-15,6.37091
2023-01-16,4.75465
2023-01-17,4.9349
2023-01-18,3.12837
2023-01-19,2.66573
2023-01-20,2.79991
2023-01-21,4.87081
2023-01-22,3.35269
2023-01-23,2.66573
2023-01-24,5.81413
2023-01-25,3.1464
2023-01-26,5.26937
2023-01-27,2.88403
2023-01-28,3.20448
2023-01-29,3.72321
2023-01-30,3.7192
2023-01-31,2.87402
2023-02-01,2.27318
2023-02-02,4.34608
2023-02-03,2.42539
2023-02-04,2.149
2023-02-05,2.06288
2023-02-06,2.79991
2023-02-07,2.7859
2023-02-08,2.86601
2023-02-09,2.89004
2023-02-10,2.37532
2023-02-11,1.75846
2023-02-12,2.20909
2023-02-13,1.76046
2023-02-14,3.12237
2023-02-15,2.33326
2023-02-16,5.04706
2023-02-17,3.35669
2023-02-18,3.48287
2023-02-19,2.65171
2023-02-20,2.99218
2023-02-21,3.13639
2023-02-22,2.65772
2023-02-23,3.6451
2023-02-24,3.04225
2023-02-25,2.54556
2023-02-26,2.94211
2023-02-27,2.24914
2023-02-28,1.95073
2023-03-01,2.02283
2023-03-02,1.82054
2023-03-03,3.18846
2023-03-04,2.3573
2023-03-05,2.39535
2023-03-06,1.80452
2023-03-07,1.74444
2023-03-08,1.94472
2023-03-09,1.77848
2023-03-10,3.62507
2023-03-11,5.18525
2023-03-12,4.20989
2023-03-13,8.27158
2023-03-14,6.41898
2023-03-15,4.43621
2023-03-16,2.91207
2023-03-17,5.34948
2023-03-18,5.86821
2023-03-19,3.56699
2023-03-20,5.13118
2023-03-21,3.63308
2023-03-22,5.30943
2023-03-23,3.573
2023-03-24,3.40676
2023-03-25,2.35529
2023-03-26,3.45083
2023-03-27,2.73983
2023-03-28,4.22591
2023-03-29,4.0737
2023-03-30,3.38273
2023-03-31,1.94071
2023-04-01,2.86
2023-04-02,3.66112
2023-04-03,2.44742
2023-04-04,2.17504
2023-04-05,2.46945
2023-04-06,2.11295
2023-04-07,3.05627
2023-04-08,2.19106
2023-04-09,1.68035
2023-04-10,3.44882
2023-04-11,6.60925
2023-04-12,4.96294
2023-04-13,2.89004
2023-04-14,3.81534
2023-04-15,3.22451
2023-04-16,2.51351
2023-04-17,3.41478
2023-04-18,3.34267
2023-04-19,3.39675
2023-04-20,3.02022
2023-04-21,2.94211
2023-04-22,2.5055
2023-04-23,2.3593
2023-04-24,7.28019
2023-04-25,3.30262
2023-04-26,4.7887
2023-04-27,4.19387
2023-04-28,3.51492
2023-04-29,2.95814
2023-04-30,2.34528
2023-05-01,3.25856
2023-05-02,2.94211
2023-05-03,2.96014
2023-05-04,3.4308
2023-05-05,2.97616
2023-05-06,3.67915
2023-05-07,3.05828
2023-05-08,3.56098
2023-05-09,3.82134
2023-05-10,3.62908
2023-05-11,3.51291
2023-05-12,4.04566
2023-05-13,3.49689
2023-05-14,2.90406
2023-05-15,3.45083
2023-05-16,3.01021
2023-05-17,2.92609
2023-05-18,2.84398
2023-05-19,2.17103
2023-05-20,1.81053
2023-05-21,1.90867
2023-05-22,2.52753
2023-05-23,2.67174
2023-05-24,2.47746
2023-05-25,2.98217
2023-05-26,2.34928
2023-05-27,2.04886
2023-05-28,2.47746
2023-05-29,3.84938
2023-05-30,2.95013
2023-05-31,2.47146
2023-06-01,2.38934
2023-06-02,2.23112
2023-06-03,1.8606
2023-06-04,1.85259
2023-06-05,2.34328
2023-06-06,4.55637
2023-06-07,3.6431
2023-06-08,2.70378
2023-06-09,2.44742
2023-06-10,4.40616
2023-06-11,3.59303
2023-06-12,3.21249
2023-06-13,3.18646
