date,소상공인지원사업
2020-03-20,6.006
2020-03-21,4.5045
2020-03-23,8.7087
2020-03-24,4.8048
2020-03-25,6.6066
2020-03-26,6.9069
2020-03-27,3.6036
2020-03-28,2.4024
2020-03-29,2.1021
2020-03-30,8.1081
2020-03-31,4.8048
2020-04-01,8.7087
2020-04-02,10.81081
2020-04-03,9.3093
2020-04-05,1.5015
2020-04-06,10.21021
2020-04-07,8.4084
2020-04-08,9.9099
2020-04-09,10.21021
2020-04-10,7.2072
2020-04-11,1.8018
2020-04-12,3.6036
2020-04-13,12.01201
2020-04-14,14.41441
2020-04-15,2.7027
2020-04-16,11.41141
2020-04-17,12.01201
2020-04-18,3.9039
2020-04-20,10.51051
2020-04-21,12.01201
2020-04-22,12.61261
2020-04-23,13.51351
2020-04-24,10.81081
2020-04-26,2.7027
2020-04-27,31.53153
2020-04-28,28.52852
2020-04-29,17.11711
2020-04-30,6.006
2020-05-01,10.21021
2020-05-02,3.3033
2020-05-03,3.6036
2020-05-04,12.01201
2020-05-05,5.7057
2020-05-06,21.92192
2020-05-07,16.21621
2020-05-08,19.81981
2020-05-09,6.3063
2020-05-10,5.4054
2020-05-11,21.02102
2020-05-12,13.81381
2020-05-13,12.31231
2020-05-14,16.21621
2020-05-15,11.41141
2020-05-16,3.003
2020-05-17,2.4024
2020-05-18,15.61561
2020-05-19,21.62162
2020-05-20,14.71471
2020-05-21,12.01201
2020-05-22,7.8078
2020-05-23,1.8018
2020-05-24,1.5015
2020-05-25,11.41141
2020-05-26,11.11111
2020-05-27,12.01201
2020-05-28,6.006
2020-05-29,7.2072
2020-05-30,5.1051
2020-05-31,2.7027
2020-06-01,21.32132
2020-06-02,14.71471
2020-06-03,9.6096
2020-06-04,12.31231
2020-06-05,11.11111
2020-06-06,2.7027
2020-06-07,1.8018
2020-06-08,9.009
2020-06-09,9.3093
2020-06-10,6.6066
2020-06-11,4.8048
2020-06-12,7.8078
2020-06-15,6.3063
2020-06-16,8.4084
2020-06-17,7.8078
2020-06-18,2.7027
2020-06-19,4.8048
2020-06-22,5.1051
2020-06-23,5.4054
2020-06-24,10.21021
2020-06-25,4.2042
2020-06-26,7.5075
2020-06-27,1.5015
2020-06-28,3.3033
2020-06-29,8.7087
2020-06-30,7.5075
2020-07-01,9.9099
2020-07-02,6.9069
2020-07-03,4.2042
2020-07-05,2.7027
2020-07-06,2.7027
2020-07-07,6.3063
2020-07-08,3.003
2020-07-09,6.006
2020-07-10,3.9039
2020-07-11,3.3033
2020-07-13,9.009
2020-07-14,5.4054
2020-07-15,8.1081
2020-07-16,4.5045
2020-07-17,5.4054
2020-07-18,1.8018
2020-07-20,6.3063
2020-07-21,6.9069
2020-07-22,7.8078
2020-07-23,6.006
2020-07-24,6.3063
2020-07-25,3.6036
2020-07-26,1.8018
2020-07-27,1.5015
2020-07-28,6.006
2020-07-29,5.1051
2020-07-30,5.7057
2020-07-31,6.3063
2020-08-01,1.5015
2020-08-03,3.6036
2020-08-04,6.9069
2020-08-05,3.9039
2020-08-06,7.2072
2020-08-07,6.9069
2020-08-10,6.006
2020-08-11,6.3063
2020-08-12,5.7057
2020-08-13,9.3093
2020-08-14,4.8048
2020-08-15,3.6036
2020-08-17,1.8018
2020-08-18,5.4054
2020-08-19,7.8078
2020-08-20,6.6066
2020-08-21,5.4054
2020-08-22,2.1021
2020-08-23,3.003
2020-08-24,4.8048
2020-08-25,5.1051
2020-08-26,8.1081
2020-08-27,4.8048
2020-08-28,8.1081
2020-08-30,3.6036
2020-08-31,9.009
2020-09-01,6.9069
2020-09-02,6.3063
2020-09-03,5.7057
2020-09-04,4.5045
2020-09-05,1.8018
2020-09-06,1.5015
2020-09-07,5.7057
2020-09-08,4.8048
2020-09-09,5.4054
2020-09-10,9.3093
2020-09-11,6.006
2020-09-13,1.5015
2020-09-14,5.4054
2020-09-15,6.6066
2020-09-16,3.6036
2020-09-17,6.3063
2020-09-18,3.003
2020-09-19,1.5015
2020-09-20,1.5015
2020-09-21,7.8078
2020-09-22,5.1051
2020-09-23,5.1051
2020-09-24,8.4084
2020-09-25,8.4084
2020-09-26,3.9039
2020-09-27,1.5015
2020-09-28,6.9069
2020-09-29,5.1051
2020-09-30,2.1021
2020-10-05,3.6036
2020-10-06,3.003
2020-10-07,2.7027
2020-10-08,4.8048
2020-10-09,1.5015
2020-10-12,3.6036
2020-10-13,5.4054
2020-10-14,4.5045
2020-10-15,1.5015
2020-10-16,3.003
2020-10-18,1.8018
2020-10-19,4.5045
2020-10-20,4.8048
2020-10-21,5.4054
2020-10-22,4.2042
2020-10-23,7.2072
2020-10-25,1.5015
2020-10-26,4.8048
2020-10-27,4.8048
2020-10-28,6.6066
2020-10-29,6.006
2020-10-30,2.7027
2020-10-31,1.5015
2020-11-01,1.5015
2020-11-02,2.1021
2020-11-03,1.8018
2020-11-04,5.7057
2020-11-05,4.8048
2020-11-06,6.6066
2020-11-07,2.1021
2020-11-09,5.1051
2020-11-10,5.4054
2020-11-11,4.2042
2020-11-12,4.8048
2020-11-13,7.8078
2020-11-14,1.5015
2020-11-15,1.5015
2020-11-16,8.1081
2020-11-17,5.7057
2020-11-18,7.8078
2020-11-19,4.8048
2020-11-20,2.7027
2020-11-23,3.6036
2020-11-24,3.3033
2020-11-25,3.3033
2020-11-26,5.4054
2020-11-27,4.5045
2020-11-28,3.003
2020-11-29,1.5015
2020-11-30,4.5045
2020-12-01,7.2072
2020-12-02,3.9039
2020-12-03,5.1051
2020-12-04,5.1051
2020-12-05,1.8018
2020-12-06,1.8018
2020-12-07,5.1051
2020-12-08,3.9039
2020-12-09,5.4054
2020-12-10,3.9039
2020-12-12,3.6036
2020-12-14,4.8048
2020-12-15,4.2042
2020-12-16,3.9039
2020-12-17,5.1051
2020-12-18,4.5045
2020-12-20,1.5015
2020-12-21,3.9039
2020-12-22,3.9039
2020-12-23,6.6066
2020-12-24,4.5045
2020-12-25,1.5015
2020-12-26,2.7027
2020-12-27,2.4024
2020-12-28,5.7057
2020-12-29,4.8048
2020-12-30,6.006
2020-12-31,3.3033
2021-01-01,2.1021
2021-01-02,3.6036
2021-01-03,2.7027
2021-01-04,12.91291
2021-01-05,14.71471
2021-01-06,8.1081
2021-01-07,7.5075
2021-01-08,9.9099
2021-01-09,1.8018
2021-01-10,3.003
2021-01-11,12.91291
2021-01-12,11.71171
2021-01-13,12.61261
2021-01-14,9.9099
2021-01-15,9.3093
2021-01-16,6.3063
2021-01-17,4.2042
2021-01-18,9.009
2021-01-19,11.41141
2021-01-20,11.41141
2021-01-21,8.1081
2021-01-22,6.9069
2021-01-23,2.1021
2021-01-24,1.5015
2021-01-25,11.71171
2021-01-26,10.21021
2021-01-27,5.4054
2021-01-28,8.1081
2021-01-29,5.1051
2021-01-30,2.1021
2021-01-31,1.5015
2021-02-01,7.2072
2021-02-02,10.81081
2021-02-03,11.71171
2021-02-04,13.21321
2021-02-05,9.9099
2021-02-06,1.5015
2021-02-08,6.006
2021-02-09,6.9069
2021-02-10,4.8048
2021-02-13,1.8018
2021-02-14,2.1021
2021-02-15,14.71471
2021-02-16,10.81081
2021-02-17,5.4054
2021-02-18,12.01201
2021-02-19,7.5075
2021-02-20,1.5015
2021-02-21,3.3033
2021-02-22,8.4084
2021-02-23,8.4084
2021-02-24,6.006
2021-02-25,7.5075
2021-02-26,7.5075
2021-02-27,4.5045
2021-02-28,3.6036
2021-03-01,5.1051
2021-03-02,8.4084
2021-03-03,8.1081
2021-03-04,6.6066
2021-03-05,10.21021
2021-03-06,4.5045
2021-03-08,6.9069
2021-03-09,4.2042
2021-03-10,8.7087
2021-03-11,7.2072
2021-03-12,5.4054
2021-03-13,2.4024
2021-03-14,3.3033
2021-03-15,11.41141
2021-03-16,5.7057
2021-03-17,7.8078
2021-03-18,11.11111
2021-03-19,8.4084
2021-03-20,1.8018
2021-03-21,2.4024
2021-03-22,6.3063
2021-03-23,6.3063
2021-03-24,6.3063
2021-03-25,6.9069
2021-03-26,5.1051
2021-03-27,3.003
2021-03-28,3.6036
2021-03-29,9.3093
2021-03-30,8.1081
2021-03-31,5.7057
2021-04-01,6.006
2021-04-02,3.003
2021-04-03,2.1021
2021-04-05,2.7027
2021-04-06,4.2042
2021-04-07,5.1051
2021-04-08,6.006
2021-04-09,5.7057
2021-04-10,1.5015
2021-04-11,1.8018
2021-04-12,5.1051
2021-04-13,10.51051
2021-04-14,15.61561
2021-04-15,6.6066
2021-04-16,7.5075
2021-04-17,1.5015
2021-04-18,1.8018
2021-04-19,6.3063
2021-04-20,7.5075
2021-04-21,7.2072
2021-04-22,3.9039
2021-04-23,5.4054
2021-04-24,1.8018
2021-04-25,3.6036
2021-04-26,3.3033
2021-04-27,5.4054
2021-04-28,7.5075
2021-04-29,6.9069
2021-04-30,4.2042
2021-05-01,2.7027
2021-05-03,9.6096
2021-05-04,7.5075
2021-05-05,1.8018
2021-05-06,6.6066
2021-05-07,3.6036
2021-05-08,3.9039
2021-05-09,1.5015
2021-05-10,4.8048
2021-05-11,12.01201
2021-05-12,8.4084
2021-05-13,6.006
2021-05-14,9.009
2021-05-15,1.8018
2021-05-16,1.5015
2021-05-17,3.3033
2021-05-18,8.7087
2021-05-19,1.5015
2021-05-20,7.8078
2021-05-21,6.6066
2021-05-22,1.5015
2021-05-23,4.8048
2021-05-24,5.1051
2021-05-25,9.009
2021-05-26,9.9099
2021-05-27,6.006
2021-05-28,6.006
2021-05-29,1.8018
2021-05-30,1.8018
2021-05-31,5.1051
2021-06-01,6.6066
2021-06-02,5.7057
2021-06-03,4.2042
2021-06-04,6.006
2021-06-05,1.8018
2021-06-06,5.7057
2021-06-07,8.4084
2021-06-08,5.7057
2021-06-09,11.71171
2021-06-10,7.5075
2021-06-11,5.1051
2021-06-12,1.8018
2021-06-14,7.5075
2021-06-15,12.61261
2021-06-16,6.6066
2021-06-17,5.1051
2021-06-18,6.9069
2021-06-20,1.5015
2021-06-21,8.7087
2021-06-22,7.8078
2021-06-23,10.51051
2021-06-24,6.3063
2021-06-25,9.9099
2021-06-26,3.003
2021-06-27,5.4054
2021-06-28,5.1051
2021-06-29,7.5075
2021-06-30,7.5075
2021-07-01,5.4054
2021-07-02,2.1021
2021-07-03,1.5015
2021-07-04,3.9039
2021-07-05,7.5075
2021-07-06,9.3093
2021-07-07,7.2072
2021-07-08,8.4084
2021-07-09,6.6066
2021-07-10,3.6036
2021-07-11,2.1021
2021-07-12,8.4084
2021-07-13,6.3063
2021-07-14,6.006
2021-07-15,6.006
2021-07-16,5.7057
2021-07-17,4.5045
2021-07-19,10.21021
2021-07-20,9.009
2021-07-21,6.6066
2021-07-22,11.11111
2021-07-23,7.5075
2021-07-24,5.4054
2021-07-25,2.7027
2021-07-26,6.6066
2021-07-27,8.7087
2021-07-28,8.7087
2021-07-29,9.009
2021-07-30,4.8048
2021-08-02,6.3063
2021-08-03,9.6096
2021-08-04,5.4054
2021-08-05,9.6096
2021-08-06,6.3063
2021-08-08,1.8018
2021-08-09,4.8048
2021-08-10,12.61261
2021-08-11,8.4084
2021-08-12,9.009
2021-08-13,6.006
2021-08-15,1.8018
2021-08-16,2.1021
2021-08-17,12.61261
2021-08-18,13.51351
2021-08-19,7.8078
2021-08-20,8.1081
2021-08-21,3.6036
2021-08-22,1.8018
2021-08-23,11.41141
2021-08-24,7.8078
2021-08-25,10.21021
2021-08-26,7.5075
2021-08-27,7.2072
2021-08-28,4.5045
2021-08-29,1.8018
2021-08-30,8.1081
2021-08-31,7.2072
2021-09-01,8.7087
2021-09-02,6.9069
2021-09-03,9.6096
2021-09-05,1.5015
2021-09-06,9.009
2021-09-07,7.2072
2021-09-08,6.006
2021-09-09,5.1051
2021-09-10,6.6066
2021-09-11,1.8018
2021-09-13,7.5075
2021-09-14,8.1081
2021-09-15,6.6066
