date,창업박람회
2020-08-24,4.65481
2020-08-25,3.97489
2020-08-26,4.13179
2020-08-27,3.71338
2020-08-28,4.02719
2020-08-29,2.77196
2020-08-30,2.24895
2020-08-31,4.07949
2020-09-01,4.1841
2020-09-02,4.02719
2020-09-03,3.45188
2020-09-04,4.2364
2020-09-05,2.19665
2020-09-06,2.56276
2020-09-07,4.75941
2020-09-08,5.07322
2020-09-09,4.07949
2020-09-10,4.75941
2020-09-11,2.56276
2020-09-12,2.40585
2020-09-13,2.56276
2020-09-14,3.81799
2020-09-15,6.11924
2020-09-16,4.86401
2020-09-17,4.07949
2020-09-18,4.2364
2020-09-19,3.03347
2020-09-20,3.87029
2020-09-21,5.28242
2020-09-22,4.13179
2020-09-23,3.87029
2020-09-24,3.97489
2020-09-25,3.50418
2020-09-26,2.77196
2020-09-27,2.40585
2020-09-28,4.81171
2020-09-29,3.45188
2020-09-30,1.88284
2020-10-01,1.83054
2020-10-02,2.87656
2020-10-03,3.08577
2020-10-04,4.70711
2020-10-05,6.69456
2020-10-06,6.90376
2020-10-07,9.15271
2020-10-08,7.42677
2020-10-09,4.4456
2020-10-10,5.38702
2020-10-11,4.75941
2020-10-12,8.83891
2020-10-13,7.16527
2020-10-14,8.6297
2020-10-15,11.03556
2020-10-16,8.4205
2020-10-17,6.38075
2020-10-18,6.01464
2020-10-19,8.682
2020-10-20,8.5774
2020-10-21,8.6297
2020-10-22,7.21757
2020-10-23,6.74686
2020-10-24,3.50418
2020-10-25,6.11924
2020-10-26,11.29707
2020-10-27,10.93096
2020-10-28,7.79288
2020-10-29,10.04184
2020-10-30,9.25732
2020-10-31,5.28242
2020-11-01,7.53138
2020-11-02,13.07531
2020-11-03,10.51255
2020-11-04,12.44769
2020-11-05,15.58577
2020-11-06,14.53974
2020-11-07,9.15271
2020-11-08,6.79916
2020-11-09,10.82635
2020-11-10,11.71548
2020-11-11,10.46025
2020-11-12,8.99581
2020-11-13,7.94979
2020-11-14,4.3933
2020-11-15,5.54393
2020-11-16,9.15271
2020-11-17,11.61087
2020-11-18,10.77405
2020-11-19,9.67573
2020-11-20,7.00836
2020-11-21,4.3933
2020-11-22,4.86401
2020-11-23,10.82635
2020-11-24,9.20502
2020-11-25,9.51882
2020-11-26,11.82008
2020-11-27,8.26359
2020-11-28,5.33472
2020-11-29,4.70711
2020-11-30,6.38075
2020-12-01,6.01464
2020-12-02,4.96861
2020-12-03,6.01464
2020-12-04,4.91631
2020-12-05,4.2887
2020-12-06,4.75941
2020-12-07,6.79916
2020-12-08,4.65481
2020-12-09,8.5774
2020-12-10,8.31589
2020-12-11,6.27615
2020-12-12,5.43933
2020-12-13,4.4456
2020-12-14,6.06694
2020-12-15,4.75941
2020-12-16,6.32845
2020-12-17,6.95606
2020-12-18,4.81171
2020-12-19,4.5502
2020-12-20,5.33472
2020-12-21,5.49163
2020-12-22,4.91631
2020-12-23,5.96234
2020-12-24,3.76569
2020-12-25,3.19037
2020-12-26,5.02092
2020-12-27,4.96861
2020-12-28,6.38075
2020-12-29,6.17154
2020-12-30,4.75941
2020-12-31,6.27615
2021-01-01,5.02092
2021-01-02,6.64225
2021-01-03,5.17782
2021-01-04,9.72803
2021-01-05,8.5251
2021-01-06,6.32845
2021-01-07,5.80543
2021-01-08,5.75313
2021-01-09,5.64853
2021-01-10,6.53765
2021-01-11,10.35564
2021-01-12,8.10669
2021-01-13,8.4205
2021-01-14,9.30962
2021-01-15,7.53138
2021-01-16,6.95606
2021-01-17,7.06066
2021-01-18,12.13389
2021-01-19,13.44142
2021-01-20,12.34309
2021-01-21,10.40794
2021-01-22,9.67573
2021-01-23,7.32217
2021-01-24,9.83263
2021-01-25,12.08158
2021-01-26,9.98953
2021-01-27,10.56485
2021-01-28,10.14644
2021-01-29,7.68828
2021-01-30,7.16527
2021-01-31,7.32217
2021-02-01,9.36192
2021-02-02,10.30334
2021-02-03,9.83263
2021-02-04,9.67573
2021-02-05,9.62343
2021-02-06,8.5774
2021-02-07,8.10669
2021-02-08,12.13389
2021-02-09,11.03556
2021-02-10,9.25732
2021-02-11,6.32845
2021-02-12,6.43305
2021-02-13,6.11924
2021-02-14,12.02928
2021-02-15,19.56066
2021-02-16,19.08995
2021-02-17,17.62552
2021-02-18,18.93305
2021-02-19,17.52092
2021-02-20,10.98326
2021-02-21,15.11506
2021-02-22,28.45188
2021-02-23,26.98744
2021-02-24,33.4205
2021-02-25,42.78242
2021-02-26,37.7092
2021-02-27,27.40585
2021-02-28,11.40167
2021-03-01,11.03556
2021-03-02,16.841
2021-03-03,17.10251
2021-03-04,14.27824
2021-03-05,14.01673
2021-03-06,9.57112
2021-03-07,12.7092
2021-03-08,17.46861
2021-03-09,16.9979
2021-03-10,15.95188
2021-03-11,13.75523
2021-03-12,12.44769
2021-03-13,10.77405
2021-03-14,12.34309
2021-03-15,17.10251
2021-03-16,18.61924
2021-03-17,18.30543
2021-03-18,18.25313
2021-03-19,16.05648
2021-03-20,11.29707
2021-03-21,13.70292
2021-03-22,24.42468
2021-03-23,22.07112
2021-03-24,29.5502
2021-03-25,32.47907
2021-03-26,28.87029
2021-03-27,18.20083
2021-03-28,11.50627
2021-03-29,19.19456
2021-03-30,16.16108
2021-03-31,15.32426
2021-04-01,13.65062
2021-04-02,10.93096
2021-04-03,10.14644
2021-04-04,10.66945
2021-04-05,16.16108
2021-04-06,14.59205
2021-04-07,13.54602
2021-04-08,15.74267
2021-04-09,12.44769
2021-04-10,8.31589
2021-04-11,9.78033
2021-04-12,18.67154
2021-04-13,18.04393
2021-04-14,16.63179
2021-04-15,18.56694
2021-04-16,16.26569
2021-04-17,11.50627
2021-04-18,14.17364
2021-04-19,20.13598
2021-04-20,17.52092
2021-04-21,21.1297
2021-04-22,21.91422
2021-04-23,17.31171
2021-04-24,12.8661
2021-04-25,15.58577
2021-04-26,19.92677
2021-04-27,18.14853
2021-04-28,18.61924
2021-04-29,17.25941
2021-04-30,14.48744
2021-05-01,11.50627
2021-05-02,12.8138
2021-05-03,21.60041
2021-05-04,15.37656
2021-05-05,13.33682
2021-05-06,19.14225
2021-05-07,15.48117
2021-05-08,11.45397
2021-05-09,14.12133
2021-05-10,23.74476
2021-05-11,23.22175
2021-05-12,22.28033
2021-05-13,22.85564
2021-05-14,19.08995
2021-05-15,15.16736
2021-05-16,16.7887
2021-05-17,24.73849
2021-05-18,23.06485
2021-05-19,15.37656
2021-05-20,26.62133
2021-05-21,26.88284
2021-05-22,18.93305
2021-05-23,15.11506
2021-05-24,23.32635
2021-05-25,20.44979
2021-05-26,17.41631
2021-05-27,18.61924
2021-05-28,18.72384
2021-05-29,11.71548
2021-05-30,15.48117
2021-05-31,24.11087
2021-06-01,23.90167
2021-06-02,25.67991
2021-06-03,22.33263
2021-06-04,23.27405
2021-06-05,18.46234
2021-06-06,19.56066
2021-06-07,34.25732
2021-06-08,34.10041
2021-06-09,38.65062
2021-06-10,47.80334
2021-06-11,39.43514
2021-06-12,28.87029
2021-06-13,17.78242
2021-06-14,39.80125
2021-06-15,24.21548
2021-06-16,23.16945
2021-06-17,19.50836
2021-06-18,19.82217
2021-06-19,14.17364
2021-06-20,16.7364
2021-06-21,25.67991
2021-06-22,26.88284
2021-06-23,22.80334
2021-06-24,27.92887
2021-06-25,23.69246
2021-06-26,17.25941
2021-06-27,20.55439
2021-06-28,30.91004
2021-06-29,38.75523
2021-06-30,35.09414
2021-07-01,45.29288
2021-07-02,39.17364
2021-07-03,29.4979
2021-07-04,17.62552
2021-07-05,25.67991
2021-07-06,24.89539
2021-07-07,21.96652
2021-07-08,20.44979
2021-07-09,15.27196
2021-07-10,11.24476
2021-07-11,12.5523
2021-07-12,16.42259
2021-07-13,13.33682
2021-07-14,15.84728
2021-07-15,14.01673
2021-07-16,12.29079
2021-07-17,10.25104
2021-07-18,10.40794
2021-07-19,17.20711
2021-07-20,15.69037
2021-07-21,16.7364
2021-07-22,14.95815
2021-07-23,13.44142
2021-07-24,11.45397
2021-07-25,10.56485
2021-07-26,15.63807
2021-07-27,16.52719
2021-07-28,16.7364
2021-07-29,15.42887
2021-07-30,13.17991
2021-07-31,11.66317
2021-08-01,12.91841
2021-08-02,17.83472
2021-08-03,18.88075
2021-08-04,17.52092
2021-08-05,18.72384
2021-08-06,16.42259
2021-08-07,11.76778
2021-08-08,12.6569
2021-08-09,21.70502
2021-08-10,21.1297
2021-08-11,20.9728
2021-08-12,22.17573
2021-08-13,17.52092
2021-08-14,13.38912
2021-08-15,12.97071
2021-08-16,20.76359
2021-08-17,28.60878
2021-08-18,32.79288
2021-08-19,38.28451
2021-08-20,33.6297
2021-08-21,25.78451
2021-08-22,14.95815
2021-08-23,20.60669
2021-08-24,18.67154
2021-08-25,18.72384
2021-08-26,16.63179
2021-08-27,15.89958
2021-08-28,11.29707
2021-08-29,13.33682
2021-08-30,21.75732
2021-08-31,19.76987
2021-09-01,20.18828
2021-09-02,19.97907
2021-09-03,19.45606
2021-09-04,16.9456
2021-09-05,14.12133
2021-09-06,22.22803
2021-09-07,20.44979
2021-09-08,22.33263
2021-09-09,21.65271
2021-09-10,18.20083
2021-09-11,14.64435
2021-09-12,14.33054
2021-09-13,17.0502
2021-09-14,18.20083
2021-09-15,16.52719
2021-09-16,15.74267
2021-09-17,12.5
2021-09-18,9.30962
2021-09-19,7.37447
2021-09-20,7.00836
2021-09-21,10.30334
2021-09-22,11.55857
2021-09-23,20.34518
2021-09-24,20.29288
2021-09-25,13.33682
2021-09-26,16.21338
2021-09-27,23.43096
2021-09-28,23.48326
2021-09-29,25.78451
2021-09-30,22.07112
2021-10-01,22.07112
2021-10-02,17.31171
2021-10-03,16.21338
2021-10-04,17.73012
2021-10-05,25.3661
2021-10-06,22.17573
2021-10-07,22.75104
2021-10-08,22.96025
2021-10-09,16.21338
2021-10-10,16.21338
2021-10-11,20.29288
2021-10-12,35.72175
2021-10-13,35.87866
2021-10-14,42.31171
2021-10-15,37.5523
2021-10-16,27.30125
2021-10-17,17.15481
2021-10-18,22.54184
2021-10-19,19.19456
2021-10-20,20.44979
2021-10-21,19.82217
2021-10-22,16.21338
2021-10-23,12.13389
2021-10-24,16.57949
2021-10-25,23.58786
2021-10-26,23.01255
2021-10-27,20.34518
2021-10-28,20.34518
2021-10-29,18.09623
2021-10-30,14.38284
2021-10-31,17.93933
2021-11-01,25.83682
2021-11-02,26.67364
2021-11-03,28.87029
2021-11-04,31.48535
2021-11-05,25.41841
2021-11-06,22.28033
2021-11-07,13.02301
2021-11-08,20.81589
2021-11-09,23.22175
2021-11-10,19.50836
2021-11-11,21.75732
2021-11-12,18.41004
2021-11-13,12.6046
2021-11-14,14.17364
2021-11-15,18.09623
2021-11-16,17.52092
2021-11-17,15.63807
2021-11-18,16.26569
2021-11-19,14.59205
2021-11-20,12.29079
2021-11-21,14.53974
2021-11-22,18.30543
2021-11-23,19.14225
2021-11-24,19.45606
2021-11-25,16.21338
2021-11-26,14.27824
2021-11-27,12.02928
2021-11-28,12.6046
2021-11-29,18.20083
2021-11-30,19.71757
2021-12-01,15.32426
2021-12-02,14.74895
2021-12-03,12.97071
2021-12-04,11.29707
2021-12-05,12.8661
2021-12-06,20.08368
2021-12-07,20.60669
2021-12-08,18.72384
2021-12-09,18.51464
2021-12-10,16.05648
2021-12-11,12.6046
2021-12-12,13.33682
2021-12-13,14.48744
2021-12-14,15.48117
2021-12-15,13.49372
2021-12-16,13.23221
2021-12-17,10.66945
2021-12-18,9.20502
2021-12-19,8.99581
2021-12-20,14.01673
2021-12-21,16.57949
2021-12-22,14.22594
2021-12-23,12.5
2021-12-24,9.62343
2021-12-25,8.3682
2021-12-26,10.77405
2021-12-27,15.79497
2021-12-28,14.06903
2021-12-29,16.31799
2021-12-30,12.02928
2021-12-31,11.61087
2022-01-01,8.4205
2022-01-02,15.79497
2022-01-03,22.69874
2022-01-04,22.01882
2022-01-05,20.60669
2022-01-06,24.21548
2022-01-07,20.71129
2022-01-08,14.17364
2022-01-09,17.10251
2022-01-10,25.0
2022-01-11,24.11087
2022-01-12,26.30753
2022-01-13,26.72594
2022-01-14,18.14853
2022-01-15,16.47489
2022-01-16,20.13598
2022-01-17,28.19037
2022-01-18,32.42677
2022-01-19,38.07531
2022-01-20,46.70502
2022-01-21,42.88702
2022-01-22,33.682
2022-01-23,17.88702
2022-01-24,22.90794
2022-01-25,17.88702
2022-01-26,19.92677
2022-01-27,14.74895
2022-01-28,14.53974
2022-01-29,10.35564
2022-01-30,11.14016
2022-01-31,11.76778
2022-02-01,11.34937
2022-02-02,18.51464
2022-02-03,21.39121
2022-02-04,18.61924
2022-02-05,17.57322
2022-02-06,18.82845
2022-02-07,23.90167
2022-02-08,22.28033
2022-02-09,24.37238
2022-02-10,22.69874
2022-02-11,19.08995
2022-02-12,17.67782
2022-02-13,18.61924
2022-02-14,26.88284
2022-02-15,24.05857
2022-02-16,26.67364
2022-02-17,27.77196
2022-02-18,23.16945
2022-02-19,19.45606
2022-02-20,17.52092
2022-02-21,24.52928
2022-02-22,23.43096
2022-02-23,19.87447
2022-02-24,18.46234
2022-02-25,16.31799
2022-02-26,14.90585
2022-02-27,16.05648
2022-02-28,21.44351
2022-03-01,20.76359
2022-03-02,24.37238
2022-03-03,23.01255
2022-03-04,20.9205
2022-03-05,16.63179
2022-03-06,20.65899
2022-03-07,26.88284
2022-03-08,22.12343
2022-03-09,16.7887
2022-03-10,25.1046
2022-03-11,22.69874
2022-03-12,19.87447
2022-03-13,25.1046
2022-03-14,32.58368
2022-03-15,33.83891
2022-03-16,33.3682
2022-03-17,31.69456
2022-03-18,30.91004
2022-03-19,20.13598
2022-03-20,25.99372
2022-03-21,43.46234
2022-03-22,43.56694
2022-03-23,48.48326
2022-03-24,63.07531
2022-03-25,60.40794
2022-03-26,48.43096
2022-03-27,24.79079
2022-03-28,34.30962
2022-03-29,30.91004
2022-03-30,27.56276
2022-03-31,25.1046
2022-04-01,25.83682
2022-04-02,17.88702
2022-04-03,19.19456
2022-04-04,30.17782
2022-04-05,32.00836
2022-04-06,33.05439
2022-04-07,35.09414
2022-04-08,28.92259
2022-04-09,19.71757
2022-04-10,22.12343
2022-04-11,39.17364
2022-04-12,42.31171
2022-04-13,43.77615
2022-04-14,57.16527
2022-04-15,45.8682
2022-04-16,38.33682
2022-04-17,23.43096
2022-04-18,31.11924
2022-04-19,33.15899
2022-04-20,29.5502
2022-04-21,32.84518
2022-04-22,28.34728
2022-04-23,21.75732
2022-04-24,19.76987
2022-04-25,25.67991
2022-04-26,25.67991
2022-04-27,26.93514
2022-04-28,23.27405
2022-04-29,21.80962
2022-04-30,16.6841
2022-05-01,16.57949
2022-05-02,24.16317
2022-05-03,29.341
2022-05-04,21.1297
2022-05-05,18.30543
2022-05-06,22.96025
2022-05-07,19.40376
2022-05-08,20.76359
2022-05-09,33.15899
2022-05-10,29.81171
2022-05-11,32.84518
2022-05-12,30.96234
2022-05-13,32.16527
2022-05-14,27.35355
2022-05-15,25.2615
2022-05-16,36.76778
2022-05-17,33.05439
2022-05-18,34.88493
2022-05-19,40.74267
2022-05-20,33.10669
2022-05-21,30.54393
2022-05-22,24.32008
2022-05-23,31.53765
2022-05-24,29.65481
2022-05-25,25.83682
2022-05-26,29.3933
2022-05-27,27.66736
2022-05-28,19.29916
2022-05-29,21.33891
2022-05-30,31.48535
2022-05-31,24.42468
2022-06-01,20.50209
2022-06-02,27.40585
2022-06-03,24.84309
2022-06-04,22.59414
2022-06-05,21.80962
2022-06-06,27.09205
2022-06-07,39.64435
2022-06-08,42.36401
2022-06-09,37.5523
2022-06-10,32.74058
2022-06-11,23.43096
2022-06-12,28.66108
2022-06-13,39.53974
2022-06-14,42.62552
2022-06-15,46.60041
2022-06-16,57.84518
2022-06-17,46.96652
2022-06-18,34.98953
2022-06-19,23.58786
2022-06-20,27.61506
2022-06-21,27.19665
2022-06-22,23.53556
2022-06-23,20.34518
2022-06-24,18.88075
2022-06-25,16.16108
2022-06-26,16.00418
2022-06-27,28.71338
2022-06-28,21.75732
2022-06-29,22.85564
2022-06-30,22.33263
2022-07-01,19.03765
2022-07-02,14.17364
2022-07-03,15.69037
2022-07-04,27.98117
2022-07-05,26.30753
2022-07-06,24.05857
2022-07-07,21.2343
2022-07-08,21.39121
2022-07-09,17.20711
2022-07-10,20.9205
2022-07-11,25.94142
2022-07-12,27.61506
2022-07-13,28.08577
2022-07-14,29.13179
2022-07-15,27.40585
2022-07-16,17.67782
2022-07-17,19.24686
2022-07-18,30.80543
2022-07-19,27.51046
2022-07-20,28.45188
2022-07-21,27.35355
2022-07-22,23.84937
2022-07-23,17.93933
2022-07-24,20.39748
2022-07-25,32.11297
2022-07-26,25.88912
2022-07-27,26.15062
2022-07-28,28.13807
2022-07-29,26.77824
2022-07-30,17.62552
2022-07-31,21.49581
2022-08-01,35.30334
2022-08-02,40.32426
2022-08-03,59.04811
2022-08-04,100.0
2022-08-05,65.74267
2022-08-06,52.03974
2022-08-07,23.84937
2022-08-08,27.87656
2022-08-09,21.60041
2022-08-10,22.43723
2022-08-11,22.22803
2022-08-12,18.56694
2022-08-13,16.7364
2022-08-14,16.37029
2022-08-15,19.45606
2022-08-16,26.98744
2022-08-17,26.46443
2022-08-18,25.67991
2022-08-19,19.92677
2022-08-20,17.10251
2022-08-21,16.37029
2022-08-22,27.77196
2022-08-23,25.94142
2022-08-24,23.90167
2022-08-25,22.33263
2022-08-26,22.43723
2022-08-27,15.48117
2022-08-28,18.04393
2022-08-29,24.32008
2022-08-30,27.66736
2022-08-31,25.0523
2022-09-01,28.60878
2022-09-02,21.75732
2022-09-03,18.56694
2022-09-04,17.25941
2022-09-05,19.40376
2022-09-06,18.14853
2022-09-07,18.46234
2022-09-08,14.48744
2022-09-09,9.36192
2022-09-10,9.78033
2022-09-11,13.12761
2022-09-12,18.93305
2022-09-13,30.70083
2022-09-14,29.341
2022-09-15,26.77824
2022-09-16,24.63389
2022-09-17,16.37029
2022-09-18,19.08995
2022-09-19,30.64853
2022-09-20,30.85774
2022-09-21,30.59623
2022-09-22,31.11924
2022-09-23,34.15271
2022-09-24,20.8682
2022-09-25,18.67154
2022-09-26,31.64225
2022-09-27,28.71338
2022-09-28,27.14435
2022-09-29,28.39958
2022-09-30,21.80962
2022-10-01,15.16736
2022-10-02,14.01673
2022-10-03,20.29288
2022-10-04,29.2364
2022-10-05,31.95606
2022-10-06,26.93514
2022-10-07,22.80334
2022-10-08,13.75523
2022-10-09,16.6841
2022-10-10,20.24058
2022-10-11,30.33472
2022-10-12,30.33472
2022-10-13,33.7343
2022-10-14,26.98744
2022-10-15,17.57322
2022-10-16,23.16945
2022-10-17,40.11506
2022-10-18,40.74267
2022-10-19,45.44979
2022-10-20,54.81171
2022-10-21,46.91422
2022-10-22,33.83891
2022-10-23,24.32008
2022-10-24,28.87029
2022-10-25,28.34728
2022-10-26,28.34728
2022-10-27,26.56903
2022-10-28,22.96025
2022-10-29,15.95188
2022-10-30,14.64435
2022-10-31,28.87029
2022-11-01,33.15899
2022-11-02,38.75523
2022-11-03,41.9979
2022-11-04,38.33682
2022-11-05,25.67991
2022-11-06,18.35774
2022-11-07,28.24267
2022-11-08,26.41213
2022-11-09,26.62133
2022-11-10,30.02092
2022-11-11,24.89539
2022-11-12,19.92677
2022-11-13,16.16108
2022-11-14,24.63389
2022-11-15,23.95397
2022-11-16,22.28033
2022-11-17,20.08368
2022-11-18,17.67782
2022-11-19,10.82635
2022-11-20,16.31799
2022-11-21,20.76359
2022-11-22,20.8682
2022-11-23,22.54184
2022-11-24,17.83472
2022-11-25,20.29288
2022-11-26,14.06903
2022-11-27,15.69037
2022-11-28,19.35146
2022-11-29,23.37866
2022-11-30,18.88075
2022-12-01,18.88075
2022-12-02,16.6841
2022-12-03,10.61715
2022-12-04,16.6841
2022-12-05,20.24058
2022-12-06,22.28033
2022-12-07,24.16317
2022-12-08,23.22175
2022-12-09,20.65899
2022-12-10,16.63179
2022-12-11,13.33682
2022-12-12,19.71757
2022-12-13,18.09623
2022-12-14,16.6841
2022-12-15,15.32426
2022-12-16,14.43514
2022-12-17,10.72175
2022-12-18,12.91841
2022-12-19,19.40376
2022-12-20,19.03765
2022-12-21,17.25941
2022-12-22,16.10878
2022-12-23,12.8138
2022-12-24,9.93723
2022-12-25,11.66317
2022-12-26,23.32635
2022-12-27,22.17573
2022-12-28,23.58786
2022-12-29,24.68619
2022-12-30,20.60669
2022-12-31,11.92468
2023-01-01,15.37656
2023-01-02,31.90376
2023-01-03,33.00209
2023-01-04,37.29079
2023-01-05,53.60878
2023-01-06,42.31171
2023-01-07,37.91841
2023-01-08,20.9728
2023-01-09,27.87656
2023-01-10,25.2092
2023-01-11,24.94769
2023-01-12,23.74476
2023-01-13,19.97907
2023-01-14,15.48117
2023-01-15,17.73012
2023-01-16,23.69246
2023-01-17,23.43096
2023-01-18,20.34518
2023-01-19,19.35146
2023-01-20,14.06903
2023-01-21,10.30334
2023-01-22,8.7343
2023-01-23,14.12133
2023-01-24,15.63807
2023-01-25,27.61506
2023-01-26,24.73849
2023-01-27,21.86192
2023-01-28,15.01046
2023-01-29,17.99163
2023-01-30,26.15062
2023-01-31,24.05857
2023-02-01,24.47698
2023-02-02,23.11715
2023-02-03,22.59414
2023-02-04,17.78242
2023-02-05,17.78242
2023-02-06,28.97489
2023-02-07,25.62761
2023-02-08,29.91631
2023-02-09,27.61506
2023-02-10,21.0774
2023-02-11,17.52092
2023-02-12,22.38493
2023-02-13,30.75313
2023-02-14,27.82426
2023-02-15,30.91004
2023-02-16,39.06903
2023-02-17,35.14644
2023-02-18,25.73221
2023-02-19,18.98535
2023-02-20,29.4979
2023-02-21,30.54393
2023-02-22,26.35983
2023-02-23,23.43096
2023-02-24,23.53556
2023-02-25,19.08995
2023-02-26,20.24058
2023-02-27,26.46443
2023-02-28,24.79079
2023-03-01,22.54184
2023-03-02,27.77196
2023-03-03,24.52928
2023-03-04,19.71757
2023-03-05,21.39121
2023-03-06,33.5251
2023-03-07,30.64853
2023-03-08,30.70083
2023-03-09,30.85774
2023-03-10,23.90167
2023-03-11,15.58577
2023-03-12,21.0251
2023-03-13,31.58995
2023-03-14,34.15271
2023-03-15,31.38075
2023-03-16,31.90376
2023-03-17,32.68828
2023-03-18,23.69246
2023-03-19,26.15062
2023-03-20,43.72384
2023-03-21,41.6841
2023-03-22,40.16736
2023-03-23,40.21966
2023-03-24,38.44142
2023-03-25,29.13179
2023-03-26,29.4979
2023-03-27,58.3682
2023-03-28,59.93723
2023-03-29,72.80334
2023-03-30,92.46861
2023-03-31,88.65062
2023-04-01,65.53347
2023-04-02,34.62343
2023-04-03,43.46234
2023-04-04,41.6841
2023-04-05,37.7092
2023-04-06,47.64644
2023-04-07,35.72175
2023-04-08,24.37238
2023-04-09,28.03347
2023-04-10,48.74476
2023-04-11,49.37238
2023-04-12,55.43933
2023-04-13,72.43723
2023-04-14,69.40376
2023-04-15,48.58786
2023-04-16,32.16527
2023-04-17,42.83472
2023-04-18,37.39539
2023-04-19,35.66945
2023-04-20,32.84518
2023-04-21,29.341
2023-04-22,22.69874
2023-04-23,28.19037
2023-04-24,44.61297
2023-04-25,46.65271
2023-04-26,43.14853
2023-04-27,48.90167
2023-04-28,41.00418
2023-04-29,32.68828
2023-04-30,24.63389
2023-05-01,26.20292
2023-05-02,33.00209
2023-05-03,31.48535
2023-05-04,24.89539
2023-05-05,22.28033
2023-05-06,22.38493
2023-05-07,24.89539
2023-05-08,36.71548
2023-05-09,35.19874
2023-05-10,36.19246
2023-05-11,41.52719
2023-05-12,33.10669
2023-05-13,26.51673
2023-05-14,23.32635
2023-05-15,32.06066
2023-05-16,30.75313
2023-05-17,31.53765
2023-05-18,23.16945
2023-05-19,22.64644
2023-05-20,16.7364
2023-05-21,19.97907
2023-05-22,28.34728
2023-05-23,28.87029
2023-05-24,25.0
2023-05-25,24.79079
2023-05-26,21.86192
2023-05-27,16.21338
2023-05-28,18.93305
2023-05-29,20.81589
