date,MMF통장
2021-01-16,17.8515
2021-01-17,22.59083
2021-01-18,32.70142
2021-01-19,34.2812
2021-01-20,37.59873
2021-01-21,34.2812
2021-01-22,34.43917
2021-01-23,23.38072
2021-01-24,18.64139
2021-01-25,39.9684
2021-01-26,42.65402
2021-01-27,30.6477
2021-01-28,34.12322
2021-01-29,35.22906
2021-01-30,20.53712
2021-01-31,21.80094
2021-02-01,30.80568
2021-02-02,31.91153
2021-02-03,29.38388
2021-02-04,36.17693
2021-02-05,28.12006
2021-02-06,16.42969
2021-02-07,17.53554
2021-02-08,30.17377
2021-02-09,27.33017
2021-02-10,27.48815
2021-02-11,16.90363
2021-02-12,10.26856
2021-02-13,16.27172
2021-02-14,19.58925
2021-02-15,38.38862
2021-02-16,36.80884
2021-02-17,35.22906
2021-02-18,27.96208
2021-02-19,28.75197
2021-02-20,20.37914
2021-02-21,15.16587
2021-02-22,31.12164
2021-02-23,26.22432
2021-02-24,30.80568
2021-02-25,34.43917
2021-02-26,32.54344
2021-02-27,19.58925
2021-02-28,18.48341
2021-03-01,23.5387
2021-03-02,33.49131
2021-03-03,35.703
2021-03-04,35.703
2021-03-05,52.1327
2021-03-06,18.79936
2021-03-07,18.48341
2021-03-08,31.75355
2021-03-09,31.43759
2021-03-10,26.06635
2021-03-11,33.80726
2021-03-12,28.12006
2021-03-13,12.95418
2021-03-14,13.90205
2021-03-15,26.85624
2021-03-16,28.27804
2021-03-17,26.85624
2021-03-18,72.19589
2021-03-19,30.80568
2021-03-20,15.48183
2021-03-21,15.16587
2021-03-22,28.59399
2021-03-23,25.43443
2021-03-24,26.69826
2021-03-25,27.64612
2021-03-26,24.80252
2021-03-27,13.11216
2021-03-28,18.48341
2021-03-29,24.80252
2021-03-30,29.85781
2021-03-31,27.01421
2021-04-01,25.43443
2021-04-02,20.85308
2021-04-03,13.58609
2021-04-04,11.53238
2021-04-05,24.32859
2021-04-06,24.9605
2021-04-07,16.90363
2021-04-08,20.06319
2021-04-09,19.2733
2021-04-10,10.26856
2021-04-11,9.79462
2021-04-12,21.64296
2021-04-13,23.06477
2021-04-14,20.37914
2021-04-15,18.48341
2021-04-16,18.64139
2021-04-17,8.84676
2021-04-18,9.63665
2021-04-19,16.42969
2021-04-20,20.06319
2021-04-21,21.80094
2021-04-22,17.21958
2021-04-23,21.16903
2021-04-24,10.42654
2021-04-25,12.00631
2021-04-26,23.38072
2021-04-27,18.79936
2021-04-28,22.74881
2021-04-29,21.48499
2021-04-30,21.95892
2021-05-01,7.89889
2021-05-02,9.47867
2021-05-03,17.8515
2021-05-04,20.06319
2021-05-05,9.79462
2021-05-06,16.27172
2021-05-07,18.48341
2021-05-08,11.53238
2021-05-09,8.21484
2021-05-10,21.64296
2021-05-11,17.06161
2021-05-12,15.95576
2021-05-13,14.218
2021-05-14,12.63823
2021-05-15,8.5308
2021-05-16,9.79462
2021-05-17,14.06003
2021-05-18,14.06003
2021-05-19,8.68878
2021-05-20,21.16903
2021-05-21,14.84992
2021-05-22,6.95102
2021-05-23,6.95102
2021-05-24,15.48183
2021-05-25,19.58925
2021-05-26,20.6951
2021-05-27,27.8041
2021-05-28,23.22274
2021-05-29,10.74249
2021-05-30,9.63665
2021-05-31,19.74723
2021-06-01,23.22274
2021-06-02,19.90521
2021-06-03,16.74565
2021-06-04,17.53554
2021-06-05,8.05687
2021-06-06,12.00631
2021-06-07,17.69352
2021-06-08,19.58925
2021-06-09,13.58609
2021-06-10,15.16587
2021-06-11,15.79778
2021-06-12,11.21642
2021-06-13,9.9526
2021-06-14,27.96208
2021-06-15,23.69668
2021-06-16,21.01105
2021-06-17,20.53712
2021-06-18,15.48183
2021-06-19,9.32069
2021-06-20,10.90047
2021-06-21,15.48183
2021-06-22,16.27172
2021-06-23,16.90363
2021-06-24,13.90205
2021-06-25,14.69194
2021-06-26,8.37282
2021-06-27,11.69036
2021-06-28,15.79778
2021-06-29,15.63981
2021-06-30,18.32543
2021-07-01,15.79778
2021-07-02,21.16903
2021-07-03,18.32543
2021-07-04,12.95418
2021-07-05,20.37914
2021-07-06,19.90521
2021-07-07,18.16745
2021-07-08,14.84992
2021-07-09,11.53238
2021-07-10,10.90047
2021-07-11,6.31911
2021-07-12,16.27172
2021-07-13,18.16745
2021-07-14,29.38388
2021-07-15,35.86097
2021-07-16,86.09794
2021-07-17,22.27488
2021-07-18,15.79778
2021-07-19,20.37914
2021-07-20,19.2733
2021-07-21,19.11532
2021-07-22,19.11532
2021-07-23,91.94312
2021-07-24,19.90521
2021-07-25,13.42812
2021-07-26,24.32859
2021-07-27,21.48499
2021-07-28,19.90521
2021-07-29,20.53712
2021-07-30,16.11374
2021-07-31,11.3744
2021-08-01,10.11058
2021-08-02,17.21958
2021-08-03,17.37756
2021-08-04,18.48341
2021-08-05,18.64139
2021-08-06,14.84992
2021-08-07,8.37282
2021-08-08,8.5308
2021-08-09,17.06161
2021-08-10,17.21958
2021-08-11,19.74723
2021-08-12,20.22116
2021-08-13,19.2733
2021-08-14,13.11216
2021-08-15,11.21642
2021-08-16,12.7962
2021-08-17,18.79936
2021-08-18,18.79936
2021-08-19,18.16745
2021-08-20,22.27488
2021-08-21,14.53396
2021-08-22,12.63823
2021-08-23,18.32543
2021-08-24,19.2733
2021-08-25,25.27646
2021-08-26,21.95892
2021-08-27,19.58925
2021-08-28,9.00473
2021-08-29,10.11058
2021-08-30,19.11532
2021-08-31,28.90995
2021-09-01,19.11532
2021-09-02,20.06319
2021-09-03,15.95576
2021-09-04,10.58451
2021-09-05,10.26856
2021-09-06,18.00947
2021-09-07,19.90521
2021-09-08,16.74565
2021-09-09,16.58767
2021-09-10,18.16745
2021-09-11,10.74249
2021-09-12,9.16271
2021-09-13,15.95576
2021-09-14,15.00789
2021-09-15,16.74565
2021-09-16,14.06003
2021-09-17,15.48183
2021-09-18,10.11058
2021-09-19,8.68878
2021-09-20,8.68878
2021-09-21,8.21484
2021-09-22,6.16113
2021-09-23,12.00631
2021-09-24,13.11216
2021-09-25,6.47709
2021-09-26,7.74091
2021-09-27,14.84992
2021-09-28,12.95418
2021-09-29,13.27014
2021-09-30,12.32227
2021-10-01,11.21642
2021-10-02,5.05529
2021-10-03,5.21327
2021-10-04,7.109
2021-10-05,12.63823
2021-10-06,11.84834
2021-10-07,8.05687
2021-10-08,9.16271
2021-10-09,5.37124
2021-10-10,5.21327
2021-10-11,7.26698
2021-10-12,9.16271
2021-10-13,8.84676
2021-10-14,12.16429
2021-10-15,9.16271
2021-10-16,5.84518
2021-10-17,5.05529
2021-10-18,8.5308
2021-10-19,10.74249
2021-10-20,10.58451
2021-10-21,11.05845
2021-10-22,13.11216
2021-10-23,6.63507
2021-10-24,4.73933
2021-10-25,13.58609
2021-10-26,14.84992
2021-10-27,16.42969
2021-10-28,15.00789
2021-10-29,14.06003
2021-10-30,7.89889
2021-10-31,8.05687
2021-11-01,14.69194
2021-11-02,16.27172
2021-11-03,12.32227
2021-11-04,12.7962
2021-11-05,13.58609
2021-11-06,7.74091
2021-11-07,9.32069
2021-11-08,20.85308
2021-11-09,17.69352
2021-11-10,14.37598
2021-11-11,15.79778
2021-11-12,12.48025
2021-11-13,8.68878
2021-11-14,9.79462
2021-11-15,15.32385
2021-11-16,14.69194
2021-11-17,13.11216
2021-11-18,12.32227
2021-11-19,12.7962
2021-11-20,8.5308
2021-11-21,6.95102
2021-11-22,13.27014
2021-11-23,13.90205
2021-11-24,12.48025
2021-11-25,16.11374
2021-11-26,10.90047
2021-11-27,8.05687
2021-11-28,4.42338
2021-11-29,14.69194
2021-11-30,10.11058
2021-12-01,10.90047
2021-12-02,14.69194
2021-12-03,12.48025
2021-12-04,14.06003
2021-12-05,17.53554
2021-12-06,21.48499
2021-12-07,19.58925
2021-12-08,14.53396
2021-12-09,16.42969
2021-12-10,14.84992
2021-12-11,9.00473
2021-12-12,8.68878
2021-12-13,12.63823
2021-12-14,10.90047
2021-12-15,10.58451
2021-12-16,13.74407
2021-12-17,10.58451
2021-12-18,6.16113
2021-12-19,4.42338
2021-12-20,10.11058
2021-12-21,12.32227
2021-12-22,15.95576
2021-12-23,15.48183
2021-12-24,15.95576
2021-12-25,9.00473
2021-12-26,11.3744
2021-12-27,16.11374
2021-12-28,23.85466
2021-12-29,18.16745
2021-12-30,18.48341
2021-12-31,16.58767
2022-01-01,9.16271
2022-01-02,14.53396
2022-01-03,21.01105
2022-01-04,20.37914
2022-01-05,21.95892
2022-01-06,20.37914
2022-01-07,16.74565
2022-01-08,10.11058
2022-01-09,12.7962
2022-01-10,21.01105
2022-01-11,23.5387
2022-01-12,19.43127
2022-01-13,21.01105
2022-01-14,16.74565
2022-01-15,13.42812
2022-01-16,14.218
2022-01-17,20.6951
2022-01-18,39.02053
2022-01-19,47.70932
2022-01-20,29.38388
2022-01-21,32.38546
2022-01-22,15.79778
2022-01-23,15.00789
2022-01-24,23.06477
2022-01-25,28.12006
2022-01-26,24.48657
2022-01-27,21.80094
2022-01-28,23.5387
2022-01-29,11.84834
2022-01-30,9.63665
2022-01-31,9.47867
2022-02-01,13.11216
2022-02-02,13.11216
2022-02-03,27.01421
2022-02-04,30.48973
2022-02-05,18.48341
2022-02-06,19.74723
2022-02-07,31.91153
2022-02-08,21.16903
2022-02-09,21.95892
2022-02-10,20.22116
2022-02-11,21.80094
2022-02-12,13.58609
2022-02-13,11.21642
2022-02-14,19.90521
2022-02-15,20.53712
2022-02-16,18.64139
2022-02-17,21.95892
2022-02-18,16.90363
2022-02-19,12.32227
2022-02-20,9.79462
2022-02-21,21.95892
2022-02-22,22.59083
2022-02-23,19.90521
2022-02-24,22.27488
2022-02-25,26.22432
2022-02-26,12.00631
2022-02-27,10.58451
2022-02-28,24.64454
2022-03-01,15.16587
2022-03-02,24.32859
2022-03-03,18.16745
2022-03-04,28.27804
2022-03-05,9.47867
2022-03-06,11.69036
2022-03-07,16.42969
2022-03-08,19.74723
2022-03-09,10.11058
2022-03-10,15.48183
2022-03-11,14.53396
2022-03-12,8.05687
2022-03-13,9.63665
2022-03-14,16.42969
2022-03-15,15.79778
2022-03-16,18.32543
2022-03-17,15.95576
2022-03-18,15.95576
2022-03-19,10.42654
2022-03-20,11.05845
2022-03-21,19.90521
2022-03-22,15.00789
2022-03-23,16.74565
2022-03-24,16.58767
2022-03-25,22.1169
2022-03-26,9.16271
2022-03-27,10.42654
2022-03-28,4.42338
2022-03-29,9.79462
2022-03-30,12.95418
2022-03-31,12.00631
2022-04-01,9.63665
2022-04-02,9.16271
2022-04-03,8.84676
2022-04-04,17.69352
2022-04-05,16.11374
2022-04-06,4.73933
2022-04-07,12.7962
2022-04-08,15.95576
2022-04-09,6.63507
2022-04-10,5.21327
2022-04-11,14.69194
2022-04-12,11.84834
2022-04-13,17.8515
2022-04-14,15.00789
2022-04-15,3.31753
2022-04-16,4.58135
2022-04-17,5.6872
2022-04-18,13.42812
2022-04-19,16.90363
2022-04-20,13.74407
2022-04-21,13.90205
2022-04-22,15.95576
2022-04-23,7.26698
2022-04-24,5.52922
2022-04-25,16.90363
2022-04-26,14.37598
2022-04-27,16.11374
2022-04-28,11.05845
2022-04-29,14.37598
2022-04-30,6.00315
2022-05-01,5.21327
2022-05-02,10.74249
2022-05-03,11.84834
2022-05-04,10.58451
2022-05-05,7.26698
2022-05-06,11.69036
2022-05-07,9.63665
2022-05-08,5.52922
2022-05-09,10.11058
2022-05-10,10.42654
2022-05-11,11.69036
2022-05-12,41.54818
2022-05-13,16.11374
2022-05-14,8.05687
2022-05-15,6.31911
2022-05-16,13.90205
2022-05-17,14.69194
2022-05-18,13.27014
2022-05-19,11.21642
2022-05-20,12.00631
2022-05-21,8.21484
2022-05-22,7.58293
2022-05-23,13.74407
2022-05-24,15.63981
2022-05-25,13.11216
2022-05-26,15.79778
2022-05-27,14.06003
2022-05-28,3.47551
2022-05-29,6.00315
2022-05-30,15.63981
2022-05-31,16.74565
2022-06-01,8.21484
2022-06-02,12.7962
2022-06-03,14.218
2022-06-04,5.05529
2022-06-05,4.73933
2022-06-06,7.74091
2022-06-07,16.90363
2022-06-08,13.42812
2022-06-09,13.74407
2022-06-10,11.69036
2022-06-11,6.31911
2022-06-12,6.63507
2022-06-13,14.69194
2022-06-14,40.60031
2022-06-15,44.86571
2022-06-16,14.84992
2022-06-17,16.11374
2022-06-18,10.74249
2022-06-19,9.16271
2022-06-20,16.74565
2022-06-21,15.95576
2022-06-22,22.27488
2022-06-23,17.53554
2022-06-24,25.90837
2022-06-25,8.68878
2022-06-26,7.109
2022-06-27,16.90363
2022-06-28,17.06161
2022-06-29,14.84992
2022-06-30,17.06161
2022-07-01,12.63823
2022-07-02,6.47709
2022-07-03,6.63507
2022-07-04,13.27014
2022-07-05,14.218
2022-07-06,13.42812
2022-07-07,13.58609
2022-07-08,14.37598
2022-07-09,7.42496
2022-07-10,8.68878
2022-07-11,15.16587
2022-07-12,12.16429
2022-07-13,15.00789
2022-07-14,10.74249
2022-07-15,12.32227
2022-07-16,6.95102
2022-07-17,6.95102
2022-07-18,10.58451
2022-07-19,14.84992
2022-07-20,13.90205
2022-07-21,15.16587
2022-07-22,10.90047
2022-07-23,5.84518
2022-07-24,4.42338
2022-07-25,9.00473
2022-07-26,12.00631
2022-07-27,13.74407
2022-07-28,11.3744
2022-07-29,10.26856
2022-07-30,3.79146
2022-07-31,6.00315
2022-08-01,11.21642
2022-08-02,12.95418
2022-08-03,12.95418
2022-08-04,8.68878
2022-08-05,9.79462
2022-08-06,4.42338
2022-08-07,4.58135
2022-08-08,12.32227
2022-08-09,10.58451
2022-08-10,10.90047
2022-08-11,12.16429
2022-08-12,11.84834
2022-08-13,7.74091
2022-08-14,3.63349
2022-08-15,7.42496
2022-08-16,10.74249
2022-08-17,11.53238
2022-08-18,9.79462
2022-08-19,3.79146
2022-08-20,1.4218
2022-08-21,1.57977
2022-08-22,2.36966
2022-08-23,1.89573
2022-08-24,3.47551
2022-08-25,3.31753
2022-08-26,2.52764
2022-08-27,1.73775
2022-08-28,2.05371
2022-08-29,2.8436
2022-08-31,2.68562
2022-09-01,1.57977
2022-09-02,2.52764
2022-09-03,1.26382
2022-09-04,1.26382
2022-09-05,1.73775
2022-09-06,1.10584
2022-09-07,2.21169
2022-09-08,1.89573
2022-09-09,1.10584
2022-09-10,1.10584
2022-09-12,1.26382
2022-09-13,2.21169
2022-09-14,4.42338
2022-09-15,10.26856
2022-09-16,1.89573
2022-09-17,8.5308
2022-09-18,5.05529
2022-09-19,12.7962
2022-09-20,9.47867
2022-09-21,4.89731
2022-09-22,2.52764
2022-09-23,1.4218
2022-09-24,0.94786
2022-09-25,0.78988
2022-09-26,3.00157
2022-09-27,1.57977
2022-09-28,3.31753
2022-09-29,1.73775
2022-09-30,6.00315
2022-10-01,5.84518
2022-10-02,7.42496
2022-10-03,5.52922
2022-10-04,7.89889
2022-10-05,9.47867
2022-10-06,9.47867
2022-10-07,11.69036
2022-10-08,5.6872
2022-10-09,3.47551
2022-10-10,6.79304
2022-10-11,11.21642
2022-10-12,12.16429
2022-10-13,13.58609
2022-10-14,12.00631
2022-10-15,5.52922
2022-10-16,6.95102
2022-10-17,10.26856
2022-10-18,15.48183
2022-10-19,10.26856
2022-10-20,10.58451
2022-10-21,7.74091
2022-10-22,6.16113
2022-10-23,5.05529
2022-10-24,9.79462
2022-10-25,14.69194
2022-10-26,18.32543
2022-10-27,11.69036
2022-10-28,10.90047
2022-10-29,4.42338
2022-10-30,3.31753
2022-10-31,9.79462
2022-11-01,12.32227
2022-11-02,9.9526
2022-11-03,12.32227
2022-11-04,9.79462
2022-11-05,5.6872
2022-11-06,4.10742
2022-11-07,9.9526
2022-11-08,9.00473
2022-11-09,11.21642
2022-11-10,9.79462
2022-11-11,9.63665
2022-11-12,2.68562
2022-11-13,2.68562
2022-11-14,8.05687
2022-11-15,7.42496
2022-11-16,8.68878
2022-11-17,8.05687
2022-11-18,6.31911
2022-11-19,3.00157
2022-11-20,3.79146
2022-11-21,6.31911
2022-11-22,8.5308
2022-11-23,5.05529
2022-11-24,7.58293
2022-11-25,7.42496
2022-11-26,3.47551
2022-11-27,4.10742
2022-11-28,11.53238
2022-11-29,9.47867
2022-11-30,9.79462
2022-12-01,3.94944
2022-12-02,6.00315
2022-12-03,2.21169
2022-12-04,2.21169
2022-12-05,5.52922
2022-12-06,6.47709
2022-12-07,7.109
2022-12-08,6.95102
2022-12-09,5.6872
2022-12-10,2.52764
2022-12-11,3.63349
2022-12-12,6.16113
2022-12-13,6.95102
2022-12-14,6.16113
2022-12-15,6.31911
2022-12-16,6.95102
2022-12-17,4.2654
2022-12-18,3.94944
2022-12-19,6.95102
2022-12-20,9.16271
2022-12-21,8.37282
2022-12-22,5.84518
2022-12-23,20.06319
2022-12-24,4.58135
2022-12-25,3.63349
2022-12-26,10.11058
2022-12-27,12.7962
2022-12-28,9.63665
2022-12-29,12.00631
2022-12-30,7.89889
2022-12-31,2.52764
2023-01-01,4.10742
2023-01-02,9.79462
2023-01-03,12.7962
2023-01-04,9.79462
2023-01-05,12.48025
2023-01-06,10.74249
2023-01-07,4.73933
2023-01-08,4.58135
2023-01-09,10.42654
2023-01-10,11.3744
2023-01-11,12.7962
2023-01-12,9.16271
2023-01-13,10.11058
2023-01-14,6.63507
2023-01-15,5.6872
2023-01-16,12.00631
2023-01-17,10.26856
2023-01-18,11.05845
2023-01-19,9.32069
2023-01-20,11.69036
2023-01-21,4.89731
2023-01-22,3.47551
2023-01-23,5.6872
2023-01-24,8.21484
2023-01-25,15.48183
2023-01-26,15.16587
2023-01-27,12.32227
2023-01-28,4.58135
2023-01-29,7.89889
2023-01-30,12.00631
2023-01-31,10.11058
2023-02-01,14.69194
2023-02-02,12.32227
2023-02-03,11.84834
2023-02-04,5.21327
2023-02-05,5.21327
2023-02-06,12.7962
2023-02-07,9.79462
2023-02-08,14.37598
2023-02-09,14.218
2023-02-10,32.70142
2023-02-11,8.84676
2023-02-12,7.109
2023-02-13,18.48341
2023-02-14,22.59083
2023-02-15,34.2812
2023-02-16,22.43285
2023-02-17,13.90205
2023-02-18,11.21642
2023-02-19,9.16271
2023-02-20,17.37756
2023-02-21,18.79936
2023-02-22,12.63823
2023-02-23,14.84992
2023-02-24,13.58609
2023-02-25,6.63507
2023-02-26,8.05687
2023-02-27,12.32227
2023-02-28,15.79778
2023-03-01,11.05845
2023-03-02,15.16587
2023-03-03,12.32227
2023-03-04,7.109
2023-03-05,8.05687
2023-03-06,18.16745
2023-03-07,14.84992
2023-03-08,15.16587
2023-03-09,12.16429
2023-03-10,11.05845
2023-03-11,8.37282
2023-03-12,4.58135
2023-03-13,11.69036
2023-03-14,13.58609
2023-03-15,12.63823
2023-03-16,12.16429
2023-03-17,22.74881
2023-03-18,19.11532
2023-03-19,6.63507
2023-03-20,12.16429
2023-03-21,14.37598
2023-03-22,13.74407
2023-03-23,10.42654
2023-03-24,12.48025
2023-03-25,9.32069
2023-03-26,10.74249
2023-03-27,25.90837
2023-03-28,93.04897
2023-03-29,43.44391
2023-03-30,28.75197
2023-03-31,22.27488
2023-04-01,10.74249
2023-04-02,14.53396
2023-04-03,23.06477
2023-04-04,23.69668
2023-04-05,21.80094
2023-04-06,14.69194
2023-04-07,17.06161
2023-04-08,8.21484
2023-04-09,8.5308
2023-04-10,20.85308
2023-04-11,21.64296
2023-04-12,11.53238
2023-04-13,14.84992
2023-04-14,21.48499
2023-04-15,11.69036
2023-04-16,9.32069
2023-04-17,12.63823
2023-04-18,19.2733
2023-04-19,16.74565
2023-04-20,13.27014
2023-04-21,17.53554
2023-04-22,5.37124
2023-04-23,7.109
2023-04-24,12.48025
2023-04-25,16.27172
2023-04-26,15.79778
2023-04-27,12.7962
2023-04-28,13.90205
2023-04-29,5.21327
2023-04-30,4.58135
2023-05-01,8.37282
2023-05-02,13.74407
2023-05-03,8.37282
2023-05-04,11.69036
2023-05-05,5.52922
2023-05-06,3.79146
2023-05-07,4.89731
2023-05-08,13.74407
2023-05-09,15.16587
2023-05-10,12.95418
2023-05-11,16.42969
2023-05-12,13.42812
2023-05-13,3.79146
2023-05-14,6.16113
2023-05-15,10.90047
2023-05-16,11.05845
2023-05-17,14.84992
2023-05-18,16.74565
2023-05-19,15.00789
2023-05-20,7.109
2023-05-21,6.47709
2023-05-22,10.26856
2023-05-23,13.42812
2023-05-24,10.74249
2023-05-25,11.21642
2023-05-26,11.69036
2023-05-27,3.94944
2023-05-28,4.42338
2023-05-29,5.37124
2023-05-30,14.53396
2023-05-31,12.16429
2023-06-01,10.11058
