date,정기예금금리비교
2020-07-26,4.66724
2020-07-27,9.82407
2020-07-28,8.68617
2020-07-29,8.23424
2020-07-30,7.84419
2020-07-31,9.28068
2020-08-01,4.77215
2020-08-02,4.4601
2020-08-03,8.92828
2020-08-04,7.84957
2020-08-05,7.74197
2020-08-06,6.82197
2020-08-07,7.0022
2020-08-08,3.58045
2020-08-09,3.92209
2020-08-10,8.88793
2020-08-11,7.47834
2020-08-12,7.30618
2020-08-13,7.05062
2020-08-14,6.13331
2020-08-15,3.01285
2020-08-16,2.97519
2020-08-17,4.34443
2020-08-18,7.24162
2020-08-19,7.22548
2020-08-20,6.77355
2020-08-21,6.3808
2020-08-22,3.69075
2020-08-23,3.92747
2020-08-24,7.66126
2020-08-25,8.19389
2020-08-26,7.35729
2020-08-27,7.69354
2020-08-28,6.80583
2020-08-29,3.96244
2020-08-30,3.96244
2020-08-31,8.16161
2020-09-01,8.46559
2020-09-02,7.5967
2020-09-03,6.45343
2020-09-04,6.52875
2020-09-05,3.67461
2020-09-06,3.90326
2020-09-07,7.34653
2020-09-08,6.98337
2020-09-09,6.65249
2020-09-10,7.01834
2020-09-11,6.61214
2020-09-12,3.59928
2020-09-13,3.7042
2020-09-14,7.28466
2020-09-15,7.02103
2020-09-16,7.29542
2020-09-17,7.06945
2020-09-18,6.50185
2020-09-19,3.44864
2020-09-20,3.83601
2020-09-21,7.65857
2020-09-22,6.81659
2020-09-23,7.11787
2020-09-24,7.09635
2020-09-25,7.75273
2020-09-26,4.49238
2020-09-27,4.80443
2020-09-28,8.82337
2020-09-29,7.70161
2020-09-30,3.51051
2020-10-01,3.42712
2020-10-02,3.52934
2020-10-03,3.98665
2020-10-04,4.8932
2020-10-05,11.58067
2020-10-06,9.26722
2020-10-07,8.1912
2020-10-08,8.1643
2020-10-09,4.0001
2020-10-10,4.06735
2020-10-11,4.4332
2020-10-12,9.79717
2020-10-13,8.02173
2020-10-14,7.6236
2020-10-15,7.48641
2020-10-16,6.91612
2020-10-17,3.79566
2020-10-18,3.61274
2020-10-19,8.15354
2020-10-20,7.54559
2020-10-21,7.8953
2020-10-22,6.56641
2020-10-23,6.70361
2020-10-24,3.71765
2020-10-25,4.11577
2020-10-26,8.63237
2020-10-27,7.58325
2020-10-28,7.77425
2020-10-29,7.10711
2020-10-30,6.31893
2020-10-31,3.41098
2020-11-01,4.22069
2020-11-02,8.14278
2020-11-03,6.88922
2020-11-04,6.25437
2020-11-05,6.74934
2020-11-06,6.37273
2020-11-07,3.22537
2020-11-08,4.04583
2020-11-09,7.39495
2020-11-10,7.08828
2020-11-11,6.84887
2020-11-12,6.94033
2020-11-13,6.34314
2020-11-14,3.63964
2020-11-15,3.86829
2020-11-16,7.95179
2020-11-17,7.02103
2020-11-18,6.91074
2020-11-19,6.11717
2020-11-20,6.32431
2020-11-21,3.8118
2020-11-22,4.20724
2020-11-23,7.48641
2020-11-24,6.81659
2020-11-25,7.45951
2020-11-26,7.27928
2020-11-27,6.56103
2020-11-28,3.76069
2020-11-29,4.45203
2020-11-30,8.54629
2020-12-01,7.91951
2020-12-02,7.82805
2020-12-03,7.4353
2020-12-04,6.50723
2020-12-05,3.91402
2020-12-06,4.48969
2020-12-07,7.56711
2020-12-08,7.04255
2020-12-09,6.99951
2020-12-10,7.66126
2020-12-11,6.85694
2020-12-12,3.95168
2020-12-13,4.23414
2020-12-14,7.01834
2020-12-15,6.79507
2020-12-16,7.7339
2020-12-17,7.12325
2020-12-18,6.80583
2020-12-19,4.17765
2020-12-20,4.71028
2020-12-21,8.51132
2020-12-22,7.58594
2020-12-23,7.88992
2020-12-24,7.24162
2020-12-25,4.55156
2020-12-26,5.20256
2020-12-27,5.64103
2020-12-28,11.13681
2020-12-29,9.35331
2020-12-30,9.96664
2020-12-31,9.13003
2021-01-01,6.16559
2021-01-02,6.03109
2021-01-03,7.48103
2021-01-04,12.86382
2021-01-05,10.9781
2021-01-06,10.20874
2021-01-07,9.0036
2021-01-08,8.19389
2021-01-09,5.04922
2021-01-10,6.16828
2021-01-11,10.55576
2021-01-12,9.16769
2021-01-13,9.7864
2021-01-14,10.18722
2021-01-15,10.13342
2021-01-16,5.4339
2021-01-17,6.13869
2021-01-18,9.89132
2021-01-19,9.99892
2021-01-20,10.23564
2021-01-21,9.91553
2021-01-22,9.12734
2021-01-23,5.42852
2021-01-24,5.61144
2021-01-25,10.91623
2021-01-26,9.72722
2021-01-27,9.04664
2021-01-28,9.55506
2021-01-29,10.06886
2021-01-30,5.25905
2021-01-31,6.25168
2021-02-01,11.20675
2021-02-02,9.82407
2021-02-03,10.85974
2021-02-04,10.83015
2021-02-05,9.71377
2021-02-06,5.42314
2021-02-07,6.00688
2021-02-08,10.88126
2021-02-09,9.30758
2021-02-10,8.72383
2021-02-11,4.73449
2021-02-12,4.29601
2021-02-13,4.7049
2021-02-14,6.62559
2021-02-15,14.04745
2021-02-16,10.54769
2021-02-17,9.98278
2021-02-18,9.14348
2021-02-19,8.43331
2021-02-20,4.90665
2021-02-21,5.42583
2021-02-22,10.04196
2021-02-23,9.54968
2021-02-24,8.80185
2021-02-25,10.45623
2021-02-26,9.58734
2021-02-27,5.17297
2021-02-28,5.70829
2021-03-01,7.46489
2021-03-02,11.38699
2021-03-03,10.86781
2021-03-04,9.93974
2021-03-05,8.57857
2021-03-06,4.73449
2021-03-07,5.06267
2021-03-08,9.78909
2021-03-09,9.1919
2021-03-10,9.17576
2021-03-11,8.85565
2021-03-12,8.2477
2021-03-13,4.72642
2021-03-14,5.57647
2021-03-15,9.95588
2021-03-16,10.19798
2021-03-17,9.01167
2021-03-18,8.63506
2021-03-19,7.94641
2021-03-20,5.1918
2021-03-21,4.90396
2021-03-22,9.90208
2021-03-23,8.94173
2021-03-24,8.36606
2021-03-25,8.86103
2021-03-26,7.18243
2021-03-27,4.49776
2021-03-28,4.81519
2021-03-29,9.04395
2021-03-30,9.23494
2021-03-31,9.11389
2021-04-01,8.90407
2021-04-02,7.7043
2021-04-03,4.34174
2021-04-04,4.39016
2021-04-05,8.58126
2021-04-06,8.10512
2021-04-07,6.6767
2021-04-08,6.78969
2021-04-09,6.37004
2021-04-10,3.69344
2021-04-11,3.68806
2021-04-12,7.82267
2021-04-13,6.90805
2021-04-14,7.11249
2021-04-15,6.70899
2021-04-16,6.37542
2021-04-17,3.55355
2021-04-18,3.88712
2021-04-19,7.4084
2021-04-20,7.59132
2021-04-21,6.5422
2021-04-22,6.09565
2021-04-23,6.02302
2021-04-24,3.3518
2021-04-25,3.758
2021-04-26,6.89729
2021-04-27,6.46419
2021-04-28,6.04723
2021-04-29,5.21332
2021-04-30,5.73788
2021-05-01,3.63426
2021-05-02,3.63964
2021-05-03,7.21741
2021-05-04,6.80314
2021-05-05,4.0539
2021-05-06,6.90536
2021-05-07,5.81589
2021-05-08,3.08817
2021-05-09,3.94092
2021-05-10,7.57518
2021-05-11,7.06138
2021-05-12,6.33238
2021-05-13,6.17904
2021-05-14,5.32361
2021-05-15,3.38677
2021-05-16,3.33297
2021-05-17,7.09366
2021-05-18,6.03378
2021-05-19,3.84139
2021-05-20,6.98606
2021-05-21,6.59331
2021-05-22,3.15812
2021-05-23,3.54548
2021-05-24,6.64711
2021-05-25,7.98676
2021-05-26,7.04255
2021-05-27,6.88922
2021-05-28,6.43191
2021-05-29,3.4594
2021-05-30,3.39753
2021-05-31,8.34454
2021-06-01,7.9491
2021-06-02,7.02103
2021-06-03,6.55027
2021-06-04,5.71636
2021-06-05,3.35987
2021-06-06,3.50513
2021-06-07,6.63366
2021-06-08,6.63097
2021-06-09,5.98805
2021-06-10,6.18442
2021-06-11,5.85893
2021-06-12,2.95905
2021-06-13,3.23344
2021-06-14,6.52606
2021-06-15,6.28665
2021-06-16,5.67601
2021-06-17,5.43659
2021-06-18,5.34244
2021-06-19,3.09625
2021-06-20,3.30338
2021-06-21,6.53682
2021-06-22,6.72782
2021-06-23,6.2463
2021-06-24,6.53682
2021-06-25,6.69015
2021-06-26,3.81987
2021-06-27,3.63426
2021-06-28,7.18243
2021-06-29,6.95378
2021-06-30,6.59869
2021-07-01,7.04255
2021-07-02,5.59261
2021-07-03,3.45133
2021-07-04,3.34104
2021-07-05,7.58594
2021-07-06,6.80314
2021-07-07,6.28396
2021-07-08,5.95308
2021-07-09,5.21063
2021-07-10,3.24958
2021-07-11,3.38946
2021-07-12,6.15483
2021-07-13,6.3539
2021-07-14,6.43998
2021-07-15,6.37811
2021-07-16,5.75671
2021-07-17,3.3518
2021-07-18,3.92209
2021-07-19,7.55097
2021-07-20,7.41378
2021-07-21,7.27121
2021-07-22,7.09635
2021-07-23,7.37074
2021-07-24,4.07004
2021-07-25,4.42513
2021-07-26,8.10781
2021-07-27,7.78232
2021-07-28,7.05869
2021-07-29,8.73459
2021-07-30,7.04793
2021-07-31,3.91402
2021-08-01,4.66993
2021-08-02,8.98746
2021-08-03,8.11857
2021-08-04,7.91951
2021-08-05,7.11249
2021-08-06,6.50454
2021-08-07,3.47016
2021-08-08,3.68537
2021-08-09,7.68009
2021-08-10,7.67202
2021-08-11,7.03986
2021-08-12,6.81659
2021-08-13,6.12524
2021-08-14,3.39753
2021-08-15,3.25496
2021-08-16,4.64841
2021-08-17,7.75542
2021-08-18,7.22548
2021-08-19,6.787
2021-08-20,6.66056
2021-08-21,3.71765
2021-08-22,4.26911
2021-08-23,7.6774
2021-08-24,6.87846
2021-08-25,6.96185
2021-08-26,12.88534
2021-08-27,11.22289
2021-08-28,5.01694
2021-08-29,6.66056
2021-08-30,12.10254
2021-08-31,13.54172
2021-09-01,14.9809
2021-09-02,10.71985
2021-09-03,10.09038
2021-09-04,5.75133
2021-09-05,5.47156
2021-09-06,10.15494
2021-09-07,8.9229
2021-09-08,8.76149
2021-09-09,8.33916
2021-09-10,8.64044
2021-09-11,5.07612
2021-09-12,5.24829
2021-09-13,8.04325
2021-09-14,8.00559
2021-09-15,7.8953
2021-09-16,7.58325
2021-09-17,7.63974
2021-09-18,4.05659
2021-09-19,3.95168
2021-09-20,3.28724
2021-09-21,4.49238
2021-09-22,6.41577
2021-09-23,12.63786
2021-09-24,11.24979
2021-09-25,5.84548
2021-09-26,5.71636
2021-09-27,10.93237
2021-09-28,9.8967
2021-09-29,9.04933
2021-09-30,9.67073
2021-10-01,8.86372
2021-10-02,4.50045
2021-10-03,4.86899
2021-10-04,5.96922
2021-10-05,10.17108
2021-10-06,9.35062
2021-10-07,8.90676
2021-10-08,7.93834
2021-10-09,4.31753
2021-10-10,4.30677
2021-10-11,5.31285
2021-10-12,9.81062
2021-10-13,8.13471
2021-10-14,7.54021
2021-10-15,7.37074
2021-10-16,3.86829
2021-10-17,4.72373
2021-10-18,8.05401
2021-10-19,7.95448
2021-10-20,7.16898
2021-10-21,7.37343
2021-10-22,6.20864
2021-10-23,3.58045
2021-10-24,4.22876
2021-10-25,8.53015
2021-10-26,7.97331
2021-10-27,7.09097
2021-10-28,6.596
2021-10-29,6.81928
2021-10-30,3.66116
2021-10-31,4.04583
2021-11-01,8.43331
2021-11-02,9.51202
2021-11-03,8.41179
2021-11-04,7.42723
2021-11-05,6.1629
2021-11-06,3.90326
2021-11-07,3.87098
2021-11-08,7.52676
2021-11-09,7.98407
2021-11-10,7.61015
2021-11-11,7.31156
2021-11-12,8.21003
2021-11-13,3.86022
2021-11-14,4.33367
2021-11-15,8.36875
2021-11-16,8.83951
2021-11-17,7.45144
2021-11-18,6.86501
2021-11-19,6.57717
2021-11-20,3.90326
2021-11-21,4.68876
2021-11-22,7.94103
2021-11-23,7.0829
2021-11-24,7.40302
2021-11-25,14.69575
2021-11-26,14.66347
2021-11-27,8.35799
2021-11-28,7.37074
2021-11-29,13.34265
2021-11-30,14.84908
2021-12-01,13.73271
2021-12-02,12.00301
2021-12-03,11.61833
2021-12-04,9.5712
2021-12-05,7.37074
2021-12-06,12.38231
2021-12-07,12.29353
2021-12-08,11.4381
2021-12-09,9.75143
2021-12-10,9.60079
2021-12-11,6.60138
2021-12-12,6.56641
2021-12-13,11.72593
2021-12-14,10.23295
2021-12-15,9.88056
2021-12-16,10.02582
2021-12-17,8.15354
2021-12-18,5.36396
2021-12-19,5.97998
2021-12-20,10.94851
2021-12-21,10.68488
2021-12-22,9.09506
2021-12-23,8.93635
2021-12-24,8.53822
2021-12-25,5.34244
2021-12-26,7.15822
2021-12-27,10.55845
2021-12-28,10.31904
2021-12-29,10.39705
2021-12-30,10.75751
2021-12-31,9.97202
2022-01-01,6.43998
2022-01-02,7.4084
2022-01-03,14.1954
2022-01-04,12.7078
2022-01-05,12.29353
2022-01-06,10.814
2022-01-07,9.99354
2022-01-08,6.07682
2022-01-09,7.01834
2022-01-10,13.22698
2022-01-11,12.19131
2022-01-12,10.66067
2022-01-13,10.36208
2022-01-14,18.17668
2022-01-15,11.29552
2022-01-16,9.74605
2022-01-17,22.201
2022-01-18,18.82498
2022-01-19,19.11282
2022-01-20,17.40194
2022-01-21,16.18604
2022-01-22,9.99085
2022-01-23,10.13342
2022-01-24,16.78054
2022-01-25,18.94603
2022-01-26,15.94662
2022-01-27,15.61306
2022-01-28,16.48732
2022-01-29,9.96933
2022-01-30,7.49448
2022-01-31,6.45074
2022-02-01,10.31366
2022-02-02,11.97342
2022-02-03,24.12438
2022-02-04,19.0079
2022-02-05,10.31904
2022-02-06,11.20137
2022-02-07,18.26545
2022-02-08,16.52499
2022-02-09,15.70452
2022-02-10,15.37633
2022-02-11,13.5202
2022-02-12,7.23086
2022-02-13,9.53085
2022-02-14,15.68838
2022-02-15,15.25259
2022-02-16,13.69236
2022-02-17,14.15236
2022-02-18,12.03529
2022-02-19,7.08559
2022-02-20,9.86173
2022-02-21,16.89083
2022-02-22,15.61306
2022-02-23,14.20885
2022-02-24,15.25797
2022-02-25,14.71458
2022-02-26,8.05401
2022-02-27,7.94372
2022-02-28,15.52698
2022-03-01,10.23564
2022-03-02,14.8437
2022-03-03,13.55517
2022-03-04,11.7609
2022-03-05,6.59331
2022-03-06,7.17436
2022-03-07,12.20476
2022-03-08,11.37892
2022-03-09,5.83472
2022-03-10,11.27669
2022-03-11,11.07494
2022-03-12,6.49109
2022-03-13,7.04793
2022-03-14,12.52219
2022-03-15,12.25049
2022-03-16,12.43611
2022-03-17,13.42605
2022-03-18,11.29552
2022-03-19,7.3546
2022-03-20,6.48302
2022-03-21,12.46839
2022-03-22,12.99295
2022-03-23,12.77236
2022-03-24,11.39506
2022-03-25,12.09447
2022-03-26,6.98606
2022-03-27,6.80583
2022-03-28,13.20277
2022-03-29,13.22429
2022-03-30,14.08242
2022-03-31,14.99973
2022-04-01,13.17856
2022-04-02,7.49448
2022-04-03,7.94103
2022-04-04,13.79996
2022-04-05,14.16043
2022-04-06,12.45763
2022-04-07,11.81201
2022-04-08,10.7333
2022-04-09,6.04185
2022-04-10,6.84349
2022-04-11,12.88265
2022-04-12,12.34464
2022-04-13,12.87727
2022-04-14,19.12896
2022-04-15,17.24592
2022-04-16,10.6795
2022-04-17,10.63377
2022-04-18,19.25808
2022-04-19,21.04965
2022-04-20,17.40194
2022-04-21,15.26604
2022-04-22,14.80066
2022-04-23,8.58126
2022-04-24,8.34185
2022-04-25,17.24861
2022-04-26,16.70791
2022-04-27,13.96675
2022-04-28,13.83224
2022-04-29,12.62172
2022-04-30,7.31963
2022-05-01,8.11319
2022-05-02,14.42136
2022-05-03,13.60628
2022-05-04,13.01985
2022-05-05,10.28406
2022-05-06,14.93247
2022-05-07,7.3546
2022-05-08,8.50594
2022-05-09,16.70791
2022-05-10,15.34405
2022-05-11,14.35411
2022-05-12,15.65879
2022-05-13,12.34733
2022-05-14,6.39963
2022-05-15,6.48033
2022-05-16,14.37294
2022-05-17,14.303
2022-05-18,13.56862
2022-05-19,11.77704
2022-05-20,11.77973
2022-05-21,6.77086
2022-05-22,8.94173
2022-05-23,16.23446
2022-05-24,15.30908
2022-05-25,16.92311
2022-05-26,24.84263
2022-05-27,23.51374
2022-05-28,12.1133
2022-05-29,11.20675
2022-05-30,23.74778
2022-05-31,23.34158
2022-06-01,16.66756
2022-06-02,22.05573
2022-06-03,22.10953
2022-06-04,11.97073
2022-06-05,11.14488
2022-06-06,13.59821
2022-06-07,23.37924
2022-06-08,22.84661
2022-06-09,19.45983
2022-06-10,19.72615
2022-06-11,10.16301
2022-06-12,10.10383
2022-06-13,21.47199
2022-06-14,21.92661
2022-06-15,22.07725
2022-06-16,27.48964
2022-06-17,23.98988
2022-06-18,14.05014
2022-06-19,15.75294
2022-06-20,29.0149
2022-06-21,25.35643
2022-06-22,25.31608
2022-06-23,25.08473
2022-06-24,23.80696
2022-06-25,13.39645
2022-06-26,13.44757
2022-06-27,27.608
2022-06-28,28.26706
2022-06-29,25.70344
2022-06-30,24.81573
2022-07-01,24.25082
2022-07-02,12.79926
2022-07-03,17.73551
2022-07-04,31.097
2022-07-05,27.12648
2022-07-06,28.08145
2022-07-07,25.31339
2022-07-08,23.51912
2022-07-09,11.82815
2022-07-10,12.59751
2022-07-11,25.89982
2022-07-12,27.62145
2022-07-13,57.98945
2022-07-14,59.7595
2022-07-15,45.19287
2022-07-16,24.50906
2022-07-17,22.39737
2022-07-18,56.02302
2022-07-19,43.8344
2022-07-20,39.25324
2022-07-21,42.22574
2022-07-22,36.23231
2022-07-23,18.58826
2022-07-24,20.69188
2022-07-25,47.50094
2022-07-26,40.91031
2022-07-27,37.24108
2022-07-28,40.11943
2022-07-29,34.62904
2022-07-30,18.45913
2022-07-31,19.08054
2022-08-01,42.01323
2022-08-02,39.37698
2022-08-03,33.76015
2022-08-04,32.51197
2022-08-05,30.73115
2022-08-06,17.40463
2022-08-07,17.15177
2022-08-08,33.4481
2022-08-09,26.47818
2022-08-10,29.57712
2022-08-11,26.81175
2022-08-12,24.82111
2022-08-13,13.20008
2022-08-14,14.40522
2022-08-15,15.71259
2022-08-16,30.55361
2022-08-17,29.24624
2022-08-18,27.26367
2022-08-19,23.2286
2022-08-20,14.38639
2022-08-21,16.10265
2022-08-22,39.68902
2022-08-23,29.98063
2022-08-24,26.3114
2022-08-25,45.84655
2022-08-26,41.23042
2022-08-27,18.59095
2022-08-28,21.36708
2022-08-29,42.45978
2022-08-30,38.29827
2022-08-31,34.67208
2022-09-01,33.20869
2022-09-02,27.69408
2022-09-03,17.40732
2022-09-04,17.77048
2022-09-05,31.89325
2022-09-06,28.85887
2022-09-07,29.25162
2022-09-08,25.21923
2022-09-09,14.00979
2022-09-10,11.22289
2022-09-11,16.02733
2022-09-12,21.6038
2022-09-13,42.23112
2022-09-14,39.41733
2022-09-15,35.09711
2022-09-16,30.16893
2022-09-17,16.24791
2022-09-18,15.83633
2022-09-19,34.29278
2022-09-20,33.92962
2022-09-21,35.04061
2022-09-22,45.7793
2022-09-23,38.58341
2022-09-24,20.94474
2022-09-25,21.83784
2022-09-26,43.89627
2022-09-27,44.40469
2022-09-28,47.80222
2022-09-29,51.72701
2022-09-30,53.11508
2022-10-01,21.3886
2022-10-02,19.02404
2022-10-03,22.09608
2022-10-04,42.97358
2022-10-05,45.59369
2022-10-06,43.22106
2022-10-07,40.45031
2022-10-08,20.51164
2022-10-09,19.54591
2022-10-10,25.46941
2022-10-11,48.93742
2022-10-12,74.32614
2022-10-13,100.0
2022-10-14,89.01382
2022-10-15,41.32996
2022-10-16,41.22235
2022-10-17,89.54645
2022-10-18,86.964
2022-10-19,94.81895
2022-10-20,89.3178
2022-10-21,74.77269
2022-10-22,36.17044
2022-10-23,36.43675
2022-10-24,82.73524
2022-10-25,79.52332
2022-10-26,70.67305
2022-10-27,64.69306
2022-10-28,61.79049
2022-10-29,29.00414
2022-10-30,26.21724
2022-10-31,65.08312
2022-11-01,64.18195
2022-11-02,56.91074
2022-11-03,56.38349
2022-11-04,47.09474
2022-11-05,24.45795
2022-11-06,24.04368
2022-11-07,57.02372
2022-11-08,50.57298
2022-11-09,50.21251
2022-11-10,48.16538
2022-11-11,41.53978
2022-11-12,21.83784
2022-11-13,22.60181
2022-11-14,63.61973
2022-11-15,54.38478
2022-11-16,46.01872
2022-11-17,39.13218
2022-11-18,37.59616
2022-11-19,20.33141
2022-11-20,20.85597
2022-11-21,44.43966
2022-11-22,40.85113
2022-11-23,37.86248
2022-11-24,51.26701
2022-11-25,46.58901
2022-11-26,23.99795
2022-11-27,23.85
2022-11-28,52.17894
2022-11-29,49.71754
2022-11-30,40.77312
2022-12-01,39.38774
2022-12-02,32.76214
2022-12-03,15.29294
2022-12-04,16.61914
2022-12-05,36.65465
2022-12-06,33.0446
2022-12-07,33.3674
2022-12-08,32.477
2022-12-09,26.96508
2022-12-10,13.58207
2022-12-11,14.2492
2022-12-12,30.73653
2022-12-13,28.63022
2022-12-14,25.63888
2022-12-15,25.94555
2022-12-16,23.19901
2022-12-17,11.76359
2022-12-18,13.68967
2022-12-19,26.35175
2022-12-20,25.01748
2022-12-21,23.46263
2022-12-22,21.38053
2022-12-23,21.06041
2022-12-24,11.3843
2022-12-25,12.67283
2022-12-26,26.3921
2022-12-27,24.25082
2022-12-28,23.80696
2022-12-29,23.89573
2022-12-30,22.14988
2022-12-31,11.2202
2023-01-01,14.92709
2023-01-02,31.2584
2023-01-03,25.44789
2023-01-04,24.32345
2023-01-05,24.64356
2023-01-06,21.74369
2023-01-07,12.86651
2023-01-08,14.16312
2023-01-09,25.84602
2023-01-10,26.45935
2023-01-11,24.71619
2023-01-12,20.72685
2023-01-13,26.22262
2023-01-14,12.37155
2023-01-15,12.63248
2023-01-16,26.17958
2023-01-17,24.32345
2023-01-18,22.7148
2023-01-19,20.80486
2023-01-20,21.31059
2023-01-21,10.4374
2023-01-22,10.17915
2023-01-23,10.33518
2023-01-24,14.38101
2023-01-25,29.6094
2023-01-26,24.02216
2023-01-27,20.65422
2023-01-28,11.57798
2023-01-29,10.54231
2023-01-30,22.29246
2023-01-31,20.72416
2023-02-01,20.76989
2023-02-02,18.46182
2023-02-03,17.21095
2023-02-04,9.8429
2023-02-05,10.1388
2023-02-06,20.99047
2023-02-07,17.89691
2023-02-08,17.02534
2023-02-09,15.6292
2023-02-10,15.30908
2023-02-11,8.32033
2023-02-12,8.24231
2023-02-13,17.74896
2023-02-14,15.46511
2023-02-15,16.20756
2023-02-16,13.82417
2023-02-17,13.61704
2023-02-18,7.86033
2023-02-19,8.1374
2023-02-20,16.45504
2023-02-21,17.09259
2023-02-22,15.89282
2023-02-23,16.12148
2023-02-24,15.33329
2023-02-25,7.9491
2023-02-26,8.2181
2023-02-27,17.01727
2023-02-28,16.05154
2023-03-01,10.00968
2023-03-02,14.77914
2023-03-03,12.41997
2023-03-04,7.17705
2023-03-05,8.23155
2023-03-06,14.45634
2023-03-07,12.97681
2023-03-08,13.08441
2023-03-09,11.74745
2023-03-10,11.02921
2023-03-11,5.48501
2023-03-12,6.75741
2023-03-13,14.46979
2023-03-14,13.16511
2023-03-15,11.91962
2023-03-16,11.59143
2023-03-17,11.21751
2023-03-18,6.24899
2023-03-19,6.72244
2023-03-20,14.29493
2023-03-21,13.91833
2023-03-22,11.30628
2023-03-23,13.87797
2023-03-24,12.97681
2023-03-25,7.51062
2023-03-26,7.75004
2023-03-27,16.75364
2023-03-28,15.18803
2023-03-29,13.41798
2023-03-30,13.17318
2023-03-31,12.49798
2023-04-01,6.68746
2023-04-02,6.9753
2023-04-03,13.51482
2023-04-04,11.75821
2023-04-05,11.83084
2023-04-06,10.96196
2023-04-07,9.64383
2023-04-08,5.23753
2023-04-09,5.51998
2023-04-10,12.09716
2023-04-11,12.35271
2023-04-12,11.45693
2023-04-13,9.94243
2023-04-14,9.21342
2023-04-15,4.8394
2023-04-16,5.74057
2023-04-17,11.28745
2023-04-18,11.72862
2023-04-19,9.8967
2023-04-20,9.92091
2023-04-21,9.07623
2023-04-22,4.62957
2023-04-23,5.42045
2023-04-24,10.98617
2023-04-25,11.925
2023-04-26,10.62301
2023-04-27,9.63038
2023-04-28,8.85027
2023-04-29,5.58185
2023-04-30,5.14068
2023-05-01,7.7608
2023-05-02,11.85775
2023-05-03,10.51003
2023-05-04,9.70032
2023-05-05,5.52805
2023-05-06,4.58922
2023-05-07,4.96583
2023-05-08,10.45892
2023-05-09,9.76488
2023-05-10,10.31097
2023-05-11,9.40711
2023-05-12,8.44138
2023-05-13,4.58922
2023-05-14,4.76408
2023-05-15,10.2195
2023-05-16,9.37214
2023-05-17,9.89939
2023-05-18,8.80185
2023-05-19,8.25577
2023-05-20,4.47893
2023-05-21,4.90934
2023-05-22,10.38091
2023-05-23,9.61424
2023-05-24,9.25108
2023-05-25,10.33249
2023-05-26,8.41986
2023-05-27,4.57308
2023-05-28,4.69145
