date,일본주식사는법
2020-03-23,0.63124
2020-03-24,0.36822
2020-03-25,0.84166
2020-03-26,0.73645
2020-03-27,1.05207
2020-03-28,0.57864
2020-03-29,0.57864
2020-03-30,0.68385
2020-03-31,0.99947
2020-04-01,1.31509
2020-04-02,0.47343
2020-04-03,0.68385
2020-04-04,0.36822
2020-04-05,0.84166
2020-04-06,0.89426
2020-04-07,1.20988
2020-04-08,0.94687
2020-04-09,1.15728
2020-04-10,0.73645
2020-04-11,0.26301
2020-04-12,0.68385
2020-04-13,0.36822
2020-04-14,0.57864
2020-04-15,0.31562
2020-04-17,0.52603
2020-04-18,0.26301
2020-04-19,0.52603
2020-04-20,0.73645
2020-04-21,0.42083
2020-04-22,0.31562
2020-04-23,0.36822
2020-04-24,0.26301
2020-04-28,0.42083
2020-04-30,0.57864
2020-05-07,0.26301
2020-05-11,0.26301
2020-05-12,0.36822
2020-05-18,0.26301
2020-05-21,0.31562
2020-05-25,0.47343
2020-05-26,0.26301
2020-05-27,0.31562
2020-05-30,0.31562
2020-05-31,0.26301
2020-06-01,0.47343
2020-06-03,0.26301
2020-06-04,0.47343
2020-06-06,0.36822
2020-06-07,0.42083
2020-06-08,0.31562
2020-06-09,0.31562
2020-06-10,0.36822
2020-06-13,0.26301
2020-06-14,0.36822
2020-06-15,0.26301
2020-06-19,0.52603
2020-06-20,0.26301
2020-06-22,0.36822
2020-06-24,0.26301
2020-06-27,0.63124
2020-06-29,0.68385
2020-06-30,0.52603
2020-07-01,0.52603
2020-07-02,0.26301
2020-07-03,0.47343
2020-07-06,0.84166
2020-07-07,0.63124
2020-07-09,0.26301
2020-07-10,0.47343
2020-07-11,0.26301
2020-07-12,0.26301
2020-07-14,0.57864
2020-07-16,0.31562
2020-07-17,0.26301
2020-07-19,0.31562
2020-07-22,0.47343
2020-07-23,0.26301
2020-07-25,0.42083
2020-07-26,0.57864
2020-07-27,1.4729
2020-07-28,0.89426
2020-07-29,1.05207
2020-07-30,0.89426
2020-07-31,0.78905
2020-08-01,0.99947
2020-08-02,0.68385
2020-08-03,0.99947
2020-08-04,0.36822
2020-08-05,0.68385
2020-08-06,1.10468
2020-08-07,1.3677
2020-08-08,0.63124
2020-08-09,0.47343
2020-08-10,0.84166
2020-08-11,1.20988
2020-08-12,0.73645
2020-08-13,0.89426
2020-08-14,0.57864
2020-08-16,0.36822
2020-08-17,1.05207
2020-08-18,0.42083
2020-08-19,0.36822
2020-08-20,0.42083
2020-08-21,0.31562
2020-08-22,0.26301
2020-08-25,0.26301
2020-08-28,0.36822
2020-08-29,0.73645
2020-08-30,0.26301
2020-08-31,0.47343
2020-09-01,0.84166
2020-09-02,0.68385
2020-09-03,1.15728
2020-09-04,0.84166
2020-09-05,0.26301
2020-09-06,0.68385
2020-09-07,0.94687
2020-09-08,0.42083
2020-09-09,0.31562
2020-09-10,0.47343
2020-09-11,0.68385
2020-09-12,0.26301
2020-09-13,0.31562
2020-09-14,0.78905
2020-09-15,0.78905
2020-09-16,0.63124
2020-09-17,0.63124
2020-09-18,0.26301
2020-09-19,0.31562
2020-09-20,0.47343
2020-09-21,0.31562
2020-09-22,0.26301
2020-09-23,0.36822
2020-09-24,0.52603
2020-10-01,0.26301
2020-10-02,0.42083
2020-10-03,0.42083
2020-10-05,0.36822
2020-10-07,0.36822
2020-10-12,0.26301
2020-10-14,0.31562
2020-10-16,0.26301
2020-10-31,0.31562
2020-11-06,0.31562
2020-11-10,0.68385
2020-11-11,0.26301
2020-11-13,0.26301
2020-11-14,0.26301
2020-11-15,0.31562
2020-11-17,0.36822
2020-11-19,0.31562
2020-11-20,0.36822
2020-11-22,0.36822
2020-11-25,0.26301
2020-11-26,0.36822
2020-11-27,0.36822
2020-11-28,0.47343
2020-11-30,0.26301
2020-12-01,0.26301
2020-12-02,0.63124
2020-12-03,0.52603
2020-12-04,0.57864
2020-12-06,0.52603
2020-12-07,0.26301
2020-12-08,0.26301
2020-12-09,0.31562
2020-12-10,0.47343
2020-12-11,0.73645
2020-12-12,0.52603
2020-12-14,0.57864
2020-12-15,0.47343
2020-12-16,0.42083
2020-12-17,0.26301
2020-12-18,0.57864
2020-12-21,0.63124
2020-12-22,0.36822
2020-12-23,0.63124
2020-12-24,0.78905
2020-12-25,0.78905
2020-12-26,0.63124
2020-12-27,0.68385
2020-12-28,0.42083
2020-12-29,0.52603
2020-12-30,1.3677
2020-12-31,0.57864
2021-01-01,0.57864
2021-01-02,1.05207
2021-01-03,0.89426
2021-01-04,1.57811
2021-01-05,1.26249
2021-01-06,0.78905
2021-01-07,1.05207
2021-01-08,2.26196
2021-01-09,1.05207
2021-01-10,1.52551
2021-01-11,1.4203
2021-01-12,1.68332
2021-01-13,1.4729
2021-01-14,2.10415
2021-01-15,1.57811
2021-01-16,0.73645
2021-01-17,0.89426
2021-01-18,0.78905
2021-01-19,1.26249
2021-01-20,1.31509
2021-01-21,1.20988
2021-01-22,1.78853
2021-01-23,0.89426
2021-01-24,0.78905
2021-01-25,1.63072
2021-01-26,1.4203
2021-01-27,1.31509
2021-01-28,0.31562
2021-01-29,0.57864
2021-01-30,0.68385
2021-01-31,0.36822
2021-02-01,0.73645
2021-02-02,3.31404
2021-02-03,5.5234
2021-02-04,5.57601
2021-02-05,7.52235
2021-02-06,8.67964
2021-02-07,8.41662
2021-02-08,10.8364
2021-02-09,8.04839
2021-02-10,5.99684
2021-02-11,5.83903
2021-02-12,7.41714
2021-02-13,7.04892
2021-02-14,7.62756
2021-02-15,17.5697
2021-02-16,17.41188
2021-02-17,17.6223
2021-02-18,13.88742
2021-02-19,8.36401
2021-02-20,6.15465
2021-02-21,4.89216
2021-02-22,7.36454
2021-02-23,5.78642
2021-02-24,6.41767
2021-02-25,6.41767
2021-02-26,4.89216
2021-02-27,3.78748
2021-02-28,2.99842
2021-03-01,4.57653
2021-03-02,5.73382
2021-03-03,4.68174
2021-03-04,3.62966
2021-03-05,3.47185
2021-03-06,3.15623
2021-03-07,2.7354
2021-03-08,3.47185
2021-03-09,8.52183
2021-03-10,5.62861
2021-03-11,5.31299
2021-03-12,5.89163
2021-03-13,4.78695
2021-03-14,5.68122
2021-03-15,5.73382
2021-03-16,4.89216
2021-03-17,10.62598
2021-03-18,11.25723
2021-03-19,8.62703
2021-03-20,4.68174
2021-03-21,9.10047
2021-03-22,7.36454
2021-03-23,5.4182
2021-03-24,4.1557
2021-03-25,5.94423
2021-03-26,4.52393
2021-03-27,3.10362
2021-03-28,2.52498
2021-03-29,3.36664
2021-03-30,4.31351
2021-03-31,5.20778
2021-04-01,4.99736
2021-04-02,4.41872
2021-04-03,4.52393
2021-04-04,5.04997
2021-04-05,4.1557
2021-04-06,4.1031
2021-04-07,4.05049
2021-04-08,3.84008
2021-04-09,4.52393
2021-04-10,3.94529
2021-04-11,4.1031
2021-04-12,4.26091
2021-04-13,4.52393
2021-04-14,4.31351
2021-04-15,4.31351
2021-04-16,2.89321
2021-04-17,3.84008
2021-04-18,2.84061
2021-04-19,3.84008
2021-04-20,4.1031
2021-04-21,4.83955
2021-04-22,3.78748
2021-04-23,4.1557
2021-04-24,2.31457
2021-04-25,3.26144
2021-04-26,3.15623
2021-04-27,3.94529
2021-04-28,3.89268
2021-04-29,3.62966
2021-04-30,3.62966
2021-05-01,2.36717
2021-05-02,2.05155
2021-05-03,2.05155
2021-05-04,1.15728
2021-05-05,2.52498
2021-05-06,2.31457
2021-05-07,2.84061
2021-05-08,2.99842
2021-05-09,2.99842
2021-05-10,3.36664
2021-05-11,2.7354
2021-05-12,2.41977
2021-05-13,2.89321
2021-05-14,2.36717
2021-05-15,2.68279
2021-05-16,1.4729
2021-05-17,2.68279
2021-05-18,1.99894
2021-05-19,3.20883
2021-05-20,3.26144
2021-05-21,3.52446
2021-05-22,2.31457
2021-05-23,1.99894
2021-05-24,2.84061
2021-05-25,3.78748
2021-05-26,4.20831
2021-05-27,3.47185
2021-05-28,4.1557
2021-05-29,2.52498
2021-05-30,2.31457
2021-05-31,3.62966
2021-06-01,3.62966
2021-06-02,2.94581
2021-06-03,3.94529
2021-06-04,2.89321
2021-06-05,2.15675
2021-06-06,2.10415
2021-06-07,2.31457
2021-06-08,3.89268
2021-06-09,2.57759
2021-06-10,3.62966
2021-06-11,2.15675
2021-06-12,1.10468
2021-06-13,2.31457
2021-06-14,3.15623
2021-06-15,2.89321
2021-06-16,2.20936
2021-06-17,1.89374
2021-06-18,2.52498
2021-06-19,1.78853
2021-06-20,1.63072
2021-06-21,2.47238
2021-06-22,2.63019
2021-06-23,3.62966
2021-06-24,2.84061
2021-06-25,1.4203
2021-06-26,1.52551
2021-06-27,2.05155
2021-06-28,2.7354
2021-06-29,2.94581
2021-06-30,2.68279
2021-07-01,2.26196
2021-07-02,1.57811
2021-07-03,2.31457
2021-07-04,1.84113
2021-07-05,2.10415
2021-07-06,2.68279
2021-07-07,2.47238
2021-07-08,2.63019
2021-07-09,2.47238
2021-07-10,0.94687
2021-07-11,0.26301
2021-07-12,0.47343
2021-07-14,0.26301
2021-07-15,0.84166
2021-07-18,0.26301
2021-07-19,0.73645
2021-07-20,1.4203
2021-07-21,2.05155
2021-07-22,2.57759
2021-07-23,1.73592
2021-07-24,1.57811
2021-07-25,1.78853
2021-07-26,2.05155
2021-07-27,0.68385
2021-07-28,0.42083
2021-07-30,0.47343
2021-08-03,0.31562
2021-08-04,0.42083
2021-08-06,0.26301
2021-08-07,1.20988
2021-08-09,0.36822
2021-08-10,0.73645
2021-08-11,0.42083
2021-08-12,0.31562
2021-08-13,0.31562
2021-08-15,0.26301
2021-08-20,0.26301
2021-08-21,0.26301
2021-08-25,0.26301
2021-08-26,0.26301
2021-08-29,0.47343
2021-08-30,0.31562
2021-08-31,0.42083
2021-09-02,0.42083
2021-09-03,0.57864
2021-09-06,0.31562
2021-09-07,0.31562
2021-09-08,0.31562
2021-09-09,0.36822
2021-09-10,0.68385
2021-09-11,0.57864
2021-09-12,0.57864
2021-09-14,0.36822
2021-09-15,0.47343
2021-09-17,0.26301
2021-09-20,0.47343
2021-09-22,0.26301
2021-09-28,0.36822
2021-09-29,0.63124
2021-09-30,0.36822
2021-10-04,0.57864
2021-10-06,0.26301
2021-10-13,0.31562
2021-10-14,0.26301
2021-10-15,0.47343
2021-10-16,0.31562
2021-10-19,0.36822
2021-10-23,0.36822
2021-10-24,0.31562
2021-10-25,0.26301
2021-10-26,0.57864
2021-10-28,0.42083
2021-11-01,0.31562
2021-11-02,0.26301
2021-11-03,0.52603
2021-11-05,1.3677
2021-11-06,0.84166
2021-11-07,0.89426
2021-11-08,1.15728
2021-11-09,1.10468
2021-11-10,1.26249
2021-11-11,1.4729
