date,돈모으는방법
2020-12-05,58.04597
2020-12-06,79.31034
2020-12-07,75.0
2020-12-08,76.58045
2020-12-09,66.09195
2020-12-10,69.97126
2020-12-11,64.08045
2020-12-12,54.31034
2020-12-13,62.78735
2020-12-14,75.71839
2020-12-15,65.0862
2020-12-16,64.08045
2020-12-17,30.60344
2020-12-18,17.67241
2020-12-19,27.44252
2020-12-20,25.14367
2020-12-21,32.47126
2020-12-22,29.74137
2020-12-23,22.9885
2020-12-24,21.40804
2020-12-25,22.70114
2020-12-26,19.97126
2020-12-27,19.39655
2020-12-28,24.56896
2020-12-29,26.86781
2020-12-30,26.00574
2020-12-31,15.66091
2021-01-01,7.90229
2021-01-02,11.63793
2021-01-03,10.77586
2021-01-04,8.76436
2021-01-05,11.63793
2021-01-06,9.91379
2021-01-07,6.60919
2021-01-08,9.48275
2021-01-09,5.45977
2021-01-10,10.77586
2021-01-11,9.48275
2021-01-12,9.05172
2021-01-13,12.5
2021-01-14,10.05747
2021-01-15,10.20114
2021-01-16,9.91379
2021-01-17,6.75287
2021-01-18,9.48275
2021-01-19,13.07471
2021-01-20,7.75862
2021-01-21,9.62643
2021-01-22,9.05172
2021-01-23,8.18965
2021-01-24,9.91379
2021-01-25,9.1954
2021-01-26,7.32758
2021-01-27,10.05747
2021-01-28,7.75862
2021-01-29,5.17241
2021-01-30,8.18965
2021-01-31,9.33908
2021-02-01,10.63218
2021-02-02,7.61494
2021-02-03,7.1839
2021-02-04,8.62068
2021-02-05,8.33333
2021-02-06,5.60344
2021-02-07,8.62068
2021-02-08,13.93678
2021-02-09,13.07471
2021-02-10,9.33908
2021-02-11,7.90229
2021-02-12,9.1954
2021-02-13,9.33908
2021-02-14,9.05172
2021-02-15,10.20114
2021-02-16,10.34482
2021-02-17,8.76436
2021-02-18,9.62643
2021-02-19,6.89655
2021-02-20,6.46551
2021-02-21,12.06896
2021-02-22,8.18965
2021-02-23,7.90229
2021-02-24,8.90804
2021-02-25,7.75862
2021-02-26,5.45977
2021-02-27,4.5977
2021-02-28,5.60344
2021-03-01,5.45977
2021-03-02,5.02873
2021-03-03,5.8908
2021-03-04,4.5977
2021-03-05,4.02298
2021-03-06,5.17241
2021-03-07,12.21264
2021-03-08,11.35057
2021-03-09,13.7931
2021-03-10,15.0862
2021-03-11,20.68965
2021-03-12,20.97701
2021-03-13,18.24712
2021-03-14,23.56321
2021-03-15,22.12643
2021-03-16,26.72413
2021-03-17,29.88505
2021-03-18,29.5977
2021-03-19,27.5862
2021-03-20,29.88505
2021-03-21,37.5
2021-03-22,34.91379
2021-03-23,39.65517
2021-03-24,39.36781
2021-03-25,34.91379
2021-03-26,32.32758
2021-03-27,29.74137
2021-03-28,39.22413
2021-03-29,47.70114
2021-03-30,38.21839
2021-03-31,37.78735
2021-04-01,34.05172
2021-04-02,31.17816
2021-04-03,24.42528
2021-04-04,36.92528
2021-04-05,39.94252
2021-04-06,36.63793
2021-04-07,35.05747
2021-04-08,36.35057
2021-04-09,23.99425
2021-04-10,25.86206
2021-04-11,37.64367
2021-04-12,35.77586
2021-04-13,36.35057
2021-04-14,39.94252
2021-04-15,35.20114
2021-04-16,29.31034
2021-04-17,29.74137
2021-04-18,42.52873
2021-04-19,46.26436
2021-04-20,36.49425
2021-04-21,37.64367
2021-04-22,42.95977
2021-04-23,33.33333
2021-04-24,31.17816
2021-04-25,37.21264
2021-04-26,44.97126
2021-04-27,39.36781
2021-04-28,39.94252
2021-04-29,41.81034
2021-04-30,30.17241
2021-05-01,31.03448
2021-05-02,30.17241
2021-05-03,40.94827
2021-05-04,39.36781
2021-05-05,27.01149
2021-05-06,38.50574
2021-05-07,31.75287
2021-05-08,23.85057
2021-05-09,35.05747
2021-05-10,37.5
2021-05-11,34.91379
2021-05-12,34.77011
2021-05-13,34.48275
2021-05-14,23.41954
2021-05-15,21.40804
2021-05-16,37.21264
2021-05-17,43.96551
2021-05-18,37.78735
2021-05-19,41.66666
2021-05-20,52.5862
2021-05-21,43.3908
2021-05-22,37.06896
2021-05-23,46.40804
2021-05-24,58.18965
2021-05-25,52.5862
2021-05-26,47.55747
2021-05-27,42.52873
2021-05-28,40.37356
2021-05-29,32.47126
2021-05-30,49.42528
2021-05-31,49.42528
2021-06-01,43.24712
2021-06-02,41.52298
2021-06-03,44.39655
2021-06-04,45.40229
2021-06-05,32.04022
2021-06-06,38.07471
2021-06-07,44.97126
2021-06-08,36.7816
2021-06-09,43.24712
2021-06-10,38.07471
2021-06-11,38.7931
2021-06-12,28.87931
2021-06-13,39.08045
2021-06-14,45.83333
2021-06-15,44.54022
2021-06-16,43.53448
2021-06-17,42.38505
2021-06-18,36.49425
2021-06-19,24.71264
2021-06-20,40.37356
2021-06-21,42.67241
2021-06-22,41.23563
2021-06-23,33.62068
2021-06-24,43.3908
2021-06-25,33.33333
2021-06-26,31.32183
2021-06-27,34.77011
2021-06-28,39.36781
2021-06-29,38.21839
2021-06-30,42.81609
2021-07-01,38.93678
2021-07-02,31.03448
2021-07-03,38.07471
2021-07-04,44.39655
2021-07-05,51.00574
2021-07-06,48.99425
2021-07-07,39.22413
2021-07-08,36.63793
2021-07-09,31.60919
2021-07-10,34.91379
2021-07-11,44.10919
2021-07-12,40.51724
2021-07-13,44.54022
2021-07-14,38.07471
2021-07-15,34.91379
2021-07-16,29.5977
2021-07-17,28.44827
2021-07-18,42.95977
2021-07-19,35.20114
2021-07-20,30.8908
2021-07-21,44.54022
2021-07-22,37.5
2021-07-23,28.30459
2021-07-24,23.56321
2021-07-25,43.82183
2021-07-26,40.66091
2021-07-27,40.94827
2021-07-28,38.21839
2021-07-29,32.90229
2021-07-30,28.30459
2021-07-31,28.59195
2021-08-01,34.48275
2021-08-02,31.03448
2021-08-03,34.91379
2021-08-04,31.46551
2021-08-05,38.21839
2021-08-06,33.62068
2021-08-07,34.62643
2021-08-08,39.51149
2021-08-09,41.81034
2021-08-10,41.52298
2021-08-11,39.22413
2021-08-12,39.94252
2021-08-13,37.06896
2021-08-14,32.75862
2021-08-15,34.1954
2021-08-16,44.39655
2021-08-17,48.41954
2021-08-18,40.80459
2021-08-19,39.08045
2021-08-20,40.66091
2021-08-21,33.18965
2021-08-22,44.10919
2021-08-23,47.55747
2021-08-24,40.22988
2021-08-25,35.34482
2021-08-26,37.21264
2021-08-27,29.02298
2021-08-28,26.58045
2021-08-29,36.20689
2021-08-30,37.93103
2021-08-31,35.91954
2021-09-01,28.01724
2021-09-02,28.01724
2021-09-03,30.74712
2021-09-04,26.2931
2021-09-05,32.90229
2021-09-06,31.17816
2021-09-07,31.75287
2021-09-08,33.90804
2021-09-09,25.43103
2021-09-10,28.16091
2021-09-11,24.71264
2021-09-12,24.71264
2021-09-13,28.44827
2021-09-14,31.03448
2021-09-15,23.85057
2021-09-16,26.43678
2021-09-17,21.98275
2021-09-18,19.54022
2021-09-19,21.40804
2021-09-20,21.6954
2021-09-21,27.29885
2021-09-22,39.94252
2021-09-23,30.74712
2021-09-24,34.05172
2021-09-25,26.43678
2021-09-26,37.21264
2021-09-27,31.60919
2021-09-28,39.65517
2021-09-29,33.04597
2021-09-30,32.47126
2021-10-01,29.74137
2021-10-02,22.55747
2021-10-03,27.01149
2021-10-04,33.47701
2021-10-05,38.7931
2021-10-06,36.20689
2021-10-07,31.03448
2021-10-08,21.83908
2021-10-09,19.39655
2021-10-10,28.87931
2021-10-11,42.52873
2021-10-12,34.48275
2021-10-13,30.74712
2021-10-14,28.73563
2021-10-15,31.03448
2021-10-16,22.9885
2021-10-17,32.1839
2021-10-18,31.75287
2021-10-19,33.62068
2021-10-20,25.86206
2021-10-21,33.90804
2021-10-22,19.54022
2021-10-23,21.55172
2021-10-24,31.75287
2021-10-25,33.33333
2021-10-26,34.62643
2021-10-27,34.62643
2021-10-28,27.15517
2021-10-29,25.0
2021-10-30,25.0
2021-10-31,25.28735
2021-11-01,30.31609
2021-11-02,31.46551
2021-11-03,34.77011
2021-11-04,30.17241
2021-11-05,26.2931
2021-11-06,7.04022
2021-11-07,10.34482
2021-11-08,21.55172
2021-11-09,26.00574
2021-11-10,28.01724
2021-11-11,25.86206
2021-11-12,22.55747
2021-11-13,21.55172
2021-11-14,29.16666
2021-11-15,34.1954
2021-11-16,33.04597
2021-11-17,28.44827
2021-11-18,29.31034
2021-11-19,23.99425
2021-11-20,18.24712
2021-11-21,26.14942
2021-11-22,32.04022
2021-11-23,29.31034
2021-11-24,25.57471
2021-11-25,27.15517
2021-11-26,22.12643
2021-11-27,22.12643
2021-11-28,29.5977
2021-11-29,32.04022
2021-11-30,34.05172
2021-12-01,28.01724
2021-12-02,25.57471
2021-12-03,23.41954
2021-12-04,18.24712
2021-12-05,28.30459
2021-12-06,26.72413
2021-12-07,29.5977
2021-12-08,22.84482
2021-12-09,25.57471
2021-12-10,25.43103
2021-12-11,23.27586
2021-12-12,29.88505
2021-12-13,26.72413
2021-12-14,26.14942
2021-12-15,26.58045
2021-12-16,21.55172
2021-12-17,19.97126
2021-12-18,20.83333
2021-12-19,26.14942
2021-12-20,32.1839
2021-12-21,30.31609
2021-12-22,27.29885
2021-12-23,26.58045
2021-12-24,20.25862
2021-12-25,20.68965
2021-12-26,30.02873
2021-12-27,32.75862
2021-12-28,36.49425
2021-12-29,31.60919
2021-12-30,33.47701
2021-12-31,22.12643
2022-01-01,24.71264
2022-01-02,42.52873
2022-01-03,42.95977
2022-01-04,35.4885
2022-01-05,33.76436
2022-01-06,31.32183
2022-01-07,30.74712
2022-01-08,26.2931
2022-01-09,41.09195
2022-01-10,37.64367
2022-01-11,34.05172
2022-01-12,30.02873
2022-01-13,35.4885
2022-01-14,29.5977
2022-01-15,29.5977
2022-01-16,38.36206
2022-01-17,41.66666
2022-01-18,32.32758
2022-01-19,40.0862
2022-01-20,36.7816
2022-01-21,34.62643
2022-01-22,28.44827
2022-01-23,41.23563
2022-01-24,39.08045
2022-01-25,46.83908
2022-01-26,37.93103
2022-01-27,35.05747
2022-01-28,29.45402
2022-01-29,25.86206
2022-01-30,27.5862
2022-01-31,32.47126
2022-02-01,38.07471
2022-02-02,46.55172
2022-02-03,48.85057
2022-02-04,42.24137
2022-02-05,34.1954
2022-02-06,42.38505
2022-02-07,39.79885
2022-02-08,36.63793
2022-02-09,33.90804
2022-02-10,35.77586
2022-02-11,32.04022
2022-02-12,24.71264
2022-02-13,34.48275
2022-02-14,37.5
2022-02-15,39.22413
2022-02-16,34.77011
2022-02-17,31.46551
2022-02-18,31.89655
2022-02-19,28.59195
2022-02-20,36.20689
2022-02-21,38.7931
2022-02-22,42.38505
2022-02-23,38.93678
2022-02-24,32.04022
2022-02-25,32.32758
2022-02-26,26.58045
2022-02-27,29.88505
2022-02-28,37.5
2022-03-01,33.04597
2022-03-02,34.91379
2022-03-03,34.91379
2022-03-04,26.72413
2022-03-05,27.87356
2022-03-06,30.02873
2022-03-07,33.90804
2022-03-08,26.72413
2022-03-09,22.55747
2022-03-10,22.70114
2022-03-11,22.84482
2022-03-12,24.13793
2022-03-13,29.5977
2022-03-14,33.04597
2022-03-15,28.87931
2022-03-16,29.02298
2022-03-17,27.5862
2022-03-18,25.86206
2022-03-19,25.0
2022-03-20,32.61494
2022-03-21,32.61494
2022-03-22,24.13793
2022-03-23,31.03448
2022-03-24,29.88505
2022-03-25,25.0
2022-03-26,26.58045
2022-03-27,35.4885
2022-03-28,30.74712
2022-03-29,27.44252
2022-03-30,28.73563
2022-03-31,23.56321
2022-04-01,20.54597
2022-04-02,15.94827
2022-04-03,25.0
2022-04-04,25.57471
2022-04-05,26.2931
2022-04-06,20.68965
2022-04-07,26.2931
2022-04-08,23.99425
2022-04-09,24.42528
2022-04-10,25.28735
2022-04-11,27.44252
2022-04-12,27.87356
2022-04-13,26.72413
2022-04-14,31.32183
2022-04-15,22.41379
2022-04-16,25.43103
2022-04-17,29.02298
2022-04-18,27.29885
2022-04-19,29.31034
2022-04-20,29.02298
2022-04-21,27.5862
2022-04-22,25.71839
2022-04-23,20.97701
2022-04-24,28.16091
2022-04-25,31.46551
2022-04-26,33.90804
2022-04-27,30.60344
2022-04-28,31.17816
2022-04-29,24.42528
2022-04-30,26.00574
2022-05-01,27.44252
2022-05-02,32.32758
2022-05-03,26.43678
2022-05-04,22.41379
2022-05-05,23.41954
2022-05-06,20.68965
2022-05-07,21.83908
2022-05-08,31.60919
2022-05-09,35.63218
2022-05-10,32.61494
2022-05-11,26.58045
2022-05-12,25.14367
2022-05-13,23.41954
2022-05-14,24.56896
2022-05-15,27.29885
2022-05-16,32.61494
2022-05-17,33.47701
2022-05-18,24.42528
2022-05-19,27.87356
2022-05-20,22.55747
2022-05-21,20.40229
2022-05-22,31.60919
2022-05-23,30.45977
2022-05-24,29.88505
2022-05-25,35.4885
2022-05-26,29.5977
2022-05-27,26.72413
2022-05-28,17.95977
2022-05-29,28.44827
2022-05-30,32.32758
2022-05-31,30.17241
2022-06-01,25.28735
2022-06-02,35.05747
2022-06-03,27.15517
2022-06-04,23.13218
2022-06-05,28.16091
2022-06-06,33.76436
2022-06-07,31.17816
2022-06-08,31.32183
2022-06-09,27.29885
2022-06-10,27.44252
2022-06-11,21.83908
2022-06-12,27.44252
2022-06-13,36.06321
2022-06-14,27.15517
2022-06-15,30.8908
2022-06-16,28.30459
2022-06-17,22.84482
2022-06-18,21.26436
2022-06-19,30.02873
2022-06-20,33.33333
2022-06-21,31.32183
2022-06-22,31.60919
2022-06-23,27.01149
2022-06-24,23.70689
2022-06-25,21.12068
2022-06-26,30.60344
2022-06-27,32.32758
2022-06-28,25.71839
2022-06-29,30.02873
2022-06-30,28.16091
2022-07-01,24.56896
2022-07-02,19.97126
2022-07-03,27.15517
2022-07-04,29.5977
2022-07-05,26.58045
2022-07-06,20.68965
2022-07-07,21.55172
2022-07-08,23.27586
2022-07-09,19.97126
2022-07-10,27.44252
2022-07-11,30.45977
2022-07-12,29.74137
2022-07-13,25.28735
2022-07-14,24.42528
2022-07-15,21.6954
2022-07-16,20.11494
2022-07-17,25.86206
2022-07-18,26.86781
2022-07-19,32.1839
2022-07-20,27.87356
2022-07-21,24.85632
2022-07-22,18.82183
2022-07-23,19.10919
2022-07-24,23.85057
2022-07-25,28.87931
2022-07-26,28.44827
2022-07-27,26.72413
2022-07-28,27.29885
2022-07-29,24.13793
2022-07-30,18.53448
2022-07-31,23.56321
2022-08-01,28.73563
2022-08-02,31.03448
2022-08-03,25.0
2022-08-04,27.01149
2022-08-05,23.27586
2022-08-06,22.84482
2022-08-07,30.45977
2022-08-08,34.33908
2022-08-09,23.13218
2022-08-10,29.88505
2022-08-11,32.1839
2022-08-12,26.00574
2022-08-13,23.70689
2022-08-14,24.56896
2022-08-15,36.63793
2022-08-16,39.79885
2022-08-17,37.21264
2022-08-18,34.33908
2022-08-19,35.63218
2022-08-20,27.72988
2022-08-21,31.32183
2022-08-22,40.37356
2022-08-23,31.17816
2022-08-24,31.75287
2022-08-25,35.77586
2022-08-26,30.17241
2022-08-27,24.56896
2022-08-28,11.06321
2022-08-29,25.86206
2022-08-30,33.33333
2022-08-31,31.03448
2022-09-01,26.14942
2022-09-02,23.85057
2022-09-03,19.10919
2022-09-04,26.14942
2022-09-05,29.5977
2022-09-06,23.56321
2022-09-07,22.12643
2022-09-08,16.52298
2022-09-09,11.06321
2022-09-10,19.82758
2022-09-11,27.87356
2022-09-12,29.45402
2022-09-13,35.20114
2022-09-14,33.62068
2022-09-15,32.61494
2022-09-16,28.30459
2022-09-17,23.27586
2022-09-18,26.14942
2022-09-19,34.05172
2022-09-20,30.02873
2022-09-21,25.43103
2022-09-22,27.15517
2022-09-23,22.9885
2022-09-24,17.67241
2022-09-25,24.85632
2022-09-26,26.00574
2022-09-27,28.30459
2022-09-28,27.15517
2022-09-29,30.45977
2022-09-30,17.24137
2022-10-01,10.4885
2022-10-02,13.50574
2022-10-03,18.24712
2022-10-04,18.3908
2022-10-05,13.93678
2022-10-06,14.08045
2022-10-07,13.64942
2022-10-08,10.77586
2022-10-09,12.21264
2022-10-10,15.66091
2022-10-11,16.09195
2022-10-12,18.10344
2022-10-13,18.82183
2022-10-14,13.7931
2022-10-15,10.4885
2022-10-16,16.95402
2022-10-17,18.24712
2022-10-18,14.94252
2022-10-19,17.81609
2022-10-20,17.24137
2022-10-21,11.20689
2022-10-22,10.63218
2022-10-23,12.93103
2022-10-24,12.78735
2022-10-25,16.81034
2022-10-26,19.82758
2022-10-27,14.22413
2022-10-28,12.06896
2022-10-29,9.48275
2022-10-30,10.20114
2022-10-31,12.35632
2022-11-01,12.21264
2022-11-02,12.78735
2022-11-03,12.64367
2022-11-04,11.92528
2022-11-05,10.20114
2022-11-06,11.63793
2022-11-07,14.36781
2022-11-08,15.66091
2022-11-09,14.22413
2022-11-10,13.7931
2022-11-11,14.51149
2022-11-12,9.48275
2022-11-13,10.91954
2022-11-14,15.37356
2022-11-15,15.37356
2022-11-16,17.52873
2022-11-17,14.94252
2022-11-18,13.07471
2022-11-19,9.91379
2022-11-20,15.0862
2022-11-21,11.63793
2022-11-22,14.08045
2022-11-23,10.91954
2022-11-24,12.35632
2022-11-25,12.5
2022-11-26,10.34482
2022-11-27,10.63218
2022-11-28,14.22413
2022-11-29,16.52298
2022-11-30,14.65517
2022-12-01,12.21264
2022-12-02,7.47126
2022-12-03,6.75287
2022-12-04,12.5
2022-12-05,12.5
2022-12-06,13.93678
2022-12-07,11.49425
2022-12-08,12.64367
2022-12-09,13.36206
2022-12-10,15.0862
2022-12-11,11.7816
2022-12-12,15.51724
2022-12-13,13.21839
2022-12-14,12.93103
2022-12-15,14.94252
2022-12-16,12.93103
2022-12-17,9.48275
2022-12-18,14.22413
2022-12-19,12.5
2022-12-20,13.50574
2022-12-21,12.35632
2022-12-22,12.64367
2022-12-23,13.64942
2022-12-24,9.91379
2022-12-25,14.51149
2022-12-26,15.22988
2022-12-27,18.3908
2022-12-28,16.09195
2022-12-29,16.81034
2022-12-30,14.08045
2022-12-31,12.64367
2023-01-01,16.23563
2023-01-02,18.10344
2023-01-03,15.80459
2023-01-04,21.83908
2023-01-05,18.24712
2023-01-06,13.21839
2023-01-07,15.0862
2023-01-08,16.66666
2023-01-09,17.52873
2023-01-10,20.25862
2023-01-11,16.81034
2023-01-12,16.09195
2023-01-13,15.66091
2023-01-14,12.21264
2023-01-15,15.0862
2023-01-16,17.95977
2023-01-17,11.49425
2023-01-18,15.66091
2023-01-19,12.21264
2023-01-20,13.93678
2023-01-21,9.77011
2023-01-22,14.36781
2023-01-23,15.0862
2023-01-24,16.09195
2023-01-25,23.56321
2023-01-26,18.24712
2023-01-27,15.66091
2023-01-28,12.64367
2023-01-29,13.50574
2023-01-30,19.6839
2023-01-31,16.09195
2023-02-01,16.09195
2023-02-02,15.80459
2023-02-03,12.06896
2023-02-04,12.93103
2023-02-05,13.21839
2023-02-06,15.22988
2023-02-07,16.81034
2023-02-08,14.65517
2023-02-09,17.0977
2023-02-10,19.6839
2023-02-11,15.0862
2023-02-12,16.95402
2023-02-13,19.10919
2023-02-14,17.67241
2023-02-15,16.95402
2023-02-16,12.5
2023-02-17,14.36781
2023-02-18,14.51149
2023-02-19,16.52298
2023-02-20,17.0977
2023-02-21,16.66666
2023-02-22,16.23563
2023-02-23,15.37356
2023-02-24,15.0862
2023-02-25,11.35057
2023-02-26,14.08045
2023-02-27,15.37356
2023-02-28,14.79885
2023-03-01,14.08045
2023-03-02,17.0977
2023-03-03,12.93103
2023-03-04,12.5
2023-03-05,14.79885
2023-03-06,18.3908
2023-03-07,19.25287
2023-03-08,16.09195
2023-03-09,13.7931
2023-03-10,13.07471
2023-03-11,9.05172
2023-03-12,12.93103
2023-03-13,14.22413
2023-03-14,14.65517
2023-03-15,15.80459
2023-03-16,14.94252
2023-03-17,9.05172
2023-03-18,11.63793
2023-03-19,12.93103
2023-03-20,18.10344
2023-03-21,15.37356
2023-03-22,12.5
2023-03-23,12.21264
2023-03-24,10.34482
2023-03-25,10.63218
2023-03-26,13.07471
2023-03-27,16.66666
2023-03-28,14.36781
2023-03-29,12.21264
2023-03-30,10.91954
2023-03-31,11.20689
2023-04-01,9.1954
2023-04-02,11.49425
2023-04-03,10.63218
2023-04-04,12.21264
2023-04-05,12.64367
2023-04-06,10.05747
2023-04-07,15.37356
2023-04-08,10.05747
2023-04-09,9.77011
2023-04-10,18.10344
2023-04-11,15.66091
2023-04-12,13.07471
2023-04-13,11.63793
2023-04-14,9.1954
2023-04-15,11.63793
2023-04-16,12.35632
2023-04-17,12.21264
2023-04-18,13.64942
2023-04-19,10.77586
2023-04-20,12.93103
2023-04-21,10.05747
2023-04-22,9.77011
2023-04-23,10.63218
2023-04-24,17.0977
2023-04-25,10.91954
2023-04-26,12.21264
2023-04-27,13.07471
2023-04-28,11.35057
2023-04-29,10.34482
2023-04-30,11.63793
2023-05-01,10.34482
2023-05-02,12.78735
2023-05-03,14.51149
2023-05-04,10.91954
2023-05-05,7.90229
2023-05-06,12.06896
2023-05-07,9.77011
2023-05-08,12.35632
2023-05-09,13.64942
2023-05-10,12.06896
2023-05-11,9.62643
2023-05-12,10.4885
2023-05-13,8.33333
2023-05-14,9.62643
2023-05-15,14.51149
2023-05-16,12.93103
2023-05-17,13.07471
2023-05-18,13.07471
2023-05-19,10.91954
2023-05-20,8.76436
2023-05-21,10.91954
2023-05-22,15.37356
2023-05-23,14.08045
2023-05-24,14.94252
2023-05-25,13.36206
2023-05-26,11.63793
2023-05-27,9.1954
2023-05-28,11.06321
2023-05-29,12.93103
