date,미국주식시간
2021-01-30,56.81496
2021-01-31,10.57581
2021-02-01,41.13026
2021-02-02,26.41015
2021-02-03,22.03072
2021-02-04,18.14562
2021-02-05,19.33466
2021-02-06,16.40614
2021-02-07,6.53306
2021-02-08,22.05477
2021-02-09,39.28657
2021-02-10,47.53507
2021-02-11,75.15564
2021-02-12,40.3527
2021-02-13,22.167
2021-02-14,10.00133
2021-02-15,56.49164
2021-02-16,52.334
2021-02-17,42.48496
2021-02-18,27.21442
2021-02-19,22.65865
2021-02-20,23.74081
2021-02-21,8.02939
2021-02-22,23.20374
2021-02-23,33.71008
2021-02-24,32.95123
2021-02-25,26.37541
2021-02-26,28.01068
2021-02-27,11.36673
2021-02-28,5.39746
2021-03-01,24.02672
2021-03-02,18.51436
2021-03-03,15.32665
2021-03-04,15.83166
2021-03-05,15.21175
2021-03-06,9.83567
2021-03-07,5.03139
2021-03-08,18.3861
2021-03-09,17.99599
2021-03-10,22.62658
2021-03-11,30.39946
2021-03-12,27.49231
2021-03-13,10.79225
2021-03-14,6.88309
2021-03-15,32.25918
2021-03-16,21.84101
2021-03-17,16.43019
2021-03-18,15.55911
2021-03-19,13.55778
2021-03-20,7.10487
2021-03-21,3.56446
2021-03-22,11.38276
2021-03-23,9.42418
2021-03-24,8.99398
2021-03-25,9.85437
2021-03-26,7.51369
2021-03-27,5.24248
2021-03-28,2.6533
2021-03-29,11.40146
2021-03-30,9.38677
2021-03-31,9.04208
2021-04-01,9.9853
2021-04-02,33.86773
2021-04-03,12.72144
2021-04-04,4.49164
2021-04-05,15.18503
2021-04-06,11.07548
2021-04-07,8.74014
2021-04-08,7.47361
2021-04-09,8.04542
2021-04-10,5.05811
2021-04-11,2.59986
2021-04-12,8.17635
2021-04-13,8.57982
2021-04-14,15.56713
2021-04-15,10.35671
2021-04-16,9.7181
2021-04-17,5.33066
2021-04-18,2.53306
2021-04-19,9.04742
2021-04-20,8.1042
2021-04-21,7.74615
2021-04-22,6.61857
2021-04-23,6.4048
2021-04-24,3.76486
2021-04-25,1.66466
2021-04-26,6.72812
2021-04-27,7.00334
2021-04-28,5.79291
2021-04-29,5.32264
2021-04-30,4.25384
2021-05-01,2.70941
2021-05-02,1.18102
2021-05-03,4.79358
2021-05-04,6.00668
2021-05-05,6.3674
2021-05-06,4.79893
2021-05-07,4.26185
2021-05-08,2.45824
2021-05-09,1.30126
2021-05-10,6.04141
2021-05-11,8.8871
2021-05-12,6.82164
2021-05-13,7.55911
2021-05-14,5.36806
2021-05-15,2.73613
2021-05-16,1.42952
2021-05-17,5.89178
2021-05-18,4.36339
2021-05-19,4.52104
2021-05-20,3.94388
2021-05-21,3.91182
2021-05-22,2.1376
2021-05-23,0.96726
2021-05-24,4.6199
2021-05-25,4.72144
2021-05-26,4.24048
2021-05-27,3.96526
2021-05-28,5.37341
2021-05-29,2.80828
2021-05-30,1.34402
2021-05-31,17.09018
2021-06-01,8.81229
2021-06-02,6.52505
2021-06-03,9.97995
2021-06-04,7.26252
2021-06-05,3.78089
2021-06-06,1.48563
2021-06-07,5.88376
2021-06-08,5.66733
2021-06-09,4.97795
2021-06-10,6.01736
2021-06-11,4.63326
2021-06-12,2.39946
2021-06-13,0.93253
2021-06-14,5.42418
2021-06-15,5.02605
2021-06-16,4.53974
2021-06-17,4.38209
2021-06-18,4.36606
2021-06-19,2.28189
2021-06-20,1.07949
2021-06-21,5.30661
2021-06-22,4.41683
2021-06-23,4.7535
2021-06-24,5.07414
2021-06-25,5.23179
2021-06-26,2.97661
2021-06-27,1.29325
2021-06-28,5.47494
2021-06-29,5.11422
2021-06-30,5.15698
2021-07-01,4.93787
2021-07-02,4.32865
2021-07-03,2.74415
2021-07-04,1.4509
2021-07-05,28.4195
2021-07-06,10.85905
2021-07-07,6.16967
2021-07-08,6.17768
2021-07-09,5.11957
2021-07-10,2.8537
2021-07-11,1.32531
2021-07-12,6.25517
2021-07-13,5.39478
2021-07-14,5.05811
2021-07-15,5.0501
2021-07-16,4.75617
2021-07-17,2.77087
2021-07-18,1.18102
2021-07-19,6.01469
2021-07-20,6.45557
2021-07-21,5.23179
2021-07-22,5.12491
2021-07-23,4.33667
2021-07-24,2.54108
2021-07-25,1.10354
2021-07-26,4.78289
2021-07-27,4.45424
2021-07-28,4.56379
2021-07-29,4.27788
2021-07-30,4.33934
2021-07-31,2.18036
2021-08-01,1.02338
2021-08-02,4.08016
2021-08-03,3.85303
2021-08-04,4.37675
2021-08-05,4.78824
2021-08-06,4.45424
2021-08-07,2.35938
2021-08-08,1.36272
2021-08-09,4.76953
2021-08-10,5.00467
2021-08-11,5.36806
2021-08-12,4.90046
2021-08-13,4.91115
2021-08-14,2.59185
2021-08-15,1.42952
2021-08-16,5.81963
2021-08-17,5.63527
2021-08-18,4.91917
2021-08-19,5.24782
2021-08-20,3.95724
2021-08-21,2.32464
2021-08-22,1.28256
2021-08-23,5.76887
2021-08-24,5.86506
2021-08-25,5.65931
2021-08-26,4.83901
2021-08-27,4.25651
2021-08-28,3.13426
2021-08-29,1.67535
2021-08-30,5.87842
2021-08-31,6.11088
2021-09-01,5.88911
2021-09-02,5.63527
2021-09-03,4.98062
2021-09-04,2.96325
2021-09-05,1.66466
2021-09-06,26.51703
2021-09-07,13.28523
2021-09-08,6.99799
2021-09-09,5.19706
2021-09-10,5.25851
2021-09-11,3.45758
2021-09-12,1.58984
2021-09-13,6.10287
2021-09-14,4.99398
2021-09-15,4.60387
2021-09-16,4.68937
2021-09-17,4.97795
2021-09-18,3.84235
2021-09-19,1.52037
2021-09-20,5.82765
2021-09-21,7.34535
2021-09-22,6.59986
2021-09-23,6.57314
2021-09-24,6.24448
2021-09-25,3.85303
2021-09-26,1.84635
2021-09-27,7.17167
2021-09-28,7.01937
2021-09-29,9.20774
2021-09-30,6.3193
2021-10-01,6.10554
2021-10-02,3.42551
2021-10-03,1.59519
2021-10-04,7.37742
2021-10-05,7.6179
2021-10-06,6.77354
2021-10-07,6.16967
2021-10-08,4.81763
2021-10-09,2.36472
2021-10-10,1.51503
2021-10-11,5.2879
2021-10-12,4.93253
2021-10-13,4.64929
2021-10-14,5.05277
2021-10-15,5.00734
2021-10-16,2.67468
2021-10-17,1.34936
2021-10-18,5.52839
2021-10-19,5.80627
2021-10-20,5.30394
2021-10-21,4.86305
2021-10-22,5.93987
2021-10-23,3.38276
2021-10-24,1.60587
2021-10-25,8.09352
2021-10-26,9.52571
2021-10-27,6.87775
2021-10-28,6.37274
2021-10-29,11.92518
2021-10-30,6.55711
2021-10-31,4.22444
2021-11-01,15.77555
2021-11-02,15.11022
2021-11-03,11.30527
2021-11-04,13.20507
2021-11-05,12.92718
2021-11-06,7.93587
2021-11-07,4.35537
2021-11-08,45.11155
2021-11-09,19.9706
2021-11-10,16.28857
2021-11-11,14.48496
2021-11-12,14.09752
2021-11-13,6.80828
2021-11-14,3.63393
2021-11-15,17.38142
2021-11-16,16.77221
2021-11-17,18.14829
2021-11-18,14.96325
2021-11-19,14.76553
2021-11-20,8.7535
2021-11-21,4.27254
2021-11-22,18.75484
2021-11-23,14.75217
2021-11-24,12.47828
2021-11-25,26.73613
2021-11-26,21.36806
2021-11-27,10.5865
2021-11-28,3.92518
2021-11-29,15.38009
2021-11-30,13.16232
2021-12-01,12.34201
2021-12-02,13.78223
2021-12-03,9.06613
2021-12-04,7.43353
2021-12-05,2.90447
2021-12-06,11.55644
2021-12-07,11.65531
2021-12-08,10.89913
2021-12-09,9.66466
2021-12-10,10.3006
2021-12-11,4.67067
2021-12-12,2.48764
2021-12-13,8.31796
2021-12-14,10.0521
2021-12-15,9.00734
2021-12-16,9.08216
2021-12-17,8.91115
2021-12-18,4.56646
2021-12-19,2.35671
2021-12-20,8.97261
2021-12-21,9.85704
2021-12-22,8.21643
2021-12-23,7.29191
2021-12-24,15.08884
2021-12-25,3.95457
2021-12-26,2.0708
2021-12-27,8.29926
2021-12-28,9.09018
2021-12-29,7.87441
2021-12-30,5.7849
2021-12-31,5.13026
2022-01-01,2.39679
2022-01-02,2.04408
2022-01-03,8.26185
2022-01-04,8.01603
2022-01-05,7.34535
2022-01-06,13.81696
2022-01-07,9.31462
2022-01-08,5.38677
2022-01-09,3.00601
2022-01-10,8.49164
2022-01-11,7.0167
2022-01-12,6.28189
2022-01-13,5.1169
2022-01-14,7.04342
2022-01-15,4.38476
2022-01-16,1.97194
2022-01-17,11.44689
2022-01-18,7.39879
2022-01-19,5.18904
2022-01-20,6.84034
2022-01-21,9.14896
2022-01-22,6.22845
2022-01-23,3.25718
2022-01-24,12.06947
2022-01-25,12.24582
2022-01-26,11.85303
2022-01-27,10.07348
2022-01-28,10.70407
2022-01-29,7.66065
2022-01-30,2.62391
2022-01-31,7.37474
2022-02-01,8.91649
2022-02-02,9.74749
2022-02-03,12.06412
2022-02-04,11.56179
2022-02-05,5.3173
2022-02-06,2.95257
2022-02-07,8.11756
2022-02-08,5.81162
2022-02-09,5.91315
2022-02-10,7.55911
2022-02-11,6.1189
2022-02-12,5.65397
2022-02-13,2.52237
2022-02-14,7.80227
2022-02-15,6.66666
2022-02-16,7.07548
2022-02-17,6.74415
2022-02-18,9.25851
2022-02-19,6.44488
2022-02-20,2.34068
2022-02-21,12.29926
2022-02-22,8.67067
2022-02-23,4.96192
2022-02-24,15.97862
2022-02-25,12.71342
2022-02-26,5.23179
2022-02-27,2.22578
2022-02-28,7.07815
2022-03-01,7.37742
2022-03-02,5.80093
2022-03-03,5.12224
2022-03-04,5.10888
2022-03-05,3.63126
2022-03-06,1.80627
2022-03-07,6.40213
2022-03-08,6.65063
2022-03-09,4.45424
2022-03-10,5.64061
2022-03-11,5.0501
2022-03-12,3.40681
2022-03-13,1.76085
2022-03-14,14.23112
2022-03-15,14.14295
2022-03-16,12.99933
2022-03-17,11.65263
2022-03-18,8.83099
2022-03-19,6.1189
2022-03-20,2.86706
2022-03-21,8.85237
2022-03-22,7.96526
2022-03-23,10.02271
2022-03-24,9.07414
2022-03-25,8.57982
2022-03-26,4.56379
2022-03-27,2.32732
2022-03-28,7.04074
2022-03-29,8.95657
2022-03-30,10.06279
2022-03-31,7.60454
2022-04-01,7.09151
2022-04-02,3.81295
2022-04-03,1.47227
2022-04-04,5.54709
2022-04-05,6.61589
2022-04-06,8.51569
2022-04-07,8.56646
2022-04-08,6.28189
2022-04-09,3.6179
2022-04-10,1.90781
2022-04-11,5.73146
2022-04-12,6.78156
2022-04-13,6.12692
2022-04-14,4.69205
2022-04-15,15.3213
2022-04-16,5.14362
2022-04-17,2.25784
2022-04-18,5.69138
2022-04-19,5.53106
2022-04-20,6.71476
2022-04-21,8.03206
2022-04-22,7.29191
2022-04-23,5.22912
2022-04-24,2.3861
2022-04-25,5.97461
2022-04-26,5.49098
2022-04-27,10.54909
2022-04-28,6.72277
2022-04-29,7.11289
2022-04-30,5.22912
2022-05-01,2.19104
2022-05-02,5.0688
2022-05-03,4.89512
2022-05-04,4.16032
2022-05-05,5.2024
2022-05-06,7.04342
2022-05-07,3.14495
2022-05-08,2.06279
2022-05-09,4.48096
2022-05-10,10.55177
2022-05-11,6.41816
2022-05-12,7.1503
2022-05-13,5.53907
2022-05-14,2.99265
2022-05-15,1.57114
2022-05-16,4.39545
2022-05-17,4.58784
2022-05-18,4.43553
2022-05-19,6.3674
2022-05-20,4.65998
2022-05-21,4.2191
2022-05-22,1.88911
2022-05-23,4.30193
2022-05-24,4.31796
2022-05-25,4.18436
2022-05-26,3.25718
2022-05-27,3.63927
2022-05-28,2.83233
2022-05-29,1.27722
2022-05-30,11.62057
2022-05-31,5.14094
2022-06-01,2.52237
2022-06-02,2.53841
2022-06-03,3.10487
2022-06-04,1.83299
2022-06-05,0.70808
2022-06-06,2.55711
2022-06-07,2.68804
2022-06-08,2.32197
2022-06-09,2.16967
2022-06-10,3.01135
2022-06-11,2.02805
2022-06-12,0.82832
2022-06-13,4.48096
2022-06-14,5.0501
2022-06-15,3.44154
2022-06-16,3.77287
2022-06-17,3.36406
2022-06-18,1.47762
2022-06-19,0.73747
2022-06-20,4.32331
2022-06-21,2.83233
2022-06-22,2.33266
2022-06-23,2.19639
2022-06-24,1.91315
2022-06-25,1.36539
2022-06-26,0.65464
2022-06-27,2.68269
2022-06-28,2.338
2022-06-29,2.30594
2022-06-30,1.70741
2022-07-01,1.73947
2022-07-02,1.03941
2022-07-03,0.37408
2022-07-04,3.62859
2022-07-05,2.48764
2022-07-06,2.004
2022-07-07,1.64328
2022-07-08,1.79291
2022-07-09,1.2211
2022-07-10,0.43019
2022-07-11,1.66199
2022-07-12,1.54709
2022-07-13,2.05477
2022-07-14,1.49632
2022-07-15,1.57381
2022-07-16,0.86305
2022-07-17,0.334
2022-07-18,2.32732
2022-07-19,1.84635
2022-07-20,2.55978
2022-07-21,2.41549
2022-07-22,2.42084
2022-07-23,1.14362
2022-07-24,0.46225
2022-07-25,1.92919
2022-07-26,2.02271
2022-07-27,2.04943
2022-07-28,2.47428
2022-07-29,2.9205
2022-07-30,1.72611
2022-07-31,0.61723
2022-08-01,2.63193
2022-08-02,2.45023
2022-08-03,2.62391
2022-08-04,3.01402
2022-08-05,2.70941
2022-08-06,1.41082
2022-08-07,0.6199
2022-08-08,2.75484
2022-08-09,2.6346
2022-08-10,2.99799
2022-08-11,3.39078
2022-08-12,2.49298
2022-08-13,1.93987
2022-08-14,0.82832
2022-08-15,2.93386
2022-08-16,3.32932
2022-08-17,2.87775
2022-08-18,2.4529
2022-08-19,2.17234
2022-08-20,1.47227
2022-08-21,0.63861
2022-08-22,2.35136
2022-08-23,2.34335
2022-08-24,1.88376
2022-08-25,2.43954
2022-08-26,2.08951
2022-08-27,1.88376
2022-08-28,0.70006
2022-08-29,2.77621
2022-08-30,2.41549
2022-08-31,2.31396
2022-09-01,2.08416
2022-09-02,2.20173
2022-09-03,1.27187
2022-09-04,0.57181
2022-09-05,5.33333
2022-09-06,2.65597
2022-09-07,1.72344
2022-09-08,1.81162
2022-09-09,1.66733
2022-09-10,1.46426
2022-09-11,0.6199
2022-09-12,1.92919
2022-09-13,3.99732
2022-09-14,3.85571
2022-09-15,2.45557
2022-09-16,2.28991
2022-09-17,1.16766
2022-09-18,0.59853
2022-09-19,1.9853
2022-09-20,2.14562
2022-09-21,2.12424
2022-09-22,2.81629
2022-09-23,2.13226
2022-09-24,1.30661
2022-09-25,0.51569
2022-09-26,2.37274
2022-09-27,2.26853
2022-09-28,2.03607
2022-09-29,2.26853
2022-09-30,1.90247
2022-10-01,0.76686
2022-10-02,0.24582
2022-10-03,1.43486
2022-10-04,1.85437
2022-10-05,1.76085
2022-10-06,1.37875
2022-10-07,1.27989
2022-10-08,0.89512
2022-10-09,0.43019
2022-10-10,1.2879
2022-10-11,1.48563
2022-10-12,1.23714
2022-10-13,1.50968
2022-10-14,1.48296
2022-10-15,0.88443
2022-10-16,0.29926
2022-10-17,1.39746
2022-10-18,1.90514
2022-10-19,1.50968
2022-10-20,1.38142
2022-10-21,1.27187
2022-10-22,0.64395
2022-10-23,0.23513
2022-10-24,1.50167
2022-10-25,1.67802
2022-10-26,1.9185
2022-10-27,1.79024
2022-10-28,1.75016
2022-10-29,1.00734
2022-10-30,0.44622
2022-10-31,2.34068
2022-11-01,2.65597
2022-11-02,2.20975
2022-11-03,2.75751
2022-11-04,2.21242
2022-11-05,1.27454
2022-11-06,0.64662
2022-11-07,15.5698
2022-11-08,8.05344
2022-11-09,5.75818
2022-11-10,6.83233
2022-11-11,7.7702
2022-11-12,2.32732
2022-11-13,0.98329
2022-11-14,5.36272
2022-11-15,4.9352
2022-11-16,3.85303
2022-11-17,3.07548
2022-11-18,2.42084
2022-11-19,1.11957
2022-11-20,0.56379
2022-11-21,2.42885
2022-11-22,2.54909
2022-11-23,2.41549
2022-11-24,5.19973
2022-11-25,4.23513
2022-11-26,1.1543
2022-11-27,0.32064
2022-11-28,1.5364
2022-11-29,1.86239
2022-11-30,1.77955
2022-12-01,2.74415
2022-12-02,1.75283
2022-12-03,0.63593
2022-12-04,0.34736
2022-12-05,1.72077
2022-12-06,2.06012
2022-12-07,1.97728
2022-12-08,1.65397
2022-12-09,1.65397
2022-12-10,0.92985
2022-12-11,0.35537
2022-12-12,1.68336
2022-12-13,2.88042
2022-12-14,2.49031
2022-12-15,2.01736
2022-12-16,2.16967
2022-12-17,1.09552
2022-12-18,0.44088
2022-12-19,1.76352
2022-12-20,2.2338
2022-12-21,2.21776
2022-12-22,1.72611
2022-12-23,2.47428
2022-12-24,1.12491
2022-12-25,0.49164
2022-12-26,3.77555
2022-12-27,3.60721
2022-12-28,2.88042
2022-12-29,2.18036
2022-12-30,1.89712
2022-12-31,0.83099
2023-01-01,0.37942
2023-01-02,2.85637
2023-01-03,2.76285
2023-01-04,2.68537
2023-01-05,2.17234
2023-01-06,2.02538
2023-01-07,1.20507
2023-01-08,0.51035
2023-01-09,2.68537
2023-01-10,2.41816
2023-01-11,2.15631
2023-01-12,3.04074
2023-01-13,2.45557
2023-01-14,1.40013
2023-01-15,0.668
2023-01-16,3.82631
2023-01-17,3.34268
2023-01-18,2.53841
2023-01-19,1.7368
2023-01-20,1.68871
2023-01-21,1.26386
2023-01-22,0.63059
2023-01-23,1.74482
2023-01-24,3.22244
2023-01-25,3.0835
2023-01-26,3.64996
2023-01-27,3.26786
2023-01-28,3.38543
2023-01-29,1.10354
2023-01-30,4.74816
2023-01-31,3.40948
2023-02-01,3.47094
2023-02-02,5.05811
2023-02-03,5.49632
2023-02-04,2.37541
2023-02-05,0.87107
2023-02-06,3.81028
2023-02-07,3.59919
2023-02-08,3.71676
2023-02-09,3.92518
2023-02-10,3.51369
2023-02-11,1.50701
2023-02-12,0.80961
2023-02-13,3.55377
2023-02-14,4.01336
2023-02-15,3.62324
2023-02-16,3.91449
2023-02-17,2.67468
2023-02-18,1.50434
2023-02-19,0.6867
2023-02-20,5.62725
2023-02-21,4.80961
2023-02-22,3.13426
2023-02-23,2.8537
2023-02-24,2.33266
2023-02-25,1.09018
2023-02-26,0.59318
2023-02-27,2.15096
2023-02-28,2.32999
2023-03-01,2.91516
2023-03-02,2.77354
2023-03-03,2.10821
2023-03-04,1.30928
2023-03-05,0.77755
2023-03-06,3.98129
2023-03-07,2.76553
2023-03-08,2.61322
2023-03-09,2.14562
2023-03-10,2.53841
2023-03-11,1.24782
2023-03-12,0.79625
2023-03-13,6.36205
2023-03-14,4.97795
2023-03-15,3.92785
2023-03-16,2.77354
2023-03-17,3.6847
2023-03-18,1.51503
2023-03-19,0.72678
2023-03-20,3.20908
2023-03-21,3.1209
2023-03-22,3.4549
2023-03-23,3.69539
2023-03-24,2.74415
2023-03-25,1.21576
2023-03-26,0.57715
2023-03-27,2.71743
2023-03-28,2.3861
2023-03-29,2.04141
2023-03-30,2.32999
2023-03-31,2.02271
2023-04-01,1.3173
2023-04-02,0.68136
2023-04-03,3.20106
2023-04-04,2.93653
2023-04-05,2.51703
2023-04-06,2.24448
2023-04-07,5.05811
2023-04-08,1.48563
2023-04-09,0.62257
2023-04-10,2.78957
2023-04-11,2.67735
2023-04-12,2.45824
2023-04-13,1.97728
2023-04-14,2.48229
2023-04-15,1.43754
2023-04-16,0.60387
2023-04-17,2.65063
2023-04-18,2.85103
2023-04-19,2.39679
2023-04-20,2.83767
2023-04-21,2.5197
2023-04-22,1.02605
2023-04-23,0.6012
2023-04-24,2.00133
2023-04-25,2.22044
2023-04-26,2.40213
2023-04-27,2.26586
2023-04-28,2.44756
2023-04-29,1.83299
2023-04-30,0.65197
2023-05-01,2.68269
2023-05-02,2.41282
2023-05-03,2.04943
2023-05-04,2.11623
2023-05-05,2.09752
2023-05-06,1.64595
2023-05-07,0.78557
2023-05-08,2.52237
2023-05-09,2.42084
2023-05-10,2.34602
2023-05-11,2.501
2023-05-12,2.26586
2023-05-13,1.04742
2023-05-14,0.44622
2023-05-15,1.84903
2023-05-16,1.95323
2023-05-17,2.03874
2023-05-18,2.61857
2023-05-19,2.61589
2023-05-20,1.23446
2023-05-21,0.57181
2023-05-22,2.35136
2023-05-23,2.97394
2023-05-24,2.28456
2023-05-25,5.21309
2023-05-26,3.35871
2023-05-27,2.09485
2023-05-28,0.88977
2023-05-29,8.00801
