date,연금저축세액공제
2023-05-30,13.64678
2023-05-31,13.70412
2023-06-01,12.67201
2023-06-02,9.97706
2023-06-03,5.27522
2023-06-04,6.93807
2023-06-05,9.11697
2023-06-06,7.22477
2023-06-07,9.86238
2023-06-08,10.89449
2023-06-09,8.83027
2023-06-10,5.33256
2023-06-11,4.98853
2023-06-12,10.09174
2023-06-13,10.43577
2023-06-14,11.29587
2023-06-15,11.81192
2023-06-16,7.97018
2023-06-17,5.27522
2023-06-18,5.16055
2023-06-19,9.69036
2023-06-20,10.77981
2023-06-21,12.27064
2023-06-22,9.91972
2023-06-23,11.81192
2023-06-24,6.65137
2023-06-25,7.74082
2023-06-26,11.86926
2023-06-27,11.46788
2023-06-28,12.67201
2023-06-29,8.71559
2023-06-30,9.51834
2023-07-01,5.50458
2023-07-02,6.47935
2023-07-03,9.80504
2023-07-04,11.58256
2023-07-05,9.11697
2023-07-06,9.40366
2023-07-07,8.08486
2023-07-08,4.98853
2023-07-09,5.6766
2023-07-10,9.34633
2023-07-11,8.48623
2023-07-12,10.0344
2023-07-13,8.60091
2023-07-14,8.65825
2023-07-15,4.64449
2023-07-16,5.44724
2023-07-17,6.76605
2023-07-18,8.48623
2023-07-19,10.95183
2023-07-20,9.11697
2023-07-21,9.7477
2023-07-22,3.95642
2023-07-23,6.70871
2023-07-24,10.89449
2023-07-25,11.75458
2023-07-26,10.49311
2023-07-27,11.12385
2023-07-28,9.69036
2023-07-29,6.42201
2023-07-30,4.93119
2023-07-31,8.54357
2023-08-01,9.80504
2023-08-02,9.86238
2023-08-03,8.71559
2023-08-04,9.00229
2023-08-05,5.50458
2023-08-06,4.98853
2023-08-07,10.55045
2023-08-08,8.42889
2023-08-09,8.83027
2023-08-10,8.54357
2023-08-11,7.51146
2023-08-12,6.30733
2023-08-13,4.93119
2023-08-14,7.97018
2023-08-15,7.51146
2023-08-16,11.18119
2023-08-17,12.55733
2023-08-18,10.26376
2023-08-19,7.45412
2023-08-20,6.53669
2023-08-21,11.98394
2023-08-22,11.00917
2023-08-23,13.13073
2023-08-24,11.69724
2023-08-25,11.46788
2023-08-26,7.33944
2023-08-27,7.97018
2023-08-28,11.41055
2023-08-29,10.55045
2023-08-30,9.63302
2023-08-31,11.12385
2023-09-01,10.55045
2023-09-02,5.73394
2023-09-03,6.19266
2023-09-04,10.60779
2023-09-05,10.20642
2023-09-06,10.43577
2023-09-07,8.48623
2023-09-08,9.86238
2023-09-09,6.47935
2023-09-10,7.74082
2023-09-11,11.35321
2023-09-12,10.49311
2023-09-13,9.57568
2023-09-14,8.83027
2023-09-15,10.43577
2023-09-16,5.61926
2023-09-17,6.93807
2023-09-18,8.77293
2023-09-19,9.17431
2023-09-20,11.06651
2023-09-21,10.89449
2023-09-22,9.86238
2023-09-23,4.81651
2023-09-24,5.9633
2023-09-25,12.44266
2023-09-26,9.23165
2023-09-27,8.42889
2023-09-28,5.04587
2023-09-29,5.10321
2023-09-30,5.3899
2023-10-01,4.87385
2023-10-02,7.16743
2023-10-03,7.97018
2023-10-04,11.6399
2023-10-05,10.66513
2023-10-06,10.95183
2023-10-07,6.42201
2023-10-08,12.04128
2023-10-09,9.57568
2023-10-10,14.85091
2023-10-11,13.24541
2023-10-12,12.38532
2023-10-13,10.3211
2023-10-14,5.3899
2023-10-15,5.90596
2023-10-16,11.52522
2023-10-17,13.41743
2023-10-18,11.18119
2023-10-19,10.14908
2023-10-20,12.32798
2023-10-21,6.36467
2023-10-22,7.39678
2023-10-23,11.58256
2023-10-24,16.74311
2023-10-25,17.14449
2023-10-26,14.67889
2023-10-27,11.98394
2023-10-28,6.88073
2023-10-29,7.74082
2023-10-30,13.36009
2023-10-31,14.79357
2023-11-01,15.48165
2023-11-02,18.52064
2023-11-03,19.09403
2023-11-04,10.95183
2023-11-05,8.54357
2023-11-06,15.19495
2023-11-07,16.91513
2023-11-08,15.48165
2023-11-09,13.30275
2023-11-10,13.87614
2023-11-11,8.25688
2023-11-12,9.80504
2023-11-13,15.19495
2023-11-14,17.02981
2023-11-15,19.61009
2023-11-16,20.6422
2023-11-17,16.11238
2023-11-18,8.60091
2023-11-19,15.02293
2023-11-20,21.961
2023-11-21,22.47706
2023-11-22,23.45183
2023-11-23,22.01834
2023-11-24,22.01834
2023-11-25,11.12385
2023-11-26,14.50688
2023-11-27,23.62385
2023-11-28,24.36926
2023-11-29,28.38302
2023-11-30,26.08944
2023-12-01,25.63073
2023-12-02,17.14449
2023-12-03,21.10091
2023-12-04,29.75917
2023-12-05,37.04128
2023-12-06,35.20642
2023-12-07,31.02064
2023-12-08,30.79128
2023-12-09,18.1766
2023-12-10,20.12614
2023-12-11,32.91284
2023-12-12,38.53211
2023-12-13,35.49311
2023-12-14,33.83027
2023-12-15,33.60091
2023-12-16,20.81422
2023-12-17,20.75688
2023-12-18,37.2133
2023-12-19,41.51376
2023-12-20,49.36926
2023-12-21,53.26834
2023-12-22,58.42889
2023-12-23,31.82339
2023-12-24,29.18577
2023-12-25,37.95871
2023-12-26,86.52522
2023-12-27,92.54587
2023-12-28,97.30504
2023-12-29,100.0
2023-12-30,38.07339
2023-12-31,43.69266
2024-01-01,15.53899
2024-01-02,24.1399
2024-01-03,19.83944
2024-01-04,17.08715
2024-01-05,16.5711
2024-01-06,11.18119
2024-01-07,12.95871
2024-01-08,16.80045
2024-01-09,18.69266
2024-01-10,18.23394
2024-01-11,18.40596
2024-01-12,15.88302
2024-01-13,12.5
2024-01-14,13.76146
2024-01-15,52.00688
2024-01-16,55.21788
2024-01-17,51.83486
2024-01-18,53.09633
2024-01-19,51.49082
2024-01-20,31.99541
2024-01-21,30.33256
2024-01-22,95.24082
2024-01-23,84.57568
2024-01-24,77.92431
2024-01-25,69.20871
2024-01-26,53.38302
2024-01-27,32.8555
2024-01-28,27.75229
2024-01-29,46.73165
2024-01-30,46.38761
2024-01-31,38.99082
2024-02-01,35.09174
2024-02-02,27.35091
2024-02-03,16.51376
2024-02-04,18.75
2024-02-05,31.36467
2024-02-06,31.76605
2024-02-07,30.6766
2024-02-08,25.0
2024-02-09,16.62844
2024-02-10,14.85091
2024-02-11,15.53899
2024-02-12,16.91513
2024-02-13,34.28899
2024-02-14,34.28899
2024-02-15,36.81192
2024-02-16,34.23165
2024-02-17,18.23394
2024-02-18,16.80045
2024-02-19,31.76605
2024-02-20,34.86238
2024-02-21,39.90825
2024-02-22,33.1422
2024-02-23,35.0344
2024-02-24,18.34862
2024-02-25,19.49541
2024-02-26,30.16055
2024-02-27,23.39449
2024-02-28,22.99311
2024-02-29,23.33715
2024-03-01,13.8188
2024-03-02,12.78669
2024-03-03,12.95871
2024-03-04,21.04357
2024-03-05,22.01834
2024-03-06,19.43807
2024-03-07,18.75
2024-03-08,19.43807
2024-03-09,11.86926
2024-03-10,12.15596
2024-03-11,15.36697
2024-03-12,18.23394
2024-03-13,14.16284
2024-03-14,14.27752
2024-03-15,12.32798
2024-03-16,8.48623
2024-03-17,9.461
2024-03-18,11.41055
2024-03-19,13.30275
2024-03-20,15.9977
