date,프로그래밍
2020-10-12,51.93687
2020-10-13,51.36298
2020-10-14,48.06312
2020-10-15,54.08895
2020-10-16,44.61979
2020-10-17,29.12482
2020-10-18,36.8723
2020-10-19,47.63271
2020-10-20,42.61119
2020-10-21,50.50215
2020-10-22,50.2152
2020-10-23,49.35437
2020-10-24,28.26398
2020-10-25,33.57245
2020-10-26,50.2152
2020-10-27,47.77618
2020-10-28,52.7977
2020-10-29,53.51506
2020-10-30,45.48063
2020-10-31,27.54662
2020-11-01,39.88522
2020-11-02,57.53228
2020-11-03,55.81061
2020-11-04,57.96269
2020-11-05,51.21951
2020-11-06,43.90243
2020-11-07,28.98134
2020-11-08,40.17216
2020-11-09,52.94117
2020-11-10,49.06743
2020-11-11,50.2152
2020-11-12,54.66284
2020-11-13,48.35007
2020-11-14,30.27259
2020-11-15,38.73744
2020-11-16,56.67144
2020-11-17,53.08464
2020-11-18,55.52367
2020-11-19,51.36298
2020-11-20,45.33715
2020-11-21,35.29411
2020-11-22,38.16355
2020-11-23,54.94978
2020-11-24,54.23242
2020-11-25,47.05882
2020-11-26,41.89383
2020-11-27,43.61549
2020-11-28,26.97274
2020-11-29,37.58967
2020-11-30,53.94548
2020-12-01,46.77187
2020-12-02,48.92395
2020-12-03,42.61119
2020-12-04,50.2152
2020-12-05,35.29411
2020-12-06,44.18938
2020-12-07,56.81492
2020-12-08,55.23672
2020-12-09,59.54088
2020-12-10,53.94548
2020-12-11,50.64562
2020-12-12,33.14203
2020-12-13,38.88091
2020-12-14,65.56671
2020-12-15,52.65423
2020-12-16,61.69296
2020-12-17,52.08034
2020-12-18,56.3845
2020-12-19,31.70731
2020-12-20,32.2812
2020-12-21,53.08464
2020-12-22,54.80631
2020-12-23,45.91104
2020-12-24,47.34576
2020-12-25,24.53371
2020-12-26,31.99426
2020-12-27,37.01578
2020-12-28,56.52797
2020-12-29,53.37159
2020-12-30,55.09325
2020-12-31,46.77187
2021-01-01,27.83357
2021-01-02,35.58106
2021-01-03,37.87661
2021-01-04,56.95839
2021-01-05,49.35437
2021-01-06,47.77618
2021-01-07,45.6241
2021-01-08,40.17216
2021-01-09,24.67718
2021-01-10,30.55954
2021-01-11,39.59827
2021-01-12,40.60258
2021-01-13,40.45911
2021-01-14,41.03299
2021-01-15,36.44189
2021-01-16,30.12912
2021-01-17,27.6901
2021-01-18,42.46771
2021-01-19,38.73744
2021-01-20,39.02439
2021-01-21,35.29411
2021-01-22,37.15925
2021-01-23,30.98995
2021-01-24,29.84218
2021-01-25,34.8637
2021-01-26,40.31563
2021-01-27,33.57245
2021-01-28,35.868
2021-01-29,37.30272
2021-01-30,27.83357
2021-01-31,26.25538
2021-02-01,43.32855
2021-02-02,45.91104
2021-02-03,49.35437
2021-02-04,42.0373
2021-02-05,32.85509
2021-02-06,25.68149
2021-02-07,29.12482
2021-02-08,32.85509
2021-02-09,34.00286
2021-02-10,31.56384
2021-02-11,24.10329
2021-02-12,24.10329
2021-02-13,22.5251
2021-02-14,29.6987
2021-02-15,40.17216
2021-02-16,36.8723
2021-02-17,37.30272
2021-02-18,38.88091
2021-02-19,31.99426
2021-02-20,26.68579
2021-02-21,28.40746
2021-02-22,42.18077
2021-02-23,37.15925
2021-02-24,41.60688
2021-02-25,44.61979
2021-02-26,45.48063
2021-02-27,31.99426
2021-02-28,33.14203
2021-03-01,48.49354
2021-03-02,93.40028
2021-03-03,98.4218
2021-03-04,100.0
2021-03-05,84.21807
2021-03-06,45.76757
2021-03-07,56.52797
2021-03-08,90.10043
2021-03-09,88.52223
2021-03-10,84.21807
2021-03-11,83.35724
2021-03-12,75.32281
2021-03-13,42.32424
2021-03-14,58.53658
2021-03-15,84.0746
2021-03-16,80.77474
2021-03-17,73.45767
2021-03-18,77.76183
2021-03-19,72.45337
2021-03-20,39.16786
2021-03-21,44.76327
2021-03-22,73.17073
2021-03-23,58.82352
2021-03-24,59.9713
2021-03-25,61.83644
2021-03-26,68.86657
2021-03-27,40.31563
2021-03-28,44.90674
2021-03-29,70.15781
2021-03-30,64.99282
2021-03-31,66.1406
2021-04-01,55.95408
2021-04-02,61.54949
2021-04-03,36.01147
2021-04-04,43.18507
2021-04-05,55.09325
2021-04-06,53.37159
2021-04-07,62.98421
2021-04-08,51.7934
2021-04-09,56.52797
2021-04-10,40.74605
2021-04-11,38.73744
2021-04-12,59.68436
2021-04-13,59.39741
2021-04-14,51.7934
2021-04-15,56.09756
2021-04-16,46.77187
2021-04-17,37.15925
2021-04-18,37.01578
2021-04-19,53.94548
2021-04-20,60.9756
2021-04-21,58.10616
2021-04-22,58.39311
2021-04-23,49.35437
2021-04-24,31.2769
2021-04-25,34.72022
2021-04-26,47.77618
2021-04-27,45.91104
2021-04-28,40.17216
2021-04-29,48.49354
2021-04-30,42.0373
2021-05-01,28.40746
2021-05-02,28.26398
2021-05-03,47.63271
2021-05-04,42.89813
2021-05-05,30.27259
2021-05-06,47.34576
2021-05-07,44.47632
2021-05-08,32.42467
2021-05-09,32.56814
2021-05-10,60.54519
2021-05-11,59.54088
2021-05-12,67.28837
2021-05-13,54.80631
2021-05-14,48.06312
2021-05-15,31.85078
2021-05-16,38.30703
2021-05-17,62.26685
2021-05-18,54.80631
2021-05-19,37.87661
2021-05-20,63.12769
2021-05-21,51.64992
2021-05-22,28.83787
2021-05-23,36.8723
2021-05-24,59.25394
2021-05-25,52.08034
2021-05-26,56.24103
2021-05-27,50.2152
2021-05-28,51.7934
2021-05-29,32.13773
2021-05-30,37.73314
2021-05-31,60.68866
2021-06-01,62.98421
2021-06-02,49.92826
2021-06-03,47.20229
2021-06-04,51.64992
2021-06-05,34.14634
2021-06-06,41.03299
2021-06-07,62.12338
2021-06-08,56.67144
2021-06-09,61.11908
2021-06-10,56.3845
2021-06-11,63.5581
2021-06-12,41.75035
2021-06-13,56.95839
2021-06-14,63.5581
2021-06-15,73.17073
2021-06-16,61.97991
2021-06-17,55.66714
2021-06-18,49.92826
2021-06-19,26.1119
2021-06-20,31.13342
2021-06-21,52.51076
2021-06-22,50.35868
2021-06-23,45.76757
2021-06-24,46.77187
2021-06-25,45.19368
2021-06-26,27.40315
2021-06-27,31.13342
2021-06-28,39.88522
2021-06-29,39.16786
2021-06-30,39.88522
2021-07-01,38.88091
2021-07-02,34.8637
2021-07-03,27.6901
2021-07-04,33.2855
2021-07-05,51.64992
2021-07-06,56.95839
2021-07-07,59.9713
2021-07-08,66.42754
2021-07-09,56.52797
2021-07-10,36.8723
2021-07-11,42.61119
2021-07-12,76.75753
2021-07-13,78.19225
2021-07-14,65.13629
2021-07-15,62.26685
2021-07-16,44.47632
2021-07-17,25.82496
2021-07-18,31.99426
2021-07-19,39.16786
2021-07-20,36.58536
2021-07-21,30.55954
2021-07-22,35.15064
2021-07-23,26.54232
2021-07-24,24.39024
2021-07-25,23.09899
2021-07-26,32.42467
2021-07-27,29.55523
2021-07-28,32.56814
2021-07-29,31.2769
2021-07-30,27.97704
2021-07-31,23.09899
2021-08-01,20.94691
2021-08-02,33.2855
2021-08-03,33.57245
2021-08-04,33.2855
2021-08-05,32.99856
2021-08-06,29.6987
2021-08-07,26.82926
2021-08-08,26.68579
2021-08-09,41.03299
2021-08-10,35.72453
2021-08-11,37.87661
2021-08-12,33.42898
2021-08-13,35.58106
2021-08-14,29.26829
2021-08-15,24.24677
2021-08-16,38.02008
2021-08-17,48.49354
2021-08-18,55.23672
2021-08-19,53.802
2021-08-20,51.21951
2021-08-21,30.27259
2021-08-22,35.15064
2021-08-23,54.66284
2021-08-24,63.70157
2021-08-25,56.09756
2021-08-26,55.81061
2021-08-27,53.37159
2021-08-28,29.6987
2021-08-29,34.72022
2021-08-30,61.40602
2021-08-31,55.66714
2021-09-01,62.84074
2021-09-02,61.54949
2021-09-03,62.41032
2021-09-04,35.43758
2021-09-05,37.44619
2021-09-06,62.5538
2021-09-07,66.57101
2021-09-08,62.98421
2021-09-09,60.83213
2021-09-10,54.51936
2021-09-11,40.31563
2021-09-12,47.48923
2021-09-13,69.58393
2021-09-14,64.70588
2021-09-15,68.57962
2021-09-16,54.23242
2021-09-17,43.32855
2021-09-18,22.95552
2021-09-19,23.09899
2021-09-20,22.09469
2021-09-21,21.80774
2021-09-22,36.58536
2021-09-23,53.802
2021-09-24,48.49354
2021-09-25,29.26829
2021-09-26,40.88952
2021-09-27,49.06743
2021-09-28,50.2152
2021-09-29,45.6241
2021-09-30,45.05021
2021-10-01,37.01578
2021-10-02,24.10329
2021-10-03,27.6901
2021-10-04,30.27259
2021-10-05,41.17647
2021-10-06,45.33715
2021-10-07,44.33285
2021-10-08,36.44189
2021-10-09,27.97704
2021-10-10,24.96413
2021-10-11,30.98995
2021-10-12,42.46771
2021-10-13,39.88522
2021-10-14,44.04591
2021-10-15,37.01578
2021-10-16,25.25107
2021-10-17,28.40746
2021-10-18,49.35437
2021-10-19,48.92395
2021-10-20,55.52367
2021-10-21,48.78048
2021-10-22,47.34576
2021-10-23,28.83787
2021-10-24,35.00717
2021-10-25,52.36728
2021-10-26,47.34576
2021-10-27,48.92395
2021-10-28,49.35437
2021-10-29,42.75466
2021-10-30,24.82065
2021-10-31,36.58536
2021-11-01,48.63701
2021-11-02,54.94978
2021-11-03,49.78479
2021-11-04,45.48063
2021-11-05,41.46341
2021-11-06,26.1119
2021-11-07,27.40315
2021-11-08,46.05451
2021-11-09,44.90674
2021-11-10,38.73744
2021-11-11,40.60258
2021-11-12,41.89383
2021-11-13,22.38163
2021-11-14,30.84648
2021-11-15,42.0373
2021-11-16,43.0416
2021-11-17,42.89813
2021-11-18,36.72883
2021-11-19,46.48493
2021-11-20,32.71162
2021-11-21,34.00286
2021-11-22,48.06312
2021-11-23,42.75466
2021-11-24,43.61549
2021-11-25,50.35868
2021-11-26,41.17647
2021-11-27,28.26398
2021-11-28,33.71592
2021-11-29,51.64992
2021-11-30,45.91104
2021-12-01,46.19799
2021-12-02,43.61549
2021-12-03,36.29842
2021-12-04,28.40746
2021-12-05,31.85078
2021-12-06,43.75896
2021-12-07,44.33285
2021-12-08,42.46771
2021-12-09,40.60258
2021-12-10,40.02869
2021-12-11,31.2769
2021-12-12,29.84218
2021-12-13,52.7977
2021-12-14,45.05021
2021-12-15,52.94117
2021-12-16,55.3802
2021-12-17,45.05021
2021-12-18,33.2855
2021-12-19,33.57245
2021-12-20,55.09325
2021-12-21,58.24964
2021-12-22,52.36728
2021-12-23,48.20659
2021-12-24,42.89813
2021-12-25,20.37302
2021-12-26,26.97274
2021-12-27,45.05021
2021-12-28,52.08034
2021-12-29,49.35437
2021-12-30,57.81922
2021-12-31,35.29411
2022-01-01,23.38593
2022-01-02,36.58536
2022-01-03,40.45911
2022-01-04,46.91535
2022-01-05,42.32424
2022-01-06,41.31994
2022-01-07,39.88522
2022-01-08,25.25107
2022-01-09,31.2769
2022-01-10,36.29842
2022-01-11,36.72883
2022-01-12,43.90243
2022-01-13,41.46341
2022-01-14,35.72453
2022-01-15,26.1119
2022-01-16,27.97704
2022-01-17,33.14203
2022-01-18,35.15064
2022-01-19,33.71592
2022-01-20,36.8723
2022-01-21,32.71162
2022-01-22,23.09899
2022-01-23,27.54662
2022-01-24,35.15064
2022-01-25,33.85939
2022-01-26,37.44619
2022-01-27,31.2769
2022-01-28,31.56384
2022-01-29,23.81635
2022-01-30,25.82496
2022-01-31,30.27259
2022-02-01,22.81205
2022-02-02,23.81635
2022-02-03,32.13773
2022-02-04,35.72453
2022-02-05,24.10329
2022-02-06,27.40315
2022-02-07,41.03299
2022-02-08,34.28981
2022-02-09,38.02008
2022-02-10,34.57675
2022-02-11,36.15494
2022-02-12,19.36872
2022-02-13,25.53802
2022-02-14,31.56384
2022-02-15,39.59827
2022-02-16,35.58106
2022-02-17,31.99426
2022-02-18,29.26829
2022-02-19,26.82926
2022-02-20,25.82496
2022-02-21,32.42467
2022-02-22,34.28981
2022-02-23,34.14634
2022-02-24,29.12482
2022-02-25,32.13773
2022-02-26,23.09899
2022-02-27,26.68579
2022-02-28,34.43328
2022-03-01,29.84218
2022-03-02,65.56671
2022-03-03,65.71018
2022-03-04,62.41032
2022-03-05,35.43758
2022-03-06,38.88091
2022-03-07,70.87517
2022-03-08,69.7274
2022-03-09,37.44619
2022-03-10,74.60545
2022-03-11,70.15781
2022-03-12,40.31563
2022-03-13,45.19368
2022-03-14,71.87948
2022-03-15,71.73601
2022-03-16,75.32281
2022-03-17,69.01004
2022-03-18,60.68866
2022-03-19,36.72883
2022-03-20,43.0416
2022-03-21,55.81061
2022-03-22,55.09325
2022-03-23,61.69296
2022-03-24,38.88091
2022-03-25,55.95408
2022-03-26,28.98134
2022-03-27,39.31133
2022-03-28,50.07173
2022-03-29,53.51506
2022-03-30,58.967
2022-03-31,51.07604
2022-04-01,46.77187
2022-04-02,24.67718
2022-04-03,41.31994
2022-04-04,45.6241
2022-04-05,47.91965
2022-04-06,53.22812
2022-04-07,53.65853
2022-04-08,48.63701
2022-04-09,27.40315
2022-04-10,30.41606
2022-04-11,48.20659
2022-04-12,45.19368
2022-04-13,40.88952
2022-04-14,45.6241
2022-04-15,38.02008
2022-04-16,26.25538
2022-04-17,29.6987
2022-04-18,39.16786
2022-04-19,43.61549
2022-04-20,42.0373
2022-04-21,40.31563
2022-04-22,35.43758
2022-04-23,22.09469
2022-04-24,23.67288
2022-04-25,41.75035
2022-04-26,43.18507
2022-04-27,33.57245
2022-04-28,28.26398
2022-04-29,28.6944
2022-04-30,22.66857
2022-05-01,25.82496
2022-05-02,40.45911
2022-05-03,40.45911
2022-05-04,37.30272
2022-05-05,20.37302
2022-05-06,25.25107
2022-05-07,21.23385
2022-05-08,28.40746
2022-05-09,51.7934
2022-05-10,55.3802
2022-05-11,52.7977
2022-05-12,52.65423
2022-05-13,43.18507
2022-05-14,26.1119
2022-05-15,36.01147
2022-05-16,49.49784
2022-05-17,49.64131
2022-05-18,48.49354
2022-05-19,51.93687
2022-05-20,39.16786
2022-05-21,23.24246
2022-05-22,32.71162
2022-05-23,48.20659
2022-05-24,49.64131
2022-05-25,47.63271
2022-05-26,47.34576
2022-05-27,41.60688
2022-05-28,30.55954
2022-05-29,30.27259
2022-05-30,47.05882
2022-05-31,41.75035
2022-06-01,26.25538
2022-06-02,47.20229
2022-06-03,46.91535
2022-06-04,25.39454
2022-06-05,23.38593
2022-06-06,30.55954
2022-06-07,50.07173
2022-06-08,50.2152
2022-06-09,39.02439
2022-06-10,42.61119
2022-06-11,25.39454
2022-06-12,31.42037
2022-06-13,47.34576
2022-06-14,48.06312
2022-06-15,49.06743
2022-06-16,51.50645
2022-06-17,46.05451
2022-06-18,22.81205
2022-06-19,36.44189
2022-06-20,49.2109
2022-06-21,45.19368
2022-06-22,41.75035
2022-06-23,41.03299
2022-06-24,37.30272
2022-06-25,23.38593
2022-06-26,24.82065
2022-06-27,32.99856
2022-06-28,42.32424
2022-06-29,32.42467
2022-06-30,30.55954
2022-07-01,29.98565
2022-07-02,18.50789
2022-07-03,23.52941
2022-07-04,44.18938
2022-07-05,41.17647
2022-07-06,48.49354
2022-07-07,55.81061
2022-07-08,51.21951
2022-07-09,25.96843
2022-07-10,34.14634
2022-07-11,69.29698
2022-07-12,62.26685
2022-07-13,70.15781
2022-07-14,57.24533
2022-07-15,57.3888
2022-07-16,32.71162
2022-07-17,35.72453
2022-07-18,53.94548
2022-07-19,49.92826
2022-07-20,37.15925
2022-07-21,30.27259
2022-07-22,27.40315
2022-07-23,20.22955
2022-07-24,26.39885
2022-07-25,28.26398
2022-07-26,30.98995
2022-07-27,25.68149
2022-07-28,26.68579
2022-07-29,26.1119
2022-07-30,21.66427
2022-07-31,22.66857
2022-08-01,29.12482
2022-08-02,26.68579
2022-08-03,27.40315
2022-08-04,29.98565
2022-08-05,26.68579
2022-08-06,17.934
2022-08-07,18.36441
2022-08-08,36.29842
2022-08-09,30.55954
2022-08-10,32.85509
2022-08-11,28.40746
2022-08-12,31.70731
2022-08-13,21.23385
2022-08-14,22.66857
2022-08-15,28.98134
2022-08-16,35.00717
2022-08-17,43.32855
2022-08-18,42.61119
2022-08-19,38.4505
2022-08-20,21.37733
2022-08-21,25.82496
2022-08-22,50.07173
2022-08-23,45.33715
2022-08-24,52.36728
2022-08-25,40.02869
2022-08-26,41.31994
2022-08-27,24.24677
2022-08-28,28.6944
2022-08-29,49.49784
2022-08-30,44.90674
2022-08-31,35.868
2022-09-01,48.49354
2022-09-02,47.20229
2022-09-03,29.98565
2022-09-04,36.58536
2022-09-05,52.51076
2022-09-06,56.52797
2022-09-07,47.91965
2022-09-08,40.60258
2022-09-09,20.51649
2022-09-10,23.52941
2022-09-11,26.54232
2022-09-12,35.00717
2022-09-13,59.68436
2022-09-14,58.24964
2022-09-15,55.66714
2022-09-16,57.96269
2022-09-17,33.42898
2022-09-18,28.40746
2022-09-19,54.37589
2022-09-20,43.61549
2022-09-21,39.59827
2022-09-22,41.46341
2022-09-23,38.73744
2022-09-24,20.94691
2022-09-25,27.6901
2022-09-26,45.48063
2022-09-27,42.32424
2022-09-28,42.0373
2022-09-29,39.4548
2022-09-30,29.41176
2022-10-01,23.38593
2022-10-02,18.9383
2022-10-03,27.11621
2022-10-04,38.73744
2022-10-05,41.89383
2022-10-06,39.59827
2022-10-07,27.6901
2022-10-08,17.64705
2022-10-09,21.80774
2022-10-10,28.12051
2022-10-11,33.2855
2022-10-12,34.8637
2022-10-13,40.17216
2022-10-14,38.59397
2022-10-15,24.24677
2022-10-16,29.12482
2022-10-17,57.67575
2022-10-18,40.74605
2022-10-19,43.47202
2022-10-20,42.61119
2022-10-21,42.89813
2022-10-22,27.25968
2022-10-23,28.6944
2022-10-24,48.63701
2022-10-25,47.91965
2022-10-26,49.64131
2022-10-27,42.46771
2022-10-28,41.17647
2022-10-29,20.22955
2022-10-30,25.53802
2022-10-31,43.0416
2022-11-01,42.61119
2022-11-02,46.05451
2022-11-03,39.4548
2022-11-04,39.02439
2022-11-05,18.07747
2022-11-06,30.27259
2022-11-07,39.88522
2022-11-08,43.90243
2022-11-09,44.04591
2022-11-10,40.31563
2022-11-11,37.73314
2022-11-12,22.95552
2022-11-13,24.53371
2022-11-14,41.17647
2022-11-15,45.91104
2022-11-16,36.58536
2022-11-17,37.44619
2022-11-18,40.02869
2022-11-19,27.11621
2022-11-20,38.73744
2022-11-21,44.76327
2022-11-22,47.63271
2022-11-23,38.88091
2022-11-24,44.47632
2022-11-25,41.89383
2022-11-26,24.39024
2022-11-27,26.68579
2022-11-28,41.60688
2022-11-29,42.61119
2022-11-30,38.16355
2022-12-01,36.44189
2022-12-02,34.57675
2022-12-03,23.95982
2022-12-04,21.09038
2022-12-05,33.85939
2022-12-06,36.15494
2022-12-07,35.43758
2022-12-08,38.16355
2022-12-09,31.70731
2022-12-10,21.23385
2022-12-11,28.83787
2022-12-12,36.44189
2022-12-13,35.15064
2022-12-14,40.17216
2022-12-15,40.31563
2022-12-16,40.45911
2022-12-17,23.38593
2022-12-18,26.39885
2022-12-19,42.75466
2022-12-20,52.22381
2022-12-21,47.91965
2022-12-22,48.20659
2022-12-23,36.8723
2022-12-24,21.23385
2022-12-25,25.53802
2022-12-26,46.48493
2022-12-27,44.33285
2022-12-28,45.76757
2022-12-29,40.88952
2022-12-30,29.6987
2022-12-31,31.56384
2023-01-01,29.6987
2023-01-02,35.15064
2023-01-03,30.12912
2023-01-04,33.71592
2023-01-05,29.26829
2023-01-06,29.12482
2023-01-07,18.9383
2023-01-08,25.96843
2023-01-09,35.58106
2023-01-10,32.13773
2023-01-11,28.83787
2023-01-12,36.72883
2023-01-13,30.98995
2023-01-14,18.9383
2023-01-15,17.934
2023-01-16,31.85078
2023-01-17,33.14203
2023-01-18,31.70731
2023-01-19,25.96843
2023-01-20,21.95121
2023-01-21,15.63845
2023-01-22,16.06886
2023-01-23,22.38163
2023-01-24,24.53371
2023-01-25,27.11621
2023-01-26,27.25968
2023-01-27,23.52941
2023-01-28,20.37302
2023-01-29,21.66427
2023-01-30,39.4548
2023-01-31,47.05882
2023-02-01,47.05882
2023-02-02,29.26829
2023-02-03,28.98134
2023-02-04,23.95982
2023-02-05,20.08608
2023-02-06,34.28981
2023-02-07,34.72022
2023-02-08,32.56814
2023-02-09,27.40315
2023-02-10,29.98565
2023-02-11,21.95121
2023-02-12,26.1119
2023-02-13,29.41176
2023-02-14,30.98995
2023-02-15,32.2812
2023-02-16,28.55093
2023-02-17,23.24246
2023-02-18,19.36872
2023-02-19,20.51649
2023-02-20,27.97704
2023-02-21,35.72453
2023-02-22,32.56814
2023-02-23,27.97704
2023-02-24,25.25107
2023-02-25,17.79053
2023-02-26,22.38163
2023-02-27,29.6987
2023-02-28,23.95982
2023-03-01,24.24677
2023-03-02,54.66284
2023-03-03,51.64992
2023-03-04,29.6987
2023-03-05,33.14203
2023-03-06,58.68005
2023-03-07,66.42754
2023-03-08,62.26685
2023-03-09,63.70157
2023-03-10,57.81922
2023-03-11,32.71162
2023-03-12,33.57245
2023-03-13,54.37589
2023-03-14,63.70157
2023-03-15,58.24964
2023-03-16,56.24103
2023-03-17,43.18507
2023-03-18,25.96843
2023-03-19,30.12912
2023-03-20,49.64131
2023-03-21,52.08034
2023-03-22,47.91965
2023-03-23,39.16786
2023-03-24,36.58536
2023-03-25,20.94691
2023-03-26,30.41606
2023-03-27,48.49354
2023-03-28,44.04591
2023-03-29,46.05451
2023-03-30,41.03299
2023-03-31,36.29842
2023-04-01,20.22955
2023-04-02,22.95552
2023-04-03,39.31133
2023-04-04,42.61119
2023-04-05,42.61119
2023-04-06,37.30272
2023-04-07,34.8637
2023-04-08,20.22955
2023-04-09,26.54232
2023-04-10,37.30272
2023-04-11,36.8723
2023-04-12,40.17216
2023-04-13,41.17647
2023-04-14,40.60258
2023-04-15,21.37733
2023-04-16,22.95552
2023-04-17,31.2769
2023-04-18,32.56814
2023-04-19,37.01578
2023-04-20,30.98995
2023-04-21,31.70731
2023-04-22,22.5251
2023-04-23,22.66857
2023-04-24,31.13342
2023-04-25,34.8637
2023-04-26,30.70301
2023-04-27,29.55523
2023-04-28,24.82065
2023-04-29,17.36011
2023-04-30,20.51649
2023-05-01,29.98565
2023-05-02,37.44619
2023-05-03,35.868
2023-05-04,27.6901
2023-05-05,14.63414
2023-05-06,17.21664
2023-05-07,21.80774
2023-05-08,37.58967
2023-05-09,42.89813
2023-05-10,38.88091
2023-05-11,43.18507
2023-05-12,36.15494
2023-05-13,21.5208
2023-05-14,27.6901
2023-05-15,35.00717
2023-05-16,40.31563
2023-05-17,39.74175
2023-05-18,39.74175
2023-05-19,31.99426
2023-05-20,22.95552
2023-05-21,21.80774
2023-05-22,37.15925
2023-05-23,41.03299
2023-05-24,42.0373
2023-05-25,37.01578
2023-05-26,32.56814
2023-05-27,15.06456
2023-05-28,20.22955
2023-05-29,28.98134
