date,홍콩항셍지수
2020-06-28,0.94843
2020-06-29,7.89473
2020-06-30,14.58722
2020-07-01,11.02057
2020-07-02,13.05102
2020-07-03,10.83355
2020-07-04,2.36441
2020-07-05,1.42933
2020-07-06,15.4288
2020-07-07,15.77611
2020-07-08,13.6655
2020-07-09,14.01282
2020-07-10,11.54154
2020-07-11,1.83008
2020-07-12,1.42933
2020-07-13,13.18461
2020-07-14,11.70184
2020-07-15,12.91744
2020-07-16,11.95565
2020-07-17,10.32594
2020-07-18,1.52284
2020-07-19,1.33582
2020-07-20,10.52631
2020-07-21,10.53967
2020-07-22,12.23617
2020-07-23,12.08923
2020-07-24,9.80496
2020-07-25,1.9503
2020-07-26,1.14881
2020-07-27,10.25915
2020-07-28,9.60459
2020-07-29,10.08549
2020-07-30,10.61982
2020-07-31,8.8966
2020-08-01,1.92359
2020-08-02,1.09537
2020-08-03,9.15041
2020-08-04,10.55303
2020-08-05,9.12369
2020-08-06,10.64654
2020-08-07,11.42131
2020-08-08,2.57814
2020-08-09,1.3759
2020-08-10,11.18087
2020-08-11,10.78012
2020-08-12,11.08736
2020-08-13,9.2172
2020-08-14,8.64279
2020-08-15,1.5362
2020-08-16,0.77477
2020-08-17,8.65615
2020-08-18,9.23056
2020-08-19,11.54154
2020-08-20,10.179
2020-08-21,8.53593
2020-08-22,1.22896
2020-08-23,0.93507
2020-08-24,8.3222
2020-08-25,9.04354
2020-08-26,7.64092
2020-08-27,8.25541
2020-08-28,9.09698
2020-08-29,1.54955
2020-08-30,1.26903
2020-08-31,9.11033
2020-09-01,8.49585
2020-09-02,8.20197
2020-09-03,8.21533
2020-09-04,8.4825
2020-09-05,1.38925
2020-09-06,1.01522
2020-09-07,8.53593
2020-09-08,9.29735
2020-09-09,8.7363
2020-09-10,8.22869
2020-09-11,7.73443
2020-09-12,1.34918
2020-09-13,1.08201
2020-09-14,7.50734
2020-09-15,9.83168
2020-09-16,8.46914
2020-09-17,7.44055
2020-09-18,6.94629
2020-09-19,1.26903
2020-09-20,0.69462
2020-09-21,8.26876
2020-09-22,9.20384
2020-09-23,7.78787
2020-09-24,9.33742
2020-09-25,8.84317
2020-09-26,1.56291
2020-09-27,0.78813
2020-09-28,7.50734
2020-09-29,7.78787
2020-09-30,4.52845
2020-10-01,2.88538
2020-10-02,3.27277
2020-10-03,1.30911
2020-10-04,1.24231
2020-10-05,8.24205
2020-10-06,8.46914
2020-10-07,7.88137
2020-10-08,7.66764
2020-10-09,4.47502
2020-10-10,1.16216
2020-10-11,0.82821
2020-10-12,8.576
2020-10-13,11.68848
2020-10-14,8.65615
2020-10-15,8.44242
2020-10-16,7.32033
2020-10-17,0.90836
2020-10-18,0.65455
2020-10-19,7.10659
2020-10-20,8.72294
2020-10-21,7.22682
2020-10-22,6.67913
2020-10-23,6.94629
2020-10-24,0.84157
2020-10-25,0.45418
2020-10-26,6.21159
2020-10-27,6.89286
2020-10-28,5.16965
2020-10-29,6.73256
2020-10-30,6.79935
2020-10-31,0.77477
2020-11-01,0.52097
2020-11-02,5.24979
2020-11-03,7.07988
2020-11-04,6.83943
2020-11-05,7.82794
2020-11-06,7.0398
2020-11-07,0.96179
2020-11-08,0.65455
2020-11-09,6.97301
2020-11-10,8.52257
2020-11-11,8.28212
2020-11-12,7.0398
2020-11-13,6.50547
2020-11-14,0.90836
2020-11-15,0.76142
2020-11-16,7.07988
2020-11-17,6.35853
2020-11-18,6.93294
2020-11-19,6.90622
2020-11-20,5.86427
2020-11-21,0.895
2020-11-22,0.54768
2020-11-23,7.54742
2020-11-24,6.50547
2020-11-25,7.97488
2020-11-26,6.8795
2020-11-27,7.10659
2020-11-28,0.92172
2020-11-29,0.37403
2020-11-30,7.69436
2020-12-01,6.02457
2020-12-02,6.98637
2020-12-03,6.25166
2020-12-04,7.44055
2020-12-05,0.92172
2020-12-06,0.65455
2020-12-07,7.07988
2020-12-08,6.50547
2020-12-09,6.85279
2020-12-10,6.15816
2020-12-11,6.34517
2020-12-12,0.76142
2020-12-13,0.49425
2020-12-14,6.99973
2020-12-15,4.96927
2020-12-16,7.14667
2020-12-17,7.22682
2020-12-18,6.27838
2020-12-19,1.34918
2020-12-20,0.65455
2020-12-21,6.57226
2020-12-22,6.7192
2020-12-23,7.10659
2020-12-24,5.87763
2020-12-25,1.3759
2020-12-26,0.90836
2020-12-27,1.14881
2020-12-28,8.4157
2020-12-29,6.98637
2020-12-30,9.68474
2020-12-31,6.29174
2021-01-01,1.52284
2021-01-02,1.33582
2021-01-03,1.00187
2021-01-04,15.72268
2021-01-05,11.19422
2021-01-06,9.24392
2021-01-07,9.5378
2021-01-08,8.72294
2021-01-09,1.45605
2021-01-10,1.34918
2021-01-11,10.35265
2021-01-12,9.91183
2021-01-13,9.44429
2021-01-14,9.25728
2021-01-15,9.63131
2021-01-16,1.6965
2021-01-17,1.2156
2021-01-18,11.51482
2021-01-19,14.13304
2021-01-20,12.62356
2021-01-21,14.6273
2021-01-22,12.75714
2021-01-23,2.13732
2021-01-24,1.83008
2021-01-25,13.21132
2021-01-26,14.77424
2021-01-27,14.70745
2021-01-28,14.38685
2021-01-29,14.74752
2021-01-30,2.01709
2021-01-31,1.22896
2021-02-01,12.66363
2021-02-02,11.52818
2021-02-03,12.04915
2021-02-04,11.67512
2021-02-05,10.00534
2021-02-06,1.97702
2021-02-07,1.73657
2021-02-08,10.19235
2021-02-09,10.21907
2021-02-10,10.87363
2021-02-11,6.09137
2021-02-12,2.7518
2021-02-13,1.6297
2021-02-14,1.88351
2021-02-15,6.99973
2021-02-16,10.94042
2021-02-17,13.90595
2021-02-18,14.61394
2021-02-19,13.21132
2021-02-20,1.87015
2021-02-21,1.26903
2021-02-22,12.98423
2021-02-23,13.67886
2021-02-24,24.03152
2021-02-25,19.28934
2021-02-26,14.06625
2021-02-27,2.15068
2021-02-28,1.54955
2021-03-01,14.88111
2021-03-02,17.23216
2021-03-03,15.32193
2021-03-04,17.20545
2021-03-05,16.25701
2021-03-06,2.4312
2021-03-07,1.29575
2021-03-08,19.0756
2021-03-09,19.83702
2021-03-10,16.01656
2021-03-11,13.6655
2021-03-12,16.75126
2021-03-13,2.80523
2021-03-14,1.42933
2021-03-15,14.45364
2021-03-16,11.26102
2021-03-17,10.83355
2021-03-18,10.57974
2021-03-19,9.47101
2021-03-20,1.40261
2021-03-21,1.16216
2021-03-22,9.11033
2021-03-23,10.7534
2021-03-24,11.5549
2021-03-25,12.87737
2021-03-26,10.48624
2021-03-27,1.64306
2021-03-28,1.18888
2021-03-29,11.98236
2021-03-30,9.64467
2021-03-31,9.67138
2021-04-01,9.36414
2021-04-02,8.1619
2021-04-03,1.08201
2021-04-04,0.97515
2021-04-05,6.49211
2021-04-06,8.08175
2021-04-07,10.16564
2021-04-08,9.28399
2021-04-09,7.92145
2021-04-10,1.16216
2021-04-11,0.895
2021-04-12,9.48437
2021-04-13,9.87176
2021-04-14,8.76302
2021-04-15,9.01683
2021-04-16,7.92145
2021-04-17,1.32246
2021-04-18,0.86828
2021-04-19,8.12182
2021-04-20,8.78974
2021-04-21,7.98824
2021-04-22,7.40048
2021-04-23,7.90809
2021-04-24,0.92172
2021-04-25,0.77477
2021-04-26,7.74779
2021-04-27,7.5207
2021-04-28,7.65428
2021-04-29,7.60085
2021-04-30,7.50734
2021-05-01,1.29575
2021-05-02,0.64119
2021-05-03,7.22682
2021-05-04,7.681
2021-05-05,6.42532
2021-05-06,8.30884
2021-05-07,6.49211
2021-05-08,1.25567
2021-05-09,0.61448
2021-05-10,8.21533
2021-05-11,8.21533
2021-05-12,8.01496
2021-05-13,7.97488
2021-05-14,7.62757
2021-05-15,1.25567
2021-05-16,0.76142
2021-05-17,7.41383
2021-05-18,7.0398
2021-05-19,4.80897
2021-05-20,7.41383
2021-05-21,7.34704
2021-05-22,0.97515
2021-05-23,0.61448
2021-05-24,7.28025
2021-05-25,7.07988
2021-05-26,8.66951
2021-05-27,8.01496
2021-05-28,7.41383
2021-05-29,1.61635
2021-05-30,0.84157
2021-05-31,7.64092
2021-06-01,7.8413
2021-06-02,7.38712
2021-06-03,7.64092
2021-06-04,6.39861
2021-06-05,0.98851
2021-06-06,0.62783
2021-06-07,6.41196
2021-06-08,7.2001
2021-06-09,6.69249
2021-06-10,6.43868
2021-06-11,6.93294
2021-06-12,1.08201
2021-06-13,0.7347
2021-06-14,5.11621
2021-06-15,7.25353
2021-06-16,7.46727
2021-06-17,6.8795
2021-06-18,6.27838
2021-06-19,0.895
2021-06-20,0.74806
2021-06-21,7.14667
2021-06-22,7.50734
2021-06-23,7.01309
2021-06-24,7.24018
2021-06-25,7.44055
2021-06-26,1.20224
2021-06-27,0.54768
2021-06-28,10.84691
2021-06-29,7.58749
2021-06-30,7.74779
2021-07-01,5.0895
2021-07-02,10.83355
2021-07-03,1.80336
2021-07-04,1.28239
2021-07-05,10.98049
2021-07-06,10.82019
2021-07-07,10.3393
2021-07-08,17.90008
2021-07-09,14.32006
2021-07-10,1.91023
2021-07-11,1.6297
2021-07-12,10.20571
2021-07-13,9.8584
2021-07-14,9.25728
2021-07-15,9.20384
2021-07-16,7.0398
2021-07-17,0.97515
2021-07-18,0.68127
2021-07-19,9.71146
2021-07-20,9.24392
2021-07-21,8.92332
2021-07-22,8.26876
2021-07-23,9.00347
2021-07-24,1.93694
2021-07-25,1.22896
2021-07-26,30.34998
2021-07-27,50.30724
2021-07-28,47.12797
2021-07-29,25.50093
2021-07-30,21.66711
2021-07-31,2.83195
2021-08-01,2.13732
2021-08-02,17.75313
2021-08-03,17.3791
2021-08-04,16.05663
2021-08-05,14.77424
2021-08-06,12.42318
2021-08-07,2.05717
2021-08-08,1.80336
2021-08-09,13.11781
2021-08-10,13.10446
2021-08-11,11.68848
2021-08-12,10.179
2021-08-13,12.85065
2021-08-14,1.58963
2021-08-15,1.33582
2021-08-16,10.99385
2021-08-17,16.53753
2021-08-18,12.54341
2021-08-19,15.74939
2021-08-20,18.84851
2021-08-21,2.56478
2021-08-22,1.9503
2021-08-23,14.85439
2021-08-24,14.80096
2021-08-25,16.53753
2021-08-26,12.85065
2021-08-27,11.38124
2021-08-28,1.52284
2021-08-29,1.17552
2021-08-30,13.55864
2021-08-31,16.25701
2021-09-01,14.26663
2021-09-02,15.2685
2021-09-03,12.00908
2021-09-04,1.80336
2021-09-05,1.52284
2021-09-06,12.40983
2021-09-07,13.22468
2021-09-08,14.36013
2021-09-09,14.22655
2021-09-10,12.30296
2021-09-11,1.72321
2021-09-12,1.12209
2021-09-13,13.79909
2021-09-14,14.06625
2021-09-15,16.83141
2021-09-16,19.32941
2021-09-17,16.65776
2021-09-18,2.77851
2021-09-19,2.08388
2021-09-20,75.78145
2021-09-21,100.0
2021-09-22,49.11835
2021-09-23,32.75447
2021-09-24,24.33876
2021-09-25,3.62009
2021-09-26,2.20411
2021-09-27,20.70531
2021-09-28,19.86374
2021-09-29,20.14426
2021-09-30,15.37536
2021-10-01,10.13892
2021-10-02,1.26903
2021-10-03,0.86828
2021-10-04,51.91023
2021-10-05,32.42051
2021-10-06,29.21453
2021-10-07,21.37323
2021-10-08,20.90569
2021-10-09,2.29762
2021-10-10,1.5362
2021-10-11,24.23189
2021-10-12,21.77397
2021-10-13,15.80283
2021-10-14,11.68848
2021-10-15,13.33155
2021-10-16,1.77664
2021-10-17,0.98851
2021-10-18,14.15976
2021-10-19,13.26476
2021-10-20,13.65215
2021-10-21,16.37723
2021-10-22,13.6655
2021-10-23,1.66978
2021-10-24,1.00187
2021-10-25,13.4117
2021-10-26,12.99759
2021-10-27,14.56051
2021-10-28,11.91557
2021-10-29,12.0358
2021-10-30,1.64306
2021-10-31,1.06866
2021-11-01,11.2343
2021-11-02,13.6655
2021-11-03,13.39834
2021-11-04,11.8755
2021-11-05,11.28773
2021-11-06,2.08388
2021-11-07,1.01522
2021-11-08,12.75714
2021-11-09,11.59497
2021-11-10,13.49185
2021-11-11,13.18461
2021-11-12,11.75527
2021-11-13,1.64306
2021-11-14,0.90836
2021-11-15,11.54154
2021-11-16,12.53005
2021-11-17,10.23243
2021-11-18,9.47101
2021-11-19,10.37937
2021-11-20,1.33582
2021-11-21,0.94843
2021-11-22,10.35265
2021-11-23,9.60459
2021-11-24,10.96713
2021-11-25,8.4825
2021-11-26,12.86401
2021-11-27,2.49799
2021-11-28,1.00187
2021-11-29,13.93267
2021-11-30,18.58135
2021-12-01,11.60833
2021-12-02,12.42318
2021-12-03,13.69222
2021-12-04,2.41784
2021-12-05,1.87015
2021-12-06,19.48971
2021-12-07,16.4841
2021-12-08,16.52417
2021-12-09,13.23804
2021-12-10,12.27624
2021-12-11,1.73657
2021-12-12,1.50948
2021-12-13,14.19983
2021-12-14,13.26476
2021-12-15,12.86401
2021-12-16,15.56238
2021-12-17,13.86588
2021-12-18,2.37777
2021-12-19,1.45605
2021-12-20,16.21693
2021-12-21,15.14827
2021-12-22,14.37349
2021-12-23,12.08923
2021-12-24,11.16751
2021-12-25,1.73657
2021-12-26,1.50948
2021-12-27,9.13705
2021-12-28,12.20945
2021-12-29,12.08923
2021-12-30,13.14453
2021-12-31,9.55116
2022-01-01,2.24418
2022-01-02,1.44269
2022-01-03,13.7323
2022-01-04,13.37162
2022-01-05,13.7323
2022-01-06,15.73604
2022-01-07,13.79909
2022-01-08,2.5915
2022-01-09,1.72321
2022-01-10,16.08335
2022-01-11,13.63879
2022-01-12,16.8047
2022-01-13,15.45551
2022-01-14,12.95752
2022-01-15,2.19075
2022-01-16,1.36254
2022-01-17,13.06438
2022-01-18,12.69035
2022-01-19,12.36975
2022-01-20,17.72642
2022-01-21,17.96687
2022-01-22,2.9121
2022-01-23,1.50948
2022-01-24,15.90969
2022-01-25,15.33529
2022-01-26,13.17125
2022-01-27,15.85626
2022-01-28,13.9861
2022-01-29,1.83008
2022-01-30,1.0553
2022-01-31,6.81271
2022-02-01,5.49024
2022-02-02,4.64867
2022-02-03,8.4157
2022-02-04,12.35639
2022-02-05,2.20411
2022-02-06,1.22896
2022-02-07,13.31819
2022-02-08,12.75714
2022-02-09,13.79909
2022-02-10,14.69409
2022-02-11,11.04728
2022-02-12,1.88351
2022-02-13,0.97515
2022-02-14,10.07213
2022-02-15,10.5931
2022-02-16,11.10072
2022-02-17,10.74004
2022-02-18,11.64841
2022-02-19,1.77664
2022-02-20,1.08201
2022-02-21,12.23617
2022-02-22,11.98236
2022-02-23,11.00721
2022-02-24,12.70371
2022-02-25,12.55677
2022-02-26,1.88351
2022-02-27,1.04194
2022-02-28,11.48811
2022-03-01,10.19235
2022-03-02,11.074
2022-03-03,12.1293
2022-03-04,12.58348
2022-03-05,2.00374
2022-03-06,1.34918
2022-03-07,15.46887
2022-03-08,13.22468
2022-03-09,15.81619
2022-03-10,15.1082
2022-03-11,23.61741
2022-03-12,4.71546
2022-03-13,2.64493
2022-03-14,41.87817
2022-03-15,65.85626
2022-03-16,62.91744
2022-03-17,48.50387
2022-03-18,31.23163
2022-03-19,6.50547
2022-03-20,4.72882
2022-03-21,29.06759
2022-03-22,24.21854
2022-03-23,24.69943
2022-03-24,21.76061
2022-03-25,26.5028
2022-03-26,3.74031
2022-03-27,2.41784
2022-03-28,24.13839
2022-03-29,19.95725
2022-03-30,21.64039
2022-03-31,17.09858
2022-04-01,17.59283
2022-04-02,2.01709
2022-04-03,1.26903
2022-04-04,18.27411
2022-04-05,13.39834
2022-04-06,15.88298
2022-04-07,15.73604
2022-04-08,16.01656
2022-04-09,1.72321
2022-04-10,1.28239
2022-04-11,19.02217
2022-04-12,18.58135
2022-04-13,15.81619
2022-04-14,12.1293
2022-04-15,7.72107
2022-04-16,1.56291
2022-04-17,0.77477
2022-04-18,8.69623
2022-04-19,14.92118
2022-04-20,13.97274
2022-04-21,16.85813
2022-04-22,14.44028
2022-04-23,2.08388
2022-04-24,1.5362
2022-04-25,17.80657
2022-04-26,18.99545
2022-04-27,17.41918
2022-04-28,15.65589
2022-04-29,20.82554
2022-04-30,3.05904
2022-05-01,1.6297
2022-05-02,10.32594
2022-05-03,17.40582
2022-05-04,13.13117
2022-05-05,12.32968
2022-05-06,13.46513
2022-05-07,1.74993
2022-05-08,1.30911
2022-05-09,10.48624
2022-05-10,16.04328
2022-05-11,15.97648
2022-05-12,13.59871
2022-05-13,13.01095
2022-05-14,2.15068
2022-05-15,0.98851
2022-05-16,15.64253
2022-05-17,16.06999
2022-05-18,15.56238
2022-05-19,14.74752
2022-05-20,13.58535
2022-05-21,1.48276
2022-05-22,0.81485
2022-05-23,14.73417
2022-05-24,13.15789
2022-05-25,12.78386
2022-05-26,12.19609
2022-05-27,13.93267
2022-05-28,1.41597
2022-05-29,0.96179
2022-05-30,14.38685
2022-05-31,14.85439
2022-06-01,11.75527
2022-06-02,12.19609
2022-06-03,6.58562
2022-06-04,1.13545
2022-06-05,0.895
2022-06-06,13.85252
2022-06-07,13.75901
2022-06-08,15.74939
2022-06-09,15.73604
2022-06-10,15.21506
2022-06-11,1.64306
2022-06-12,1.18888
2022-06-13,15.37536
2022-06-14,15.66924
2022-06-15,15.74939
2022-06-16,15.2685
2022-06-17,13.59871
2022-06-18,1.65642
2022-06-19,0.93507
2022-06-20,16.67111
2022-06-21,14.42693
2022-06-22,14.32006
2022-06-23,14.58722
2022-06-24,13.10446
2022-06-25,1.72321
2022-06-26,1.14881
2022-06-27,17.28559
2022-06-28,14.52043
2022-06-29,13.89259
2022-06-30,13.13117
2022-07-01,8.33555
2022-07-02,1.34918
2022-07-03,0.94843
2022-07-04,12.10259
2022-07-05,13.34491
2022-07-06,11.95565
2022-07-07,11.99572
2022-07-08,11.43467
2022-07-09,1.09537
2022-07-10,0.68127
2022-07-11,14.29334
2022-07-12,11.32781
2022-07-13,10.25915
2022-07-14,10.36601
2022-07-15,11.15415
2022-07-16,1.2156
2022-07-17,0.60112
2022-07-18,13.27811
2022-07-19,10.95378
2022-07-20,11.20758
2022-07-21,9.77825
2022-07-22,9.29735
2022-07-23,1.08201
2022-07-24,0.38738
2022-07-25,9.57787
2022-07-26,8.97675
2022-07-27,8.24205
2022-07-28,9.99198
2022-07-29,15.54902
2022-07-30,2.39113
2022-07-31,1.34918
2022-08-01,12.31632
2022-08-02,14.21319
2022-08-03,12.53005
2022-08-04,12.35639
2022-08-05,11.03393
2022-08-06,1.52284
2022-08-07,0.895
2022-08-08,10.2725
2022-08-09,9.76489
2022-08-10,12.30296
2022-08-11,10.95378
2022-08-12,11.04728
2022-08-13,1.42933
2022-08-14,0.90836
2022-08-15,9.49772
2022-08-16,12.79722
2022-08-17,11.75527
2022-08-18,10.47288
2022-08-19,10.64654
2022-08-20,1.2156
2022-08-21,0.77477
2022-08-22,11.31445
2022-08-23,9.89847
2022-08-24,11.074
2022-08-25,18.84851
2022-08-26,14.68073
2022-08-27,1.83008
2022-08-28,1.17552
2022-08-29,11.99572
2022-08-30,11.72855
2022-08-31,10.94042
2022-09-01,10.39273
2022-09-02,9.65802
2022-09-03,1.34918
2022-09-04,0.88164
2022-09-05,10.08549
2022-09-06,10.52631
2022-09-07,9.77825
2022-09-08,7.49398
2022-09-09,7.97488
2022-09-10,1.65642
2022-09-11,1.17552
2022-09-12,4.9292
2022-09-13,11.11407
2022-09-14,10.74004
2022-09-15,8.69623
2022-09-16,8.58936
2022-09-17,1.3759
2022-09-18,1.02858
2022-09-19,8.70959
2022-09-20,8.60272
2022-09-21,8.56265
2022-09-22,10.36601
2022-09-23,9.15041
2022-09-24,1.77664
2022-09-25,1.24231
2022-09-26,12.15602
2022-09-27,9.75153
2022-09-28,11.8087
2022-09-29,14.45364
2022-09-30,10.86027
2022-10-01,1.13545
2022-10-02,0.94843
2022-10-03,8.54929
2022-10-04,5.49024
2022-10-05,11.20758
2022-10-06,8.82981
2022-10-07,7.18674
2022-10-08,0.54768
2022-10-09,0.65455
2022-10-10,7.57413
2022-10-11,9.32407
2022-10-12,10.2725
2022-10-13,8.81645
2022-10-14,9.55116
2022-10-15,1.56291
2022-10-16,0.72134
2022-10-17,10.71333
2022-10-18,9.12369
2022-10-19,8.04167
2022-10-20,10.12556
2022-10-21,7.06652
2022-10-22,1.2156
2022-10-23,0.72134
2022-10-24,26.94362
2022-10-25,20.58509
2022-10-26,13.37162
2022-10-27,11.54154
2022-10-28,12.70371
2022-10-29,1.99038
2022-10-30,0.88164
2022-10-31,11.19422
2022-11-01,13.23804
2022-11-02,11.20758
2022-11-03,8.65615
2022-11-04,15.12156
2022-11-05,2.07053
2022-11-06,2.01709
2022-11-07,26.64974
2022-11-08,9.5378
2022-11-09,9.0569
2022-11-10,7.48063
2022-11-11,11.88885
2022-11-12,1.65642
2022-11-13,1.18888
2022-11-14,11.38124
2022-11-15,12.46326
2022-11-16,11.44803
2022-11-17,9.6981
2022-11-18,11.03393
2022-11-19,1.42933
2022-11-20,0.72134
2022-11-21,8.20197
2022-11-22,7.61421
2022-11-23,7.86802
2022-11-24,7.13331
2022-11-25,6.58562
2022-11-26,1.09537
2022-11-27,0.62783
2022-11-28,7.21346
2022-11-29,12.36975
2022-11-30,11.26102
2022-12-01,9.75153
2022-12-02,8.70959
2022-12-03,1.12209
2022-12-04,0.52097
2022-12-05,11.12743
2022-12-06,10.03205
2022-12-07,10.78012
2022-12-08,9.84504
2022-12-09,9.89847
2022-12-10,1.57627
2022-12-11,0.62783
2022-12-12,7.81458
2022-12-13,7.50734
2022-12-14,7.76115
2022-12-15,7.11995
2022-12-16,7.38712
2022-12-17,0.80149
2022-12-18,0.65455
2022-12-19,6.42532
2022-12-20,6.73256
2022-12-21,6.5589
2022-12-22,7.13331
2022-12-23,6.49211
2022-12-24,0.76142
2022-12-25,0.52097
2022-12-26,3.92733
2022-12-27,4.20785
2022-12-28,6.42532
2022-12-29,5.0227
2022-12-30,5.14293
2022-12-31,0.85492
2023-01-01,0.40074
2023-01-02,3.21934
2023-01-03,6.47876
2023-01-04,7.81458
2023-01-05,8.56265
2023-01-06,7.80122
2023-01-07,1.06866
2023-01-08,0.96179
2023-01-09,8.4157
2023-01-10,8.09511
2023-01-11,7.29361
2023-01-12,8.02831
2023-01-13,7.81458
2023-01-14,1.14881
2023-01-15,0.54768
2023-01-16,8.58936
2023-01-17,7.66764
2023-01-18,6.97301
2023-01-19,7.37376
2023-01-20,7.06652
2023-01-21,1.02858
2023-01-22,0.58776
2023-01-23,2.16403
2023-01-24,2.13732
2023-01-25,4.66203
2023-01-26,8.29548
2023-01-27,8.61608
2023-01-28,1.50948
2023-01-29,0.84157
2023-01-30,8.04167
2023-01-31,6.98637
2023-02-01,6.34517
2023-02-02,7.11995
2023-02-03,6.47876
2023-02-04,1.12209
2023-02-05,0.65455
2023-02-06,6.53219
2023-02-07,6.69249
2023-02-08,7.29361
2023-02-09,6.53219
2023-02-10,6.4654
2023-02-11,1.04194
2023-02-12,0.5744
2023-02-13,6.05129
2023-02-14,5.61047
2023-02-15,5.83756
2023-02-16,6.29174
2023-02-17,4.87576
2023-02-18,0.5744
2023-02-19,0.53433
2023-02-20,5.8242
2023-02-21,6.10472
2023-02-22,5.46353
2023-02-23,6.10472
2023-02-24,5.30323
2023-02-25,1.29575
2023-02-26,0.44082
2023-02-27,5.00935
2023-02-28,5.65054
2023-03-01,8.1619
2023-03-02,7.2001
2023-03-03,5.3433
2023-03-04,1.01522
2023-03-05,0.53433
2023-03-06,6.59898
2023-03-07,6.63905
2023-03-08,5.15629
2023-03-09,5.22308
2023-03-10,4.55516
2023-03-11,0.64119
2023-03-12,0.44082
2023-03-13,5.57039
2023-03-14,5.74405
2023-03-15,5.00935
2023-03-16,4.70211
2023-03-17,5.11621
2023-03-18,0.84157
2023-03-19,0.65455
2023-03-20,6.90622
2023-03-21,5.49024
2023-03-22,5.41009
2023-03-23,6.23831
2023-03-24,5.74405
2023-03-25,0.77477
2023-03-26,0.42746
2023-03-27,5.55703
2023-03-28,5.46353
2023-03-29,6.8795
2023-03-30,6.70585
2023-03-31,6.61234
2023-04-01,0.98851
2023-04-02,0.50761
2023-04-03,6.34517
2023-04-04,5.94442
2023-04-05,4.11434
2023-04-06,5.99786
2023-04-07,3.87389
2023-04-08,0.70798
2023-04-09,0.49425
2023-04-10,4.11434
2023-04-11,6.47876
2023-04-12,5.9845
2023-04-13,5.81084
2023-04-14,5.45017
2023-04-15,0.94843
2023-04-16,0.52097
2023-04-17,6.63905
2023-04-18,6.09137
2023-04-19,5.87763
2023-04-20,4.79561
2023-04-21,5.07614
2023-04-22,0.7347
2023-04-23,0.48089
2023-04-24,4.98263
2023-04-25,4.72882
2023-04-26,4.82233
2023-04-27,4.11434
2023-04-28,4.71546
2023-04-29,0.53433
2023-04-30,0.40074
2023-05-01,1.88351
2023-05-02,4.80897
2023-05-03,3.83382
2023-05-04,4.02083
2023-05-05,3.52658
2023-05-06,0.70798
2023-05-07,0.32059
2023-05-08,5.06278
2023-05-09,5.07614
2023-05-10,4.39487
2023-05-11,4.68875
2023-05-12,4.68875
2023-05-13,0.85492
2023-05-14,0.42746
2023-05-15,5.0895
2023-05-16,5.75741
2023-05-17,5.43681
2023-05-18,5.0895
2023-05-19,5.26315
2023-05-20,0.52097
2023-05-21,0.26716
2023-05-22,5.43681
2023-05-23,5.04942
2023-05-24,5.74405
2023-05-25,5.74405
2023-05-26,4.03419
2023-05-27,1.02858
2023-05-28,0.61448
