date,샌드박스코인
2021-06-13,0.19393
2021-06-14,0.17313
2021-06-15,0.15355
2021-06-16,0.15845
2021-06-17,0.16273
2021-06-18,0.14988
2021-06-19,0.10522
2021-06-20,0.1352
2021-06-21,0.18231
2021-06-22,0.13948
2021-06-23,0.1248
2021-06-24,0.1144
2021-06-25,0.11501
2021-06-26,0.08565
2021-06-27,0.07708
2021-06-28,0.10094
2021-06-29,0.14132
2021-06-30,0.11501
2021-07-01,0.22024
2021-07-02,0.13826
2021-07-03,0.10033
2021-07-04,0.18476
2021-07-05,0.14193
2021-07-06,0.44844
2021-07-07,1.78581
2021-07-08,2.57807
2021-07-09,0.72374
2021-07-10,1.08225
2021-07-11,0.48025
2021-07-12,0.44905
2021-07-13,0.36952
2021-07-14,0.44721
2021-07-15,2.74693
2021-07-16,0.79838
2021-07-17,0.45394
2021-07-18,0.42825
2021-07-19,0.3426
2021-07-20,0.36646
2021-07-21,0.30344
2021-07-22,0.37441
2021-07-23,0.79593
2021-07-24,2.23608
2021-07-25,1.09816
2021-07-26,0.80756
2021-07-27,0.83264
2021-07-28,0.75678
2021-07-29,0.47046
2021-07-30,0.49432
2021-07-31,0.32914
2021-08-01,0.40745
2021-08-02,0.43314
2021-08-03,0.36523
2021-08-04,0.34443
2021-08-05,0.41662
2021-08-06,0.31323
2021-08-07,0.3738
2021-08-08,0.34627
2021-08-09,0.34933
2021-08-10,0.60934
2021-08-11,0.76351
2021-08-12,0.54326
2021-08-13,0.41479
2021-08-14,0.38481
2021-08-15,0.42396
2021-08-16,0.4778
2021-08-17,0.4619
2021-08-18,0.36646
2021-08-19,0.44354
2021-08-20,0.38236
2021-08-21,0.69682
2021-08-22,0.58181
2021-08-23,0.55489
2021-08-24,0.38603
2021-08-25,0.41724
2021-08-26,1.83475
2021-08-27,0.64543
2021-08-28,0.95989
2021-08-29,3.81389
2021-08-30,3.67624
2021-08-31,1.29638
2021-09-01,1.40283
2021-09-02,0.83448
2021-09-03,0.81673
2021-09-04,0.73537
2021-09-05,0.72313
2021-09-06,0.99293
2021-09-07,1.16729
2021-09-08,0.80327
2021-09-09,0.6956
2021-09-10,0.67296
2021-09-11,0.44293
2021-09-12,0.49554
2021-09-13,0.54877
2021-09-14,0.40806
2021-09-15,0.36707
2021-09-16,0.33526
2021-09-17,0.33097
2021-09-18,0.2545
2021-09-19,0.41968
2021-09-20,0.37563
2021-09-21,0.3169
2021-09-22,0.3585
2021-09-23,0.56896
2021-09-24,0.32608
2021-09-25,0.20066
2021-09-26,0.19577
2021-09-27,0.25266
2021-09-28,0.30344
2021-09-29,0.23003
2021-09-30,0.20678
2021-10-01,0.22085
2021-10-02,0.4466
2021-10-03,0.3426
2021-10-04,0.77819
2021-10-05,0.47413
2021-10-06,0.43008
2021-10-07,0.39399
2021-10-08,0.33403
2021-10-09,0.33158
2021-10-10,0.23064
2021-10-11,0.25695
2021-10-12,0.38481
2021-10-13,0.31323
2021-10-14,0.31874
2021-10-15,0.30711
2021-10-16,0.19149
2021-10-17,0.19638
2021-10-18,0.31996
2021-10-19,0.20678
2021-10-20,0.19454
2021-10-21,0.25695
2021-10-22,0.18292
2021-10-23,0.13398
2021-10-24,0.21963
2021-10-25,0.32424
2021-10-26,0.52124
2021-10-27,0.45394
2021-10-28,0.55061
2021-10-29,1.76439
2021-10-30,2.28747
2021-10-31,4.36756
2021-11-01,4.04882
2021-11-02,10.11471
2021-11-03,7.88963
2021-11-04,5.20999
2021-11-05,3.81695
2021-11-06,2.07518
2021-11-07,1.50806
2021-11-08,2.22691
2021-11-09,2.17858
2021-11-10,1.87758
2021-11-11,1.45605
2021-11-12,1.95956
2021-11-13,3.5343
2021-11-14,1.96629
2021-11-15,1.96445
2021-11-16,2.90232
2021-11-17,4.55721
2021-11-18,6.13502
2021-11-19,6.7725
2021-11-20,2.865
2021-11-21,2.69064
2021-11-22,2.70594
2021-11-23,11.03484
2021-11-24,23.52818
2021-11-25,22.26239
2021-11-26,8.69841
2021-11-27,6.49903
2021-11-28,7.99853
2021-11-29,10.42366
2021-11-30,6.18396
2021-12-01,5.20877
2021-12-02,5.14881
2021-12-03,3.44682
2021-12-04,4.00293
2021-12-05,3.08464
2021-12-06,3.79064
2021-12-07,2.50527
2021-12-08,2.74815
2021-12-09,3.10544
2021-12-10,2.02318
2021-12-11,1.73075
2021-12-12,2.26606
2021-12-13,2.17123
2021-12-14,2.29115
2021-12-15,1.90205
2021-12-16,2.04888
2021-12-17,1.56189
2021-12-18,1.21073
2021-12-19,1.27252
2021-12-20,1.41262
2021-12-21,1.12202
2021-12-22,1.09938
2021-12-23,1.18442
2021-12-24,4.83925
2021-12-25,3.95093
2021-12-26,3.67379
2021-12-27,2.06968
2021-12-28,1.79743
2021-12-29,1.81273
2021-12-30,1.61206
2021-12-31,1.28475
2022-01-01,1.40344
2022-01-02,1.27435
2022-01-03,1.40833
2022-01-04,1.77847
2022-01-05,1.41812
2022-01-06,2.41962
2022-01-07,1.46645
2022-01-08,1.04738
2022-01-09,1.94977
2022-01-10,1.87207
2022-01-11,2.05561
2022-01-12,1.98953
2022-01-13,1.48603
2022-01-14,1.1367
2022-01-15,0.88219
2022-01-16,1.34287
2022-01-17,1.21929
2022-01-18,1.35572
2022-01-19,1.59126
2022-01-20,1.0798
2022-01-21,2.08558
2022-01-22,2.69064
2022-01-23,1.81456
2022-01-24,1.89654
2022-01-25,1.25539
2022-01-26,1.42485
2022-01-27,2.28747
2022-01-28,1.66896
2022-01-29,1.99198
2022-01-30,2.2783
2022-01-31,1.3441
2022-02-01,1.38876
2022-02-02,1.22908
2022-02-03,1.32085
2022-02-04,1.03942
2022-02-05,2.29053
2022-02-06,2.0813
2022-02-07,1.71729
2022-02-08,1.68609
2022-02-09,1.38876
2022-02-10,1.29271
2022-02-11,1.10183
2022-02-12,1.01801
2022-02-13,0.98681
2022-02-14,1.24804
2022-02-15,0.94827
2022-02-16,1.03147
2022-02-17,1.15016
2022-02-18,1.13303
2022-02-19,1.12813
2022-02-20,1.52151
2022-02-21,1.37224
2022-02-22,1.50194
2022-02-23,0.91278
2022-02-24,1.29271
2022-02-25,0.97519
2022-02-26,1.08103
2022-02-27,1.30249
2022-02-28,1.22724
2022-03-01,1.49276
2022-03-02,1.17341
2022-03-03,1.02291
2022-03-04,1.12018
2022-03-05,0.80511
2022-03-06,0.71395
2022-03-07,0.85161
2022-03-08,0.82958
2022-03-09,0.63687
2022-03-10,0.92808
2022-03-11,0.71395
2022-03-12,0.72313
2022-03-13,0.85711
2022-03-14,0.8308
2022-03-15,0.99538
2022-03-16,1.8892
2022-03-17,2.38536
2022-03-18,1.01924
2022-03-19,1.00272
2022-03-20,0.75861
2022-03-21,0.7892
2022-03-22,0.86445
2022-03-23,0.90667
2022-03-24,1.51846
2022-03-25,0.99599
2022-03-26,0.82469
2022-03-27,0.78981
2022-03-28,1.1367
2022-03-29,1.14526
2022-03-30,1.10733
2022-03-31,1.72341
2022-04-01,1.01801
2022-04-02,0.95255
2022-04-03,0.77391
2022-04-04,0.83142
2022-04-05,0.78247
2022-04-06,0.93603
2022-04-07,0.71518
2022-04-08,0.55795
2022-04-09,0.51818
2022-04-10,0.44538
2022-04-11,0.76228
2022-04-12,0.54938
2022-04-13,0.5194
2022-04-14,0.47964
2022-04-15,0.47107
2022-04-16,0.43865
2022-04-17,0.40561
2022-04-18,0.71824
2022-04-19,1.16117
2022-04-20,1.04187
2022-04-21,0.54938
2022-04-22,0.46434
2022-04-23,0.38481
2022-04-24,0.42091
2022-04-25,0.58792
2022-04-26,0.54326
2022-04-27,0.6644
2022-04-28,0.53898
2022-04-29,0.77941
2022-04-30,1.12569
2022-05-01,1.85494
2022-05-02,0.79654
2022-05-03,0.83998
2022-05-04,0.58058
2022-05-05,0.4827
2022-05-06,0.47536
2022-05-07,0.43131
2022-05-08,0.54999
2022-05-09,0.56651
2022-05-10,0.5243
2022-05-11,1.30127
2022-05-12,1.47441
2022-05-13,1.33553
2022-05-14,1.13364
2022-05-15,0.83509
2022-05-16,0.87241
2022-05-17,0.7733
2022-05-18,0.64543
2022-05-19,0.79777
2022-05-20,0.62463
2022-05-21,0.56774
2022-05-22,0.60077
2022-05-23,0.6803
2022-05-24,0.71334
2022-05-25,0.70722
2022-05-26,1.94548
2022-05-27,1.12018
2022-05-28,0.55733
2022-05-29,0.56896
2022-05-30,0.69621
2022-05-31,0.69621
2022-06-01,0.53653
2022-06-02,0.54999
2022-06-03,0.47291
2022-06-04,0.40011
2022-06-05,0.4154
2022-06-06,0.43437
2022-06-07,0.39949
2022-06-08,0.50717
2022-06-09,0.41295
2022-06-10,0.42825
2022-06-11,0.64421
2022-06-12,0.95745
2022-06-13,1.07613
2022-06-14,0.56468
2022-06-15,0.45272
2022-06-16,0.37257
2022-06-17,0.38787
2022-06-18,0.33954
2022-06-19,0.41846
2022-06-20,0.39032
2022-06-21,0.36401
2022-06-22,0.35055
2022-06-23,0.50717
2022-06-24,0.42335
2022-06-25,0.52613
2022-06-26,1.57596
2022-06-27,0.64849
2022-06-28,0.4515
2022-06-29,0.49738
2022-06-30,0.3738
2022-07-01,0.41418
2022-07-02,0.23186
2022-07-03,0.19087
2022-07-04,0.5243
2022-07-05,0.78309
2022-07-06,1.17585
2022-07-07,0.83631
2022-07-08,0.58609
2022-07-09,0.31017
2022-07-10,0.32547
2022-07-11,0.44354
2022-07-12,0.42029
2022-07-13,0.32486
2022-07-14,0.28754
2022-07-15,0.29671
2022-07-16,0.40194
2022-07-17,0.26918
2022-07-18,0.49432
2022-07-19,0.90177
2022-07-20,0.68581
2022-07-21,0.52613
2022-07-22,0.54938
2022-07-23,0.29121
2022-07-24,0.22513
2022-07-25,0.41724
2022-07-26,0.30589
2022-07-27,0.32118
2022-07-28,0.35544
2022-07-29,0.41785
2022-07-30,0.44538
2022-07-31,0.55733
2022-08-01,0.44415
2022-08-02,0.37563
2022-08-03,0.36584
2022-08-04,0.3634
2022-08-05,0.33648
2022-08-06,0.30161
2022-08-07,0.24777
2022-08-08,0.31445
2022-08-09,0.29182
2022-08-10,0.31017
2022-08-11,0.47474
2022-08-12,0.48943
2022-08-13,0.55917
2022-08-14,0.52552
2022-08-15,0.33709
2022-08-16,0.40133
2022-08-17,0.46495
2022-08-18,0.3946
2022-08-19,0.65155
2022-08-20,0.25878
2022-08-21,0.26612
2022-08-22,0.301
2022-08-23,0.33036
2022-08-24,0.30222
2022-08-25,0.33464
2022-08-26,0.34504
2022-08-27,0.25328
2022-08-28,0.18537
2022-08-29,0.29182
2022-08-30,0.23492
2022-08-31,0.24104
2022-09-01,0.36279
2022-09-02,0.26062
2022-09-03,0.26918
2022-09-04,0.29304
2022-09-05,0.32057
2022-09-06,0.30834
2022-09-07,0.41051
2022-09-08,0.28815
2022-09-09,0.25328
2022-09-10,0.25266
2022-09-11,0.27163
2022-09-12,0.29549
2022-09-13,0.39093
2022-09-14,0.30161
2022-09-15,0.28509
2022-09-16,0.28815
2022-09-17,0.20433
2022-09-18,0.17558
2022-09-19,0.3322
2022-09-20,0.24899
2022-09-21,0.22697
2022-09-22,0.26979
2022-09-23,0.31568
2022-09-24,0.27102
2022-09-25,0.1872
2022-09-26,0.25144
2022-09-27,0.23125
2022-09-28,0.21902
2022-09-29,0.20678
2022-09-30,0.18843
2022-10-01,0.15111
2022-10-02,0.15172
2022-10-03,0.22513
2022-10-04,0.21657
2022-10-05,0.27041
2022-10-06,0.23859
2022-10-07,0.19516
2022-10-08,0.22269
2022-10-09,0.20862
2022-10-10,0.2441
2022-10-11,0.3322
2022-10-12,0.31262
2022-10-13,0.47903
2022-10-14,0.27163
2022-10-15,0.24349
2022-10-16,0.20005
2022-10-17,0.20433
2022-10-18,0.27591
2022-10-19,0.25328
2022-10-20,0.25083
2022-10-21,0.28509
2022-10-22,0.15967
2022-10-23,0.17435
2022-10-24,0.20127
2022-10-25,0.22942
2022-10-26,0.27652
2022-10-27,0.31629
2022-10-28,0.25144
2022-10-29,0.26368
2022-10-30,1.45972
2022-10-31,0.75617
2022-11-01,0.5194
2022-11-02,0.43131
2022-11-03,0.31751
2022-11-04,0.32975
2022-11-05,0.63503
2022-11-06,0.25695
2022-11-07,0.3946
2022-11-08,0.35789
2022-11-09,0.68214
2022-11-10,0.67235
2022-11-11,0.42029
2022-11-12,0.45884
2022-11-13,0.53715
2022-11-14,0.65522
2022-11-15,0.38359
2022-11-16,0.36217
2022-11-17,0.30467
2022-11-18,0.27591
2022-11-19,0.31017
2022-11-20,0.36095
2022-11-21,0.4778
2022-11-22,0.33342
2022-11-23,0.29671
2022-11-24,0.34443
2022-11-25,0.50472
2022-11-26,0.2961
2022-11-27,0.33831
2022-11-28,0.40806
2022-11-29,0.30772
2022-11-30,0.25511
2022-12-01,0.22513
2022-12-02,0.2649
2022-12-03,0.18598
2022-12-04,0.22942
2022-12-05,0.34871
2022-12-06,0.28815
2022-12-07,0.37013
2022-12-08,0.40806
2022-12-09,0.3114
2022-12-10,0.22697
2022-12-11,0.28815
2022-12-12,0.44782
2022-12-13,0.34933
2022-12-14,0.25389
2022-12-15,0.28203
2022-12-16,0.42274
2022-12-17,0.40561
2022-12-18,0.31262
2022-12-19,0.41356
2022-12-20,0.46495
2022-12-21,0.30711
2022-12-22,0.29671
2022-12-23,0.20678
2022-12-24,0.16273
2022-12-25,0.1768
2022-12-26,0.21351
2022-12-27,0.2025
2022-12-28,0.31384
2022-12-29,0.29059
2022-12-30,0.35912
2022-12-31,0.21963
2023-01-01,0.27163
2023-01-02,0.23553
2023-01-03,0.22207
2023-01-04,0.24532
2023-01-05,0.19087
2023-01-06,0.14193
2023-01-07,0.58119
2023-01-08,0.27102
2023-01-09,0.59832
2023-01-10,0.29243
2023-01-11,0.20433
2023-01-12,0.20494
2023-01-13,0.33587
2023-01-14,0.63748
2023-01-15,0.31507
2023-01-16,0.60383
2023-01-17,0.58119
2023-01-18,0.51451
2023-01-19,0.29671
2023-01-20,0.2857
2023-01-21,0.61913
2023-01-22,0.45394
2023-01-23,0.37869
2023-01-24,0.35667
2023-01-25,0.50472
2023-01-26,0.43192
2023-01-27,0.32241
2023-01-28,0.26245
2023-01-29,0.353
2023-01-30,0.39949
2023-01-31,0.26612
2023-02-01,0.27041
2023-02-02,0.37257
2023-02-03,0.29243
2023-02-04,0.23309
2023-02-05,0.33526
2023-02-06,0.34749
2023-02-07,0.29732
2023-02-08,2.18408
2023-02-09,0.59282
2023-02-10,0.50105
2023-02-11,0.28692
2023-02-12,0.28631
2023-02-13,0.58487
2023-02-14,0.49554
2023-02-15,0.38603
2023-02-16,0.5867
2023-02-17,0.40989
2023-02-18,0.32424
2023-02-19,0.34688
2023-02-20,0.61301
2023-02-21,0.4466
2023-02-22,0.32057
2023-02-23,0.30834
2023-02-24,0.29182
2023-02-25,0.27408
2023-02-26,0.20923
2023-02-27,0.27163
2023-02-28,0.2496
2023-03-01,0.26979
2023-03-02,0.24899
2023-03-03,0.30895
2023-03-04,0.2184
2023-03-05,0.28876
2023-03-06,0.3481
2023-03-07,0.26062
2023-03-08,0.30956
2023-03-09,0.27836
2023-03-10,0.27346
2023-03-11,0.14254
2023-03-12,0.15906
2023-03-13,0.22452
2023-03-14,0.2961
2023-03-15,0.24899
2023-03-16,0.27652
2023-03-17,0.2753
2023-03-18,0.4362
2023-03-19,0.26429
2023-03-20,0.35544
2023-03-21,0.29732
2023-03-22,0.28387
2023-03-23,0.25511
2023-03-24,0.22452
2023-03-25,0.16701
2023-03-26,0.16824
2023-03-27,0.27224
2023-03-28,0.30589
2023-03-29,0.3169
2023-03-30,0.30222
2023-03-31,0.2649
2023-04-01,0.26001
2023-04-02,0.21963
2023-04-03,0.27408
2023-04-04,0.32241
2023-04-05,0.31445
2023-04-06,0.38359
2023-04-07,0.27469
2023-04-08,0.22146
2023-04-09,0.20862
2023-04-10,0.2441
2023-04-11,0.3897
2023-04-12,0.39399
2023-04-13,0.33954
2023-04-14,0.33648
2023-04-15,0.28387
2023-04-16,0.21779
2023-04-17,0.31568
2023-04-18,0.38665
2023-04-19,0.41479
2023-04-20,0.30834
2023-04-21,0.32669
2023-04-22,0.27346
2023-04-23,0.20984
2023-04-24,0.52124
2023-04-25,0.33464
2023-04-26,0.33464
2023-04-27,0.36217
2023-04-28,0.30467
2023-04-29,0.21596
2023-04-30,0.18904
2023-05-01,0.27652
2023-05-02,0.32363
2023-05-03,0.28448
2023-05-04,0.28264
2023-05-05,0.22636
2023-05-06,0.24532
2023-05-07,0.31017
2023-05-08,0.50778
2023-05-09,0.53348
2023-05-10,0.39032
2023-05-11,0.33648
2023-05-12,0.3842
2023-05-13,0.24288
2023-05-14,0.2392
2023-05-15,0.30589
2023-05-16,0.29855
2023-05-17,0.52675
2023-05-18,0.32669
2023-05-19,0.27836
2023-05-20,0.1872
2023-05-21,0.20311
2023-05-22,0.27775
2023-05-23,0.28937
2023-05-24,0.36217
2023-05-25,0.49065
2023-05-26,0.34871
2023-05-27,0.22697
2023-05-28,0.43375
2023-05-29,0.42825
2023-05-30,0.34933
2023-05-31,0.29916
2023-06-01,0.42641
2023-06-02,0.4466
2023-06-03,0.30222
2023-06-04,0.26796
2023-06-05,0.75188
2023-06-06,1.08653
2023-06-07,0.7164
2023-06-08,0.89137
2023-06-09,0.68336
2023-06-10,2.00666
2023-06-11,1.13364
2023-06-12,0.91768
2023-06-13,0.77452
2023-06-14,0.68642
2023-06-15,0.87179
2023-06-16,0.57202
2023-06-17,0.43987
2023-06-18,0.33709
2023-06-19,0.43253
2023-06-20,0.47168
2023-06-21,0.59955
2023-06-22,0.67908
2023-06-23,0.4931
2023-06-24,0.55244
2023-06-25,0.46618
2023-06-26,0.51451
2023-06-27,0.39643
2023-06-28,0.38114
2023-06-29,0.3634
2023-06-30,0.43253
2023-07-01,0.40072
2023-07-02,0.40439
2023-07-03,0.38848
2023-07-04,0.43069
2023-07-05,0.51635
2023-07-06,0.39154
2023-07-07,0.31262
2023-07-08,0.22575
2023-07-09,0.19454
2023-07-10,0.34137
2023-07-11,0.39521
2023-07-12,0.4778
2023-07-13,0.28387
2023-07-14,0.99048
2023-07-15,0.50778
2023-07-16,0.34566
2023-07-17,0.44844
2023-07-18,0.43375
2023-07-19,0.38236
2023-07-20,0.47474
2023-07-21,0.34994
2023-07-22,0.29794
2023-07-23,0.30405
2023-07-24,0.42825
2023-07-25,0.44477
2023-07-26,0.42213
2023-07-27,0.32669
2023-07-28,0.28998
2023-07-29,0.27163
2023-07-30,0.28142
2023-07-31,0.33526
2023-08-01,0.38787
2023-08-02,0.30283
2023-08-03,0.29182
2023-08-04,0.36462
2023-08-05,0.29549
2023-08-06,0.27958
2023-08-07,0.32363
2023-08-08,0.34321
2023-08-09,0.55366
2023-08-10,0.29977
2023-08-11,0.29121
2023-08-12,0.26368
2023-08-13,0.25817
2023-08-14,0.49004
2023-08-15,0.38848
2023-08-16,0.90116
2023-08-17,0.56406
2023-08-18,0.64299
2023-08-19,0.37196
2023-08-20,0.33281
2023-08-21,0.42764
2023-08-22,0.45945
2023-08-23,0.40806
2023-08-24,0.38114
2023-08-25,0.33526
2023-08-26,0.301
2023-08-27,0.25817
2023-08-28,0.40378
2023-08-29,0.39521
2023-08-30,0.40133
2023-08-31,0.43559
2023-09-01,0.43742
2023-09-02,0.32486
2023-09-03,0.31874
2023-09-04,0.40255
2023-09-05,0.45211
2023-09-06,0.28692
2023-09-07,0.29243
2023-09-08,0.27285
2023-09-09,0.22819
2023-09-10,0.3218
2023-09-11,0.75127
2023-09-12,0.59037
2023-09-13,0.53715
2023-09-14,0.37319
2023-09-15,0.39582
2023-09-16,0.29732
2023-09-17,0.25756
2023-09-18,0.32363
2023-09-19,0.32486
2023-09-20,0.30405
2023-09-21,0.33464
2023-09-22,0.28203
2023-09-23,0.22575
2023-09-24,0.22146
2023-09-25,0.28448
2023-09-26,0.25205
2023-09-27,0.2496
2023-09-28,0.2129
2023-09-29,0.2441
2023-09-30,0.27102
2023-10-01,0.26918
2023-10-02,0.34015
2023-10-03,0.30405
2023-10-04,0.36156
2023-10-05,0.28264
2023-10-06,0.24716
2023-10-07,0.22024
2023-10-08,0.20127
2023-10-09,0.23859
2023-10-10,0.43742
2023-10-11,0.38481
2023-10-12,0.32363
2023-10-13,0.26979
2023-10-14,0.23431
2023-10-15,0.25511
2023-10-16,0.37441
2023-10-17,0.37502
2023-10-18,0.38236
2023-10-19,0.30772
2023-10-20,0.33158
2023-10-21,0.30834
2023-10-22,0.30344
2023-10-23,0.457
2023-10-24,0.82652
2023-10-25,0.60077
2023-10-26,0.58242
