date,카카오주식
2023-05-30,2.74362
2023-05-31,2.52082
2023-06-01,2.11071
2023-06-02,2.4597
2023-06-03,0.68023
2023-06-04,0.51067
2023-06-05,2.20338
2023-06-06,0.7315
2023-06-07,2.43209
2023-06-08,2.31379
2023-06-09,2.28915
2023-06-10,0.69108
2023-06-11,0.63291
2023-06-12,2.36013
2023-06-13,2.54547
2023-06-14,2.60758
2023-06-15,3.41302
2023-06-16,2.95164
2023-06-17,0.74037
2023-06-18,0.63587
2023-06-19,3.59343
2023-06-20,3.34204
2023-06-21,3.72159
2023-06-22,2.89052
2023-06-23,4.1879
2023-06-24,0.87839
2023-06-25,0.73051
2023-06-26,2.92995
2023-06-27,3.14585
2023-06-28,3.20697
2023-06-29,2.83136
2023-06-30,2.3414
2023-07-01,0.67432
2023-07-02,0.60925
2023-07-03,3.25725
2023-07-04,2.64504
2023-07-05,2.78207
2023-07-06,3.1074
2023-07-07,2.46364
2023-07-08,0.58165
2023-07-09,0.54024
2023-07-10,2.32168
2023-07-11,2.28126
2023-07-12,2.35323
2023-07-13,2.49026
2023-07-14,2.46463
2023-07-15,0.62503
2023-07-16,0.55897
2023-07-17,2.21126
2023-07-18,2.22014
2023-07-19,2.2645
2023-07-20,2.17282
2023-07-21,1.90072
2023-07-22,0.50081
2023-07-23,0.52644
2023-07-24,2.39365
2023-07-25,2.63912
2023-07-26,3.57568
2023-07-27,3.6092
2023-07-28,2.67166
2023-07-29,0.7177
2023-07-30,0.65657
2023-07-31,3.01671
2023-08-01,4.42746
2023-08-02,2.80475
2023-08-03,2.41435
2023-08-04,2.21028
2023-08-05,0.62404
2023-08-06,0.50574
2023-08-07,2.51491
2023-08-08,2.14324
2023-08-09,2.21619
2023-08-10,2.13437
2023-08-11,2.23788
2023-08-12,0.60235
2023-08-13,0.5225
2023-08-14,2.11465
2023-08-15,0.6753
2023-08-16,2.09198
2023-08-17,2.28323
2023-08-18,2.37787
2023-08-19,0.58756
2023-08-20,0.46236
2023-08-21,2.08606
2023-08-22,2.0348
2023-08-23,1.90762
2023-08-24,2.11071
2023-08-25,1.9855
2023-08-26,0.5294
2023-08-27,0.47715
2023-08-28,1.9855
2023-08-29,2.05156
2023-08-30,2.0831
2023-08-31,1.97269
2023-09-01,2.14127
2023-09-02,0.55799
2023-09-03,0.50179
2023-09-04,2.30492
2023-09-05,2.0762
2023-09-06,1.86523
2023-09-07,2.02789
2023-09-08,1.83763
2023-09-09,0.67728
2023-09-10,0.91487
2023-09-11,2.11662
2023-09-12,2.08212
2023-09-13,2.21619
2023-09-14,2.16986
2023-09-15,2.10381
2023-09-16,0.57672
2023-09-17,0.49588
2023-09-18,1.8672
2023-09-19,1.81692
2023-09-20,1.881
2023-09-21,2.58786
2023-09-22,2.26943
2023-09-23,0.73544
2023-09-24,0.57968
2023-09-25,2.21915
2023-09-26,2.64011
2023-09-27,1.92241
2023-09-28,0.63587
2023-09-29,0.51855
2023-09-30,0.50179
2023-10-01,0.61714
2023-10-02,0.83797
2023-10-03,0.64869
2023-10-04,3.01671
2023-10-05,3.01473
2023-10-06,2.64898
2023-10-07,0.73248
2023-10-08,0.68713
2023-10-09,0.69798
2023-10-10,2.27436
2023-10-11,2.42421
2023-10-12,2.25464
2023-10-13,1.90861
2023-10-14,0.64277
2023-10-15,0.58263
2023-10-16,2.04465
2023-10-17,1.96086
2023-10-18,1.92734
2023-10-19,3.41203
2023-10-20,5.58584
2023-10-21,2.24281
2023-10-22,1.88889
2023-10-23,7.93315
2023-10-24,7.56543
2023-10-25,5.36698
2023-10-26,5.22995
2023-10-27,4.08734
2023-10-28,1.46103
2023-10-29,1.39991
2023-10-30,3.65948
2023-10-31,4.44718
2023-11-01,3.75117
2023-11-02,3.68117
2023-11-03,4.19677
2023-11-04,1.53694
2023-11-05,1.44131
2023-11-06,6.12017
2023-11-07,4.4038
2023-11-08,3.40217
2023-11-09,3.83003
2023-11-10,2.82545
2023-11-11,1.10119
2023-11-12,0.74826
2023-11-13,2.94868
2023-11-14,3.14191
2023-11-15,3.82313
2023-11-16,3.47808
2023-11-17,2.53068
2023-11-18,0.79459
2023-11-19,0.61615
2023-11-20,2.51195
2023-11-21,3.09163
2023-11-22,3.13501
2023-11-23,2.85207
2023-11-24,2.58687
2023-11-25,0.64474
2023-11-26,0.61615
2023-11-27,2.46857
2023-11-28,2.5504
2023-11-29,2.73475
2023-11-30,2.7594
2023-12-01,2.2921
2023-12-02,0.68911
2023-12-03,0.79656
2023-12-04,2.64602
2023-12-05,2.38675
2023-12-06,2.53364
2023-12-07,2.22014
2023-12-08,2.39858
2023-12-09,0.78276
2023-12-10,0.62305
2023-12-11,2.64997
2023-12-12,2.55533
2023-12-13,2.32266
2023-12-14,3.92172
2023-12-15,3.11726
2023-12-16,0.86557
2023-12-17,0.7453
2023-12-18,2.43308
2023-12-19,2.32266
2023-12-20,2.45378
2023-12-21,2.10775
2023-12-22,2.18563
2023-12-23,0.5777
2023-12-24,0.46926
2023-12-25,0.5777
2023-12-26,2.13831
2023-12-27,2.45871
2023-12-28,2.57209
2023-12-29,1.61877
2023-12-30,0.64671
2023-12-31,0.55503
2024-01-01,0.53926
2024-01-02,3.95819
2024-01-03,2.93192
2024-01-04,2.63419
2024-01-05,2.34633
2024-01-06,0.59348
2024-01-07,0.55503
2024-01-08,2.76728
2024-01-09,3.13205
2024-01-10,3.46625
2024-01-11,4.85729
2024-01-12,3.24641
2024-01-13,0.69896
2024-01-14,0.65164
2024-01-15,3.20303
2024-01-16,2.71996
2024-01-17,2.86488
2024-01-18,2.59772
2024-01-19,2.53659
2024-01-20,0.70587
2024-01-21,0.55897
2024-01-22,2.3759
2024-01-23,2.34731
2024-01-24,2.05057
2024-01-25,2.22112
2024-01-26,2.16
2024-01-27,0.58559
2024-01-28,0.52644
2024-01-29,2.29407
2024-01-30,2.30492
2024-01-31,2.19352
2024-02-01,2.5573
2024-02-02,3.04825
2024-02-03,0.8429
2024-02-04,0.64869
2024-02-05,2.49716
2024-02-06,2.0969
2024-02-07,2.46857
2024-02-08,2.08014
2024-02-09,0.66052
2024-02-10,0.64179
2024-02-11,0.55109
2024-02-12,0.61221
2024-02-13,2.50899
2024-02-14,2.36604
2024-02-15,5.81357
2024-02-16,3.16064
2024-02-17,0.71178
2024-02-18,0.58066
2024-02-19,2.58786
2024-02-20,2.51984
2024-02-21,2.21225
2024-02-22,2.31281
2024-02-23,2.89545
2024-02-24,0.66545
2024-02-25,0.54123
2024-02-26,2.67954
2024-02-27,2.32858
2024-02-28,2.61152
2024-02-29,2.63715
2024-03-01,0.79952
2024-03-02,0.67432
2024-03-03,1.03021
2024-03-04,4.54478
2024-03-05,3.40119
2024-03-06,2.74461
2024-03-07,2.6963
2024-03-08,2.4873
2024-03-09,0.70981
2024-03-10,0.58362
2024-03-11,2.23197
2024-03-12,2.56026
2024-03-13,3.25627
2024-03-14,2.69433
2024-03-15,2.02198
2024-03-16,0.63291
2024-03-17,0.49095
2024-03-18,1.97663
2024-03-19,2.1807
2024-03-20,2.37393
