date,라이트코인
2020-10-09,0.21776
2020-10-10,0.2586
2020-10-11,0.15652
2020-10-12,0.19054
2020-10-13,0.23137
2020-10-14,0.25179
2020-10-15,0.21436
2020-10-16,0.27561
2020-10-17,0.20756
2020-10-18,0.14971
2020-10-19,0.22797
2020-10-20,0.21776
2020-10-21,0.36408
2020-10-22,1.18071
2020-10-23,0.59546
2020-10-24,0.66351
2020-10-25,0.68392
2020-10-26,0.46616
2020-10-27,0.38449
2020-10-28,0.73156
2020-10-29,0.51039
2020-10-30,0.41512
2020-10-31,0.5206
2020-11-01,0.50358
2020-11-02,0.46275
2020-11-03,0.47296
2020-11-04,0.48317
2020-11-05,0.64309
2020-11-06,1.21133
2020-11-07,1.0446
2020-11-08,0.71115
2020-11-09,0.68392
2020-11-10,0.57504
2020-11-11,0.59205
2020-11-12,0.93912
2020-11-13,0.93912
2020-11-14,0.786
2020-11-15,0.6499
2020-11-16,1.4325
2020-11-17,2.41246
2020-11-18,2.28656
2020-11-19,1.66729
2020-11-20,2.70169
2020-11-21,2.01776
2020-11-22,1.78638
2020-11-23,1.67749
2020-11-24,2.49413
2020-11-25,1.77617
2020-11-26,1.35084
2020-11-27,0.94593
2020-11-28,1.02419
2020-11-29,1.15349
2020-11-30,1.30661
2020-12-01,2.18449
2020-12-02,1.5618
2020-12-03,0.95273
2020-12-04,1.09905
2020-12-05,0.97995
2020-12-06,0.7758
2020-12-07,0.92891
2020-12-08,0.83704
2020-12-09,0.89149
2020-12-10,0.76218
2020-12-11,0.69413
2020-12-12,0.44234
2020-12-13,0.68052
2020-12-14,0.75538
2020-12-15,0.76559
2020-12-16,0.62268
2020-12-17,2.42607
2020-12-18,3.8858
2020-12-19,2.18449
2020-12-20,4.44383
2020-12-21,2.14706
2020-12-22,1.6877
2020-12-23,2.65405
2020-12-24,1.9429
2020-12-25,2.25594
2020-12-26,5.70621
2020-12-27,6.57388
2020-12-28,5.3081
2020-12-29,3.37881
2020-12-30,3.66463
2020-12-31,3.27673
2021-01-01,2.86501
2021-01-02,2.69148
2021-01-03,10.344
2021-01-04,9.80639
2021-01-05,4.85555
2021-01-06,5.24005
2021-01-07,6.53986
2021-01-08,8.12208
2021-01-09,7.8873
2021-01-10,9.74514
2021-01-11,7.68995
2021-01-12,5.63135
2021-01-13,3.86539
2021-01-14,3.93344
2021-01-15,3.63401
2021-01-16,2.63023
2021-01-17,2.71189
2021-01-18,3.16104
2021-01-19,3.68505
2021-01-20,2.95008
2021-01-21,2.80377
2021-01-22,2.50774
2021-01-23,1.88846
2021-01-24,2.0688
2021-01-25,2.39885
2021-01-26,1.88165
2021-01-27,1.90207
2021-01-28,1.65027
2021-01-29,1.78298
2021-01-30,1.8204
2021-01-31,2.57579
2021-02-01,3.24951
2021-02-02,2.66426
2021-02-03,3.20868
2021-02-04,2.59961
2021-02-05,2.16747
2021-02-06,2.5894
2021-02-07,2.43288
2021-02-08,2.43288
2021-02-09,4.5221
2021-02-10,4.43703
2021-02-11,3.43665
2021-02-12,4.02871
2021-02-13,4.74667
2021-02-14,5.48164
2021-02-15,4.22266
2021-02-16,3.94365
2021-02-17,4.95763
2021-02-18,5.78107
2021-02-19,4.43703
2021-02-20,6.50923
2021-02-21,4.7841
2021-02-22,4.68542
2021-02-23,3.68505
2021-02-24,2.67447
2021-02-25,3.07257
2021-02-26,2.63363
2021-02-27,1.9497
2021-02-28,1.93609
2021-03-01,2.08241
2021-03-02,2.14365
2021-03-03,2.42948
2021-03-04,1.69451
2021-03-05,1.54479
2021-03-06,1.18411
2021-03-07,1.32022
2021-03-08,1.70812
2021-03-09,2.2015
2021-03-10,2.13004
2021-03-11,2.04838
2021-03-12,3.46728
2021-03-13,4.2703
2021-03-14,3.70206
2021-03-15,3.14403
2021-03-16,2.55878
2021-03-17,2.41246
2021-03-18,2.44309
2021-03-19,2.21851
2021-03-20,2.58259
2021-03-21,2.29677
2021-03-22,2.70509
2021-03-23,2.70849
2021-03-24,2.7221
2021-03-25,1.96672
2021-03-26,2.06199
2021-03-27,2.04498
2021-03-28,2.0756
2021-03-29,2.92966
2021-03-30,3.30055
2021-03-31,3.38902
2021-04-01,3.66123
2021-04-02,4.34176
2021-04-03,4.24988
2021-04-04,3.21208
2021-04-05,3.4911
2021-04-06,6.3391
2021-04-07,6.4616
2021-04-08,3.85518
2021-04-09,3.93344
2021-04-10,4.22947
2021-04-11,6.48882
2021-04-12,4.24988
2021-04-13,5.74704
2021-04-14,6.38674
2021-04-15,4.95763
2021-04-16,6.62152
2021-04-17,9.93909
2021-04-18,6.40035
2021-04-19,5.93419
2021-04-20,4.36217
2021-04-21,3.81435
2021-04-22,4.33495
2021-04-23,3.76331
2021-04-24,2.52815
2021-04-25,2.43288
2021-04-26,2.79015
2021-04-27,3.32777
2021-04-28,2.43288
2021-04-29,2.91945
2021-04-30,3.26993
2021-05-01,3.18486
2021-05-02,3.15083
2021-05-03,4.07635
2021-05-04,9.48654
2021-05-05,9.13947
2021-05-06,9.24835
2021-05-07,11.05515
2021-05-08,8.64949
2021-05-09,10.71489
2021-05-10,20.89897
2021-05-11,8.41811
2021-05-12,7.68995
2021-05-13,6.66235
2021-05-14,6.02266
2021-05-15,5.78787
2021-05-16,5.92738
2021-05-17,4.5255
2021-05-18,5.74364
2021-05-19,4.04573
2021-05-20,5.50546
2021-05-21,5.15839
2021-05-22,4.02531
2021-05-23,3.95045
2021-05-24,3.84497
2021-05-25,3.73268
2021-05-26,3.93344
2021-05-27,3.11
2021-05-28,2.59961
2021-05-29,2.19469
2021-05-30,2.03137
2021-05-31,2.68808
2021-06-01,2.10963
2021-06-02,1.69451
2021-06-03,2.00074
2021-06-04,1.65708
2021-06-05,1.37126
2021-06-06,1.62986
2021-06-07,1.66729
2021-06-08,1.54479
2021-06-09,1.59923
2021-06-10,1.65367
2021-06-11,1.72853
2021-06-12,1.49375
2021-06-13,1.48354
2021-06-14,2.3342
2021-06-15,1.85783
2021-06-16,1.62305
2021-06-17,1.28279
2021-06-18,1.28959
2021-06-19,1.22835
2021-06-20,1.12286
2021-06-21,1.30661
2021-06-22,1.66729
2021-06-23,1.3032
2021-06-24,1.12967
2021-06-25,1.00377
2021-06-26,0.69753
2021-06-27,0.69073
2021-06-28,0.94593
2021-06-29,1.2998
2021-06-30,1.45292
2021-07-01,1.06842
2021-07-02,0.76218
2021-07-03,0.75198
2021-07-04,1.39167
2021-07-05,1.21133
2021-07-06,1.00717
2021-07-07,0.86767
2021-07-08,0.71115
2021-07-09,0.66351
2021-07-10,0.58185
2021-07-11,0.60907
2021-07-12,0.76218
2021-07-13,0.69073
2021-07-14,0.53421
2021-07-15,0.62608
2021-07-16,0.71795
2021-07-17,0.59205
2021-07-18,0.524
2021-07-19,0.6465
2021-07-20,1.12286
2021-07-21,0.6499
2021-07-22,0.54442
2021-07-23,0.6465
2021-07-24,0.75878
2021-07-25,0.54782
2021-07-26,1.22494
2021-07-27,0.70774
2021-07-28,0.84725
2021-07-29,0.75198
2021-07-30,1.08203
2021-07-31,1.1637
2021-08-01,1.28959
2021-08-02,0.9153
2021-08-03,0.67372
2021-08-04,0.51039
2021-08-05,0.80642
2021-08-06,1.11606
2021-08-07,1.39167
2021-08-08,1.57541
2021-08-09,1.24536
2021-08-10,2.06199
2021-08-11,1.61284
2021-08-12,1.78638
2021-08-13,1.74214
2021-08-14,2.10623
2021-08-15,1.54479
2021-08-16,1.87144
2021-08-17,1.54819
2021-08-18,0.85406
2021-08-19,0.89829
2021-08-20,1.18071
2021-08-21,1.37126
2021-08-22,1.56521
2021-08-23,1.78298
2021-08-24,1.40869
2021-08-25,0.87107
2021-08-26,0.95614
2021-08-27,0.83364
2021-08-28,0.92211
2021-08-29,1.66388
2021-08-30,1.32702
2021-08-31,1.08203
2021-09-01,1.38487
2021-09-02,1.56521
2021-09-03,2.12664
2021-09-04,3.77692
2021-09-05,2.04498
2021-09-06,2.37844
2021-09-07,1.99734
2021-09-08,1.51757
2021-09-09,1.21474
2021-09-10,1.19432
2021-09-11,1.12967
2021-09-12,0.94933
2021-09-13,48.69168
2021-09-14,71.37704
2021-09-15,20.97723
2021-09-16,5.86614
2021-09-17,2.63363
2021-09-18,1.84763
2021-09-19,1.4291
2021-09-20,1.28279
2021-09-21,0.92211
2021-09-22,1.07182
2021-09-23,1.41549
2021-09-24,1.25557
2021-09-25,1.06842
2021-09-26,0.80642
2021-09-27,1.0378
2021-09-28,0.88468
2021-09-29,0.80642
2021-09-30,0.66011
2021-10-01,1.05481
2021-10-02,1.16029
2021-10-03,0.99016
2021-10-04,0.9119
2021-10-05,1.09905
2021-10-06,1.5516
2021-10-07,1.87144
2021-10-08,1.32022
2021-10-09,1.08544
2021-10-10,1.05821
2021-10-11,1.18751
2021-10-12,1.27939
2021-10-13,1.40188
2021-10-14,1.01398
2021-10-15,1.26237
2021-10-16,1.56861
2021-10-17,0.96294
2021-10-18,1.16029
2021-10-19,1.35765
2021-10-20,1.74555
2021-10-21,3.51832
2021-10-22,1.50736
2021-10-23,0.97995
2021-10-24,0.83024
2021-10-25,0.9119
2021-10-26,1.0344
2021-10-27,1.10245
2021-10-28,0.78941
2021-10-29,0.78941
2021-10-30,0.94593
2021-10-31,1.05481
2021-11-01,1.02759
2021-11-02,1.15009
2021-11-03,1.28959
2021-11-04,1.10245
2021-11-05,0.95954
2021-11-06,0.7792
2021-11-07,0.80302
2021-11-08,1.61284
2021-11-09,10.00374
2021-11-10,13.78066
2021-11-11,5.01207
2021-11-12,3.05216
2021-11-13,2.08241
2021-11-14,1.31001
2021-11-15,3.57616
2021-11-16,1.66729
2021-11-17,1.76596
2021-11-18,1.59923
2021-11-19,1.28619
2021-11-20,1.00377
2021-11-21,0.98336
2021-11-22,0.9153
2021-11-23,1.00037
2021-11-24,0.88468
2021-11-25,1.35424
2021-11-26,1.18411
2021-11-27,0.89489
2021-11-28,0.81663
2021-11-29,0.99356
2021-11-30,1.15009
2021-12-01,0.93912
2021-12-02,0.85746
2021-12-03,0.78941
2021-12-04,1.32702
2021-12-05,1.03099
2021-12-06,1.18751
2021-12-07,1.15009
2021-12-08,1.07863
2021-12-09,0.95614
2021-12-10,0.70434
2021-12-11,0.54442
2021-12-12,0.60226
2021-12-13,0.59546
2021-12-14,0.54442
2021-12-15,0.53421
2021-12-16,0.66691
2021-12-17,0.76218
2021-12-18,0.44914
2021-12-19,0.54442
2021-12-20,0.72816
2021-12-21,0.59886
2021-12-22,0.61927
2021-12-23,0.69753
2021-12-24,0.60226
2021-12-25,0.40151
2021-12-26,0.98336
2021-12-27,1.02079
2021-12-28,0.78941
2021-12-29,0.64309
2021-12-30,0.54782
2021-12-31,0.524
2022-01-01,0.55462
2022-01-02,0.62948
2022-01-03,0.70434
2022-01-04,0.60907
2022-01-05,0.57844
2022-01-06,0.70774
2022-01-07,0.56143
2022-01-08,0.45935
2022-01-09,0.51039
2022-01-10,0.48997
2022-01-11,0.5274
2022-01-12,0.50358
2022-01-13,0.53761
2022-01-14,0.80982
2022-01-15,0.9119
2022-01-16,0.524
2022-01-17,1.41549
2022-01-18,0.96975
2022-01-19,0.60566
2022-01-20,0.49338
2022-01-21,0.47636
2022-01-22,0.49338
2022-01-23,0.55462
2022-01-24,0.60226
2022-01-25,0.45935
2022-01-26,0.63969
2022-01-27,0.76218
2022-01-28,0.47296
2022-01-29,0.42873
2022-01-30,0.45595
2022-01-31,0.33345
2022-02-01,0.57844
2022-02-02,0.60566
2022-02-03,0.5274
2022-02-04,0.71115
2022-02-05,0.69753
2022-02-06,0.57844
2022-02-07,0.94252
2022-02-08,0.90169
2022-02-09,0.55462
2022-02-10,0.70434
2022-02-11,0.40151
2022-02-12,0.44574
2022-02-13,0.28241
2022-02-14,0.45595
2022-02-15,0.50358
2022-02-16,0.45935
2022-02-17,0.43553
2022-02-18,0.36408
2022-02-19,0.28241
2022-02-20,0.41171
2022-02-21,0.46275
2022-02-22,0.46616
2022-02-23,0.44574
2022-02-24,0.60226
2022-02-25,0.5274
2022-02-26,0.41852
2022-02-27,0.3913
2022-02-28,0.41852
2022-03-01,0.45935
2022-03-02,0.524
2022-03-03,0.55803
2022-03-04,0.50699
2022-03-05,0.35047
2022-03-06,0.36748
2022-03-07,0.41512
2022-03-08,0.31644
2022-03-09,0.30963
2022-03-10,0.38109
2022-03-11,0.38449
2022-03-12,0.32665
2022-03-13,0.24839
2022-03-14,0.27561
2022-03-15,0.262
2022-03-16,0.2688
2022-03-17,0.30963
2022-03-18,0.32325
2022-03-19,0.34706
2022-03-20,0.40491
2022-03-21,0.47977
2022-03-22,0.63629
2022-03-23,0.91871
2022-03-24,0.45935
2022-03-25,0.54782
2022-03-26,0.41171
2022-03-27,0.40831
2022-03-28,0.75538
2022-03-29,0.83704
2022-03-30,0.89489
2022-03-31,1.05141
2022-04-01,0.84385
2022-04-02,1.21133
2022-04-03,0.81322
2022-04-04,0.7792
2022-04-05,0.6499
2022-04-06,0.54442
2022-04-07,0.78941
2022-04-08,0.55462
2022-04-09,0.48657
2022-04-10,0.43553
2022-04-11,0.51039
2022-04-12,0.49338
2022-04-13,0.48997
2022-04-14,0.41852
2022-04-15,0.56823
2022-04-16,0.3879
2022-04-17,0.3981
2022-04-18,0.37769
2022-04-19,0.40151
2022-04-20,0.49338
2022-04-21,0.28241
2022-04-22,0.35047
2022-04-23,0.27561
2022-04-24,0.48657
2022-04-25,0.34366
2022-04-26,0.37769
2022-04-27,0.31644
2022-04-28,0.33345
2022-04-29,0.74177
2022-04-30,0.60907
2022-05-01,0.70434
2022-05-02,0.38109
2022-05-03,0.44234
2022-05-04,0.37428
2022-05-05,0.3913
2022-05-06,0.55462
2022-05-07,0.27221
2022-05-08,0.36067
2022-05-09,0.54101
2022-05-10,0.35727
2022-05-11,0.45595
2022-05-12,0.71115
2022-05-13,0.59886
2022-05-14,0.5274
2022-05-15,0.5206
2022-05-16,0.54782
2022-05-17,0.49678
2022-05-18,0.61247
2022-05-19,0.59546
2022-05-20,0.57164
2022-05-21,0.38449
2022-05-22,0.30283
2022-05-23,47.63687
2022-05-24,39.54881
2022-05-25,9.16669
2022-05-26,5.6858
2022-05-27,3.91302
2022-05-28,2.848
2022-05-29,2.32059
2022-05-30,2.3342
2022-05-31,2.09602
2022-06-01,6.989
2022-06-02,2.23553
2022-06-03,1.53118
2022-06-04,0.88128
2022-06-05,1.05141
2022-06-06,1.28279
2022-06-07,1.35084
2022-06-08,100.0
2022-06-09,41.66524
2022-06-10,16.86004
2022-06-11,6.93796
2022-06-12,6.25404
2022-06-13,6.36973
2022-06-14,4.46425
2022-06-15,3.38221
2022-06-16,2.43628
2022-06-17,3.42985
2022-06-18,3.83476
2022-06-19,6.07029
2022-06-20,11.88199
2022-06-21,5.0393
2022-06-22,4.21926
2022-06-23,2.39545
2022-06-24,2.35462
2022-06-25,1.49715
2022-06-26,1.50056
2022-06-27,1.59583
2022-06-28,1.34744
2022-06-29,1.24196
2022-06-30,1.22494
2022-07-01,0.9051
2022-07-02,0.83024
2022-07-03,0.95273
2022-07-04,1.06842
2022-07-05,0.80982
2022-07-06,0.80642
2022-07-07,0.94933
2022-07-08,0.9085
2022-07-09,0.76899
2022-07-10,0.75198
2022-07-11,0.76559
2022-07-12,0.68052
2022-07-13,0.6533
2022-07-14,0.67372
2022-07-15,0.6465
2022-07-16,0.58525
2022-07-17,0.86086
2022-07-18,1.57882
2022-07-19,1.61284
2022-07-20,1.45632
2022-07-21,0.62608
2022-07-22,1.05821
2022-07-23,0.50018
2022-07-24,0.57844
2022-07-25,0.7758
2022-07-26,0.37769
2022-07-27,0.40491
2022-07-28,0.92551
2022-07-29,1.48014
2022-07-30,0.76559
2022-07-31,0.7792
2022-08-01,0.68392
2022-08-02,0.49678
2022-08-03,0.57844
2022-08-04,0.60226
2022-08-05,0.54101
2022-08-06,0.50018
2022-08-07,0.41171
2022-08-08,0.7826
2022-08-09,0.5206
2022-08-10,0.6533
2022-08-11,0.84385
2022-08-12,0.7826
2022-08-13,0.69413
2022-08-14,0.6465
2022-08-15,0.5172
2022-08-16,0.51379
2022-08-17,0.45595
2022-08-18,0.43213
2022-08-19,0.36067
2022-08-20,0.2586
2022-08-21,0.30283
2022-08-22,0.33686
2022-08-23,0.36408
2022-08-24,0.38449
2022-08-25,0.32665
2022-08-26,0.35047
2022-08-27,0.21776
2022-08-28,0.24158
2022-08-29,0.3913
2022-08-30,0.29262
2022-08-31,0.32325
2022-09-01,0.32665
2022-09-02,0.32665
2022-09-03,0.46956
2022-09-04,0.24498
2022-09-05,0.27221
2022-09-06,0.37088
2022-09-07,0.32325
2022-09-08,0.29262
2022-09-09,0.27561
2022-09-10,0.33345
2022-09-11,0.44234
2022-09-12,0.3981
2022-09-13,0.67031
2022-09-14,0.36408
2022-09-15,0.25519
2022-09-16,0.25519
2022-09-17,0.25179
2022-09-18,0.25519
2022-09-19,0.262
2022-09-20,0.21436
2022-09-21,0.32665
2022-09-22,0.2654
2022-09-23,0.37769
2022-09-24,0.27901
2022-09-25,0.21436
2022-09-26,0.38109
2022-09-27,0.35047
2022-09-28,0.40831
2022-09-29,0.2654
2022-09-30,0.22117
2022-10-01,0.20756
2022-10-02,0.18033
2022-10-03,0.1293
2022-10-04,0.3879
2022-10-05,0.37428
2022-10-06,0.27221
2022-10-07,0.14971
2022-10-08,0.20415
2022-10-09,0.23137
2022-10-10,0.19054
2022-10-11,0.24158
2022-10-12,0.23137
2022-10-13,0.33005
2022-10-14,0.21436
2022-10-15,0.21096
2022-10-16,0.17693
2022-10-17,0.16332
2022-10-18,0.30623
2022-10-19,0.17693
2022-10-20,0.21436
2022-10-21,0.40491
2022-10-22,0.22117
2022-10-23,0.29943
2022-10-24,0.20756
2022-10-25,0.23818
2022-10-26,0.30283
2022-10-27,0.40831
2022-10-28,0.38449
2022-10-29,0.30963
2022-10-30,0.33686
2022-10-31,0.29262
2022-11-01,0.53761
2022-11-02,1.03099
2022-11-03,1.07523
2022-11-04,0.73496
2022-11-05,0.55462
2022-11-06,0.44914
2022-11-07,0.82343
2022-11-08,0.35387
2022-11-09,0.38449
2022-11-10,0.30963
2022-11-11,0.28582
2022-11-12,0.29943
2022-11-13,0.28241
2022-11-14,0.33686
2022-11-15,0.38109
2022-11-16,0.31644
2022-11-17,0.40831
2022-11-18,0.53081
2022-11-19,0.30283
2022-11-20,0.42873
2022-11-21,0.49678
2022-11-22,0.80302
2022-11-23,2.75273
2022-11-24,1.48014
2022-11-25,1.10925
2022-11-26,0.99697
2022-11-27,0.66691
2022-11-28,0.66351
2022-11-29,0.66011
2022-11-30,0.71795
2022-12-01,0.46275
2022-12-02,0.31644
2022-12-03,0.19054
2022-12-04,0.2586
2022-12-05,0.71115
2022-12-06,0.54101
2022-12-07,0.70774
2022-12-08,0.72476
2022-12-09,0.40831
2022-12-10,0.32665
2022-12-11,0.32325
2022-12-12,0.44574
2022-12-13,0.36408
2022-12-14,0.58865
2022-12-15,0.36067
2022-12-16,0.30283
2022-12-17,0.29943
2022-12-18,0.2654
2022-12-19,0.28241
2022-12-20,0.22797
2022-12-21,0.22117
2022-12-22,0.27561
2022-12-23,0.22117
2022-12-24,0.21096
2022-12-25,0.16332
2022-12-26,0.86426
2022-12-27,0.524
2022-12-28,0.62268
2022-12-29,0.36067
2022-12-30,0.27221
2022-12-31,0.55122
2023-01-01,0.46616
2023-01-02,0.77239
2023-01-03,0.82343
2023-01-04,0.7826
2023-01-05,0.56143
2023-01-06,0.42192
2023-01-07,0.48997
2023-01-08,0.45595
2023-01-09,0.76218
2023-01-10,0.53081
2023-01-11,0.53421
2023-01-12,0.71795
2023-01-13,0.59205
2023-01-14,0.61587
2023-01-15,0.42532
2023-01-16,0.61247
2023-01-17,0.46616
2023-01-18,0.53761
2023-01-19,0.35387
2023-01-20,0.32665
2023-01-21,0.34706
2023-01-22,0.40491
2023-01-23,0.46275
2023-01-24,0.50358
2023-01-25,1.33042
2023-01-26,0.92891
2023-01-27,0.62268
2023-01-28,0.68733
2023-01-29,1.20453
2023-01-30,1.18411
2023-01-31,0.94593
2023-02-01,0.93912
2023-02-02,0.85406
2023-02-03,0.66691
2023-02-04,0.49678
2023-02-05,0.66351
2023-02-06,0.49338
2023-02-07,0.57164
2023-02-08,0.71795
2023-02-09,0.40151
2023-02-10,0.56823
2023-02-11,0.35387
2023-02-12,0.41852
2023-02-13,0.40151
2023-02-14,0.41512
2023-02-15,0.38109
2023-02-16,0.67712
2023-02-17,0.57504
2023-02-18,0.59546
2023-02-19,0.49338
2023-02-20,0.64309
2023-02-21,0.72476
2023-02-22,0.3913
2023-02-23,0.60907
2023-02-24,0.3913
2023-02-25,0.28922
2023-02-26,0.28241
2023-02-27,0.31984
2023-02-28,0.2688
2023-03-01,0.28241
2023-03-02,0.33345
2023-03-03,0.30283
2023-03-04,0.19735
2023-03-05,0.22457
2023-03-06,0.24498
2023-03-07,0.23137
2023-03-08,0.18714
2023-03-09,0.23137
2023-03-10,0.34706
2023-03-11,0.3879
2023-03-12,0.19735
2023-03-13,0.18033
2023-03-14,0.41512
2023-03-15,0.31304
2023-03-16,0.28582
2023-03-17,0.3879
2023-03-18,0.40491
2023-03-19,0.23818
2023-03-20,0.40491
2023-03-21,0.41852
2023-03-22,0.40491
2023-03-23,0.84385
2023-03-24,0.6567
2023-03-25,0.29262
2023-03-26,0.35047
2023-03-27,0.61247
2023-03-28,0.82683
2023-03-29,0.71115
2023-03-30,0.58185
2023-03-31,0.44234
2023-04-01,0.42532
2023-04-02,0.36408
2023-04-03,0.31644
2023-04-04,0.32665
2023-04-05,0.34706
2023-04-06,0.2688
2023-04-07,0.28922
2023-04-08,0.23137
2023-04-09,0.2586
2023-04-10,0.262
2023-04-11,0.58185
2023-04-12,0.54101
2023-04-13,0.55462
2023-04-14,0.7758
2023-04-15,0.37769
2023-04-16,0.34366
2023-04-17,0.55462
2023-04-18,0.62268
2023-04-19,0.42192
2023-04-20,0.30283
2023-04-21,0.28241
2023-04-22,0.21776
2023-04-23,0.21096
2023-04-24,0.5206
2023-04-25,0.66351
2023-04-26,0.3879
2023-04-27,0.23478
2023-04-28,0.37428
2023-04-29,0.2688
2023-04-30,0.2586
2023-05-01,0.24839
2023-05-02,0.27221
2023-05-03,0.2586
2023-05-04,0.38109
2023-05-05,0.53421
2023-05-06,0.2586
2023-05-07,0.21436
2023-05-08,0.27901
2023-05-09,0.33345
2023-05-10,0.6533
2023-05-11,0.40491
2023-05-12,0.29602
2023-05-13,0.24498
2023-05-14,0.33005
2023-05-15,0.54101
2023-05-16,1.02079
2023-05-17,1.07182
2023-05-18,0.53761
2023-05-19,0.75538
2023-05-20,0.42873
2023-05-21,0.43893
2023-05-22,0.43553
2023-05-23,0.38449
2023-05-24,0.47977
2023-05-25,0.42873
2023-05-26,0.29602
2023-05-27,0.28241
2023-05-28,0.2586
2023-05-29,0.36067
