date,돈많이버는직업
2020-12-30,40.25
2020-12-31,35.5
2021-01-01,34.625
2021-01-02,32.125
2021-01-03,35.6875
2021-01-04,39.125
2021-01-05,36.5
2021-01-06,38.8125
2021-01-07,31.75
2021-01-08,35.0
2021-01-09,37.5625
2021-01-10,41.8125
2021-01-11,40.375
2021-01-12,31.6875
2021-01-13,36.875
2021-01-14,35.3125
2021-01-15,33.18749
2021-01-16,30.625
2021-01-17,33.6875
2021-01-18,34.4375
2021-01-19,34.3125
2021-01-20,33.3125
2021-01-21,38.3125
2021-01-22,32.93749
2021-01-23,34.375
2021-01-24,39.6875
2021-01-25,40.875
2021-01-26,38.625
2021-01-27,38.0
2021-01-28,40.125
2021-01-29,37.6875
2021-01-30,35.1875
2021-01-31,46.4375
2021-02-01,46.5
2021-02-02,40.375
2021-02-03,32.875
2021-02-04,29.875
2021-02-05,32.375
2021-02-06,33.0
2021-02-07,39.75
2021-02-08,37.8125
2021-02-09,31.62499
2021-02-10,27.125
2021-02-11,24.5625
2021-02-12,26.375
2021-02-13,25.75
2021-02-14,36.5
2021-02-15,34.375
2021-02-16,34.3125
2021-02-17,30.25
2021-02-18,31.37499
2021-02-19,28.5625
2021-02-20,27.875
2021-02-21,35.25
2021-02-22,35.25
2021-02-23,31.75
2021-02-24,36.625
2021-02-25,33.5
2021-02-26,29.5625
2021-02-27,28.375
2021-02-28,31.5625
2021-03-01,34.375
2021-03-02,41.75
2021-03-03,40.375
2021-03-04,39.625
2021-03-05,30.4375
2021-03-06,28.8125
2021-03-07,41.75
2021-03-08,39.0625
2021-03-09,37.9375
2021-03-10,39.375
2021-03-11,31.125
2021-03-12,27.375
2021-03-13,29.5
2021-03-14,36.5
2021-03-15,33.25
2021-03-16,27.5
2021-03-17,30.75
2021-03-18,28.75
2021-03-19,23.0
2021-03-20,25.3125
2021-03-21,34.0
2021-03-22,29.375
2021-03-23,28.1875
2021-03-24,28.8125
2021-03-25,26.25
2021-03-26,22.6875
2021-03-27,27.8125
2021-03-28,33.6875
2021-03-29,29.125
2021-03-30,28.75
2021-03-31,28.3125
2021-04-01,23.4375
2021-04-02,24.125
2021-04-03,28.6875
2021-04-04,35.6875
2021-04-05,34.49999
2021-04-06,31.5
2021-04-07,28.6875
2021-04-08,30.8125
2021-04-09,25.875
2021-04-10,23.5
2021-04-11,31.5
2021-04-12,33.125
2021-04-13,26.93749
2021-04-14,30.3125
2021-04-15,28.8125
2021-04-16,24.8125
2021-04-17,22.125
2021-04-18,33.375
2021-04-19,29.4375
2021-04-20,26.625
2021-04-21,24.5
2021-04-22,24.5
2021-04-23,23.9375
2021-04-24,21.5625
2021-04-25,29.0625
2021-04-26,31.4375
2021-04-27,25.9375
2021-04-28,30.9375
2021-04-29,26.375
2021-04-30,22.875
2021-05-01,21.25
2021-05-02,24.0625
2021-05-03,25.0
2021-05-04,22.9375
2021-05-05,25.625
2021-05-06,23.0
2021-05-07,24.5625
2021-05-08,21.3125
2021-05-09,26.25
2021-05-10,32.25
2021-05-11,28.1875
2021-05-12,25.4375
2021-05-13,24.8125
2021-05-14,21.5625
2021-05-15,24.6875
2021-05-16,31.5
2021-05-17,31.5
2021-05-18,25.8125
2021-05-19,25.0625
2021-05-20,27.6875
2021-05-21,27.875
2021-05-22,23.5625
2021-05-23,32.5
2021-05-24,35.125
2021-05-25,27.4375
2021-05-26,26.8125
2021-05-27,25.12499
2021-05-28,23.5625
2021-05-29,23.8125
2021-05-30,26.5
2021-05-31,28.8125
2021-06-01,25.1875
2021-06-02,25.6875
2021-06-03,27.75
2021-06-04,23.375
2021-06-05,19.875
2021-06-06,25.4375
2021-06-07,31.37499
2021-06-08,27.5
2021-06-09,25.25
2021-06-10,29.1875
2021-06-11,25.75
2021-06-12,23.125
2021-06-13,31.125
2021-06-14,32.5625
2021-06-15,26.3125
2021-06-16,29.25
2021-06-17,31.4375
2021-06-18,29.5625
2021-06-19,22.3125
2021-06-20,31.62499
2021-06-21,28.0
2021-06-22,30.1875
2021-06-23,32.0625
2021-06-24,29.5
2021-06-25,25.5
2021-06-26,28.75
2021-06-27,31.1875
2021-06-28,32.1875
2021-06-29,25.625
2021-06-30,26.0
2021-07-01,25.0625
2021-07-02,21.5
2021-07-03,18.3125
2021-07-04,24.75
2021-07-05,26.0625
2021-07-06,24.375
2021-07-07,20.625
2021-07-08,22.875
2021-07-09,20.0625
2021-07-10,18.25
2021-07-11,26.625
2021-07-12,28.4375
2021-07-13,25.75
2021-07-14,31.9375
2021-07-15,26.125
2021-07-16,24.625
2021-07-17,24.75
2021-07-18,28.6875
2021-07-19,28.5625
2021-07-20,29.1875
2021-07-21,29.5
2021-07-22,27.25
2021-07-23,27.125
2021-07-24,24.1875
2021-07-25,26.5625
2021-07-26,28.9375
2021-07-27,30.875
2021-07-28,24.25
2021-07-29,24.1875
2021-07-30,20.75
2021-07-31,21.1875
2021-08-01,25.875
2021-08-02,26.375
2021-08-03,28.24999
2021-08-04,26.4375
2021-08-05,27.875
2021-08-06,25.4375
2021-08-07,26.375
2021-08-08,28.0
2021-08-09,31.8125
2021-08-10,29.625
2021-08-11,27.125
2021-08-12,28.875
2021-08-13,26.1875
2021-08-14,23.9375
2021-08-15,26.3125
2021-08-16,31.3125
2021-08-17,34.4375
2021-08-18,29.125
2021-08-19,31.5625
2021-08-20,29.0625
2021-08-21,22.6875
2021-08-22,31.125
2021-08-23,30.3125
2021-08-24,28.4375
2021-08-25,29.6875
2021-08-26,27.4375
2021-08-27,25.1875
2021-08-28,23.375
2021-08-29,24.5
2021-08-30,27.875
2021-08-31,25.8125
2021-09-01,27.125
2021-09-02,27.9375
2021-09-03,25.75
2021-09-04,23.125
2021-09-05,30.25
2021-09-06,30.9375
2021-09-07,29.625
2021-09-08,25.3125
2021-09-09,26.25
2021-09-10,22.5625
2021-09-11,20.5625
2021-09-12,24.4375
2021-09-13,27.9375
2021-09-14,25.12499
2021-09-15,23.875
2021-09-16,22.6875
2021-09-17,20.8125
2021-09-18,19.0625
2021-09-19,16.9375
2021-09-20,17.625
2021-09-21,22.375
2021-09-22,22.3125
2021-09-23,23.375
2021-09-24,19.6875
2021-09-25,20.75
2021-09-26,22.6875
2021-09-27,27.125
2021-09-28,24.625
2021-09-29,24.5625
2021-09-30,23.1875
2021-10-01,18.3125
2021-10-02,16.6875
2021-10-03,24.9375
2021-10-04,24.875
2021-10-05,26.93749
2021-10-06,23.3125
2021-10-07,23.125
2021-10-08,22.375
2021-10-09,20.4375
2021-10-10,22.625
2021-10-11,29.125
2021-10-12,24.8125
2021-10-13,23.375
2021-10-14,20.1875
2021-10-15,19.625
2021-10-16,18.93749
2021-10-17,21.125
2021-10-18,22.625
2021-10-19,22.5
2021-10-20,20.49999
2021-10-21,23.25
2021-10-22,20.875
2021-10-23,15.5625
2021-10-24,18.5625
2021-10-25,23.625
2021-10-26,21.0
2021-10-27,19.1875
2021-10-28,24.125
2021-10-29,19.5625
2021-10-30,19.5625
2021-10-31,22.1875
2021-11-01,26.25
2021-11-02,25.0625
2021-11-03,22.9375
2021-11-04,23.6875
2021-11-05,19.4375
2021-11-06,19.6875
2021-11-07,23.0625
2021-11-08,24.8125
2021-11-09,21.9375
2021-11-10,23.5625
2021-11-11,21.5
2021-11-12,19.0
2021-11-13,18.3125
2021-11-14,24.5
2021-11-15,24.3125
2021-11-16,22.9375
2021-11-17,22.9375
2021-11-18,24.375
2021-11-19,25.37499
2021-11-20,18.5625
2021-11-21,27.3125
2021-11-22,25.1875
2021-11-23,22.5
2021-11-24,24.5
2021-11-25,22.8125
2021-11-26,22.5
2021-11-27,21.4375
2021-11-28,25.0625
2021-11-29,24.6875
2021-11-30,21.8125
2021-12-01,24.125
2021-12-02,22.875
2021-12-03,19.625
2021-12-04,19.4375
2021-12-05,23.6875
2021-12-06,24.5625
2021-12-07,23.0625
2021-12-08,24.5625
2021-12-09,26.75
2021-12-10,22.5
2021-12-11,17.4375
2021-12-12,27.0625
2021-12-13,25.875
2021-12-14,23.625
2021-12-15,23.8125
2021-12-16,25.0
2021-12-17,22.4375
2021-12-18,17.9375
2021-12-19,24.375
2021-12-20,27.3125
2021-12-21,26.1875
2021-12-22,24.0625
2021-12-23,23.875
2021-12-24,16.4375
2021-12-25,14.3125
2021-12-26,18.93749
2021-12-27,23.625
2021-12-28,23.625
2021-12-29,25.3125
2021-12-30,22.25
2021-12-31,19.5625
2022-01-01,21.1875
2022-01-02,26.5625
2022-01-03,31.37499
2022-01-04,26.8125
2022-01-05,27.25
2022-01-06,24.0
2022-01-07,22.5
2022-01-08,24.1875
2022-01-09,28.9375
2022-01-10,27.3125
2022-01-11,24.6875
2022-01-12,23.4375
2022-01-13,27.625
2022-01-14,26.375
2022-01-15,25.1875
2022-01-16,26.5625
2022-01-17,28.6875
2022-01-18,27.375
2022-01-19,27.5625
2022-01-20,22.6875
2022-01-21,26.5625
2022-01-22,23.6875
2022-01-23,27.5625
2022-01-24,28.5625
2022-01-25,27.625
2022-01-26,28.3125
2022-01-27,25.0625
2022-01-28,20.625
2022-01-29,21.6875
2022-01-30,22.6875
2022-01-31,24.375
2022-02-01,25.0
2022-02-02,28.6875
2022-02-03,27.625
2022-02-04,28.49999
2022-02-05,28.4375
2022-02-06,28.6875
2022-02-07,29.375
2022-02-08,27.6875
2022-02-09,26.375
2022-02-10,24.875
2022-02-11,22.4375
2022-02-12,25.5
2022-02-13,28.0625
2022-02-14,27.0
2022-02-15,32.0
2022-02-16,28.24999
2022-02-17,28.1875
2022-02-18,26.68749
2022-02-19,26.93749
2022-02-20,28.875
2022-02-21,32.3125
2022-02-22,29.125
2022-02-23,27.625
2022-02-24,28.4375
2022-02-25,26.375
2022-02-26,24.8125
2022-02-27,27.125
2022-02-28,28.375
2022-03-01,26.375
2022-03-02,32.8125
2022-03-03,28.875
2022-03-04,23.625
2022-03-05,23.6875
2022-03-06,29.5625
2022-03-07,31.9375
2022-03-08,25.875
2022-03-09,22.1875
2022-03-10,28.49999
2022-03-11,22.8125
2022-03-12,23.75
2022-03-13,25.625
2022-03-14,26.3125
2022-03-15,25.875
2022-03-16,27.0
2022-03-17,26.875
2022-03-18,22.0
2022-03-19,23.25
2022-03-20,28.49999
2022-03-21,27.125
2022-03-22,26.5
2022-03-23,26.5625
2022-03-24,20.49999
2022-03-25,21.3125
2022-03-26,23.25
2022-03-27,27.0625
2022-03-28,27.625
2022-03-29,22.8125
2022-03-30,27.9375
2022-03-31,21.0625
2022-04-01,21.1875
2022-04-02,20.4375
2022-04-03,25.37499
2022-04-04,25.25
2022-04-05,21.9375
2022-04-06,23.3125
2022-04-07,22.25
2022-04-08,20.6875
2022-04-09,18.125
2022-04-10,25.3125
2022-04-11,24.1875
2022-04-12,22.5
2022-04-13,24.6875
2022-04-14,24.1875
2022-04-15,21.0625
2022-04-16,20.49999
2022-04-17,23.9375
2022-04-18,25.5
2022-04-19,21.6875
2022-04-20,21.25
2022-04-21,20.125
2022-04-22,19.6875
2022-04-23,16.8125
2022-04-24,23.0
2022-04-25,24.3125
2022-04-26,23.375
2022-04-27,22.875
2022-04-28,23.4375
2022-04-29,19.25
2022-04-30,19.8125
2022-05-01,21.625
2022-05-02,22.9375
2022-05-03,20.9375
2022-05-04,16.1875
2022-05-05,15.75
2022-05-06,16.75
2022-05-07,19.0
2022-05-08,22.625
2022-05-09,24.3125
2022-05-10,26.25
2022-05-11,23.9375
2022-05-12,18.75
2022-05-13,19.0
2022-05-14,15.9375
2022-05-15,24.1875
2022-05-16,22.625
2022-05-17,27.0
2022-05-18,19.1875
2022-05-19,22.4375
2022-05-20,19.125
2022-05-21,19.1875
2022-05-22,23.3125
2022-05-23,25.9375
2022-05-24,24.0
2022-05-25,23.125
2022-05-26,22.0
2022-05-27,20.125
2022-05-28,19.5
2022-05-29,23.8125
2022-05-30,25.37499
2022-05-31,21.9375
2022-06-01,21.3125
2022-06-02,24.6875
2022-06-03,22.1875
2022-06-04,20.1875
2022-06-05,23.0625
2022-06-06,24.75
2022-06-07,24.75
2022-06-08,25.3125
2022-06-09,22.125
2022-06-10,17.3125
2022-06-11,17.5
2022-06-12,23.9375
2022-06-13,26.5
2022-06-14,24.1875
2022-06-15,20.5625
2022-06-16,20.1875
2022-06-17,20.9375
2022-06-18,18.25
2022-06-19,22.5625
2022-06-20,24.1875
2022-06-21,21.75
2022-06-22,21.8125
2022-06-23,21.0625
2022-06-24,18.5
2022-06-25,19.1875
2022-06-26,22.5
2022-06-27,22.875
2022-06-28,22.625
2022-06-29,22.9375
2022-06-30,19.9375
2022-07-01,18.4375
2022-07-02,14.6875
2022-07-03,18.875
2022-07-04,24.0625
2022-07-05,20.8125
2022-07-06,21.3125
2022-07-07,22.8125
2022-07-08,21.3125
2022-07-09,16.4375
2022-07-10,22.25
2022-07-11,21.0625
2022-07-12,24.6875
2022-07-13,24.375
2022-07-14,26.0
2022-07-15,18.125
2022-07-16,15.9375
2022-07-17,22.625
2022-07-18,24.75
2022-07-19,22.4375
2022-07-20,21.1875
2022-07-21,21.9375
2022-07-22,21.125
2022-07-23,17.37499
2022-07-24,20.49999
2022-07-25,24.1875
2022-07-26,21.375
2022-07-27,20.9375
2022-07-28,22.375
2022-07-29,16.875
2022-07-30,16.8125
2022-07-31,20.875
2022-08-01,23.8125
2022-08-02,25.12499
2022-08-03,23.5625
2022-08-04,22.75
2022-08-05,20.49999
2022-08-06,19.125
2022-08-07,21.25
2022-08-08,23.875
2022-08-09,22.75
2022-08-10,25.4375
2022-08-11,23.75
2022-08-12,22.75
2022-08-13,20.125
2022-08-14,22.5625
2022-08-15,25.625
2022-08-16,28.125
2022-08-17,28.9375
2022-08-18,24.0625
2022-08-19,22.875
2022-08-20,22.1875
2022-08-21,27.5625
2022-08-22,29.1875
2022-08-23,25.875
2022-08-24,24.5
2022-08-25,23.0625
2022-08-26,22.1875
2022-08-27,21.75
2022-08-28,23.6875
2022-08-29,26.75
2022-08-30,22.5625
2022-08-31,22.4375
2022-09-01,19.375
2022-09-02,19.625
2022-09-03,17.1875
2022-09-04,25.3125
2022-09-05,22.6875
2022-09-06,21.25
2022-09-07,19.5625
2022-09-08,20.125
2022-09-09,17.37499
2022-09-10,19.125
2022-09-11,23.6875
2022-09-12,28.875
2022-09-13,31.5
2022-09-14,28.3125
2022-09-15,23.75
2022-09-16,23.625
2022-09-17,19.8125
2022-09-18,23.4375
2022-09-19,29.75
2022-09-20,27.0
2022-09-21,23.125
2022-09-22,22.25
2022-09-23,19.875
2022-09-24,18.81249
2022-09-25,21.8125
2022-09-26,23.125
2022-09-27,21.5625
2022-09-28,20.5625
2022-09-29,21.8125
2022-09-30,17.125
2022-10-01,16.625
2022-10-02,19.375
2022-10-03,23.125
2022-10-04,22.5
2022-10-05,20.25
2022-10-06,19.5
2022-10-07,16.0
2022-10-08,14.875
2022-10-09,19.0625
2022-10-10,23.25
2022-10-11,20.75
2022-10-12,19.375
2022-10-13,17.75
2022-10-14,21.1875
2022-10-15,16.875
2022-10-16,22.0625
2022-10-17,22.1875
2022-10-18,23.5625
2022-10-19,23.375
2022-10-20,22.0
2022-10-21,17.8125
2022-10-22,15.5
2022-10-23,21.6875
2022-10-24,23.75
2022-10-25,22.75
2022-10-26,22.0
2022-10-27,20.3125
2022-10-28,17.0
2022-10-29,15.3125
2022-10-30,14.5
2022-10-31,19.9375
2022-11-01,19.0625
2022-11-02,19.6875
2022-11-03,20.49999
2022-11-04,18.81249
2022-11-05,17.6875
2022-11-06,20.875
2022-11-07,25.0
2022-11-08,21.75
2022-11-09,21.0625
2022-11-10,22.25
2022-11-11,17.75
2022-11-12,17.875
2022-11-13,21.875
2022-11-14,22.875
2022-11-15,22.9375
2022-11-16,22.375
2022-11-17,24.75
2022-11-18,19.9375
2022-11-19,16.6875
2022-11-20,21.4375
2022-11-21,23.0625
2022-11-22,22.9375
2022-11-23,19.625
2022-11-24,20.0625
2022-11-25,18.93749
2022-11-26,15.68749
2022-11-27,20.875
2022-11-28,19.875
2022-11-29,19.4375
2022-11-30,19.1875
2022-12-01,20.625
2022-12-02,15.4375
2022-12-03,12.4375
2022-12-04,18.125
2022-12-05,20.4375
2022-12-06,18.0
2022-12-07,19.375
2022-12-08,22.5625
2022-12-09,21.5
2022-12-10,17.3125
2022-12-11,19.75
2022-12-12,25.9375
2022-12-13,24.8125
2022-12-14,20.8125
2022-12-15,21.9375
2022-12-16,19.9375
2022-12-17,17.37499
2022-12-18,18.5
2022-12-19,21.6875
2022-12-20,20.875
2022-12-21,21.375
2022-12-22,17.1875
2022-12-23,14.875
2022-12-24,14.6875
2022-12-25,16.5625
2022-12-26,19.25
2022-12-27,20.49999
2022-12-28,18.0
2022-12-29,20.37499
2022-12-30,17.5
2022-12-31,16.375
2023-01-01,19.3125
2023-01-02,20.875
2023-01-03,20.3125
2023-01-04,20.5625
2023-01-05,22.25
2023-01-06,21.0
2023-01-07,18.875
2023-01-08,22.0
2023-01-09,26.68749
2023-01-10,22.5625
2023-01-11,23.375
2023-01-12,22.375
2023-01-13,22.125
2023-01-14,23.3125
2023-01-15,25.25
2023-01-16,25.625
2023-01-17,21.5625
2023-01-18,25.12499
2023-01-19,23.625
2023-01-20,20.625
2023-01-21,21.0625
2023-01-22,25.0625
2023-01-23,22.3125
2023-01-24,26.125
2023-01-25,26.5
2023-01-26,26.93749
2023-01-27,22.0625
2023-01-28,21.1875
2023-01-29,24.8125
2023-01-30,25.4375
2023-01-31,26.3125
2023-02-01,25.37499
2023-02-02,24.8125
2023-02-03,22.0
2023-02-04,20.75
2023-02-05,26.375
2023-02-06,28.75
2023-02-07,22.3125
2023-02-08,23.4375
2023-02-09,24.375
2023-02-10,24.4375
2023-02-11,21.4375
2023-02-12,23.875
2023-02-13,27.4375
2023-02-14,23.875
2023-02-15,24.125
2023-02-16,24.0
2023-02-17,20.5625
2023-02-18,21.5625
2023-02-19,23.6875
2023-02-20,25.1875
2023-02-21,24.25
2023-02-22,26.25
2023-02-23,21.8125
2023-02-24,22.875
2023-02-25,22.625
2023-02-26,25.0625
2023-02-27,23.75
2023-02-28,25.0
2023-03-01,31.37499
2023-03-02,28.8125
2023-03-03,24.9375
2023-03-04,23.1875
2023-03-05,27.4375
2023-03-06,26.25
2023-03-07,24.625
2023-03-08,26.8125
2023-03-09,21.1875
2023-03-10,20.5625
2023-03-11,19.6875
2023-03-12,23.0625
2023-03-13,21.875
2023-03-14,21.875
2023-03-15,19.9375
2023-03-16,19.9375
2023-03-17,20.75
2023-03-18,20.5625
2023-03-19,22.25
2023-03-20,23.125
2023-03-21,22.875
2023-03-22,22.0625
2023-03-23,18.125
2023-03-24,20.875
2023-03-25,15.875
2023-03-26,23.0
2023-03-27,24.1875
2023-03-28,22.875
2023-03-29,20.6875
2023-03-30,19.4375
2023-03-31,19.0
2023-04-01,16.8125
2023-04-02,17.1875
2023-04-03,21.6875
2023-04-04,17.5625
2023-04-05,21.8125
2023-04-06,19.25
2023-04-07,18.81249
2023-04-08,16.0
2023-04-09,22.375
2023-04-10,21.3125
2023-04-11,20.0625
2023-04-12,17.125
2023-04-13,24.125
2023-04-14,20.125
2023-04-15,19.5
2023-04-16,20.5625
2023-04-17,23.1875
2023-04-18,22.625
2023-04-19,22.0625
2023-04-20,18.93749
2023-04-21,16.6875
2023-04-22,17.125
2023-04-23,20.3125
2023-04-24,22.625
2023-04-25,17.9375
2023-04-26,19.6875
2023-04-27,17.4375
2023-04-28,14.875
2023-04-29,16.125
2023-04-30,16.5
2023-05-01,17.75
2023-05-02,17.24999
2023-05-03,18.0
2023-05-04,14.5625
2023-05-05,15.1875
2023-05-06,16.25
2023-05-07,17.0
2023-05-08,21.3125
2023-05-09,20.4375
2023-05-10,22.25
2023-05-11,17.4375
2023-05-12,17.6875
2023-05-13,15.125
2023-05-14,19.0625
2023-05-15,20.4375
2023-05-16,23.5625
2023-05-17,20.37499
2023-05-18,19.625
2023-05-19,17.625
2023-05-20,16.9375
2023-05-21,18.875
2023-05-22,26.125
2023-05-23,21.25
2023-05-24,20.3125
2023-05-25,19.3125
2023-05-26,21.25
2023-05-27,14.8125
2023-05-28,17.125
2023-05-29,21.6875
2023-05-30,19.875
2023-05-31,19.25
2023-06-01,21.1875
2023-06-02,16.75
2023-06-03,15.0
2023-06-04,19.75
2023-06-05,19.875
2023-06-06,21.0
2023-06-07,21.0
2023-06-08,24.125
2023-06-09,16.625
2023-06-10,18.1875
2023-06-11,23.5625
2023-06-12,25.8125
2023-06-13,22.0625
2023-06-14,23.0
2023-06-15,22.6875
2023-06-16,17.875
2023-06-17,16.75
2023-06-18,22.875
2023-06-19,24.5625
2023-06-20,22.0625
2023-06-21,19.3125
2023-06-22,19.5625
2023-06-23,16.8125
2023-06-24,17.5
2023-06-25,20.25
2023-06-26,20.625
2023-06-27,19.625
2023-06-28,20.0625
2023-06-29,20.6875
2023-06-30,17.24999
2023-07-01,16.5625
2023-07-02,17.24999
2023-07-03,22.125
2023-07-04,23.75
2023-07-05,20.49999
2023-07-06,22.0
2023-07-07,17.625
2023-07-08,14.375
2023-07-09,17.0
2023-07-10,23.5625
2023-07-11,18.75
2023-07-12,21.125
2023-07-13,19.0
