date,엔에이치투자증권
2020-08-15,5.28375
2020-08-16,5.08806
2020-08-17,11.35029
2020-08-18,68.29745
2020-08-19,57.92563
2020-08-20,54.20743
2020-08-21,43.24853
2020-08-22,9.19765
2020-08-23,3.32681
2020-08-24,40.90019
2020-08-25,49.51076
2020-08-26,49.31506
2020-08-27,45.20547
2020-08-28,42.85714
2020-08-29,5.28375
2020-08-30,4.30528
2020-08-31,52.64187
2020-09-01,57.92563
2020-09-02,64.77495
2020-09-03,59.0998
2020-09-04,52.25048
2020-09-05,6.65362
2020-09-06,5.87084
2020-09-07,48.53228
2020-09-08,63.60078
2020-09-09,50.09784
2020-09-10,51.85909
2020-09-11,45.00978
2020-09-12,3.71819
2020-09-13,3.91389
2020-09-14,52.44618
2020-09-15,46.77103
2020-09-16,47.74951
2020-09-17,46.77103
2020-09-18,41.48727
2020-09-19,4.69667
2020-09-20,5.28375
2020-09-21,44.4227
2020-09-22,40.11741
2020-09-23,38.55185
2020-09-24,36.20352
2020-09-25,33.65949
2020-09-26,4.50097
2020-09-27,2.15264
2020-09-28,45.79256
2020-09-29,42.46575
2020-09-30,3.5225
2020-10-01,2.34833
2020-10-02,3.32681
2020-10-03,6.06653
2020-10-04,7.43639
2020-10-05,61.25244
2020-10-06,58.9041
2020-10-07,40.11741
2020-10-08,47.55381
2020-10-09,3.5225
2020-10-10,5.67514
2020-10-11,1.95694
2020-10-12,50.48923
2020-10-13,44.4227
2020-10-14,39.53033
2020-10-15,40.31311
2020-10-16,34.83365
2020-10-17,7.43639
2020-10-18,2.73972
2020-10-19,40.31311
2020-10-20,32.68101
2020-10-21,44.4227
2020-10-22,54.99021
2020-10-23,54.59882
2020-10-24,9.78473
2020-10-25,6.26223
2020-10-26,52.83757
2020-10-27,48.33659
2020-10-28,59.68688
2020-10-29,53.62035
2020-10-30,42.46575
2020-10-31,3.5225
2020-11-01,3.91389
2020-11-02,37.96477
2020-11-03,38.74755
2020-11-04,41.09589
2020-11-05,44.4227
2020-11-06,40.5088
2020-11-07,4.50097
2020-11-08,1.76125
2020-11-09,40.5088
2020-11-10,43.44422
2020-11-11,40.90019
2020-11-12,46.18395
2020-11-13,41.68297
2020-11-14,3.71819
2020-11-15,3.13111
2020-11-16,47.74951
2020-11-17,56.55577
2020-11-18,52.05479
2020-11-19,38.55185
2020-11-20,45.00978
2020-11-21,6.26223
2020-11-22,4.69667
2020-11-23,58.51272
2020-11-24,58.9041
2020-11-25,57.92563
2020-11-26,56.94716
2020-11-27,47.55381
2020-11-28,6.26223
2020-11-29,3.91389
2020-11-30,38.74755
2020-12-01,51.85909
2020-12-02,55.77299
2020-12-03,47.9452
2020-12-04,63.40508
2020-12-05,8.21917
2020-12-06,6.45792
2020-12-07,56.55577
2020-12-08,52.83757
2020-12-09,51.07632
2020-12-10,52.25048
2020-12-11,63.60078
2020-12-12,13.69863
2020-12-13,5.67514
2020-12-14,51.07632
2020-12-15,54.40313
2020-12-16,45.98825
2020-12-17,46.57534
2020-12-18,42.66144
2020-12-19,3.91389
2020-12-20,6.26223
2020-12-21,42.07436
2020-12-22,40.11741
2020-12-23,44.227
2020-12-24,43.05283
2020-12-25,6.06653
2020-12-26,4.69667
2020-12-27,2.54403
2020-12-28,40.31311
2020-12-29,39.33463
2020-12-30,43.24853
2020-12-31,10.17612
2021-01-01,4.10958
2021-01-02,5.47945
2021-01-03,3.71819
2021-01-04,46.18395
2021-01-05,47.74951
2021-01-06,74.75538
2021-01-07,68.10176
2021-01-08,59.68688
2021-01-09,10.9589
2021-01-10,7.045
2021-01-11,100.0
2021-01-12,71.62426
2021-01-13,59.0998
2021-01-14,52.05479
2021-01-15,52.05479
2021-01-16,7.2407
2021-01-17,7.82778
2021-01-18,40.7045
2021-01-19,47.55381
2021-01-20,41.29158
2021-01-21,52.25048
2021-01-22,52.83757
2021-01-23,5.67514
2021-01-24,7.045
2021-01-25,50.29354
2021-01-26,56.55577
2021-01-27,45.98825
2021-01-28,39.13894
2021-01-29,36.20352
2021-01-30,4.30528
2021-01-31,6.06653
2021-02-01,52.44618
2021-02-02,51.46771
2021-02-03,45.79256
2021-02-04,43.63992
2021-02-05,43.44422
2021-02-06,5.87084
2021-02-07,5.28375
2021-02-08,45.98825
2021-02-09,39.13894
2021-02-10,27.78864
2021-02-11,6.06653
2021-02-12,5.67514
2021-02-13,3.71819
2021-02-14,6.65362
2021-02-15,47.9452
2021-02-16,48.92367
2021-02-17,44.4227
2021-02-18,41.48727
2021-02-19,39.72602
2021-02-20,6.45792
2021-02-21,7.2407
2021-02-22,38.94324
2021-02-23,40.90019
2021-02-24,41.68297
2021-02-25,45.79256
2021-02-26,38.55185
2021-02-27,7.82778
2021-02-28,7.63209
2021-03-01,9.39334
2021-03-02,38.94324
2021-03-03,54.40313
2021-03-04,49.70645
2021-03-05,48.92367
2021-03-06,13.69863
2021-03-07,14.87279
2021-03-08,73.38551
2021-03-09,94.71624
2021-03-10,89.82387
2021-03-11,66.73189
2021-03-12,57.92563
2021-03-13,10.7632
2021-03-14,6.84931
2021-03-15,46.37964
2021-03-16,49.51076
2021-03-17,53.62035
2021-03-18,64.57925
2021-03-19,46.37964
2021-03-20,7.82778
2021-03-21,9.39334
2021-03-22,42.27005
2021-03-23,40.90019
2021-03-24,33.0724
2021-03-25,33.65949
2021-03-26,33.46379
2021-03-27,7.2407
2021-03-28,8.41487
2021-03-29,33.0724
2021-03-30,33.0724
2021-03-31,36.59491
2021-04-01,52.05479
2021-04-02,48.1409
2021-04-03,12.91585
2021-04-04,9.39334
2021-04-05,46.77103
2021-04-06,62.42661
2021-04-07,63.99217
2021-04-08,53.81604
2021-04-09,49.51076
2021-04-10,10.56751
2021-04-11,9.39334
2021-04-12,54.99021
2021-04-13,48.1409
2021-04-14,47.9452
2021-04-15,50.09784
2021-04-16,46.18395
2021-04-17,7.2407
2021-04-18,8.41487
2021-04-19,46.37964
2021-04-20,54.01174
2021-04-21,47.55381
2021-04-22,48.1409
2021-04-23,47.16242
2021-04-24,11.74168
2021-04-25,11.15459
2021-04-26,61.83953
2021-04-27,73.9726
2021-04-28,91.38943
2021-04-29,62.6223
2021-04-30,87.86692
2021-05-01,15.65557
2021-05-02,7.82778
2021-05-03,75.34246
2021-05-04,63.20939
2021-05-05,9.39334
2021-05-06,79.06066
2021-05-07,76.51663
2021-05-08,10.17612
2021-05-09,7.2407
2021-05-10,79.06066
2021-05-11,64.97064
2021-05-12,62.23091
2021-05-13,57.53424
2021-05-14,54.01174
2021-05-15,5.87084
2021-05-16,6.84931
2021-05-17,52.05479
2021-05-18,64.97064
2021-05-19,11.35029
2021-05-20,46.77103
2021-05-21,47.55381
2021-05-22,5.28375
2021-05-23,8.21917
2021-05-24,45.40117
2021-05-25,58.51272
2021-05-26,50.09784
2021-05-27,50.48923
2021-05-28,48.1409
2021-05-29,4.89236
2021-05-30,5.47945
2021-05-31,54.59882
2021-06-01,49.70645
2021-06-02,50.88062
2021-06-03,48.92367
2021-06-04,43.83561
2021-06-05,7.045
2021-06-06,4.30528
2021-06-07,49.11937
2021-06-08,43.05283
2021-06-09,37.57338
2021-06-10,40.31311
2021-06-11,39.33463
2021-06-12,3.32681
2021-06-13,4.89236
2021-06-14,39.72602
2021-06-15,37.57338
2021-06-16,48.33659
2021-06-17,38.74755
2021-06-18,38.55185
2021-06-19,7.045
2021-06-20,6.84931
2021-06-21,38.94324
2021-06-22,43.63992
2021-06-23,39.72602
2021-06-24,49.31506
2021-06-25,44.81409
2021-06-26,4.10958
2021-06-27,5.87084
2021-06-28,48.92367
2021-06-29,40.90019
2021-06-30,47.16242
2021-07-01,49.70645
2021-07-02,45.20547
2021-07-03,7.43639
2021-07-04,4.30528
2021-07-05,38.74755
2021-07-06,49.70645
2021-07-07,45.00978
2021-07-08,42.66144
2021-07-09,38.74755
2021-07-10,4.10958
2021-07-11,5.08806
2021-07-12,38.16046
2021-07-13,46.57534
2021-07-14,37.18199
2021-07-15,40.11741
2021-07-16,40.7045
2021-07-17,5.87084
2021-07-18,2.15264
2021-07-19,40.7045
2021-07-20,40.90019
2021-07-21,34.24657
2021-07-22,40.7045
2021-07-23,44.81409
2021-07-24,3.5225
2021-07-25,5.47945
2021-07-26,40.31311
2021-07-27,36.7906
2021-07-28,36.20352
2021-07-29,33.0724
2021-07-30,28.57142
2021-07-31,5.67514
2021-08-01,5.87084
2021-08-02,36.00782
2021-08-03,40.7045
2021-08-04,45.40117
2021-08-05,36.00782
2021-08-06,35.42074
2021-08-07,4.69667
2021-08-08,2.73972
2021-08-09,34.83365
2021-08-10,31.50684
2021-08-11,36.20352
2021-08-12,35.02935
2021-08-13,32.68101
2021-08-14,3.91389
2021-08-15,2.93542
2021-08-16,6.26223
2021-08-17,26.81017
2021-08-18,31.50684
2021-08-19,32.48532
2021-08-20,28.37573
2021-08-21,3.13111
2021-08-22,2.34833
2021-08-23,28.76712
2021-08-24,33.0724
2021-08-25,30.13698
2021-08-26,30.72407
2021-08-27,24.46183
2021-08-28,5.87084
2021-08-29,2.93542
2021-08-30,28.96281
2021-08-31,29.3542
2021-09-01,27.39726
2021-09-02,32.68101
2021-09-03,34.44227
2021-09-04,4.30528
2021-09-05,1.95694
2021-09-06,29.5499
2021-09-07,22.89628
2021-09-08,26.22309
2021-09-09,28.37573
2021-09-10,25.636
2021-09-11,3.32681
2021-09-12,3.71819
2021-09-13,26.41878
2021-09-14,36.00782
2021-09-15,30.33268
2021-09-16,23.28767
2021-09-17,28.96281
2021-09-18,6.45792
2021-09-19,3.71819
2021-09-20,2.34833
2021-09-21,4.50097
2021-09-22,5.67514
2021-09-23,30.72407
2021-09-24,36.9863
2021-09-25,7.43639
2021-09-26,6.65362
2021-09-27,28.57142
2021-09-28,40.5088
2021-09-29,33.2681
2021-09-30,27.98434
2021-10-01,25.04892
2021-10-02,4.10958
2021-10-03,3.32681
2021-10-04,4.10958
2021-10-05,27.78864
2021-10-06,29.5499
2021-10-07,24.65753
2021-10-08,20.15655
2021-10-09,2.34833
2021-10-10,2.73972
2021-10-11,2.54403
2021-10-12,22.1135
2021-10-13,20.54794
2021-10-14,24.26614
2021-10-15,25.44031
2021-10-16,2.73972
2021-10-17,2.93542
2021-10-18,18.3953
2021-10-19,24.85322
2021-10-20,23.48336
2021-10-21,24.85322
2021-10-22,23.87475
2021-10-23,4.30528
2021-10-24,2.73972
2021-10-25,28.37573
2021-10-26,30.91976
2021-10-27,24.85322
2021-10-28,22.30919
2021-10-29,21.9178
2021-10-30,2.54403
2021-10-31,3.5225
2021-11-01,28.76712
2021-11-02,30.91976
2021-11-03,31.11545
2021-11-04,28.37573
2021-11-05,20.54794
2021-11-06,3.13111
2021-11-07,2.34833
2021-11-08,22.1135
2021-11-09,23.87475
2021-11-10,23.48336
2021-11-11,20.15655
2021-11-12,24.65753
2021-11-13,2.54403
2021-11-14,2.93542
2021-11-15,22.50489
2021-11-16,23.09197
2021-11-17,20.74363
2021-11-18,21.33072
2021-11-19,21.52641
2021-11-20,1.17416
2021-11-21,1.56555
2021-11-22,23.28767
2021-11-23,18.78669
2021-11-24,19.96086
2021-11-25,18.78669
2021-11-26,18.1996
2021-11-27,2.15264
2021-11-28,3.91389
2021-11-29,22.1135
2021-11-30,23.09197
2021-12-01,22.30919
2021-12-02,22.30919
2021-12-03,20.93933
2021-12-04,2.15264
2021-12-05,1.95694
2021-12-06,20.93933
2021-12-07,25.04892
2021-12-08,25.24461
2021-12-09,27.00587
2021-12-10,24.26614
2021-12-11,2.34833
2021-12-12,1.17416
2021-12-13,25.636
2021-12-14,28.57142
2021-12-15,24.07045
2021-12-16,24.46183
2021-12-17,25.44031
2021-12-18,4.30528
2021-12-19,3.71819
2021-12-20,29.3542
2021-12-21,30.52837
2021-12-22,25.24461
2021-12-23,24.07045
2021-12-24,24.65753
2021-12-25,1.56555
2021-12-26,4.50097
2021-12-27,23.48336
2021-12-28,29.5499
2021-12-29,32.68101
2021-12-30,24.26614
2021-12-31,11.74168
2022-01-01,2.93542
2022-01-02,1.76125
2022-01-03,29.5499
2022-01-04,24.85322
2022-01-05,23.48336
2022-01-06,23.48336
2022-01-07,23.28767
2022-01-08,2.15264
2022-01-09,3.32681
2022-01-10,27.20156
2022-01-11,25.24461
2022-01-12,22.1135
2022-01-13,24.46183
2022-01-14,20.15655
2022-01-15,5.08806
2022-01-16,0.97847
2022-01-17,24.26614
2022-01-18,25.24461
2022-01-19,30.52837
2022-01-20,34.83365
2022-01-21,33.85518
2022-01-22,5.47945
2022-01-23,4.89236
2022-01-24,26.41878
2022-01-25,29.15851
2022-01-26,24.26614
2022-01-27,30.52837
2022-01-28,30.72407
2022-01-29,3.71819
2022-01-30,1.56555
2022-01-31,0.97847
2022-02-01,2.54403
2022-02-02,2.93542
2022-02-03,27.98434
2022-02-04,28.57142
2022-02-05,3.71819
2022-02-06,5.28375
2022-02-07,24.07045
2022-02-08,26.61448
2022-02-09,23.48336
2022-02-10,21.13502
2022-02-11,18.3953
2022-02-12,1.95694
2022-02-13,2.73972
2022-02-14,21.52641
2022-02-15,17.41682
2022-02-16,23.67906
2022-02-17,24.65753
2022-02-18,18.1996
2022-02-19,7.2407
2022-02-20,4.10958
2022-02-21,28.76712
2022-02-22,29.74559
2022-02-23,20.54794
2022-02-24,26.02739
2022-02-25,27.00587
2022-02-26,1.76125
2022-02-27,3.32681
2022-02-28,20.74363
2022-03-01,1.76125
2022-03-02,24.26614
2022-03-03,28.96281
2022-03-04,20.74363
2022-03-05,3.13111
2022-03-06,2.15264
2022-03-07,27.39726
2022-03-08,18.1996
2022-03-09,2.93542
2022-03-10,25.8317
2022-03-11,18.78669
2022-03-12,5.47945
2022-03-13,4.10958
2022-03-14,22.50489
2022-03-15,22.89628
2022-03-16,23.67906
2022-03-17,24.26614
2022-03-18,20.74363
2022-03-19,3.5225
2022-03-20,2.93542
2022-03-21,24.65753
2022-03-22,24.85322
2022-03-23,18.3953
2022-03-24,21.52641
2022-03-25,22.30919
2022-03-26,4.10958
2022-03-27,1.36986
2022-03-28,25.04892
2022-03-29,24.65753
2022-03-30,22.50489
2022-03-31,26.22309
2022-04-01,26.41878
2022-04-02,9.00195
2022-04-03,5.08806
2022-04-04,28.18003
2022-04-05,25.24461
2022-04-06,26.02739
2022-04-07,22.89628
2022-04-08,16.04696
2022-04-09,4.89236
2022-04-10,5.08806
2022-04-11,22.1135
2022-04-12,22.50489
2022-04-13,22.50489
2022-04-14,24.65753
2022-04-15,20.54794
2022-04-16,2.93542
2022-04-17,3.91389
2022-04-18,23.48336
2022-04-19,22.89628
2022-04-20,24.65753
2022-04-21,27.20156
2022-04-22,26.41878
2022-04-23,5.08806
2022-04-24,2.54403
2022-04-25,26.02739
2022-04-26,24.26614
2022-04-27,26.61448
2022-04-28,22.89628
2022-04-29,23.48336
2022-04-30,2.34833
2022-05-01,4.10958
2022-05-02,30.13698
2022-05-03,23.28767
2022-05-04,20.93933
2022-05-05,5.28375
2022-05-06,17.22113
2022-05-07,5.08806
2022-05-08,2.73972
2022-05-09,15.65557
2022-05-10,20.35225
2022-05-11,18.1996
2022-05-12,21.52641
2022-05-13,23.28767
2022-05-14,3.71819
2022-05-15,5.87084
2022-05-16,19.56947
2022-05-17,25.24461
2022-05-18,23.67906
2022-05-19,23.09197
2022-05-20,22.30919
2022-05-21,3.32681
2022-05-22,5.47945
2022-05-23,23.09197
2022-05-24,19.17808
2022-05-25,23.48336
2022-05-26,23.67906
2022-05-27,22.70058
2022-05-28,1.95694
2022-05-29,1.95694
2022-05-30,27.00587
2022-05-31,26.41878
2022-06-01,4.10958
2022-06-02,26.02739
2022-06-03,21.13502
2022-06-04,1.95694
2022-06-05,1.76125
2022-06-06,1.56555
2022-06-07,19.56947
2022-06-08,24.46183
2022-06-09,25.636
2022-06-10,18.78669
2022-06-11,2.15264
2022-06-12,2.54403
2022-06-13,32.48532
2022-06-14,22.50489
2022-06-15,27.00587
2022-06-16,27.59295
2022-06-17,28.37573
2022-06-18,4.10958
2022-06-19,1.56555
2022-06-20,25.04892
2022-06-21,22.1135
2022-06-22,21.72211
2022-06-23,22.70058
2022-06-24,23.67906
2022-06-25,2.15264
2022-06-26,1.76125
2022-06-27,20.93933
2022-06-28,21.13502
2022-06-29,24.07045
2022-06-30,20.93933
2022-07-01,24.07045
2022-07-02,2.54403
2022-07-03,3.91389
2022-07-04,21.13502
2022-07-05,18.78669
2022-07-06,22.89628
2022-07-07,28.76712
2022-07-08,24.07045
2022-07-09,0.97847
2022-07-10,3.13111
2022-07-11,23.87475
2022-07-12,23.67906
2022-07-13,25.24461
2022-07-14,22.1135
2022-07-15,19.76516
2022-07-16,2.73972
2022-07-17,1.17416
2022-07-18,26.41878
2022-07-19,23.48336
2022-07-20,20.54794
2022-07-21,22.30919
2022-07-22,15.26418
2022-07-24,2.73972
2022-07-25,19.37377
2022-07-26,15.26418
2022-07-27,18.59099
2022-07-28,19.96086
2022-07-29,21.72211
2022-07-30,1.36986
2022-08-01,19.96086
2022-08-02,16.24266
2022-08-03,17.02544
2022-08-04,18.1996
2022-08-05,19.37377
2022-08-06,3.32681
2022-08-07,1.36986
2022-08-08,18.1996
2022-08-09,18.78669
2022-08-10,18.78669
2022-08-11,18.98238
2022-08-12,21.52641
2022-08-13,1.76125
2022-08-15,1.17416
2022-08-16,19.56947
2022-08-17,22.70058
2022-08-18,20.54794
2022-08-19,18.1996
2022-08-20,2.73972
2022-08-21,1.36986
2022-08-22,17.80821
2022-08-23,17.02544
2022-08-24,19.56947
2022-08-25,15.65557
2022-08-26,15.85127
2022-08-27,3.13111
2022-08-28,0.97847
2022-08-29,20.15655
2022-08-30,19.37377
2022-08-31,21.52641
2022-09-01,21.72211
2022-09-02,18.78669
2022-09-03,1.56555
2022-09-04,1.36986
2022-09-05,22.50489
2022-09-06,16.24266
2022-09-07,17.61252
2022-09-08,15.06849
2022-09-09,2.15264
2022-09-12,2.15264
2022-09-13,22.1135
2022-09-14,19.76516
2022-09-15,19.17808
2022-09-16,18.00391
2022-09-17,2.93542
2022-09-18,3.13111
2022-09-19,18.00391
2022-09-20,13.89432
2022-09-21,16.04696
2022-09-22,16.04696
2022-09-23,14.6771
2022-09-24,2.54403
2022-09-25,1.56555
2022-09-26,24.07045
2022-09-27,25.8317
2022-09-28,22.30919
2022-09-29,22.50489
2022-09-30,23.67906
2022-10-01,3.71819
2022-10-02,1.95694
2022-10-03,3.5225
2022-10-04,22.1135
2022-10-05,18.59099
2022-10-06,18.1996
2022-10-07,24.07045
2022-10-08,2.93542
2022-10-09,2.54403
2022-10-10,3.71819
2022-10-11,19.56947
2022-10-12,16.82974
2022-10-13,16.24266
2022-10-14,14.4814
2022-10-15,4.50097
2022-10-17,18.59099
2022-10-18,16.63405
2022-10-19,20.15655
2022-10-20,14.87279
2022-10-21,16.63405
2022-10-22,2.15264
2022-10-23,3.13111
2022-10-24,20.15655
2022-10-25,20.54794
2022-10-26,17.02544
2022-10-27,16.82974
2022-10-28,20.15655
2022-10-29,1.56555
2022-10-31,19.17808
2022-11-01,18.1996
2022-11-02,14.6771
2022-11-03,15.26418
2022-11-04,14.6771
2022-11-05,1.17416
2022-11-06,1.56555
2022-11-07,16.82974
2022-11-08,16.24266
2022-11-09,21.13502
2022-11-10,22.70058
2022-11-11,22.30919
2022-11-12,1.36986
2022-11-13,1.95694
2022-11-14,24.65753
2022-11-15,20.74363
2022-11-16,21.9178
2022-11-17,18.78669
2022-11-18,19.17808
2022-11-19,2.34833
2022-11-20,1.36986
2022-11-21,21.9178
2022-11-22,19.96086
2022-11-23,22.89628
2022-11-24,18.1996
2022-11-25,17.41682
2022-11-26,3.5225
2022-11-27,1.95694
2022-11-28,22.50489
2022-11-29,21.33072
2022-11-30,19.37377
2022-12-01,23.09197
2022-12-02,21.52641
2022-12-04,1.36986
2022-12-05,22.89628
2022-12-06,19.37377
2022-12-07,22.70058
2022-12-08,23.48336
2022-12-09,21.52641
2022-12-10,1.56555
2022-12-11,1.17416
2022-12-12,21.52641
2022-12-13,20.93933
2022-12-14,19.76516
2022-12-15,17.80821
2022-12-16,16.82974
2022-12-18,1.36986
2022-12-19,17.80821
2022-12-20,19.76516
2022-12-21,17.22113
2022-12-22,18.78669
2022-12-23,17.80821
2022-12-24,1.17416
2022-12-25,1.17416
2022-12-26,17.61252
2022-12-27,18.1996
2022-12-28,20.35225
2022-12-29,19.76516
2022-12-30,8.41487
2022-12-31,1.76125
2023-01-02,23.09197
2023-01-03,18.78669
2023-01-04,18.3953
2023-01-05,17.80821
2023-01-06,18.59099
2023-01-07,1.76125
2023-01-09,24.07045
2023-01-10,18.78669
2023-01-11,17.41682
2023-01-12,18.00391
2023-01-13,18.59099
2023-01-14,1.95694
2023-01-15,2.93542
2023-01-16,18.59099
2023-01-17,17.80821
2023-01-18,16.43835
2023-01-19,19.76516
2023-01-20,16.82974
2023-01-21,1.17416
2023-01-22,1.36986
2023-01-23,1.36986
2023-01-24,2.34833
2023-01-25,24.26614
2023-01-26,22.89628
2023-01-27,22.50489
2023-01-28,4.10958
2023-01-29,3.13111
2023-01-30,19.37377
2023-01-31,20.35225
2023-02-01,16.43835
2023-02-02,20.54794
2023-02-03,23.48336
2023-02-04,2.54403
2023-02-05,2.34833
2023-02-06,19.76516
2023-02-07,21.9178
2023-02-08,21.9178
2023-02-09,20.54794
2023-02-10,32.48532
2023-02-11,1.17416
2023-02-12,1.56555
2023-02-13,24.07045
2023-02-14,21.33072
2023-02-15,17.61252
2023-02-16,20.74363
2023-02-17,21.52641
2023-02-18,0.97847
2023-02-19,2.73972
2023-02-20,21.52641
2023-02-21,20.74363
2023-02-22,17.41682
2023-02-23,17.22113
2023-02-24,18.00391
2023-02-25,3.13111
2023-02-26,1.17416
2023-02-27,19.76516
2023-02-28,21.9178
2023-03-01,2.93542
2023-03-02,21.33072
2023-03-03,21.9178
2023-03-04,2.34833
2023-03-05,2.54403
2023-03-06,17.41682
2023-03-07,22.1135
2023-03-08,19.17808
2023-03-09,20.54794
2023-03-10,15.26418
2023-03-11,2.73972
2023-03-12,3.71819
2023-03-13,19.56947
2023-03-14,21.72211
2023-03-15,22.50489
2023-03-16,29.94129
2023-03-17,22.70058
2023-03-18,1.95694
2023-03-19,0.97847
2023-03-20,26.81017
2023-03-21,21.72211
2023-03-22,30.13698
2023-03-23,25.04892
2023-03-24,17.02544
2023-03-25,5.28375
2023-03-26,2.93542
2023-03-27,19.96086
2023-03-28,19.56947
2023-03-29,24.07045
2023-03-30,27.59295
2023-03-31,21.33072
2023-04-01,3.13111
2023-04-02,4.89236
2023-04-03,24.07045
2023-04-04,23.48336
2023-04-05,20.74363
2023-04-06,21.72211
2023-04-07,21.52641
2023-04-08,3.13111
2023-04-09,1.56555
2023-04-10,26.61448
2023-04-11,26.61448
2023-04-12,23.48336
2023-04-13,31.50684
2023-04-14,26.81017
2023-04-15,5.08806
2023-04-16,3.91389
2023-04-17,22.30919
2023-04-18,26.22309
2023-04-19,21.13502
2023-04-20,21.9178
2023-04-21,20.35225
2023-04-23,2.73972
2023-04-24,20.35225
2023-04-25,24.26614
2023-04-26,17.41682
2023-04-27,20.93933
2023-04-28,20.54794
2023-04-29,3.32681
2023-05-01,4.89236
2023-05-02,26.02739
2023-05-03,26.22309
2023-05-04,23.09197
2023-05-05,1.95694
2023-05-06,2.54403
2023-05-07,4.50097
2023-05-08,20.93933
2023-05-09,20.54794
2023-05-10,19.17808
2023-05-11,19.17808
2023-05-12,16.63405
2023-05-13,2.93542
2023-05-14,3.5225
2023-05-15,16.63405
2023-05-16,18.78669
2023-05-17,20.35225
2023-05-18,19.17808
2023-05-19,16.63405
2023-05-20,0.97847
2023-05-21,1.36986
2023-05-22,21.33072
2023-05-23,19.76516
2023-05-24,21.9178
2023-05-25,17.22113
2023-05-26,19.76516
2023-05-27,1.17416
2023-05-28,0.97847
2023-05-29,3.5225
2023-05-30,23.48336
2023-05-31,25.44031
2023-06-01,19.17808
2023-06-02,22.30919
2023-06-03,3.91389
2023-06-04,2.73972
2023-06-05,19.37377
2023-06-06,1.56555
2023-06-07,18.3953
2023-06-08,21.9178
2023-06-09,24.07045
2023-06-10,2.93542
