date,아파트시세조회
2021-02-12,42.4581
2021-02-13,42.17877
2021-02-14,51.30353
2021-02-15,53.07262
2021-02-16,58.65921
2021-02-17,47.95158
2021-02-18,46.36871
2021-02-19,44.13407
2021-02-20,45.62383
2021-02-21,47.2067
2021-02-22,53.72439
2021-02-23,48.41713
2021-02-24,45.06517
2021-02-25,36.59217
2021-02-26,40.31657
2021-02-27,37.43016
2021-02-28,45.62383
2021-03-01,47.2067
2021-03-02,43.29608
2021-03-03,42.27188
2021-03-04,38.64059
2021-03-05,35.84729
2021-03-06,32.86778
2021-03-07,40.96834
2021-03-08,40.50279
2021-03-09,39.94413
2021-03-10,37.15083
2021-03-11,43.29608
2021-03-12,34.54376
2021-03-13,35.28864
2021-03-14,37.05772
2021-03-15,55.6797
2021-03-16,64.33891
2021-03-17,43.20297
2021-03-18,42.55121
2021-03-19,39.38547
2021-03-20,38.91992
2021-03-21,42.92364
2021-03-22,39.94413
2021-03-23,38.45437
2021-03-24,39.85102
2021-03-25,34.45065
2021-03-26,32.86778
2021-03-27,38.08193
2021-03-28,38.08193
2021-03-29,33.42644
2021-03-30,38.36126
2021-03-31,37.70949
2021-04-01,33.70577
2021-04-02,31.1918
2021-04-03,32.68156
2021-04-04,38.64059
2021-04-05,33.51955
2021-04-06,37.05772
2021-04-07,37.89571
2021-04-08,33.054
2021-04-09,32.49534
2021-04-10,35.75418
2021-04-11,35.10242
2021-04-12,39.6648
2021-04-13,44.97206
2021-04-14,40.22346
2021-04-15,35.84729
2021-04-16,36.49906
2021-04-17,33.70577
2021-04-18,34.9162
2021-04-19,43.4823
2021-04-20,39.29236
2021-04-21,39.6648
2021-04-22,38.17504
2021-04-23,36.49906
2021-04-24,35.38175
2021-04-25,35.28864
2021-04-26,41.06145
2021-04-27,40.03724
2021-04-28,44.04096
2021-04-29,39.01303
2021-04-30,32.58845
2021-05-01,31.93668
2021-05-02,32.02979
2021-05-03,34.07821
2021-05-04,31.28491
2021-05-05,30.07448
2021-05-06,33.89199
2021-05-07,35.66108
2021-05-08,33.42644
2021-05-09,33.14711
2021-05-10,40.68901
2021-05-11,34.07821
2021-05-12,37.05772
2021-05-13,41.62011
2021-05-14,33.70577
2021-05-15,32.86778
2021-05-16,37.89571
2021-05-17,37.52327
2021-05-18,35.19553
2021-05-19,37.15083
2021-05-20,42.92364
2021-05-21,39.85102
2021-05-22,34.26443
2021-05-23,31.93668
2021-05-24,35.9404
2021-05-25,33.61266
2021-05-26,35.56797
2021-05-27,37.33705
2021-05-28,32.30912
2021-05-29,33.9851
2021-05-30,32.58845
2021-05-31,38.91992
2021-06-01,37.8026
2021-06-02,37.24394
2021-06-03,55.12104
2021-06-04,42.27188
2021-06-05,34.45065
2021-06-06,35.00931
2021-06-07,44.59962
2021-06-08,33.33333
2021-06-09,35.28864
2021-06-10,32.49534
2021-06-11,31.28491
2021-06-12,29.42271
2021-06-13,30.54003
2021-06-14,34.07821
2021-06-15,31.93668
2021-06-16,32.30912
2021-06-17,31.1918
2021-06-18,32.40223
2021-06-19,33.9851
2021-06-20,26.35009
2021-06-21,34.72998
2021-06-22,39.57169
2021-06-23,39.57169
2021-06-24,38.36126
2021-06-25,35.47486
2021-06-26,31.75046
2021-06-27,32.68156
2021-06-28,45.90316
2021-06-29,35.47486
2021-06-30,38.08193
2021-07-01,38.45437
2021-07-02,33.24022
2021-07-03,32.1229
2021-07-04,42.27188
2021-07-05,39.85102
2021-07-06,34.45065
2021-07-07,33.42644
2021-07-08,33.51955
2021-07-09,32.30912
2021-07-10,31.1918
2021-07-11,41.62011
2021-07-12,38.91992
2021-07-13,37.70949
2021-07-14,35.38175
2021-07-15,34.82309
2021-07-16,35.84729
2021-07-17,34.07821
2021-07-18,37.05772
2021-07-19,33.79888
2021-07-20,35.47486
2021-07-21,32.77467
2021-07-22,40.87523
2021-07-23,36.12662
2021-07-24,33.33333
2021-07-25,35.10242
2021-07-26,32.49534
2021-07-27,36.12662
2021-07-28,31.75046
2021-07-29,32.96089
2021-07-30,27.56052
2021-07-31,28.86405
2021-08-01,27.3743
2021-08-02,27.28119
2021-08-03,28.21229
2021-08-04,28.77094
2021-08-05,33.79888
2021-08-06,35.38175
2021-08-07,29.70204
2021-08-08,29.23649
2021-08-09,32.30912
2021-08-10,26.62942
2021-08-11,34.35754
2021-08-12,43.85474
2021-08-13,30.07448
2021-08-14,25.97765
2021-08-15,31.28491
2021-08-16,32.58845
2021-08-17,32.86778
2021-08-18,37.33705
2021-08-19,35.66108
2021-08-20,33.42644
2021-08-21,28.39851
2021-08-22,28.11918
2021-08-23,28.95716
2021-08-24,31.65735
2021-08-25,29.05027
2021-08-26,31.84357
2021-08-27,28.95716
2021-08-28,28.67783
2021-08-29,31.75046
2021-08-30,35.38175
2021-08-31,34.9162
2021-09-01,30.07448
2021-09-02,36.31284
2021-09-03,28.21229
2021-09-04,32.1229
2021-09-05,28.95716
2021-09-06,28.49162
2021-09-07,28.86405
2021-09-08,27.65363
2021-09-09,27.56052
2021-09-10,27.83985
2021-09-11,23.55679
2021-09-12,29.88826
2021-09-13,25.69832
2021-09-14,21.04283
2021-09-15,22.99813
2021-09-16,28.3054
2021-09-17,24.11545
2021-09-18,19.73929
2021-09-19,21.60148
2021-09-20,23.27746
2021-09-21,29.42271
2021-09-22,30.44692
2021-09-23,28.21229
2021-09-24,26.25698
2021-09-25,25.5121
2021-09-26,26.90875
2021-09-27,28.39851
2021-09-28,29.79515
2021-09-29,24.48789
2021-09-30,25.69832
2021-10-01,22.25325
2021-10-02,22.53258
2021-10-03,24.76722
2021-10-04,25.04655
2021-10-05,29.23649
2021-10-06,29.98137
2021-10-07,26.25698
2021-10-08,24.11545
2021-10-09,21.41527
2021-10-10,22.81191
2021-10-11,24.76722
2021-10-12,27.83985
2021-10-13,24.48789
2021-10-14,25.23277
2021-10-15,25.5121
2021-10-16,23.18435
2021-10-17,21.97392
2021-10-18,21.7877
2021-10-19,20.67039
2021-10-20,22.81191
2021-10-21,21.50837
2021-10-22,22.16014
2021-10-23,16.75977
2021-10-24,19.27374
2021-10-25,27.93296
2021-10-26,23.37057
2021-10-27,24.20856
2021-10-28,22.53258
2021-10-29,19.64618
2021-10-30,18.52886
2021-10-31,24.30167
2021-11-01,20.94972
2021-11-02,24.39478
2021-11-03,25.60521
2021-11-04,21.22905
2021-11-05,22.90502
2021-11-06,18.15642
2021-11-07,18.62197
2021-11-08,22.34636
2021-11-09,20.67039
2021-11-10,21.32216
2021-11-11,21.04283
2021-11-12,20.48417
2021-11-13,18.34264
2021-11-14,22.81191
2021-11-15,25.88454
2021-11-16,27.93296
2021-11-17,27.18808
2021-11-18,23.37057
2021-11-19,21.88081
2021-11-20,16.01489
2021-11-21,23.27746
2021-11-22,22.53258
2021-11-23,20.7635
2021-11-24,21.04283
2021-11-25,20.20484
2021-11-26,20.39106
2021-11-27,18.43575
2021-11-28,20.94972
2021-11-29,21.22905
2021-11-30,27.93296
2021-12-01,21.60148
2021-12-02,20.01862
2021-12-03,26.62942
2021-12-04,21.04283
2021-12-05,25.23277
2021-12-06,29.70204
2021-12-07,28.49162
2021-12-08,23.18435
2021-12-09,18.24953
2021-12-10,21.50837
2021-12-11,24.02234
2021-12-12,20.39106
2021-12-13,21.69459
2021-12-14,16.66666
2021-12-15,18.52886
2021-12-16,22.06703
2021-12-17,20.01862
2021-12-18,19.36685
2021-12-19,17.9702
2021-12-20,21.69459
2021-12-21,19.55307
2021-12-22,21.88081
2021-12-23,22.25325
2021-12-24,17.59776
2021-12-25,20.20484
2021-12-26,20.20484
2021-12-27,21.7877
2021-12-28,21.13594
2021-12-29,19.8324
2021-12-30,21.97392
2021-12-31,23.09124
2022-01-01,19.64618
2022-01-02,20.67039
2022-01-03,24.20856
2022-01-04,22.7188
2022-01-05,26.90875
2022-01-06,25.60521
2022-01-07,24.02234
2022-01-08,18.9013
2022-01-09,24.581
2022-01-10,24.76722
2022-01-11,25.79143
2022-01-12,26.16387
2022-01-13,23.18435
2022-01-14,21.69459
2022-01-15,25.13966
2022-01-16,24.76722
2022-01-17,19.64618
2022-01-18,23.74301
2022-01-19,22.16014
2022-01-20,24.86033
2022-01-21,24.39478
2022-01-22,23.55679
2022-01-23,28.77094
2022-01-24,30.91247
2022-01-25,33.42644
2022-01-26,22.62569
2022-01-27,27.00186
2022-01-28,21.69459
2022-01-29,23.55679
2022-01-30,21.50837
2022-01-31,24.581
2022-02-01,26.16387
2022-02-02,30.16759
2022-02-03,34.35754
2022-02-04,34.72998
2022-02-05,31.84357
2022-02-06,30.35381
2022-02-07,30.63314
2022-02-08,31.09869
2022-02-09,27.74674
2022-02-10,30.91247
2022-02-11,25.23277
2022-02-12,22.25325
2022-02-13,25.23277
2022-02-14,26.16387
2022-02-15,26.90875
2022-02-16,22.43947
2022-02-17,26.53631
2022-02-18,25.60521
2022-02-19,21.97392
2022-02-20,25.32588
2022-02-21,23.83612
2022-02-22,22.81191
2022-02-23,24.39478
2022-02-24,23.92923
2022-02-25,24.95344
2022-02-26,22.81191
2022-02-27,18.24953
2022-02-28,22.62569
2022-03-01,22.7188
2022-03-02,21.97392
2022-03-03,21.97392
2022-03-04,21.22905
2022-03-05,19.45996
2022-03-06,16.38733
2022-03-07,20.7635
2022-03-08,20.94972
2022-03-09,16.66666
2022-03-10,18.52886
2022-03-11,20.85661
2022-03-12,21.88081
2022-03-13,27.00186
2022-03-14,23.55679
2022-03-15,20.11173
2022-03-16,24.11545
2022-03-17,23.37057
2022-03-18,21.22905
2022-03-19,23.92923
2022-03-20,20.94972
2022-03-21,20.11173
2022-03-22,19.92551
2022-03-23,31.65735
2022-03-24,24.95344
2022-03-25,23.74301
2022-03-26,19.55307
2022-03-27,21.04283
2022-03-28,22.90502
2022-03-29,20.20484
2022-03-30,20.85661
2022-03-31,19.36685
2022-04-01,17.9702
2022-04-02,20.85661
2022-04-03,23.92923
2022-04-04,20.57728
2022-04-05,24.581
2022-04-06,23.83612
2022-04-07,23.18435
2022-04-08,18.80819
2022-04-09,18.43575
2022-04-10,22.43947
2022-04-11,20.01862
2022-04-12,18.80819
2022-04-13,17.13221
2022-04-14,20.85661
2022-04-15,21.97392
2022-04-16,20.20484
2022-04-17,18.06331
2022-04-18,19.8324
2022-04-19,21.69459
2022-04-20,18.9013
2022-04-21,19.8324
2022-04-22,20.01862
2022-04-23,16.108
2022-04-24,19.92551
2022-04-25,19.92551
2022-04-26,23.83612
2022-04-27,22.62569
2022-04-28,21.7877
2022-04-29,18.43575
2022-04-30,17.50465
2022-05-01,17.69087
2022-05-02,21.04283
2022-05-03,18.34264
2022-05-04,15.92178
2022-05-05,19.64618
2022-05-06,20.57728
2022-05-07,16.29422
2022-05-08,19.08752
2022-05-09,20.48417
2022-05-10,16.94599
2022-05-11,21.60148
2022-05-12,6.51769
2022-05-13,15.45623
2022-05-14,19.08752
2022-05-15,16.108
2022-05-16,21.13594
2022-05-17,18.52886
2022-05-18,19.18063
2022-05-19,20.01862
2022-05-20,15.54934
2022-05-21,15.82867
2022-05-22,18.24953
2022-05-23,18.52886
2022-05-24,21.97392
2022-05-25,21.04283
2022-05-26,19.55307
2022-05-27,21.22905
2022-05-28,16.94599
2022-05-29,22.90502
2022-05-30,24.30167
2022-05-31,18.06331
2022-06-01,19.64618
2022-06-02,16.94599
2022-06-03,16.29422
2022-06-04,17.50465
2022-06-05,20.48417
2022-06-06,21.22905
2022-06-07,22.16014
2022-06-08,19.45996
2022-06-09,21.04283
2022-06-10,18.71508
2022-06-11,21.69459
2022-06-12,21.41527
2022-06-13,22.34636
2022-06-14,20.20484
2022-06-15,20.29795
2022-06-16,19.64618
2022-06-17,18.80819
2022-06-18,21.04283
2022-06-19,19.45996
2022-06-20,24.76722
2022-06-21,21.04283
2022-06-22,20.7635
2022-06-23,17.50465
2022-06-24,17.13221
2022-06-25,17.87709
2022-06-26,17.78398
2022-06-27,18.06331
2022-06-28,16.66666
2022-06-29,17.22532
2022-06-30,18.99441
2022-07-01,19.64618
2022-07-02,16.108
2022-07-03,16.29422
2022-07-04,17.87709
2022-07-05,20.67039
2022-07-06,22.16014
2022-07-07,23.55679
2022-07-08,20.57728
2022-07-09,17.13221
2022-07-10,20.39106
2022-07-11,24.581
2022-07-12,21.69459
2022-07-13,24.48789
2022-07-14,23.74301
2022-07-15,22.43947
2022-07-16,22.43947
2022-07-17,23.09124
2022-07-18,18.80819
2022-07-19,18.15642
2022-07-20,14.43202
2022-07-21,21.69459
2022-07-22,17.78398
2022-07-23,18.15642
2022-07-24,19.27374
2022-07-25,19.73929
2022-07-26,24.20856
2022-07-27,18.52886
2022-07-28,18.62197
2022-07-29,17.22532
2022-07-30,14.89757
2022-07-31,19.73929
2022-08-01,18.80819
2022-08-02,21.60148
2022-08-03,20.01862
2022-08-04,17.69087
2022-08-05,19.45996
2022-08-06,20.67039
2022-08-07,25.69832
2022-08-08,22.90502
2022-08-09,18.06331
2022-08-10,24.48789
2022-08-11,19.45996
2022-08-12,24.30167
2022-08-13,18.52886
2022-08-14,16.38733
2022-08-15,21.13594
2022-08-16,22.16014
2022-08-17,18.99441
2022-08-18,20.29795
2022-08-19,20.7635
2022-08-20,19.73929
2022-08-21,18.99441
2022-08-22,23.18435
2022-08-23,22.81191
2022-08-24,21.60148
2022-08-25,27.83985
2022-08-26,27.09497
2022-08-27,25.04655
2022-08-28,23.6499
2022-08-29,18.62197
2022-08-30,19.36685
2022-08-31,17.59776
2022-09-01,22.99813
2022-09-02,19.73929
2022-09-03,17.9702
2022-09-04,18.43575
2022-09-05,18.24953
2022-09-06,16.38733
2022-09-07,16.57355
2022-09-08,14.89757
2022-09-09,16.75977
2022-09-10,18.80819
2022-09-11,20.11173
2022-09-12,24.02234
2022-09-13,30.07448
2022-09-14,29.98137
2022-09-15,33.51955
2022-09-16,32.77467
2022-09-17,23.92923
2022-09-18,24.95344
2022-09-19,27.00186
2022-09-20,24.02234
2022-09-21,24.02234
2022-09-22,21.69459
2022-09-23,22.7188
2022-09-24,21.97392
2022-09-25,19.64618
2022-09-26,22.62569
2022-09-27,17.87709
2022-09-28,21.04283
2022-09-29,25.13966
2022-09-30,20.85661
2022-10-01,19.64618
2022-10-02,17.9702
2022-10-03,22.99813
2022-10-04,18.06331
2022-10-05,20.57728
2022-10-06,18.99441
2022-10-07,22.62569
2022-10-08,17.41154
2022-10-09,20.01862
2022-10-10,16.85288
2022-10-11,22.7188
2022-10-12,25.13966
2022-10-13,20.48417
2022-10-14,24.86033
2022-10-15,29.51582
2022-10-16,24.95344
2022-10-17,28.3054
2022-10-18,26.90875
2022-10-19,24.11545
2022-10-20,29.98137
2022-10-21,28.21229
2022-10-22,19.73929
2022-10-23,23.55679
2022-10-24,19.45996
2022-10-25,25.04655
2022-10-26,25.13966
2022-10-27,23.6499
2022-10-28,21.32216
2022-10-29,18.99441
2022-10-30,15.73556
2022-10-31,21.13594
2022-11-01,18.62197
2022-11-02,21.7877
2022-11-03,19.36685
2022-11-04,20.39106
2022-11-05,19.36685
2022-11-06,24.48789
2022-11-07,25.79143
2022-11-08,24.30167
2022-11-09,24.11545
2022-11-10,24.30167
2022-11-11,24.11545
2022-11-12,19.27374
2022-11-13,24.48789
2022-11-14,23.6499
2022-11-15,24.86033
2022-11-16,24.86033
2022-11-17,22.25325
2022-11-18,21.97392
2022-11-19,19.27374
2022-11-20,24.95344
2022-11-21,25.60521
2022-11-22,20.67039
2022-11-23,20.20484
2022-11-24,23.09124
2022-11-25,18.24953
2022-11-26,19.18063
2022-11-27,19.45996
2022-11-28,17.78398
2022-11-29,16.48044
2022-11-30,17.69087
2022-12-01,20.67039
2022-12-02,19.27374
2022-12-03,14.61824
2022-12-04,16.108
2022-12-05,16.57355
2022-12-06,17.50465
2022-12-07,18.34264
2022-12-08,22.25325
2022-12-09,16.20111
2022-12-10,15.73556
2022-12-11,20.85661
2022-12-12,23.27746
2022-12-13,27.28119
2022-12-14,24.86033
2022-12-15,23.55679
2022-12-16,25.79143
2022-12-17,32.96089
2022-12-18,28.86405
2022-12-19,31.75046
2022-12-20,24.86033
2022-12-21,22.25325
2022-12-22,22.34636
2022-12-23,20.57728
2022-12-24,20.94972
2022-12-25,26.16387
2022-12-26,20.57728
2022-12-27,23.27746
2022-12-28,20.39106
2022-12-29,25.32588
2022-12-30,20.01862
2022-12-31,18.34264
2023-01-01,20.48417
2023-01-02,29.3296
2023-01-03,27.65363
2023-01-04,22.90502
2023-01-05,23.55679
2023-01-06,24.48789
2023-01-07,20.20484
2023-01-08,28.39851
2023-01-09,22.90502
2023-01-10,24.20856
2023-01-11,28.86405
2023-01-12,24.67411
2023-01-13,20.01862
2023-01-14,19.45996
2023-01-15,22.06703
2023-01-16,23.83612
2023-01-17,20.7635
2023-01-18,24.95344
2023-01-19,22.16014
2023-01-20,18.52886
2023-01-21,16.94599
2023-01-22,23.92923
2023-01-23,21.69459
2023-01-24,22.7188
2023-01-25,29.14338
2023-01-26,28.77094
2023-01-27,29.05027
2023-01-28,25.5121
2023-01-29,30.44692
2023-01-30,37.43016
2023-01-31,36.49906
2023-02-01,28.11918
2023-02-02,29.3296
2023-02-03,26.25698
2023-02-04,26.07076
2023-02-05,28.11918
2023-02-06,29.42271
2023-02-07,24.76722
2023-02-08,29.70204
2023-02-09,30.54003
2023-02-10,26.25698
2023-02-11,23.37057
2023-02-12,24.581
2023-02-13,29.88826
2023-02-14,26.4432
2023-02-15,28.95716
2023-02-16,25.32588
2023-02-17,29.88826
2023-02-18,20.20484
2023-02-19,22.7188
2023-02-20,24.02234
2023-02-21,26.90875
2023-02-22,21.69459
2023-02-23,24.76722
2023-02-24,18.99441
2023-02-25,20.7635
2023-02-26,25.97765
2023-02-27,20.39106
2023-02-28,21.88081
2023-03-01,25.5121
2023-03-02,25.97765
2023-03-03,23.74301
2023-03-04,19.64618
2023-03-05,19.8324
2023-03-06,24.20856
2023-03-07,20.48417
2023-03-08,21.88081
2023-03-09,20.85661
2023-03-10,18.34264
2023-03-11,18.15642
2023-03-12,16.66666
2023-03-13,22.25325
2023-03-14,22.34636
2023-03-15,21.88081
2023-03-16,17.41154
2023-03-17,22.7188
2023-03-18,16.38733
2023-03-19,21.04283
2023-03-20,23.74301
2023-03-21,22.53258
2023-03-22,26.53631
2023-03-23,27.18808
2023-03-24,20.85661
2023-03-25,19.08752
2023-03-26,23.18435
2023-03-27,22.7188
2023-03-28,18.80819
2023-03-29,17.50465
2023-03-30,21.41527
2023-03-31,14.71135
2023-04-01,16.29422
2023-04-02,17.13221
2023-04-03,24.30167
2023-04-04,19.27374
2023-04-05,18.24953
2023-04-06,18.43575
2023-04-07,20.39106
2023-04-08,14.33891
2023-04-09,19.73929
2023-04-10,18.71508
2023-04-11,18.71508
2023-04-12,17.22532
2023-04-13,17.0391
2023-04-14,18.71508
2023-04-15,18.43575
2023-04-16,17.78398
2023-04-17,22.43947
2023-04-18,20.20484
2023-04-19,20.85661
2023-04-20,20.29795
2023-04-21,21.13594
2023-04-22,16.38733
2023-04-23,16.38733
2023-04-24,22.62569
2023-04-25,20.01862
2023-04-26,20.7635
2023-04-27,20.57728
2023-04-28,20.01862
2023-04-29,19.08752
2023-04-30,21.22905
2023-05-01,19.8324
2023-05-02,25.69832
2023-05-03,22.53258
2023-05-04,19.64618
2023-05-05,16.29422
2023-05-06,20.85661
2023-05-07,20.7635
2023-05-08,26.90875
2023-05-09,20.01862
2023-05-10,24.67411
2023-05-11,20.7635
2023-05-12,17.78398
2023-05-13,17.50465
2023-05-14,18.71508
2023-05-15,20.48417
2023-05-16,21.88081
2023-05-17,21.7877
2023-05-18,18.80819
2023-05-19,20.20484
2023-05-20,15.45623
2023-05-21,16.38733
2023-05-22,20.67039
2023-05-23,20.20484
2023-05-24,22.7188
2023-05-25,22.53258
2023-05-26,18.62197
2023-05-27,14.24581
2023-05-28,14.05959
2023-05-29,17.22532
