date,보성파워텍주가
2021-06-22,21.20768
2021-06-23,19.34884
2021-06-24,20.28389
2021-06-25,16.46482
2021-06-26,2.05599
2021-06-27,1.8363
2021-06-28,13.34985
2021-06-29,20.83591
2021-06-30,23.84949
2021-07-01,19.71497
2021-07-02,18.29549
2021-07-03,2.36579
2021-07-04,2.09542
2021-07-05,24.60429
2021-07-06,28.3952
2021-07-07,21.03869
2021-07-08,21.23584
2021-07-09,19.06719
2021-07-10,2.76572
2021-07-11,2.332
2021-07-12,17.23652
2021-07-13,14.37503
2021-07-14,12.42606
2021-07-15,15.22559
2021-07-16,13.38928
2021-07-17,1.47017
2021-07-18,1.42511
2021-07-19,13.93567
2021-07-20,17.29848
2021-07-21,13.22593
2021-07-22,13.71035
2021-07-23,11.94727
2021-07-24,1.22796
2021-07-25,1.38004
2021-07-26,10.05463
2021-07-27,10.84323
2021-07-28,8.8661
2021-07-29,8.49433
2021-07-30,9.26603
2021-07-31,0.87872
2021-08-01,0.77733
2021-08-02,8.5056
2021-08-03,8.87737
2021-08-04,9.23224
2021-08-05,8.5225
2021-08-06,8.0944
2021-08-07,0.7379
2021-08-08,0.58581
2021-08-09,9.06888
2021-08-10,7.99301
2021-08-11,7.38466
2021-08-12,7.35087
2021-08-13,6.36512
2021-08-14,0.71537
2021-08-15,0.67594
2021-08-16,1.34625
2021-08-17,6.48904
2021-08-18,8.27465
2021-08-19,8.12257
2021-08-20,6.93967
2021-08-21,0.54638
2021-08-22,0.49569
2021-08-23,7.87472
2021-08-24,8.162
2021-08-25,8.13946
2021-08-26,6.54537
2021-08-27,6.39891
2021-08-28,0.33233
2021-08-29,0.3605
2021-08-30,7.17061
2021-08-31,6.25246
2021-09-01,8.18453
2021-09-02,11.43468
2021-09-03,8.33098
2021-09-04,0.6703
2021-09-05,0.76606
2021-09-06,8.68022
2021-09-07,8.30282
2021-09-08,5.90886
2021-09-09,5.23855
2021-09-10,5.57652
2021-09-11,0.54638
2021-09-12,0.3436
2021-09-13,4.84425
2021-09-14,5.49766
2021-09-15,6.551
2021-09-16,7.26074
2021-09-17,6.62986
2021-09-18,0.51258
2021-09-19,0.51258
2021-09-20,0.38866
2021-09-21,0.36613
2021-09-22,0.34923
2021-09-23,5.72297
2021-09-24,5.31177
2021-09-25,0.45062
2021-09-26,0.23094
2021-09-27,4.84425
2021-09-28,5.05266
2021-09-29,5.23291
2021-09-30,4.82735
2021-10-01,5.21038
2021-10-02,0.42809
2021-10-03,0.28727
2021-10-04,0.74353
2021-10-05,5.48639
2021-10-06,5.09772
2021-10-07,5.24981
2021-10-08,5.49202
2021-10-09,0.41119
2021-10-10,0.22531
2021-10-11,0.49569
2021-10-12,4.93437
2021-10-13,6.11164
2021-10-14,6.95657
2021-10-15,12.10499
2021-10-16,1.25049
2021-10-17,0.97448
2021-10-18,13.74978
2021-10-19,10.27431
2021-10-20,7.58745
2021-10-21,10.95589
2021-10-22,9.2435
2021-10-23,0.88999
2021-10-24,0.73227
2021-10-25,17.56886
2021-10-26,15.25939
2021-10-27,10.11096
2021-10-28,9.80116
2021-10-29,8.01554
2021-10-30,1.33498
2021-10-31,1.25612
2021-11-01,8.66895
2021-11-02,8.24649
2021-11-03,8.0944
2021-11-04,16.52115
2021-11-05,12.71897
2021-11-06,2.05599
2021-11-07,1.9039
2021-11-08,13.22593
2021-11-09,11.91911
2021-11-10,11.82335
2021-11-11,8.99566
2021-11-12,9.16464
2021-11-13,1.22232
2021-11-14,0.99138
2021-11-15,7.66067
2021-11-16,7.10865
2021-11-17,10.07153
2021-11-18,7.18751
2021-11-19,7.06922
2021-11-20,0.98011
2021-11-21,0.65904
2021-11-22,6.20176
2021-11-23,6.28626
2021-11-24,5.4188
2021-11-25,5.4188
2021-11-26,5.4357
2021-11-27,0.63087
2021-11-28,0.46752
2021-11-29,5.08083
2021-11-30,5.0076
2021-12-01,5.99335
2021-12-02,5.37937
2021-12-03,5.39627
2021-12-04,0.50695
2021-12-05,0.3605
2021-12-06,4.92311
2021-12-07,4.45558
2021-12-08,4.10071
2021-12-09,4.08381
2021-12-10,3.26142
2021-12-11,0.41683
2021-12-12,0.3774
2021-12-13,3.45857
2021-12-14,3.30648
2021-12-15,3.37407
2021-12-16,3.59939
2021-12-17,3.1037
2021-12-18,0.51822
2021-12-19,0.3098
2021-12-20,3.89793
2021-12-21,3.32901
2021-12-22,3.1037
2021-12-23,3.76274
2021-12-24,3.053
2021-12-25,0.3436
2021-12-26,0.36613
2021-12-27,2.83332
2021-12-28,3.70078
2021-12-29,3.40787
2021-12-30,3.0868
2021-12-31,0.80549
2022-01-01,0.32107
2022-01-02,0.31543
2022-01-03,3.95989
2022-01-04,3.12623
2022-01-05,2.83895
2022-01-06,2.48972
2022-01-07,3.4811
2022-01-08,0.71537
2022-01-09,0.69847
2022-01-10,16.52678
2022-01-11,13.14144
2022-01-12,9.53641
2022-01-13,7.28327
2022-01-14,6.54537
2022-01-15,1.31808
2022-01-16,0.95195
2022-01-17,5.81873
2022-01-18,5.3343
2022-01-19,5.95955
2022-01-20,5.66101
2022-01-21,4.9738
2022-01-22,0.69847
2022-01-23,0.65341
2022-01-24,5.24981
2022-01-25,4.74286
2022-01-26,11.06855
2022-01-27,10.50526
2022-01-28,8.76471
2022-01-29,1.03644
2022-01-30,0.79986
2022-01-31,0.88999
2022-02-01,0.65904
2022-02-02,0.91252
2022-02-03,7.29454
2022-02-04,8.37604
2022-02-05,0.74916
2022-02-06,0.78296
2022-02-07,8.30845
2022-02-08,6.996
2022-02-09,7.44662
2022-02-10,6.66366
2022-02-11,5.87506
2022-02-12,0.7717
2022-02-13,0.60834
2022-02-14,5.96518
2022-02-15,5.04703
2022-02-16,8.85484
2022-02-17,10.43767
2022-02-18,10.64045
2022-02-19,1.43074
2022-02-20,1.37441
2022-02-21,11.73322
2022-02-22,10.24052
2022-02-23,8.4549
2022-02-24,8.42111
2022-02-25,12.21202
2022-02-26,4.12324
2022-02-27,5.70044
2022-02-28,76.37019
2022-03-01,10.30248
2022-03-02,46.79209
2022-03-03,30.7103
2022-03-04,27.04331
2022-03-05,4.01058
2022-03-06,3.62192
2022-03-07,27.50521
2022-03-08,42.80966
2022-03-09,9.50261
2022-03-10,100.0
2022-03-11,65.21714
2022-03-12,10.02084
2022-03-13,9.64344
2022-03-14,52.4193
2022-03-15,49.67047
2022-03-16,40.51146
2022-03-17,40.01577
2022-03-18,34.12944
2022-03-19,5.37373
2022-03-20,4.61893
2022-03-21,32.23117
2022-03-22,27.8995
2022-03-23,71.80194
2022-03-24,54.57669
2022-03-25,49.38883
2022-03-26,7.51422
2022-03-27,5.88069
2022-03-28,40.91139
2022-03-29,37.52605
2022-03-30,35.6841
2022-03-31,35.94885
2022-04-01,34.5181
2022-04-02,4.29786
2022-04-03,3.74021
2022-04-04,40.46076
2022-04-05,30.09068
2022-04-06,28.30507
2022-04-07,28.33323
2022-04-08,27.68546
2022-04-09,3.33464
2022-04-10,2.48972
2022-04-11,28.31634
2022-04-12,24.0579
2022-04-13,21.56818
2022-04-14,20.80775
2022-04-15,18.77429
2022-04-16,2.66997
2022-04-17,2.66433
2022-04-18,19.60232
2022-04-19,18.5715
2022-04-20,18.74049
2022-04-21,44.96704
2022-04-22,27.48267
2022-04-23,3.54306
2022-04-24,3.27268
2022-04-25,26.818
2022-04-26,22.39621
2022-04-27,20.5768
2022-04-28,19.28124
2022-04-29,22.70038
2022-04-30,2.55168
2022-05-01,2.57984
2022-05-02,22.06387
2022-05-03,28.20931
2022-05-04,25.29713
2022-05-05,4.78792
2022-05-06,23.97341
2022-05-07,3.86413
2022-05-08,3.21635
2022-05-09,22.92006
2022-05-10,20.40218
2022-05-11,17.83923
2022-05-12,19.29814
2022-05-13,17.49
2022-05-14,1.89827
2022-05-15,2.2644
2022-05-16,16.97741
2022-05-17,16.10995
2022-05-18,15.72691
2022-05-19,14.42573
2022-05-20,23.22987
2022-05-21,4.02185
2022-05-22,3.62192
2022-05-23,27.25736
2022-05-24,17.81107
2022-05-25,13.81738
2022-05-26,12.17822
2022-05-27,12.74714
2022-05-28,1.76871
2022-05-29,1.63915
2022-05-30,14.56091
2022-05-31,15.41147
2022-06-01,2.85022
2022-06-02,16.27893
2022-06-03,11.6431
2022-06-04,1.55466
2022-06-05,1.39131
2022-06-06,1.46454
2022-06-07,10.34754
2022-06-08,12.31341
2022-06-09,11.67126
2022-06-10,11.07418
2022-06-11,0.96321
2022-06-12,0.91815
2022-06-13,11.75575
2022-06-14,12.61195
2022-06-15,12.0374
2022-06-16,14.07086
2022-06-17,12.70207
2022-06-18,1.88137
2022-06-19,1.27302
2022-06-20,11.33892
2022-06-21,11.29386
2022-06-22,12.54999
2022-06-23,28.76696
2022-06-24,18.28986
2022-06-25,2.23624
2022-06-26,1.62789
2022-06-27,21.3316
2022-06-28,20.62186
2022-06-29,21.56818
2022-06-30,20.66692
2022-07-01,15.44527
2022-07-02,1.5434
2022-07-03,1.31245
2022-07-04,13.81738
2022-07-05,14.6792
2022-07-06,14.7637
2022-07-07,23.25804
2022-07-08,16.62817
2022-07-09,1.48143
2022-07-10,1.21669
2022-07-11,14.22858
2022-07-12,12.58942
2022-07-13,12.11062
2022-07-14,11.54734
2022-07-15,10.71368
2022-07-16,0.90125
2022-07-17,0.74916
2022-07-18,11.86278
2022-07-19,10.18419
2022-07-20,12.3641
2022-07-21,10.46583
2022-07-22,9.10831
2022-07-23,0.65341
2022-07-24,0.66467
2022-07-25,8.5394
2022-07-26,10.38134
2022-07-27,11.84025
2022-07-28,12.88232
2022-07-29,15.82267
2022-07-30,1.4758
2022-07-31,1.27302
2022-08-01,13.06821
2022-08-02,11.47974
2022-08-03,9.88002
2022-08-04,10.26305
2022-08-05,10.42077
2022-08-06,0.97448
2022-08-07,0.77733
2022-08-08,11.71632
2022-08-09,10.7869
2022-08-10,13.03441
2022-08-11,25.54497
2022-08-12,20.32895
2022-08-13,2.05035
2022-08-14,1.63915
2022-08-15,1.89263
2022-08-16,30.09068
2022-08-17,26.66591
2022-08-18,21.34287
2022-08-19,17.69278
2022-08-20,1.81941
2022-08-21,1.05334
2022-08-22,15.77198
2022-08-23,18.83625
2022-08-24,18.72359
2022-08-25,23.26367
2022-08-26,24.15929
2022-08-27,2.38832
2022-08-28,1.68422
2022-08-29,17.36607
2022-08-30,16.00856
2022-08-31,16.42539
2022-09-01,13.37238
2022-09-02,11.54734
2022-09-03,1.36878
2022-09-04,1.01954
2022-09-05,10.87703
2022-09-06,9.80116
2022-09-07,8.59009
2022-09-08,8.33098
2022-09-09,0.69847
2022-09-10,0.46189
2022-09-11,0.40556
2022-09-12,0.74353
2022-09-13,9.86312
2022-09-14,7.88035
2022-09-15,8.0944
2022-09-16,6.42708
2022-09-17,0.721
2022-09-18,0.56891
2022-09-19,9.64907
2022-09-20,8.28592
2022-09-21,9.90255
2022-09-22,7.72263
2022-09-23,6.42144
2022-09-24,0.72663
2022-09-25,0.58018
2022-09-26,7.71137
2022-09-27,7.67194
2022-09-28,7.13682
2022-09-29,7.89725
2022-09-30,6.551
2022-10-01,0.6703
2022-10-02,0.42809
2022-10-03,0.68157
2022-10-04,7.60998
2022-10-05,6.79321
2022-10-06,7.19315
2022-10-07,6.33695
2022-10-08,0.67594
2022-10-09,0.46189
2022-10-10,0.64214
2022-10-11,6.84954
2022-10-12,6.8946
2022-10-13,6.02715
2022-10-14,6.93403
2022-10-15,0.79986
2022-10-16,0.39993
2022-10-17,7.09739
2022-10-18,7.29454
2022-10-19,6.53973
2022-10-20,12.59505
2022-10-21,8.19016
2022-10-22,0.721
2022-10-23,0.6872
2022-10-24,7.58745
2022-10-25,7.42973
2022-10-26,6.95657
2022-10-27,7.06922
2022-10-28,6.07221
2022-10-29,1.26175
2022-10-30,0.61398
2022-10-31,6.77068
2022-11-01,18.05891
2022-11-02,10.21799
2022-11-03,10.07717
2022-11-04,7.66067
2022-11-05,0.7548
2022-11-06,0.61398
2022-11-07,7.55928
2022-11-08,8.74218
2022-11-09,11.6093
2022-11-10,8.61262
2022-11-11,9.42939
2022-11-12,1.15473
2022-11-13,1.05334
2022-11-14,8.97313
2022-11-15,7.59308
2022-11-16,9.36179
2022-11-17,8.38731
2022-11-18,7.33397
2022-11-19,0.65904
2022-11-20,0.59144
2022-11-21,6.47777
2022-11-22,9.45192
2022-11-23,7.90852
2022-11-24,7.11992
2022-11-25,6.21866
2022-11-26,0.55765
2022-11-27,0.58581
2022-11-28,5.45259
2022-11-29,5.90886
2022-11-30,5.27234
2022-12-01,5.88632
2022-12-02,5.12589
2022-12-03,0.43936
2022-12-04,0.51258
2022-12-05,5.8131
2022-12-06,4.58514
2022-12-07,5.31177
2022-12-08,5.50329
2022-12-09,5.17658
2022-12-10,0.69284
2022-12-11,0.52948
2022-12-12,6.02151
2022-12-13,6.73688
2022-12-14,7.22694
2022-12-15,9.35053
2022-12-16,6.1905
2022-12-17,0.64214
2022-12-18,0.42246
2022-12-19,5.17095
2022-12-20,5.55399
2022-12-21,5.12589
2022-12-22,4.81608
2022-12-23,4.73722
2022-12-24,0.49005
2022-12-25,0.45062
2022-12-26,4.70343
2022-12-27,4.67526
2022-12-28,5.83
2022-12-29,5.0583
2022-12-30,1.18853
2022-12-31,0.39429
2023-01-01,0.48442
2023-01-02,4.58514
2023-01-03,5.0414
2023-01-04,5.49202
2023-01-05,5.4188
2023-01-06,4.82172
2023-01-07,0.51258
2023-01-08,0.39993
2023-01-09,6.27499
2023-01-10,8.69712
2023-01-11,9.23787
2023-01-12,8.56756
2023-01-13,9.81242
2023-01-14,2.14611
2023-01-15,4.54571
2023-01-16,28.7895
2023-01-17,13.1358
2023-01-18,10.18982
2023-01-19,14.17788
2023-01-20,9.50261
2023-01-21,0.92942
2023-01-22,0.77733
2023-01-23,0.7717
2023-01-24,0.86745
2023-01-25,9.03509
2023-01-26,7.7677
2023-01-27,7.67757
2023-01-28,0.78296
2023-01-29,0.80549
2023-01-30,8.77598
2023-01-31,8.18453
2023-02-01,7.15935
2023-02-02,7.19878
2023-02-03,6.1567
2023-02-04,0.59708
2023-02-05,0.58018
2023-02-06,5.87506
2023-02-07,5.54272
2023-02-08,5.68917
2023-02-09,5.20475
2023-02-10,4.92874
2023-02-11,0.63651
2023-02-12,0.45062
2023-02-13,5.93139
2023-02-14,5.45823
2023-02-15,4.99633
2023-02-16,4.87804
2023-02-17,3.90356
2023-02-18,0.42809
2023-02-19,0.39429
2023-02-20,5.13715
2023-02-21,5.49202
2023-02-22,4.15704
2023-02-23,4.5795
2023-02-24,4.01622
2023-02-25,0.40556
2023-02-26,0.46752
2023-02-27,4.05565
2023-02-28,3.95989
2023-03-01,0.74916
2023-03-02,4.48938
2023-03-03,4.21337
2023-03-04,0.56328
2023-03-05,0.42809
2023-03-06,4.90621
2023-03-07,4.71469
2023-03-08,6.551
2023-03-09,10.56722
2023-03-10,8.36478
2023-03-11,0.92942
2023-03-12,0.53512
2023-03-13,5.89196
2023-03-14,5.15405
2023-03-15,6.02715
2023-03-16,5.06393
2023-03-17,4.67526
2023-03-18,0.58581
2023-03-19,0.3774
2023-03-20,5.66101
2023-03-21,5.20475
2023-03-22,5.0076
2023-03-23,5.01887
2023-03-24,4.54571
2023-03-25,0.53512
2023-03-26,0.34923
2023-03-27,3.99932
2023-03-28,4.2528
2023-03-29,5.50329
2023-03-30,6.11727
2023-03-31,9.29983
2023-04-01,1.30682
2023-04-02,1.23359
2023-04-03,6.9791
2023-04-04,8.00428
2023-04-05,7.10302
2023-04-06,6.04968
2023-04-07,5.31177
2023-04-08,0.51258
2023-04-09,0.54075
2023-04-10,5.47513
2023-04-11,5.77367
2023-04-12,7.14245
2023-04-13,6.87207
2023-04-14,6.2243
2023-04-15,0.80549
2023-04-16,0.56328
2023-04-17,10.64045
2023-04-18,7.95921
2023-04-19,8.28592
2023-04-20,7.81839
2023-04-21,6.5848
2023-04-22,0.7717
2023-04-23,0.87872
2023-04-24,6.28626
2023-04-25,7.13682
2023-04-26,5.55962
2023-04-27,6.05531
2023-04-28,5.35684
2023-04-29,0.49005
2023-04-30,0.38303
2023-05-01,1.04771
2023-05-02,4.71469
2023-05-03,3.76837
2023-05-04,4.39925
2023-05-05,0.46752
2023-05-06,0.41683
2023-05-07,0.2929
2023-05-08,3.78527
2023-05-09,3.52053
2023-05-10,4.10634
2023-05-11,3.74021
2023-05-12,2.80515
2023-05-13,0.43372
2023-05-14,0.21968
2023-05-15,3.31211
2023-05-16,4.29223
2023-05-17,3.56559
2023-05-18,3.14313
2023-05-19,3.72894
2023-05-20,0.34923
2023-05-21,0.30417
2023-05-22,3.52616
2023-05-23,3.22762
2023-05-24,3.33464
2023-05-25,3.18256
2023-05-26,2.95161
2023-05-27,0.33233
2023-05-28,0.31543
2023-05-29,0.56891
