date,보성파워텍주가
2020-03-20,3.17692
2020-03-21,0.38303
2020-03-22,0.22531
2020-03-23,2.30383
2020-03-24,2.46718
2020-03-25,2.83332
2020-03-26,2.91781
2020-03-27,2.88965
2020-03-28,0.38866
2020-03-29,0.20278
2020-03-30,3.46983
2020-03-31,3.72894
2020-04-01,4.1852
2020-04-02,3.053
2020-04-03,2.94034
2020-04-04,0.31543
2020-04-05,0.20278
2020-04-06,2.47845
2020-04-07,3.98242
2020-04-08,3.12059
2020-04-09,3.58812
2020-04-10,3.50926
2020-04-11,0.3436
2020-04-12,0.27037
2020-04-13,3.0192
2020-04-14,3.32338
2020-04-15,0.31543
2020-04-16,3.14313
2020-04-17,3.78527
2020-04-18,0.3267
2020-04-19,0.25347
2020-04-20,4.44431
2020-04-21,3.76274
2020-04-22,3.24452
2020-04-23,2.92344
2020-04-24,2.3151
2020-04-25,0.20841
2020-04-26,0.10139
2020-04-27,2.44465
2020-04-28,2.43902
2020-04-29,2.36016
2020-04-30,0.28727
2020-05-01,0.34923
2020-05-02,0.09575
2020-05-03,0.09575
2020-05-04,1.84757
2020-05-05,0.3098
2020-05-06,2.20244
2020-05-07,2.51225
2020-05-08,2.6249
2020-05-09,0.21404
2020-05-10,0.21968
2020-05-11,2.43339
2020-05-12,1.90953
2020-05-13,1.96586
2020-05-14,1.77998
2020-05-15,1.98839
2020-05-16,0.16335
2020-05-17,0.09575
2020-05-18,1.84757
2020-05-19,2.37143
2020-05-20,2.19681
2020-05-21,3.22199
2020-05-22,5.03013
2020-05-23,0.38866
2020-05-24,0.2929
2020-05-25,2.81079
2020-05-26,2.46155
2020-05-27,3.00794
2020-05-28,2.76009
2020-05-29,2.32636
2020-05-30,0.19151
2020-05-31,0.15771
2020-06-01,2.41649
2020-06-02,2.72066
2020-06-03,2.75446
2020-06-04,2.55168
2020-06-05,2.2475
2020-06-06,0.33797
2020-06-07,0.10702
2020-06-08,2.20807
2020-06-09,2.30383
2020-06-10,4.12324
2020-06-11,3.30648
2020-06-12,6.59606
2020-06-13,0.49569
2020-06-14,0.39429
2020-06-15,5.76803
2020-06-16,5.23855
2020-06-17,4.60203
2020-06-18,3.45293
2020-06-19,3.053
2020-06-20,0.22531
2020-06-21,0.21968
2020-06-22,2.78262
2020-06-23,3.13186
2020-06-24,3.27831
2020-06-25,2.94598
2020-06-26,3.10933
2020-06-27,0.22531
2020-06-28,0.24221
2020-06-29,2.46718
2020-06-30,2.72629
2020-07-01,2.54041
2020-07-02,2.2982
2020-07-03,2.14048
2020-07-04,0.46752
2020-07-05,0.38866
2020-07-06,2.57421
2020-07-07,2.07852
2020-07-08,2.17991
2020-07-09,4.78229
2020-07-10,9.72793
2020-07-11,0.64214
2020-07-12,0.69847
2020-07-13,3.99932
2020-07-14,3.12623
2020-07-15,3.08116
2020-07-16,2.51225
2020-07-17,2.34889
2020-07-18,0.31543
2020-07-19,0.24784
2020-07-20,2.42212
2020-07-21,3.12059
2020-07-22,3.79654
2020-07-23,2.61927
2020-07-24,2.30946
2020-07-25,0.23657
2020-07-26,0.23657
2020-07-27,2.40522
2020-07-28,2.39396
2020-07-29,2.44465
2020-07-30,3.29521
2020-07-31,2.50098
2020-08-01,0.29854
2020-08-02,0.26474
2020-08-03,2.49535
2020-08-04,2.42212
2020-08-05,2.51225
2020-08-06,2.81079
2020-08-07,3.65572
2020-08-08,0.48442
2020-08-09,0.43372
2020-08-10,2.73193
2020-08-11,3.58249
2020-08-12,2.65307
2020-08-13,2.95724
2020-08-14,2.61927
2020-08-15,0.34923
2020-08-16,0.46752
2020-08-17,0.76043
2020-08-18,2.96851
2020-08-19,3.22762
2020-08-20,2.66997
2020-08-21,2.6418
2020-08-22,0.20278
2020-08-23,0.25347
2020-08-24,2.47282
2020-08-25,2.27567
2020-08-26,2.10668
2020-08-27,1.92643
2020-08-28,1.96586
2020-08-29,0.20841
2020-08-30,0.22531
2020-08-31,2.04472
2020-09-01,2.19681
2020-09-02,2.45029
2020-09-03,3.04737
2020-09-04,2.41086
2020-09-05,0.2929
2020-09-06,0.276
2020-09-07,3.8754
2020-09-08,4.38235
2020-09-09,6.79321
2020-09-10,4.9907
2020-09-11,3.75147
2020-09-12,0.45626
2020-09-13,0.38866
2020-09-14,3.79654
2020-09-15,3.88103
2020-09-16,3.60502
2020-09-17,2.66433
2020-09-18,3.03047
2020-09-19,0.20278
2020-09-20,0.28164
2020-09-21,2.61927
2020-09-22,2.40522
2020-09-23,2.7094
2020-09-24,2.84458
2020-09-25,3.12623
2020-09-26,0.28727
2020-09-27,0.30417
2020-09-28,5.21601
2020-09-29,4.17394
2020-09-30,0.2929
2020-10-01,0.25911
2020-10-02,0.24784
2020-10-03,0.19714
2020-10-04,0.19151
2020-10-05,3.27268
2020-10-06,2.7094
2020-10-07,2.63054
2020-10-08,2.71503
2020-10-09,0.3774
2020-10-10,0.32107
2020-10-11,0.24784
2020-10-12,3.20509
2020-10-13,2.73756
2020-10-14,2.69813
2020-10-15,2.76009
2020-10-16,3.58812
2020-10-17,0.89562
2020-10-18,0.78296
2020-10-19,8.4887
2020-10-20,7.72263
2020-10-21,5.05266
2020-10-22,3.53179
2020-10-23,3.13186
2020-10-24,0.37176
2020-10-25,0.35486
2020-10-26,2.63054
2020-10-27,2.85022
2020-10-28,2.63054
2020-10-29,2.75446
2020-10-30,3.25015
2020-10-31,0.19714
2020-11-01,0.17461
2020-11-02,3.04737
2020-11-03,3.13186
2020-11-04,2.64743
2020-11-05,4.664
2020-11-06,3.4304
2020-11-07,0.3605
2020-11-08,0.3436
2020-11-09,3.53179
2020-11-10,3.50363
2020-11-11,3.05863
2020-11-12,3.26142
2020-11-13,3.09243
2020-11-14,0.50132
2020-11-15,0.42246
2020-11-16,3.23888
2020-11-17,2.49535
2020-11-18,2.32073
2020-11-19,2.45592
2020-11-20,2.49535
2020-11-21,0.27037
2020-11-22,0.24784
2020-11-23,2.47845
2020-11-24,2.608
2020-11-25,3.03047
2020-11-26,2.58547
2020-11-27,2.3151
2020-11-28,0.24221
2020-11-29,0.19714
2020-11-30,2.72066
2020-12-01,2.63054
2020-12-02,2.39959
2020-12-03,2.32073
2020-12-04,2.3151
2020-12-05,0.276
2020-12-06,0.14645
2020-12-07,2.18554
2020-12-08,2.34889
2020-12-09,2.04472
2020-12-10,1.93206
2020-12-11,2.12921
2020-12-12,0.12955
2020-12-13,0.24784
2020-12-14,1.91516
2020-12-15,1.65042
2020-12-16,1.9039
2020-12-17,1.89263
2020-12-18,1.97149
2020-12-19,0.14645
2020-12-20,0.12392
2020-12-21,1.67858
2020-12-22,1.79687
2020-12-23,1.9039
2020-12-24,1.64479
2020-12-25,0.17461
2020-12-26,0.12955
2020-12-27,0.21404
2020-12-28,1.75181
2020-12-29,1.53776
2020-12-30,1.89263
2020-12-31,0.56891
2021-01-01,0.20841
2021-01-02,0.14082
2021-01-03,0.20841
2021-01-04,2.30383
2021-01-05,2.65307
2021-01-06,2.55731
2021-01-07,3.16566
2021-01-08,2.87838
2021-01-09,0.38303
2021-01-10,0.24221
2021-01-11,2.53478
2021-01-12,2.52351
2021-01-13,2.68686
2021-01-14,2.47282
2021-01-15,2.05035
2021-01-16,0.25347
2021-01-17,0.28727
2021-01-18,1.89827
2021-01-19,2.608
2021-01-20,3.12059
2021-01-21,2.86148
2021-01-22,3.83597
2021-01-23,0.37176
2021-01-24,0.51822
2021-01-25,3.81907
2021-01-26,3.07553
2021-01-27,2.97414
2021-01-28,2.41649
2021-01-29,2.25877
2021-01-30,0.3098
2021-01-31,0.29854
2021-02-01,2.48972
2021-02-02,2.37706
2021-02-03,2.27567
2021-02-04,1.94333
2021-02-05,2.07852
2021-02-06,0.28164
2021-02-07,0.16335
2021-02-08,2.14611
2021-02-09,2.02782
2021-02-10,2.05599
2021-02-11,0.33797
2021-02-12,0.18025
2021-02-13,0.16898
2021-02-14,0.22531
2021-02-15,2.58547
2021-02-16,2.87838
2021-02-17,3.02484
2021-02-18,2.61927
2021-02-19,2.75446
2021-02-20,0.21404
2021-02-21,0.16335
2021-02-22,2.47845
2021-02-23,2.37143
2021-02-24,2.73756
2021-02-25,3.08116
2021-02-26,2.39959
2021-02-27,0.25911
2021-02-28,0.21968
2021-03-01,0.21404
2021-03-02,2.75446
2021-03-03,2.55168
2021-03-04,3.11496
2021-03-05,2.80515
2021-03-06,0.33797
2021-03-07,0.3267
2021-03-08,2.39396
2021-03-09,3.60502
2021-03-10,8.92806
2021-03-11,6.50594
2021-03-12,5.33994
2021-03-13,0.7379
2021-03-14,0.56891
2021-03-15,5.19912
2021-03-16,5.88069
2021-03-17,5.49766
2021-03-18,4.5626
2021-03-19,3.59939
2021-03-20,0.49005
2021-03-21,0.51822
2021-03-22,4.97944
2021-03-23,4.24716
2021-03-24,3.78527
2021-03-25,4.51191
2021-03-26,3.88666
2021-03-27,1.28428
2021-03-28,1.50397
2021-03-29,6.50594
2021-03-30,7.3396
2021-03-31,5.49766
2021-04-01,4.54571
2021-04-02,4.60203
2021-04-03,1.15473
2021-04-04,1.166
2021-04-05,13.70472
2021-04-06,10.75311
2021-04-07,11.82898
2021-04-08,8.61262
2021-04-09,8.59009
2021-04-10,1.34625
2021-04-11,1.50397
2021-04-12,7.92542
2021-04-13,6.70309
2021-04-14,6.86081
2021-04-15,8.60699
2021-04-16,8.15073
2021-04-17,1.25049
2021-04-18,1.18289
2021-04-19,7.54238
2021-04-20,6.42144
2021-04-21,5.87506
2021-04-22,5.97645
2021-04-23,5.31741
2021-04-24,0.83929
2021-04-25,0.63651
2021-04-26,5.23291
2021-04-27,4.58514
2021-04-28,5.37937
2021-04-29,4.54007
2021-04-30,4.16267
2021-05-01,0.96885
2021-05-02,0.59144
2021-05-03,5.15969
2021-05-04,4.45558
2021-05-05,0.62524
2021-05-06,4.35982
2021-05-07,4.33166
2021-05-08,0.42809
2021-05-09,0.57455
2021-05-10,4.83298
2021-05-11,4.9738
2021-05-12,4.49501
2021-05-13,4.19647
2021-05-14,3.73458
2021-05-15,0.71537
2021-05-16,0.72663
2021-05-17,4.35982
2021-05-18,3.94862
2021-05-19,0.90125
2021-05-20,6.30316
2021-05-21,7.41283
2021-05-22,2.58547
2021-05-23,2.15174
2021-05-24,8.95623
2021-05-25,6.02151
2021-05-26,6.10601
2021-05-27,7.00726
2021-05-28,5.64411
2021-05-29,0.83366
2021-05-30,1.23359
2021-05-31,9.36743
2021-06-01,6.73125
2021-06-02,9.90255
2021-06-03,8.92806
2021-06-04,21.59634
2021-06-05,5.49766
2021-06-06,5.75677
2021-06-07,54.70061
2021-06-08,51.12938
2021-06-09,37.69503
2021-06-10,26.93629
2021-06-11,22.22159
2021-06-12,2.63617
2021-06-13,2.21934
2021-06-14,17.05063
2021-06-15,13.57517
2021-06-16,29.64006
2021-06-17,19.28688
2021-06-18,24.27195
2021-06-19,4.91184
2021-06-20,4.31476
2021-06-21,28.99791
