date,원천징수
2020-03-20,13.3748
2020-03-21,6.4282
2020-03-22,6.80404
2020-03-23,15.38361
2020-03-24,14.46345
2020-03-25,16.36858
2020-03-26,14.76153
2020-03-27,14.56713
2020-03-28,7.37428
2020-03-29,7.90565
2020-03-30,22.64126
2020-03-31,22.4339
2020-04-01,21.24157
2020-04-02,17.41835
2020-04-03,16.96474
2020-04-04,8.08709
2020-04-05,7.55572
2020-04-06,18.02747
2020-04-07,17.70347
2020-04-08,17.09434
2020-04-09,19.9974
2020-04-10,17.71643
2020-04-11,7.4002
2020-04-12,6.76516
2020-04-13,17.12026
2020-04-14,15.52617
2020-04-15,8.55365
2020-04-16,16.23898
2020-04-17,16.22602
2020-04-18,8.98133
2020-04-19,7.0762
2020-04-20,17.65163
2020-04-21,17.57387
2020-04-22,16.89994
2020-04-23,17.32763
2020-04-24,15.8113
2020-04-25,6.93364
2020-04-26,7.28356
2020-04-27,19.803
2020-04-28,21.82477
2020-04-29,21.69517
2020-04-30,11.02903
2020-05-01,17.97563
2020-05-02,10.4847
2020-05-03,11.24935
2020-05-04,27.98081
2020-05-05,14.23017
2020-05-06,29.3157
2020-05-07,27.46241
2020-05-08,26.25712
2020-05-09,11.40487
2020-05-10,10.93831
2020-05-11,32.06324
2020-05-12,30.59875
2020-05-13,27.02177
2020-05-14,25.73872
2020-05-15,23.03006
2020-05-16,10.01814
2020-05-17,9.66822
2020-05-18,24.32607
2020-05-19,24.66303
2020-05-20,24.72783
2020-05-21,23.95023
2020-05-22,19.24572
2020-05-23,8.54069
2020-05-24,11.52151
2020-05-25,28.1493
2020-05-26,27.41057
2020-05-27,24.66303
2020-05-28,23.0171
2020-05-29,20.127
2020-05-30,9.20165
2020-05-31,10.58838
2020-06-01,22.21358
2020-06-02,19.59564
2020-06-03,17.39243
2020-06-04,17.62571
2020-06-05,16.04458
2020-06-06,8.06117
2020-06-07,7.76308
2020-06-08,18.23483
2020-06-09,15.75946
2020-06-10,19.64748
2020-06-11,16.88698
2020-06-12,12.23431
2020-06-13,6.71332
2020-06-14,6.7522
2020-06-15,16.8481
2020-06-16,14.46345
2020-06-17,13.78952
2020-06-18,12.5972
2020-06-19,12.45463
2020-06-20,6.6874
2020-06-21,6.14307
2020-06-22,16.22602
2020-06-23,15.33177
2020-06-24,15.09849
2020-06-25,16.60186
2020-06-26,13.45256
2020-06-27,6.07827
2020-06-28,8.92949
2020-06-29,15.38361
2020-06-30,19.01244
2020-07-01,18.11819
2020-07-02,18.15707
2020-07-03,15.07257
2020-07-04,7.89269
2020-07-05,7.91861
2020-07-06,17.44427
2020-07-07,18.05339
2020-07-08,17.65163
2020-07-09,18.07931
2020-07-10,15.91498
2020-07-11,6.99844
2020-07-12,5.76723
2020-07-13,14.16537
2020-07-14,15.07257
2020-07-15,15.6817
2020-07-16,14.56713
2020-07-17,11.54743
2020-07-18,5.63763
2020-07-19,6.05235
2020-07-20,13.73768
2020-07-21,13.78952
2020-07-22,16.99066
2020-07-23,14.72265
2020-07-24,14.16537
2020-07-25,6.05235
2020-07-26,6.06531
2020-07-27,13.73768
2020-07-28,13.03784
2020-07-29,13.86728
2020-07-30,12.49351
2020-07-31,14.50233
2020-08-01,6.44116
2020-08-02,5.54691
2020-08-03,13.23224
2020-08-04,13.81544
2020-08-05,14.54121
2020-08-06,14.15241
2020-08-07,12.20839
2020-08-08,6.28564
2020-08-09,5.67651
2020-08-10,16.51114
2020-08-11,14.48937
2020-08-12,13.03784
2020-08-13,12.54536
2020-08-14,10.30326
2020-08-15,5.41731
2020-08-16,4.89891
2020-08-17,6.70036
2020-08-18,12.40279
2020-08-19,15.39657
2020-08-20,14.51529
2020-08-21,10.91238
2020-08-22,5.40435
2020-08-23,5.80611
2020-08-24,14.73561
2020-08-25,14.54121
2020-08-26,12.8564
2020-08-27,13.5692
2020-08-28,12.71384
2020-08-29,6.20787
2020-08-30,5.90979
2020-08-31,16.3945
2020-09-01,14.74857
2020-09-02,13.32296
2020-09-03,14.24313
2020-09-04,12.64904
2020-09-05,6.70036
2020-09-06,6.16899
2020-09-07,14.82633
2020-09-08,15.59097
2020-09-09,14.59305
2020-09-10,15.7465
2020-09-11,12.94712
2020-09-12,6.03939
2020-09-13,5.09331
2020-09-14,14.42457
2020-09-15,14.33385
2020-09-16,14.03576
2020-09-17,13.01192
2020-09-18,11.87143
2020-09-19,6.19491
2020-09-20,5.65059
2020-09-21,14.0228
2020-09-22,12.49351
2020-09-23,13.51736
2020-09-24,13.28408
2020-09-25,12.5324
2020-09-26,8.89061
2020-09-27,10.56246
2020-09-28,18.07931
2020-09-29,16.22602
2020-09-30,7.86677
2020-10-01,6.11715
2020-10-02,4.60082
2020-10-03,6.16899
2020-10-04,7.4002
2020-10-05,20.02332
2020-10-06,15.79834
2020-10-07,15.97978
2020-10-08,16.47226
2020-10-09,8.02229
2020-10-10,7.95749
2020-10-11,7.36132
2020-10-12,21.50077
2020-10-13,16.8481
2020-10-14,17.53499
2020-10-15,16.01866
2020-10-16,13.8284
2020-10-17,7.50388
2020-10-18,6.67444
2020-10-19,16.53706
2020-10-20,16.60186
2020-10-21,16.99066
2020-10-22,15.6817
2020-10-23,13.15448
2020-10-24,6.01347
2020-10-25,5.96163
2020-10-26,15.00777
2020-10-27,13.55624
2020-10-28,14.76153
2020-10-29,14.25609
2020-10-30,14.21721
