date,모델하우스
2021-10-22,32.69447
2021-10-23,34.83652
2021-10-24,31.22886
2021-10-25,33.82187
2021-10-26,32.01803
2021-10-27,30.7779
2021-10-28,32.58173
2021-10-29,31.56708
2021-10-30,33.25817
2021-10-31,29.31228
2021-11-01,36.86583
2021-11-02,33.03269
2021-11-03,34.61104
2021-11-04,38.78241
2021-11-05,34.83652
2021-11-06,31.90529
2021-11-07,30.2142
2021-11-08,32.69447
2021-11-09,32.80721
2021-11-10,32.24351
2021-11-11,38.66967
2021-11-12,33.14543
2021-11-13,33.82187
2021-11-14,30.32694
2021-11-15,33.48365
2021-11-16,34.04735
2021-11-17,30.55242
2021-11-18,32.01803
2021-11-19,34.61104
2021-11-20,30.66516
2021-11-21,34.16009
2021-11-22,32.01803
2021-11-23,34.72378
2021-11-24,35.17474
2021-11-25,34.4983
2021-11-26,34.61104
2021-11-27,33.82187
2021-11-28,36.41488
2021-11-29,33.93461
2021-11-30,35.40022
2021-12-01,33.48365
2021-12-02,31.56708
2021-12-03,30.43968
2021-12-04,35.17474
2021-12-05,38.21871
2021-12-06,37.76775
2021-12-07,33.03269
2021-12-08,30.43968
2021-12-09,31.90529
2021-12-10,31.90529
2021-12-11,33.82187
2021-12-12,36.1894
2021-12-13,36.86583
2021-12-14,31.56708
2021-12-15,28.74859
2021-12-16,35.17474
2021-12-17,30.43968
2021-12-18,29.53776
2021-12-19,33.93461
2021-12-20,32.58173
2021-12-21,27.05749
2021-12-22,28.97406
2021-12-23,32.58173
2021-12-24,27.39571
2021-12-25,24.239
2021-12-26,29.31228
2021-12-27,27.73393
2021-12-28,29.0868
2021-12-29,30.32694
2021-12-30,30.2142
2021-12-31,24.91544
2022-01-01,27.73393
2022-01-02,29.31228
2022-01-03,35.85118
2022-01-04,32.35625
2022-01-05,33.03269
2022-01-06,33.70913
2022-01-07,33.03269
2022-01-08,39.57158
2022-01-09,37.20405
2022-01-10,50.39458
2022-01-11,45.99774
2022-01-12,35.28748
2022-01-13,38.21871
2022-01-14,39.79706
2022-01-15,35.40022
2022-01-16,38.33145
2022-01-17,36.07666
2022-01-18,42.16459
2022-01-19,44.53213
2022-01-20,35.28748
2022-01-21,34.83652
2022-01-22,34.94926
2022-01-23,31.11612
2022-01-24,32.35625
2022-01-25,32.69447
2022-01-26,26.49379
2022-01-27,25.59188
2022-01-28,26.04284
2022-01-29,23.11161
2022-01-30,20.96956
2022-01-31,17.13641
2022-02-01,18.37655
2022-02-02,25.70462
2022-02-03,30.7779
2022-02-04,31.22886
2022-02-05,33.37091
2022-02-06,35.062
2022-02-07,35.73844
2022-02-08,34.4983
2022-02-09,30.43968
2022-02-10,25.47914
2022-02-11,27.17023
2022-02-12,38.33145
2022-02-13,36.41488
2022-02-14,30.66516
2022-02-15,30.7779
2022-02-16,30.43968
2022-02-17,37.20405
2022-02-18,31.90529
2022-02-19,39.34611
2022-02-20,36.41488
2022-02-21,31.00338
2022-02-22,32.24351
2022-02-23,30.32694
2022-02-24,28.41037
2022-02-25,32.13077
2022-02-26,39.12063
2022-02-27,32.58173
2022-02-28,32.58173
2022-03-01,35.17474
2022-03-02,26.49379
2022-03-03,24.8027
2022-03-04,32.35625
2022-03-05,28.74859
2022-03-06,32.58173
2022-03-07,30.89064
2022-03-08,23.78804
2022-03-09,24.68996
2022-03-10,25.02818
2022-03-11,29.98872
2022-03-12,33.03269
2022-03-13,31.79255
2022-03-14,26.71927
2022-03-15,27.95941
2022-03-16,30.66516
2022-03-17,27.62119
2022-03-18,29.42502
2022-03-19,31.11612
2022-03-20,32.35625
2022-03-21,37.99323
2022-03-22,29.87598
2022-03-23,33.37091
2022-03-24,28.52311
2022-03-25,32.35625
2022-03-26,33.82187
2022-03-27,34.83652
2022-03-28,31.00338
2022-03-29,30.55242
2022-03-30,29.76324
2022-03-31,29.0868
2022-04-01,29.19954
2022-04-02,33.82187
2022-04-03,29.31228
2022-04-04,32.01803
2022-04-05,32.46899
2022-04-06,29.98872
2022-04-07,35.17474
2022-04-08,28.97406
2022-04-09,32.35625
2022-04-10,32.69447
2022-04-11,29.0868
2022-04-12,27.39571
2022-04-13,34.72378
2022-04-14,43.06651
2022-04-15,42.50281
2022-04-16,34.4983
2022-04-17,39.23337
2022-04-18,33.14543
2022-04-19,29.76324
2022-04-20,30.32694
2022-04-21,33.14543
2022-04-22,32.13077
2022-04-23,37.76775
2022-04-24,35.51296
2022-04-25,28.63585
2022-04-26,33.70913
2022-04-27,33.82187
2022-04-28,28.74859
2022-04-29,29.98872
2022-04-30,29.42502
2022-05-01,28.29763
2022-05-02,33.48365
2022-05-03,36.07666
2022-05-04,31.56708
2022-05-05,26.15558
2022-05-06,26.38105
2022-05-07,30.55242
2022-05-08,31.79255
2022-05-09,31.00338
2022-05-10,30.55242
2022-05-11,29.53776
2022-05-12,25.81736
2022-05-13,33.37091
2022-05-14,32.91995
2022-05-15,33.03269
2022-05-16,37.88049
2022-05-17,33.03269
2022-05-18,27.95941
2022-05-19,32.35625
2022-05-20,32.35625
2022-05-21,29.98872
2022-05-22,29.98872
2022-05-23,31.45434
2022-05-24,34.61104
2022-05-25,25.59188
2022-05-26,28.07215
2022-05-27,29.31228
2022-05-28,35.40022
2022-05-29,29.42502
2022-05-30,26.15558
2022-05-31,29.31228
2022-06-01,31.45434
2022-06-02,26.71927
2022-06-03,32.01803
2022-06-04,27.95941
2022-06-05,31.90529
2022-06-06,35.6257
2022-06-07,26.83201
2022-06-08,28.52311
2022-06-09,26.83201
2022-06-10,32.46899
2022-06-11,31.67981
2022-06-12,32.91995
2022-06-13,35.6257
2022-06-14,35.062
2022-06-15,36.30214
2022-06-16,32.69447
2022-06-17,35.40022
2022-06-18,34.27282
2022-06-19,34.72378
2022-06-20,35.85118
2022-06-21,31.00338
2022-06-22,31.22886
2022-06-23,31.00338
2022-06-24,28.18489
2022-06-25,29.98872
2022-06-26,33.14543
2022-06-27,30.89064
2022-06-28,28.18489
2022-06-29,28.41037
2022-06-30,25.9301
2022-07-01,30.43968
2022-07-02,33.59639
2022-07-03,31.90529
2022-07-04,29.98872
2022-07-05,29.98872
2022-07-06,27.17023
2022-07-07,29.76324
2022-07-08,30.32694
2022-07-09,32.13077
2022-07-10,36.52762
2022-07-11,28.52311
2022-07-12,33.93461
2022-07-13,31.56708
2022-07-14,30.7779
2022-07-15,29.0868
2022-07-16,34.4983
2022-07-17,37.76775
2022-07-18,29.6505
2022-07-19,27.62119
2022-07-20,32.24351
2022-07-21,27.84667
2022-07-22,27.39571
2022-07-23,39.23337
2022-07-24,34.16009
2022-07-25,31.22886
2022-07-26,25.70462
2022-07-27,28.74859
2022-07-28,29.31228
2022-07-29,32.13077
2022-07-30,31.45434
2022-07-31,32.24351
2022-08-01,30.55242
2022-08-02,31.90529
2022-08-03,27.73393
2022-08-04,29.19954
2022-08-05,32.35625
2022-08-06,34.61104
2022-08-07,34.04735
2022-08-08,29.87598
2022-08-09,41.93912
2022-08-10,27.17023
2022-08-11,26.49379
2022-08-12,29.53776
2022-08-13,31.79255
2022-08-14,35.28748
2022-08-15,35.6257
2022-08-16,33.25817
2022-08-17,31.45434
2022-08-18,31.45434
2022-08-19,28.18489
2022-08-20,39.12063
2022-08-21,33.03269
2022-08-22,28.41037
2022-08-23,29.87598
2022-08-24,29.76324
2022-08-25,29.0868
2022-08-26,34.27282
2022-08-27,29.98872
2022-08-28,36.7531
2022-08-29,27.05749
2022-08-30,25.81736
2022-08-31,25.25366
2022-09-01,28.07215
2022-09-02,28.74859
2022-09-03,28.74859
2022-09-04,27.17023
2022-09-05,24.12626
2022-09-06,24.35174
2022-09-07,21.75873
2022-09-08,17.13641
2022-09-09,15.55806
2022-09-10,12.85231
2022-09-11,19.3912
2022-09-12,23.67531
2022-09-13,26.38105
2022-09-14,23.33709
2022-09-15,27.28297
2022-09-16,30.7779
2022-09-17,32.91995
2022-09-18,32.91995
2022-09-19,34.83652
2022-09-20,26.04284
2022-09-21,25.81736
2022-09-22,27.17023
2022-09-23,25.14092
2022-09-24,24.57722
2022-09-25,33.37091
2022-09-26,28.07215
2022-09-27,28.74859
2022-09-28,27.05749
2022-09-29,23.56257
2022-09-30,31.3416
2022-10-01,28.63585
2022-10-02,30.43968
2022-10-03,33.59639
2022-10-04,27.84667
2022-10-05,27.05749
2022-10-06,25.9301
2022-10-07,30.32694
2022-10-08,27.39571
2022-10-09,26.83201
2022-10-10,29.76324
2022-10-11,26.26832
2022-10-12,25.02818
2022-10-13,28.41037
2022-10-14,31.22886
2022-10-15,30.66516
2022-10-16,30.43968
2022-10-17,28.41037
2022-10-18,25.3664
2022-10-19,31.45434
2022-10-20,28.18489
2022-10-21,26.83201
2022-10-22,26.83201
2022-10-23,25.14092
2022-10-24,27.17023
2022-10-25,26.04284
2022-10-26,25.47914
2022-10-27,29.0868
2022-10-28,27.50845
2022-10-29,25.3664
2022-10-30,23.90078
2022-10-31,24.12626
2022-11-01,25.9301
2022-11-02,27.39571
2022-11-03,25.25366
2022-11-04,28.41037
2022-11-05,31.45434
2022-11-06,30.7779
2022-11-07,24.239
2022-11-08,29.6505
2022-11-09,24.01352
2022-11-10,25.9301
2022-11-11,25.3664
2022-11-12,27.62119
2022-11-13,30.32694
2022-11-14,27.95941
2022-11-15,26.94475
2022-11-16,26.49379
2022-11-17,30.7779
2022-11-18,34.94926
2022-11-19,27.73393
2022-11-20,29.76324
2022-11-21,27.84667
2022-11-22,27.50845
2022-11-23,25.59188
2022-11-24,25.70462
2022-11-25,26.94475
2022-11-26,29.6505
2022-11-27,30.2142
2022-11-28,24.8027
2022-11-29,29.53776
2022-11-30,23.11161
2022-12-01,29.0868
2022-12-02,26.83201
2022-12-03,26.38105
2022-12-04,37.09131
2022-12-05,27.73393
2022-12-06,21.87147
2022-12-07,24.57722
2022-12-08,27.17023
2022-12-09,30.66516
2022-12-10,30.2142
2022-12-11,29.31228
2022-12-12,23.67531
2022-12-13,24.68996
2022-12-14,24.239
2022-12-15,24.239
2022-12-16,23.90078
2022-12-17,25.81736
2022-12-18,27.50845
2022-12-19,21.98421
2022-12-20,22.43517
2022-12-21,20.29312
2022-12-22,16.57271
2022-12-23,20.06764
2022-12-24,21.30777
2022-12-25,21.98421
2022-12-26,22.09695
2022-12-27,20.06764
2022-12-28,23.67531
2022-12-29,22.09695
2022-12-30,19.9549
2022-12-31,19.72942
2023-01-01,19.3912
2023-01-02,22.32243
2023-01-03,22.09695
2023-01-04,22.77339
2023-01-05,31.00338
2023-01-06,25.59188
2023-01-07,28.41037
2023-01-08,29.19954
2023-01-09,21.75873
2023-01-10,24.57722
2023-01-11,23.11161
2023-01-12,22.54791
2023-01-13,25.25366
2023-01-14,24.8027
2023-01-15,22.77339
2023-01-16,22.43517
2023-01-17,21.87147
2023-01-18,22.88613
2023-01-19,16.45997
2023-01-20,16.68545
2023-01-21,13.75422
2023-01-22,9.1319
2023-01-23,18.60202
2023-01-24,19.50394
2023-01-25,22.99887
2023-01-26,24.01352
2023-01-27,19.9549
2023-01-28,26.60653
2023-01-29,29.31228
2023-01-30,25.59188
2023-01-31,19.27846
2023-02-01,22.20969
2023-02-02,21.98421
2023-02-03,29.6505
2023-02-04,32.01803
2023-02-05,33.48365
2023-02-06,27.62119
2023-02-07,29.42502
2023-02-08,24.01352
2023-02-09,25.14092
2023-02-10,24.46448
2023-02-11,34.16009
2023-02-12,33.59639
2023-02-13,25.81736
2023-02-14,30.55242
2023-02-15,25.70462
2023-02-16,23.56257
2023-02-17,21.08229
2023-02-18,32.24351
2023-02-19,32.46899
2023-02-20,25.14092
2023-02-21,25.25366
2023-02-22,32.01803
2023-02-23,26.38105
2023-02-24,25.81736
2023-02-25,36.1894
2023-02-26,31.67981
2023-02-27,23.90078
2023-02-28,27.28297
2023-03-01,32.80721
2023-03-02,24.239
2023-03-03,27.28297
2023-03-04,35.062
2023-03-05,38.89515
2023-03-06,28.18489
2023-03-07,24.46448
2023-03-08,25.02818
2023-03-09,24.8027
2023-03-10,25.59188
2023-03-11,37.42953
2023-03-12,34.4983
2023-03-13,25.3664
2023-03-14,28.29763
2023-03-15,24.239
2023-03-16,29.42502
2023-03-17,29.19954
2023-03-18,32.80721
2023-03-19,35.96392
2023-03-20,28.86133
2023-03-21,26.83201
2023-03-22,23.90078
2023-03-23,24.01352
2023-03-24,26.83201
2023-03-25,30.89064
2023-03-26,29.76324
2023-03-27,25.70462
2023-03-28,25.9301
2023-03-29,23.67531
2023-03-30,28.97406
2023-03-31,23.78804
2023-04-01,29.6505
2023-04-02,28.52311
2023-04-03,23.44983
2023-04-04,26.94475
2023-04-05,22.88613
2023-04-06,23.44983
2023-04-07,28.18489
2023-04-08,36.7531
2023-04-09,31.00338
2023-04-10,23.33709
2023-04-11,26.83201
2023-04-12,26.38105
2023-04-13,26.04284
2023-04-14,23.11161
2023-04-15,37.31679
2023-04-16,37.31679
2023-04-17,28.52311
2023-04-18,26.26832
2023-04-19,27.17023
2023-04-20,27.84667
2023-04-21,31.22886
2023-04-22,32.46899
2023-04-23,36.07666
2023-04-24,29.31228
2023-04-25,26.15558
2023-04-26,26.38105
2023-04-27,26.15558
2023-04-28,27.62119
2023-04-29,36.97857
2023-04-30,34.04735
2023-05-01,33.25817
2023-05-02,29.87598
2023-05-03,30.55242
2023-05-04,23.78804
2023-05-05,25.02818
2023-05-06,25.59188
2023-05-07,27.50845
2023-05-08,27.73393
2023-05-09,28.86133
2023-05-10,39.34611
2023-05-11,47.23788
2023-05-12,44.30665
2023-05-13,49.49267
2023-05-14,49.94363
2023-05-15,42.95377
2023-05-16,45.885
2023-05-17,41.0372
2023-05-18,39.23337
2023-05-19,35.96392
2023-05-20,45.09582
2023-05-21,44.64487
2023-05-22,45.65952
2023-05-23,41.0372
2023-05-24,47.57609
2023-05-25,50.62006
2023-05-26,54.67869
2023-05-27,56.59526
2023-05-28,58.62457
2023-05-29,64.26155
