date,모델하우스
2020-03-20,37.99323
2020-03-21,41.0372
2020-03-22,45.99774
2020-03-23,38.33145
2020-03-24,34.72378
2020-03-25,32.69447
2020-03-26,33.48365
2020-03-27,34.4983
2020-03-28,35.6257
2020-03-29,38.44419
2020-03-30,32.91995
2020-03-31,32.35625
2020-04-01,32.91995
2020-04-02,37.99323
2020-04-03,35.85118
2020-04-04,43.29199
2020-04-05,42.50281
2020-04-06,41.48816
2020-04-07,35.51296
2020-04-08,35.17474
2020-04-09,35.062
2020-04-10,36.86583
2020-04-11,36.52762
2020-04-12,46.11048
2020-04-13,37.65501
2020-04-14,46.56144
2020-04-15,47.57609
2020-04-16,40.4735
2020-04-17,37.42953
2020-04-18,49.94363
2020-04-19,47.23788
2020-04-20,38.10597
2020-04-21,39.68432
2020-04-22,35.85118
2020-04-23,38.78241
2020-04-24,41.14994
2020-04-25,46.56144
2020-04-26,46.33596
2020-04-27,39.79706
2020-04-28,36.7531
2020-04-29,41.71364
2020-04-30,46.67418
2020-05-01,38.55693
2020-05-02,39.23337
2020-05-03,41.82638
2020-05-04,42.95377
2020-05-05,49.94363
2020-05-06,40.69898
2020-05-07,36.30214
2020-05-08,39.23337
2020-05-09,44.19391
2020-05-10,45.77226
2020-05-11,43.96843
2020-05-12,41.48816
2020-05-13,39.34611
2020-05-14,43.63021
2020-05-15,44.19391
2020-05-16,49.71815
2020-05-17,51.97294
2020-05-18,43.51747
2020-05-19,44.08117
2020-05-20,43.96843
2020-05-21,40.36076
2020-05-22,38.78241
2020-05-23,48.13979
2020-05-24,55.5806
2020-05-25,40.69898
2020-05-26,42.95377
2020-05-27,35.85118
2020-05-28,38.66967
2020-05-29,42.39007
2020-05-30,47.46335
2020-05-31,49.94363
2020-06-01,39.68432
2020-06-02,38.78241
2020-06-03,33.82187
2020-06-04,35.85118
2020-06-05,39.9098
2020-06-06,45.09582
2020-06-07,48.70349
2020-06-08,40.36076
2020-06-09,38.89515
2020-06-10,37.31679
2020-06-11,40.02254
2020-06-12,33.48365
2020-06-13,49.04171
2020-06-14,52.19842
2020-06-15,34.83652
2020-06-16,39.45885
2020-06-17,38.33145
2020-06-18,41.71364
2020-06-19,36.86583
2020-06-20,40.69898
2020-06-21,49.60541
2020-06-22,44.41939
2020-06-23,37.88049
2020-06-24,34.94926
2020-06-25,36.41488
2020-06-26,41.14994
2020-06-27,50.39458
2020-06-28,50.62006
2020-06-29,42.61555
2020-06-30,40.81172
2020-07-01,39.57158
2020-07-02,40.81172
2020-07-03,39.23337
2020-07-04,49.26719
2020-07-05,44.87034
2020-07-06,34.38556
2020-07-07,39.00789
2020-07-08,37.88049
2020-07-09,35.85118
2020-07-10,32.69447
2020-07-11,51.74746
2020-07-12,49.49267
2020-07-13,39.79706
2020-07-14,37.88049
2020-07-15,39.34611
2020-07-16,39.9098
2020-07-17,40.02254
2020-07-18,49.49267
2020-07-19,49.37993
2020-07-20,38.55693
2020-07-21,45.09582
2020-07-22,38.10597
2020-07-23,36.7531
2020-07-24,40.92446
2020-07-25,44.7576
2020-07-26,43.17925
2020-07-27,36.52762
2020-07-28,36.97857
2020-07-29,41.37542
2020-07-30,41.0372
2020-07-31,40.36076
2020-08-01,40.58624
2020-08-02,33.03269
2020-08-03,38.10597
2020-08-04,40.81172
2020-08-05,38.44419
2020-08-06,34.72378
2020-08-07,41.0372
2020-08-08,40.24802
2020-08-09,41.71364
2020-08-10,35.85118
2020-08-11,34.61104
2020-08-12,38.10597
2020-08-13,33.70913
2020-08-14,36.1894
2020-08-15,45.54678
2020-08-16,39.00789
2020-08-17,49.94363
2020-08-18,36.7531
2020-08-19,96.84329
2020-08-20,100.0
2020-08-21,58.06087
2020-08-22,40.69898
2020-08-23,38.44419
2020-08-24,40.36076
2020-08-25,41.14994
2020-08-26,35.96392
2020-08-27,41.14994
2020-08-28,39.00789
2020-08-29,48.36527
2020-08-30,45.54678
2020-08-31,40.81172
2020-09-01,47.91431
2020-09-02,37.09131
2020-09-03,39.34611
2020-09-04,38.33145
2020-09-05,31.00338
2020-09-06,38.89515
2020-09-07,38.66967
2020-09-08,41.48816
2020-09-09,39.45885
2020-09-10,34.83652
2020-09-11,38.78241
2020-09-12,40.92446
2020-09-13,39.45885
2020-09-14,40.13528
2020-09-15,38.78241
2020-09-16,34.16009
2020-09-17,31.22886
2020-09-18,33.25817
2020-09-19,34.94926
2020-09-20,36.41488
2020-09-21,33.48365
2020-09-22,30.55242
2020-09-23,30.7779
2020-09-24,27.84667
2020-09-25,30.2142
2020-09-26,29.53776
2020-09-27,30.10146
2020-09-28,26.94475
2020-09-29,24.01352
2020-09-30,20.74408
2020-10-01,15.33258
2020-10-02,22.54791
2020-10-03,29.53776
2020-10-04,32.46899
2020-10-05,32.01803
2020-10-06,35.062
2020-10-07,34.38556
2020-10-08,36.07666
2020-10-09,36.1894
2020-10-10,33.25817
2020-10-11,41.26268
2020-10-12,36.30214
2020-10-13,40.92446
2020-10-14,35.96392
2020-10-15,43.85569
2020-10-16,35.062
2020-10-17,38.89515
2020-10-18,40.81172
2020-10-19,42.05186
2020-10-20,32.24351
2020-10-21,38.33145
2020-10-22,33.82187
2020-10-23,30.32694
2020-10-24,37.42953
2020-10-25,36.07666
2020-10-26,30.43968
2020-10-27,35.28748
2020-10-28,35.17474
2020-10-29,34.83652
2020-10-30,30.55242
2020-10-31,34.38556
2020-11-01,32.58173
2020-11-02,33.93461
2020-11-03,29.53776
2020-11-04,27.95941
2020-11-05,32.69447
2020-11-06,30.32694
2020-11-07,35.51296
2020-11-08,35.85118
2020-11-09,32.35625
2020-11-10,33.59639
2020-11-11,38.33145
2020-11-12,35.73844
2020-11-13,33.93461
2020-11-14,35.51296
2020-11-15,35.40022
2020-11-16,34.38556
2020-11-17,40.02254
2020-11-18,32.91995
2020-11-19,34.4983
2020-11-20,39.00789
2020-11-21,39.68432
2020-11-22,37.31679
2020-11-23,34.16009
2020-11-24,34.04735
2020-11-25,33.59639
2020-11-26,32.01803
2020-11-27,31.3416
2020-11-28,37.09131
2020-11-29,33.82187
2020-11-30,33.25817
2020-12-01,34.4983
2020-12-02,32.35625
2020-12-03,33.48365
2020-12-04,35.40022
2020-12-05,38.55693
2020-12-06,39.68432
2020-12-07,41.26268
2020-12-08,37.09131
2020-12-09,32.01803
2020-12-10,34.04735
2020-12-11,39.57158
2020-12-12,38.89515
2020-12-13,36.41488
2020-12-14,42.05186
2020-12-15,36.30214
2020-12-16,38.55693
2020-12-17,37.54227
2020-12-18,37.31679
2020-12-19,33.59639
2020-12-20,34.72378
2020-12-21,37.42953
2020-12-22,33.70913
2020-12-23,33.59639
2020-12-24,27.28297
2020-12-25,25.81736
2020-12-26,25.47914
2020-12-27,31.90529
2020-12-28,36.64036
2020-12-29,28.86133
2020-12-30,29.53776
2020-12-31,24.68996
2021-01-01,23.90078
2021-01-02,36.1894
2021-01-03,32.13077
2021-01-04,33.03269
2021-01-05,39.23337
2021-01-06,36.30214
2021-01-07,25.25366
2021-01-08,34.72378
2021-01-09,34.83652
2021-01-10,39.00789
2021-01-11,35.062
2021-01-12,33.14543
2021-01-13,31.79255
2021-01-14,34.61104
2021-01-15,32.35625
2021-01-16,35.17474
2021-01-17,37.54227
2021-01-18,33.93461
2021-01-19,34.61104
2021-01-20,35.28748
2021-01-21,36.07666
2021-01-22,34.4983
2021-01-23,41.0372
2021-01-24,40.4735
2021-01-25,33.93461
2021-01-26,34.4983
2021-01-27,35.28748
2021-01-28,33.70913
2021-01-29,34.38556
2021-01-30,35.6257
2021-01-31,37.20405
2021-02-01,35.062
2021-02-02,29.76324
2021-02-03,33.70913
2021-02-04,29.76324
2021-02-05,28.63585
2021-02-06,30.7779
2021-02-07,32.58173
2021-02-08,31.22886
2021-02-09,29.19954
2021-02-10,24.12626
2021-02-11,21.19503
2021-02-12,17.70011
2021-02-13,28.74859
2021-02-14,29.6505
2021-02-15,41.26268
2021-02-16,35.6257
2021-02-17,35.40022
2021-02-18,36.64036
2021-02-19,37.09131
2021-02-20,38.33145
2021-02-21,35.85118
2021-02-22,33.59639
2021-02-23,36.97857
2021-02-24,31.3416
2021-02-25,32.91995
2021-02-26,30.7779
2021-02-27,34.83652
2021-02-28,34.27282
2021-03-01,27.62119
2021-03-02,33.25817
2021-03-03,32.01803
2021-03-04,33.03269
2021-03-05,34.72378
2021-03-06,37.31679
2021-03-07,38.55693
2021-03-08,31.79255
2021-03-09,40.02254
2021-03-10,32.80721
2021-03-11,36.1894
2021-03-12,32.13077
2021-03-13,33.93461
2021-03-14,41.6009
2021-03-15,34.94926
2021-03-16,37.09131
2021-03-17,34.72378
2021-03-18,35.73844
2021-03-19,35.51296
2021-03-20,35.51296
2021-03-21,40.13528
2021-03-22,34.04735
2021-03-23,36.7531
2021-03-24,37.65501
2021-03-25,38.66967
2021-03-26,36.7531
2021-03-27,36.86583
2021-03-28,36.97857
2021-03-29,39.23337
2021-03-30,36.86583
2021-03-31,31.79255
2021-04-01,30.43968
2021-04-02,33.59639
2021-04-03,34.61104
2021-04-04,35.28748
2021-04-05,35.17474
2021-04-06,33.25817
2021-04-07,32.80721
2021-04-08,33.70913
2021-04-09,34.16009
2021-04-10,31.22886
2021-04-11,35.28748
2021-04-12,36.41488
2021-04-13,33.03269
2021-04-14,33.03269
2021-04-15,31.90529
2021-04-16,32.80721
2021-04-17,31.45434
2021-04-18,35.51296
2021-04-19,53.32581
2021-04-20,47.35062
2021-04-21,42.50281
2021-04-22,39.34611
2021-04-23,41.26268
2021-04-24,53.10033
2021-04-25,46.78692
2021-04-26,42.61555
2021-04-27,39.23337
2021-04-28,37.54227
2021-04-29,37.99323
2021-04-30,40.4735
2021-05-01,48.13979
2021-05-02,41.93912
2021-05-03,40.69898
2021-05-04,36.7531
2021-05-05,34.27282
2021-05-06,34.61104
2021-05-07,33.48365
2021-05-08,35.28748
2021-05-09,39.68432
2021-05-10,31.90529
2021-05-11,37.31679
2021-05-12,33.93461
2021-05-13,31.67981
2021-05-14,32.58173
2021-05-15,33.93461
2021-05-16,43.17925
2021-05-17,35.96392
2021-05-18,34.16009
2021-05-19,41.26268
2021-05-20,35.17474
2021-05-21,35.51296
2021-05-22,33.93461
2021-05-23,37.76775
2021-05-24,36.1894
2021-05-25,33.70913
2021-05-26,33.37091
2021-05-27,33.14543
2021-05-28,34.38556
2021-05-29,41.71364
2021-05-30,39.68432
2021-05-31,35.96392
2021-06-01,31.90529
2021-06-02,39.23337
2021-06-03,39.57158
2021-06-04,39.23337
2021-06-05,34.83652
2021-06-06,40.02254
2021-06-07,36.86583
2021-06-08,35.6257
2021-06-09,33.70913
2021-06-10,43.40473
2021-06-11,36.52762
2021-06-12,40.36076
2021-06-13,34.94926
2021-06-14,31.3416
2021-06-15,31.90529
2021-06-16,36.64036
2021-06-17,33.70913
2021-06-18,33.70913
2021-06-19,31.11612
2021-06-20,30.55242
2021-06-21,34.4983
2021-06-22,37.76775
2021-06-23,28.29763
2021-06-24,32.01803
2021-06-25,34.61104
2021-06-26,38.44419
2021-06-27,33.70913
2021-06-28,33.82187
2021-06-29,31.67981
2021-06-30,28.63585
2021-07-01,36.64036
2021-07-02,34.16009
2021-07-03,34.72378
2021-07-04,32.35625
2021-07-05,33.25817
2021-07-06,33.70913
2021-07-07,29.42502
2021-07-08,29.31228
2021-07-09,36.64036
2021-07-10,34.4983
2021-07-11,38.21871
2021-07-12,33.03269
2021-07-13,37.76775
2021-07-14,35.17474
2021-07-15,35.062
2021-07-16,32.01803
2021-07-17,32.91995
2021-07-18,36.64036
2021-07-19,32.01803
2021-07-20,31.00338
2021-07-21,37.65501
2021-07-22,35.51296
2021-07-23,31.90529
2021-07-24,34.38556
2021-07-25,37.88049
2021-07-26,29.87598
2021-07-27,33.03269
2021-07-28,30.66516
2021-07-29,37.09131
2021-07-30,37.09131
2021-07-31,35.73844
2021-08-01,39.12063
2021-08-02,35.73844
2021-08-03,37.54227
2021-08-04,33.59639
2021-08-05,35.28748
2021-08-06,29.42502
2021-08-07,34.94926
2021-08-08,39.9098
2021-08-09,31.67981
2021-08-10,33.70913
2021-08-11,32.01803
2021-08-12,33.82187
2021-08-13,33.25817
2021-08-14,34.72378
2021-08-15,37.42953
2021-08-16,43.06651
2021-08-17,31.67981
2021-08-18,35.40022
2021-08-19,35.062
2021-08-20,36.1894
2021-08-21,37.65501
2021-08-22,38.55693
2021-08-23,34.72378
2021-08-24,39.9098
2021-08-25,35.062
2021-08-26,40.24802
2021-08-27,38.44419
2021-08-28,37.88049
2021-08-29,39.57158
2021-08-30,39.23337
2021-08-31,34.94926
2021-09-01,37.31679
2021-09-02,40.58624
2021-09-03,35.17474
2021-09-04,36.52762
2021-09-05,35.73844
2021-09-06,39.9098
2021-09-07,37.42953
2021-09-08,33.70913
2021-09-09,36.52762
2021-09-10,33.14543
2021-09-11,39.34611
2021-09-12,40.92446
2021-09-13,34.04735
2021-09-14,33.37091
2021-09-15,30.43968
2021-09-16,27.95941
2021-09-17,25.14092
2021-09-18,29.87598
2021-09-19,19.61668
2021-09-20,17.70011
2021-09-21,18.94024
2021-09-22,27.50845
2021-09-23,30.55242
2021-09-24,32.80721
2021-09-25,37.09131
2021-09-26,34.04735
2021-09-27,34.83652
2021-09-28,34.38556
2021-09-29,33.82187
2021-09-30,37.20405
2021-10-01,29.42502
2021-10-02,34.72378
2021-10-03,36.07666
2021-10-04,39.34611
2021-10-05,36.86583
2021-10-06,38.66967
2021-10-07,36.97857
2021-10-08,37.42953
2021-10-09,38.21871
2021-10-10,38.89515
2021-10-11,36.07666
2021-10-12,32.01803
2021-10-13,33.03269
2021-10-14,33.59639
2021-10-15,34.4983
2021-10-16,32.24351
2021-10-17,32.69447
2021-10-18,31.45434
2021-10-19,31.56708
2021-10-20,27.62119
2021-10-21,31.56708
