date,말레이시아환율
2020-12-25,13.42925
2020-12-26,12.59915
2020-12-27,14.18557
2020-12-28,24.18372
2020-12-29,25.32743
2020-12-30,24.53421
2020-12-31,18.52056
2021-01-01,10.8467
2021-01-02,11.91662
2021-01-03,14.33314
2021-01-04,23.79634
2021-01-05,21.41671
2021-01-06,20.38369
2021-01-07,21.89632
2021-01-08,20.07009
2021-01-09,12.19332
2021-01-10,12.17487
2021-01-11,21.74875
2021-01-12,21.34292
2021-01-13,20.77107
2021-01-14,19.84873
2021-01-15,19.62737
2021-01-16,11.9904
2021-01-17,10.75447
2021-01-18,21.74875
2021-01-19,21.65652
2021-01-20,21.36137
2021-01-21,21.41671
2021-01-22,21.26913
2021-01-23,12.28555
2021-01-24,10.49621
2021-01-25,20.42058
2021-01-26,18.96329
2021-01-27,20.66039
2021-01-28,24.14683
2021-01-29,24.12838
2021-01-30,13.00498
2021-01-31,11.93506
2021-02-01,24.73713
2021-02-02,24.8847
2021-02-03,23.1876
2021-02-04,20.69728
2021-02-05,22.20992
2021-02-06,13.00498
2021-02-07,12.70983
2021-02-08,22.0439
2021-02-09,21.95166
2021-02-10,19.29533
2021-02-11,13.83508
2021-02-12,11.25253
2021-02-13,10.12728
2021-02-14,10.23796
2021-02-15,21.69341
2021-02-16,21.32447
2021-02-17,21.37981
2021-02-18,18.81571
2021-02-19,18.00405
2021-02-20,10.60689
2021-02-21,10.38553
2021-02-22,18.46522
2021-02-23,18.90795
2021-02-24,19.09241
2021-02-25,19.33222
2021-02-26,20.84486
2021-02-27,11.25253
2021-02-28,10.62534
2021-03-01,15.1817
2021-03-02,20.6235
2021-03-03,22.19147
2021-03-04,19.11086
2021-03-05,19.99631
2021-03-06,10.93894
2021-03-07,10.42243
2021-03-08,20.51282
2021-03-09,19.42446
2021-03-10,19.55358
2021-03-11,18.26231
2021-03-12,18.48367
2021-03-13,11.21564
2021-03-14,9.92436
2021-03-15,19.99631
2021-03-16,19.51669
2021-03-17,18.2992
2021-03-18,19.62737
2021-03-19,20.0332
2021-03-20,11.437
2021-03-21,10.12728
2021-03-22,18.98173
2021-03-23,18.44678
2021-03-24,20.08854
2021-03-25,18.26231
2021-03-26,19.33222
2021-03-27,11.63991
2021-03-28,12.13798
2021-03-29,20.56816
2021-03-30,20.56816
2021-03-31,19.29533
2021-04-01,19.00018
2021-04-02,18.09629
2021-04-03,10.93894
2021-04-04,10.97583
2021-04-05,18.59435
2021-04-06,18.85261
2021-04-07,21.80409
2021-04-08,20.69728
2021-04-09,17.98561
2021-04-10,10.18262
2021-04-11,9.64766
2021-04-12,18.42833
2021-04-13,18.74192
2021-04-14,18.53901
2021-04-15,16.78657
2021-04-16,16.93414
2021-04-17,9.92436
2021-04-18,8.41173
2021-04-19,16.58365
2021-04-20,17.67201
2021-04-21,17.30308
2021-04-22,15.93801
2021-04-23,14.99723
2021-04-24,9.09426
2021-04-25,8.24571
2021-04-26,16.3254
2021-04-27,16.52831
2021-04-28,16.04869
2021-04-29,16.0118
2021-04-30,16.63899
2021-05-01,9.50009
2021-05-02,7.95056
2021-05-03,16.84191
2021-05-04,17.08171
2021-05-05,13.31857
2021-05-06,15.84578
2021-05-07,15.29238
2021-05-08,8.92824
2021-05-09,8.68843
2021-05-10,15.84578
2021-05-11,15.05257
2021-05-12,15.7351
2021-05-13,15.47684
2021-05-14,14.38848
2021-05-15,9.53698
2021-05-16,8.44862
2021-05-17,17.59822
2021-05-18,15.93801
2021-05-19,13.171
2021-05-20,17.83803
2021-05-21,15.10791
2021-05-22,8.79911
2021-05-23,8.17192
2021-05-24,17.67201
2021-05-25,16.49142
2021-05-26,17.80114
2021-05-27,18.98173
2021-05-28,16.71278
2021-05-29,12.35934
2021-05-30,9.96126
2021-05-31,19.1662
2021-06-01,18.79726
2021-06-02,19.18465
2021-06-03,18.39144
2021-06-04,17.59822
2021-06-05,10.16417
2021-06-06,10.55155
2021-06-07,16.80501
2021-06-08,17.11861
2021-06-09,15.91957
2021-06-10,16.34384
2021-06-11,15.51374
2021-06-12,9.53698
2021-06-13,9.07581
2021-06-14,15.20014
2021-06-15,15.86423
2021-06-16,14.68363
2021-06-17,15.97491
2021-06-18,15.32927
2021-06-19,9.20494
2021-06-20,7.93211
2021-06-21,16.5652
2021-06-22,16.14093
2021-06-23,15.36616
2021-06-24,15.56908
2021-06-25,14.75742
2021-06-26,9.31562
2021-06-27,8.46707
2021-06-28,16.3254
2021-06-29,15.71665
2021-06-30,17.35842
2021-07-01,16.36229
2021-07-02,15.01567
2021-07-03,7.969
2021-07-04,9.09426
2021-07-05,16.0118
2021-07-06,14.07489
2021-07-07,15.90112
2021-07-08,15.62442
2021-07-09,15.53218
2021-07-10,8.43017
2021-07-11,8.22726
2021-07-12,16.19627
2021-07-13,15.40306
2021-07-14,16.71278
2021-07-15,16.52831
2021-07-16,15.88267
2021-07-17,9.1127
2021-07-18,8.39328
2021-07-19,16.97103
2021-07-20,15.84578
2021-07-21,16.14093
2021-07-22,15.64287
2021-07-23,14.81276
2021-07-24,8.74377
2021-07-25,8.46707
2021-07-26,16.34384
2021-07-27,16.62054
2021-07-28,15.29238
2021-07-29,15.64287
2021-07-30,16.36229
2021-07-31,10.07194
2021-08-01,8.5593
2021-08-02,16.47297
2021-08-03,14.57295
2021-08-04,15.82733
2021-08-05,15.77199
2021-08-06,15.01567
2021-08-07,8.59619
2021-08-08,9.37096
2021-08-09,15.97491
2021-08-10,15.40306
2021-08-11,15.93801
2021-08-12,17.06327
2021-08-13,17.54288
2021-08-14,9.92436
2021-08-15,8.96513
2021-08-16,14.16712
2021-08-17,22.007
2021-08-18,22.96624
2021-08-19,19.40601
2021-08-20,21.01088
2021-08-21,11.21564
2021-08-22,10.05349
2021-08-23,20.73418
2021-08-24,19.7565
2021-08-25,20.60505
2021-08-26,20.80796
2021-08-27,19.66426
2021-08-28,10.60689
2021-08-29,9.31562
2021-08-30,19.83028
2021-08-31,20.23611
2021-09-01,20.01475
2021-09-02,18.53901
2021-09-03,17.7458
2021-09-04,8.8729
2021-09-05,9.27873
2021-09-06,17.83803
2021-09-07,18.64969
2021-09-08,17.13705
2021-09-09,17.87493
2021-09-10,17.45065
2021-09-11,10.16417
2021-09-12,9.24183
2021-09-13,21.02933
2021-09-14,18.77882
2021-09-15,17.11861
2021-09-16,17.13705
2021-09-17,16.27006
2021-09-18,9.29717
2021-09-19,8.02434
2021-09-20,11.45545
2021-09-21,10.77292
2021-09-22,11.19719
2021-09-23,17.41376
2021-09-24,18.20697
2021-09-25,9.92436
2021-09-26,8.54085
2021-09-27,17.33997
2021-09-28,17.80114
2021-09-29,19.40601
2021-09-30,19.84873
2021-10-01,18.77882
2021-10-02,12.00885
2021-10-03,9.03892
2021-10-04,13.59527
2021-10-05,19.31377
2021-10-06,20.73418
2021-10-07,18.92639
2021-10-08,16.8788
2021-10-09,10.2933
2021-10-10,9.29717
2021-10-11,15.60597
2021-10-12,19.94097
2021-10-13,19.01863
2021-10-14,19.12931
2021-10-15,18.77882
2021-10-16,9.1496
2021-10-17,8.0059
2021-10-18,19.59048
2021-10-19,18.46522
2021-10-20,20.60505
2021-10-21,17.61667
2021-10-22,17.32152
2021-10-23,7.85832
2021-10-24,8.5593
2021-10-25,19.4798
2021-10-26,19.01863
2021-10-27,17.61667
2021-10-28,18.20697
2021-10-29,16.67589
2021-10-30,9.7399
2021-10-31,9.48164
2021-11-01,18.09629
2021-11-02,16.67589
2021-11-03,16.41763
2021-11-04,15.23704
2021-11-05,15.21859
2021-11-06,9.03892
2021-11-07,8.72532
2021-11-08,17.4691
2021-11-09,19.11086
2021-11-10,17.87493
2021-11-11,16.69433
2021-11-12,15.71665
2021-11-13,8.98358
2021-11-14,7.95056
2021-11-15,17.06327
2021-11-16,16.41763
2021-11-17,15.79044
2021-11-18,15.99335
2021-11-19,14.33314
2021-11-20,7.6923
2021-11-21,8.19037
2021-11-22,15.7351
2021-11-23,14.64674
2021-11-24,16.84191
2021-11-25,17.24774
2021-11-26,17.08171
2021-11-27,8.81756
2021-11-28,9.24183
2021-11-29,17.76425
2021-11-30,18.35454
2021-12-01,20.19922
2021-12-02,20.99243
2021-12-03,17.37686
2021-12-04,9.29717
2021-12-05,8.46707
2021-12-06,17.69046
2021-12-07,18.31765
2021-12-08,18.3361
2021-12-09,17.72735
2021-12-10,15.49529
2021-12-11,9.07581
2021-12-12,9.62921
2021-12-13,16.6021
2021-12-14,15.05257
2021-12-15,14.90499
2021-12-16,17.10016
2021-12-17,15.60597
2021-12-18,10.99428
2021-12-19,10.57
2021-12-20,17.28463
2021-12-21,16.39918
2021-12-22,16.58365
2021-12-23,16.23316
2021-12-24,12.89429
2021-12-25,8.15347
2021-12-26,8.06124
2021-12-27,16.03025
2021-12-28,16.23316
2021-12-29,16.25161
2021-12-30,17.22929
2021-12-31,13.04187
2022-01-01,9.86902
2022-01-02,11.04962
2022-01-03,20.36524
2022-01-04,19.33222
2022-01-05,19.95941
2022-01-06,21.37981
2022-01-07,19.35067
2022-01-08,10.99428
2022-01-09,11.437
2022-01-10,18.74192
2022-01-11,20.6235
2022-01-12,18.94484
2022-01-13,18.83416
2022-01-14,16.62054
2022-01-15,9.99815
2022-01-16,9.77679
2022-01-17,19.22154
2022-01-18,16.2885
2022-01-19,15.49529
2022-01-20,16.58365
2022-01-21,16.38074
2022-01-22,9.703
2022-01-23,8.5593
2022-01-24,17.02637
2022-01-25,18.52056
2022-01-26,17.69046
2022-01-27,17.08171
2022-01-28,18.6128
2022-01-29,11.97196
2022-01-30,9.4263
2022-01-31,10.25641
2022-02-01,10.58845
2022-02-02,12.13798
2022-02-03,18.28076
2022-02-04,18.66814
2022-02-05,11.97196
2022-02-06,9.4263
2022-02-07,19.23999
2022-02-08,16.73123
2022-02-09,16.58365
2022-02-10,17.11861
2022-02-11,17.00793
2022-02-12,11.82438
2022-02-13,10.0166
2022-02-14,18.87105
2022-02-15,17.96716
2022-02-16,18.53901
2022-02-17,17.1555
2022-02-18,16.25161
2022-02-19,10.51466
2022-02-20,10.18262
2022-02-21,18.98173
2022-02-22,18.3361
2022-02-23,16.91569
2022-02-24,19.33222
2022-02-25,17.37686
2022-02-26,10.45932
2022-02-27,10.51466
2022-02-28,19.14775
2022-03-01,15.51374
2022-03-02,19.01863
2022-03-03,19.12931
2022-03-04,19.7196
2022-03-05,13.04187
2022-03-06,11.89817
2022-03-07,26.43423
2022-03-08,26.15753
2022-03-09,16.63899
2022-03-10,22.50507
2022-03-11,22.54196
2022-03-12,13.50304
2022-03-13,12.37779
2022-03-14,23.83324
2022-03-15,22.9109
2022-03-16,22.83711
2022-03-17,26.0653
2022-03-18,24.81092
2022-03-19,13.61372
2022-03-20,12.91274
2022-03-21,21.43515
2022-03-22,22.56041
2022-03-23,22.9109
2022-03-24,23.63032
2022-03-25,22.43128
2022-03-26,12.5807
2022-03-27,12.34089
2022-03-28,22.54196
2022-03-29,23.85168
2022-03-30,23.02158
2022-03-31,22.57885
2022-04-01,21.30603
2022-04-02,12.23021
2022-04-03,12.23021
2022-04-04,21.04777
2022-04-05,21.49049
2022-04-06,19.60892
2022-04-07,18.94484
2022-04-08,17.59822
2022-04-09,11.73215
2022-04-10,10.97583
2022-04-11,20.49437
2022-04-12,21.82254
2022-04-13,22.54196
2022-04-14,21.1769
2022-04-15,20.21767
2022-04-16,11.9904
2022-04-17,13.30012
2022-04-18,22.37594
2022-04-19,19.36912
2022-04-20,22.48662
2022-04-21,22.46817
2022-04-22,21.54584
2022-04-23,12.94964
2022-04-24,12.39623
2022-04-25,27.55949
2022-04-26,24.34975
2022-04-27,25.21674
2022-04-28,25.41966
2022-04-29,24.608
2022-04-30,14.55451
2022-05-01,13.96421
2022-05-02,22.02545
2022-05-03,21.85943
2022-05-04,19.90407
2022-05-05,16.3254
2022-05-06,20.19922
2022-05-07,14.5914
2022-05-08,14.16712
2022-05-09,23.59343
2022-05-10,23.61187
2022-05-11,22.80022
2022-05-12,26.69249
2022-05-13,24.44198
2022-05-14,14.83121
2022-05-15,15.55063
2022-05-16,22.72643
2022-05-17,23.55653
2022-05-18,24.51577
2022-05-19,24.42353
2022-05-20,23.00313
2022-05-21,14.20402
2022-05-22,13.89042
2022-05-23,24.95849
2022-05-24,25.21674
2022-05-25,24.29441
2022-05-26,22.92934
2022-05-27,24.64489
2022-05-28,15.79044
2022-05-29,14.81276
2022-05-30,30.54786
2022-05-31,28.00221
2022-06-01,20.18077
2022-06-02,26.24976
2022-06-03,24.81092
2022-06-04,17.11861
2022-06-05,14.2778
2022-06-06,17.91182
2022-06-07,24.53421
2022-06-08,25.14296
2022-06-09,24.12838
2022-06-10,25.17985
2022-06-11,17.76425
2022-06-12,16.03025
2022-06-13,27.04298
2022-06-14,26.54491
2022-06-15,28.24202
2022-06-16,26.65559
2022-06-17,26.48957
2022-06-18,19.42446
2022-06-19,17.54288
2022-06-20,32.70614
2022-06-21,29.99446
2022-06-22,29.80999
2022-06-23,35.89743
2022-06-24,30.93525
2022-06-25,18.87105
2022-06-26,22.46817
2022-06-27,33.96052
2022-06-28,34.23722
2022-06-29,31.00903
2022-06-30,32.42944
2022-07-01,29.82844
2022-07-02,22.78177
2022-07-03,21.91477
2022-07-04,36.70909
2022-07-05,36.39549
2022-07-06,34.75373
2022-07-07,32.77992
2022-07-08,31.28574
2022-07-09,21.10311
2022-07-10,25.30898
2022-07-11,32.15273
2022-07-12,35.23335
2022-07-13,34.6246
2022-07-14,34.23722
2022-07-15,36.3586
2022-07-16,21.41671
2022-07-17,22.37594
2022-07-18,35.63918
2022-07-19,36.912
2022-07-20,33.25954
2022-07-21,33.22265
2022-07-22,29.2197
2022-07-23,20.45748
2022-07-24,21.30603
2022-07-25,34.12654
2022-07-26,34.18188
2022-07-27,30.9168
2022-07-28,34.36635
2022-07-29,35.98966
2022-07-30,20.3099
2022-07-31,22.83711
2022-08-01,33.25954
2022-08-02,30.03135
2022-08-03,31.06437
2022-08-04,30.17893
2022-08-05,31.58088
2022-08-06,21.7303
2022-08-07,19.36912
2022-08-08,29.25659
2022-08-09,30.51097
2022-08-10,32.79837
2022-08-11,30.3265
2022-08-12,26.28666
2022-08-13,21.14001
2022-08-14,19.25843
2022-08-15,24.55266
2022-08-16,33.5178
2022-08-17,31.65467
2022-08-18,33.59158
2022-08-19,35.5285
2022-08-20,22.96624
2022-08-21,26.39734
2022-08-22,43.29459
2022-08-23,41.50525
2022-08-24,37.59453
2022-08-25,38.07415
2022-08-26,36.13724
2022-08-27,25.67791
2022-08-28,24.3313
2022-08-29,45.34218
2022-08-30,41.32078
2022-08-31,38.16638
2022-09-01,40.32466
2022-09-02,39.03338
2022-09-03,28.22357
2022-09-04,24.86626
2022-09-05,47.26065
2022-09-06,43.94023
2022-09-07,46.52278
2022-09-08,42.33536
2022-09-09,31.69156
2022-09-10,26.28666
2022-09-11,22.52351
2022-09-12,31.7838
2022-09-13,44.88101
2022-09-14,52.11215
2022-09-15,44.21693
2022-09-16,38.66445
2022-09-17,27.31968
2022-09-18,25.12451
2022-09-19,42.3907
2022-09-20,44.19848
2022-09-21,40.87806
2022-09-22,50.04611
2022-09-23,42.92565
2022-09-24,30.75078
2022-09-25,28.59251
2022-09-26,58.86367
2022-09-27,52.55487
2022-09-28,56.28112
2022-09-29,51.04224
2022-09-30,47.64803
2022-10-01,31.43331
2022-10-02,29.60708
2022-10-03,36.28481
2022-10-04,51.98302
2022-10-05,50.45194
2022-10-06,54.1044
2022-10-07,45.24995
2022-10-08,29.05368
2022-10-09,26.17598
2022-10-10,30.99059
2022-10-11,45.5082
2022-10-12,46.54122
2022-10-13,42.99944
2022-10-14,42.26157
2022-10-15,29.42261
2022-10-16,27.7624
2022-10-17,43.05478
2022-10-18,45.72957
2022-10-19,48.16454
2022-10-20,44.23538
2022-10-21,41.33923
2022-10-22,27.65172
2022-10-23,24.71868
2022-10-24,39.91883
2022-10-25,42.92565
2022-10-26,44.16159
2022-10-27,45.39752
2022-10-28,42.50138
2022-10-29,24.36819
2022-10-30,20.75262
2022-10-31,40.23242
2022-11-01,48.6626
2022-11-02,50.1199
2022-11-03,45.85869
2022-11-04,44.19848
2022-11-05,29.95757
2022-11-06,26.9323
2022-11-07,52.90536
2022-11-08,59.14038
2022-11-09,62.62682
2022-11-10,56.63161
2022-11-11,75.61335
2022-11-12,38.27707
2022-11-13,33.97897
2022-11-14,66.22394
2022-11-15,58.84523
2022-11-16,53.90149
2022-11-17,51.52185
2022-11-18,46.3752
2022-11-19,31.04593
2022-11-20,29.31193
2022-11-21,49.28979
2022-11-22,47.18686
2022-11-23,43.01789
2022-11-24,46.04316
2022-11-25,43.90333
2022-11-26,30.43718
2022-11-27,28.16823
2022-11-28,42.99944
2022-11-29,50.04611
2022-11-30,53.38498
2022-12-01,57.92289
2022-12-02,45.69267
2022-12-03,27.85463
2022-12-04,26.76627
2022-12-05,52.48109
2022-12-06,50.37815
2022-12-07,51.11603
2022-12-08,50.85777
2022-12-09,55.48791
2022-12-10,31.58088
2022-12-11,29.90223
2022-12-12,51.17137
2022-12-13,53.29275
2022-12-14,57.86755
2022-12-15,47.35288
2022-12-16,45.37908
2022-12-17,31.2304
2022-12-18,29.62553
2022-12-19,49.64028
2022-12-20,61.02195
2022-12-21,57.14812
2022-12-22,62.7375
2022-12-23,53.62479
2022-12-24,32.46633
2022-12-25,31.37797
2022-12-26,55.58015
2022-12-27,58.05201
2022-12-28,56.52093
2022-12-29,53.36653
2022-12-30,50.15679
2022-12-31,33.61003
2023-01-01,34.12654
2023-01-02,54.08596
2023-01-03,59.97048
2023-01-04,55.46947
2023-01-05,54.38111
2023-01-06,55.63549
2023-01-07,41.32078
2023-01-08,39.47611
2023-01-09,72.05312
2023-01-10,66.26083
2023-01-11,61.74137
2023-01-12,55.17432
2023-01-13,51.8539
2023-01-14,39.25475
2023-01-15,39.84504
2023-01-16,59.5462
2023-01-17,57.07434
2023-01-18,57.09278
2023-01-19,53.58789
2023-01-20,52.66555
2023-01-21,35.58384
2023-01-22,33.86828
2023-01-23,36.54307
2023-01-24,41.67127
2023-01-25,61.77826
2023-01-26,60.39476
2023-01-27,59.5831
2023-01-28,49.62184
2023-01-29,52.20439
2023-01-30,65.41228
2023-01-31,55.59859
2023-02-01,58.86367
2023-02-02,63.21711
2023-02-03,51.83545
2023-02-04,39.16251
2023-02-05,36.34015
2023-02-06,60.52388
2023-02-07,63.6045
2023-02-08,57.81221
2023-02-09,55.89374
2023-02-10,53.20051
2023-02-11,38.88581
2023-02-12,36.22947
2023-02-13,56.13355
2023-02-14,55.96753
2023-02-15,50.00922
2023-02-16,56.02287
2023-02-17,52.16749
2023-02-18,35.06733
2023-02-19,36.87511
2023-02-20,53.14517
2023-02-21,49.04999
2023-02-22,53.25585
2023-02-23,49.73252
2023-02-24,47.8325
2023-02-25,35.7683
2023-02-26,30.95369
2023-02-27,54.51023
2023-02-28,52.9976
2023-03-01,42.6674
2023-03-02,50.61796
2023-03-03,53.07138
2023-03-04,33.44401
2023-03-05,33.14886
2023-03-06,53.21896
2023-03-07,47.44512
2023-03-08,46.33831
2023-03-09,44.3645
2023-03-10,41.74506
2023-03-11,27.7624
2023-03-12,26.98764
2023-03-13,55.48791
2023-03-14,51.41117
2023-03-15,43.5344
2023-03-16,42.48293
2023-03-17,45.85869
2023-03-18,28.50027
2023-03-19,28.64785
2023-03-20,47.29754
2023-03-21,41.81885
2023-03-22,39.91883
2023-03-23,48.88396
2023-03-24,43.2208
2023-03-25,27.94687
2023-03-26,28.16823
2023-03-27,48.45969
2023-03-28,47.16841
2023-03-29,47.5558
2023-03-30,46.11695
2023-03-31,43.62663
2023-04-01,27.70706
2023-04-02,27.54104
2023-04-03,53.95683
2023-04-04,58.18114
2023-04-05,54.01217
2023-04-06,48.93931
2023-04-07,45.67422
2023-04-08,29.73621
2023-04-09,27.00608
2023-04-10,47.8325
2023-04-11,46.19073
2023-04-12,46.57812
2023-04-13,54.91606
2023-04-14,49.99077
2023-04-15,29.16436
2023-04-16,27.02453
2023-04-17,50.87622
2023-04-18,50.30437
2023-04-19,45.34218
2023-04-20,47.14997
2023-04-21,42.81497
2023-04-22,26.71093
2023-04-23,27.72551
2023-04-24,47.99852
2023-04-25,55.2481
2023-04-26,52.0937
2023-04-27,49.01309
2023-04-28,52.11215
2023-04-29,30.93525
2023-04-30,25.12451
2023-05-01,33.55469
2023-05-02,51.5403
2023-05-03,49.40047
2023-05-04,50.10145
2023-05-05,38.66445
2023-05-06,32.96439
2023-05-07,28.00221
2023-05-08,50.32281
2023-05-09,45.32374
2023-05-10,50.06456
2023-05-11,46.20918
2023-05-12,43.60819
2023-05-13,28.97989
2023-05-14,27.22744
2023-05-15,50.48883
2023-05-16,46.81793
2023-05-17,49.43737
2023-05-18,51.15292
2023-05-19,58.03357
2023-05-20,31.21195
2023-05-21,30.86146
2023-05-22,69.74727
2023-05-23,69.82106
2023-05-24,60.17339
2023-05-25,62.40546
2023-05-26,55.5617
2023-05-27,31.67312
2023-05-28,35.43626
2023-05-29,44.05091
