date,현대차주식
2020-08-03,10.48243
2020-08-04,12.73899
2020-08-05,12.68341
2020-08-06,18.23032
2020-08-07,17.5967
2020-08-08,3.77945
2020-08-09,3.97954
2020-08-10,38.9951
2020-08-11,39.22854
2020-08-12,33.89284
2020-08-13,31.13606
2020-08-14,27.66785
2020-08-15,5.96931
2020-08-16,4.10182
2020-08-17,7.49221
2020-08-18,26.6674
2020-08-19,23.49933
2020-08-20,27.60115
2020-08-21,23.3437
2020-08-22,4.61316
2020-08-23,3.39039
2020-08-24,22.52112
2020-08-25,21.84304
2020-08-26,21.24277
2020-08-27,19.90884
2020-08-28,23.755
2020-08-29,4.76878
2020-08-30,4.81325
2020-08-31,23.44375
2020-09-01,21.59848
2020-09-02,22.7212
2020-09-03,19.90884
2020-09-04,20.10893
2020-09-05,3.77945
2020-09-06,3.07914
2020-09-07,18.80835
2020-09-08,17.54112
2020-09-09,17.87461
2020-09-10,16.67407
2020-09-11,14.70653
2020-09-12,3.1903
2020-09-13,3.45709
2020-09-14,20.12005
2020-09-15,21.63183
2020-09-16,21.58737
2020-09-17,26.0449
2020-09-18,17.80791
2020-09-19,4.16851
2020-09-20,3.05691
2020-09-21,19.08626
2020-09-22,20.19786
2020-09-23,19.47532
2020-09-24,20.34237
2020-09-25,18.66385
2020-09-26,4.29079
2020-09-27,3.23477
2020-09-28,16.67407
2020-09-29,12.23877
2020-09-30,3.16807
2020-10-01,3.14584
2020-10-02,3.54602
2020-10-03,2.9124
2020-10-04,3.31258
2020-10-05,17.11871
2020-10-06,17.53001
2020-10-07,15.6514
2020-10-08,15.49577
2020-10-09,3.52378
2020-10-10,3.40151
2020-10-11,3.76834
2020-10-12,17.47443
2020-10-13,15.87372
2020-10-14,16.88528
2020-10-15,14.81769
2020-10-16,19.45309
2020-10-17,3.65718
2020-10-18,3.09026
2020-10-19,18.5638
2020-10-20,23.72165
2020-10-21,17.15206
2020-10-22,16.80746
2020-10-23,14.95108
2020-10-24,2.93463
2020-10-25,2.77901
2020-10-26,17.93019
2020-10-27,15.85148
2020-10-28,13.46153
2020-10-29,12.75011
2020-10-30,14.95108
2020-10-31,3.09026
2020-11-01,2.6345
2020-11-02,15.05113
2020-11-03,14.01734
2020-11-04,13.89506
2020-11-05,13.35037
2020-11-06,13.55046
2020-11-07,2.33437
2020-11-08,2.05646
2020-11-09,13.68385
2020-11-10,14.18408
2020-11-11,16.16273
2020-11-12,13.62827
2020-11-13,14.77323
2020-11-14,2.62338
2020-11-15,2.22321
2020-11-16,16.96309
2020-11-17,16.4851
2020-11-18,14.88439
2020-11-19,12.52779
2020-11-20,11.78301
2020-11-21,2.60115
2020-11-22,2.69008
2020-11-23,13.66162
2020-11-24,14.23966
2020-11-25,13.51711
2020-11-26,13.41707
2020-11-27,11.20497
2020-11-28,2.67896
2020-11-29,3.16807
2020-11-30,14.8955
2020-12-01,12.98354
2020-12-02,13.65051
2020-12-03,23.84393
2020-12-04,20.75366
2020-12-05,4.23521
2020-12-06,3.44597
2020-12-07,17.89684
2020-12-08,17.0409
2020-12-09,17.18541
2020-12-10,15.85148
2020-12-11,16.81858
2020-12-12,4.72432
2020-12-13,4.00177
2020-12-14,16.32947
2020-12-15,15.34015
2020-12-16,14.38417
2020-12-17,12.5389
2020-12-18,11.58292
2020-12-19,3.02356
2020-12-20,2.94575
2020-12-21,13.10582
2020-12-22,12.52779
2020-12-23,12.79457
2020-12-24,13.01689
2020-12-25,3.16807
2020-12-26,2.75678
2020-12-27,2.67896
2020-12-28,15.47354
2020-12-29,13.72832
2020-12-30,15.66251
2020-12-31,6.19164
2021-01-01,3.85726
2021-01-02,3.94619
2021-01-03,3.80168
2021-01-04,26.57847
2021-01-05,24.81102
2021-01-06,24.8666
2021-01-07,22.89906
2021-01-08,100.0
2021-01-09,20.04224
2021-01-10,16.72965
2021-01-11,85.82703
2021-01-12,60.53801
2021-01-13,51.47843
2021-01-14,42.96353
2021-01-15,43.15251
2021-01-16,10.08225
2021-01-17,7.63672
2021-01-18,37.16096
2021-01-19,49.49977
2021-01-20,46.44286
2021-01-21,37.57225
2021-01-22,34.63761
2021-01-23,7.35882
2021-01-24,5.74699
2021-01-25,32.91462
2021-01-26,30.52467
2021-01-27,29.9911
2021-01-28,28.27923
2021-01-29,30.6803
2021-01-30,6.7919
2021-01-31,5.09115
2021-02-01,28.20142
2021-02-02,27.41218
2021-02-03,28.92396
2021-02-04,30.76923
2021-02-05,24.53312
2021-02-06,9.85993
2021-02-07,7.58114
2021-02-08,54.6465
2021-02-09,36.50511
2021-02-10,26.10048
2021-02-11,6.04713
2021-02-12,4.37972
2021-02-13,4.89106
2021-02-14,4.22409
2021-02-15,24.59982
2021-02-16,24.05513
2021-02-17,23.02134
2021-02-18,22.63228
2021-02-19,22.18763
2021-02-20,4.73543
2021-02-21,4.70208
2021-02-22,22.08759
2021-02-23,25.68919
2021-02-24,33.12583
2021-02-25,29.54646
2021-02-26,27.10093
2021-02-27,5.99155
2021-02-28,8.45931
2021-03-01,7.00311
2021-03-02,24.33303
2021-03-03,20.35349
2021-03-04,20.48688
2021-03-05,21.0538
2021-03-06,5.14673
2021-03-07,5.41351
2021-03-08,19.89773
2021-03-09,19.31969
2021-03-10,20.29791
2021-03-11,18.99733
2021-03-12,18.37483
2021-03-13,4.31302
2021-03-14,3.63494
2021-03-15,16.85193
2021-03-16,16.21831
2021-03-17,15.8626
2021-03-18,16.37394
2021-03-19,15.38461
2021-03-20,3.86838
2021-03-21,3.34593
2021-03-22,16.75188
2021-03-23,16.47398
2021-03-24,17.09648
2021-03-25,17.87461
2021-03-26,19.34192
2021-03-27,4.14628
2021-03-28,3.35704
2021-03-29,16.77412
2021-03-30,17.11871
2021-03-31,16.17385
2021-04-01,14.82881
2021-04-02,21.34281
2021-04-03,4.90217
2021-04-04,3.14584
2021-04-05,18.37483
2021-04-06,17.63005
2021-04-07,17.12983
2021-04-08,15.98488
2021-04-09,13.98399
2021-04-10,3.4682
2021-04-11,2.76789
2021-04-12,17.41885
2021-04-13,19.05291
2021-04-14,23.74388
2021-04-15,21.86527
2021-04-16,20.47576
2021-04-17,5.22454
2021-04-18,4.26856
2021-04-19,16.42952
2021-04-20,16.49622
2021-04-21,15.62916
2021-04-22,15.59582
2021-04-23,16.40729
2021-04-24,3.30146
2021-04-25,2.85682
2021-04-26,13.7172
2021-04-27,12.77234
2021-04-28,11.79413
2021-04-29,13.49488
2021-04-30,14.35082
2021-05-01,2.67896
2021-05-02,2.57892
2021-05-03,16.64072
2021-05-04,15.0289
2021-05-05,3.95731
2021-05-06,13.40595
2021-05-07,11.60515
2021-05-08,2.51222
2021-05-09,2.42329
2021-05-10,15.10671
2021-05-11,12.85015
2021-05-12,14.01734
2021-05-13,14.56202
2021-05-14,14.6176
2021-05-15,2.41218
2021-05-16,2.13428
2021-05-17,12.14984
2021-05-18,13.46153
2021-05-19,5.49132
2021-05-20,15.5847
2021-05-21,14.25077
2021-05-22,3.20142
2021-05-23,2.41218
2021-05-24,14.73988
2021-05-25,13.42819
2021-05-26,13.80613
2021-05-27,13.61716
2021-05-28,20.05335
2021-05-29,3.40151
2021-05-30,3.01244
2021-05-31,16.18497
2021-06-01,16.36282
2021-06-02,16.01823
2021-06-03,16.11827
2021-06-04,15.80702
2021-06-05,2.74566
2021-06-06,2.44553
2021-06-07,16.86305
2021-06-08,15.46242
2021-06-09,14.27301
2021-06-10,13.69497
2021-06-11,13.12805
2021-06-12,2.31213
2021-06-13,1.98977
2021-06-14,13.38372
2021-06-15,11.40506
2021-06-16,13.58381
2021-06-17,12.08314
2021-06-18,11.44953
2021-06-19,2.60115
2021-06-20,3.83503
2021-06-21,13.13917
2021-06-22,14.15073
2021-06-23,13.89506
2021-06-24,15.75144
2021-06-25,13.62827
2021-06-26,2.23432
2021-06-27,2.33437
2021-06-28,11.79413
2021-06-29,10.78257
2021-06-30,11.03823
2021-07-01,11.12716
2021-07-02,10.66029
2021-07-03,2.18986
2021-07-04,1.74522
2021-07-05,10.13783
2021-07-06,11.13828
2021-07-07,11.61627
2021-07-08,12.83903
2021-07-09,12.24988
2021-07-10,2.17874
2021-07-11,2.18986
2021-07-12,11.62738
2021-07-13,11.52734
2021-07-14,10.79368
2021-07-15,9.95998
2021-07-16,9.60426
2021-07-17,2.34548
2021-07-18,2.00088
2021-07-19,9.81547
2021-07-20,11.31614
2021-07-21,11.00489
2021-07-22,10.78257
2021-07-23,11.84971
2021-07-24,2.08981
2021-07-25,1.75633
2021-07-26,9.34859
2021-07-27,9.93775
2021-07-28,11.41618
2021-07-29,10.41574
2021-07-30,10.97154
2021-07-31,2.55669
2021-08-01,1.84526
2021-08-02,9.98221
2021-08-03,10.17118
2021-08-04,12.06091
2021-08-05,10.6714
2021-08-06,10.02667
2021-08-07,2.012
2021-08-08,1.75633
2021-08-09,10.47132
2021-08-10,10.32681
2021-08-11,9.42641
2021-08-12,10.99377
2021-08-13,12.20542
2021-08-14,2.42329
2021-08-15,2.05646
2021-08-16,3.64606
2021-08-17,12.22765
2021-08-18,12.16096
2021-08-19,14.35082
2021-08-20,13.87283
2021-08-21,2.9124
2021-08-22,2.33437
2021-08-23,12.61671
2021-08-24,12.56113
2021-08-25,11.64962
2021-08-26,11.21609
2021-08-27,10.38239
2021-08-28,2.11204
2021-08-29,1.63405
2021-08-30,10.57136
2021-08-31,11.58292
2021-09-01,12.85015
2021-09-02,11.48288
2021-09-03,11.02712
2021-09-04,2.18986
2021-09-05,1.64517
2021-09-06,10.79368
2021-09-07,10.5269
2021-09-08,9.99333
2021-09-09,10.60471
2021-09-10,10.71587
2021-09-11,1.95642
2021-09-12,1.72298
2021-09-13,10.51578
2021-09-14,11.48288
2021-09-15,10.16007
2021-09-16,9.13739
2021-09-17,9.23743
2021-09-18,1.86749
2021-09-19,1.63405
2021-09-20,1.8008
2021-09-21,1.71187
2021-09-22,1.64517
2021-09-23,10.33792
2021-09-24,9.23743
2021-09-25,2.17874
2021-09-26,1.62294
2021-09-27,9.72654
2021-09-28,9.63761
2021-09-29,12.00533
2021-09-30,11.19386
2021-10-01,12.87238
2021-10-02,2.43441
2021-10-03,1.81191
2021-10-04,3.32369
2021-10-05,12.4722
2021-10-06,10.74922
2021-10-07,11.26056
2021-10-08,10.54913
2021-10-09,1.75633
2021-10-10,1.55624
2021-10-11,2.5678
2021-10-12,11.13828
2021-10-13,11.99421
2021-10-14,10.6714
2021-10-15,10.02667
2021-10-16,1.7341
2021-10-17,1.31169
2021-10-18,8.61493
2021-10-19,8.70386
2021-10-20,8.00355
2021-10-21,7.83681
2021-10-22,7.4144
2021-10-23,1.13383
2021-10-24,1.34504
2021-10-25,8.98176
2021-10-26,10.37127
2021-10-27,8.79279
2021-10-28,9.54868
2021-10-29,8.23699
2021-10-30,1.36727
2021-10-31,1.26722
2021-11-01,7.91462
2021-11-02,8.83726
2021-11-03,7.759
2021-11-04,8.98176
2021-11-05,7.6923
2021-11-06,1.43397
2021-11-07,1.50066
2021-11-08,8.41485
2021-11-09,7.55891
2021-11-10,7.35882
2021-11-11,7.42552
2021-11-12,7.57003
2021-11-13,1.37839
2021-11-14,1.35615
2021-11-15,8.6594
2021-11-16,7.42552
2021-11-17,7.57003
2021-11-18,8.89284
2021-11-19,8.8706
2021-11-20,1.81191
2021-11-21,1.52289
2021-11-22,12.18319
2021-11-23,10.49355
2021-11-24,8.78168
2021-11-25,7.36994
2021-11-26,7.68119
2021-11-27,1.52289
2021-11-28,1.30057
2021-11-29,8.27034
2021-11-30,10.98265
2021-12-01,9.88216
2021-12-02,9.50422
2021-12-03,9.04846
2021-12-04,1.61182
2021-12-05,1.31169
2021-12-06,9.04846
2021-12-07,9.92663
2021-12-08,10.4602
2021-12-09,8.51489
2021-12-10,9.2152
2021-12-11,1.4562
2021-12-12,1.1783
2021-12-13,9.92663
2021-12-14,8.49266
2021-12-15,8.64828
2021-12-16,9.30413
2021-12-17,8.58159
2021-12-18,1.42285
2021-12-19,1.33392
2021-12-20,8.91507
2021-12-21,8.95953
2021-12-22,9.51534
2021-12-23,10.02667
2021-12-24,11.02712
2021-12-25,1.98977
2021-12-26,1.67852
2021-12-27,10.41574
2021-12-28,9.78212
2021-12-29,9.69319
2021-12-30,8.68163
2021-12-31,3.79057
2022-01-01,1.15606
2022-01-02,1.31169
2022-01-03,9.54868
2022-01-04,9.89328
2022-01-05,11.06047
2022-01-06,10.57136
2022-01-07,10.14895
2022-01-08,1.61182
2022-01-09,1.40062
2022-01-10,9.38194
2022-01-11,9.6265
2022-01-12,10.94931
2022-01-13,8.94842
2022-01-14,7.92574
2022-01-15,1.63405
2022-01-16,1.67852
2022-01-17,7.759
2022-01-18,8.58159
2022-01-19,7.92574
2022-01-20,8.32592
2022-01-21,7.93686
2022-01-22,1.57847
2022-01-23,1.30057
2022-01-24,7.58114
2022-01-25,9.30413
2022-01-26,9.35971
2022-01-27,11.74966
2022-01-28,13.00578
2022-01-29,1.82303
2022-01-30,1.1783
2022-01-31,1.4562
2022-02-01,1.56736
2022-02-02,2.32325
2022-02-03,11.79413
2022-02-04,10.30457
2022-02-05,1.84526
2022-02-06,1.48955
2022-02-07,10.1156
2022-02-08,9.74877
2022-02-09,10.26011
2022-02-10,10.84926
2022-02-11,8.74833
2022-02-12,1.95642
2022-02-13,1.4562
2022-02-14,10.56024
2022-02-15,9.85993
2022-02-16,9.2819
2022-02-17,9.39306
2022-02-18,7.54779
2022-02-19,1.63405
2022-02-20,1.40062
2022-02-21,8.45931
2022-02-22,8.04802
2022-02-23,8.49266
2022-02-24,11.22721
2022-02-25,10.83815
2022-02-26,1.98977
2022-02-27,1.44508
2022-02-28,9.8377
2022-03-01,2.72343
2022-03-02,10.6714
2022-03-03,12.07203
2022-03-04,9.38194
2022-03-05,1.93419
2022-03-06,1.47843
2022-03-07,10.72698
2022-03-08,11.17163
2022-03-09,2.51222
2022-03-10,10.97154
2022-03-11,9.60426
2022-03-12,1.86749
2022-03-13,1.52289
2022-03-14,11.39395
2022-03-15,10.06002
2022-03-16,9.97109
2022-03-17,11.17163
2022-03-18,9.99333
2022-03-19,1.85638
2022-03-20,1.44508
2022-03-21,9.2152
2022-03-22,9.48199
2022-03-23,10.34904
2022-03-24,9.6265
2022-03-25,8.04802
2022-03-26,1.18941
2022-03-27,1.40062
2022-03-28,9.11516
2022-03-29,8.35927
2022-03-30,10.09337
2022-03-31,8.9373
2022-04-01,7.72565
2022-04-02,1.46731
2022-04-03,1.06714
2022-04-04,8.24811
2022-04-05,8.37038
2022-04-06,8.43708
2022-04-07,7.88128
2022-04-08,7.40329
2022-04-09,1.28946
2022-04-10,1.28946
2022-04-11,7.67007
2022-04-12,6.63628
2022-04-13,7.87016
2022-04-14,7.50333
2022-04-15,7.60337
2022-04-16,1.35615
2022-04-17,0.93374
2022-04-18,7.22543
2022-04-19,7.64784
2022-04-20,8.22587
2022-04-21,9.07069
2022-04-22,7.43663
2022-04-23,1.37839
2022-04-24,1.02267
2022-04-25,8.63717
2022-04-26,11.89417
2022-04-27,8.78168
2022-04-28,8.85949
2022-04-29,9.02623
2022-04-30,1.30057
2022-05-01,1.06714
2022-05-02,8.51489
2022-05-03,8.0369
2022-05-04,7.4811
2022-05-05,1.68963
2022-05-06,6.31391
2022-05-07,1.03379
2022-05-08,0.85593
2022-05-09,6.91418
2022-05-10,7.6923
2022-05-11,8.33703
2022-05-12,7.49221
2022-05-13,8.69275
2022-05-14,1.41173
2022-05-15,1.18941
2022-05-16,8.34815
2022-05-17,7.95909
2022-05-18,7.60337
2022-05-19,7.67007
2022-05-20,9.02623
2022-05-21,1.88972
2022-05-22,2.18986
2022-05-23,10.17118
2022-05-24,9.14851
2022-05-25,8.09248
2022-05-26,7.68119
2022-05-27,7.12538
2022-05-28,1.1116
2022-05-29,1.20053
2022-05-30,7.57003
2022-05-31,8.48154
2022-06-01,2.12316
2022-06-02,6.88083
2022-06-03,7.31436
2022-06-04,1.16718
2022-06-05,1.06714
2022-06-06,1.10048
2022-06-07,7.1365
2022-06-08,7.42552
2022-06-09,7.74788
2022-06-10,6.72521
2022-06-11,1.37839
2022-06-12,1.06714
2022-06-13,9.67096
2022-06-14,10.3935
2022-06-15,10.89373
2022-06-16,10.44908
2022-06-17,9.45975
2022-06-18,1.61182
2022-06-19,1.42285
2022-06-20,9.8377
2022-06-21,9.18185
2022-06-22,9.07069
2022-06-23,8.67052
2022-06-24,9.03734
2022-06-25,1.62294
2022-06-26,1.31169
2022-06-27,12.38328
2022-06-28,11.80524
2022-06-29,11.87194
2022-06-30,11.48288
2022-07-01,10.51578
2022-07-02,1.64517
2022-07-03,0.91151
2022-07-04,10.57136
2022-07-05,9.98221
2022-07-06,10.68252
2022-07-07,10.88261
2022-07-08,10.17118
2022-07-09,1.22276
2022-07-10,1.05602
2022-07-11,10.50466
2022-07-12,9.73766
2022-07-13,11.5718
2022-07-14,9.65984
2022-07-15,9.39306
2022-07-16,1.64517
2022-07-17,1.26722
2022-07-18,10.3935
2022-07-19,10.32681
2022-07-20,10.83815
2022-07-21,12.22765
2022-07-22,10.78257
2022-07-23,2.20097
2022-07-24,1.31169
2022-07-25,12.41662
2022-07-26,10.3935
2022-07-27,9.71542
2022-07-28,10.01556
2022-07-29,9.31525
2022-07-30,1.44508
2022-07-31,1.07825
2022-08-01,9.31525
2022-08-02,8.24811
2022-08-03,9.74877
2022-08-04,8.89284
2022-08-05,8.54824
2022-08-06,1.3895
2022-08-07,1.03379
2022-08-08,8.99288
2022-08-09,9.39306
2022-08-10,8.48154
2022-08-11,10.01556
2022-08-12,10.14895
2022-08-13,1.76745
2022-08-14,1.07825
2022-08-15,1.51178
2022-08-16,10.13783
2022-08-17,10.54913
2022-08-18,10.72698
2022-08-19,10.43797
2022-08-20,1.96754
2022-08-21,1.44508
2022-08-22,9.63761
2022-08-23,9.88216
2022-08-24,9.08181
2022-08-25,9.81547
2022-08-26,9.08181
2022-08-27,1.63405
2022-08-28,0.94486
2022-08-29,8.74833
2022-08-30,10.60471
2022-08-31,10.51578
2022-09-01,9.85993
2022-09-02,10.57136
2022-09-03,1.65629
2022-09-04,1.10048
2022-09-05,10.86038
2022-09-06,9.43752
2022-09-07,10.54913
2022-09-08,8.41485
2022-09-09,1.51178
2022-09-10,1.27834
2022-09-11,1.16718
2022-09-12,1.56736
2022-09-13,10.61582
2022-09-14,9.02623
2022-09-15,7.46998
2022-09-16,8.39261
2022-09-17,1.68963
2022-09-18,1.34504
2022-09-19,7.45887
2022-09-20,7.16985
2022-09-21,6.50289
2022-09-22,7.08092
2022-09-23,7.38105
2022-09-24,1.4562
2022-09-25,1.05602
2022-09-26,8.50377
2022-09-27,7.50333
2022-09-28,8.02578
2022-09-29,7.85904
2022-09-30,8.13694
2022-10-01,1.76745
2022-10-02,1.30057
2022-10-03,1.62294
2022-10-04,8.61493
2022-10-05,7.64784
2022-10-06,7.23654
2022-10-07,6.65851
2022-10-08,1.28946
2022-10-09,1.05602
2022-10-10,1.44508
2022-10-11,8.60382
2022-10-12,7.40329
2022-10-13,7.95909
2022-10-14,7.4144
2022-10-15,1.6674
2022-10-16,1.43397
2022-10-17,8.17029
2022-10-18,8.07025
2022-10-19,8.25922
2022-10-20,7.34771
2022-10-21,6.69186
2022-10-22,1.28946
2022-10-23,0.8337
2022-10-24,8.53712
2022-10-25,8.24811
2022-10-26,8.15918
2022-10-27,8.63717
2022-10-28,8.29257
2022-10-29,1.41173
2022-10-30,1.06714
2022-10-31,8.69275
2022-11-01,8.61493
2022-11-02,8.84837
2022-11-03,8.9373
2022-11-04,8.82614
2022-11-05,1.23388
2022-11-06,0.96709
2022-11-07,10.64917
2022-11-08,10.51578
2022-11-09,10.42685
2022-11-10,9.2819
2022-11-11,11.3606
2022-11-12,1.92307
2022-11-13,1.13383
2022-11-14,10.76033
2022-11-15,8.45931
2022-11-16,8.09248
2022-11-17,8.3148
2022-11-18,7.87016
2022-11-19,1.41173
2022-11-20,1.24499
2022-11-21,6.56958
2022-11-22,6.70297
2022-11-23,7.12538
2022-11-24,6.78079
2022-11-25,5.75811
2022-11-26,0.94486
2022-11-27,0.98932
2022-11-28,6.32503
2022-11-29,7.65895
2022-11-30,7.81458
2022-12-01,7.95909
2022-12-02,6.43619
2022-12-03,0.9004
2022-12-04,0.81147
2022-12-05,7.21431
2022-12-06,6.74744
2022-12-07,6.90306
2022-12-08,7.1365
2022-12-09,6.93641
2022-12-10,1.01156
2022-12-11,1.02267
2022-12-12,6.69186
2022-12-13,7.46998
2022-12-14,7.50333
2022-12-15,7.29212
2022-12-16,7.00311
2022-12-17,1.02267
2022-12-18,0.87816
2022-12-19,7.72565
2022-12-20,8.05913
2022-12-21,6.66963
2022-12-22,6.68074
2022-12-23,5.73588
2022-12-24,1.14495
2022-12-25,0.81147
2022-12-26,6.21387
2022-12-27,6.24722
2022-12-28,6.33614
2022-12-29,6.72521
2022-12-30,3.52378
2022-12-31,1.14495
2023-01-01,1.20053
2023-01-02,8.02578
2023-01-03,7.46998
2023-01-04,7.38105
2023-01-05,6.68074
2023-01-06,7.43663
2023-01-07,1.53401
2023-01-08,0.88928
2023-01-09,8.14806
2023-01-10,7.65895
2023-01-11,7.59226
2023-01-12,7.57003
2023-01-13,7.64784
2023-01-14,1.36727
2023-01-15,0.94486
2023-01-16,7.63672
2023-01-17,7.01422
2023-01-18,6.3028
2023-01-19,6.42507
2023-01-20,5.81369
2023-01-21,0.84481
2023-01-22,0.96709
2023-01-23,0.87816
2023-01-24,1.05602
2023-01-25,7.88128
2023-01-26,15.12894
2023-01-27,12.9502
2023-01-28,2.05646
2023-01-29,1.63405
2023-01-30,9.17074
2023-01-31,9.08181
2023-02-01,10.36016
2023-02-02,10.53801
2023-02-03,10.02667
2023-02-04,1.20053
2023-02-05,1.1116
2023-02-06,9.95998
2023-02-07,9.45975
2023-02-08,9.34859
2023-02-09,8.85949
2023-02-10,8.61493
2023-02-11,1.18941
2023-02-12,1.18941
2023-02-13,8.09248
2023-02-14,9.04846
2023-02-15,8.39261
2023-02-16,11.83859
2023-02-17,17.56336
2023-02-18,2.66785
2023-02-19,1.60071
2023-02-20,9.50422
2023-02-21,8.19253
2023-02-22,7.9702
2023-02-23,8.81502
2023-02-24,7.51445
2023-02-25,1.4562
2023-02-26,1.12272
2023-02-27,7.61449
2023-02-28,8.40373
2023-03-01,2.52334
2023-03-02,11.17163
2023-03-03,8.89284
2023-03-04,1.40062
2023-03-05,1.15606
2023-03-06,8.60382
2023-03-07,7.44775
2023-03-08,8.51489
2023-03-09,9.93775
2023-03-10,7.46998
2023-03-11,1.52289
2023-03-12,1.06714
2023-03-13,8.71498
2023-03-14,8.15918
2023-03-15,9.25967
2023-03-16,7.90351
2023-03-17,8.14806
2023-03-18,1.43397
2023-03-19,1.23388
2023-03-20,7.91462
2023-03-21,8.19253
2023-03-22,9.51534
2023-03-23,10.13783
2023-03-24,8.41485
2023-03-25,1.21164
2023-03-26,1.07825
2023-03-27,7.19208
2023-03-28,7.1365
2023-03-29,7.53668
2023-03-30,8.25922
2023-03-31,9.39306
2023-04-01,1.77856
2023-04-02,1.31169
2023-04-03,7.58114
2023-04-04,8.73721
2023-04-05,8.62605
2023-04-06,8.55935
2023-04-07,8.53712
2023-04-08,1.60071
2023-04-09,1.18941
2023-04-10,8.7261
2023-04-11,14.4064
2023-04-12,16.97421
2023-04-13,13.73943
2023-04-14,11.71631
2023-04-15,2.04535
2023-04-16,1.71187
2023-04-17,9.70431
2023-04-18,10.17118
2023-04-19,10.19341
2023-04-20,8.94842
2023-04-21,8.75944
2023-04-22,1.48955
2023-04-23,1.26722
2023-04-24,9.18185
2023-04-25,17.08537
2023-04-26,18.69719
2023-04-27,14.19519
2023-04-28,11.3606
2023-04-29,1.86749
2023-04-30,1.25611
2023-05-01,3.51267
2023-05-02,10.22676
2023-05-03,9.43752
2023-05-04,8.11471
2023-05-05,1.92307
2023-05-06,1.18941
2023-05-07,1.21164
2023-05-08,11.82747
2023-05-09,11.71631
2023-05-10,15.04001
2023-05-11,12.57225
2023-05-12,9.27078
2023-05-13,1.64517
2023-05-14,1.14495
2023-05-15,9.18185
2023-05-16,9.33748
2023-05-17,9.61538
2023-05-18,8.99288
2023-05-19,9.68208
2023-05-20,1.43397
2023-05-21,1.1783
2023-05-22,9.69319
2023-05-23,9.25967
2023-05-24,8.3815
2023-05-25,8.17029
2023-05-26,8.3148
2023-05-27,1.20053
2023-05-28,1.00044
