date,상속포기
2020-03-20,25.76687
2020-03-21,15.49079
2020-03-22,15.79754
2020-03-23,31.28834
2020-03-24,30.98159
2020-03-25,33.12883
2020-03-26,28.37423
2020-03-27,24.76993
2020-03-28,14.8773
2020-03-29,16.48773
2020-03-30,34.73926
2020-03-31,32.74539
2020-04-01,27.22392
2020-04-02,27.76073
2020-04-03,27.22392
2020-04-04,16.33435
2020-04-05,18.25153
2020-04-06,33.43558
2020-04-07,30.98159
2020-04-08,30.13803
2020-04-09,31.74846
2020-04-10,29.06441
2020-04-11,17.71472
2020-04-12,17.48466
2020-04-13,33.51226
2020-04-14,30.67484
2020-04-15,18.86503
2020-04-16,27.53067
2020-04-17,27.60736
2020-04-18,17.94478
2020-04-19,17.40797
2020-04-20,29.83128
2020-04-21,29.44785
2020-04-22,32.97546
2020-04-23,33.43558
2020-04-24,26.45705
2020-04-25,16.94785
2020-04-26,15.41411
2020-04-27,31.74846
2020-04-28,29.67791
2020-04-29,27.07055
2020-04-30,17.48466
2020-05-01,21.62576
2020-05-02,16.0276
2020-05-03,16.41104
2020-05-04,28.06748
2020-05-05,18.25153
2020-05-06,29.67791
2020-05-07,26.91717
2020-05-08,28.68098
2020-05-09,15.95092
2020-05-10,16.87116
2020-05-11,31.97852
2020-05-12,28.83435
2020-05-13,31.97852
2020-05-14,34.5092
2020-05-15,30.13803
2020-05-16,18.25153
2020-05-17,14.49386
2020-05-18,31.44171
2020-05-19,33.81901
2020-05-20,32.89877
2020-05-21,32.82208
2020-05-22,27.45398
2020-05-23,16.48773
2020-05-24,14.64723
2020-05-25,30.44478
2020-05-26,30.29141
2020-05-27,30.67484
2020-05-28,24.30981
2020-05-29,23.84969
2020-05-30,12.96012
2020-05-31,13.26687
2020-06-01,27.68404
2020-06-02,29.7546
2020-06-03,27.53067
2020-06-04,27.3773
2020-06-05,23.84969
2020-06-06,13.0368
2020-06-07,16.56441
2020-06-08,30.13803
2020-06-09,29.37116
2020-06-10,26.07361
2020-06-11,26.7638
2020-06-12,24.61656
2020-06-13,15.03067
2020-06-14,16.25766
2020-06-15,30.29141
2020-06-16,27.22392
2020-06-17,23.31288
2020-06-18,23.773
2020-06-19,20.93558
2020-06-20,13.11349
2020-06-21,12.57668
2020-06-22,29.29447
2020-06-23,52.07055
2020-06-24,30.75153
2020-06-25,28.91104
2020-06-26,26.22699
2020-06-27,16.6411
2020-06-28,15.18404
2020-06-29,28.5276
2020-06-30,26.45705
2020-07-01,24.69325
2020-07-02,29.1411
2020-07-03,23.61963
2020-07-04,15.87423
2020-07-05,14.2638
2020-07-06,31.21165
2020-07-07,27.14723
2020-07-08,33.05214
2020-07-09,22.39263
2020-07-10,26.45705
2020-07-11,16.87116
2020-07-12,13.80368
2020-07-13,27.91411
2020-07-14,29.60122
2020-07-15,27.76073
2020-07-16,29.44785
2020-07-17,27.07055
2020-07-18,15.10736
2020-07-19,17.40797
2020-07-20,36.11963
2020-07-21,27.99079
2020-07-22,27.45398
2020-07-23,27.07055
2020-07-24,21.54907
2020-07-25,14.34049
2020-07-26,14.64723
2020-07-27,24.84662
2020-07-28,30.9049
2020-07-29,29.60122
2020-07-30,22.54601
2020-07-31,20.32208
2020-08-01,12.11656
2020-08-02,12.19325
2020-08-03,24.23312
2020-08-04,24.53987
2020-08-05,22.92944
2020-08-06,21.85582
2020-08-07,21.01226
2020-08-08,11.96319
2020-08-09,12.57668
2020-08-10,24.53987
2020-08-11,23.08282
2020-08-12,23.08282
2020-08-13,20.47546
2020-08-14,21.62576
2020-08-15,12.88343
2020-08-16,13.11349
2020-08-17,16.94785
2020-08-18,24.30981
2020-08-19,24.61656
2020-08-20,23.00613
2020-08-21,21.47239
2020-08-22,15.26073
2020-08-23,11.50306
2020-08-24,24.23312
2020-08-25,28.22085
2020-08-26,24.30981
2020-08-27,25.99693
2020-08-28,22.85276
2020-08-29,14.57055
2020-08-30,13.49693
2020-08-31,25.15337
2020-09-01,32.1319
2020-09-02,26.84049
2020-09-03,28.60429
2020-09-04,26.1503
2020-09-05,15.18404
2020-09-06,17.79141
2020-09-07,29.52453
2020-09-08,25.76687
2020-09-09,26.45705
2020-09-10,28.37423
2020-09-11,26.30368
2020-09-12,14.64723
2020-09-13,14.72392
2020-09-14,29.60122
2020-09-15,29.98466
2020-09-16,34.66257
2020-09-17,28.68098
2020-09-18,27.53067
2020-09-19,12.34662
2020-09-20,13.72699
2020-09-21,26.84049
2020-09-22,27.83742
2020-09-23,26.99386
2020-09-24,28.5276
2020-09-25,26.1503
2020-09-26,15.72085
2020-09-27,13.95705
2020-09-28,24.84662
2020-09-29,23.31288
2020-09-30,14.18711
2020-10-01,19.32515
2020-10-02,15.49079
2020-10-03,14.41717
2020-10-04,15.18404
2020-10-05,34.81595
2020-10-06,32.28527
2020-10-07,28.83435
2020-10-08,27.3773
2020-10-09,16.6411
2020-10-10,14.57055
2020-10-11,14.64723
2020-10-12,67.79141
2020-10-13,87.73006
2020-10-14,42.10122
2020-10-15,34.35582
2020-10-16,30.52147
2020-10-17,18.55828
2020-10-18,19.09509
2020-10-19,37.26993
2020-10-20,33.81901
2020-10-21,37.11656
2020-10-22,37.19325
2020-10-23,32.36196
2020-10-24,19.0184
2020-10-25,26.1503
2020-10-26,42.79141
2020-10-27,35.19938
2020-10-28,34.27914
2020-10-29,33.74233
2020-10-30,44.78527
2020-10-31,17.94478
2020-11-01,16.25766
2020-11-02,29.83128
2020-11-03,29.60122
2020-11-04,19.93865
2020-11-05,24.61656
2020-11-06,23.23619
2020-11-07,14.80061
2020-11-08,17.40797
2020-11-09,25.23006
2020-11-10,24.07975
2020-11-11,29.67791
2020-11-12,29.98466
2020-11-13,23.38957
2020-11-14,12.42331
2020-11-15,14.64723
2020-11-16,28.29754
2020-11-17,29.60122
2020-11-18,23.92638
2020-11-19,25.15337
2020-11-20,25.30674
2020-11-21,17.2546
2020-11-22,15.56748
2020-11-23,26.07361
2020-11-24,27.68404
2020-11-25,23.54294
2020-11-26,25.76687
2020-11-27,21.62576
2020-11-28,16.0276
2020-11-29,17.56134
2020-11-30,30.52147
2020-12-01,27.83742
2020-12-02,26.07361
2020-12-03,23.38957
2020-12-04,23.31288
2020-12-05,13.49693
2020-12-06,14.2638
2020-12-07,28.22085
2020-12-08,25.30674
2020-12-09,24.3865
2020-12-10,22.77607
2020-12-11,23.23619
2020-12-12,16.0276
2020-12-13,16.94785
2020-12-14,26.22699
2020-12-15,27.07055
2020-12-16,24.46319
2020-12-17,27.53067
2020-12-18,21.08895
2020-12-19,14.18711
2020-12-20,14.03374
2020-12-21,25.38343
2020-12-22,27.3773
2020-12-23,27.83742
2020-12-24,21.70245
2020-12-25,13.19018
2020-12-26,14.72392
2020-12-27,16.0276
2020-12-28,28.91104
2020-12-29,22.08588
2020-12-30,22.16257
2020-12-31,25.30674
2021-01-01,13.11349
2021-01-02,11.8865
2021-01-03,13.88036
2021-01-04,24.92331
2021-01-05,29.90797
2021-01-06,32.66871
2021-01-07,26.07361
2021-01-08,22.92944
2021-01-09,13.11349
2021-01-10,12.88343
2021-01-11,26.61042
2021-01-12,28.75766
2021-01-13,28.91104
2021-01-14,26.91717
2021-01-15,28.37423
2021-01-16,14.95398
2021-01-17,13.57361
2021-01-18,26.91717
2021-01-19,28.91104
2021-01-20,24.69325
2021-01-21,25.84355
2021-01-22,25.0
2021-01-23,14.34049
2021-01-24,11.34969
2021-01-25,29.52453
2021-01-26,27.22392
2021-01-27,27.60736
2021-01-28,25.38343
2021-01-29,22.69938
2021-01-30,12.26993
2021-01-31,13.34355
2021-02-01,35.73619
2021-02-02,31.67177
2021-02-03,25.15337
2021-02-04,23.46625
2021-02-05,30.21472
2021-02-06,16.48773
2021-02-07,16.33435
2021-02-08,25.69018
2021-02-09,21.16564
2021-02-10,16.41104
2021-02-11,14.72392
2021-02-12,15.56748
2021-02-13,13.11349
2021-02-14,19.09509
2021-02-15,35.96625
2021-02-16,27.53067
2021-02-17,24.07975
2021-02-18,28.45092
2021-02-19,21.62576
2021-02-20,12.88343
2021-02-21,14.72392
2021-02-22,28.45092
2021-02-23,28.5276
2021-02-24,23.23619
2021-02-25,22.69938
2021-02-26,20.32208
2021-02-27,15.33742
2021-02-28,13.88036
2021-03-01,14.72392
2021-03-02,26.7638
2021-03-03,22.39263
2021-03-04,26.1503
2021-03-05,23.23619
2021-03-06,13.6503
2021-03-07,16.48773
2021-03-08,29.7546
2021-03-09,25.76687
2021-03-10,23.773
2021-03-11,26.07361
2021-03-12,25.76687
2021-03-13,17.56134
2021-03-14,15.41411
2021-03-15,25.5368
2021-03-16,23.08282
2021-03-17,23.08282
2021-03-18,25.23006
2021-03-19,24.92331
2021-03-20,15.26073
2021-03-21,14.95398
2021-03-22,27.22392
2021-03-23,25.69018
2021-03-24,27.22392
2021-03-25,26.99386
2021-03-26,21.54907
2021-03-27,13.26687
2021-03-28,13.19018
2021-03-29,29.7546
2021-03-30,26.99386
2021-03-31,22.16257
2021-04-01,22.69938
2021-04-02,17.94478
2021-04-03,13.11349
2021-04-04,14.57055
2021-04-05,24.3865
2021-04-06,22.31595
2021-04-07,21.62576
2021-04-08,25.07668
2021-04-09,24.84662
2021-04-10,13.42024
2021-04-11,14.80061
2021-04-12,29.21779
2021-04-13,28.29754
2021-04-14,28.14417
2021-04-15,23.1595
2021-04-16,22.62269
2021-04-17,13.80368
2021-04-18,13.57361
2021-04-19,26.1503
2021-04-20,26.84049
2021-04-21,21.62576
2021-04-22,21.08895
2021-04-23,19.17177
2021-04-24,12.34662
2021-04-25,13.49693
2021-04-26,27.22392
2021-04-27,23.23619
2021-04-28,23.54294
2021-04-29,23.92638
2021-04-30,22.08588
2021-05-01,11.8865
2021-05-02,12.65337
2021-05-03,23.84969
2021-05-04,21.77914
2021-05-05,14.2638
2021-05-06,23.69631
2021-05-07,19.93865
2021-05-08,11.73312
2021-05-09,11.8865
2021-05-10,23.54294
2021-05-11,23.00613
2021-05-12,19.55521
2021-05-13,25.76687
2021-05-14,18.55828
2021-05-15,10.88957
2021-05-16,13.11349
2021-05-17,24.92331
2021-05-18,21.31901
2021-05-19,14.95398
2021-05-20,21.31901
2021-05-21,17.63803
2021-05-22,12.26993
2021-05-23,12.34662
2021-05-24,26.7638
2021-05-25,40.87423
2021-05-26,43.55828
2021-05-27,32.66871
2021-05-28,24.15644
2021-05-29,15.18404
2021-05-30,14.18711
2021-05-31,28.60429
2021-06-01,22.69938
2021-06-02,22.62269
2021-06-03,24.53987
2021-06-04,17.86809
2021-06-05,14.80061
2021-06-06,11.80981
2021-06-07,24.23312
2021-06-08,26.1503
2021-06-09,23.08282
2021-06-10,22.69938
2021-06-11,19.6319
2021-06-12,11.42638
2021-06-13,12.73006
2021-06-14,24.76993
2021-06-15,24.61656
2021-06-16,26.84049
2021-06-17,27.53067
2021-06-18,20.39877
2021-06-19,15.03067
2021-06-20,13.95705
2021-06-21,30.82822
