date,퇴직연금연말정산
2020-11-06,2.85248
2020-11-07,0.65199
2020-11-08,1.38549
2020-11-09,2.44498
2020-11-10,3.25998
2020-11-11,3.17848
2020-11-12,3.66748
2020-11-13,2.60798
2020-11-14,1.05949
2020-11-15,1.95599
2020-11-16,3.17848
2020-11-17,3.25998
2020-11-18,3.83048
2020-11-19,2.77098
2020-11-20,4.72697
2020-11-21,1.05949
2020-11-22,1.46699
2020-11-23,6.43846
2020-11-24,6.03096
2020-11-25,6.84596
2020-11-26,7.09046
2020-11-27,9.20945
2020-11-28,3.74898
2020-11-29,4.88997
2020-11-30,8.39445
2020-12-01,8.39445
2020-12-02,7.90546
2020-12-03,8.06845
2020-12-04,4.97147
2020-12-05,3.25998
2020-12-06,4.07497
2020-12-07,7.74246
2020-12-08,7.09046
2020-12-09,13.20293
2020-12-10,16.78891
2020-12-11,12.87693
2020-12-12,5.70497
2020-12-13,4.88997
2020-12-14,9.29095
2020-12-15,10.83944
2020-12-16,6.51996
2020-12-17,7.74246
2020-12-18,4.80847
2020-12-19,2.44498
2020-12-20,3.09698
2020-12-21,8.55745
2020-12-22,10.43194
2020-12-23,14.26242
2020-12-24,16.21841
2020-12-25,8.55745
2020-12-26,7.41646
2020-12-27,8.06845
2020-12-28,20.53789
2020-12-29,22.49388
2020-12-30,24.12387
2020-12-31,19.4784
2021-01-01,1.79299
2021-01-02,2.68948
2021-01-03,2.68948
2021-01-04,4.15647
2021-01-05,3.91198
2021-01-06,5.78647
2021-01-07,3.66748
2021-01-08,4.15647
2021-01-09,1.62999
2021-01-10,2.60798
2021-01-11,6.19396
2021-01-12,6.51996
2021-01-13,6.68296
2021-01-14,11.57294
2021-01-15,38.3863
2021-01-16,22.81988
2021-01-17,26.65036
2021-01-18,85.00407
2021-01-19,91.27954
2021-01-20,100.0
2021-01-21,97.14751
2021-01-22,80.11409
2021-01-23,38.1418
2021-01-24,33.33333
2021-01-25,75.95762
2021-01-26,66.82966
2021-01-27,58.5982
2021-01-28,48.16625
2021-01-29,35.61532
2021-01-30,13.52893
2021-01-31,13.77343
2021-02-01,33.65933
2021-02-02,32.68133
2021-02-03,27.54686
2021-02-04,27.38386
2021-02-05,22.90138
2021-02-06,12.30643
2021-02-07,12.06193
2021-02-08,25.50937
2021-02-09,23.79788
2021-02-10,21.18989
2021-02-11,7.17196
2021-02-12,6.60146
2021-02-13,7.82396
2021-02-14,7.33496
2021-02-15,22.81988
2021-02-16,27.62836
2021-02-17,28.93235
2021-02-18,23.22738
2021-02-19,23.14588
2021-02-20,10.02444
2021-02-21,6.76446
2021-02-22,19.7229
2021-02-23,22.24938
2021-02-24,15.24042
2021-02-25,16.29991
2021-02-26,14.09942
2021-02-27,6.03096
2021-02-28,4.88997
2021-03-01,6.19396
2021-03-02,9.53545
2021-03-03,10.18744
2021-03-04,9.94295
2021-03-05,8.47595
2021-03-06,3.91198
2021-03-07,4.40097
2021-03-08,8.39445
2021-03-09,7.98696
2021-03-10,7.33496
2021-03-11,3.74898
2021-03-12,4.97147
2021-03-13,2.03748
2021-03-14,1.95599
2021-03-15,6.27546
2021-03-16,4.64547
2021-03-17,5.86797
2021-03-18,4.56397
2021-03-19,3.91198
2021-03-20,3.34148
2021-03-21,2.60798
2021-03-22,4.15647
2021-03-23,4.07497
2021-03-24,5.13447
2021-03-25,3.42298
2021-03-26,4.07497
2021-03-27,2.03748
2021-03-28,1.95599
2021-03-29,3.91198
2021-03-30,3.42298
2021-03-31,3.01548
2021-04-01,2.20048
2021-04-02,1.38549
2021-04-03,1.71149
2021-04-04,0.81499
2021-04-05,3.17848
2021-04-06,3.09698
2021-04-07,2.60798
2021-04-08,1.95599
2021-04-09,1.71149
2021-04-10,1.05949
2021-04-11,0.81499
2021-04-12,1.87449
2021-04-13,2.68948
2021-04-14,2.44498
2021-04-15,1.79299
2021-04-16,2.44498
2021-04-17,0.73349
2021-04-18,0.89649
2021-04-19,3.42298
2021-04-20,2.28198
2021-04-21,2.93398
2021-04-22,1.87449
2021-04-23,1.71149
2021-04-24,0.65199
2021-04-26,0.89649
2021-04-27,1.79299
2021-04-28,1.79299
2021-04-29,1.54849
2021-04-30,1.71149
2021-05-01,0.97799
2021-05-02,0.97799
2021-05-03,2.11898
2021-05-04,2.36348
2021-05-05,0.65199
2021-05-06,2.44498
2021-05-07,2.28198
2021-05-08,0.81499
2021-05-09,0.97799
2021-05-10,2.11898
2021-05-11,2.60798
2021-05-12,2.77098
2021-05-13,2.68948
2021-05-14,2.11898
2021-05-16,1.62999
2021-05-17,3.01548
2021-05-18,2.03748
2021-05-19,0.73349
2021-05-20,2.44498
2021-05-21,2.44498
2021-05-22,0.57049
2021-05-23,1.54849
2021-05-24,3.01548
2021-05-25,3.34148
2021-05-26,3.83048
2021-05-27,2.03748
2021-05-28,2.77098
2021-05-29,1.05949
2021-05-30,0.65199
2021-05-31,2.20048
2021-06-01,1.95599
2021-06-02,1.79299
2021-06-03,1.62999
2021-06-04,1.71149
2021-06-06,0.48899
2021-06-07,1.30399
2021-06-08,1.71149
2021-06-09,1.87449
2021-06-10,1.62999
2021-06-11,2.03748
2021-06-12,1.22249
2021-06-13,1.22249
2021-06-14,1.30399
2021-06-15,3.25998
2021-06-16,1.46699
2021-06-17,1.95599
2021-06-18,1.14099
2021-06-19,1.14099
2021-06-21,1.05949
2021-06-22,2.93398
2021-06-23,2.93398
2021-06-24,2.20048
2021-06-25,1.79299
2021-06-26,0.89649
2021-06-27,0.57049
2021-06-28,2.28198
2021-06-29,2.52648
2021-06-30,1.62999
2021-07-01,2.85248
2021-07-02,1.46699
2021-07-03,1.30399
2021-07-04,0.97799
2021-07-05,2.44498
2021-07-06,3.09698
2021-07-07,2.68948
2021-07-08,2.03748
2021-07-09,1.62999
2021-07-10,0.81499
2021-07-11,0.65199
2021-07-12,1.54849
2021-07-13,2.28198
2021-07-14,1.79299
2021-07-15,1.38549
2021-07-16,2.11898
2021-07-18,1.05949
2021-07-19,2.44498
2021-07-20,1.22249
2021-07-21,2.44498
2021-07-22,1.46699
2021-07-23,2.03748
2021-07-24,0.57049
2021-07-25,0.81499
2021-07-26,2.44498
2021-07-27,2.20048
2021-07-28,1.30399
2021-07-29,1.30399
2021-07-30,1.46699
2021-08-01,0.97799
2021-08-02,1.54849
2021-08-03,1.54849
2021-08-04,1.38549
2021-08-05,2.36348
2021-08-06,1.62999
2021-08-08,1.30399
2021-08-09,1.71149
2021-08-10,1.79299
2021-08-11,1.46699
2021-08-12,1.30399
2021-08-13,1.87449
2021-08-14,1.46699
2021-08-15,0.57049
2021-08-16,0.48899
2021-08-17,2.36348
2021-08-18,2.11898
2021-08-19,2.20048
2021-08-20,1.62999
2021-08-21,0.57049
2021-08-22,0.89649
2021-08-23,2.44498
2021-08-24,1.14099
2021-08-25,2.68948
2021-08-26,3.01548
2021-08-27,2.77098
2021-08-28,0.81499
2021-08-29,1.22249
2021-08-30,1.22249
2021-08-31,2.60798
2021-09-01,2.03748
2021-09-02,1.62999
2021-09-03,1.38549
2021-09-04,0.97799
2021-09-05,0.40749
2021-09-06,1.46699
2021-09-07,3.34148
2021-09-08,2.52648
2021-09-09,1.71149
2021-09-10,1.22249
2021-09-11,0.65199
2021-09-12,0.89649
2021-09-13,2.52648
2021-09-14,1.71149
2021-09-15,2.68948
2021-09-16,2.77098
2021-09-17,2.44498
2021-09-18,1.54849
2021-09-19,1.14099
2021-09-20,1.22249
2021-09-21,0.73349
2021-09-22,0.97799
2021-09-23,3.99348
2021-09-24,3.42298
2021-09-25,1.79299
2021-09-26,1.14099
2021-09-27,3.17848
2021-09-28,2.60798
2021-09-29,1.95599
2021-09-30,2.20048
2021-10-01,2.52648
2021-10-02,0.40749
2021-10-03,1.30399
2021-10-04,0.81499
2021-10-05,2.11898
2021-10-06,2.28198
2021-10-07,2.60798
2021-10-08,2.11898
2021-10-09,1.14099
2021-10-10,0.65199
2021-10-11,0.81499
2021-10-12,2.77098
2021-10-13,2.44498
2021-10-14,2.11898
2021-10-15,2.20048
2021-10-16,0.48899
2021-10-17,0.97799
2021-10-18,1.87449
2021-10-19,2.52648
2021-10-20,2.93398
2021-10-21,3.09698
2021-10-22,2.93398
2021-10-23,0.65199
2021-10-24,1.30399
2021-10-25,3.66748
2021-10-26,3.50448
2021-10-27,3.83048
2021-10-28,4.23797
2021-10-29,3.42298
2021-10-30,1.62999
2021-10-31,1.79299
2021-11-01,4.31947
2021-11-02,4.64547
2021-11-03,3.91198
2021-11-04,4.15647
2021-11-05,3.91198
2021-11-06,1.71149
2021-11-07,0.97799
2021-11-08,3.01548
2021-11-09,4.56397
2021-11-10,4.64547
2021-11-11,4.64547
2021-11-12,3.74898
2021-11-13,2.77098
2021-11-14,2.20048
2021-11-15,4.48247
2021-11-16,6.03096
2021-11-17,4.48247
2021-11-18,4.40097
2021-11-19,5.21597
2021-11-20,1.79299
2021-11-21,1.46699
2021-11-22,4.80847
2021-11-23,4.80847
2021-11-24,5.37897
2021-11-25,5.78647
2021-11-26,4.64547
2021-11-27,1.30399
2021-11-28,2.03748
2021-11-29,4.88997
2021-11-30,5.05297
2021-12-01,6.27546
2021-12-02,4.64547
2021-12-03,5.37897
2021-12-04,2.60798
2021-12-05,3.09698
2021-12-06,7.33496
2021-12-07,10.43194
2021-12-08,8.88345
2021-12-09,8.23145
2021-12-10,7.41646
2021-12-11,3.17848
2021-12-12,5.70497
2021-12-13,8.55745
2021-12-14,8.39445
2021-12-15,10.26894
2021-12-16,6.68296
2021-12-17,6.35696
2021-12-18,3.58598
2021-12-19,3.66748
2021-12-20,10.59494
2021-12-21,12.30643
2021-12-22,8.06845
2021-12-23,9.12795
2021-12-24,12.95843
2021-12-25,5.86797
2021-12-26,7.41646
2021-12-27,16.78891
2021-12-28,15.97392
2021-12-29,17.03341
2021-12-30,19.8859
2021-12-31,21.35289
2022-01-01,3.17848
2022-01-02,3.25998
2022-01-03,5.86797
2022-01-04,4.31947
2022-01-05,6.51996
2022-01-06,5.70497
2022-01-07,5.05297
2022-01-08,1.79299
2022-01-09,2.20048
2022-01-10,5.62347
2022-01-11,4.88997
2022-01-12,5.86797
2022-01-13,6.35696
2022-01-14,7.25346
2022-01-15,15.32192
2022-01-16,10.26894
2022-01-17,42.95028
2022-01-18,55.33822
2022-01-19,44.66177
2022-01-20,51.50774
2022-01-21,46.29176
2022-01-22,18.2559
2022-01-23,17.68541
2022-01-24,53.62673
2022-01-25,51.01874
2022-01-26,39.9348
2022-01-27,35.77832
2022-01-28,26.89486
2022-01-29,9.61695
2022-01-30,10.51344
2022-01-31,5.46047
2022-02-01,7.41646
2022-02-02,9.37245
2022-02-03,30.39934
2022-02-04,25.42787
2022-02-05,9.12795
2022-02-06,8.88345
2022-02-07,26.24286
2022-02-08,24.53137
2022-02-09,25.10187
2022-02-10,32.51833
2022-02-11,30.07334
2022-02-12,11.73594
2022-02-13,9.37245
2022-02-14,29.01385
2022-02-15,31.45884
2022-02-16,32.68133
2022-02-17,31.29584
2022-02-18,28.11735
2022-02-19,11.73594
2022-02-20,7.66096
2022-02-21,27.30236
2022-02-22,30.64384
2022-02-23,22.49388
2022-02-24,21.02689
2022-02-25,24.69437
2022-02-26,15.07742
2022-02-27,7.57946
2022-02-28,17.27791
2022-03-01,6.84596
2022-03-02,15.32192
2022-03-03,13.44743
2022-03-04,13.52893
2022-03-05,6.68296
2022-03-06,4.64547
2022-03-07,10.59494
2022-03-08,10.26894
2022-03-09,4.15647
2022-03-10,12.06193
2022-03-11,8.47595
2022-03-12,4.64547
2022-03-13,5.05297
2022-03-14,6.19396
2022-03-15,7.90546
2022-03-16,7.09046
2022-03-17,6.19396
2022-03-18,5.37897
2022-03-19,3.91198
2022-03-20,2.93398
2022-03-21,7.09046
2022-03-22,5.54197
2022-03-23,5.29747
2022-03-24,5.21597
2022-03-25,5.46047
2022-03-26,2.11898
2022-03-27,2.36348
2022-03-28,3.83048
2022-03-29,4.72697
2022-03-30,4.72697
2022-03-31,4.56397
2022-04-01,3.99348
2022-04-02,1.71149
2022-04-03,1.54849
2022-04-04,3.74898
2022-04-05,5.70497
2022-04-06,4.80847
2022-04-07,3.58598
2022-04-08,3.17848
2022-04-09,0.97799
2022-04-10,1.62999
2022-04-11,2.93398
2022-04-12,3.17848
2022-04-13,3.34148
2022-04-14,3.25998
2022-04-15,3.50448
2022-04-16,0.81499
2022-04-17,1.62999
2022-04-18,2.60798
2022-04-19,1.62999
2022-04-20,1.79299
2022-04-21,1.62999
2022-04-22,2.36348
2022-04-23,2.03748
2022-04-24,1.14099
2022-04-25,2.52648
2022-04-26,2.52648
2022-04-27,2.44498
2022-04-28,2.11898
2022-04-29,0.97799
2022-04-30,1.05949
2022-05-01,1.05949
2022-05-02,4.97147
2022-05-03,3.34148
2022-05-04,4.07497
2022-05-05,0.97799
2022-05-06,3.09698
2022-05-07,1.62999
2022-05-08,1.87449
2022-05-09,2.60798
2022-05-10,3.50448
2022-05-11,3.42298
2022-05-12,3.17848
2022-05-13,2.36348
2022-05-14,1.38549
2022-05-15,0.73349
2022-05-16,2.77098
2022-05-17,2.93398
2022-05-18,2.20048
2022-05-19,3.01548
2022-05-20,2.93398
2022-05-21,1.05949
2022-05-22,1.54849
2022-05-23,3.58598
2022-05-24,2.36348
2022-05-25,3.74898
2022-05-26,3.09698
2022-05-27,3.17848
2022-05-28,1.30399
2022-05-29,1.05949
2022-05-30,3.34148
2022-05-31,2.28198
2022-06-01,1.05949
2022-06-02,1.46699
2022-06-03,1.79299
2022-06-04,1.14099
2022-06-05,0.73349
2022-06-06,1.14099
2022-06-07,1.71149
2022-06-08,1.95599
2022-06-09,1.79299
2022-06-10,1.46699
2022-06-11,0.57049
2022-06-12,0.65199
2022-06-13,2.36348
2022-06-14,2.28198
2022-06-15,2.11898
2022-06-16,2.28198
2022-06-17,2.52648
2022-06-18,1.14099
2022-06-19,1.30399
2022-06-20,2.11898
2022-06-21,1.54849
2022-06-22,1.95599
2022-06-23,2.20048
2022-06-24,1.62999
2022-06-25,1.14099
2022-06-26,0.57049
2022-06-27,1.62999
2022-06-28,1.54849
2022-06-29,2.03748
2022-06-30,1.14099
2022-07-01,2.28198
2022-07-02,0.48899
2022-07-03,0.97799
2022-07-04,1.22249
2022-07-05,2.36348
2022-07-06,2.28198
2022-07-07,1.30399
2022-07-08,1.38549
2022-07-09,0.57049
2022-07-10,1.46699
2022-07-11,1.79299
2022-07-12,1.46699
2022-07-13,1.22249
2022-07-14,1.79299
2022-07-15,1.46699
2022-07-16,0.73349
2022-07-17,0.81499
2022-07-18,2.03748
2022-07-19,1.46699
2022-07-20,1.38549
2022-07-21,2.11898
2022-07-22,2.52648
2022-07-23,0.97799
2022-07-24,1.22249
2022-07-25,2.85248
2022-07-26,2.11898
2022-07-27,2.28198
2022-07-28,2.36348
2022-07-29,1.71149
2022-07-30,0.65199
2022-07-31,0.73349
2022-08-01,2.68948
2022-08-02,2.28198
2022-08-03,1.62999
2022-08-04,1.95599
2022-08-05,2.68948
2022-08-06,0.81499
2022-08-08,1.79299
2022-08-09,1.38549
2022-08-10,1.95599
2022-08-11,2.60798
2022-08-12,1.54849
2022-08-13,0.89649
2022-08-14,0.40749
2022-08-15,0.57049
2022-08-16,1.95599
2022-08-17,2.03748
2022-08-18,1.62999
2022-08-19,2.20048
2022-08-20,0.73349
2022-08-21,0.97799
2022-08-22,2.20048
2022-08-23,2.93398
2022-08-24,2.11898
2022-08-25,2.60798
2022-08-26,2.44498
2022-08-28,1.22249
2022-08-29,1.87449
2022-08-30,1.54849
2022-08-31,2.28198
2022-09-01,1.62999
2022-09-02,2.28198
2022-09-03,0.89649
2022-09-04,1.22249
2022-09-05,3.01548
2022-09-06,2.03748
2022-09-07,1.14099
2022-09-08,2.11898
2022-09-10,0.81499
2022-09-11,1.38549
2022-09-12,1.38549
2022-09-13,3.50448
2022-09-14,3.01548
2022-09-15,2.20048
2022-09-16,1.95599
2022-09-17,0.89649
2022-09-18,1.30399
2022-09-19,2.20048
2022-09-20,2.28198
2022-09-21,2.60798
2022-09-22,2.52648
2022-09-23,2.36348
2022-09-24,0.73349
2022-09-25,1.30399
2022-09-26,2.85248
2022-09-27,3.74898
2022-09-28,3.58598
2022-09-29,1.62999
2022-09-30,2.36348
2022-10-01,0.65199
2022-10-02,1.14099
2022-10-03,1.54849
2022-10-04,2.52648
2022-10-05,2.36348
2022-10-06,3.58598
2022-10-07,2.93398
2022-10-08,1.38549
2022-10-09,0.89649
2022-10-10,1.14099
2022-10-11,3.66748
2022-10-12,3.09698
2022-10-13,2.68948
2022-10-14,3.42298
2022-10-15,0.97799
2022-10-16,1.54849
2022-10-17,2.44498
2022-10-18,3.25998
2022-10-19,3.74898
2022-10-20,2.85248
2022-10-21,3.42298
2022-10-22,1.38549
2022-10-23,2.20048
2022-10-24,3.42298
2022-10-25,4.15647
2022-10-26,4.40097
2022-10-27,4.64547
2022-10-28,3.42298
2022-10-29,1.79299
2022-10-30,0.73349
2022-10-31,5.46047
2022-11-01,4.31947
2022-11-02,5.21597
2022-11-03,4.48247
2022-11-04,5.37897
2022-11-05,3.01548
2022-11-06,3.17848
2022-11-07,6.03096
2022-11-08,7.33496
2022-11-09,5.62347
2022-11-10,4.88997
2022-11-11,5.05297
2022-11-12,3.74898
2022-11-13,1.95599
2022-11-14,5.78647
2022-11-15,6.27546
2022-11-16,6.11246
2022-11-17,6.27546
2022-11-18,5.21597
2022-11-19,1.54849
2022-11-20,5.21597
2022-11-21,6.76446
2022-11-22,5.29747
2022-11-23,7.82396
2022-11-24,5.62347
2022-11-25,7.25346
2022-11-26,4.48247
2022-11-27,3.74898
2022-11-28,6.51996
2022-11-29,8.55745
2022-11-30,11.00244
2022-12-01,9.45395
2022-12-02,7.25346
2022-12-03,4.56397
2022-12-04,6.27546
2022-12-05,13.77343
2022-12-06,14.26242
2022-12-07,12.79543
2022-12-08,12.46943
2022-12-09,13.12143
2022-12-10,4.88997
2022-12-11,6.76446
2022-12-12,14.75142
2022-12-13,12.95843
2022-12-14,12.71393
2022-12-15,12.14343
2022-12-16,10.59494
2022-12-17,5.05297
2022-12-18,6.35696
2022-12-19,14.26242
2022-12-20,15.15892
2022-12-21,15.15892
2022-12-22,16.62591
2022-12-23,17.84841
2022-12-24,5.86797
2022-12-25,6.76446
2022-12-26,19.7229
2022-12-27,22.49388
2022-12-28,21.67889
2022-12-29,23.39038
2022-12-30,29.91035
2022-12-31,9.12795
2023-01-01,3.50448
2023-01-02,7.49796
2023-01-03,8.23145
2023-01-04,7.41646
2023-01-05,7.98696
2023-01-06,5.86797
2023-01-07,4.31947
2023-01-08,3.17848
2023-01-09,8.47595
2023-01-10,8.14995
2023-01-11,9.86145
2023-01-12,8.72045
2023-01-13,8.96495
2023-01-14,6.19396
2023-01-15,19.8044
2023-01-16,58.1907
2023-01-17,62.91768
2023-01-18,72.20863
2023-01-19,58.1907
2023-01-20,49.87775
2023-01-21,14.34392
2023-01-22,12.79543
2023-01-23,15.48492
2023-01-24,21.27139
2023-01-25,74.65362
2023-01-26,71.47514
2023-01-27,51.18174
2023-01-28,19.8044
2023-01-29,15.89242
2023-01-30,47.51426
2023-01-31,40.83129
2023-02-01,33.08883
2023-02-02,32.68133
2023-02-03,31.45884
2023-02-04,10.02444
2023-02-05,11.89894
2023-02-06,27.54686
2023-02-07,29.33985
2023-02-08,33.00733
2023-02-09,34.47432
2023-02-10,26.40586
2023-02-11,12.87693
2023-02-12,9.20945
2023-02-13,35.20782
2023-02-14,35.12632
2023-02-15,34.47432
2023-02-16,32.76283
2023-02-17,30.64384
2023-02-18,11.89894
2023-02-19,11.24694
2023-02-20,33.65933
2023-02-21,36.02281
2023-02-22,29.82885
2023-02-23,29.17685
2023-02-24,20.94539
2023-02-25,10.67644
2023-02-26,7.74246
2023-02-27,19.3154
2023-02-28,19.4784
2023-03-01,11.40994
2023-03-02,14.91442
2023-03-03,15.24042
2023-03-04,6.60146
2023-03-05,6.92746
2023-03-06,12.87693
2023-03-07,10.59494
2023-03-08,12.22493
2023-03-09,11.89894
2023-03-10,11.49144
2023-03-11,5.21597
2023-03-12,4.15647
2023-03-13,8.72045
2023-03-14,9.04645
2023-03-15,8.63895
2023-03-16,6.84596
2023-03-17,7.98696
2023-03-18,3.09698
2023-03-19,3.17848
2023-03-20,6.76446
2023-03-21,7.98696
2023-03-22,5.54197
2023-03-23,5.94947
2023-03-24,6.19396
2023-03-25,3.58598
2023-03-26,2.60798
2023-03-27,4.64547
2023-03-28,4.97147
2023-03-29,4.40097
2023-03-30,3.99348
2023-03-31,5.05297
2023-04-01,1.87449
2023-04-02,1.62999
2023-04-03,3.74898
2023-04-04,3.42298
2023-04-05,5.70497
2023-04-06,4.56397
2023-04-07,3.66748
2023-04-08,1.79299
2023-04-09,1.05949
2023-04-10,2.93398
2023-04-11,3.34148
2023-04-12,2.20048
2023-04-13,1.95599
2023-04-14,1.95599
2023-04-15,0.65199
2023-04-16,0.81499
2023-04-17,2.44498
2023-04-18,3.09698
2023-04-19,3.25998
2023-04-20,1.95599
2023-04-21,2.44498
2023-04-22,0.81499
2023-04-23,1.22249
2023-04-24,2.28198
2023-04-25,3.34148
2023-04-26,3.42298
2023-04-27,3.17848
2023-04-28,3.09698
2023-04-29,1.14099
2023-04-30,0.97799
2023-05-01,3.34148
2023-05-02,3.91198
2023-05-03,4.31947
2023-05-04,3.91198
2023-05-05,3.17848
2023-05-06,2.44498
2023-05-07,1.62999
2023-05-08,4.23797
2023-05-09,4.23797
2023-05-10,3.42298
2023-05-11,4.40097
2023-05-12,3.50448
2023-05-13,2.03748
2023-05-14,1.38549
2023-05-15,3.34148
2023-05-16,4.48247
2023-05-17,2.20048
2023-05-18,4.31947
2023-05-19,3.17848
2023-05-20,1.22249
2023-05-21,1.87449
2023-05-22,4.15647
2023-05-23,3.50448
2023-05-24,2.85248
2023-05-25,3.66748
2023-05-26,3.25998
2023-05-27,1.62999
2023-05-28,1.14099
2023-05-29,2.68948
2023-05-30,3.66748
2023-05-31,5.05297
2023-06-01,2.28198
2023-06-02,3.09698
2023-06-03,0.65199
2023-06-04,1.05949
2023-06-05,3.42298
2023-06-06,1.30399
2023-06-07,3.34148
2023-06-08,2.20048
2023-06-09,2.36348
2023-06-10,0.57049
2023-06-11,0.81499
2023-06-12,2.93398
2023-06-13,3.09698
2023-06-14,2.52648
2023-06-15,2.28198
2023-06-16,3.09698
2023-06-17,0.48899
2023-06-18,1.30399
2023-06-19,2.44498
2023-06-20,2.44498
2023-06-21,3.58598
2023-06-22,2.52648
2023-06-23,3.34148
2023-06-24,1.14099
2023-06-25,1.46699
2023-06-26,2.68948
2023-06-27,3.66748
2023-06-28,2.85248
2023-06-29,2.68948
2023-06-30,3.58598
2023-07-01,1.14099
2023-07-02,0.89649
2023-07-03,2.36348
2023-07-04,5.54197
2023-07-05,3.17848
2023-07-06,3.09698
2023-07-07,1.79299
2023-07-08,1.05949
2023-07-09,0.81499
2023-07-10,3.34148
2023-07-11,2.60798
2023-07-12,3.01548
2023-07-13,2.68948
2023-07-14,2.44498
2023-07-15,0.89649
2023-07-16,1.14099
2023-07-17,2.36348
