date,퇴직금IRP
2023-05-15,26.95924
2023-05-16,28.21316
2023-05-17,26.48902
2023-05-18,22.41379
2023-05-19,19.27899
2023-05-20,5.95611
2023-05-21,7.21003
2023-05-22,26.33228
2023-05-23,25.07836
2023-05-24,24.29467
2023-05-25,23.04075
2023-05-26,23.04075
2023-05-27,6.42633
2023-05-28,5.64263
2023-05-29,7.83699
2023-05-30,30.721
2023-05-31,33.69905
2023-06-01,25.70532
2023-06-02,28.3699
2023-06-03,6.89655
2023-06-04,7.99373
2023-06-05,26.0188
2023-06-06,8.46394
2023-06-07,29.9373
2023-06-08,28.99686
2023-06-09,25.86206
2023-06-10,9.40438
2023-06-11,7.99373
2023-06-12,35.42319
2023-06-13,29.1536
2023-06-14,28.05642
2023-06-15,26.0188
2023-06-16,24.76489
2023-06-17,9.56112
2023-06-18,10.34482
2023-06-19,26.48902
2023-06-20,31.19122
2023-06-21,24.13793
2023-06-22,28.21316
2023-06-23,23.98119
2023-06-24,8.30721
2023-06-25,6.89655
2023-06-26,28.21316
2023-06-27,30.09404
2023-06-28,26.33228
2023-06-29,25.54858
2023-06-30,29.1536
2023-07-01,5.79937
2023-07-02,7.05329
2023-07-03,26.48902
2023-07-04,28.3699
2023-07-05,28.3699
2023-07-06,31.19122
2023-07-07,24.13793
2023-07-08,7.05329
2023-07-09,7.68025
2023-07-10,33.54231
2023-07-11,26.0188
2023-07-12,28.52664
2023-07-13,26.17554
2023-07-14,22.88401
2023-07-15,7.83699
2023-07-16,6.11285
2023-07-17,26.48902
2023-07-18,21.78683
2023-07-19,22.88401
2023-07-20,19.27899
2023-07-21,18.18181
2023-07-22,5.48589
2023-07-23,7.68025
2023-07-24,25.2351
2023-07-25,25.70532
2023-07-26,20.68965
2023-07-27,24.45141
2023-07-28,18.49529
2023-07-29,5.64263
2023-07-30,9.24764
2023-07-31,26.8025
2023-08-01,22.41379
2023-08-02,21.78683
2023-08-03,19.90595
2023-08-04,17.71159
2023-08-05,7.05329
2023-08-06,8.30721
2023-08-07,23.35423
2023-08-08,24.76489
2023-08-09,19.43573
2023-08-10,27.89968
2023-08-11,22.41379
2023-08-12,7.21003
2023-08-13,8.77742
2023-08-14,20.53291
2023-08-15,9.8746
2023-08-16,23.35423
2023-08-17,23.66771
2023-08-18,17.39811
2023-08-19,5.64263
2023-08-20,6.58307
2023-08-21,24.76489
2023-08-22,21.78683
2023-08-23,23.04075
2023-08-24,18.80877
2023-08-25,21.00313
2023-08-26,8.15047
2023-08-27,4.07523
2023-08-28,26.64576
2023-08-29,28.05642
2023-08-30,27.42946
2023-08-31,28.05642
2023-09-01,20.84639
2023-09-02,5.48589
2023-09-03,4.70219
2023-09-04,25.54858
2023-09-05,27.89968
2023-09-06,25.86206
2023-09-07,22.57053
2023-09-08,27.42946
2023-09-09,8.62068
2023-09-10,7.36677
2023-09-11,24.45141
2023-09-12,25.70532
2023-09-13,27.74294
2023-09-14,22.88401
2023-09-15,21.94357
2023-09-16,8.62068
2023-09-17,4.85893
2023-09-18,24.92163
2023-09-19,23.04075
2023-09-20,23.19749
2023-09-21,20.21943
2023-09-22,17.86833
2023-09-23,5.32915
2023-09-24,4.07523
2023-09-25,22.88401
2023-09-26,19.43573
2023-09-27,23.51097
2023-09-28,6.26959
2023-09-29,3.29153
2023-09-30,4.07523
2023-10-01,3.91849
2023-10-02,4.38871
2023-10-03,6.58307
2023-10-04,23.19749
2023-10-05,26.0188
2023-10-06,25.70532
2023-10-07,5.17241
2023-10-08,6.42633
2023-10-09,5.48589
2023-10-10,31.81818
2023-10-11,27.27272
2023-10-12,26.64576
2023-10-13,25.07836
2023-10-14,5.01567
2023-10-15,6.58307
2023-10-16,26.64576
2023-10-17,29.1536
2023-10-18,22.57053
2023-10-19,21.00313
2023-10-20,18.96551
2023-10-21,7.52351
2023-10-22,5.64263
2023-10-23,22.25705
2023-10-24,23.51097
2023-10-25,22.41379
2023-10-26,21.31661
2023-10-27,17.55485
2023-10-28,5.64263
2023-10-29,7.83699
2023-10-30,25.54858
2023-10-31,28.52664
2023-11-01,20.53291
2023-11-02,24.60815
2023-11-03,18.33855
2023-11-04,4.38871
2023-11-05,5.95611
2023-11-06,24.13793
2023-11-07,21.15987
2023-11-08,24.13793
2023-11-09,21.31661
2023-11-10,23.98119
2023-11-11,5.48589
2023-11-12,5.48589
2023-11-13,24.45141
2023-11-14,25.2351
2023-11-15,23.35423
2023-11-16,25.39184
2023-11-17,27.42946
2023-11-18,4.85893
2023-11-19,8.30721
2023-11-20,20.68965
2023-11-21,23.98119
2023-11-22,21.00313
2023-11-23,18.02507
2023-11-24,17.55485
2023-11-25,7.83699
2023-11-26,8.62068
2023-11-27,20.68965
2023-11-28,29.31034
2023-11-29,25.39184
2023-11-30,30.40752
2023-12-01,23.98119
2023-12-02,9.40438
2023-12-03,7.36677
2023-12-04,25.86206
2023-12-05,35.10971
2023-12-06,27.42946
2023-12-07,29.78056
2023-12-08,28.52664
2023-12-09,8.77742
2023-12-10,10.03134
2023-12-11,26.64576
2023-12-12,32.60188
2023-12-13,28.21316
2023-12-14,32.91536
2023-12-15,32.60188
2023-12-16,9.0909
2023-12-17,4.70219
2023-12-18,29.1536
2023-12-19,28.3699
2023-12-20,33.22884
2023-12-21,26.17554
2023-12-22,29.62382
2023-12-23,10.18808
2023-12-24,8.93416
2023-12-25,11.12852
2023-12-26,36.52037
2023-12-27,39.81191
2023-12-28,37.93103
2023-12-29,33.22884
2023-12-30,9.8746
2023-12-31,12.2257
2024-01-01,13.63636
2024-01-02,47.6489
2024-01-03,44.35736
2024-01-04,44.04388
2024-01-05,44.04388
2024-01-06,15.67398
2024-01-07,12.69592
2024-01-08,40.12539
2024-01-09,40.59561
2024-01-10,49.2163
2024-01-11,40.12539
2024-01-12,44.5141
2024-01-13,12.69592
2024-01-14,16.61442
2024-01-15,49.2163
2024-01-16,46.39498
2024-01-17,42.00626
2024-01-18,34.16927
2024-01-19,32.75862
2024-01-20,11.28526
2024-01-21,14.5768
2024-01-22,39.65517
2024-01-23,32.75862
2024-01-24,42.00626
2024-01-25,36.52037
2024-01-26,31.81818
2024-01-27,13.32288
2024-01-28,13.32288
2024-01-29,39.81191
2024-01-30,39.81191
2024-01-31,51.09717
2024-02-01,43.88714
2024-02-02,36.52037
2024-02-03,15.04702
2024-02-04,16.92789
2024-02-05,44.67084
2024-02-06,45.92476
2024-02-07,41.53605
2024-02-08,34.48275
2024-02-09,12.53918
2024-02-10,11.91222
2024-02-11,9.71786
2024-02-12,14.26332
2024-02-13,58.15047
2024-02-14,54.54545
2024-02-15,55.32915
2024-02-16,49.37304
2024-02-17,16.61442
2024-02-18,15.20376
2024-02-19,51.88087
2024-02-20,46.55172
2024-02-21,53.76175
2024-02-22,49.68652
2024-02-23,48.27586
2024-02-24,21.00313
2024-02-25,20.21943
2024-02-26,52.35109
2024-02-27,56.42633
2024-02-28,57.05329
2024-02-29,58.93416
2024-03-01,22.88401
2024-03-02,17.08463
2024-03-03,16.45768
2024-03-04,60.97178
2024-03-05,66.61442
2024-03-06,57.05329
2024-03-07,59.56112
2024-03-08,50.47021
2024-03-09,18.33855
2024-03-10,20.06269
2024-03-11,63.94984
2024-03-12,61.75548
2024-03-13,57.99373
2024-03-14,54.23197
2024-03-15,54.23197
2024-03-16,14.5768
2024-03-17,13.47962
2024-03-18,48.11912
2024-03-19,48.90282
2024-03-20,44.82758
