date,VI발동
2020-08-17,1.75038
2020-08-18,18.8814
2020-08-19,17.36923
2020-08-20,16.91351
2020-08-21,21.22216
2020-08-22,2.24754
2020-08-23,1.76074
2020-08-24,17.54531
2020-08-25,17.14137
2020-08-26,18.8089
2020-08-27,27.27084
2020-08-28,21.71931
2020-08-29,2.44432
2020-08-30,2.58933
2020-08-31,15.63956
2020-09-01,15.79492
2020-09-02,14.55204
2020-09-03,13.48524
2020-09-04,21.38788
2020-09-05,2.08182
2020-09-06,2.11289
2020-09-07,14.68669
2020-09-08,17.07923
2020-09-09,16.14707
2020-09-10,15.74313
2020-09-11,7.40548
2020-09-12,0.66286
2020-09-13,0.85965
2020-09-14,3.16934
2020-09-15,3.41791
2020-09-16,3.10719
2020-09-17,3.67685
2020-09-18,2.37182
2020-09-19,0.49715
2020-09-20,0.25893
2020-09-21,2.22682
2020-09-22,2.22682
2020-09-23,2.63076
2020-09-24,4.13257
2020-09-25,4.78508
2020-09-26,0.49715
2020-09-27,0.18643
2020-09-28,1.92646
2020-09-29,1.82288
2020-09-30,0.2175
2020-10-01,0.08285
2020-10-02,0.15535
2020-10-03,0.13464
2020-10-04,0.17607
2020-10-05,1.41895
2020-10-06,1.97824
2020-10-07,1.68824
2020-10-08,2.43397
2020-10-09,0.24857
2020-10-10,0.09321
2020-10-11,0.15535
2020-10-12,1.67788
2020-10-13,1.83324
2020-10-14,1.70895
2020-10-15,3.90471
2020-10-16,2.01967
2020-10-17,0.08285
2020-10-18,0.13464
2020-10-19,1.64681
2020-10-20,1.74003
2020-10-21,1.17037
2020-10-22,1.2843
2020-10-23,1.29466
2020-10-25,0.08285
2020-10-26,1.71931
2020-10-27,1.20145
2020-10-28,1.34645
2020-10-29,1.2118
2020-10-30,1.10823
2020-10-31,0.10357
2020-11-02,0.70429
2020-11-03,1.1393
2020-11-04,1.39823
2020-11-05,1.10823
2020-11-06,1.17037
2020-11-07,0.0725
2020-11-09,1.36716
2020-11-10,2.49611
2020-11-11,1.55359
2020-11-12,1.30502
2020-11-13,1.22216
2020-11-15,0.0725
2020-11-16,1.51216
2020-11-17,1.3568
2020-11-18,1.0668
2020-11-19,1.46038
2020-11-20,0.95287
2020-11-21,0.0725
2020-11-22,0.20714
2020-11-23,1.02537
2020-11-24,1.19109
2020-11-25,1.41895
2020-11-26,1.11859
2020-11-27,1.04609
2020-11-28,0.0725
2020-11-29,0.05178
2020-11-30,0.9218
2020-12-01,0.95287
2020-12-02,1.22216
2020-12-03,1.51216
2020-12-04,1.49145
2020-12-05,0.16571
2020-12-06,0.20714
2020-12-07,1.39823
2020-12-08,1.51216
2020-12-09,1.31538
2020-12-10,1.59502
2020-12-11,1.43966
2020-12-12,0.18643
2020-12-13,0.24857
2020-12-14,1.05644
2020-12-15,0.9943
2020-12-16,0.90108
2020-12-17,1.37752
2020-12-18,1.55359
2020-12-19,0.19678
2020-12-20,0.2175
2020-12-21,1.63645
2020-12-22,1.89539
2020-12-23,2.66183
2020-12-24,1.79181
2020-12-25,0.17607
2020-12-26,0.20714
2020-12-27,0.10357
2020-12-28,1.20145
2020-12-29,1.75038
2020-12-30,1.3568
2020-12-31,0.15535
2021-01-02,0.13464
2021-01-03,0.18643
2021-01-04,1.60538
2021-01-05,2.11289
2021-01-06,1.9161
2021-01-07,2.34075
2021-01-08,1.99896
2021-01-09,0.25893
2021-01-10,0.29
2021-01-11,2.71361
2021-01-12,1.57431
2021-01-13,1.75038
2021-01-14,1.99896
2021-01-15,1.76074
2021-01-16,0.16571
2021-01-17,0.23821
2021-01-18,1.72967
2021-01-19,1.82288
2021-01-20,2.65147
2021-01-21,3.11755
2021-01-22,2.36147
2021-01-23,0.20714
2021-01-24,0.26929
2021-01-25,1.56395
2021-01-26,1.40859
2021-01-27,2.22682
2021-01-28,2.41325
2021-01-29,2.36147
2021-01-30,0.46607
2021-01-31,0.15535
2021-02-01,1.36716
2021-02-02,1.53288
2021-02-03,2.04039
2021-02-04,1.54324
2021-02-05,1.57431
2021-02-06,0.16571
2021-02-07,0.2175
2021-02-08,1.30502
2021-02-09,1.22216
2021-02-10,1.07716
2021-02-11,0.145
2021-02-12,0.15535
2021-02-14,0.11393
2021-02-15,1.37752
2021-02-16,2.00932
2021-02-17,2.05075
2021-02-18,2.55825
2021-02-19,1.89539
2021-02-20,0.16571
2021-02-21,0.18643
2021-02-22,1.29466
2021-02-23,1.50181
2021-02-24,1.82288
2021-02-25,1.29466
2021-02-26,1.97824
2021-02-27,0.15535
2021-02-28,0.08285
2021-03-01,0.12428
2021-03-02,0.94251
2021-03-03,1.33609
2021-03-04,1.05644
2021-03-05,1.34645
2021-03-06,0.15535
2021-03-07,0.05178
2021-03-08,0.89073
2021-03-09,1.03573
2021-03-10,0.93215
2021-03-11,1.57431
2021-03-12,1.27395
2021-03-13,0.16571
2021-03-14,0.08285
2021-03-15,0.76644
2021-03-16,1.34645
2021-03-17,0.91144
2021-03-18,2.23718
2021-03-19,0.9218
2021-03-20,0.06214
2021-03-21,0.145
2021-03-22,0.75608
2021-03-23,1.11859
2021-03-24,1.31538
2021-03-25,1.19109
2021-03-26,1.22216
2021-03-27,0.11393
2021-03-28,0.16571
2021-03-29,1.00466
2021-03-30,1.03573
2021-03-31,1.07716
2021-04-01,1.20145
2021-04-02,0.79751
2021-04-03,0.05178
2021-04-04,0.0725
2021-04-05,0.90108
2021-04-06,1.00466
2021-04-07,1.29466
2021-04-08,1.76074
2021-04-09,0.9943
2021-04-10,0.0725
2021-04-11,0.10357
2021-04-12,1.11859
2021-04-13,1.27395
2021-04-14,1.30502
2021-04-15,2.63076
2021-04-16,1.03573
2021-04-17,0.0725
2021-04-18,0.10357
2021-04-19,0.87001
2021-04-20,0.67322
2021-04-21,1.01501
2021-04-22,1.27395
2021-04-23,1.2118
2021-04-24,0.0725
2021-04-25,0.0725
2021-04-26,0.80787
2021-04-27,1.16002
2021-04-28,1.87467
2021-04-29,0.94251
2021-04-30,0.67322
2021-05-01,0.16571
2021-05-02,0.12428
2021-05-03,0.68358
2021-05-04,0.74572
2021-05-05,0.08285
2021-05-06,1.24287
2021-05-07,0.55929
2021-05-08,0.08285
2021-05-10,0.76644
2021-05-11,6.92905
2021-05-12,1.76074
2021-05-13,0.97358
2021-05-14,0.80787
2021-05-15,0.09321
2021-05-17,0.87001
2021-05-18,0.72501
2021-05-20,0.64215
2021-05-21,0.56965
2021-05-23,0.0725
2021-05-24,0.47643
2021-05-25,0.72501
2021-05-26,0.85965
2021-05-27,0.71465
2021-05-28,0.62143
2021-05-31,0.64215
2021-06-01,0.75608
2021-06-02,1.05644
2021-06-03,0.9218
2021-06-04,1.04609
2021-06-05,0.09321
2021-06-07,1.10823
2021-06-08,1.67788
2021-06-09,0.9943
2021-06-10,0.79751
2021-06-11,1.14966
2021-06-12,0.05178
2021-06-14,0.63179
2021-06-15,0.66286
2021-06-16,0.67322
2021-06-17,0.67322
2021-06-18,0.72501
2021-06-19,0.05178
2021-06-21,0.77679
2021-06-22,0.8493
2021-06-23,0.88037
2021-06-24,0.81822
2021-06-25,0.62143
2021-06-26,0.08285
2021-06-28,0.55929
2021-06-29,0.49715
2021-06-30,0.52822
2021-07-01,0.55929
2021-07-02,0.73537
2021-07-04,0.05178
2021-07-05,0.64215
2021-07-06,0.66286
2021-07-07,0.64215
2021-07-08,0.52822
2021-07-09,0.54893
2021-07-11,0.05178
2021-07-12,0.42465
2021-07-13,0.58001
2021-07-14,0.63179
2021-07-15,1.05644
2021-07-16,1.9886
2021-07-18,0.05178
2021-07-19,0.56965
2021-07-20,0.62143
2021-07-21,0.5075
2021-07-22,0.62143
2021-07-23,0.53858
2021-07-25,0.05178
2021-07-26,0.44536
2021-07-27,0.66286
2021-07-28,0.60072
2021-07-29,0.59036
2021-07-30,0.53858
2021-08-02,0.40393
2021-08-03,0.44536
2021-08-04,0.45572
2021-08-05,0.59036
2021-08-06,6.21439
2021-08-07,0.08285
2021-08-09,3.30398
2021-08-10,1.34645
2021-08-11,0.66286
2021-08-12,0.82858
2021-08-13,0.37286
2021-08-17,0.88037
2021-08-18,0.435
2021-08-19,0.69394
2021-08-20,0.49715
2021-08-23,0.46607
2021-08-24,0.49715
2021-08-25,0.44536
2021-08-26,0.68358
2021-08-27,0.52822
2021-08-30,0.58001
2021-08-31,0.55929
2021-09-01,1.04609
2021-09-02,0.5075
2021-09-03,0.45572
2021-09-04,0.05178
2021-09-06,0.45572
2021-09-07,0.48679
2021-09-08,0.81822
2021-09-09,0.62143
2021-09-10,0.42465
2021-09-12,0.05178
2021-09-13,0.69394
2021-09-14,0.76644
2021-09-15,0.49715
2021-09-16,0.3625
2021-09-17,5.07509
2021-09-18,0.08285
2021-09-21,0.05178
2021-09-23,0.53858
2021-09-24,0.39357
2021-09-26,0.08285
2021-09-27,0.48679
2021-09-28,0.46607
2021-09-29,0.64215
2021-09-30,0.77679
2021-10-01,0.52822
2021-10-05,0.33143
2021-10-06,0.55929
2021-10-07,0.68358
2021-10-08,0.45572
2021-10-10,0.08285
2021-10-11,0.0725
2021-10-12,0.31071
2021-10-13,0.5075
2021-10-14,0.42465
2021-10-15,0.41429
2021-10-16,0.08285
2021-10-18,0.3625
2021-10-19,0.33143
2021-10-20,0.32107
2021-10-21,0.64215
2021-10-22,0.26929
2021-10-25,0.48679
2021-10-26,0.18643
2021-10-27,0.42465
2021-10-28,0.42465
2021-10-29,0.27964
2021-11-01,0.31071
2021-11-02,0.29
2021-11-03,0.41429
2021-11-04,0.52822
2021-11-05,0.65251
2021-11-08,0.41429
2021-11-09,0.33143
2021-11-10,0.37286
2021-11-11,0.82858
2021-11-12,0.42465
2021-11-15,0.51786
2021-11-16,0.81822
2021-11-17,1.05644
2021-11-18,0.8493
2021-11-19,0.41429
2021-11-22,0.44536
2021-11-23,0.35214
2021-11-24,0.48679
2021-11-25,0.77679
2021-11-26,0.59036
2021-11-28,0.05178
2021-11-29,0.76644
2021-11-30,0.65251
2021-12-01,0.45572
2021-12-02,0.62143
2021-12-03,0.38322
2021-12-06,0.26929
2021-12-07,0.26929
2021-12-08,0.2175
2021-12-09,0.30036
2021-12-10,0.2175
2021-12-13,0.29
2021-12-14,0.39357
2021-12-15,0.31071
2021-12-16,0.3625
2021-12-17,0.29
2021-12-20,0.30036
2021-12-21,0.35214
2021-12-22,0.2175
2021-12-23,0.25893
2021-12-24,0.18643
2021-12-27,0.24857
2021-12-28,0.23821
2021-12-29,0.26929
2021-12-30,0.19678
2022-01-03,0.16571
2022-01-04,0.25893
2022-01-05,0.41429
2022-01-06,0.35214
2022-01-07,0.33143
2022-01-08,0.05178
2022-01-09,3.89435
2022-01-10,2.28896
2022-01-11,1.39823
2022-01-12,1.31538
2022-01-13,0.73537
2022-01-14,0.5075
2022-01-15,0.33143
2022-01-16,0.37286
2022-01-17,0.38322
2022-01-18,0.25893
2022-01-19,0.45572
2022-01-20,0.48679
2022-01-21,0.37286
2022-01-23,0.05178
2022-01-24,0.23821
2022-01-25,0.42465
2022-01-26,0.32107
2022-01-27,0.58001
2022-01-28,0.34179
2022-01-30,0.13464
2022-01-31,0.09321
2022-02-01,0.16571
2022-02-02,0.11393
2022-02-03,0.47643
2022-02-04,0.51786
2022-02-05,0.06214
2022-02-07,0.30036
2022-02-08,0.30036
2022-02-09,0.2175
2022-02-10,0.32107
2022-02-11,0.145
2022-02-14,0.31071
2022-02-15,0.32107
2022-02-16,0.26929
2022-02-17,0.44536
2022-02-18,0.2175
2022-02-21,0.25893
2022-02-22,0.35214
2022-02-23,0.30036
2022-02-24,0.26929
2022-02-25,0.3625
2022-02-26,0.08285
2022-02-28,0.20714
2022-03-01,0.10357
2022-03-02,0.22786
2022-03-03,0.27964
2022-03-04,0.33143
2022-03-07,0.12428
2022-03-08,0.30036
2022-03-09,0.10357
2022-03-10,0.32107
2022-03-11,0.26929
2022-03-14,1.58467
2022-03-15,0.81822
2022-03-16,0.68358
2022-03-17,0.2175
2022-03-18,0.31071
2022-03-19,0.06214
2022-03-20,0.16571
2022-03-21,0.24857
2022-03-22,0.69394
2022-03-23,0.47643
2022-03-24,0.45572
2022-03-25,0.46607
2022-03-26,0.05178
2022-03-28,0.23821
2022-03-29,0.49715
2022-03-30,0.3625
2022-03-31,0.31071
2022-04-01,0.31071
2022-04-03,0.05178
2022-04-04,0.31071
2022-04-05,0.55929
2022-04-06,0.37286
2022-04-07,0.33143
2022-04-08,0.20714
2022-04-10,0.05178
2022-04-11,0.23821
2022-04-12,0.29
2022-04-13,0.27964
2022-04-14,0.20714
2022-04-15,0.20714
2022-04-18,0.22786
2022-04-19,0.2175
2022-04-20,0.435
2022-04-21,0.3625
2022-04-22,0.61108
2022-04-23,0.12428
2022-04-24,0.06214
2022-04-25,0.49715
2022-04-26,0.64215
2022-04-27,0.8493
2022-04-28,0.53858
2022-04-29,0.46607
2022-04-30,0.0725
2022-05-02,0.51786
2022-05-03,0.31071
2022-05-04,0.35214
2022-05-05,0.05178
2022-05-06,0.24857
2022-05-08,0.05178
2022-05-09,0.29
2022-05-10,0.22786
2022-05-11,0.31071
2022-05-12,0.42465
2022-05-13,1.6261
2022-05-14,0.17607
2022-05-15,0.32107
2022-05-16,1.11859
2022-05-17,1.42931
2022-05-18,1.18073
2022-05-19,1.36716
2022-05-20,1.19109
2022-05-21,0.11393
2022-05-22,0.08285
2022-05-23,0.33143
2022-05-24,0.19678
2022-05-25,0.24857
2022-05-26,0.3625
2022-05-27,0.29
2022-05-30,0.24857
2022-05-31,0.30036
2022-06-01,0.09321
2022-06-02,0.19678
2022-06-03,0.23821
2022-06-07,0.20714
2022-06-08,0.19678
2022-06-09,0.29
2022-06-10,0.26929
2022-06-11,0.16571
2022-06-12,0.20714
2022-06-13,1.08751
2022-06-14,1.38788
2022-06-15,1.33609
2022-06-16,0.68358
2022-06-17,0.83894
2022-06-18,0.17607
2022-06-19,0.145
2022-06-20,1.18073
2022-06-21,0.31071
2022-06-22,0.53858
2022-06-23,0.72501
2022-06-24,0.53858
2022-06-26,0.0725
2022-06-27,0.41429
2022-06-28,0.37286
2022-06-29,0.49715
2022-06-30,0.41429
2022-07-01,0.23821
2022-07-03,0.0725
2022-07-04,0.27964
2022-07-05,0.27964
2022-07-06,0.39357
2022-07-07,0.37286
2022-07-08,0.30036
2022-07-10,0.05178
2022-07-11,0.97358
2022-07-12,0.60072
2022-07-13,0.90108
2022-07-14,0.88037
2022-07-15,0.74572
2022-07-16,0.11393
2022-07-17,0.19678
2022-07-18,0.58001
2022-07-19,0.77679
2022-07-20,0.61108
2022-07-21,0.30036
2022-07-22,0.26929
2022-07-24,0.06214
2022-07-25,0.2175
2022-07-26,0.26929
2022-07-27,0.2175
2022-07-28,0.17607
2022-07-29,0.32107
2022-08-01,0.23821
2022-08-02,0.62143
2022-08-03,0.60072
2022-08-04,0.61108
2022-08-05,0.77679
2022-08-06,0.145
2022-08-08,0.72501
2022-08-09,0.55929
2022-08-10,0.70429
2022-08-11,0.58001
2022-08-12,0.73537
2022-08-13,0.23821
2022-08-14,0.11393
2022-08-15,0.11393
2022-08-16,0.47643
2022-08-17,0.56965
2022-08-18,0.78715
2022-08-19,0.44536
2022-08-20,0.09321
2022-08-21,0.22786
2022-08-22,1.04609
2022-08-23,1.92646
2022-08-24,1.19109
2022-08-25,0.89073
2022-08-26,0.91144
2022-08-27,0.30036
2022-08-28,0.33143
2022-08-29,0.64215
2022-08-30,0.49715
2022-08-31,0.58001
2022-09-01,0.72501
2022-09-02,0.69394
2022-09-03,0.11393
2022-09-04,0.16571
2022-09-05,0.62143
2022-09-06,0.52822
2022-09-07,0.55929
2022-09-08,0.69394
2022-09-09,0.12428
2022-09-10,0.09321
2022-09-11,0.09321
2022-09-12,0.06214
2022-09-13,0.51786
2022-09-14,0.80787
2022-09-15,0.69394
2022-09-16,0.63179
2022-09-17,0.06214
2022-09-18,0.11393
2022-09-19,0.79751
2022-09-20,0.67322
2022-09-21,0.56965
2022-09-22,0.66286
2022-09-23,0.47643
2022-09-24,0.12428
2022-09-25,0.0725
2022-09-26,0.74572
2022-09-27,0.70429
2022-09-28,0.85965
2022-09-29,0.72501
2022-09-30,0.9943
2022-10-01,0.13464
2022-10-02,0.2175
2022-10-03,0.22786
2022-10-04,1.1393
2022-10-05,1.23252
2022-10-06,1.2843
2022-10-07,1.49145
2022-10-08,0.17607
2022-10-09,0.20714
2022-10-10,0.145
2022-10-11,1.32573
2022-10-12,1.65717
2022-10-13,1.74003
2022-10-14,1.75038
2022-10-15,0.19678
2022-10-16,0.26929
2022-10-17,2.22682
2022-10-18,1.57431
2022-10-19,1.47074
2022-10-20,1.25323
2022-10-21,1.68824
2022-10-22,0.09321
2022-10-23,0.2175
2022-10-24,1.00466
2022-10-25,1.45002
2022-10-26,1.60538
2022-10-27,1.23252
2022-10-28,1.39823
2022-10-29,0.20714
2022-10-30,0.26929
2022-10-31,1.01501
2022-11-01,2.03003
2022-11-02,1.43966
2022-11-03,1.81253
2022-11-04,1.61574
2022-11-05,0.19678
2022-11-06,0.24857
2022-11-07,0.85965
2022-11-08,1.09787
2022-11-09,1.39823
2022-11-10,1.42931
2022-11-11,2.4029
2022-11-12,0.27964
2022-11-13,0.19678
2022-11-14,1.90574
2022-11-15,2.22682
2022-11-16,1.42931
2022-11-17,2.37182
2022-11-18,1.37752
2022-11-19,0.25893
2022-11-20,0.11393
2022-11-21,1.2118
2022-11-22,1.52252
2022-11-23,2.01967
2022-11-24,1.2118
2022-11-25,1.2843
2022-11-26,0.08285
2022-11-27,0.2175
2022-11-28,1.1393
2022-11-29,1.58467
2022-11-30,1.66752
2022-12-01,1.71931
2022-12-02,1.20145
2022-12-03,0.08285
2022-12-04,0.15535
2022-12-05,1.26359
2022-12-06,1.09787
2022-12-07,1.1393
2022-12-08,1.52252
2022-12-09,1.66752
2022-12-10,0.16571
2022-12-11,0.12428
2022-12-12,1.81253
2022-12-13,1.30502
2022-12-14,1.29466
2022-12-15,1.55359
2022-12-16,1.43966
2022-12-17,0.18643
2022-12-18,0.12428
2022-12-19,1.10823
2022-12-20,0.91144
2022-12-21,1.26359
2022-12-22,1.17037
2022-12-23,0.87001
2022-12-24,0.145
2022-12-25,0.16571
2022-12-26,0.87001
2022-12-27,1.12894
2022-12-28,1.00466
2022-12-29,0.9943
2022-12-30,0.26929
2022-12-31,0.16571
2023-01-01,0.15535
2023-01-02,0.87001
2023-01-03,1.12894
2023-01-04,1.3568
2023-01-05,1.43966
2023-01-06,1.37752
2023-01-07,0.27964
2023-01-08,0.31071
2023-01-09,0.94251
2023-01-10,1.17037
2023-01-11,1.04609
2023-01-12,1.30502
2023-01-13,1.32573
2023-01-14,0.3625
2023-01-15,0.18643
2023-01-16,1.0668
2023-01-17,1.27395
2023-01-18,1.17037
2023-01-19,1.27395
2023-01-20,1.30502
2023-01-21,0.08285
2023-01-22,0.145
2023-01-23,0.12428
2023-01-24,0.19678
2023-01-25,1.49145
2023-01-26,2.4029
2023-01-27,1.67788
2023-01-28,1.0668
2023-01-29,0.33143
2023-01-30,1.18073
2023-01-31,2.1336
2023-02-01,1.74003
2023-02-02,1.83324
2023-02-03,1.63645
2023-02-04,0.15535
2023-02-05,0.32107
2023-02-06,1.43966
2023-02-07,1.74003
2023-02-08,1.56395
2023-02-09,2.09218
2023-02-10,2.70326
2023-02-11,0.23821
2023-02-12,0.22786
2023-02-13,1.49145
2023-02-14,1.38788
2023-02-15,1.63645
2023-02-16,2.01967
2023-02-17,1.80217
2023-02-18,0.2175
2023-02-19,0.12428
2023-02-20,1.64681
2023-02-21,2.15432
2023-02-22,1.74003
2023-02-23,2.16468
2023-02-24,1.33609
2023-02-25,0.17607
2023-02-26,0.10357
2023-02-27,1.43966
2023-02-28,1.46038
2023-03-01,0.2175
2023-03-02,1.47074
2023-03-03,2.77576
2023-03-04,0.30036
2023-03-05,0.16571
2023-03-06,2.28896
2023-03-07,3.44899
2023-03-08,2.38218
2023-03-09,2.95183
2023-03-10,1.70895
2023-03-11,0.27964
2023-03-12,0.13464
2023-03-13,1.63645
2023-03-14,1.45002
2023-03-15,2.34075
2023-03-16,1.9886
2023-03-17,2.32004
2023-03-18,0.23821
2023-03-19,0.18643
2023-03-20,2.95183
2023-03-21,2.0611
2023-03-22,1.86431
2023-03-23,4.13257
2023-03-24,2.6204
2023-03-25,0.23821
2023-03-26,0.19678
2023-03-27,2.26825
2023-03-28,2.51683
2023-03-29,3.69756
2023-03-30,2.77576
2023-03-31,3.58363
2023-04-01,0.11393
2023-04-02,0.15535
2023-04-03,2.08182
2023-04-04,2.75504
2023-04-05,2.96219
2023-04-06,2.28896
2023-04-07,2.48575
2023-04-08,0.24857
2023-04-09,0.16571
2023-04-10,3.70792
2023-04-11,3.6872
2023-04-12,4.45365
2023-04-13,4.22578
2023-04-14,3.04505
2023-04-15,0.26929
2023-04-16,0.29
2023-04-17,2.55825
2023-04-18,3.06576
2023-04-19,3.33505
2023-04-20,3.56292
2023-04-21,3.22112
2023-04-22,0.2175
2023-04-23,0.25893
2023-04-24,2.74469
2023-04-25,3.31434
2023-04-26,2.6204
2023-04-27,3.35577
2023-04-28,3.52149
2023-04-29,0.39357
2023-04-30,0.23821
2023-05-01,0.38322
2023-05-02,2.08182
2023-05-03,1.8436
2023-05-04,2.51683
2023-05-05,0.27964
2023-05-06,0.10357
2023-05-07,0.18643
2023-05-08,1.87467
2023-05-09,1.58467
2023-05-10,1.86431
2023-05-11,2.52718
2023-05-12,2.01967
2023-05-13,0.23821
2023-05-14,0.2175
2023-05-15,1.33609
2023-05-16,1.65717
2023-05-17,1.76074
2023-05-18,1.53288
2023-05-19,1.75038
2023-05-20,0.10357
2023-05-21,0.15535
2023-05-22,1.40859
2023-05-23,1.55359
2023-05-24,1.95753
2023-05-25,1.54324
2023-05-26,1.39823
2023-05-27,0.15535
2023-05-28,0.15535
2023-05-29,0.18643
2023-05-30,1.32573
2023-05-31,1.81253
2023-06-01,1.60538
2023-06-02,1.53288
2023-06-03,0.17607
2023-06-04,0.08285
2023-06-05,1.26359
2023-06-06,0.2175
2023-06-07,1.9886
2023-06-08,1.81253
2023-06-09,2.10253
2023-06-10,0.16571
2023-06-11,0.13464
2023-06-12,1.79181
2023-06-13,2.6929
2023-06-14,3.20041
2023-06-15,2.15432
2023-06-16,2.1336
2023-06-17,0.33143
2023-06-18,0.2175
2023-06-19,2.72397
2023-06-20,2.42361
2023-06-21,1.72967
2023-06-22,1.95753
2023-06-23,2.09218
2023-06-24,0.15535
2023-06-25,0.18643
2023-06-26,1.92646
2023-06-27,1.68824
2023-06-28,1.58467
2023-06-29,1.88503
2023-06-30,1.6986
2023-07-01,0.09321
2023-07-02,0.19678
2023-07-03,2.7654
2023-07-04,1.89539
2023-07-05,1.93682
2023-07-06,1.49145
2023-07-07,2.42361
2023-07-08,0.2175
2023-07-09,0.27964
2023-07-10,2.81719
2023-07-11,2.6929
2023-07-12,3.78042
2023-07-13,3.7597
2023-07-14,2.52718
2023-07-15,0.22786
2023-07-16,0.145
2023-07-17,3.88399
2023-07-18,4.08078
2023-07-19,3.36613
2023-07-20,4.08078
2023-07-21,5.67581
2023-07-22,0.40393
2023-07-23,0.26929
2023-07-24,5.82081
2023-07-25,5.17866
2023-07-26,23.43863
2023-07-27,10.56447
2023-07-28,6.32832
2023-07-29,0.81822
2023-07-30,0.80787
2023-07-31,10.0466
2023-08-01,6.0901
2023-08-02,7.15691
2023-08-03,11.99378
2023-08-04,7.76799
2023-08-05,0.93215
2023-08-06,0.75608
2023-08-07,5.49974
2023-08-08,8.43086
2023-08-09,5.77938
2023-08-10,6.26618
2023-08-11,6.18332
2023-08-12,0.70429
2023-08-13,0.60072
2023-08-14,6.10046
2023-08-15,0.79751
2023-08-16,6.70119
2023-08-17,7.60227
2023-08-18,6.48368
2023-08-19,0.81822
2023-08-20,0.47643
2023-08-21,7.61263
2023-08-22,7.4987
2023-08-23,6.9394
2023-08-24,6.69083
2023-08-25,5.82081
2023-08-26,0.67322
2023-08-27,0.64215
2023-08-28,5.30295
2023-08-29,5.46866
2023-08-30,4.00828
2023-08-31,5.64474
2023-09-01,4.33972
