date,평생교육원
2020-09-07,55.4945
2020-09-08,54.0959
2020-09-09,49.20079
2020-09-10,47.20279
2020-09-11,43.90609
2020-09-12,28.37162
2020-09-13,32.06793
2020-09-14,54.14585
2020-09-15,54.14585
2020-09-16,51.54845
2020-09-17,50.34965
2020-09-18,42.85714
2020-09-19,30.01998
2020-09-20,32.01798
2020-09-21,52.84715
2020-09-22,48.85114
2020-09-23,47.55244
2020-09-24,44.20579
2020-09-25,37.91208
2020-09-26,27.92207
2020-09-27,29.27072
2020-09-28,41.85814
2020-09-29,31.51848
2020-09-30,19.88011
2020-10-01,19.58041
2020-10-02,21.42857
2020-10-03,25.62437
2020-10-04,31.61838
2020-10-05,55.994
2020-10-06,50.24975
2020-10-07,43.80619
2020-10-08,42.80719
2020-10-09,28.42157
2020-10-10,29.02097
2020-10-11,30.76923
2020-10-12,59.74025
2020-10-13,51.998
2020-10-14,48.50149
2020-10-15,48.30169
2020-10-16,40.90909
2020-10-17,30.11988
2020-10-18,29.22077
2020-10-19,54.1958
2020-10-20,53.0969
2020-10-21,49.50049
2020-10-22,47.20279
2020-10-23,41.00899
2020-10-24,28.42157
2020-10-25,30.41958
2020-10-26,55.7942
2020-10-27,52.7972
2020-10-28,54.0959
2020-10-29,49.60039
2020-10-30,41.85814
2020-10-31,27.02297
2020-11-01,29.47052
2020-11-02,54.0959
2020-11-03,49.80019
2020-11-04,45.25474
2020-11-05,45.25474
2020-11-06,41.15884
2020-11-07,30.86913
2020-11-08,31.51848
2020-11-09,51.84815
2020-11-10,52.24775
2020-11-11,54.74525
2020-11-12,55.3946
2020-11-13,49.35064
2020-11-14,34.81518
2020-11-15,36.76323
2020-11-16,55.14485
2020-11-17,53.94605
2020-11-18,55.1948
2020-11-19,52.4975
2020-11-20,44.55544
2020-11-21,31.71828
2020-11-22,38.31168
2020-11-23,61.03896
2020-11-24,53.3966
2020-11-25,49.75024
2020-11-26,48.35164
2020-11-27,40.60939
2020-11-28,28.62137
2020-11-29,32.76723
2020-11-30,51.1988
2020-12-01,55.5944
2020-12-02,53.3966
2020-12-03,52.24775
2020-12-04,51.5984
2020-12-05,36.41358
2020-12-06,40.35964
2020-12-07,66.63336
2020-12-08,54.1958
2020-12-09,57.14285
2020-12-10,53.04695
2020-12-11,47.90209
2020-12-12,31.86813
2020-12-13,32.26773
2020-12-14,48.55144
2020-12-15,59.99
2020-12-16,53.8961
2020-12-17,44.10589
2020-12-18,45.65434
2020-12-19,27.72227
2020-12-20,31.71828
2020-12-21,50.94905
2020-12-22,49.55044
2020-12-23,53.74625
2020-12-24,41.65834
2020-12-25,29.57042
2020-12-26,33.76623
2020-12-27,44.15584
2020-12-28,70.97902
2020-12-29,61.68831
2020-12-30,62.23776
2020-12-31,46.20379
2021-01-01,33.56643
2021-01-02,42.65734
2021-01-03,44.85514
2021-01-04,81.76823
2021-01-05,73.42657
2021-01-06,81.61838
2021-01-07,71.07892
2021-01-08,57.64235
2021-01-09,42.60739
2021-01-10,44.40559
2021-01-11,74.12587
2021-01-12,65.13486
2021-01-13,64.08591
2021-01-14,61.68831
2021-01-15,48.15184
2021-01-16,36.21378
2021-01-17,39.21078
2021-01-18,61.63836
2021-01-19,60.38961
2021-01-20,63.78621
2021-01-21,72.82717
2021-01-22,55.4945
2021-01-23,39.51048
2021-01-24,42.15784
2021-01-25,73.87612
2021-01-26,68.23176
2021-01-27,67.88211
2021-01-28,55.4945
2021-01-29,58.991
2021-01-30,41.45854
2021-01-31,36.96303
2021-02-01,66.88311
2021-02-02,68.83116
2021-02-03,58.94105
2021-02-04,56.8931
2021-02-05,60.13986
2021-02-06,40.10989
2021-02-07,44.95504
2021-02-08,72.77722
2021-02-09,65.63436
2021-02-10,45.50449
2021-02-11,33.16683
2021-02-12,29.92007
2021-02-13,32.71728
2021-02-14,43.60639
2021-02-15,85.21478
2021-02-16,84.81518
2021-02-17,80.11988
2021-02-18,70.47952
2021-02-19,63.68631
2021-02-20,46.50349
2021-02-21,47.70229
2021-02-22,84.71528
2021-02-23,81.71828
2021-02-24,90.60939
2021-02-25,71.87812
2021-02-26,55.94405
2021-02-27,41.45854
2021-02-28,40.85914
2021-03-01,52.6973
2021-03-02,86.21378
2021-03-03,78.02197
2021-03-04,71.22877
2021-03-05,59.8901
2021-03-06,40.80919
2021-03-07,47.20279
2021-03-08,79.22077
2021-03-09,73.07692
2021-03-10,75.07492
2021-03-11,63.48651
2021-03-12,60.58941
2021-03-13,41.40859
2021-03-14,40.50949
2021-03-15,74.87512
2021-03-16,74.97502
2021-03-17,63.93606
2021-03-18,62.88711
2021-03-19,55.04495
2021-03-20,39.36063
2021-03-21,39.46053
2021-03-22,70.67932
2021-03-23,69.93006
2021-03-24,62.38761
2021-03-25,59.7902
2021-03-26,52.997
2021-03-27,35.01498
2021-03-28,36.86313
2021-03-29,63.03696
2021-03-30,62.98701
2021-03-31,61.83816
2021-04-01,61.13886
2021-04-02,50.24975
2021-04-03,35.36463
2021-04-04,38.36163
2021-04-05,63.08691
2021-04-06,62.48751
2021-04-07,61.08891
2021-04-08,55.0949
2021-04-09,48.95104
2021-04-10,34.86513
2021-04-11,33.71628
2021-04-12,65.03496
2021-04-13,62.53746
2021-04-14,60.43956
2021-04-15,56.24375
2021-04-16,48.55144
2021-04-17,36.01398
2021-04-18,35.41458
2021-04-19,57.1928
2021-04-20,56.34365
2021-04-21,53.34665
2021-04-22,50.84915
2021-04-23,48.00199
2021-04-24,33.61638
2021-04-25,33.96603
2021-04-26,61.43856
2021-04-27,56.14385
2021-04-28,50.84915
2021-04-29,53.2967
2021-04-30,44.15584
2021-05-01,29.27072
2021-05-02,30.26973
2021-05-03,46.70329
2021-05-04,46.25374
2021-05-05,32.26773
2021-05-06,45.60439
2021-05-07,41.85814
2021-05-08,28.57142
2021-05-09,30.01998
2021-05-10,58.34165
2021-05-11,55.74425
2021-05-12,57.44255
2021-05-13,55.6943
2021-05-14,45.80419
2021-05-15,36.96303
2021-05-16,33.86613
2021-05-17,58.5914
2021-05-18,54.94505
2021-05-19,33.66633
2021-05-20,50.0999
2021-05-21,49.45054
2021-05-22,30.86913
2021-05-23,34.46553
2021-05-24,61.03896
2021-05-25,55.2947
2021-05-26,53.54645
2021-05-27,51.2987
2021-05-28,46.55344
2021-05-29,34.86513
2021-05-30,33.26673
2021-05-31,55.4945
2021-06-01,63.93606
2021-06-02,56.94305
2021-06-03,58.991
2021-06-04,49.20079
2021-06-05,31.56843
2021-06-06,33.81618
2021-06-07,60.73926
2021-06-08,60.33966
2021-06-09,52.54745
2021-06-10,55.6943
2021-06-11,46.55344
2021-06-12,33.91608
2021-06-13,32.61738
2021-06-14,62.63736
2021-06-15,69.03096
2021-06-16,65.68431
2021-06-17,53.1968
2021-06-18,41.50849
2021-06-19,33.41658
2021-06-20,33.46653
2021-06-21,60.03996
2021-06-22,63.38661
2021-06-23,55.0949
2021-06-24,52.2977
2021-06-25,42.95704
2021-06-26,29.67032
2021-06-27,29.02097
2021-06-28,52.2977
2021-06-29,56.34365
2021-06-30,52.84715
2021-07-01,48.45154
2021-07-02,47.90209
2021-07-03,28.47152
2021-07-04,29.77022
2021-07-05,56.1938
2021-07-06,60.83916
2021-07-07,56.64335
2021-07-08,47.60239
2021-07-09,41.05894
2021-07-10,25.32467
2021-07-11,32.71728
2021-07-12,51.94805
2021-07-13,53.996
2021-07-14,49.05094
2021-07-15,47.70229
2021-07-16,38.16183
2021-07-17,26.57342
2021-07-18,27.47252
2021-07-19,48.50149
2021-07-20,48.70129
2021-07-21,41.50849
2021-07-22,38.76123
2021-07-23,39.16083
2021-07-24,25.92407
2021-07-25,25.22477
2021-07-26,44.35564
2021-07-27,40.25974
2021-07-28,43.55644
2021-07-29,44.45554
2021-07-30,39.31068
2021-07-31,27.87212
2021-08-01,29.47052
2021-08-02,49.45054
2021-08-03,46.25374
2021-08-04,48.80119
2021-08-05,47.35264
2021-08-06,43.60639
2021-08-07,32.26773
2021-08-08,34.46553
2021-08-09,62.03796
2021-08-10,61.28871
2021-08-11,56.14385
2021-08-12,48.75124
2021-08-13,49.45054
2021-08-14,31.41858
2021-08-15,35.91408
2021-08-16,40.05994
2021-08-17,62.53746
2021-08-18,59.7902
2021-08-19,62.98701
2021-08-20,58.54145
2021-08-21,40.60939
2021-08-22,41.20879
2021-08-23,71.02897
2021-08-24,62.78721
2021-08-25,63.28671
2021-08-26,63.73626
2021-08-27,60.88911
2021-08-28,35.61438
2021-08-29,36.26373
2021-08-30,70.52947
2021-08-31,62.03796
2021-09-01,57.6923
2021-09-02,59.84015
2021-09-03,50.84915
2021-09-04,32.26773
2021-09-05,38.01198
2021-09-06,61.38861
2021-09-07,53.54645
2021-09-08,54.0959
2021-09-09,57.44255
2021-09-10,46.60339
2021-09-11,33.91608
2021-09-12,33.96603
2021-09-13,58.5914
2021-09-14,48.80119
2021-09-15,45.95404
2021-09-16,45.85414
2021-09-17,38.81118
2021-09-18,25.87412
2021-09-19,23.62637
2021-09-20,21.37862
2021-09-21,23.32667
2021-09-22,30.96903
2021-09-23,53.3966
2021-09-24,46.50349
2021-09-25,30.01998
2021-09-26,31.01898
2021-09-27,54.34565
2021-09-28,46.45354
2021-09-29,59.84015
2021-09-30,56.993
2021-10-01,48.00199
2021-10-02,33.96603
2021-10-03,33.11688
2021-10-04,39.51048
2021-10-05,59.94005
2021-10-06,59.4905
2021-10-07,57.94205
2021-10-08,51.3986
2021-10-09,33.06693
2021-10-10,31.86813
2021-10-11,40.80919
2021-10-12,59.34065
2021-10-13,51.998
2021-10-14,49.20079
2021-10-15,46.90309
2021-10-16,28.97102
2021-10-17,31.46853
2021-10-18,51.24875
2021-10-19,48.40159
2021-10-20,49.75024
2021-10-21,49.85014
2021-10-22,46.30369
2021-10-23,27.47252
2021-10-24,31.81818
2021-10-25,55.24475
2021-10-26,54.3956
2021-10-27,50.94905
2021-10-28,57.5924
2021-10-29,59.8901
2021-10-30,38.01198
2021-10-31,37.11288
2021-11-01,54.8951
2021-11-02,56.04395
2021-11-03,53.996
2021-11-04,56.2937
2021-11-05,43.15684
2021-11-06,33.76623
2021-11-07,38.51148
2021-11-08,56.8931
2021-11-09,60.93906
2021-11-10,56.5934
2021-11-11,53.2967
2021-11-12,45.45454
2021-11-13,31.41858
2021-11-14,32.36763
2021-11-15,54.94505
2021-11-16,57.64235
2021-11-17,51.7982
2021-11-18,52.04795
2021-11-19,49.65034
2021-11-20,32.81718
2021-11-21,37.36263
2021-11-22,55.34465
2021-11-23,55.14485
2021-11-24,54.04595
2021-11-25,48.95104
2021-11-26,45.55444
2021-11-27,29.92007
2021-11-28,36.86313
2021-11-29,53.8961
2021-11-30,57.8921
2021-12-01,58.34165
2021-12-02,51.6983
2021-12-03,46.80319
2021-12-04,31.96803
2021-12-05,35.46453
2021-12-06,59.1908
2021-12-07,58.6913
2021-12-08,55.34465
2021-12-09,57.84215
2021-12-10,51.44855
2021-12-11,38.46153
2021-12-12,33.61638
2021-12-13,61.73826
2021-12-14,68.13186
2021-12-15,71.57842
2021-12-16,61.93806
2021-12-17,55.94405
2021-12-18,39.11088
2021-12-19,39.31068
2021-12-20,67.78221
2021-12-21,66.63336
2021-12-22,58.5914
2021-12-23,56.54345
2021-12-24,40.95904
2021-12-25,26.62337
2021-12-26,33.96603
2021-12-27,64.08591
2021-12-28,62.58741
2021-12-29,64.38561
2021-12-30,59.0909
2021-12-31,47.80219
2022-01-01,36.31368
2022-01-02,44.45554
2022-01-03,72.12787
2022-01-04,69.78021
2022-01-05,67.98201
2022-01-06,67.48251
2022-01-07,66.78321
2022-01-08,41.45854
2022-01-09,51.4985
2022-01-10,78.22177
2022-01-11,72.97702
2022-01-12,60.98901
2022-01-13,61.88811
2022-01-14,53.64635
2022-01-15,34.31568
2022-01-16,40.70929
2022-01-17,66.48351
2022-01-18,62.68731
2022-01-19,62.23776
2022-01-20,58.1918
2022-01-21,51.04895
2022-01-22,35.06493
2022-01-23,38.41158
2022-01-24,63.88611
2022-01-25,59.2907
2022-01-26,53.996
2022-01-27,50.2997
2022-01-28,48.20179
2022-01-29,33.91608
2022-01-30,27.57242
2022-01-31,27.22277
2022-02-01,31.36863
2022-02-02,39.06093
2022-02-03,62.23776
2022-02-04,62.93706
2022-02-05,42.90709
2022-02-06,44.90509
2022-02-07,75.17482
2022-02-08,72.87712
2022-02-09,71.02897
2022-02-10,67.63236
2022-02-11,55.5944
2022-02-12,41.55844
2022-02-13,40.20979
2022-02-14,64.33566
2022-02-15,66.18381
2022-02-16,60.78921
2022-02-17,57.54245
2022-02-18,55.2947
2022-02-19,38.86113
2022-02-20,38.61138
2022-02-21,67.98201
2022-02-22,65.13486
2022-02-23,63.53646
2022-02-24,58.74125
2022-02-25,53.04695
2022-02-26,38.91108
2022-02-27,40.55944
2022-02-28,58.54145
2022-03-01,46.60339
2022-03-02,64.73526
2022-03-03,60.73926
2022-03-04,51.74825
2022-03-05,39.91008
2022-03-06,36.16383
2022-03-07,62.28771
2022-03-08,52.94705
2022-03-09,32.76723
2022-03-10,51.7982
2022-03-11,49.45054
2022-03-12,31.06893
2022-03-13,33.41658
2022-03-14,52.4975
2022-03-15,54.04595
2022-03-16,54.995
2022-03-17,50.5994
2022-03-18,43.60639
2022-03-19,36.41358
2022-03-20,34.21578
2022-03-21,56.2937
2022-03-22,51.4985
2022-03-23,52.8971
2022-03-24,47.25274
2022-03-25,39.21078
2022-03-26,31.41858
2022-03-27,30.96903
2022-03-28,54.1958
2022-03-29,48.95104
2022-03-30,45.20479
2022-03-31,43.80619
2022-04-01,46.20379
2022-04-02,29.07092
2022-04-03,30.26973
2022-04-04,49.65034
2022-04-05,50.0
2022-04-06,49.05094
2022-04-07,49.00099
2022-04-08,43.80619
2022-04-09,33.16683
2022-04-10,31.16883
2022-04-11,49.75024
2022-04-12,46.05394
2022-04-13,42.80719
2022-04-14,50.14985
2022-04-15,45.65434
2022-04-16,29.32067
2022-04-17,29.42057
2022-04-18,53.64635
2022-04-19,47.65234
2022-04-20,49.10089
2022-04-21,47.90209
2022-04-22,43.75624
2022-04-23,27.62237
2022-04-24,35.61438
2022-04-25,52.84715
2022-04-26,56.2937
2022-04-27,48.45154
2022-04-28,49.80019
2022-04-29,42.35764
2022-04-30,26.87312
2022-05-01,27.22277
2022-05-02,47.25274
2022-05-03,50.84915
2022-05-04,41.75824
2022-05-05,26.37362
2022-05-06,35.41458
2022-05-07,27.37262
2022-05-08,27.97202
2022-05-09,48.75124
2022-05-10,49.35064
2022-05-11,49.75024
2022-05-12,49.35064
2022-05-13,41.35864
2022-05-14,29.22077
2022-05-15,31.16883
2022-05-16,56.44355
2022-05-17,49.60039
2022-05-18,49.45054
2022-05-19,43.45654
2022-05-20,40.20979
2022-05-21,30.76923
2022-05-22,31.21878
2022-05-23,50.34965
2022-05-24,44.05594
2022-05-25,51.3986
2022-05-26,50.0999
2022-05-27,43.60639
2022-05-28,27.82217
2022-05-29,35.06493
2022-05-30,65.13486
2022-05-31,53.6963
2022-06-01,37.61238
2022-06-02,51.5984
2022-06-03,44.40559
2022-06-04,30.91908
2022-06-05,32.91708
2022-06-06,36.66333
2022-06-07,52.94705
2022-06-08,50.999
2022-06-09,52.94705
2022-06-10,47.50249
2022-06-11,32.06793
2022-06-12,33.91608
2022-06-13,54.24575
2022-06-14,59.14085
2022-06-15,62.83716
2022-06-16,57.84215
2022-06-17,51.34865
2022-06-18,34.26573
2022-06-19,34.86513
2022-06-20,55.4945
2022-06-21,52.04795
2022-06-22,56.1938
2022-06-23,49.05094
2022-06-24,44.90509
2022-06-25,36.61338
2022-06-26,34.31568
2022-06-27,58.2917
2022-06-28,56.993
2022-06-29,55.1948
2022-06-30,51.2987
2022-07-01,44.90509
2022-07-02,30.46953
2022-07-03,33.91608
2022-07-04,58.7912
2022-07-05,54.64535
2022-07-06,51.34865
2022-07-07,51.5984
2022-07-08,50.2997
2022-07-09,30.96903
2022-07-10,32.01798
2022-07-11,54.4955
2022-07-12,51.1988
2022-07-13,52.4975
2022-07-14,50.6993
2022-07-15,42.45754
2022-07-16,30.26973
2022-07-17,30.76923
2022-07-18,54.34565
2022-07-19,58.14185
2022-07-20,51.94805
2022-07-21,46.20379
2022-07-22,44.70529
2022-07-23,34.26573
2022-07-24,31.36863
2022-07-25,57.24275
2022-07-26,48.30169
2022-07-27,54.995
2022-07-28,44.85514
2022-07-29,40.15984
2022-07-30,31.61838
2022-07-31,31.01898
2022-08-01,51.998
2022-08-02,48.45154
2022-08-03,54.3956
2022-08-04,51.94805
2022-08-05,44.40559
2022-08-06,32.91708
2022-08-07,34.21578
2022-08-08,60.43956
2022-08-09,48.05194
2022-08-10,57.34265
2022-08-11,52.34765
2022-08-12,45.85414
2022-08-13,30.86913
2022-08-14,30.91908
2022-08-15,35.86413
2022-08-16,60.53946
2022-08-17,60.23976
2022-08-18,57.04295
2022-08-19,54.3956
2022-08-20,35.41458
2022-08-21,37.46253
2022-08-22,60.78921
2022-08-23,66.08391
2022-08-24,64.78521
2022-08-25,58.04195
2022-08-26,53.64635
2022-08-27,31.31868
2022-08-28,34.81518
2022-08-29,60.78921
2022-08-30,60.03996
2022-08-31,54.5954
2022-09-01,54.34565
2022-09-02,45.90409
2022-09-03,32.66733
2022-09-04,31.16883
2022-09-05,51.0989
2022-09-06,49.30069
2022-09-07,45.10489
2022-09-08,42.30769
2022-09-09,20.32967
2022-09-10,20.62937
2022-09-11,25.82417
2022-09-12,33.46653
2022-09-13,61.68831
2022-09-14,56.6933
2022-09-15,60.73926
2022-09-16,54.1958
2022-09-17,34.96503
2022-09-18,32.11788
2022-09-19,57.04295
2022-09-20,56.74325
2022-09-21,49.95004
2022-09-22,46.65334
2022-09-23,42.50749
2022-09-24,29.72027
2022-09-25,29.27072
2022-09-26,48.10189
2022-09-27,51.24875
2022-09-28,55.8941
2022-09-29,52.3976
2022-09-30,46.05394
2022-10-01,33.21678
2022-10-02,30.51948
2022-10-03,39.11088
2022-10-04,70.62937
2022-10-05,64.43556
2022-10-06,60.53946
2022-10-07,47.50249
2022-10-08,30.86913
2022-10-09,31.66833
2022-10-10,37.11288
2022-10-11,55.54445
2022-10-12,54.3956
2022-10-13,59.44055
2022-10-14,49.95004
2022-10-15,36.26373
2022-10-16,38.21178
2022-10-17,59.6903
2022-10-18,57.44255
2022-10-19,55.994
2022-10-20,56.4935
2022-10-21,44.20579
2022-10-22,33.36663
2022-10-23,35.96403
2022-10-24,59.34065
2022-10-25,61.23876
2022-10-26,58.54145
2022-10-27,52.54745
2022-10-28,51.2987
2022-10-29,37.31268
2022-10-30,30.96903
2022-10-31,60.43956
2022-11-01,55.84415
2022-11-02,57.24275
2022-11-03,59.34065
2022-11-04,47.85214
2022-11-05,35.26473
2022-11-06,31.81818
2022-11-07,55.5944
2022-11-08,57.3926
2022-11-09,52.74725
2022-11-10,54.84515
2022-11-11,48.20179
2022-11-12,34.71528
2022-11-13,39.11088
2022-11-14,60.58941
2022-11-15,60.68931
2022-11-16,64.13586
2022-11-17,57.8921
2022-11-18,49.40059
2022-11-19,33.01698
2022-11-20,32.46753
2022-11-21,57.1928
2022-11-22,56.94305
2022-11-23,60.18981
2022-11-24,57.6923
2022-11-25,50.0
2022-11-26,35.91408
2022-11-27,34.91508
2022-11-28,54.995
2022-11-29,56.64335
2022-11-30,60.13986
2022-12-01,56.3936
2022-12-02,54.8951
2022-12-03,32.31768
2022-12-04,39.06093
2022-12-05,63.03696
2022-12-06,61.53846
2022-12-07,67.83216
2022-12-08,64.03596
2022-12-09,59.54045
2022-12-10,42.20779
2022-12-11,38.61138
2022-12-12,71.77822
2022-12-13,68.68131
2022-12-14,65.53446
2022-12-15,69.78021
2022-12-16,59.74025
2022-12-17,40.95904
2022-12-18,39.66033
2022-12-19,67.28271
2022-12-20,68.83116
2022-12-21,63.28671
2022-12-22,60.63936
2022-12-23,53.996
2022-12-24,36.66333
2022-12-25,37.46253
2022-12-26,72.32767
2022-12-27,68.28171
2022-12-28,74.27572
2022-12-29,74.82517
2022-12-30,56.3936
2022-12-31,38.36163
2023-01-01,43.15684
2023-01-02,89.16083
2023-01-03,94.60539
2023-01-04,82.56743
2023-01-05,84.26573
2023-01-06,79.62037
2023-01-07,54.1958
2023-01-08,54.995
2023-01-09,100.0
2023-01-10,94.05594
2023-01-11,87.21278
2023-01-12,72.37762
2023-01-13,67.13286
2023-01-14,43.70629
2023-01-15,46.80319
2023-01-16,80.31968
2023-01-17,71.27872
2023-01-18,62.63736
2023-01-19,59.6903
2023-01-20,47.65234
2023-01-21,29.02097
2023-01-22,28.77122
2023-01-23,35.01498
2023-01-24,43.35664
2023-01-25,69.13086
2023-01-26,77.97202
2023-01-27,64.08591
2023-01-28,42.55744
2023-01-29,45.60439
2023-01-30,79.62037
2023-01-31,75.22477
2023-02-01,82.31768
2023-02-02,78.97102
2023-02-03,63.13686
2023-02-04,42.55744
2023-02-05,41.20879
2023-02-06,87.36263
2023-02-07,84.81518
2023-02-08,81.46853
2023-02-09,72.37762
2023-02-10,65.08491
2023-02-11,42.45754
2023-02-12,46.00399
2023-02-13,76.72327
2023-02-14,77.97202
2023-02-15,73.92607
2023-02-16,75.07492
2023-02-17,69.53046
2023-02-18,46.40359
2023-02-19,45.95404
2023-02-20,83.76623
2023-02-21,73.82617
2023-02-22,74.72527
2023-02-23,69.88011
2023-02-24,63.88611
2023-02-25,42.50749
2023-02-26,44.90509
2023-02-27,85.31468
2023-02-28,73.02697
2023-03-01,53.5964
2023-03-02,81.41858
2023-03-03,63.68631
2023-03-04,43.00699
2023-03-05,48.65134
2023-03-06,78.62137
2023-03-07,78.17182
2023-03-08,74.82517
2023-03-09,71.27872
2023-03-10,58.6913
2023-03-11,37.91208
2023-03-12,41.85814
2023-03-13,70.37962
2023-03-14,69.98001
2023-03-15,69.63036
2023-03-16,66.43356
2023-03-17,51.5984
2023-03-18,37.81218
2023-03-19,40.50949
2023-03-20,70.87912
2023-03-21,65.63436
2023-03-22,62.53746
2023-03-23,56.1938
2023-03-24,56.34365
2023-03-25,33.51648
2023-03-26,33.16683
2023-03-27,66.33366
2023-03-28,60.53946
2023-03-29,59.24075
2023-03-30,57.34265
2023-03-31,45.40459
2023-04-01,30.56943
2023-04-02,32.91708
2023-04-03,60.88911
2023-04-04,58.14185
2023-04-05,64.83516
2023-04-06,59.99
2023-04-07,49.15084
2023-04-08,33.86613
2023-04-09,35.41458
2023-04-10,59.64035
2023-04-11,61.33866
2023-04-12,60.93906
2023-04-13,65.68431
2023-04-14,52.64735
2023-04-15,39.66033
2023-04-16,38.16183
2023-04-17,60.83916
2023-04-18,64.98501
2023-04-19,58.74125
2023-04-20,54.995
2023-04-21,49.45054
2023-04-22,35.21478
2023-04-23,34.21578
2023-04-24,60.73926
2023-04-25,58.2917
2023-04-26,57.7922
2023-04-27,55.1948
2023-04-28,49.80019
2023-04-29,34.46553
2023-04-30,32.86713
2023-05-01,48.30169
2023-05-02,58.04195
2023-05-03,51.2987
2023-05-04,45.00499
2023-05-05,31.91808
2023-05-06,28.37162
2023-05-07,31.81818
2023-05-08,50.04995
2023-05-09,52.1978
2023-05-10,56.34365
2023-05-11,48.00199
2023-05-12,44.60539
2023-05-13,28.92107
2023-05-14,34.11588
2023-05-15,52.0979
2023-05-16,58.3916
2023-05-17,50.5994
2023-05-18,52.64735
2023-05-19,42.25774
2023-05-20,27.32267
2023-05-21,32.01798
2023-05-22,54.6953
2023-05-23,58.0919
2023-05-24,55.14485
2023-05-25,50.2997
2023-05-26,39.51048
2023-05-27,28.52147
2023-05-28,29.07092
2023-05-29,32.81718
2023-05-30,52.64735
