date,주택청약
2020-07-01,26.91727
2020-07-02,24.2486
2020-07-03,21.52673
2020-07-04,13.68472
2020-07-05,17.7365
2020-07-06,28.65945
2020-07-07,26.46954
2020-07-08,27.85707
2020-07-09,25.33025
2020-07-10,23.74323
2020-07-11,15.19194
2020-07-12,16.81443
2020-07-13,26.77985
2020-07-14,27.75512
2020-07-15,26.39861
2020-07-16,24.88695
2020-07-17,24.78056
2020-07-18,13.52513
2020-07-19,16.86763
2020-07-20,31.09761
2020-07-21,34.39577
2020-07-22,27.57779
2020-07-23,23.2423
2020-07-24,21.8858
2020-07-25,14.32751
2020-07-26,16.82773
2020-07-27,28.60625
2020-07-28,30.02039
2020-07-29,28.68162
2020-07-30,25.1884
2020-07-31,22.05426
2020-08-01,13.75121
2020-08-02,15.4136
2020-08-03,29.57709
2020-08-04,45.25223
2020-08-05,29.07172
2020-08-06,24.47468
2020-08-07,26.5316
2020-08-08,15.12102
2020-08-09,17.86062
2020-08-10,38.63817
2020-08-11,55.61663
2020-08-12,33.68206
2020-08-13,30.43709
2020-08-14,28.73481
2020-08-15,13.4276
2020-08-16,14.17235
2020-08-17,18.06897
2020-08-18,28.64172
2020-08-19,32.6137
2020-08-20,28.59739
2020-08-21,25.97748
2020-08-22,14.25658
2020-08-23,16.01205
2020-08-24,25.84005
2020-08-25,26.29222
2020-08-26,26.9749
2020-08-27,23.09158
2020-08-28,22.02322
2020-08-29,16.09185
2020-08-30,17.61237
2020-08-31,31.10648
2020-09-01,36.32857
2020-09-02,26.97047
2020-09-03,22.92313
2020-09-04,19.59836
2020-09-05,13.55173
2020-09-06,16.57505
2020-09-07,25.77799
2020-09-08,39.609
2020-09-09,30.12678
2020-09-10,26.36758
2020-09-11,22.24044
2020-09-12,14.58905
2020-09-13,16.14061
2020-09-14,28.98749
2020-09-15,32.42752
2020-09-16,25.72923
2020-09-17,21.69961
2020-09-18,18.56547
2020-09-19,12.5676
2020-09-20,14.34524
2020-09-21,23.2822
2020-09-22,22.60395
2020-09-23,23.2423
2020-09-24,28.491
2020-09-25,65.06339
2020-09-26,12.54987
2020-09-27,12.72719
2020-09-28,22.28921
2020-09-29,20.50713
2020-09-30,12.20852
2020-10-01,13.91524
2020-10-02,14.33637
2020-10-03,15.3471
2020-10-04,18.48124
2020-10-05,35.13609
2020-10-06,27.43594
2020-10-07,26.0484
2020-10-08,38.26137
2020-10-09,14.74864
2020-10-10,14.23885
2020-10-11,15.70174
2020-10-12,27.34728
2020-10-13,22.76797
2020-10-14,27.66645
2020-10-15,23.14034
2020-10-16,19.39001
2020-10-17,11.92924
2020-10-18,14.84174
2020-10-19,28.96976
2020-10-20,28.52646
2020-10-21,26.22129
2020-10-22,22.46653
2020-10-23,21.8725
2020-10-24,12.20409
2020-10-25,14.8373
2020-10-26,27.21429
2020-10-27,33.01711
2020-10-28,33.50917
2020-10-29,22.00106
2020-10-30,18.28176
2020-10-31,14.86833
2020-11-01,18.87135
2020-11-02,38.40322
2020-11-03,60.94068
2020-11-04,46.76389
2020-11-05,25.74253
2020-11-06,21.31837
2020-11-07,13.21039
2020-11-08,15.15648
2020-11-09,29.12935
2020-11-10,30.78287
2020-11-11,29.20471
2020-11-12,26.34098
2020-11-13,22.75467
2020-11-14,14.48266
2020-11-15,16.35783
2020-11-16,26.38975
2020-11-17,25.88881
2020-11-18,24.11118
2020-11-19,24.94902
2020-11-20,21.50456
2020-11-21,14.22111
2020-11-22,16.3002
2020-11-23,26.63799
2020-11-24,28.06099
2020-11-25,26.53604
2020-11-26,23.15808
2020-11-27,22.64828
2020-11-28,14.53143
2020-11-29,17.2001
2020-11-30,30.60998
2020-12-01,29.70564
2020-12-02,30.33513
2020-12-03,36.61672
2020-12-04,23.99592
2020-12-05,15.85246
2020-12-06,18.29062
2020-12-07,30.22431
2020-12-08,37.02455
2020-12-09,28.44667
2020-12-10,35.32671
2020-12-11,28.34914
2020-12-12,15.79927
2020-12-13,17.24
2020-12-14,31.54091
2020-12-15,40.26509
2020-12-16,30.72524
2020-12-17,26.5981
2020-12-18,24.27963
2020-12-19,14.59349
2020-12-20,20.09043
2020-12-21,29.08502
2020-12-22,33.21659
2020-12-23,28.29151
2020-12-24,18.92011
2020-12-25,12.79368
2020-12-26,15.28504
2020-12-27,19.27919
2020-12-28,37.48559
2020-12-29,53.2095
2020-12-30,35.27351
2020-12-31,26.28779
2021-01-01,19.91754
2021-01-02,22.11188
2021-01-03,26.17253
2021-01-04,41.1118
2021-01-05,37.49889
2021-01-06,32.77772
2021-01-07,33.31855
2021-01-08,30.01595
2021-01-09,20.17909
2021-01-10,24.11561
2021-01-11,38.78446
2021-01-12,38.48745
2021-01-13,31.78029
2021-01-14,29.09389
2021-01-15,27.88367
2021-01-16,18.01134
2021-01-17,21.75724
2021-01-18,40.98767
2021-01-19,38.03085
2021-01-20,37.86683
2021-01-21,37.31713
2021-01-22,32.49401
2021-01-23,21.69961
2021-01-24,24.43479
2021-01-25,37.30383
2021-01-26,32.83535
2021-01-27,30.65874
2021-01-28,28.55306
2021-01-29,23.51272
2021-01-30,16.21597
2021-01-31,19.32795
2021-02-01,31.22173
2021-02-02,33.81062
2021-02-03,27.01037
2021-02-04,29.67018
2021-02-05,22.61725
2021-02-06,16.14061
2021-02-07,17.62567
2021-02-08,26.84191
2021-02-09,26.31438
2021-02-10,22.51086
2021-02-11,15.20081
2021-02-12,18.81372
2021-02-13,19.21712
2021-02-14,23.72107
2021-02-15,36.92259
2021-02-16,35.99609
2021-02-17,34.27165
2021-02-18,33.05257
2021-02-19,27.61769
2021-02-20,15.18308
2021-02-21,18.11774
2021-02-22,30.57895
2021-02-23,28.32697
2021-02-24,25.44995
2021-02-25,26.0351
2021-02-26,20.37414
2021-02-27,13.56503
2021-02-28,15.35153
2021-03-01,18.78712
2021-03-02,30.54348
2021-03-03,29.72781
2021-03-04,27.50687
2021-03-05,21.4292
2021-03-06,13.49853
2021-03-07,15.78597
2021-03-08,23.78313
2021-03-09,23.56591
2021-03-10,24.47912
2021-03-11,22.15621
2021-03-12,21.19868
2021-03-13,12.53213
2021-03-14,14.4339
2021-03-15,22.83447
2021-03-16,23.3487
2021-03-17,22.75024
2021-03-18,22.58622
2021-03-19,17.62124
2021-03-20,12.22182
2021-03-21,13.4409
2021-03-22,22.86993
2021-03-23,23.69447
2021-03-24,19.72692
2021-03-25,19.81558
2021-03-26,16.88092
2021-03-27,11.86718
2021-03-28,13.40101
2021-03-29,22.94972
2021-03-30,25.07757
2021-03-31,21.29621
2021-04-01,18.95558
2021-04-02,15.45349
2021-04-03,11.61893
2021-04-04,13.4675
2021-04-05,22.89653
2021-04-06,23.02509
2021-04-07,21.3627
2021-04-08,19.78012
2021-04-09,17.92268
2021-04-10,10.78553
2021-04-11,15.05895
2021-04-12,22.96302
2021-04-13,22.06755
2021-04-14,18.51227
2021-04-15,18.39258
2021-04-16,17.75866
2021-04-17,11.41501
2021-04-18,13.64039
2021-04-19,22.51086
2021-04-20,23.22457
2021-04-21,21.73508
2021-04-22,18.68516
2021-04-23,16.11401
2021-04-24,11.10027
2021-04-25,12.80255
2021-04-26,21.99663
2021-04-27,25.47654
2021-04-28,22.99405
2021-04-29,22.06312
2021-04-30,19.62496
2021-05-01,12.0445
2021-05-02,13.53843
2021-05-03,21.33611
2021-05-04,19.85548
2021-05-05,13.10843
2021-05-06,21.30951
2021-05-07,19.05754
2021-05-08,13.40101
2021-05-09,16.00319
2021-05-10,35.21588
2021-05-11,47.35792
2021-05-12,24.47025
2021-05-13,18.29506
2021-05-14,15.2806
2021-05-15,10.6215
2021-05-16,13.49853
2021-05-17,19.48311
2021-05-18,25.47211
2021-05-19,13.76008
2021-05-20,21.14105
2021-05-21,18.06011
2021-05-22,10.75006
2021-05-23,13.71132
2021-05-24,23.10045
2021-05-25,20.4495
2021-05-26,17.73206
2021-05-27,19.66486
2021-05-28,16.45535
2021-05-29,10.54171
2021-05-30,11.67656
2021-05-31,21.29621
2021-06-01,21.75281
2021-06-02,18.79599
2021-06-03,17.27546
2021-06-04,15.08112
2021-06-05,10.86089
2021-06-06,13.36111
2021-06-07,22.54189
2021-06-08,20.80858
2021-06-09,19.15949
2021-06-10,18.40145
2021-06-11,15.2939
2021-06-12,9.68614
2021-06-13,11.29532
2021-06-14,19.76239
2021-06-15,18.80929
2021-06-16,19.82888
2021-06-17,23.22457
2021-06-18,17.40845
2021-06-19,9.97428
2021-06-20,11.25543
2021-06-21,20.25445
2021-06-22,18.44578
2021-06-23,17.32866
2021-06-24,16.92082
2021-06-25,16.53515
2021-06-26,9.94769
2021-06-27,11.48594
2021-06-28,19.99734
2021-06-29,18.14433
2021-06-30,20.63126
2021-07-01,18.5832
2021-07-02,15.7904
2021-07-03,10.6215
2021-07-04,13.83987
2021-07-05,26.49171
2021-07-06,27.5645
2021-07-07,20.36084
2021-07-08,18.59207
2021-07-09,16.13174
2021-07-10,11.49924
2021-07-11,13.92853
2021-07-12,25.70706
2021-07-13,32.89741
2021-07-14,26.26562
2021-07-15,28.59296
2021-07-16,26.1548
2021-07-17,14.95699
2021-07-18,15.53329
2021-07-19,24.93572
2021-07-20,26.30109
2021-07-21,22.75024
2021-07-22,22.90983
2021-07-23,19.26589
2021-07-24,11.91151
2021-07-25,14.06153
2021-07-26,26.6114
2021-07-27,31.92658
2021-07-28,52.2431
2021-07-29,26.04397
2021-07-30,19.00877
2021-07-31,12.29718
2021-08-01,14.17235
2021-08-02,25.16623
2021-08-03,30.63214
2021-08-04,29.67904
2021-08-05,24.13334
2021-08-06,21.20755
2021-08-07,15.05009
2021-08-08,15.7638
2021-08-09,26.70006
2021-08-10,29.62142
2021-08-11,47.95194
2021-08-12,23.74767
2021-08-13,19.51414
2021-08-14,13.56946
2021-08-15,14.11029
2021-08-16,17.24
2021-08-17,25.02881
2021-08-18,29.54162
2021-08-19,23.26447
2021-08-20,23.6989
2021-08-21,13.48967
2021-08-22,16.75237
2021-08-23,26.38531
2021-08-24,24.50128
2021-08-25,26.74882
2021-08-26,24.6919
2021-08-27,18.86248
2021-08-28,12.27945
2021-08-29,15.18751
2021-08-30,26.21243
2021-08-31,25.6982
2021-09-01,28.68162
2021-09-02,22.52859
2021-09-03,17.90938
2021-09-04,11.49038
2021-09-05,13.79998
2021-09-06,22.43993
2021-09-07,22.799
2021-09-08,24.60767
2021-09-09,21.12332
2021-09-10,17.2267
2021-09-11,11.64996
2021-09-12,12.74935
2021-09-13,20.17909
2021-09-14,21.10116
2021-09-15,17.6567
2021-09-16,17.11587
2021-09-17,12.19966
2021-09-18,8.48479
2021-09-19,8.7419
2021-09-20,9.89006
2021-09-21,13.05966
2021-09-22,14.62009
2021-09-23,25.54747
2021-09-24,31.70493
2021-09-25,16.81443
2021-09-26,17.21783
2021-09-27,30.96019
2021-09-28,36.65661
2021-09-29,23.39746
2021-09-30,22.07199
2021-10-01,18.84918
2021-10-02,12.04894
2021-10-03,12.80255
2021-10-04,15.30277
2021-10-05,24.02251
2021-10-06,23.18467
2021-10-07,18.96001
2021-10-08,15.93226
2021-10-09,9.37139
2021-10-10,11.33079
2021-10-11,15.22741
2021-10-12,24.6387
2021-10-13,26.39418
2021-10-14,19.79342
2021-10-15,18.81815
2021-10-16,9.54871
2021-10-17,10.32449
2021-10-18,17.47938
2021-10-19,17.67887
2021-10-20,17.45278
2021-10-21,14.61122
2021-10-22,14.3674
2021-10-23,8.71087
2021-10-24,11.57904
2021-10-25,26.70892
2021-10-26,22.01436
2021-10-27,18.71176
2021-10-28,16.06082
2021-10-29,14.0039
2021-10-30,8.85273
2021-10-31,11.12243
2021-11-01,20.95487
2021-11-02,23.10045
2021-11-03,19.6161
2021-11-04,17.45278
2021-11-05,16.02978
2021-11-06,9.2517
2021-11-07,11.05151
2021-11-08,20.85734
2021-11-09,25.91098
2021-11-10,18.41475
2021-11-11,15.26731
2021-11-12,16.15834
2021-11-13,9.74377
2021-11-14,11.62337
2021-11-15,25.03768
2021-11-16,25.83119
2021-11-17,19.46537
2021-11-18,17.97145
2021-11-19,15.52442
2021-11-20,9.64181
2021-11-21,11.69873
2021-11-22,20.64012
2021-11-23,22.09415
2021-11-24,18.64526
2021-11-25,20.85291
2021-11-26,15.39143
2021-11-27,9.08768
2021-11-28,12.17749
2021-11-29,24.52345
2021-11-30,23.04725
2021-12-01,21.96116
2021-12-02,19.21712
2021-12-03,16.43319
2021-12-04,10.87862
2021-12-05,12.44791
2021-12-06,27.52903
2021-12-07,34.44454
2021-12-08,21.34941
2021-12-09,20.40517
2021-12-10,18.26403
2021-12-11,9.96098
2021-12-12,11.87161
2021-12-13,21.9523
2021-12-14,23.76097
2021-12-15,18.27732
2021-12-16,16.93855
2021-12-17,15.12102
2021-12-18,10.10727
2021-12-19,12.111
2021-12-20,21.13219
2021-12-21,19.9929
2021-12-22,17.41289
2021-12-23,18.0867
2021-12-24,15.48009
2021-12-25,8.55572
2021-12-26,11.50367
2021-12-27,22.69704
2021-12-28,28.68605
2021-12-29,23.24674
2021-12-30,17.82959
2021-12-31,16.22927
2022-01-01,12.96657
2022-01-02,15.3338
2022-01-03,24.08014
2022-01-04,27.36058
2022-01-05,24.222
2022-01-06,22.81673
2022-01-07,20.16579
2022-01-08,15.58648
2022-01-09,17.15577
2022-01-10,32.6403
2022-01-11,35.08733
2022-01-12,25.32582
2022-01-13,27.92357
2022-01-14,35.9296
2022-01-15,15.11215
2022-01-16,17.25773
2022-01-17,30.38389
2022-01-18,30.19771
2022-01-19,28.3713
2022-01-20,24.00922
2022-01-21,20.80858
2022-01-22,12.27059
2022-01-23,14.92596
2022-01-24,28.92986
2022-01-25,25.17953
2022-01-26,20.75538
2022-01-27,18.02021
2022-01-28,15.28504
2022-01-29,10.78553
2022-01-30,10.57717
2022-01-31,11.93368
2022-02-01,15.94112
2022-02-02,17.09371
2022-02-03,28.95646
2022-02-04,28.49986
2022-02-05,14.67771
2022-02-06,16.50412
2022-02-07,26.89511
2022-02-08,22.8522
2022-02-09,21.64198
2022-02-10,22.26704
2022-02-11,19.95301
2022-02-12,12.62079
2022-02-13,14.4339
2022-02-14,25.82232
2022-02-15,29.24018
2022-02-16,21.4292
2022-02-17,23.42406
2022-02-18,19.64713
2022-02-19,12.5011
2022-02-20,14.59349
2022-02-21,32.44525
2022-02-22,33.1634
2022-02-23,28.06543
2022-02-24,23.40189
2022-02-25,21.51786
2022-02-26,12.00461
2022-02-27,13.79998
2022-02-28,25.49428
2022-03-01,16.79226
2022-03-02,23.83189
2022-03-03,20.87951
2022-03-04,19.5363
2022-03-05,11.10027
2022-03-06,13.40987
2022-03-07,20.5559
2022-03-08,16.3401
2022-03-09,10.96728
2022-03-10,21.65085
2022-03-11,20.31651
2022-03-12,11.20666
2022-03-13,14.19008
2022-03-14,20.90167
2022-03-15,21.52229
2022-03-16,27.98563
2022-03-17,16.96072
2022-03-18,16.3268
2022-03-19,9.80583
2022-03-20,11.1978
2022-03-21,27.65316
2022-03-22,24.98891
2022-03-23,19.31022
2022-03-24,15.71061
2022-03-25,14.8905
2022-03-26,9.53985
2022-03-27,11.61007
2022-03-28,18.1399
2022-03-29,16.96958
2022-03-30,20.49383
2022-03-31,16.86319
2022-04-01,13.32121
2022-04-02,8.43603
2022-04-03,10.37769
2022-04-04,18.64526
2022-04-05,18.37042
2022-04-06,16.77896
2022-04-07,14.97473
2022-04-08,16.09185
2022-04-09,9.09655
2022-04-10,10.42202
2022-04-11,22.75467
2022-04-12,19.93971
2022-04-13,15.54659
2022-04-14,14.44276
2022-04-15,13.54286
2022-04-16,8.65324
2022-04-17,9.91222
2022-04-18,20.80414
2022-04-19,21.99219
2022-04-20,16.57505
2022-04-21,14.92153
2022-04-22,13.44977
2022-04-23,8.63551
2022-04-24,10.36882
2022-04-25,17.43505
2022-04-26,18.37928
2022-04-27,18.21083
2022-04-28,14.50926
2022-04-29,13.09069
2022-04-30,8.80397
2022-05-01,11.6012
2022-05-02,19.63826
2022-05-03,19.63383
2022-05-04,15.65741
2022-05-05,10.04964
2022-05-06,13.42317
2022-05-07,9.61078
2022-05-08,12.09327
2022-05-09,19.9663
2022-05-10,20.35198
2022-05-11,17.19567
2022-05-12,16.91639
2022-05-13,13.20595
2022-05-14,8.58675
2022-05-15,10.12057
2022-05-16,17.88722
2022-05-17,20.51157
2022-05-18,14.93926
2022-05-19,14.00833
2022-05-20,13.13946
2022-05-21,7.61149
2022-05-22,9.19407
2022-05-23,16.74793
2022-05-24,15.45349
2022-05-25,15.07225
2022-05-26,14.27874
2022-05-27,12.10213
2022-05-28,12.42574
2022-05-29,11.98687
2022-05-30,21.37157
2022-05-31,19.89538
2022-06-01,12.21296
2022-06-02,17.31536
2022-06-03,13.20595
2022-06-04,8.79067
2022-06-05,8.80397
2022-06-06,10.68357
2022-06-07,16.78783
2022-06-08,18.70733
2022-06-09,18.6364
2022-06-10,15.25401
2022-06-11,8.36953
2022-06-12,10.05851
2022-06-13,16.73907
2022-06-14,14.34967
2022-06-15,14.63782
2022-06-16,13.77781
2022-06-17,12.89121
2022-06-18,7.59375
2022-06-19,9.16747
2022-06-20,16.03865
2022-06-21,17.71433
2022-06-22,14.19895
2022-06-23,12.38584
2022-06-24,11.86275
2022-06-25,7.72674
2022-06-26,8.81727
2022-06-27,16.20267
2022-06-28,19.53187
2022-06-29,14.78854
2022-06-30,13.47637
2022-07-01,12.10213
2022-07-02,8.09912
2022-07-03,9.96542
2022-07-04,17.7099
2022-07-05,18.03794
2022-07-06,15.7505
2022-07-07,15.94556
2022-07-08,13.34338
2022-07-09,8.19221
2022-07-10,9.16747
2022-07-11,15.86576
2022-07-12,14.60679
2022-07-13,13.78668
2022-07-14,11.80069
2022-07-15,11.55244
2022-07-16,6.58303
2022-07-17,8.3651
2022-07-18,15.78597
2022-07-19,15.33823
2022-07-20,13.70688
2022-07-21,13.13059
2022-07-22,13.77781
2022-07-23,6.42344
2022-07-24,8.405
2022-07-25,15.85246
2022-07-26,14.12802
2022-07-27,13.56946
2022-07-28,13.83987
2022-07-29,14.9038
2022-07-30,8.20994
2022-07-31,9.01675
2022-08-01,14.81957
2022-08-02,14.25658
2022-08-03,13.9241
2022-08-04,12.80698
2022-08-05,12.06667
2022-08-06,7.25684
2022-08-07,8.46262
2022-08-08,14.35854
2022-08-09,15.11215
2022-08-10,14.78854
2022-08-11,12.82915
2022-08-12,11.1978
2022-08-13,7.68241
2022-08-14,8.08139
2022-08-15,9.92552
2022-08-16,16.2736
2022-08-17,15.30277
2022-08-18,14.33194
2022-08-19,13.40544
2022-08-20,7.74448
2022-08-21,9.7615
2022-08-22,16.76123
2022-08-23,15.12988
2022-08-24,12.92224
2022-08-25,12.91337
2022-08-26,11.76522
2022-08-27,7.50066
2022-08-28,8.64881
2022-08-29,13.17492
2022-08-30,12.86461
2022-08-31,12.15533
2022-09-01,12.66956
2022-09-02,10.59491
2022-09-03,6.97756
2022-09-04,8.67984
2022-09-05,12.92224
2022-09-06,13.18379
2022-09-07,10.7279
2022-09-08,10.01418
2022-09-09,6.60962
2022-09-10,7.77107
2022-09-11,9.10098
2022-09-12,12.42574
2022-09-13,17.80742
2022-09-14,14.73534
2022-09-15,14.40287
2022-09-16,11.73862
2022-09-17,7.56716
2022-09-18,9.31376
2022-09-19,15.62638
2022-09-20,13.46307
2022-09-21,14.14132
2022-09-22,12.38584
2022-09-23,10.71016
2022-09-24,6.39684
2022-09-25,8.41829
2022-09-26,14.3807
2022-09-27,12.39028
2022-09-28,11.94254
2022-09-29,11.56574
2022-09-30,10.05408
2022-10-01,6.84457
2022-10-02,6.85344
2022-10-03,9.81913
2022-10-04,14.73978
2022-10-05,14.07039
2022-10-06,12.47451
2022-10-07,10.16047
2022-10-08,6.58746
2022-10-09,7.4519
2022-10-10,9.75707
2022-10-11,16.71247
2022-10-12,19.90424
2022-10-13,12.70502
2022-10-14,10.83872
2022-10-15,7.25241
2022-10-16,7.56272
2022-10-17,13.01977
2022-10-18,11.0914
2022-10-19,11.60563
2022-10-20,12.65626
2022-10-21,11.19336
2022-10-22,6.16189
2022-10-23,7.23468
2022-10-24,13.74678
2022-10-25,14.85947
2022-10-26,16.89422
2022-10-27,16.21597
2022-10-28,12.36368
2022-10-29,6.94653
2022-10-30,6.56086
2022-10-31,13.43204
2022-11-01,13.74235
2022-11-02,11.23326
2022-11-03,10.50625
2022-11-04,9.46005
2022-11-05,6.27271
2022-11-06,7.76664
2022-11-07,12.62966
2022-11-08,15.66184
2022-11-09,13.17492
2022-11-10,13.05966
2022-11-11,10.58161
2022-11-12,6.32148
2022-11-13,7.75777
2022-11-14,13.36111
2022-11-15,13.15276
2022-11-16,11.6677
2022-11-17,12.04894
2022-11-18,14.50483
2022-11-19,6.18405
2022-11-20,7.63365
2022-11-21,12.39028
2022-11-22,11.78739
2022-11-23,10.6481
2022-11-24,9.53541
2022-11-25,10.67913
2022-11-26,5.63436
2022-11-27,7.06622
2022-11-28,12.0844
2022-11-29,12.78482
2022-11-30,9.68614
2022-12-01,8.90593
2022-12-02,7.8154
2022-12-03,4.48621
2022-12-04,6.13972
2022-12-05,11.22883
2022-12-06,11.85388
2022-12-07,11.64996
2022-12-08,9.45562
2022-12-09,8.88819
2022-12-10,5.90477
2022-12-11,7.24798
2022-12-12,11.66326
2022-12-13,9.65067
2022-12-14,9.51768
2022-12-15,10.45748
2022-12-16,9.03005
2022-12-17,5.4792
2022-12-18,6.61849
2022-12-19,9.42016
2022-12-20,10.00531
2022-12-21,8.75077
2022-12-22,7.96169
2022-12-23,7.51839
2022-12-24,5.01374
2022-12-25,6.13529
2022-12-26,11.10027
2022-12-27,11.6677
2022-12-28,10.97171
2022-12-29,9.60634
2022-12-30,8.42273
2022-12-31,6.28601
2023-01-01,8.16118
2023-01-02,15.11215
2023-01-03,16.02092
2023-01-04,14.04379
2023-01-05,11.83615
2023-01-06,10.53284
2023-01-07,7.27901
2023-01-08,8.80397
2023-01-09,13.64482
2023-01-10,14.54029
2023-01-11,13.74235
2023-01-12,11.77852
2023-01-13,10.1649
2023-01-14,7.01746
2023-01-15,8.60005
2023-01-16,15.4136
2023-01-17,14.04379
2023-01-18,14.21668
2023-01-19,11.86718
2023-01-20,11.15347
2023-01-21,7.71344
2023-01-22,9.81913
2023-01-23,10.34666
2023-01-24,11.37068
2023-01-25,20.63569
2023-01-26,18.34825
2023-01-27,15.03679
2023-01-28,8.8084
2023-01-29,10.58161
2023-01-30,17.69217
2023-01-31,16.80556
2023-02-01,15.50226
2023-02-02,12.89564
2023-02-03,11.42831
2023-02-04,7.51839
2023-02-05,8.38726
2023-02-06,14.63782
2023-02-07,12.84245
2023-02-08,12.46564
2023-02-09,10.63037
2023-02-10,12.0445
2023-02-11,7.3987
2023-02-12,8.20994
2023-02-13,13.9108
2023-02-14,12.32378
2023-02-15,12.5543
2023-02-16,10.76336
2023-02-17,9.7083
2023-02-18,6.95983
2023-02-19,9.15418
2023-02-20,14.11472
2023-02-21,13.34338
2023-02-22,11.90265
2023-02-23,11.65883
2023-02-24,9.97428
2023-02-25,6.84014
2023-02-26,7.50066
2023-02-27,13.79998
2023-02-28,14.68215
2023-03-01,10.85202
2023-03-02,13.40987
2023-03-03,10.78996
2023-03-04,7.69128
2023-03-05,9.64181
2023-03-06,12.91781
2023-03-07,11.80069
2023-03-08,12.6075
2023-03-09,9.88562
2023-03-10,9.94769
2023-03-11,5.9491
2023-03-12,6.72045
2023-03-13,11.75192
2023-03-14,11.0914
2023-03-15,10.74563
2023-03-16,9.48222
2023-03-17,8.67098
2023-03-18,5.4792
2023-03-19,7.02633
2023-03-20,10.61264
2023-03-21,11.40172
2023-03-22,10.23583
2023-03-23,8.95469
2023-03-24,9.12314
2023-03-25,5.89147
2023-03-26,6.61406
2023-03-27,12.37255
2023-03-28,10.75006
2023-03-29,9.40686
2023-03-30,9.49108
2023-03-31,7.97943
2023-04-01,5.31962
2023-04-02,6.64952
2023-04-03,12.33265
2023-04-04,12.12873
2023-04-05,11.39285
2023-04-06,10.01418
2023-04-07,7.70015
2023-04-08,4.89848
2023-04-09,6.38797
2023-04-10,12.15533
2023-04-11,10.10727
2023-04-12,10.10727
2023-04-13,9.06551
2023-04-14,8.05479
2023-04-15,5.46591
2023-04-16,6.07766
2023-04-17,10.74563
2023-04-18,10.73233
2023-04-19,9.82799
2023-04-20,8.28974
2023-04-21,7.31004
2023-04-22,4.73446
2023-04-23,6.26385
2023-04-24,9.36696
2023-04-25,10.85202
2023-04-26,8.55572
2023-04-27,7.83757
2023-04-28,7.63808
2023-04-29,4.86301
2023-04-30,5.40828
2023-05-01,8.23211
2023-05-02,10.50625
2023-05-03,9.07881
2023-05-04,8.48922
2023-05-05,5.88704
2023-05-06,6.18405
2023-05-07,7.23025
2023-05-08,12.70946
2023-05-09,10.6481
2023-05-10,12.62523
2023-05-11,9.47779
2023-05-12,7.63365
2023-05-13,5.24425
2023-05-14,6.16632
2023-05-15,11.77409
2023-05-16,11.22439
2023-05-17,9.48665
2023-05-18,8.67984
2023-05-19,7.9351
2023-05-20,5.23982
2023-05-21,5.90477
2023-05-22,10.81212
2023-05-23,10.00531
2023-05-24,9.7881
2023-05-25,8.99459
2023-05-26,7.94839
2023-05-27,5.15559
2023-05-28,6.19292
2023-05-29,7.34107
