date,블럭체인
2020-06-19,3.70072
2020-06-20,3.21802
2020-06-21,2.57441
2020-06-22,5.95333
2020-06-23,7.32099
2020-06-24,11.82622
2020-06-25,9.41271
2020-06-26,6.99919
2020-06-27,4.26387
2020-06-28,3.94207
2020-06-29,7.8037
2020-06-30,10.78037
2020-07-01,5.79243
2020-07-02,7.88415
2020-07-03,6.67739
2020-07-04,3.13757
2020-07-05,3.86162
2020-07-06,6.43604
2020-07-07,6.59694
2020-07-08,7.72325
2020-07-09,7.16009
2020-07-10,6.51649
2020-07-11,3.94207
2020-07-12,4.18342
2020-07-13,5.06838
2020-07-14,6.59694
2020-07-15,8.68865
2020-07-16,7.48189
2020-07-17,6.51649
2020-07-18,4.02252
2020-07-19,2.89621
2020-07-20,6.19469
2020-07-21,6.51649
2020-07-22,7.24054
2020-07-23,6.67739
2020-07-24,5.71198
2020-07-25,4.02252
2020-07-26,14.23974
2020-07-27,7.32099
2020-07-28,6.83829
2020-07-29,7.07964
2020-07-30,7.8037
2020-07-31,5.47063
2020-08-01,4.34432
2020-08-02,4.90748
2020-08-03,4.90748
2020-08-04,6.27514
2020-08-05,5.14883
2020-08-06,6.67739
2020-08-07,6.35559
2020-08-08,4.50522
2020-08-09,6.11423
2020-08-10,6.51649
2020-08-11,7.32099
2020-08-12,7.07964
2020-08-13,5.14883
2020-08-14,5.71198
2020-08-15,4.90748
2020-08-16,4.74658
2020-08-17,3.78117
2020-08-18,5.22928
2020-08-19,5.06838
2020-08-20,5.95333
2020-08-21,7.16009
2020-08-22,4.74658
2020-08-23,4.74658
2020-08-24,7.88415
2020-08-25,8.04505
2020-08-26,6.99919
2020-08-27,7.07964
2020-08-28,6.19469
2020-08-29,4.10297
2020-08-30,6.35559
2020-08-31,7.32099
2020-09-01,6.91874
2020-09-02,8.20595
2020-09-03,6.91874
2020-09-04,6.11423
2020-09-05,17.53821
2020-09-06,11.02172
2020-09-07,6.99919
2020-09-08,7.07964
2020-09-09,6.03378
2020-09-10,8.68865
2020-09-11,6.83829
2020-09-12,6.03378
2020-09-13,4.90748
2020-09-14,8.20595
2020-09-15,6.91874
2020-09-16,8.7691
2020-09-17,7.56234
2020-09-18,6.43604
2020-09-19,4.42477
2020-09-20,6.43604
2020-09-21,6.75784
2020-09-22,6.75784
2020-09-23,7.32099
2020-09-24,6.99919
2020-09-25,6.11423
2020-09-26,4.42477
2020-09-27,4.02252
2020-09-28,6.11423
2020-09-29,6.03378
2020-09-30,3.53982
2020-10-01,2.97666
2020-10-02,3.86162
2020-10-03,4.50522
2020-10-04,5.87288
2020-10-05,8.36685
2020-10-06,8.6082
2020-10-07,6.43604
2020-10-08,7.48189
2020-10-09,4.10297
2020-10-10,5.22928
2020-10-11,4.50522
2020-10-12,7.40144
2020-10-13,7.07964
2020-10-14,8.36685
2020-10-15,8.52775
2020-10-16,7.88415
2020-10-17,3.62027
2020-10-18,5.30973
2020-10-19,7.9646
2020-10-20,5.95333
2020-10-21,7.56234
2020-10-22,7.64279
2020-10-23,5.63153
2020-10-24,4.42477
2020-10-25,6.43604
2020-10-26,7.88415
2020-10-27,9.0909
2020-10-28,8.4473
2020-10-29,9.81496
2020-10-30,9.89541
2020-10-31,4.90748
2020-11-01,4.66613
2020-11-02,8.52775
2020-11-03,5.39018
2020-11-04,5.71198
2020-11-05,6.27514
2020-11-06,9.17135
2020-11-07,5.87288
2020-11-08,5.55108
2020-11-09,7.88415
2020-11-10,6.03378
2020-11-11,7.07964
2020-11-12,7.24054
2020-11-13,5.14883
2020-11-14,4.02252
2020-11-15,5.06838
2020-11-16,6.11423
2020-11-17,7.32099
2020-11-18,12.14802
2020-11-19,7.9646
2020-11-20,9.25181
2020-11-21,6.99919
2020-11-22,6.99919
2020-11-23,8.36685
2020-11-24,9.81496
2020-11-25,9.49316
2020-11-26,10.53901
2020-11-27,10.05631
2020-11-28,3.86162
2020-11-29,5.63153
2020-11-30,8.84955
2020-12-01,11.50442
2020-12-02,12.71118
2020-12-03,9.0909
2020-12-04,9.65406
2020-12-05,5.79243
2020-12-06,7.40144
2020-12-07,10.78037
2020-12-08,9.17135
2020-12-09,9.81496
2020-12-10,11.34352
2020-12-11,6.75784
2020-12-12,5.63153
2020-12-13,5.06838
2020-12-14,6.43604
2020-12-15,6.43604
2020-12-16,9.57361
2020-12-17,10.94127
2020-12-18,7.8037
2020-12-19,6.67739
2020-12-20,4.90748
2020-12-21,8.2864
2020-12-22,7.32099
2020-12-23,7.07964
2020-12-24,6.99919
2020-12-25,4.90748
2020-12-26,5.95333
2020-12-27,8.6082
2020-12-28,9.25181
2020-12-29,7.48189
2020-12-30,7.64279
2020-12-31,7.56234
2021-01-01,5.71198
2021-01-02,6.19469
2021-01-03,11.82622
2021-01-04,11.34352
2021-01-05,10.78037
2021-01-06,12.46983
2021-01-07,14.07884
2021-01-08,14.64199
2021-01-09,9.89541
2021-01-10,39.09895
2021-01-11,19.62992
2021-01-12,11.90667
2021-01-13,12.87208
2021-01-14,11.82622
2021-01-15,17.61866
2021-01-16,7.88415
2021-01-17,9.49316
2021-01-18,9.0909
2021-01-19,10.61946
2021-01-20,9.97586
2021-01-21,11.02172
2021-01-22,9.81496
2021-01-23,9.17135
2021-01-24,6.59694
2021-01-25,8.4473
2021-01-26,11.74577
2021-01-27,7.56234
2021-01-28,9.25181
2021-01-29,8.68865
2021-01-30,7.9646
2021-01-31,6.43604
2021-02-01,9.57361
2021-02-02,9.73451
2021-02-03,6.83829
2021-02-04,8.84955
2021-02-05,6.27514
2021-02-06,4.98793
2021-02-07,6.11423
2021-02-08,7.64279
2021-02-09,15.52695
2021-02-10,13.11343
2021-02-11,9.97586
2021-02-12,13.03298
2021-02-13,13.11343
2021-02-14,18.18181
2021-02-15,18.58407
2021-02-16,14.80289
2021-02-17,19.79082
2021-02-18,25.82461
2021-02-19,17.61866
2021-02-20,20.19308
2021-02-21,18.74497
2021-02-22,32.74336
2021-02-23,29.04263
2021-02-24,25.66371
2021-02-25,22.36524
2021-02-26,18.66452
2021-02-27,22.12389
2021-02-28,11.82622
2021-03-01,13.51568
2021-03-02,14.64199
2021-03-03,15.28559
2021-03-04,17.61866
2021-03-05,15.36604
2021-03-06,9.0909
2021-03-07,10.78037
2021-03-08,15.84875
2021-03-09,14.56154
2021-03-10,16.65325
2021-03-11,15.04424
2021-03-12,14.32019
2021-03-13,13.19388
2021-03-14,17.53821
2021-03-15,17.61866
2021-03-16,20.19308
2021-03-17,21.23893
2021-03-18,18.26226
2021-03-19,23.49155
2021-03-20,20.99758
2021-03-21,16.97506
2021-03-22,19.14722
2021-03-23,17.29686
2021-03-24,19.22767
2021-03-25,22.76749
2021-03-26,15.6074
2021-03-27,11.18262
2021-03-28,13.03298
2021-03-29,15.7683
2021-03-30,17.13596
2021-03-31,22.28479
2021-04-01,24.93966
2021-04-02,22.60659
2021-04-03,18.90587
2021-04-04,15.7683
2021-04-05,23.0893
2021-04-06,26.38777
2021-04-07,30.16894
2021-04-08,24.29605
2021-04-09,26.54867
2021-04-10,16.4119
2021-04-11,17.13596
2021-04-12,18.58407
2021-04-13,22.52614
2021-04-14,23.65245
2021-04-15,24.93966
2021-04-16,22.60659
2021-04-17,20.19308
2021-04-18,18.74497
2021-04-19,21.31938
2021-04-20,23.0893
2021-04-21,24.85921
2021-04-22,26.22687
2021-04-23,29.20353
2021-04-24,21.07803
2021-04-25,16.81415
2021-04-26,22.28479
2021-04-27,22.76749
2021-04-28,21.23893
2021-04-29,17.21641
2021-04-30,21.80209
2021-05-01,17.21641
2021-05-02,16.33145
2021-05-03,17.05551
2021-05-04,15.20514
2021-05-05,16.5728
2021-05-06,19.62992
2021-05-07,19.95172
2021-05-08,15.52695
2021-05-09,14.40064
2021-05-10,21.23893
2021-05-11,19.30812
2021-05-12,20.11263
2021-05-13,21.64119
2021-05-14,16.17055
2021-05-15,12.30893
2021-05-16,13.03298
2021-05-17,19.79082
2021-05-18,17.29686
2021-05-19,13.35478
2021-05-20,14.48109
2021-05-21,15.68785
2021-05-22,13.91794
2021-05-23,12.95253
2021-05-24,18.82542
2021-05-25,15.68785
2021-05-26,17.21641
2021-05-27,18.02091
2021-05-28,44.24778
2021-05-29,17.37731
2021-05-30,14.96379
2021-05-31,18.26226
2021-06-01,19.06677
2021-06-02,17.45776
2021-06-03,16.0901
2021-06-04,17.45776
2021-06-05,11.90667
2021-06-06,11.02172
2021-06-07,13.75703
2021-06-08,15.52695
2021-06-09,16.251
2021-06-10,14.80289
2021-06-11,16.65325
2021-06-12,9.97586
2021-06-13,18.10136
2021-06-14,13.67658
2021-06-15,15.7683
2021-06-16,13.11343
2021-06-17,12.30893
2021-06-18,15.9292
2021-06-19,8.84955
2021-06-20,8.6082
2021-06-21,9.41271
2021-06-22,11.90667
2021-06-23,12.38938
2021-06-24,12.06757
2021-06-25,9.25181
2021-06-26,7.32099
2021-06-27,7.8037
2021-06-28,9.25181
2021-06-29,10.37811
2021-06-30,11.10217
2021-07-01,10.05631
2021-07-02,9.57361
2021-07-03,6.35559
2021-07-04,8.6082
2021-07-05,9.17135
2021-07-06,10.13676
2021-07-07,10.53901
2021-07-08,10.21721
2021-07-09,8.4473
2021-07-10,7.40144
2021-07-11,9.17135
2021-07-12,7.88415
2021-07-13,9.49316
2021-07-14,11.10217
2021-07-15,9.89541
2021-07-16,10.69991
2021-07-17,8.1255
2021-07-18,6.67739
2021-07-19,10.37811
2021-07-20,11.02172
2021-07-21,9.41271
2021-07-22,9.0909
2021-07-23,8.93
2021-07-24,6.91874
2021-07-25,6.11423
2021-07-26,9.65406
2021-07-27,7.88415
2021-07-28,6.83829
2021-07-29,7.07964
2021-07-30,6.75784
2021-07-31,5.06838
2021-08-01,4.50522
2021-08-02,6.75784
2021-08-03,7.72325
2021-08-04,8.93
2021-08-05,10.86082
2021-08-06,10.05631
2021-08-07,6.19469
2021-08-08,6.83829
2021-08-09,8.93
2021-08-10,8.2864
2021-08-11,7.8037
2021-08-12,10.29766
2021-08-13,8.52775
2021-08-14,6.27514
2021-08-15,6.59694
2021-08-16,15.36604
2021-08-17,19.71037
2021-08-18,12.14802
2021-08-19,12.46983
2021-08-20,10.13676
2021-08-21,7.64279
2021-08-22,7.64279
2021-08-23,9.57361
2021-08-24,12.30893
2021-08-25,10.37811
2021-08-26,10.94127
2021-08-27,12.46983
2021-08-28,7.32099
2021-08-29,6.35559
2021-08-30,9.81496
2021-08-31,11.18262
2021-09-01,16.0901
2021-09-02,10.86082
2021-09-03,11.58487
2021-09-04,10.69991
2021-09-05,8.84955
2021-09-06,10.45856
2021-09-07,11.82622
2021-09-08,10.61946
2021-09-09,10.86082
2021-09-10,10.78037
2021-09-11,9.73451
2021-09-12,5.95333
2021-09-13,9.65406
2021-09-14,9.25181
2021-09-15,9.41271
2021-09-16,12.30893
2021-09-17,10.53901
2021-09-18,7.32099
2021-09-19,7.88415
2021-09-20,6.75784
2021-09-21,6.75784
2021-09-22,8.4473
2021-09-23,10.78037
2021-09-24,8.84955
2021-09-25,8.04505
2021-09-26,7.16009
2021-09-27,9.41271
2021-09-28,8.93
2021-09-29,9.0909
2021-09-30,9.73451
2021-10-01,7.9646
2021-10-02,6.75784
2021-10-03,6.75784
2021-10-04,8.7691
2021-10-05,9.65406
2021-10-06,10.29766
2021-10-07,13.11343
2021-10-08,9.25181
2021-10-09,12.14802
2021-10-10,13.03298
2021-10-11,8.84955
2021-10-12,12.46983
2021-10-13,10.53901
2021-10-14,10.29766
2021-10-15,12.14802
2021-10-16,8.4473
2021-10-17,7.16009
2021-10-18,11.50442
2021-10-19,9.97586
2021-10-20,10.45856
2021-10-21,12.22847
2021-10-22,10.86082
2021-10-23,8.36685
2021-10-24,8.1255
2021-10-25,12.22847
2021-10-26,13.75703
2021-10-27,13.67658
2021-10-28,15.04424
2021-10-29,13.91794
2021-10-30,9.25181
2021-10-31,9.25181
2021-11-01,12.46983
2021-11-02,17.61866
2021-11-03,17.21641
2021-11-04,14.15929
2021-11-05,12.38938
2021-11-06,8.6082
2021-11-07,7.56234
2021-11-08,19.71037
2021-11-09,18.98632
2021-11-10,18.10136
2021-11-11,28.23813
2021-11-12,24.2156
2021-11-13,16.5728
2021-11-14,14.88334
2021-11-15,17.21641
2021-11-16,18.02091
2021-11-17,19.38857
2021-11-18,19.79082
2021-11-19,19.22767
2021-11-20,12.38938
2021-11-21,13.91794
2021-11-22,21.39983
2021-11-23,18.66452
2021-11-24,18.82542
2021-11-25,19.30812
2021-11-26,17.37731
2021-11-27,12.30893
2021-11-28,11.90667
2021-11-29,16.33145
2021-11-30,18.34271
2021-12-01,16.00965
2021-12-02,15.4465
2021-12-03,16.0901
2021-12-04,12.87208
2021-12-05,10.53901
2021-12-06,14.88334
2021-12-07,17.05551
2021-12-08,18.34271
2021-12-09,17.29686
2021-12-10,14.96379
2021-12-11,13.83748
2021-12-12,12.14802
2021-12-13,15.84875
2021-12-14,14.56154
2021-12-15,18.50362
2021-12-16,15.68785
2021-12-17,13.51568
2021-12-18,11.58487
2021-12-19,13.59613
2021-12-20,14.88334
2021-12-21,16.7337
2021-12-22,13.03298
2021-12-23,13.11343
2021-12-24,9.89541
2021-12-25,8.04505
2021-12-26,8.4473
2021-12-27,10.21721
2021-12-28,10.37811
2021-12-29,13.35478
2021-12-30,17.69911
2021-12-31,9.17135
2022-01-01,10.21721
2022-01-02,11.90667
2022-01-03,12.55028
2022-01-04,15.20514
2022-01-05,12.79163
2022-01-06,14.48109
2022-01-07,11.42397
2022-01-08,9.81496
2022-01-09,13.67658
2022-01-10,13.43523
2022-01-11,16.8946
2022-01-12,11.74577
2022-01-13,12.22847
2022-01-14,12.95253
2022-01-15,9.17135
2022-01-16,100.0
2022-01-17,29.76669
2022-01-18,24.45695
2022-01-19,19.87127
2022-01-20,15.6074
2022-01-21,17.45776
2022-01-22,15.84875
2022-01-23,39.58165
2022-01-24,17.37731
2022-01-25,16.17055
2022-01-26,17.05551
2022-01-27,14.56154
2022-01-28,13.27433
2022-01-29,9.41271
2022-01-30,12.79163
2022-01-31,10.86082
2022-02-01,11.58487
2022-02-02,13.83748
2022-02-03,12.22847
2022-02-04,18.34271
2022-02-05,14.72244
2022-02-06,13.51568
2022-02-07,15.20514
2022-02-08,17.29686
2022-02-09,13.19388
2022-02-10,15.4465
2022-02-11,11.98712
2022-02-12,9.73451
2022-02-13,8.7691
2022-02-14,12.46983
2022-02-15,12.38938
2022-02-16,11.74577
2022-02-17,10.86082
2022-02-18,11.90667
2022-02-19,9.0909
2022-02-20,9.17135
2022-02-21,11.82622
2022-02-22,15.7683
2022-02-23,14.32019
2022-02-24,15.68785
2022-02-25,10.69991
2022-02-26,9.01045
2022-02-27,9.89541
2022-02-28,10.78037
2022-03-01,8.93
2022-03-02,10.13676
2022-03-03,9.49316
2022-03-04,11.02172
2022-03-05,10.05631
2022-03-06,9.0909
2022-03-07,7.40144
2022-03-08,10.86082
2022-03-09,7.8037
2022-03-10,9.49316
2022-03-11,11.58487
2022-03-12,7.72325
2022-03-13,6.99919
2022-03-14,10.13676
2022-03-15,11.18262
2022-03-16,10.29766
2022-03-17,12.46983
2022-03-18,10.78037
2022-03-19,9.0909
2022-03-20,7.72325
2022-03-21,11.18262
2022-03-22,9.89541
2022-03-23,8.6082
2022-03-24,13.67658
2022-03-25,11.10217
2022-03-26,7.56234
2022-03-27,7.9646
2022-03-28,11.18262
2022-03-29,11.66532
2022-03-30,13.27433
2022-03-31,11.90667
2022-04-01,7.56234
2022-04-02,6.75784
2022-04-03,7.8037
2022-04-04,9.0909
2022-04-05,10.86082
2022-04-06,9.65406
2022-04-07,9.57361
2022-04-08,8.93
2022-04-09,6.43604
2022-04-10,5.87288
2022-04-11,8.04505
2022-04-12,10.53901
2022-04-13,9.49316
2022-04-14,9.33226
2022-04-15,8.7691
2022-04-16,7.07964
2022-04-17,7.8037
2022-04-18,9.97586
2022-04-19,8.84955
2022-04-20,11.98712
2022-04-21,11.74577
2022-04-22,11.10217
2022-04-23,6.91874
2022-04-24,7.48189
2022-04-25,11.74577
2022-04-26,10.86082
2022-04-27,10.05631
2022-04-28,12.30893
2022-04-29,10.45856
2022-04-30,7.16009
2022-05-01,7.07964
2022-05-02,10.69991
2022-05-03,8.7691
2022-05-04,9.81496
2022-05-05,6.43604
2022-05-06,8.20595
2022-05-07,6.11423
2022-05-08,4.98793
2022-05-09,9.73451
2022-05-10,9.73451
2022-05-11,9.57361
2022-05-12,9.73451
2022-05-13,11.26307
2022-05-14,10.45856
2022-05-15,8.36685
2022-05-16,11.34352
2022-05-17,12.63073
2022-05-18,10.45856
2022-05-19,10.94127
2022-05-20,7.8037
2022-05-21,6.99919
2022-05-22,7.8037
2022-05-23,8.1255
2022-05-24,8.7691
2022-05-25,9.73451
2022-05-26,6.99919
2022-05-27,7.40144
2022-05-28,3.45937
2022-05-29,5.79243
2022-05-30,8.6082
2022-05-31,6.75784
2022-06-01,9.41271
2022-06-02,8.7691
2022-06-03,9.49316
2022-06-04,5.47063
2022-06-05,5.30973
2022-06-06,4.98793
2022-06-07,6.43604
2022-06-08,18.02091
2022-06-09,19.95172
2022-06-10,13.27433
2022-06-11,7.07964
2022-06-12,9.49316
2022-06-13,9.97586
2022-06-14,9.57361
2022-06-15,11.74577
2022-06-16,8.6082
2022-06-17,7.72325
2022-06-18,6.83829
2022-06-19,6.91874
2022-06-20,7.40144
2022-06-21,7.48189
2022-06-22,14.72244
2022-06-23,14.72244
2022-06-24,8.7691
2022-06-25,7.88415
2022-06-26,5.79243
2022-06-27,7.24054
2022-06-28,6.27514
2022-06-29,9.25181
2022-06-30,6.27514
2022-07-01,6.19469
2022-07-02,3.86162
2022-07-03,4.34432
2022-07-04,4.66613
2022-07-05,5.30973
2022-07-06,6.43604
2022-07-07,7.56234
2022-07-08,5.55108
2022-07-09,5.87288
2022-07-10,4.66613
2022-07-11,7.9646
2022-07-12,6.27514
2022-07-13,7.24054
2022-07-14,7.24054
2022-07-15,6.43604
2022-07-16,4.02252
2022-07-17,3.37892
2022-07-18,5.55108
2022-07-19,5.71198
2022-07-20,5.71198
2022-07-21,5.71198
2022-07-22,5.06838
2022-07-23,3.21802
2022-07-24,2.97666
2022-07-25,4.34432
2022-07-26,6.59694
2022-07-27,5.14883
2022-07-28,6.83829
2022-07-29,4.26387
2022-07-30,3.37892
2022-07-31,4.18342
2022-08-01,4.82703
2022-08-02,4.74658
2022-08-03,6.91874
2022-08-04,6.59694
2022-08-05,3.78117
2022-08-06,4.02252
2022-08-07,4.10297
2022-08-08,8.6082
2022-08-09,6.99919
2022-08-10,4.42477
2022-08-11,5.87288
2022-08-12,4.26387
2022-08-13,3.37892
2022-08-14,2.65486
2022-08-15,2.33306
2022-08-16,4.42477
2022-08-17,3.78117
2022-08-18,6.19469
2022-08-19,3.94207
2022-08-20,2.65486
2022-08-21,3.05711
2022-08-22,5.47063
2022-08-23,5.22928
2022-08-24,6.99919
2022-08-25,5.71198
2022-08-26,4.74658
2022-08-27,3.45937
2022-08-28,2.49396
2022-08-29,5.30973
2022-08-30,5.95333
2022-08-31,5.87288
2022-09-01,4.90748
2022-09-02,3.45937
2022-09-03,1.85036
2022-09-04,2.41351
2022-09-05,4.10297
2022-09-06,4.34432
2022-09-07,4.66613
2022-09-08,3.86162
2022-09-09,2.09171
2022-09-10,2.89621
2022-09-11,2.65486
2022-09-12,3.86162
2022-09-13,4.58567
2022-09-14,6.51649
2022-09-15,5.22928
2022-09-16,4.34432
2022-09-17,3.86162
2022-09-18,3.13757
2022-09-19,4.74658
2022-09-20,4.02252
2022-09-21,4.50522
2022-09-22,5.30973
2022-09-23,5.55108
2022-09-24,2.97666
2022-09-25,2.49396
2022-09-26,4.66613
2022-09-27,3.86162
2022-09-28,6.03378
2022-09-29,5.71198
2022-09-30,3.45937
2022-10-01,2.73531
2022-10-02,1.60901
2022-10-03,2.33306
2022-10-04,3.29847
2022-10-05,4.42477
2022-10-06,4.98793
2022-10-07,4.10297
2022-10-08,2.97666
2022-10-09,1.68946
2022-10-10,2.33306
2022-10-11,2.81576
2022-10-12,5.22928
2022-10-13,3.86162
2022-10-14,5.47063
2022-10-15,4.10297
2022-10-16,2.73531
2022-10-17,4.18342
2022-10-18,6.51649
2022-10-19,5.47063
2022-10-20,5.79243
2022-10-21,4.82703
2022-10-22,3.62027
2022-10-23,2.97666
2022-10-24,3.53982
2022-10-25,5.55108
2022-10-26,4.82703
2022-10-27,5.55108
2022-10-28,7.16009
2022-10-29,4.34432
2022-10-30,3.70072
2022-10-31,4.58567
2022-11-01,3.86162
2022-11-02,4.58567
2022-11-03,5.63153
2022-11-04,4.34432
2022-11-05,3.94207
2022-11-06,3.62027
2022-11-07,4.82703
2022-11-08,4.74658
2022-11-09,5.30973
2022-11-10,4.26387
2022-11-11,4.50522
2022-11-12,4.42477
2022-11-13,3.13757
2022-11-14,6.75784
2022-11-15,6.11423
2022-11-16,5.79243
2022-11-17,5.30973
2022-11-18,4.10297
2022-11-19,2.97666
2022-11-20,5.14883
2022-11-21,5.30973
2022-11-22,5.47063
2022-11-23,6.19469
2022-11-24,4.82703
2022-11-25,5.55108
2022-11-26,3.86162
2022-11-27,3.13757
2022-11-28,4.66613
2022-11-29,5.47063
2022-11-30,4.10297
2022-12-01,4.02252
2022-12-02,4.90748
2022-12-03,6.19469
2022-12-04,4.34432
2022-12-05,4.58567
2022-12-06,4.82703
2022-12-07,5.63153
2022-12-08,5.22928
2022-12-09,4.42477
2022-12-10,2.89621
2022-12-11,4.34432
2022-12-12,4.66613
2022-12-13,4.50522
2022-12-14,5.22928
2022-12-15,4.50522
2022-12-16,6.27514
2022-12-17,2.97666
2022-12-18,14.07884
2022-12-19,6.11423
2022-12-20,5.22928
2022-12-21,4.34432
2022-12-22,4.74658
2022-12-23,4.82703
2022-12-24,2.81576
2022-12-25,3.86162
2022-12-26,5.14883
2022-12-27,4.18342
2022-12-28,4.58567
2022-12-29,4.34432
2022-12-30,2.41351
2022-12-31,2.57441
2023-01-01,4.10297
2023-01-02,4.10297
2023-01-03,5.71198
2023-01-04,4.74658
2023-01-05,3.86162
2023-01-06,3.78117
2023-01-07,3.13757
2023-01-08,2.57441
2023-01-09,4.58567
2023-01-10,4.02252
2023-01-11,5.22928
2023-01-12,4.90748
2023-01-13,4.18342
2023-01-14,2.57441
2023-01-15,1.52855
2023-01-16,3.29847
2023-01-17,3.62027
2023-01-18,2.65486
2023-01-19,5.79243
2023-01-20,4.18342
2023-01-21,1.85036
2023-01-22,3.62027
2023-01-23,3.05711
2023-01-24,3.78117
2023-01-25,3.86162
2023-01-26,3.78117
2023-01-27,3.62027
2023-01-28,2.09171
2023-01-29,2.17216
2023-01-30,3.86162
2023-01-31,3.37892
2023-02-01,3.21802
2023-02-02,4.34432
2023-02-03,4.82703
2023-02-04,2.73531
2023-02-05,3.05711
2023-02-06,4.02252
2023-02-07,5.22928
2023-02-08,5.06838
2023-02-09,5.71198
2023-02-10,3.86162
2023-02-11,2.57441
2023-02-12,2.81576
2023-02-13,4.02252
2023-02-14,4.42477
2023-02-15,4.10297
2023-02-16,6.35559
2023-02-17,3.13757
2023-02-18,2.25261
2023-02-19,2.57441
2023-02-20,3.86162
2023-02-21,5.14883
2023-02-22,4.10297
2023-02-23,4.34432
2023-02-24,2.57441
2023-02-25,5.63153
2023-02-26,3.29847
2023-02-27,3.62027
2023-02-28,5.63153
2023-03-01,2.81576
2023-03-02,4.02252
2023-03-03,4.90748
2023-03-04,2.73531
2023-03-05,3.37892
2023-03-06,2.73531
2023-03-07,5.14883
2023-03-08,4.74658
2023-03-09,5.47063
2023-03-10,4.98793
2023-03-11,3.05711
2023-03-12,1.93081
2023-03-13,5.39018
2023-03-14,6.67739
2023-03-15,3.62027
2023-03-16,4.74658
2023-03-17,4.66613
2023-03-18,2.65486
2023-03-19,2.97666
2023-03-20,4.98793
2023-03-21,4.98793
2023-03-22,4.50522
2023-03-23,3.86162
2023-03-24,3.45937
2023-03-25,3.13757
2023-03-26,3.29847
2023-03-27,4.18342
2023-03-28,3.86162
2023-03-29,3.78117
2023-03-30,5.06838
2023-03-31,3.53982
2023-04-01,2.41351
2023-04-02,1.68946
2023-04-03,4.50522
2023-04-04,4.90748
2023-04-05,5.87288
2023-04-06,2.81576
2023-04-07,4.02252
2023-04-08,2.49396
2023-04-09,2.01126
2023-04-10,3.05711
2023-04-11,4.26387
2023-04-12,4.74658
2023-04-13,4.90748
2023-04-14,3.94207
2023-04-15,3.29847
2023-04-16,3.13757
2023-04-17,3.94207
2023-04-18,4.74658
2023-04-19,4.02252
2023-04-20,4.42477
2023-04-21,4.98793
2023-04-22,3.53982
2023-04-23,2.49396
2023-04-24,4.02252
2023-04-25,3.78117
2023-04-26,4.02252
2023-04-27,3.70072
2023-04-28,4.26387
2023-04-29,3.70072
2023-04-30,2.17216
2023-05-01,5.71198
2023-05-02,4.98793
2023-05-03,3.78117
2023-05-04,3.53982
2023-05-05,2.01126
2023-05-06,2.25261
2023-05-07,2.17216
2023-05-08,4.10297
2023-05-09,4.50522
2023-05-10,5.06838
2023-05-11,6.99919
2023-05-12,5.79243
2023-05-13,4.10297
2023-05-14,3.94207
2023-05-15,5.55108
2023-05-16,5.22928
2023-05-17,6.43604
2023-05-18,5.95333
2023-05-19,4.58567
2023-05-20,3.45937
2023-05-21,3.21802
2023-05-22,4.26387
2023-05-23,5.14883
2023-05-24,6.11423
2023-05-25,4.66613
2023-05-26,3.45937
2023-05-27,2.89621
2023-05-28,2.57441
2023-05-29,3.13757
