date,목돈굴리기
2020-07-13,22.51407
2020-07-14,20.63789
2020-07-15,24.76547
2020-07-16,22.13883
2020-07-17,17.26078
2020-07-18,12.38273
2020-07-19,12.38273
2020-07-20,21.7636
2020-07-21,21.7636
2020-07-22,17.63602
2020-07-23,19.69981
2020-07-24,19.51219
2020-07-25,12.38273
2020-07-26,15.94746
2020-07-27,21.20075
2020-07-28,23.26454
2020-07-29,20.63789
2020-07-30,21.38836
2020-07-31,19.32457
2020-08-01,15.94746
2020-08-02,11.44465
2020-08-03,14.44652
2020-08-04,19.13696
2020-08-05,19.32457
2020-08-06,21.01313
2020-08-07,21.95121
2020-08-08,11.25703
2020-08-09,14.25891
2020-08-10,25.14071
2020-08-11,30.39399
2020-08-12,24.39024
2020-08-13,17.07317
2020-08-14,19.69981
2020-08-15,12.57035
2020-08-16,12.75797
2020-08-17,14.25891
2020-08-18,19.69981
2020-08-19,21.20075
2020-08-20,19.32457
2020-08-21,22.51407
2020-08-22,14.82176
2020-08-23,9.56848
2020-08-24,18.76172
2020-08-25,22.70168
2020-08-26,22.8893
2020-08-27,26.82926
2020-08-28,19.51219
2020-08-29,13.50844
2020-08-30,14.63414
2020-08-31,21.95121
2020-09-01,29.83114
2020-09-02,23.45215
2020-09-03,19.32457
2020-09-04,16.3227
2020-09-05,8.63039
2020-09-06,14.25891
2020-09-07,23.07692
2020-09-08,20.45028
2020-09-09,17.82363
2020-09-10,24.015
2020-09-11,18.94934
2020-09-12,8.81801
2020-09-13,9.19324
2020-09-14,15.94746
2020-09-15,18.5741
2020-09-16,21.20075
2020-09-17,16.13508
2020-09-18,14.25891
2020-09-19,11.44465
2020-09-20,12.75797
2020-09-21,15.94746
2020-09-22,18.19887
2020-09-23,14.82176
2020-09-24,12.75797
2020-09-25,14.44652
2020-09-26,11.06941
2020-09-27,11.63227
2020-09-28,16.69793
2020-09-29,15.00938
2020-09-30,10.31894
2020-10-01,8.06754
2020-10-02,10.31894
2020-10-03,6.75422
2020-10-04,13.88367
2020-10-05,27.76735
2020-10-06,15.19699
2020-10-07,19.32457
2020-10-08,18.76172
2020-10-09,15.38461
2020-10-10,12.75797
2020-10-11,14.07129
2020-10-12,23.45215
2020-10-13,24.39024
2020-10-14,20.82551
2020-10-15,18.19887
2020-10-16,14.82176
2020-10-17,7.6923
2020-10-18,11.25703
2020-10-19,17.63602
2020-10-20,14.25891
2020-10-21,12.38273
2020-10-22,12.19512
2020-10-23,10.8818
2020-10-24,6.19136
2020-10-25,10.13133
2020-10-26,12.75797
2020-10-27,15.94746
2020-10-28,18.76172
2020-10-29,15.57223
2020-10-30,15.38461
2020-10-31,8.06754
2020-11-01,10.8818
2020-11-02,15.57223
2020-11-03,11.44465
2020-11-04,14.25891
2020-11-05,15.75984
2020-11-06,12.75797
2020-11-07,10.69418
2020-11-08,10.69418
2020-11-09,17.4484
2020-11-10,18.38649
2020-11-11,15.00938
2020-11-12,21.01313
2020-11-13,15.00938
2020-11-14,11.06941
2020-11-15,11.44465
2020-11-16,15.38461
2020-11-17,17.07317
2020-11-18,19.88742
2020-11-19,16.69793
2020-11-20,15.57223
2020-11-21,11.06941
2020-11-22,11.06941
2020-11-23,18.5741
2020-11-24,19.69981
2020-11-25,17.26078
2020-11-26,17.07317
2020-11-27,19.13696
2020-11-28,11.25703
2020-11-29,10.31894
2020-11-30,16.13508
2020-12-01,19.51219
2020-12-02,20.63789
2020-12-03,18.01125
2020-12-04,16.88555
2020-12-05,8.25515
2020-12-06,14.82176
2020-12-07,20.07504
2020-12-08,19.13696
2020-12-09,15.94746
2020-12-10,17.4484
2020-12-11,17.4484
2020-12-12,9.56848
2020-12-13,9.56848
2020-12-14,14.82176
2020-12-15,15.00938
2020-12-16,10.8818
2020-12-17,15.94746
2020-12-18,12.75797
2020-12-19,9.94371
2020-12-20,11.81988
2020-12-21,18.5741
2020-12-22,20.07504
2020-12-23,17.4484
2020-12-24,17.82363
2020-12-25,13.32082
2020-12-26,15.94746
2020-12-27,16.88555
2020-12-28,24.015
2020-12-29,27.2045
2020-12-30,24.76547
2020-12-31,27.95497
2021-01-01,15.75984
2021-01-02,23.45215
2021-01-03,21.57598
2021-01-04,38.27392
2021-01-05,38.0863
2021-01-06,33.20825
2021-01-07,30.76923
2021-01-08,30.39399
2021-01-09,25.51594
2021-01-10,32.6454
2021-01-11,45.59099
2021-01-12,40.15009
2021-01-13,36.9606
2021-01-14,36.39774
2021-01-15,56.47279
2021-01-16,39.77485
2021-01-17,35.45966
2021-01-18,51.40712
2021-01-19,51.78236
2021-01-20,42.58911
2021-01-21,44.84052
2021-01-22,43.33958
2021-01-23,29.64352
2021-01-24,31.51969
2021-01-25,34.89681
2021-01-26,42.02626
2021-01-27,40.71294
2021-01-28,28.51782
2021-01-29,35.27204
2021-01-30,23.82739
2021-01-31,29.64352
2021-02-01,34.89681
2021-02-02,42.4015
2021-02-03,42.58911
2021-02-04,40.15009
2021-02-05,31.14446
2021-02-06,19.51219
2021-02-07,25.14071
2021-02-08,42.96435
2021-02-09,33.20825
2021-02-10,29.08067
2021-02-11,19.88742
2021-02-12,24.015
2021-02-13,22.8893
2021-02-14,16.3227
2021-02-15,18.76172
2021-02-16,15.00938
2021-02-17,16.88555
2021-02-18,12.94559
2021-02-19,13.69606
2021-02-20,9.00562
2021-02-21,12.38273
2021-02-22,18.19887
2021-02-23,17.26078
2021-02-24,21.01313
2021-02-25,21.38836
2021-02-26,16.88555
2021-02-27,12.19512
2021-02-28,13.69606
2021-03-01,19.13696
2021-03-02,20.63789
2021-03-03,18.5741
2021-03-04,16.88555
2021-03-05,20.26266
2021-03-06,12.38273
2021-03-07,12.19512
2021-03-08,14.63414
2021-03-09,16.69793
2021-03-10,18.19887
2021-03-11,23.82739
2021-03-12,20.63789
2021-03-13,12.38273
2021-03-14,18.01125
2021-03-15,19.13696
2021-03-16,14.82176
2021-03-17,11.44465
2021-03-18,17.07317
2021-03-19,15.38461
2021-03-20,16.13508
2021-03-21,11.25703
2021-03-22,23.45215
2021-03-23,11.63227
2021-03-24,17.4484
2021-03-25,18.38649
2021-03-26,15.75984
2021-03-27,11.44465
2021-03-28,14.44652
2021-03-29,21.95121
2021-03-30,24.015
2021-03-31,25.89118
2021-04-01,23.26454
2021-04-02,20.07504
2021-04-03,17.07317
2021-04-04,25.32833
2021-04-05,36.02251
2021-04-06,27.2045
2021-04-07,18.94934
2021-04-08,23.82739
2021-04-09,23.45215
2021-04-10,12.75797
2021-04-11,17.26078
2021-04-12,24.20262
2021-04-13,42.58911
2021-04-14,52.34521
2021-04-15,45.21575
2021-04-16,38.64915
2021-04-17,21.01313
2021-04-18,17.63602
2021-04-19,27.57973
2021-04-20,28.14258
2021-04-21,30.76923
2021-04-22,25.32833
2021-04-23,27.39212
2021-04-24,14.63414
2021-04-25,18.01125
2021-04-26,23.26454
2021-04-27,23.82739
2021-04-28,18.5741
2021-04-29,26.82926
2021-04-30,18.01125
2021-05-01,19.13696
2021-05-02,18.01125
2021-05-03,28.3302
2021-05-04,24.76547
2021-05-05,18.19887
2021-05-06,25.89118
2021-05-07,23.63977
2021-05-08,11.63227
2021-05-09,13.88367
2021-05-10,33.20825
2021-05-11,22.51407
2021-05-12,23.45215
2021-05-13,19.69981
2021-05-14,16.51031
2021-05-15,13.1332
2021-05-16,14.25891
2021-05-17,21.7636
2021-05-18,17.4484
2021-05-19,15.75984
2021-05-20,24.015
2021-05-21,27.01688
2021-05-22,12.75797
2021-05-23,17.26078
2021-05-24,22.51407
2021-05-25,19.51219
2021-05-26,26.07879
2021-05-27,20.82551
2021-05-28,18.5741
2021-05-29,12.19512
2021-05-30,9.38086
2021-05-31,13.69606
2021-06-01,11.44465
2021-06-02,9.56848
2021-06-03,12.75797
2021-06-04,11.63227
2021-06-05,7.50469
2021-06-06,7.6923
2021-06-07,11.06941
2021-06-08,13.32082
2021-06-09,8.81801
2021-06-10,11.44465
2021-06-11,10.8818
2021-06-12,6.00375
2021-06-13,5.81613
2021-06-14,12.0075
2021-06-15,17.07317
2021-06-16,11.06941
2021-06-17,15.75984
2021-06-18,9.19324
2021-06-19,9.38086
2021-06-20,11.25703
2021-06-21,17.07317
2021-06-22,8.44277
2021-06-23,8.44277
2021-06-24,12.19512
2021-06-25,13.88367
2021-06-26,5.4409
2021-06-27,11.81988
2021-06-28,19.51219
2021-06-29,17.07317
2021-06-30,15.38461
2021-07-01,17.4484
2021-07-02,13.32082
2021-07-03,11.81988
2021-07-04,13.1332
2021-07-05,24.20262
2021-07-06,23.82739
2021-07-07,19.32457
2021-07-08,8.06754
2021-07-09,5.62851
2021-07-10,3.37711
2021-07-11,12.19512
2021-07-12,16.3227
2021-07-13,16.88555
2021-07-14,14.44652
2021-07-15,14.44652
2021-07-16,18.76172
2021-07-17,12.94559
2021-07-18,10.50656
2021-07-19,20.45028
2021-07-20,17.63602
2021-07-21,13.69606
2021-07-22,15.00938
2021-07-23,17.63602
2021-07-24,10.31894
2021-07-25,12.38273
2021-07-26,15.75984
2021-07-27,35.08442
2021-07-28,31.70731
2021-07-29,33.7711
2021-07-30,33.20825
2021-07-31,22.32645
2021-08-01,21.57598
2021-08-02,32.83302
2021-08-03,29.26829
2021-08-04,35.08442
2021-08-05,33.95872
2021-08-06,24.95309
2021-08-07,14.25891
2021-08-08,15.38461
2021-08-09,24.39024
2021-08-10,28.70544
2021-08-11,30.01876
2021-08-12,24.20262
2021-08-13,23.26454
2021-08-14,15.57223
2021-08-15,18.94934
2021-08-16,24.39024
2021-08-17,11.25703
2021-08-18,13.88367
2021-08-19,27.76735
2021-08-20,24.015
2021-08-21,22.51407
2021-08-22,15.00938
2021-08-23,29.64352
2021-08-24,37.52345
2021-08-25,38.46153
2021-08-26,37.33583
2021-08-27,27.57973
2021-08-28,25.14071
2021-08-29,26.64165
2021-08-30,38.46153
2021-08-31,40.15009
2021-09-01,35.08442
2021-09-02,40.15009
2021-09-03,33.95872
2021-09-04,21.95121
2021-09-05,19.13696
2021-09-06,30.76923
2021-09-07,37.71106
2021-09-08,33.95872
2021-09-09,32.45778
2021-09-10,27.76735
2021-09-11,21.38836
2021-09-12,24.20262
2021-09-13,25.51594
2021-09-14,29.83114
2021-09-15,30.39399
2021-09-16,32.45778
2021-09-17,29.08067
2021-09-18,20.45028
2021-09-19,17.82363
2021-09-20,21.01313
2021-09-21,17.07317
2021-09-22,27.2045
2021-09-23,46.90431
2021-09-24,37.89868
2021-09-25,30.58161
2021-09-26,27.39212
2021-09-27,39.77485
2021-09-28,42.02626
2021-09-29,39.39962
2021-09-30,40.71294
2021-10-01,37.33583
2021-10-02,18.76172
2021-10-03,22.32645
2021-10-04,29.08067
2021-10-05,40.90056
2021-10-06,41.83864
2021-10-07,38.27392
2021-10-08,35.08442
2021-10-09,24.39024
2021-10-10,20.26266
2021-10-11,24.76547
2021-10-12,34.70919
2021-10-13,36.77298
2021-10-14,32.6454
2021-10-15,31.89493
2021-10-16,22.32645
2021-10-17,21.20075
2021-10-18,27.01688
2021-10-19,36.02251
2021-10-20,28.3302
2021-10-21,32.27016
2021-10-22,27.76735
2021-10-23,19.88742
2021-10-24,21.95121
2021-10-25,35.83489
2021-10-26,40.15009
2021-10-27,34.14634
2021-10-28,32.08255
2021-10-29,31.51969
2021-10-30,18.76172
2021-10-31,21.38836
2021-11-01,34.14634
2021-11-02,31.51969
2021-11-03,30.58161
2021-11-04,29.26829
2021-11-05,33.39587
2021-11-06,18.76172
2021-11-07,19.51219
2021-11-08,34.14634
2021-11-09,31.51969
2021-11-10,33.58348
2021-11-11,28.89305
2021-11-12,32.45778
2021-11-13,17.82363
2021-11-14,24.95309
2021-11-15,33.02063
2021-11-16,31.89493
2021-11-17,27.95497
2021-11-18,29.08067
2021-11-19,26.82926
2021-11-20,21.57598
2021-11-21,19.88742
2021-11-22,32.83302
2021-11-23,30.58161
2021-11-24,26.64165
2021-11-25,35.27204
2021-11-26,27.01688
2021-11-27,17.82363
2021-11-28,23.07692
2021-11-29,29.26829
2021-11-30,36.21013
2021-12-01,32.27016
2021-12-02,26.64165
2021-12-03,30.58161
2021-12-04,16.69793
2021-12-05,28.14258
2021-12-06,29.83114
2021-12-07,29.64352
2021-12-08,24.95309
2021-12-09,34.33395
2021-12-10,28.70544
2021-12-11,16.69793
2021-12-12,20.45028
2021-12-13,28.14258
2021-12-14,35.08442
2021-12-15,27.57973
2021-12-16,24.015
2021-12-17,26.45403
2021-12-18,17.26078
2021-12-19,17.82363
2021-12-20,34.52157
2021-12-21,18.94934
2021-12-22,16.3227
2021-12-23,29.83114
2021-12-24,25.51594
2021-12-25,20.26266
2021-12-26,16.88555
2021-12-27,35.64727
2021-12-28,35.08442
2021-12-29,36.39774
2021-12-30,33.39587
2021-12-31,27.76735
2022-01-01,24.39024
2022-01-02,27.95497
2022-01-03,43.15196
2022-01-04,48.9681
2022-01-05,40.52532
2022-01-06,47.27954
2022-01-07,33.58348
2022-01-08,28.70544
2022-01-09,33.02063
2022-01-10,39.96247
2022-01-11,43.71482
2022-01-12,41.08818
2022-01-13,36.58536
2022-01-14,36.58536
2022-01-15,31.70731
2022-01-16,29.64352
2022-01-17,38.46153
2022-01-18,36.02251
2022-01-19,41.08818
2022-01-20,44.46529
2022-01-21,47.46716
2022-01-22,30.01876
2022-01-23,33.02063
2022-01-24,44.84052
2022-01-25,47.27954
2022-01-26,44.09005
2022-01-27,43.90243
2022-01-28,43.90243
2022-01-29,31.89493
2022-01-30,25.89118
2022-01-31,21.7636
2022-02-01,35.45966
2022-02-02,31.51969
2022-02-03,51.03189
2022-02-04,50.65666
2022-02-05,34.52157
2022-02-06,33.95872
2022-02-07,42.96435
2022-02-08,52.53283
2022-02-09,43.5272
2022-02-10,46.71669
2022-02-11,41.46341
2022-02-12,27.2045
2022-02-13,27.57973
2022-02-14,39.96247
2022-02-15,35.64727
2022-02-16,34.52157
2022-02-17,39.96247
2022-02-18,33.20825
2022-02-19,24.76547
2022-02-20,21.20075
2022-02-21,54.22138
2022-02-22,46.52908
2022-02-23,53.47091
2022-02-24,49.34333
2022-02-25,43.33958
2022-02-26,27.57973
2022-02-27,28.14258
2022-02-28,48.78048
2022-03-01,34.70919
2022-03-02,43.71482
2022-03-03,34.52157
2022-03-04,33.95872
2022-03-05,25.89118
2022-03-06,23.82739
2022-03-07,31.89493
2022-03-08,33.58348
2022-03-09,17.4484
2022-03-10,30.58161
2022-03-11,43.90243
2022-03-12,26.82926
2022-03-13,21.7636
2022-03-14,37.33583
2022-03-15,30.76923
2022-03-16,39.212
2022-03-17,36.9606
2022-03-18,40.71294
2022-03-19,22.51407
2022-03-20,22.70168
2022-03-21,36.21013
2022-03-22,35.08442
2022-03-23,33.7711
2022-03-24,35.27204
2022-03-25,36.39774
2022-03-26,30.01876
2022-03-27,26.26641
2022-03-28,35.08442
2022-03-29,35.45966
2022-03-30,35.08442
2022-03-31,39.39962
2022-04-01,36.02251
2022-04-02,25.70356
2022-04-03,24.39024
2022-04-04,32.6454
2022-04-05,34.70919
2022-04-06,31.70731
2022-04-07,31.14446
2022-04-08,28.70544
2022-04-09,15.19699
2022-04-10,21.20075
2022-04-11,28.70544
2022-04-12,32.6454
2022-04-13,24.015
2022-04-14,30.20637
2022-04-15,31.33208
2022-04-16,18.5741
2022-04-17,21.38836
2022-04-18,33.39587
2022-04-19,30.76923
2022-04-20,31.89493
2022-04-21,28.51782
2022-04-22,29.83114
2022-04-23,17.4484
2022-04-24,23.07692
2022-04-25,35.83489
2022-04-26,37.14821
2022-04-27,29.83114
2022-04-28,28.3302
2022-04-29,23.26454
2022-04-30,16.88555
2022-05-01,21.95121
2022-05-02,31.33208
2022-05-03,23.26454
2022-05-04,23.63977
2022-05-05,18.76172
2022-05-06,21.20075
2022-05-07,17.4484
2022-05-08,18.94934
2022-05-09,28.3302
2022-05-10,28.51782
2022-05-11,30.39399
2022-05-12,26.64165
2022-05-13,27.01688
2022-05-14,15.19699
2022-05-15,17.26078
2022-05-16,25.70356
2022-05-17,22.8893
2022-05-18,26.26641
2022-05-19,24.015
2022-05-20,25.51594
2022-05-21,13.88367
2022-05-22,16.88555
2022-05-23,28.3302
2022-05-24,27.76735
2022-05-25,32.6454
2022-05-26,24.95309
2022-05-27,22.70168
2022-05-28,15.19699
2022-05-29,14.07129
2022-05-30,29.4559
2022-05-31,29.83114
2022-06-01,24.39024
2022-06-02,28.3302
2022-06-03,29.4559
2022-06-04,13.1332
2022-06-05,18.76172
2022-06-06,20.82551
2022-06-07,28.14258
2022-06-08,30.39399
2022-06-09,22.32645
2022-06-10,22.13883
2022-06-11,15.57223
2022-06-12,18.38649
2022-06-13,26.26641
2022-06-14,25.89118
2022-06-15,27.57973
2022-06-16,30.39399
2022-06-17,25.32833
2022-06-18,18.01125
2022-06-19,11.25703
2022-06-20,23.45215
2022-06-21,31.51969
2022-06-22,27.2045
2022-06-23,20.07504
2022-06-24,27.2045
2022-06-25,15.19699
2022-06-26,12.75797
2022-06-27,24.57786
2022-06-28,32.27016
2022-06-29,23.07692
2022-06-30,22.13883
2022-07-01,19.13696
2022-07-02,10.69418
2022-07-03,12.75797
2022-07-04,22.13883
2022-07-05,22.70168
2022-07-06,20.26266
2022-07-07,22.32645
2022-07-08,22.8893
2022-07-09,12.94559
2022-07-10,15.19699
2022-07-11,21.57598
2022-07-12,27.39212
2022-07-13,24.57786
2022-07-14,26.82926
2022-07-15,22.13883
2022-07-16,14.82176
2022-07-17,16.13508
2022-07-18,32.6454
2022-07-19,25.70356
2022-07-20,25.89118
2022-07-21,29.83114
2022-07-22,22.32645
2022-07-23,15.75984
2022-07-24,12.38273
2022-07-25,23.45215
2022-07-26,20.45028
2022-07-27,23.07692
2022-07-28,26.64165
2022-07-29,21.57598
2022-07-30,12.57035
2022-07-31,14.07129
2022-08-01,23.82739
2022-08-02,23.26454
2022-08-03,26.26641
2022-08-04,19.88742
2022-08-05,18.01125
2022-08-06,16.13508
2022-08-07,20.26266
2022-08-08,21.95121
2022-08-09,21.57598
2022-08-10,23.07692
2022-08-11,21.57598
2022-08-12,22.51407
2022-08-13,15.19699
2022-08-14,19.88742
2022-08-15,15.75984
2022-08-16,24.57786
2022-08-17,35.27204
2022-08-18,27.01688
2022-08-19,23.63977
2022-08-20,16.3227
2022-08-21,18.38649
2022-08-22,25.14071
2022-08-23,29.64352
2022-08-24,27.57973
2022-08-25,27.76735
2022-08-26,27.2045
2022-08-27,16.3227
2022-08-28,17.63602
2022-08-29,26.26641
2022-08-30,24.95309
2022-08-31,25.51594
2022-09-01,25.51594
2022-09-02,19.69981
2022-09-03,16.13508
2022-09-04,16.51031
2022-09-05,24.015
2022-09-06,22.8893
2022-09-07,23.63977
2022-09-08,20.82551
2022-09-09,9.00562
2022-09-10,12.38273
2022-09-11,18.38649
2022-09-12,10.50656
2022-09-13,30.39399
2022-09-14,31.33208
2022-09-15,33.7711
2022-09-16,24.20262
2022-09-17,14.82176
2022-09-18,15.75984
2022-09-19,26.26641
2022-09-20,25.89118
2022-09-21,21.95121
2022-09-22,21.20075
2022-09-23,22.13883
2022-09-24,13.88367
2022-09-25,6.37898
2022-09-26,18.5741
2022-09-27,21.01313
2022-09-28,21.57598
2022-09-29,16.69793
2022-09-30,20.26266
2022-10-01,12.57035
2022-10-02,17.82363
2022-10-03,18.5741
2022-10-04,21.57598
2022-10-05,21.7636
2022-10-06,22.13883
2022-10-07,18.19887
2022-10-08,13.1332
2022-10-09,12.57035
2022-10-10,16.51031
2022-10-11,19.13696
2022-10-12,24.39024
2022-10-13,33.39587
2022-10-14,34.52157
2022-10-15,23.63977
2022-10-16,30.58161
2022-10-17,41.27579
2022-10-18,33.20825
2022-10-19,32.27016
2022-10-20,32.27016
2022-10-21,29.64352
2022-10-22,14.25891
2022-10-23,20.82551
2022-10-24,27.76735
2022-10-25,32.6454
2022-10-26,42.4015
2022-10-27,31.70731
2022-10-28,24.95309
2022-10-29,16.13508
2022-10-30,15.19699
2022-10-31,25.51594
2022-11-01,25.32833
2022-11-02,21.57598
2022-11-03,27.95497
2022-11-04,20.82551
2022-11-05,16.51031
2022-11-06,17.26078
2022-11-07,24.20262
2022-11-08,26.64165
2022-11-09,27.01688
2022-11-10,23.07692
2022-11-11,20.63789
2022-11-12,19.69981
2022-11-13,17.26078
2022-11-14,21.7636
2022-11-15,29.83114
2022-11-16,28.51782
2022-11-17,24.76547
2022-11-18,24.95309
2022-11-19,14.07129
2022-11-20,17.82363
2022-11-21,26.64165
2022-11-22,24.20262
2022-11-23,25.89118
2022-11-24,21.7636
2022-11-25,25.51594
2022-11-26,13.32082
2022-11-27,16.69793
2022-11-28,24.76547
2022-11-29,31.70731
2022-11-30,21.95121
2022-12-01,22.13883
2022-12-02,16.88555
2022-12-03,13.1332
2022-12-04,13.1332
2022-12-05,22.32645
2022-12-06,22.32645
2022-12-07,24.57786
2022-12-08,22.51407
2022-12-09,22.51407
2022-12-10,13.50844
2022-12-11,23.45215
2022-12-12,19.69981
2022-12-13,20.63789
2022-12-14,22.32645
2022-12-15,25.32833
2022-12-16,17.26078
2022-12-17,16.69793
2022-12-18,13.32082
2022-12-19,17.63602
2022-12-20,30.39399
2022-12-21,23.07692
2022-12-22,17.07317
2022-12-23,21.57598
2022-12-24,11.06941
2022-12-25,13.50844
2022-12-26,24.015
2022-12-27,22.32645
2022-12-28,29.83114
2022-12-29,27.01688
2022-12-30,22.8893
2022-12-31,10.31894
2023-01-01,18.76172
2023-01-02,29.08067
2023-01-03,22.70168
2023-01-04,18.76172
2023-01-05,29.26829
2023-01-06,22.51407
2023-01-07,19.88742
2023-01-08,21.57598
2023-01-09,27.95497
2023-01-10,27.95497
2023-01-11,29.08067
2023-01-12,33.7711
2023-01-13,29.26829
2023-01-14,17.07317
2023-01-15,17.63602
2023-01-16,22.51407
2023-01-17,21.20075
2023-01-18,25.70356
2023-01-19,29.08067
2023-01-20,22.13883
2023-01-21,17.63602
2023-01-22,15.94746
2023-01-23,21.57598
2023-01-24,20.63789
2023-01-25,37.33583
2023-01-26,33.58348
2023-01-27,36.58536
2023-01-28,19.13696
2023-01-29,21.01313
2023-01-30,36.9606
2023-01-31,32.6454
2023-02-01,37.14821
2023-02-02,31.51969
2023-02-03,27.2045
2023-02-04,21.57598
2023-02-05,20.82551
2023-02-06,32.45778
2023-02-07,24.57786
2023-02-08,33.39587
2023-02-09,26.07879
2023-02-10,24.76547
2023-02-11,20.26266
2023-02-12,20.26266
2023-02-13,33.02063
2023-02-14,37.89868
2023-02-15,29.08067
2023-02-16,31.14446
2023-02-17,33.20825
2023-02-18,18.19887
2023-02-19,24.95309
2023-02-20,41.08818
2023-02-21,36.02251
2023-02-22,33.7711
2023-02-23,32.83302
2023-02-24,31.70731
2023-02-25,21.95121
2023-02-26,23.26454
2023-02-27,26.45403
2023-02-28,35.27204
2023-03-01,26.45403
2023-03-02,32.08255
2023-03-03,32.08255
2023-03-04,17.63602
2023-03-05,22.8893
2023-03-06,30.20637
2023-03-07,33.7711
2023-03-08,27.57973
2023-03-09,29.26829
2023-03-10,29.83114
2023-03-11,17.82363
2023-03-12,20.45028
2023-03-13,27.95497
2023-03-14,33.39587
2023-03-15,32.27016
2023-03-16,28.70544
2023-03-17,30.95684
2023-03-18,15.94746
2023-03-19,19.32457
2023-03-20,30.95684
2023-03-21,36.9606
2023-03-22,21.38836
2023-03-23,31.70731
2023-03-24,28.51782
2023-03-25,17.26078
2023-03-26,25.14071
2023-03-27,28.70544
2023-03-28,30.20637
2023-03-29,30.01876
2023-03-30,32.83302
2023-03-31,25.89118
2023-04-01,21.7636
2023-04-02,18.5741
2023-04-03,23.07692
2023-04-04,35.08442
2023-04-05,32.6454
2023-04-06,33.20825
2023-04-07,26.64165
2023-04-08,15.94746
2023-04-09,21.7636
2023-04-10,38.83677
2023-04-11,33.02063
2023-04-12,36.39774
2023-04-13,25.51594
2023-04-14,27.39212
2023-04-15,20.63789
2023-04-16,21.38836
2023-04-17,35.08442
2023-04-18,37.14821
2023-04-19,28.14258
2023-04-20,30.76923
2023-04-21,21.95121
2023-04-22,14.82176
2023-04-23,17.07317
2023-04-24,26.82926
2023-04-25,27.76735
2023-04-26,25.32833
2023-04-27,24.76547
2023-04-28,23.26454
2023-04-29,18.94934
2023-04-30,17.4484
2023-05-01,25.14071
2023-05-02,30.58161
2023-05-03,28.70544
2023-05-04,25.32833
2023-05-05,22.70168
2023-05-06,20.82551
2023-05-07,11.81988
2023-05-08,30.58161
2023-05-09,28.89305
2023-05-10,30.01876
2023-05-11,24.015
2023-05-12,21.38836
2023-05-13,15.75984
2023-05-14,15.38461
2023-05-15,25.89118
2023-05-16,23.82739
2023-05-17,31.89493
2023-05-18,28.14258
2023-05-19,26.26641
2023-05-20,17.26078
2023-05-21,15.57223
2023-05-22,26.26641
2023-05-23,29.83114
2023-05-24,30.58161
2023-05-25,29.64352
2023-05-26,22.32645
2023-05-27,21.95121
2023-05-28,15.19699
2023-05-29,22.70168
