date,새마을금고
2020-03-20,5.56843
2020-03-21,1.82019
2020-03-22,1.80484
2020-03-23,5.59478
2020-03-24,4.68748
2020-03-25,4.94511
2020-03-26,4.47653
2020-03-27,4.10357
2020-03-28,1.46839
2020-03-29,1.40346
2020-03-30,4.7354
2020-03-31,4.74453
2020-04-01,4.4087
2020-04-02,3.88141
2020-04-03,3.57753
2020-04-04,1.29269
2020-04-05,1.29145
2020-04-06,4.23695
2020-04-07,3.91605
2020-04-08,3.65386
2020-04-09,3.50223
2020-04-10,3.73995
2020-04-11,1.32879
2020-04-12,1.29498
2020-04-13,3.96501
2020-04-14,3.52526
2020-04-15,1.51444
2020-04-16,3.81794
2020-04-17,3.55388
2020-04-18,1.25287
2020-04-19,1.30887
2020-04-20,6.85512
2020-04-21,4.78933
2020-04-22,4.26101
2020-04-23,4.10191
2020-04-24,4.05337
2020-04-25,1.30908
2020-04-26,1.346
2020-04-27,4.75158
2020-04-28,4.02516
2020-04-29,4.3054
2020-04-30,1.68017
2020-05-01,2.10105
2020-05-02,1.26635
2020-05-03,1.52833
2020-05-04,6.80616
2020-05-05,2.27798
2020-05-06,5.42925
2020-05-07,5.43029
2020-05-08,5.31309
2020-05-09,2.3705
2020-05-10,2.7588
2020-05-11,12.76934
2020-05-12,10.83527
2020-05-13,10.35134
2020-05-14,10.35652
2020-05-15,10.53844
2020-05-16,4.24172
2020-05-17,2.73682
2020-05-18,9.06756
2020-05-19,6.89847
2020-05-20,6.35169
2020-05-21,5.86921
2020-05-22,4.96316
2020-05-23,1.64035
2020-05-24,1.81645
2020-05-25,6.62363
2020-05-26,5.15212
2020-05-27,4.44645
2020-05-28,4.25935
2020-05-29,4.23653
2020-05-30,1.40637
2020-05-31,1.67416
2020-06-01,5.40747
2020-06-02,4.20002
2020-06-03,4.45122
2020-06-04,4.0654
2020-06-05,3.86357
2020-06-06,1.38127
2020-06-07,1.37629
2020-06-08,5.32823
2020-06-09,5.13055
2020-06-10,5.58067
2020-06-11,4.01147
2020-06-12,3.68186
2020-06-13,1.33563
2020-06-14,1.44412
2020-06-15,4.91731
2020-06-16,3.99197
2020-06-17,3.71049
2020-06-18,3.41594
2020-06-19,3.62275
2020-06-20,1.30597
2020-06-21,1.28274
2020-06-22,4.59123
2020-06-23,4.05088
2020-06-24,3.98824
2020-06-25,4.37986
2020-06-26,3.76193
2020-06-27,1.33937
2020-06-28,1.34144
2020-06-29,4.54249
2020-06-30,4.57962
2020-07-01,7.96466
2020-07-02,4.22139
2020-07-03,4.07162
2020-07-04,1.44578
2020-07-05,1.35119
2020-07-06,4.51511
2020-07-07,3.80674
2020-07-08,3.83681
2020-07-09,3.61466
2020-07-10,4.62816
2020-07-11,1.44142
2020-07-12,1.40616
2020-07-13,4.47694
2020-07-14,4.30602
2020-07-15,4.42674
2020-07-16,3.90859
2020-07-17,3.66672
2020-07-18,1.24208
2020-07-19,1.29912
2020-07-20,4.99261
2020-07-21,4.22326
2020-07-22,4.19608
2020-07-23,3.90672
2020-07-24,4.48607
2020-07-25,1.4186
2020-07-26,1.36156
2020-07-27,5.00547
2020-07-28,4.01624
2020-07-29,3.72771
2020-07-30,3.77562
2020-07-31,4.35829
2020-08-01,1.34683
2020-08-02,1.38002
2020-08-03,4.46823
2020-08-04,3.90713
2020-08-05,3.89344
2020-08-06,3.61487
2020-08-07,3.60014
2020-08-08,1.2593
2020-08-09,1.24187
2020-08-10,4.95486
2020-08-11,4.13821
2020-08-12,3.88286
2020-08-13,3.54787
2020-08-14,3.47547
2020-08-15,1.20952
2020-08-16,1.08858
2020-08-17,1.96663
2020-08-18,4.48814
2020-08-19,3.99716
2020-08-20,3.96169
2020-08-21,3.80985
2020-08-22,1.26303
2020-08-23,1.21906
2020-08-24,4.63417
2020-08-25,4.54083
2020-08-26,3.8364
2020-08-27,3.69493
2020-08-28,3.54745
2020-08-29,1.22424
2020-08-30,1.26905
2020-08-31,5.64477
2020-09-01,4.63542
2020-09-02,3.84242
2020-09-03,3.48253
2020-09-04,3.68809
2020-09-05,1.35098
2020-09-06,1.31323
2020-09-07,4.04155
2020-09-08,3.65282
2020-09-09,3.50202
2020-09-10,3.92352
2020-09-11,3.39955
2020-09-12,1.17052
2020-09-13,1.21429
2020-09-14,4.17264
2020-09-15,3.92145
2020-09-16,3.5657
2020-09-17,3.40723
2020-09-18,3.47589
2020-09-19,1.25515
2020-09-20,1.27921
2020-09-21,12.10474
2020-09-22,4.68831
2020-09-23,4.23238
2020-09-24,4.07805
2020-09-25,4.76672
2020-09-26,1.33397
2020-09-27,1.29145
2020-09-28,5.14528
2020-09-29,4.46781
2020-09-30,1.20329
2020-10-01,0.955
2020-10-02,0.95417
2020-10-03,1.03486
2020-10-04,1.44764
2020-10-05,5.58026
2020-10-06,4.272
2020-10-07,4.07909
2020-10-08,4.2888
2020-10-09,1.36156
2020-10-10,1.24478
2020-10-11,1.28564
2020-10-12,4.80634
2020-10-13,3.95609
2020-10-14,3.64121
2020-10-15,3.70344
2020-10-16,3.4985
2020-10-17,1.16699
2020-10-18,1.2425
2020-10-19,4.35041
2020-10-20,3.95546
2020-10-21,3.79554
2020-10-22,3.35662
2020-10-23,3.48833
2020-10-24,1.20267
2020-10-25,1.29871
2020-10-26,4.49208
2020-10-27,3.71298
2020-10-28,3.47858
2020-10-29,3.52069
2020-10-30,3.57649
2020-10-31,1.28813
2020-11-01,1.33211
2020-11-02,4.58605
2020-11-03,3.64951
2020-11-04,3.479
2020-11-05,3.54662
2020-11-06,3.61134
2020-11-07,1.28108
2020-11-08,1.35098
2020-11-09,5.27451
2020-11-10,5.64373
2020-11-11,4.97228
2020-11-12,3.66486
2020-11-13,3.37487
2020-11-14,1.18628
2020-11-15,1.30452
2020-11-16,4.38588
2020-11-17,3.79678
2020-11-18,3.6381
2020-11-19,3.34936
2020-11-20,3.71899
2020-11-21,1.32609
2020-11-22,1.35803
2020-11-23,4.32282
2020-11-24,22.02774
2020-11-25,16.40267
2020-11-26,5.50455
2020-11-27,5.39419
2020-11-28,1.69283
2020-11-29,1.5945
2020-11-30,5.52176
2020-12-01,4.46263
2020-12-02,4.19359
2020-12-03,3.76878
2020-12-04,3.83059
2020-12-05,1.51215
2020-12-06,1.41487
2020-12-07,4.33091
2020-12-08,3.77832
2020-12-09,4.11996
2020-12-10,4.92582
2020-12-11,3.90651
2020-12-12,1.38666
2020-12-13,1.4074
2020-12-14,4.32158
2020-12-15,4.15833
2020-12-16,3.81856
2020-12-17,3.98575
2020-12-18,3.84843
2020-12-19,1.37214
2020-12-20,1.39537
2020-12-21,4.99904
2020-12-22,4.1127
2020-12-23,4.03014
2020-12-24,4.27573
2020-12-25,1.34974
2020-12-26,1.46818
2020-12-27,1.69718
2020-12-28,5.9974
2020-12-29,5.3498
2020-12-30,4.713
2020-12-31,4.7578
2021-01-01,1.48436
2021-01-02,1.55862
2021-01-03,1.71938
2021-01-04,5.58565
2021-01-05,4.741
2021-01-06,4.23736
2021-01-07,3.7694
2021-01-08,3.8615
2021-01-09,1.46299
2021-01-10,1.78658
2021-01-11,5.50641
2021-01-12,4.49042
2021-01-13,4.49457
2021-01-14,4.34668
2021-01-15,5.09467
2021-01-16,1.90917
2021-01-17,1.94589
2021-01-18,5.7014
2021-01-19,5.17867
2021-01-20,5.29712
2021-01-21,5.12163
2021-01-22,4.6572
2021-01-23,1.72145
2021-01-24,1.84466
2021-01-25,6.27432
2021-01-26,4.95195
2021-01-27,4.78767
2021-01-28,4.75407
2021-01-29,5.13989
2021-01-30,1.71419
2021-01-31,1.83429
2021-02-01,6.72257
2021-02-02,5.22099
2021-02-03,5.15046
2021-02-04,4.93432
2021-02-05,4.95735
2021-02-06,1.64947
2021-02-07,1.68743
2021-02-08,5.82212
2021-02-09,4.73913
2021-02-10,4.97643
2021-02-11,1.34061
2021-02-12,1.27734
2021-02-13,1.28668
2021-02-14,1.7982
2021-02-15,6.47034
2021-02-16,5.24837
2021-02-17,4.6937
2021-02-18,4.54207
2021-02-19,4.61343
2021-02-20,1.60467
2021-02-21,1.74136
2021-02-22,5.5228
2021-02-23,4.75365
2021-02-24,4.54684
2021-02-25,5.1934
2021-02-26,4.90715
2021-02-27,1.65113
2021-02-28,1.42441
2021-03-01,2.03384
2021-03-02,5.66385
2021-03-03,4.65077
2021-03-04,4.22201
2021-03-05,4.06872
2021-03-06,1.424
2021-03-07,1.45117
2021-03-08,4.86898
2021-03-09,4.33838
2021-03-10,4.58294
2021-03-11,3.99612
2021-03-12,3.76961
2021-03-13,1.31427
2021-03-14,1.48332
2021-03-15,5.02393
2021-03-16,4.3166
2021-03-17,4.07971
2021-03-18,3.82188
2021-03-19,3.85486
2021-03-20,1.41632
2021-03-21,1.40408
2021-03-22,4.72731
2021-03-23,4.11705
2021-03-24,3.83412
2021-03-25,4.44707
2021-03-26,3.75177
2021-03-27,1.30908
2021-03-28,1.30514
2021-03-29,4.76319
2021-03-30,4.22014
2021-03-31,4.48814
2021-04-01,4.10917
2021-04-02,3.54061
2021-04-03,1.27693
2021-04-04,1.36509
2021-04-05,4.64434
2021-04-06,3.96521
2021-04-07,3.60864
2021-04-08,3.5294
2021-04-09,3.51883
2021-04-10,1.24001
2021-04-11,1.22735
2021-04-12,4.55265
2021-04-13,3.79968
2021-04-14,3.53106
2021-04-15,3.7051
2021-04-16,3.52982
2021-04-17,1.17902
2021-04-18,1.19707
2021-04-19,4.25852
2021-04-20,3.99363
2021-04-21,3.74596
2021-04-22,3.36699
2021-04-23,3.57027
2021-04-24,1.18981
2021-04-25,1.22777
2021-04-26,5.29048
2021-04-27,4.48026
2021-04-28,4.27096
2021-04-29,4.53544
2021-04-30,4.62629
2021-05-01,1.37691
2021-05-02,1.22715
2021-05-03,4.50017
2021-05-04,3.65594
2021-05-05,1.38044
2021-05-06,4.03491
2021-05-07,3.63229
2021-05-08,1.2873
2021-05-09,1.21076
2021-05-10,4.7914
2021-05-11,4.03698
2021-05-12,3.68933
2021-05-13,3.585
2021-05-14,3.33546
2021-05-15,1.16969
2021-05-16,1.21283
2021-05-17,4.49022
2021-05-18,4.11518
2021-05-19,1.39081
2021-05-20,4.233
2021-05-21,4.46698
2021-05-22,1.31613
2021-05-23,1.32671
2021-05-24,4.58066
2021-05-25,4.63085
2021-05-26,3.9648
2021-05-27,3.66859
2021-05-28,3.56674
2021-05-29,1.19582
2021-05-30,1.19562
2021-05-31,4.87624
2021-06-01,4.10461
2021-06-02,3.58458
2021-06-03,3.48999
2021-06-04,3.22096
2021-06-05,1.11991
2021-06-06,1.20454
2021-06-07,4.17389
2021-06-08,3.49435
2021-06-09,3.51675
2021-06-10,3.76899
2021-06-11,3.27302
2021-06-12,1.1002
2021-06-13,1.19292
2021-06-14,4.14713
2021-06-15,4.21662
2021-06-16,3.75529
2021-06-17,3.38794
2021-06-18,3.09691
2021-06-19,1.061
2021-06-20,1.10331
2021-06-21,4.92354
2021-06-22,3.61507
2021-06-23,3.68705
2021-06-24,6.15318
2021-06-25,5.55806
2021-06-26,1.81065
2021-06-27,1.45096
2021-06-28,4.82916
2021-06-29,4.24773
2021-06-30,4.76713
2021-07-01,3.96998
2021-07-02,3.39188
2021-07-03,1.11659
2021-07-04,1.17695
2021-07-05,4.3473
2021-07-06,3.59039
2021-07-07,3.47692
2021-07-08,3.43544
2021-07-09,3.28858
2021-07-10,1.11576
2021-07-11,1.16471
2021-07-12,3.9899
2021-07-13,3.32405
2021-07-14,3.28153
2021-07-15,3.36429
2021-07-16,3.15437
2021-07-17,1.14065
2021-07-18,1.10497
2021-07-19,3.87664
2021-07-20,3.56446
2021-07-21,3.41739
2021-07-22,3.26182
2021-07-23,3.29459
2021-07-24,1.10165
2021-07-25,1.20744
2021-07-26,4.29337
2021-07-27,3.59703
2021-07-28,3.10666
2021-07-29,3.54226
2021-07-30,3.4091
2021-07-31,1.18317
2021-08-01,1.13422
2021-08-02,3.909
2021-08-03,3.31202
2021-08-04,3.05937
2021-08-05,3.32446
2021-08-06,3.00067
2021-08-07,1.02262
2021-08-08,1.03133
2021-08-09,3.64162
2021-08-10,3.71464
2021-08-11,3.34479
2021-08-12,3.28837
2021-08-13,3.0685
2021-08-14,1.03984
2021-08-15,0.96164
2021-08-16,1.59824
2021-08-17,3.83806
2021-08-18,3.45929
2021-08-19,3.34376
2021-08-20,3.55699
2021-08-21,1.15081
2021-08-22,1.15123
2021-08-23,3.98305
2021-08-24,3.70551
2021-08-25,4.31681
2021-08-26,4.25064
2021-08-27,4.10917
2021-08-28,1.24042
2021-08-29,1.34144
2021-08-30,4.90321
2021-08-31,4.71611
2021-09-01,5.16664
2021-09-02,4.36576
2021-09-03,4.14215
2021-09-04,1.4883
2021-09-05,2.0496
2021-09-06,13.87494
2021-09-07,10.98296
2021-09-08,9.64463
2021-09-09,9.00657
2021-09-10,9.19471
2021-09-11,3.52111
2021-09-12,2.18091
2021-09-13,6.1818
2021-09-14,4.6516
2021-09-15,4.4786
2021-09-16,3.93451
2021-09-17,3.86482
2021-09-18,1.25142
2021-09-19,0.99068
2021-09-20,0.97595
2021-09-21,0.95936
2021-09-22,1.24789
2021-09-23,4.74328
2021-09-24,4.08843
2021-09-25,1.30161
2021-09-26,1.28419
2021-09-27,4.43317
2021-09-28,3.81503
2021-09-29,3.8532
2021-09-30,4.18281
2021-10-01,4.19193
2021-10-02,1.37172
2021-10-03,1.09833
2021-10-04,1.73556
2021-10-05,4.59684
2021-10-06,4.18799
2021-10-07,4.25333
2021-10-08,3.93223
2021-10-09,1.27548
2021-10-10,1.11908
2021-10-11,1.71274
2021-10-12,4.41907
2021-10-13,3.75841
2021-10-14,3.7304
2021-10-15,3.62461
2021-10-16,1.20806
2021-10-17,1.16077
2021-10-18,4.1882
2021-10-19,3.84905
2021-10-20,4.01977
2021-10-21,4.149
2021-10-22,3.90713
2021-10-23,1.12032
2021-10-24,1.12883
2021-10-25,4.71714
2021-10-26,3.72667
2021-10-27,3.4149
2021-10-28,3.32716
2021-10-29,3.43336
2021-10-30,1.19043
2021-10-31,1.22092
2021-11-01,4.43151
2021-11-02,3.84739
2021-11-03,3.41241
2021-11-04,3.23631
2021-11-05,3.74658
2021-11-06,1.10061
2021-11-07,1.07489
2021-11-08,3.54911
2021-11-09,3.54289
2021-11-10,3.63229
2021-11-11,3.15396
2021-11-12,3.21868
2021-11-13,1.12405
2021-11-14,1.0722
2021-11-15,3.99882
2021-11-16,3.49331
2021-11-17,3.18403
2021-11-18,3.10625
2021-11-19,3.53978
2021-11-20,1.22466
2021-11-21,1.20889
2021-11-22,3.94634
2021-11-23,3.41698
2021-11-24,3.44125
2021-11-25,4.07162
2021-11-26,3.6883
2021-11-27,1.30161
2021-11-28,1.29021
2021-11-29,4.96938
2021-11-30,4.9671
2021-12-01,4.2245
2021-12-02,3.52692
2021-12-03,3.2724
2021-12-04,1.19417
2021-12-05,1.19437
2021-12-06,3.96646
2021-12-07,3.68166
2021-12-08,3.4288
2021-12-09,3.29542
2021-12-10,3.60366
2021-12-11,1.18068
2021-12-12,1.13505
2021-12-13,3.736
2021-12-14,3.35226
2021-12-15,3.53666
2021-12-16,3.22552
2021-12-17,2.9905
2021-12-18,1.67416
2021-12-19,1.30784
2021-12-20,4.68001
2021-12-21,3.92622
2021-12-22,3.4539
2021-12-23,3.3562
2021-12-24,3.46987
2021-12-25,1.10207
2021-12-26,1.2174
2021-12-27,3.98326
2021-12-28,3.81503
2021-12-29,3.64349
2021-12-30,3.73186
2021-12-31,3.6632
2022-01-01,1.14417
2022-01-02,1.27776
2022-01-03,4.3948
2022-01-04,3.95754
2022-01-05,3.96563
2022-01-06,3.79512
2022-01-07,3.62378
2022-01-08,1.23337
2022-01-09,1.48249
2022-01-10,5.12557
2022-01-11,3.9202
2022-01-12,3.67232
2022-01-13,3.62607
2022-01-14,3.82582
2022-01-15,1.5777
2022-01-16,1.56858
2022-01-17,5.52653
2022-01-18,5.12184
2022-01-19,4.78871
2022-01-20,4.6574
2022-01-21,4.58729
2022-01-22,1.53808
2022-01-23,1.60135
2022-01-24,5.36059
2022-01-25,5.4446
2022-01-26,4.78788
2022-01-27,4.65056
2022-01-28,5.05401
2022-01-29,1.61628
2022-01-30,1.16077
2022-01-31,1.19437
2022-02-01,1.32443
2022-02-02,1.86001
2022-02-03,6.20711
2022-02-04,4.88101
2022-02-05,1.64159
2022-02-06,1.56671
2022-02-07,5.66924
2022-02-08,4.85426
2022-02-09,4.48648
2022-02-10,5.04053
2022-02-11,4.08407
2022-02-12,1.38956
2022-02-13,1.62458
2022-02-14,4.56572
2022-02-15,4.41409
2022-02-16,4.15066
2022-02-17,4.07287
2022-02-18,3.95173
2022-02-19,1.42358
2022-02-20,1.7256
2022-02-21,5.30832
2022-02-22,4.68167
2022-02-23,4.45516
2022-02-24,4.57941
2022-02-25,4.90715
2022-02-26,1.58144
2022-02-27,1.5636
2022-02-28,5.88953
2022-03-01,2.14979
2022-03-02,5.10151
2022-03-03,4.24192
2022-03-04,4.02516
2022-03-05,1.37069
2022-03-06,1.39786
2022-03-07,4.71963
2022-03-08,4.00525
2022-03-09,1.47005
2022-03-10,4.55245
2022-03-11,3.95318
2022-03-12,1.29103
2022-03-13,1.26843
2022-03-14,4.21558
2022-03-15,4.03491
2022-03-16,3.8698
2022-03-17,3.64951
2022-03-18,3.58583
2022-03-19,1.25764
2022-03-20,1.25785
2022-03-21,4.46159
2022-03-22,3.90547
2022-03-23,3.76919
2022-03-24,3.669
2022-03-25,4.15211
2022-03-26,1.3709
2022-03-27,1.31696
2022-03-28,4.96461
2022-03-29,4.2635
2022-03-30,4.3585
2022-03-31,4.91586
2022-04-01,4.36555
2022-04-02,1.21159
2022-04-03,1.18193
2022-04-04,4.12639
2022-04-05,3.90755
2022-04-06,3.58271
2022-04-07,3.41636
