date,새마을금고
2022-04-08,3.40184
2022-04-09,1.12551
2022-04-10,1.1365
2022-04-11,3.94696
2022-04-12,3.52733
2022-04-13,3.72854
2022-04-14,3.76276
2022-04-15,4.30063
2022-04-16,1.32588
2022-04-17,1.25017
2022-04-18,4.244
2022-04-19,3.80819
2022-04-20,3.88556
2022-04-21,3.66631
2022-04-22,3.4985
2022-04-23,1.28958
2022-04-24,1.20661
2022-04-25,4.82356
2022-04-26,4.05254
2022-04-27,3.81773
2022-04-28,3.57815
2022-04-29,3.92829
2022-04-30,1.37504
2022-05-01,1.41923
2022-05-02,4.73934
2022-05-03,4.00545
2022-05-04,3.89925
2022-05-05,1.55115
2022-05-06,4.21745
2022-05-07,1.36924
2022-05-08,1.43997
2022-05-09,5.13864
2022-05-10,4.78933
2022-05-11,4.17575
2022-05-12,3.9509
2022-05-13,3.71111
2022-05-14,1.78181
2022-05-15,1.3153
2022-05-16,4.57609
2022-05-17,4.08822
2022-05-18,3.7609
2022-05-19,3.54745
2022-05-20,3.93182
2022-05-21,1.19562
2022-05-22,1.31344
2022-05-23,4.42778
2022-05-24,3.98824
2022-05-25,6.66553
2022-05-26,5.21166
2022-05-27,4.14817
2022-05-28,1.30431
2022-05-29,1.26365
2022-05-30,4.79949
2022-05-31,4.84036
2022-06-01,1.85068
2022-06-02,4.47342
2022-06-03,3.86668
2022-06-04,1.18774
2022-06-05,1.02947
2022-06-06,1.49763
2022-06-07,4.57713
2022-06-08,4.3975
2022-06-09,3.96874
2022-06-10,3.95588
2022-06-11,1.19894
2022-06-12,1.14978
2022-06-13,4.28652
2022-06-14,4.00027
2022-06-15,4.13157
2022-06-16,3.9007
2022-06-17,3.518
2022-06-18,1.21615
2022-06-19,1.85524
2022-06-20,5.97997
2022-06-21,4.74328
2022-06-22,4.03574
2022-06-23,3.84573
2022-06-24,4.14983
2022-06-25,1.26469
2022-06-26,1.30016
2022-06-27,4.96751
2022-06-28,4.59891
2022-06-29,4.17596
2022-06-30,4.30726
2022-07-01,3.96853
2022-07-02,1.20889
2022-07-03,1.19811
2022-07-04,4.35207
2022-07-05,4.11228
2022-07-06,3.75903
2022-07-07,3.40598
2022-07-08,3.52712
2022-07-09,1.16181
2022-07-10,1.18608
2022-07-11,4.25624
2022-07-12,3.74223
2022-07-13,3.8559
2022-07-14,4.57754
2022-07-15,4.34937
2022-07-16,1.42835
2022-07-17,1.41093
2022-07-18,5.20294
2022-07-19,4.78435
2022-07-20,4.68271
2022-07-21,4.48068
2022-07-22,4.13261
2022-07-23,1.37214
2022-07-24,1.44163
2022-07-25,5.85759
2022-07-26,4.70719
2022-07-27,4.37219
2022-07-28,4.16995
2022-07-29,4.11581
2022-07-30,1.43458
2022-07-31,1.63226
2022-08-01,5.14362
2022-08-02,4.2608
2022-08-03,3.99799
2022-08-04,3.82375
2022-08-05,3.82022
2022-08-06,1.29228
2022-08-07,1.29269
2022-08-08,4.23736
2022-08-09,3.65594
2022-08-10,4.28694
2022-08-11,4.10025
2022-08-12,3.87166
2022-08-13,1.18462
2022-08-14,1.06037
2022-08-15,1.42358
2022-08-16,4.59414
2022-08-17,4.06831
2022-08-18,3.8978
2022-08-19,3.93037
2022-08-20,1.28357
2022-08-21,1.31945
2022-08-22,4.87666
2022-08-23,5.15212
2022-08-24,7.94018
2022-08-25,7.41082
2022-08-26,6.47532
2022-08-27,2.05168
2022-08-28,1.8067
2022-08-29,5.34711
2022-08-30,4.66321
2022-08-31,5.02746
2022-09-01,5.21062
2022-09-02,4.24939
2022-09-03,1.35285
2022-09-04,1.33667
2022-09-05,4.55348
2022-09-06,4.30374
2022-09-07,4.24192
2022-09-08,4.02661
2022-09-09,1.18939
2022-09-10,0.97927
2022-09-11,1.10476
2022-09-12,1.55281
2022-09-13,5.4083
2022-09-14,4.54705
2022-09-15,4.49623
2022-09-16,3.91792
2022-09-17,1.59305
2022-09-18,1.90233
2022-09-19,5.30417
2022-09-20,4.48648
2022-09-21,4.24068
2022-09-22,4.44396
2022-09-23,4.27221
2022-09-24,1.51547
2022-09-25,1.37442
2022-09-26,5.05505
2022-09-27,4.66632
2022-09-28,4.55182
2022-09-29,4.30726
2022-09-30,4.88578
2022-10-01,1.40305
2022-10-02,1.2788
2022-10-03,1.77787
2022-10-04,5.91173
2022-10-05,5.85635
2022-10-06,5.25812
2022-10-07,4.85239
2022-10-08,1.49598
2022-10-09,1.46196
2022-10-10,2.08487
2022-10-11,5.78229
2022-10-12,6.0785
2022-10-13,6.3129
2022-10-14,6.38363
2022-10-15,2.83701
2022-10-16,2.3259
2022-10-17,7.04906
2022-10-18,6.40417
2022-10-19,6.80347
2022-10-20,6.57488
2022-10-21,6.12953
2022-10-22,2.01807
2022-10-23,2.12117
2022-10-24,7.85099
2022-10-25,8.67448
2022-10-26,7.87982
2022-10-27,7.34465
2022-10-28,6.90781
2022-10-29,2.05583
2022-10-30,2.00729
2022-10-31,7.91031
2022-11-01,7.69936
2022-11-02,6.62861
2022-11-03,6.99576
2022-11-04,6.51452
2022-11-05,2.17074
2022-11-06,2.19916
2022-11-07,7.4492
2022-11-08,7.24965
2022-11-09,7.61555
2022-11-10,8.64337
2022-11-11,7.9854
2022-11-12,2.33254
2022-11-13,2.45554
2022-11-14,8.85183
2022-11-15,8.0943
2022-11-16,7.43073
2022-11-17,6.30087
2022-11-18,6.54792
2022-11-19,2.10831
2022-11-20,2.03923
2022-11-21,7.45853
2022-11-22,6.70204
2022-11-23,6.15318
2022-11-24,6.31725
2022-11-25,6.99015
2022-11-26,2.29893
2022-11-27,2.37589
2022-11-28,7.91882
2022-11-29,7.38697
2022-11-30,7.57241
2022-12-01,7.81323
2022-12-02,6.70286
2022-12-03,1.9407
2022-12-04,2.30557
2022-12-05,7.72943
2022-12-06,6.70079
2022-12-07,6.69457
2022-12-08,6.35418
2022-12-09,5.763
2022-12-10,2.04193
2022-12-11,2.02368
2022-12-12,6.65744
2022-12-13,5.65555
2022-12-14,5.29172
2022-12-15,5.1486
2022-12-16,5.12723
2022-12-17,1.67519
2022-12-18,1.74945
2022-12-19,5.65618
2022-12-20,5.45331
2022-12-21,5.07869
2022-12-22,4.66031
2022-12-23,4.78829
2022-12-24,1.64097
2022-12-25,1.79052
2022-12-26,6.16583
2022-12-27,5.5676
2022-12-28,5.27596
2022-12-29,5.51222
2022-12-30,5.69351
2022-12-31,1.87764
2023-01-01,1.98489
2023-01-02,6.68295
2023-01-03,5.53815
2023-01-04,5.22141
2023-01-05,5.34192
2023-01-06,4.90591
2023-01-07,1.86375
2023-01-08,1.92058
2023-01-09,5.98827
2023-01-10,6.35418
2023-01-11,5.86008
2023-01-12,5.61179
2023-01-13,5.24775
2023-01-14,1.9154
2023-01-15,2.17987
2023-01-16,6.89474
2023-01-17,6.16313
2023-01-18,6.01627
2023-01-19,5.7908
2023-01-20,6.26747
2023-01-21,1.83906
2023-01-22,1.68391
2023-01-23,1.76584
2023-01-24,2.88368
2023-01-25,9.11796
2023-01-26,7.02355
2023-01-27,6.26187
2023-01-28,2.05251
2023-01-29,2.07035
2023-01-30,7.39941
2023-01-31,7.13577
2023-02-01,6.37741
2023-02-02,5.70077
2023-02-03,5.70803
2023-02-04,1.82662
2023-02-05,1.93697
2023-02-06,6.47345
2023-02-07,5.69248
2023-02-08,5.27057
2023-02-09,5.16415
2023-02-10,5.6595
2023-02-11,2.15477
2023-02-12,2.00335
2023-02-13,6.36662
2023-02-14,5.83145
2023-02-15,5.85489
2023-02-16,5.48297
2023-02-17,5.11105
2023-02-18,1.81147
2023-02-19,1.89051
2023-02-20,7.46662
2023-02-21,6.89723
2023-02-22,6.38778
2023-02-23,6.29713
2023-02-24,6.49544
2023-02-25,2.22613
2023-02-26,4.02101
2023-02-27,13.74115
2023-02-28,9.57638
2023-03-01,3.81089
2023-03-02,7.2735
2023-03-03,5.97375
2023-03-04,2.47317
2023-03-05,2.37153
2023-03-06,6.34049
2023-03-07,5.51264
2023-03-08,4.98016
2023-03-09,4.56655
2023-03-10,4.8779
2023-03-11,1.78389
2023-03-12,1.93738
2023-03-13,5.87232
2023-03-14,5.44169
2023-03-15,5.36287
2023-03-16,5.21518
2023-03-17,4.71196
2023-03-18,1.80235
2023-03-19,1.7702
2023-03-20,6.99181
2023-03-21,13.24975
2023-03-22,12.05184
2023-03-23,11.58907
2023-03-24,9.38617
2023-03-25,4.34813
2023-03-26,4.62463
2023-03-27,12.29371
2023-03-28,12.74777
2023-03-29,15.42195
2023-03-30,16.78994
2023-03-31,13.16719
2023-04-01,4.59891
2023-04-02,4.5707
2023-04-03,12.02529
2023-04-04,9.87197
2023-04-05,9.66848
2023-04-06,8.90991
2023-04-07,8.6193
2023-04-08,4.43566
2023-04-09,4.17326
2023-04-10,10.65688
2023-04-11,8.60147
2023-04-12,8.50854
2023-04-13,11.61438
2023-04-14,10.61747
2023-04-15,3.54704
2023-04-16,7.57345
2023-04-17,10.81391
2023-04-18,7.71699
2023-04-19,6.88789
2023-04-20,6.81488
2023-04-21,6.64209
2023-04-22,2.35805
2023-04-23,2.18464
2023-04-24,6.10858
2023-04-25,6.0839
2023-04-26,6.02789
2023-04-27,5.58088
2023-04-28,5.30977
2023-04-29,2.14917
2023-04-30,1.88283
2023-05-01,4.22077
2023-05-02,6.77526
2023-05-03,5.68957
2023-05-04,5.17971
2023-05-05,1.94464
2023-05-06,1.57853
2023-05-07,1.86188
2023-05-08,6.34152
2023-05-09,5.53877
2023-05-10,5.84245
2023-05-11,5.37739
2023-05-12,4.76879
2023-05-13,1.68142
2023-05-14,1.86707
2023-05-15,6.12974
2023-05-16,5.41411
2023-05-17,4.97768
2023-05-18,4.53938
2023-05-19,4.48399
2023-05-20,1.50801
2023-05-21,1.50904
2023-05-22,5.50579
2023-05-23,5.01709
2023-05-24,4.79949
2023-05-25,5.11707
2023-05-26,4.63811
2023-05-27,1.3655
2023-05-28,1.28357
2023-05-29,2.0243
