date,토지증여세
2023-05-30,21.45593
2023-05-31,25.28735
2023-06-01,21.07279
2023-06-02,18.3908
2023-06-03,18.77394
2023-06-04,14.55938
2023-06-05,29.11877
2023-06-06,20.30651
2023-06-07,30.65134
2023-06-08,23.75478
2023-06-09,24.13793
2023-06-10,12.26053
2023-06-11,23.37164
2023-06-12,20.30651
2023-06-13,28.73563
2023-06-14,21.83908
2023-06-15,27.96934
2023-06-16,28.35249
2023-06-17,16.85823
2023-06-18,19.15708
2023-06-19,26.05363
2023-06-20,21.83908
2023-06-21,33.33333
2023-06-22,29.88505
2023-06-23,14.17624
2023-06-24,15.70881
2023-06-25,13.02681
2023-06-26,28.73563
2023-06-27,32.1839
2023-06-28,33.33333
2023-06-29,26.81992
2023-06-30,19.15708
2023-07-01,18.00766
2023-07-02,12.26053
2023-07-03,24.52107
2023-07-04,26.43678
2023-07-05,24.90421
2023-07-06,27.20306
2023-07-07,18.77394
2023-07-08,13.40996
2023-07-09,16.47509
2023-07-10,29.11877
2023-07-11,27.5862
2023-07-12,26.43678
2023-07-13,22.60536
2023-07-14,15.32567
2023-07-15,12.64367
2023-07-16,15.32567
2023-07-17,24.13793
2023-07-18,18.00766
2023-07-19,20.68965
2023-07-20,18.77394
2023-07-21,17.62452
2023-07-22,13.7931
2023-07-23,16.85823
2023-07-24,25.28735
2023-07-25,24.52107
2023-07-26,18.3908
2023-07-27,33.71647
2023-07-28,18.3908
2023-07-29,16.85823
2023-07-30,9.96168
2023-07-31,25.67049
2023-08-01,24.90421
2023-08-02,23.37164
2023-08-03,22.60536
2023-08-04,18.77394
2023-08-05,11.11111
2023-08-06,13.40996
2023-08-07,31.80076
2023-08-08,19.15708
2023-08-09,21.07279
2023-08-10,21.83908
2023-08-11,20.68965
2023-08-12,15.70881
2023-08-13,17.62452
2023-08-14,26.43678
2023-08-15,23.75478
2023-08-16,24.52107
2023-08-17,22.9885
2023-08-18,20.68965
2023-08-19,16.47509
2023-08-20,24.13793
2023-08-21,23.75478
2023-08-22,23.37164
2023-08-23,21.45593
2023-08-24,23.75478
2023-08-25,20.68965
2023-08-26,16.09195
2023-08-27,13.02681
2023-08-28,24.52107
2023-08-29,24.13793
2023-08-30,23.75478
2023-08-31,25.67049
2023-09-01,19.15708
2023-09-02,16.47509
2023-09-03,17.24137
2023-09-04,24.52107
2023-09-05,26.81992
2023-09-06,25.28735
2023-09-07,25.28735
2023-09-08,26.81992
2023-09-09,13.40996
2023-09-10,19.54022
2023-09-11,30.26819
2023-09-12,21.45593
2023-09-13,26.81992
2023-09-14,31.03448
2023-09-15,31.03448
2023-09-16,20.30651
2023-09-17,17.62452
2023-09-18,29.50191
2023-09-19,26.05363
2023-09-20,31.03448
2023-09-21,21.45593
2023-09-22,17.62452
2023-09-23,13.02681
2023-09-24,14.17624
2023-09-25,17.24137
2023-09-26,22.22222
2023-09-27,21.07279
2023-09-28,19.92337
2023-09-29,34.09961
2023-09-30,30.65134
2023-10-01,27.5862
2023-10-02,24.90421
2023-10-03,32.1839
2023-10-04,35.63218
2023-10-05,27.5862
2023-10-06,28.35249
2023-10-07,19.92337
2023-10-08,30.26819
2023-10-09,22.9885
2023-10-10,40.22988
2023-10-11,28.35249
2023-10-12,21.45593
2023-10-13,25.28735
2023-10-14,16.47509
2023-10-15,17.62452
2023-10-16,29.11877
2023-10-17,24.13793
2023-10-18,26.43678
2023-10-19,20.68965
2023-10-20,22.22222
2023-10-21,18.77394
2023-10-22,19.15708
2023-10-23,24.13793
2023-10-24,27.20306
2023-10-25,29.50191
2023-10-26,18.3908
2023-10-27,24.13793
2023-10-28,10.34482
2023-10-29,17.62452
2023-10-30,24.52107
2023-10-31,26.43678
2023-11-01,22.60536
2023-11-02,24.13793
2023-11-03,14.94252
2023-11-04,16.09195
2023-11-05,14.55938
2023-11-06,24.90421
2023-11-07,23.75478
2023-11-08,20.68965
2023-11-09,24.90421
2023-11-10,14.55938
2023-11-11,14.17624
2023-11-12,13.7931
2023-11-13,22.22222
2023-11-14,18.3908
2023-11-15,23.37164
2023-11-16,20.30651
2023-11-17,22.60536
2023-11-18,13.7931
2023-11-19,13.7931
2023-11-20,28.35249
2023-11-21,29.11877
2023-11-22,22.9885
2023-11-23,25.67049
2023-11-24,19.54022
2023-11-25,13.02681
2023-11-26,16.47509
2023-11-27,27.5862
2023-11-28,30.65134
2023-11-29,29.88505
2023-11-30,23.75478
2023-12-01,12.26053
2023-12-02,19.54022
2023-12-03,23.37164
2023-12-04,32.56704
2023-12-05,18.3908
2023-12-06,19.54022
2023-12-07,23.37164
2023-12-08,18.3908
2023-12-09,12.26053
2023-12-10,17.62452
2023-12-11,26.81992
2023-12-12,25.28735
2023-12-13,19.92337
2023-12-14,22.60536
2023-12-15,26.43678
2023-12-16,15.70881
2023-12-17,19.54022
2023-12-18,29.50191
2023-12-19,21.83908
2023-12-20,15.32567
2023-12-21,20.68965
2023-12-22,16.47509
2023-12-23,9.1954
2023-12-24,15.70881
2023-12-25,19.92337
2023-12-26,28.73563
2023-12-27,21.83908
2023-12-28,14.55938
2023-12-29,20.68965
2023-12-30,20.30651
2023-12-31,17.62452
2024-01-01,20.30651
2024-01-02,25.28735
2024-01-03,28.73563
2024-01-04,31.80076
2024-01-05,30.26819
2024-01-06,19.54022
2024-01-07,28.35249
2024-01-08,27.96934
2024-01-09,23.75478
2024-01-10,26.05363
2024-01-11,28.73563
2024-01-12,26.43678
2024-01-13,17.62452
2024-01-14,18.77394
2024-01-15,34.09961
2024-01-16,25.67049
2024-01-17,24.52107
2024-01-18,29.88505
2024-01-19,24.13793
2024-01-20,26.81992
2024-01-21,30.65134
2024-01-22,23.75478
2024-01-23,33.71647
2024-01-24,18.77394
2024-01-25,18.77394
2024-01-26,18.77394
2024-01-27,16.85823
2024-01-28,23.37164
2024-01-29,36.01532
2024-01-30,27.96934
2024-01-31,34.48275
2024-02-01,27.20306
2024-02-02,25.28735
2024-02-03,10.34482
2024-02-04,16.85823
2024-02-05,19.15708
2024-02-06,27.5862
2024-02-07,23.37164
2024-02-08,18.00766
2024-02-09,22.22222
2024-02-10,40.22988
2024-02-11,37.93103
2024-02-12,37.16475
2024-02-13,52.10727
2024-02-14,27.20306
2024-02-15,29.11877
2024-02-16,26.05363
2024-02-17,21.45593
2024-02-18,24.90421
2024-02-19,40.22988
2024-02-20,27.20306
2024-02-21,34.8659
2024-02-22,30.26819
2024-02-23,32.56704
2024-02-24,27.5862
2024-02-25,18.00766
2024-02-26,32.56704
2024-02-27,31.80076
2024-02-28,28.35249
2024-02-29,30.26819
2024-03-01,9.96168
2024-03-02,24.52107
2024-03-03,18.77394
2024-03-04,30.65134
2024-03-05,29.88505
2024-03-06,32.95019
2024-03-07,22.60536
2024-03-08,24.90421
2024-03-09,18.00766
2024-03-10,26.05363
2024-03-11,24.52107
2024-03-12,38.31417
2024-03-13,20.68965
2024-03-14,24.13793
2024-03-15,22.9885
2024-03-16,22.60536
2024-03-17,20.30651
2024-03-18,35.24904
2024-03-19,31.03448
2024-03-20,26.05363
