date,코인시장
2020-03-20,0.50448
2020-03-21,0.4204
2020-03-22,0.36434
2020-03-23,0.47645
2020-03-24,0.67264
2020-03-25,0.70067
2020-03-26,0.44843
2020-03-27,0.44843
2020-03-28,0.53251
2020-03-29,0.25224
2020-03-30,0.30829
2020-03-31,0.22421
2020-04-01,0.14013
2020-04-03,0.19618
2020-04-04,0.22421
2020-04-05,0.19618
2020-04-06,0.33632
2020-04-07,0.53251
2020-04-08,0.16816
2020-04-09,0.33632
2020-04-10,0.56053
2020-04-11,0.4204
2020-04-12,0.16816
2020-04-13,0.16816
2020-04-14,0.22421
2020-04-15,0.14013
2020-04-16,0.50448
2020-04-17,0.14013
2020-04-18,0.33632
2020-04-20,0.14013
2020-04-23,0.25224
2020-04-24,0.44843
2020-04-25,0.14013
2020-04-26,0.14013
2020-04-27,0.14013
2020-04-29,0.25224
2020-04-30,0.22421
2020-05-05,0.19618
2020-05-08,0.14013
2020-05-10,0.64461
2020-05-11,0.25224
2020-05-12,0.30829
2020-05-13,0.16816
2020-05-14,0.19618
2020-05-18,0.14013
2020-05-19,0.16816
2020-05-20,0.16816
2020-05-21,0.25224
2020-05-22,0.16816
2020-05-23,0.14013
2020-05-25,0.16816
2020-05-26,0.16816
2020-05-27,0.33632
2020-05-28,0.30829
2020-05-29,0.19618
2020-05-30,0.16816
2020-06-01,0.19618
2020-06-03,0.16816
2020-06-04,0.33632
2020-06-06,0.16816
2020-06-07,0.22421
2020-06-09,0.19618
2020-06-10,0.22421
2020-06-11,0.14013
2020-06-12,0.22421
2020-06-13,0.19618
2020-06-14,0.14013
2020-06-15,0.4204
2020-06-16,0.33632
2020-06-17,0.16816
2020-06-23,0.16816
2020-06-24,0.14013
2020-06-25,0.30829
2020-06-28,0.30829
2020-06-29,0.14013
2020-06-30,0.16816
2020-07-02,0.28026
2020-07-03,0.28026
2020-07-04,0.14013
2020-07-05,0.16816
2020-07-08,0.16816
2020-07-09,0.14013
2020-07-10,0.14013
2020-07-11,0.19618
2020-07-14,0.19618
2020-07-15,0.28026
2020-07-16,0.30829
2020-07-17,0.25224
2020-07-18,0.30829
2020-07-19,0.14013
2020-07-20,0.16816
2020-07-21,0.19618
2020-07-22,0.39237
2020-07-23,0.4204
2020-07-24,0.25224
2020-07-25,0.19618
2020-07-26,0.30829
2020-07-27,0.33632
2020-07-28,0.61659
2020-07-29,0.25224
2020-07-30,0.28026
2020-07-31,0.25224
2020-08-01,0.25224
2020-08-02,1.00896
2020-08-03,0.53251
2020-08-04,0.39237
2020-08-06,0.39237
2020-08-07,0.22421
2020-08-08,0.36434
2020-08-09,0.36434
2020-08-10,0.56053
2020-08-11,0.33632
2020-08-12,0.53251
2020-08-13,0.50448
2020-08-14,0.39237
2020-08-15,0.16816
2020-08-16,0.36434
2020-08-17,0.44843
2020-08-18,0.33632
2020-08-19,0.67264
2020-08-20,0.39237
2020-08-21,0.4204
2020-08-22,0.50448
2020-08-23,0.50448
2020-08-24,0.28026
2020-08-25,0.33632
2020-08-26,0.78475
2020-08-27,0.75672
2020-08-28,0.50448
2020-08-29,0.28026
2020-08-30,0.4204
2020-08-31,0.50448
2020-09-01,0.67264
2020-09-02,0.81278
2020-09-03,1.09304
2020-09-04,2.15807
2020-09-05,1.48542
2020-09-06,2.99887
2020-09-07,1.12107
2020-09-08,0.98094
2020-09-09,0.72869
2020-09-10,0.70067
2020-09-11,0.4204
2020-09-12,0.47645
2020-09-13,0.33632
2020-09-14,0.22421
2020-09-15,0.22421
2020-09-16,0.58856
2020-09-17,0.25224
2020-09-18,0.56053
2020-09-19,0.19618
2020-09-21,1.06502
2020-09-22,0.61659
2020-09-23,0.39237
2020-09-24,0.78475
2020-09-25,0.16816
2020-09-26,0.22421
2020-09-28,0.14013
2020-09-29,0.22421
2020-10-02,0.44843
2020-10-03,0.22421
2020-10-04,0.25224
2020-10-05,0.22421
2020-10-06,0.22421
2020-10-07,0.4204
2020-10-08,0.50448
2020-10-09,0.25224
2020-10-10,0.14013
2020-10-11,0.25224
2020-10-12,0.16816
2020-10-13,0.16816
2020-10-14,0.22421
2020-10-15,0.33632
2020-10-16,0.53251
2020-10-17,0.14013
2020-10-18,0.19618
2020-10-19,0.14013
2020-10-20,0.44843
2020-10-21,0.22421
2020-10-22,0.39237
2020-10-23,0.16816
2020-10-25,0.14013
2020-10-26,0.19618
2020-10-27,0.16816
2020-10-28,0.28026
2020-10-30,0.47645
2020-10-31,0.19618
2020-11-02,0.22421
2020-11-03,0.75672
2020-11-04,0.14013
2020-11-05,0.16816
2020-11-06,0.47645
2020-11-07,0.25224
2020-11-08,0.25224
2020-11-09,0.25224
2020-11-10,0.25224
2020-11-11,0.14013
2020-11-12,0.25224
2020-11-13,0.14013
2020-11-15,0.16816
2020-11-16,0.25224
2020-11-18,0.22421
2020-11-19,0.19618
2020-11-20,0.33632
2020-11-21,0.47645
2020-11-22,0.61659
2020-11-23,0.75672
2020-11-24,1.79372
2020-11-25,1.03699
2020-11-26,2.88677
2020-11-27,1.40134
2020-11-28,0.47645
2020-11-29,0.47645
2020-11-30,0.58856
2020-12-01,0.72869
2020-12-02,0.70067
2020-12-03,0.47645
2020-12-04,1.1491
2020-12-05,0.58856
2020-12-06,0.50448
2020-12-07,0.72869
2020-12-08,0.61659
2020-12-09,1.59753
2020-12-10,0.53251
2020-12-11,0.47645
2020-12-12,0.44843
2020-12-13,0.25224
2020-12-14,0.58856
2020-12-15,0.47645
2020-12-16,0.25224
2020-12-17,0.67264
2020-12-18,0.56053
2020-12-19,0.36434
2020-12-20,0.92488
2020-12-21,1.20515
2020-12-22,0.58856
2020-12-23,1.51345
2020-12-24,2.38228
2020-12-25,0.61659
2020-12-26,0.95291
2020-12-27,0.81278
2020-12-28,0.67264
2020-12-29,0.95291
2020-12-30,0.95291
2020-12-31,0.92488
2021-01-01,0.70067
2021-01-02,1.00896
2021-01-03,1.65358
2021-01-04,1.70964
2021-01-05,1.40134
2021-01-06,1.00896
2021-01-07,2.32623
2021-01-08,2.6065
2021-01-09,1.54147
2021-01-10,1.48542
2021-01-11,7.59529
2021-01-12,2.83071
2021-01-13,1.00896
2021-01-14,1.1491
2021-01-15,0.98094
2021-01-16,0.61659
2021-01-17,0.78475
2021-01-18,0.44843
2021-01-19,0.92488
2021-01-20,0.86883
2021-01-21,1.51345
2021-01-22,3.19506
2021-01-23,0.70067
2021-01-24,0.39237
2021-01-25,0.92488
2021-01-26,0.81278
2021-01-27,1.70964
2021-01-28,1.28923
2021-01-29,0.8408
2021-01-30,0.78475
2021-01-31,1.00896
2021-02-01,1.20515
2021-02-02,1.12107
2021-02-03,1.28923
2021-02-04,1.17713
2021-02-05,0.81278
2021-02-06,1.06502
2021-02-07,0.50448
2021-02-08,2.69058
2021-02-09,2.97085
2021-02-10,1.34529
2021-02-11,1.51345
2021-02-12,2.13004
2021-02-13,2.91479
2021-02-14,2.66255
2021-02-15,4.82062
2021-02-16,2.04596
2021-02-17,3.13901
2021-02-18,6.10986
2021-02-19,5.66143
2021-02-20,5.46524
2021-02-21,4.23206
2021-02-22,10.20179
2021-02-23,24.57959
2021-02-24,6.75448
2021-02-25,3.4473
2021-02-26,5.32511
2021-02-27,2.63452
2021-02-28,6.13789
2021-03-01,3.53139
2021-03-02,2.27017
2021-03-03,2.69058
2021-03-04,2.07399
2021-03-05,2.27017
2021-03-06,1.62556
2021-03-07,1.31726
2021-03-08,1.8778
2021-03-09,2.15807
2021-03-10,3.53139
2021-03-11,2.38228
2021-03-12,3.19506
2021-03-13,3.61547
2021-03-14,4.176
2021-03-15,7.14686
2021-03-16,7.65134
2021-03-17,15.2186
2021-03-18,6.61434
2021-03-19,5.35313
2021-03-20,7.17488
2021-03-21,8.68834
2021-03-22,6.55829
2021-03-23,13.92937
2021-03-24,5.46524
2021-03-25,12.6121
2021-03-26,5.88565
2021-03-27,3.67152
2021-03-28,3.67152
2021-03-29,4.09192
2021-03-30,5.07286
2021-03-31,8.49215
2021-04-01,7.62331
2021-04-02,10.53811
2021-04-03,10.59417
2021-04-04,12.83632
2021-04-05,11.8834
2021-04-06,19.87107
2021-04-07,85.7343
2021-04-08,21.02017
2021-04-09,8.29596
2021-04-10,5.213
2021-04-11,9.08071
2021-04-12,9.6973
2021-04-13,8.5482
2021-04-14,12.83632
2021-04-15,7.34304
2021-04-16,7.95964
2021-04-17,6.78251
2021-04-18,40.5269
2021-04-19,16.90022
2021-04-20,47.67376
2021-04-21,13.11659
2021-04-22,30.29708
2021-04-23,85.98654
2021-04-24,15.49887
2021-04-25,12.58408
2021-04-26,12.30381
2021-04-27,8.01569
2021-04-28,14.85426
2021-04-29,7.73542
2021-04-30,5.60538
2021-05-01,3.89573
2021-05-02,5.32511
2021-05-03,4.4843
2021-05-04,7.90358
2021-05-05,5.96973
2021-05-06,5.10089
2021-05-07,8.18385
2021-05-08,7.51121
2021-05-09,7.0908
2021-05-10,6.61434
2021-05-11,21.7769
2021-05-12,6.22197
2021-05-13,44.00224
2021-05-14,12.80829
2021-05-15,12.10762
2021-05-16,13.50896
2021-05-17,57.59529
2021-05-18,19.39461
2021-05-19,88.73318
2021-05-20,45.79596
2021-05-21,21.27242
2021-05-22,33.71636
2021-05-23,43.91816
2021-05-24,39.09753
2021-05-25,20.01121
2021-05-26,10.67825
2021-05-27,12.89237
2021-05-28,20.88004
2021-05-29,12.69618
2021-05-30,12.9204
2021-05-31,11.96748
2021-06-01,8.35201
2021-06-02,7.67937
2021-06-03,6.39013
2021-06-04,11.96748
2021-06-05,5.60538
2021-06-06,6.25
2021-06-07,6.78251
2021-06-08,25.36434
2021-06-09,12.30381
2021-06-10,8.09977
2021-06-11,8.35201
2021-06-12,15.47085
2021-06-13,7.73542
2021-06-14,7.28699
2021-06-15,5.35313
2021-06-16,6.33408
2021-06-17,5.77354
2021-06-18,8.99663
2021-06-19,8.35201
2021-06-20,13.36883
2021-06-21,24.55156
2021-06-22,34.86547
2021-06-23,11.7713
2021-06-24,5.46524
2021-06-25,5.96973
2021-06-26,5.88565
2021-06-27,3.30717
2021-06-28,4.87668
2021-06-29,7.65134
2021-06-30,5.77354
2021-07-01,5.15695
2021-07-02,3.22309
2021-07-03,2.6065
2021-07-04,2.52242
2021-07-05,4.00784
2021-07-06,3.16704
2021-07-07,2.15807
2021-07-08,5.57735
2021-07-09,4.84865
2021-07-10,1.68161
2021-07-11,1.93385
2021-07-12,2.55044
2021-07-13,3.30717
2021-07-14,6.27802
2021-07-15,3.08295
2021-07-16,5.01681
2021-07-17,3.05493
2021-07-18,2.24215
2021-07-19,5.10089
2021-07-20,11.51905
2021-07-21,5.26905
2021-07-22,4.11995
2021-07-23,3.11098
2021-07-24,2.21412
2021-07-25,2.38228
2021-07-26,5.213
2021-07-27,5.54932
2021-07-28,4.40022
2021-07-29,3.16704
2021-07-30,3.41928
2021-07-31,3.19506
2021-08-01,2.88677
2021-08-02,3.64349
2021-08-03,2.66255
2021-08-04,3.22309
2021-08-05,3.53139
2021-08-06,2.88677
2021-08-07,5.43721
2021-08-08,4.42825
2021-08-09,3.83968
2021-08-10,2.69058
2021-08-11,5.213
2021-08-12,8.74439
2021-08-13,5.35313
2021-08-14,7.70739
2021-08-15,5.88565
2021-08-16,5.57735
2021-08-17,6.58632
2021-08-18,10.34192
2021-08-19,5.68946
