date,미국달러
2020-03-20,100.0
2020-03-21,29.38342
2020-03-22,23.69942
2020-03-23,72.3025
2020-03-24,73.63519
2020-03-25,58.2691
2020-03-26,50.69043
2020-03-27,47.80025
2020-03-28,22.36673
2020-03-29,18.03147
2020-03-30,39.78805
2020-03-31,36.75337
2020-04-01,33.3815
2020-04-02,32.8998
2020-04-03,29.19075
2020-04-04,14.51509
2020-04-05,13.58381
2020-04-06,31.80796
2020-04-07,29.44765
2020-04-08,25.8831
2020-04-09,27.3603
2020-04-10,25.93127
2020-04-11,13.48747
2020-04-12,14.1779
2020-04-13,26.83044
2020-04-14,25.65831
2020-04-15,16.20102
2020-04-16,28.59666
2020-04-17,26.22029
2020-04-18,13.74438
2020-04-19,12.36351
2020-04-20,24.18111
2020-04-21,33.39755
2020-04-22,27.15157
2020-04-23,25.70648
2020-04-24,22.80025
2020-04-25,12.01027
2020-04-26,10.17983
2020-04-27,23.6673
2020-04-28,21.51573
2020-04-29,20.77713
2020-04-30,12.42774
2020-05-01,12.52408
2020-05-02,9.79447
2020-05-03,10.45279
2020-05-04,19.55684
2020-05-05,11.92999
2020-05-06,20.18304
2020-05-07,15.55876
2020-05-08,15.94412
2020-05-09,9.55362
2020-05-10,9.05587
2020-05-11,18.80218
2020-05-12,18.68978
2020-05-13,16.81117
2020-05-14,17.8709
2020-05-15,17.96724
2020-05-16,9.93898
2020-05-17,9.52151
2020-05-18,19.36416
2020-05-19,19.47655
2020-05-20,18.94669
2020-05-21,19.41233
2020-05-22,19.57289
2020-05-23,11.01477
2020-05-24,10.8542
2020-05-25,21.66024
2020-05-26,18.9788
2020-05-27,21.00192
2020-05-28,20.35966
2020-05-29,18.30443
2020-05-30,9.95504
2020-05-31,9.1201
2020-06-01,22.28644
2020-06-02,22.99293
2020-06-03,22.10982
2020-06-04,20.03853
2020-06-05,20.37572
2020-06-06,11.40012
2020-06-07,9.68208
2020-06-08,20.87347
2020-06-09,24.74309
2020-06-10,24.00449
2020-06-11,25.03211
2020-06-12,24.42196
2020-06-13,10.69364
2020-06-14,9.08798
2020-06-15,22.52729
2020-06-16,23.71547
2020-06-17,21.53179
2020-06-18,20.31149
2020-06-19,17.26075
2020-06-20,9.50545
2020-06-21,9.18432
2020-06-22,18.88246
2020-06-23,19.18754
2020-06-24,20.47206
2020-06-25,21.78869
2020-06-26,18.85035
2020-06-27,9.92292
2020-06-28,7.80346
2020-06-29,20.55234
2020-06-30,19.78163
2020-07-01,17.96724
2020-07-02,17.8709
2020-07-03,16.84328
2020-07-04,8.3815
2020-07-05,8.10854
2020-07-06,18.96274
2020-07-07,19.29993
2020-07-08,17.16441
2020-07-09,16.68272
2020-07-10,16.93962
2020-07-11,8.97559
2020-07-12,7.91586
2020-07-13,18.80218
2020-07-14,17.74245
2020-07-15,17.82273
2020-07-16,17.34104
2020-07-17,16.71483
2020-07-18,7.72318
2020-07-19,6.9043
2020-07-20,15.73538
2020-07-21,18.27231
2020-07-22,18.68978
2020-07-23,19.21965
2020-07-24,16.32947
2020-07-25,9.81053
2020-07-26,7.38599
2020-07-27,18.06358
2020-07-28,20.37572
2020-07-29,17.58188
2020-07-30,18.09569
2020-07-31,18.67373
2020-08-01,8.97559
2020-08-02,8.14065
2020-08-03,17.614
2020-08-04,16.68272
2020-08-05,18.62556
2020-08-06,20.0867
2020-08-07,19.01091
2020-08-08,9.56968
2020-08-09,11.2235
2020-08-10,20.68079
2020-08-11,21.51573
2020-08-12,22.09377
2020-08-13,19.17148
2020-08-14,16.79511
2020-08-15,9.71419
2020-08-16,8.17276
2020-08-17,12.15478
2020-08-18,21.57996
2020-08-19,21.14643
2020-08-20,21.4515
2020-08-21,19.605
2020-08-22,10.37251
2020-08-23,9.45728
2020-08-24,21.29094
2020-08-25,18.99486
2020-08-26,16.71483
2020-08-27,17.64611
2020-08-28,18.1278
2020-08-29,10.83815
2020-08-30,9.84264
2020-08-31,21.06615
2020-09-01,22.22222
2020-09-02,20.05459
2020-09-03,21.72447
2020-09-04,20.98587
2020-09-05,11.36801
2020-09-06,9.28066
2020-09-07,18.56133
2020-09-08,19.10725
2020-09-09,22.88053
2020-09-10,18.88246
2020-09-11,17.96724
2020-09-12,9.50545
2020-09-13,8.17276
2020-09-14,18.68978
2020-09-15,20.11881
2020-09-16,22.28644
2020-09-17,20.9377
2020-09-18,25.1445
2020-09-19,11.2235
2020-09-20,9.28066
2020-09-21,23.49068
2020-09-22,24.34168
2020-09-23,20.53628
2020-09-24,24.2614
2020-09-25,19.63712
2020-09-26,9.97109
2020-09-27,8.70263
2020-09-28,17.614
2020-09-29,16.10468
2020-09-30,9.56968
2020-10-01,10.78998
2020-10-02,13.35902
2020-10-03,12.79704
2020-10-04,10.24405
2020-10-05,21.27488
2020-10-06,19.81374
2020-10-07,19.31599
2020-10-08,20.02247
2020-10-09,12.42774
2020-10-10,11.19139
2020-10-11,10.77392
2020-10-12,23.28195
2020-10-13,20.85741
2020-10-14,25.56197
2020-10-15,20.68079
2020-10-16,19.62106
2020-10-17,10.38856
2020-10-18,8.71868
2020-10-19,18.91457
2020-10-20,20.24727
2020-10-21,25.6262
2020-10-22,22.57546
2020-10-23,20.24727
2020-10-24,10.75786
2020-10-25,11.31984
2020-10-26,21.29094
2020-10-27,21.38728
2020-10-28,20.5684
2020-10-29,21.00192
2020-10-30,20.5684
2020-10-31,10.95054
2020-11-01,9.81053
2020-11-02,20.31149
2020-11-03,21.16249
2020-11-04,31.19781
2020-11-05,31.21387
2020-11-06,28.0989
2020-11-07,12.20295
2020-11-08,13.00578
2020-11-09,31.64739
2020-11-10,31.84007
2020-11-11,27.03917
2020-11-12,24.6307
2020-11-13,21.8208
2020-11-14,11.52858
2020-11-15,10.58124
2020-11-16,28.45215
2020-11-17,25.08028
2020-11-18,26.28452
2020-11-19,27.89017
2020-11-20,23.65125
2020-11-21,12.62042
2020-11-22,12.25112
2020-11-23,25.52986
2020-11-24,26.49325
2020-11-25,30.12202
2020-11-26,28.27552
2020-11-27,28.2113
2020-11-28,15.91201
2020-11-29,13.63198
2020-11-30,26.83044
2020-12-01,25.09633
2020-12-02,25.75465
2020-12-03,33.67052
2020-12-04,37.49197
2020-12-05,19.26782
2020-12-06,14.86833
2020-12-07,36.25561
2020-12-08,32.80346
2020-12-09,31.69556
2020-12-10,27.52087
2020-12-11,28.61271
2020-12-12,15.25369
2020-12-13,14.04945
2020-12-14,30.66795
2020-12-15,29.25497
2020-12-16,26.07578
2020-12-17,24.10083
2020-12-18,27.28002
2020-12-19,15.20552
2020-12-20,14.78805
2020-12-21,32.96403
2020-12-22,30.18625
2020-12-23,27.82594
2020-12-24,25.03211
2020-12-25,14.90044
2020-12-26,13.08606
2020-12-27,14.12973
2020-12-28,25.73859
2020-12-29,27.92228
2020-12-30,29.72061
2020-12-31,23.74759
2021-01-01,14.77199
2021-01-02,12.60436
2021-01-03,13.26268
2021-01-04,31.535
2021-01-05,29.67244
2021-01-06,28.96596
2021-01-07,27.842
2021-01-08,31.98458
2021-01-09,17.35709
2021-01-10,13.27874
2021-01-11,28.99807
2021-01-12,29.5761
2021-01-13,26.3648
2021-01-14,25.59409
2021-01-15,22.86448
2021-01-16,12.92549
2021-01-17,11.30378
2021-01-18,24.79126
2021-01-19,25.48169
2021-01-20,22.65574
2021-01-21,22.84842
2021-01-22,21.1946
2021-01-23,12.04238
2021-01-24,9.55362
2021-01-25,22.70391
2021-01-26,21.38728
2021-01-27,20.42389
2021-01-28,27.26396
2021-01-29,24.42196
2021-01-30,12.58831
2021-01-31,9.97109
2021-02-01,23.53885
2021-02-02,22.15799
2021-02-03,20.43994
2021-02-04,19.58895
2021-02-05,22.35067
2021-02-06,11.09505
2021-02-07,8.49389
2021-02-08,19.50867
2021-02-09,18.89852
2021-02-10,18.81824
2021-02-11,10.91843
2021-02-12,10.87026
2021-02-13,9.93898
2021-02-14,8.31727
2021-02-15,19.63712
2021-02-16,19.7174
2021-02-17,19.36416
2021-02-18,19.70134
2021-02-19,16.73089
