date,실손의료보험
2020-09-08,9.34699
2020-09-09,10.6274
2020-09-10,12.48399
2020-09-11,10.17925
2020-09-12,4.67349
2020-09-13,5.24967
2020-09-14,13.63636
2020-09-15,12.35595
2020-09-16,10.75544
2020-09-17,11.07554
2020-09-18,7.29833
2020-09-19,5.18565
2020-09-20,4.16133
2020-09-21,11.2676
2020-09-22,12.41997
2020-09-23,13.12419
2020-09-24,11.65172
2020-09-25,9.28297
2020-09-26,4.48143
2020-09-27,4.60947
2020-09-28,9.47503
2020-09-29,8.51472
2020-09-30,3.58514
2020-10-01,3.32906
2020-10-02,4.09731
2020-10-03,4.48143
2020-10-04,4.67349
2020-10-05,13.50832
2020-10-06,11.5877
2020-10-07,12.16389
2020-10-08,10.9475
2020-10-09,5.76184
2020-10-10,6.46606
2020-10-11,4.09731
2020-10-12,16.2612
2020-10-13,16.45326
2020-10-14,15.9411
2020-10-15,12.03585
2020-10-16,11.2676
2020-10-17,4.48143
2020-10-18,5.6338
2020-10-19,12.41997
2020-10-20,12.67605
2020-10-21,13.06017
2020-10-22,11.97183
2020-10-23,8.64276
2020-10-24,3.4571
2020-10-25,2.8169
2020-10-26,7.49039
2020-10-27,16.5813
2020-10-28,16.13316
2020-10-29,12.41997
2020-10-30,10.17925
2020-10-31,4.09731
2020-11-01,5.6338
2020-11-02,18.758
2020-11-03,14.14852
2020-11-04,10.88348
2020-11-05,13.63636
2020-11-06,11.52368
2020-11-07,4.09731
2020-11-08,6.59411
2020-11-09,13.38028
2020-11-10,14.46862
2020-11-11,11.97183
2020-11-12,17.86171
2020-11-13,11.33162
2020-11-14,4.92957
2020-11-15,4.92957
2020-11-16,9.85915
2020-11-17,10.24327
2020-11-18,10.43533
2020-11-19,11.52368
2020-11-20,7.87451
2020-11-21,5.9539
2020-11-22,8.06658
2020-11-23,12.29193
2020-11-24,12.61203
2020-11-25,12.86811
2020-11-26,10.05121
2020-11-27,8.70678
2020-11-28,5.24967
2020-11-29,5.69782
2020-11-30,12.99615
2020-12-01,16.5813
2020-12-02,13.7644
2020-12-03,11.33162
2020-12-04,9.98719
2020-12-05,6.40204
2020-12-06,8.32266
2020-12-07,15.30089
2020-12-08,16.96542
2020-12-09,27.65685
2020-12-10,27.91293
2020-12-11,13.38028
2020-12-12,8.25864
2020-12-13,10.37131
2020-12-14,16.5813
2020-12-15,16.77336
2020-12-16,16.9014
2020-12-17,16.19718
2020-12-18,12.22791
2020-12-19,5.18565
2020-12-20,6.01792
2020-12-21,11.65172
2020-12-22,13.06017
2020-12-23,15.9411
2020-12-24,13.95646
2020-12-25,5.24967
2020-12-26,4.92957
2020-12-27,6.65813
2020-12-28,17.28553
2020-12-29,15.55697
2020-12-30,14.46862
2020-12-31,13.12419
2021-01-01,4.41741
2021-01-02,6.01792
2021-01-03,4.22535
2021-01-04,10.69142
2021-01-05,11.90781
2021-01-06,10.69142
2021-01-07,8.1306
2021-01-08,8.70678
2021-01-09,4.22535
2021-01-10,5.05761
2021-01-11,11.90781
2021-01-12,15.55697
2021-01-13,15.30089
2021-01-14,14.59667
2021-01-15,31.37003
2021-01-16,8.19462
2021-01-17,8.32266
2021-01-18,20.23047
2021-01-19,24.45582
2021-01-20,22.15108
2021-01-21,22.98335
2021-01-22,14.46862
2021-01-23,7.36235
2021-01-24,7.42637
2021-01-25,18.4379
2021-01-26,18.82202
2021-01-27,16.64532
2021-01-28,14.85275
2021-01-29,11.84379
2021-01-30,6.46606
2021-01-31,3.84122
2021-02-01,10.37131
2021-02-02,11.65172
2021-02-03,12.86811
2021-02-04,14.59667
2021-02-05,13.12419
2021-02-06,5.3137
2021-02-07,5.18565
2021-02-08,14.78873
2021-02-09,13.18822
2021-02-10,11.13956
2021-02-11,5.12163
2021-02-12,5.3137
2021-02-13,5.82586
2021-02-14,6.85019
2021-02-15,16.77336
2021-02-16,18.50192
2021-02-17,15.9411
2021-02-18,20.61459
2021-02-19,23.23943
2021-02-20,10.9475
2021-02-21,7.36235
2021-02-22,16.64532
2021-02-23,27.78489
2021-02-24,22.98335
2021-02-25,22.53521
2021-02-26,18.758
2021-02-27,9.41101
2021-02-28,9.73111
2021-03-01,10.88348
2021-03-02,16.38924
2021-03-03,15.87708
2021-03-04,13.89244
2021-03-05,11.5877
2021-03-06,8.25864
2021-03-07,5.88988
2021-03-08,18.18181
2021-03-09,17.28553
2021-03-10,15.10883
2021-03-11,24.58386
2021-03-12,16.83738
2021-03-13,11.84379
2021-03-14,7.93854
2021-03-15,16.77336
2021-03-16,15.62099
2021-03-17,13.70038
2021-03-18,13.31626
2021-03-19,12.22791
2021-03-20,8.19462
2021-03-21,7.04225
2021-03-22,14.85275
2021-03-23,14.53265
2021-03-24,12.41997
2021-03-25,11.2676
2021-03-26,9.85915
2021-03-27,6.20998
2021-03-28,6.14596
2021-03-29,14.72471
2021-03-30,12.61203
2021-03-31,10.49935
2021-04-01,9.15492
2021-04-02,8.64276
2021-04-03,4.73751
2021-04-04,5.18565
2021-04-05,9.85915
2021-04-06,8.7708
2021-04-07,8.32266
2021-04-08,9.34699
2021-04-09,9.28297
2021-04-10,3.90524
2021-04-11,3.26504
2021-04-12,11.52368
2021-04-13,11.13956
2021-04-14,9.21895
2021-04-15,8.89884
2021-04-16,7.68245
2021-04-17,3.39308
2021-04-18,3.58514
2021-04-19,10.81946
2021-04-20,12.99615
2021-04-21,10.24327
2021-04-22,8.70678
2021-04-23,8.51472
2021-04-24,3.71318
2021-04-25,5.76184
2021-04-26,11.5877
2021-04-27,11.71574
2021-04-28,10.43533
2021-04-29,11.90781
2021-04-30,12.74007
2021-05-01,5.3137
2021-05-02,5.9539
2021-05-03,10.05121
2021-05-04,11.45966
2021-05-05,5.56978
2021-05-06,20.29449
2021-05-07,16.32522
2021-05-08,6.20998
2021-05-09,4.73751
2021-05-10,12.35595
2021-05-11,14.21254
2021-05-12,10.69142
2021-05-13,11.90781
2021-05-14,10.24327
2021-05-15,4.28937
2021-05-16,5.44174
2021-05-17,12.22791
2021-05-18,13.95646
2021-05-19,5.50576
2021-05-20,13.06017
2021-05-21,11.20358
2021-05-22,5.18565
2021-05-23,5.9539
2021-05-24,14.0845
2021-05-25,14.85275
2021-05-26,13.70038
2021-05-27,23.11139
2021-05-28,12.48399
2021-05-29,6.53008
2021-05-30,5.88988
2021-05-31,19.01408
2021-06-01,12.61203
2021-06-02,15.10883
2021-06-03,13.31626
2021-06-04,13.18822
2021-06-05,5.24967
2021-06-06,6.72215
2021-06-07,16.51728
2021-06-08,15.68501
2021-06-09,15.49295
2021-06-10,16.19718
2021-06-11,17.22151
2021-06-12,5.9539
2021-06-13,8.51472
2021-06-14,15.23687
2021-06-15,16.64532
2021-06-16,14.14852
2021-06-17,16.19718
2021-06-18,13.89244
2021-06-19,8.19462
2021-06-20,43.59795
2021-06-21,44.23815
2021-06-22,28.55313
2021-06-23,29.32138
2021-06-24,21.51088
2021-06-25,24.19974
2021-06-26,10.30729
2021-06-27,12.03585
2021-06-28,31.43405
2021-06-29,57.74647
2021-06-30,100.0
2021-07-01,18.11779
2021-07-02,9.92317
2021-07-03,4.67349
2021-07-04,4.80153
2021-07-05,12.29193
2021-07-06,10.56338
2021-07-07,9.73111
2021-07-08,8.1306
2021-07-09,7.29833
2021-07-10,4.99359
2021-07-11,3.58514
2021-07-12,9.53905
2021-07-13,8.57874
2021-07-14,10.81946
2021-07-15,9.85915
2021-07-16,8.57874
2021-07-17,3.20102
2021-07-18,3.20102
2021-07-19,10.17925
2021-07-20,9.85915
2021-07-21,10.17925
2021-07-22,6.85019
2021-07-23,7.04225
2021-07-24,4.48143
2021-07-25,2.8169
2021-07-26,6.46606
2021-07-27,6.78617
2021-07-28,6.53008
2021-07-29,6.01792
2021-07-30,6.33802
2021-07-31,3.07298
2021-08-01,3.39308
2021-08-02,6.59411
2021-08-03,7.55441
2021-08-04,6.14596
2021-08-05,6.97823
2021-08-06,5.05761
2021-08-07,3.137
2021-08-08,2.8169
2021-08-09,7.23431
2021-08-10,6.20998
2021-08-11,8.06658
2021-08-12,7.23431
2021-08-13,5.6338
2021-08-14,3.26504
2021-08-15,2.8169
2021-08-16,4.03329
2021-08-17,5.76184
2021-08-18,6.53008
2021-08-19,7.17029
2021-08-20,5.05761
2021-08-21,3.84122
2021-08-22,3.58514
2021-08-23,6.33802
2021-08-24,7.29833
2021-08-25,11.20358
2021-08-26,6.97823
2021-08-27,7.55441
2021-08-28,4.28937
2021-08-29,3.00896
2021-08-30,8.32266
2021-08-31,8.64276
2021-09-01,6.53008
2021-09-02,8.64276
2021-09-03,6.40204
2021-09-04,3.96927
2021-09-05,3.7772
2021-09-06,7.68245
2021-09-07,8.57874
2021-09-08,7.04225
2021-09-09,6.97823
2021-09-10,5.44174
2021-09-11,3.90524
2021-09-12,2.94494
2021-09-13,7.81049
2021-09-14,8.83482
2021-09-15,7.23431
2021-09-16,4.54545
2021-09-17,6.01792
2021-09-18,2.62483
2021-09-19,2.88092
2021-09-20,2.43277
2021-09-21,2.62483
2021-09-22,3.7772
2021-09-23,9.02688
2021-09-24,8.06658
2021-09-25,3.90524
2021-09-26,3.58514
2021-09-27,7.87451
2021-09-28,6.85019
2021-09-29,6.91421
2021-09-30,7.68245
2021-10-01,7.10627
2021-10-02,3.58514
2021-10-03,2.8169
2021-10-04,5.76184
2021-10-05,12.41997
2021-10-06,10.49935
2021-10-07,10.37131
2021-10-08,7.36235
2021-10-09,3.26504
2021-10-10,2.75288
2021-10-11,5.24967
2021-10-12,9.85915
2021-10-13,8.25864
2021-10-14,10.11523
2021-10-15,6.65813
2021-10-16,3.39308
2021-10-17,2.88092
2021-10-18,7.81049
2021-10-19,8.32266
2021-10-20,7.23431
2021-10-21,8.25864
2021-10-22,7.29833
2021-10-23,3.96927
2021-10-24,3.96927
2021-10-25,10.43533
2021-10-26,9.21895
2021-10-27,7.81049
2021-10-28,8.96286
2021-10-29,7.10627
2021-10-30,3.00896
2021-10-31,3.84122
2021-11-01,8.25864
2021-11-02,7.74647
2021-11-03,6.91421
2021-11-04,9.0909
2021-11-05,5.88988
2021-11-06,5.82586
2021-11-07,4.03329
2021-11-08,7.68245
2021-11-09,11.33162
2021-11-10,7.55441
2021-11-11,7.55441
2021-11-12,7.29833
2021-11-13,4.28937
2021-11-14,4.54545
2021-11-15,8.06658
2021-11-16,9.0909
2021-11-17,7.93854
2021-11-18,8.32266
2021-11-19,6.78617
2021-11-20,5.12163
2021-11-21,5.18565
2021-11-22,8.96286
2021-11-23,7.55441
2021-11-24,9.0909
2021-11-25,8.25864
2021-11-26,6.46606
2021-11-27,3.96927
2021-11-28,4.41741
2021-11-29,8.64276
2021-11-30,7.49039
2021-12-01,7.42637
2021-12-02,9.28297
2021-12-03,6.33802
2021-12-04,5.69782
2021-12-05,4.60947
2021-12-06,9.47503
2021-12-07,9.34699
2021-12-08,8.00256
2021-12-09,8.51472
2021-12-10,9.47503
2021-12-11,5.05761
2021-12-12,3.7772
2021-12-13,9.0909
2021-12-14,15.23687
2021-12-15,12.09987
2021-12-16,13.82842
2021-12-17,9.53905
2021-12-18,5.05761
2021-12-19,5.56978
2021-12-20,14.4046
2021-12-21,10.81946
2021-12-22,11.45966
2021-12-23,10.17925
2021-12-24,10.37131
2021-12-25,6.40204
2021-12-26,9.0909
2021-12-27,19.20614
2021-12-28,18.11779
2021-12-29,19.01408
2021-12-30,15.23687
2021-12-31,16.2612
2022-01-01,9.92317
2022-01-02,9.21895
2022-01-03,15.36491
2022-01-04,15.81306
2022-01-05,14.34058
2022-01-06,12.48399
2022-01-07,13.06017
2022-01-08,8.64276
2022-01-09,6.91421
2022-01-10,18.37387
2022-01-11,15.42893
2022-01-12,12.22791
2022-01-13,11.45966
2022-01-14,9.73111
2022-01-15,9.21895
2022-01-16,7.17029
2022-01-17,23.81562
2022-01-18,23.17541
2022-01-19,23.7516
2022-01-20,23.55953
2022-01-21,20.42253
2022-01-22,9.0909
2022-01-23,7.10627
2022-01-24,23.55953
2022-01-25,22.34314
2022-01-26,18.95006
2022-01-27,13.57234
2022-01-28,10.43533
2022-01-29,6.274
2022-01-30,3.20102
2022-01-31,4.60947
2022-02-01,4.80153
2022-02-02,5.88988
2022-02-03,16.00512
2022-02-04,12.29193
2022-02-05,5.44174
2022-02-06,5.6338
2022-02-07,13.31626
2022-02-08,12.41997
2022-02-09,12.67605
2022-02-10,11.33162
2022-02-11,10.9475
2022-02-12,4.09731
2022-02-13,4.54545
2022-02-14,10.56338
2022-02-15,9.98719
2022-02-16,9.0909
2022-02-17,9.60307
2022-02-18,7.68245
2022-02-19,4.99359
2022-02-20,5.05761
2022-02-21,9.85915
2022-02-22,9.02688
2022-02-23,9.47503
2022-02-24,10.05121
2022-02-25,8.06658
2022-02-26,5.44174
2022-02-27,3.00896
2022-02-28,8.06658
2022-03-01,4.35339
2022-03-02,7.29833
2022-03-03,7.74647
2022-03-04,8.4507
2022-03-05,3.84122
2022-03-06,2.8169
2022-03-07,7.49039
2022-03-08,7.55441
2022-03-09,2.75288
2022-03-10,9.66709
2022-03-11,6.53008
2022-03-12,4.60947
2022-03-13,4.73751
2022-03-14,7.74647
2022-03-15,10.88348
2022-03-16,9.41101
2022-03-17,8.51472
2022-03-18,5.88988
2022-03-19,5.76184
2022-03-20,4.54545
2022-03-21,6.14596
2022-03-22,8.32266
2022-03-23,8.7708
2022-03-24,8.00256
2022-03-25,7.81049
2022-03-26,4.86555
2022-03-27,6.14596
2022-03-28,7.61843
2022-03-29,7.23431
2022-03-30,8.25864
2022-03-31,7.81049
2022-04-01,7.42637
2022-04-02,4.73751
2022-04-03,4.28937
2022-04-04,6.72215
2022-04-05,7.49039
2022-04-06,6.274
2022-04-07,6.91421
2022-04-08,6.40204
2022-04-09,3.137
2022-04-10,3.137
2022-04-11,6.97823
2022-04-12,8.4507
2022-04-13,8.96286
2022-04-14,8.19462
2022-04-15,7.42637
2022-04-16,5.18565
2022-04-17,3.26504
2022-04-18,7.74647
2022-04-19,7.87451
2022-04-20,9.15492
2022-04-21,8.70678
2022-04-22,8.64276
2022-04-23,8.06658
2022-04-24,8.4507
2022-04-25,7.04225
2022-04-26,7.87451
2022-04-27,7.36235
2022-04-28,6.97823
2022-04-29,4.35339
2022-04-30,3.26504
2022-05-01,2.17669
2022-05-02,5.56978
2022-05-03,5.3137
2022-05-04,5.24967
2022-05-05,2.56081
2022-05-06,4.48143
2022-05-07,2.43277
2022-05-08,2.49679
2022-05-09,6.14596
2022-05-10,7.81049
2022-05-11,13.95646
2022-05-12,10.05121
2022-05-13,10.69142
2022-05-14,6.46606
2022-05-15,7.68245
2022-05-16,6.46606
2022-05-17,8.38668
2022-05-18,10.37131
2022-05-19,8.70678
2022-05-20,6.91421
2022-05-21,5.18565
2022-05-22,5.50576
2022-05-23,8.4507
2022-05-24,10.49935
2022-05-25,8.25864
2022-05-26,6.85019
2022-05-27,6.274
2022-05-28,2.88092
2022-05-29,4.73751
2022-05-30,11.33162
2022-05-31,8.70678
2022-06-01,4.09731
2022-06-02,6.40204
2022-06-03,6.14596
2022-06-04,5.37772
2022-06-05,3.96927
2022-06-06,4.60947
2022-06-07,7.74647
2022-06-08,7.10627
2022-06-09,5.50576
2022-06-10,5.05761
2022-06-11,3.20102
2022-06-12,4.16133
2022-06-13,8.96286
2022-06-14,6.97823
2022-06-15,5.37772
2022-06-16,8.1306
2022-06-17,6.14596
2022-06-18,3.84122
2022-06-19,4.22535
2022-06-20,7.17029
2022-06-21,8.96286
2022-06-22,8.51472
2022-06-23,6.33802
2022-06-24,6.01792
2022-06-25,3.84122
2022-06-26,3.26504
2022-06-27,7.10627
2022-06-28,8.64276
2022-06-29,7.61843
2022-06-30,6.85019
2022-07-01,4.35339
2022-07-02,3.00896
2022-07-03,2.56081
2022-07-04,5.76184
2022-07-05,5.6338
2022-07-06,8.57874
2022-07-07,7.29833
2022-07-08,6.20998
2022-07-09,4.48143
2022-07-10,3.39308
2022-07-11,7.36235
2022-07-12,7.61843
2022-07-13,6.01792
2022-07-14,5.9539
2022-07-15,5.9539
2022-07-16,1.98463
2022-07-17,3.00896
2022-07-18,7.10627
2022-07-19,6.65813
2022-07-20,6.274
2022-07-21,6.65813
2022-07-22,7.04225
2022-07-23,3.00896
2022-07-24,3.137
2022-07-25,6.78617
2022-07-26,6.46606
2022-07-27,7.10627
2022-07-28,6.97823
2022-07-29,5.37772
2022-07-30,3.52112
2022-07-31,3.26504
2022-08-01,7.10627
2022-08-02,8.51472
2022-08-03,6.274
2022-08-04,7.55441
2022-08-05,7.74647
2022-08-06,4.73751
2022-08-07,2.94494
2022-08-08,6.46606
2022-08-09,6.53008
2022-08-10,7.36235
2022-08-11,7.93854
2022-08-12,6.14596
2022-08-13,3.84122
2022-08-14,3.26504
2022-08-15,3.4571
2022-08-16,7.87451
2022-08-17,6.78617
2022-08-18,9.15492
2022-08-19,6.85019
2022-08-20,2.94494
2022-08-21,4.22535
2022-08-22,8.38668
2022-08-23,11.13956
2022-08-24,12.67605
2022-08-25,8.89884
2022-08-26,9.34699
2022-08-27,3.96927
2022-08-28,5.12163
2022-08-29,9.47503
2022-08-30,8.1306
2022-08-31,8.1306
2022-09-01,8.00256
2022-09-02,7.81049
2022-09-03,5.05761
2022-09-04,5.24967
2022-09-05,8.51472
2022-09-06,10.43533
2022-09-07,7.61843
2022-09-08,5.76184
2022-09-09,1.98463
2022-09-10,2.56081
2022-09-11,1.66453
2022-09-12,3.137
2022-09-13,6.85019
2022-09-14,9.66709
2022-09-15,8.57874
2022-09-16,8.1306
2022-09-17,3.90524
2022-09-18,3.64916
2022-09-19,8.25864
2022-09-20,8.64276
2022-09-21,6.20998
2022-09-22,7.10627
2022-09-23,5.82586
2022-09-24,2.68886
2022-09-25,3.07298
2022-09-26,8.06658
2022-09-27,8.1306
2022-09-28,6.59411
2022-09-29,9.66709
2022-09-30,6.33802
2022-10-01,4.54545
2022-10-02,3.00896
2022-10-03,5.69782
2022-10-04,10.43533
2022-10-05,8.57874
2022-10-06,8.57874
2022-10-07,12.03585
2022-10-08,4.73751
2022-10-09,4.73751
2022-10-10,4.60947
2022-10-11,11.65172
2022-10-12,10.43533
2022-10-13,11.52368
2022-10-14,9.0909
2022-10-15,5.3137
2022-10-16,5.12163
2022-10-17,10.17925
2022-10-18,11.13956
2022-10-19,9.41101
2022-10-20,11.13956
2022-10-21,9.66709
2022-10-22,7.36235
2022-10-23,5.44174
2022-10-24,12.80409
2022-10-25,11.2676
2022-10-26,10.24327
2022-10-27,10.49935
2022-10-28,8.83482
2022-10-29,5.6338
2022-10-30,5.3137
2022-10-31,9.85915
2022-11-01,11.84379
2022-11-02,12.61203
2022-11-03,9.98719
2022-11-04,8.19462
2022-11-05,5.18565
2022-11-06,6.40204
2022-11-07,10.17925
2022-11-08,8.64276
2022-11-09,10.43533
2022-11-10,9.34699
2022-11-11,9.92317
2022-11-12,4.09731
2022-11-13,4.60947
2022-11-14,9.15492
2022-11-15,11.33162
2022-11-16,11.45966
2022-11-17,8.32266
2022-11-18,9.02688
2022-11-19,4.41741
2022-11-20,5.82586
2022-11-21,10.49935
2022-11-22,11.13956
2022-11-23,9.73111
2022-11-24,7.23431
2022-11-25,9.0909
2022-11-26,4.16133
2022-11-27,4.92957
2022-11-28,10.56338
2022-11-29,12.61203
2022-11-30,11.77976
2022-12-01,9.02688
2022-12-02,10.56338
2022-12-03,6.46606
2022-12-04,7.49039
2022-12-05,11.20358
2022-12-06,11.01152
2022-12-07,10.81946
2022-12-08,9.60307
2022-12-09,10.75544
2022-12-10,7.74647
2022-12-11,6.08194
2022-12-12,11.39564
2022-12-13,12.41997
2022-12-14,12.16389
2022-12-15,12.54801
2022-12-16,9.53905
2022-12-17,4.09731
2022-12-18,7.17029
2022-12-19,13.12419
2022-12-20,14.0845
2022-12-21,19.20614
2022-12-22,19.84635
2022-12-23,12.16389
2022-12-24,5.9539
2022-12-25,6.01792
2022-12-26,12.61203
2022-12-27,14.34058
2022-12-28,13.38028
2022-12-29,13.12419
2022-12-30,11.2676
2022-12-31,6.08194
2023-01-01,3.71318
2023-01-02,10.69142
2023-01-03,9.73111
2023-01-04,11.07554
2023-01-05,7.81049
2023-01-06,8.38668
2023-01-07,3.96927
2023-01-08,5.3137
2023-01-09,9.66709
2023-01-10,11.5877
2023-01-11,11.39564
2023-01-12,8.32266
2023-01-13,11.01152
2023-01-14,5.3137
2023-01-15,7.23431
2023-01-16,21.2548
2023-01-17,24.45582
2023-01-18,19.46222
2023-01-19,19.0781
2023-01-20,15.81306
2023-01-21,5.76184
2023-01-22,5.9539
2023-01-23,7.29833
2023-01-24,8.4507
2023-01-25,26.05633
2023-01-26,22.40717
2023-01-27,16.32522
2023-01-28,8.32266
2023-01-29,7.61843
2023-01-30,19.97439
2023-01-31,16.19718
2023-02-01,15.49295
2023-02-02,15.81306
2023-02-03,13.18822
2023-02-04,7.17029
2023-02-05,5.05761
2023-02-06,13.25224
2023-02-07,16.19718
2023-02-08,15.74903
2023-02-09,15.10883
2023-02-10,11.77976
2023-02-11,7.23431
2023-02-12,6.46606
2023-02-13,13.63636
2023-02-14,12.99615
2023-02-15,11.77976
2023-02-16,13.12419
2023-02-17,11.71574
2023-02-18,6.46606
2023-02-19,6.01792
2023-02-20,11.65172
2023-02-21,13.38028
2023-02-22,11.84379
2023-02-23,14.66069
2023-02-24,10.24327
2023-02-25,6.08194
2023-02-26,3.7772
2023-02-27,11.71574
2023-02-28,9.34699
2023-03-01,5.88988
2023-03-02,8.83482
2023-03-03,9.0909
2023-03-04,5.9539
2023-03-05,5.50576
2023-03-06,9.66709
2023-03-07,10.88348
2023-03-08,10.69142
2023-03-09,7.68245
2023-03-10,7.17029
2023-03-11,3.96927
2023-03-12,3.52112
2023-03-13,9.34699
2023-03-14,10.75544
2023-03-15,11.77976
2023-03-16,9.60307
2023-03-17,7.68245
2023-03-18,3.58514
2023-03-19,5.05761
2023-03-20,8.70678
2023-03-21,12.03585
2023-03-22,12.22791
2023-03-23,9.79513
2023-03-24,9.15492
2023-03-25,4.92957
2023-03-26,2.68886
2023-03-27,8.25864
2023-03-28,7.23431
2023-03-29,7.93854
2023-03-30,6.97823
2023-03-31,7.42637
2023-04-01,2.88092
2023-04-02,3.00896
2023-04-03,7.93854
2023-04-04,6.85019
2023-04-05,7.36235
2023-04-06,7.17029
2023-04-07,7.17029
2023-04-08,4.22535
2023-04-09,2.8169
2023-04-10,8.1306
2023-04-11,9.02688
2023-04-12,8.89884
2023-04-13,11.45966
2023-04-14,6.72215
2023-04-15,3.52112
2023-04-16,4.48143
2023-04-17,8.19462
2023-04-18,8.83482
2023-04-19,10.49935
2023-04-20,9.60307
2023-04-21,9.73111
2023-04-22,4.99359
2023-04-23,4.09731
2023-04-24,11.71574
2023-04-25,10.11523
2023-04-26,9.34699
2023-04-27,5.76184
2023-04-28,8.1306
2023-04-29,4.54545
2023-04-30,3.00896
2023-05-01,5.82586
2023-05-02,8.00256
2023-05-03,9.28297
2023-05-04,8.38668
2023-05-05,3.32906
2023-05-06,5.76184
2023-05-07,3.20102
2023-05-08,9.60307
2023-05-09,8.64276
2023-05-10,11.01152
2023-05-11,9.53905
2023-05-12,9.60307
2023-05-13,3.71318
2023-05-14,5.24967
2023-05-15,11.07554
2023-05-16,14.02048
2023-05-17,9.41101
2023-05-18,8.89884
2023-05-19,8.06658
2023-05-20,3.90524
2023-05-21,5.69782
2023-05-22,8.89884
2023-05-23,11.07554
2023-05-24,9.73111
2023-05-25,9.47503
2023-05-26,7.49039
2023-05-27,4.09731
2023-05-28,4.92957
2023-05-29,6.274
