date,배당금지급일
2020-06-25,0.8943
2020-06-26,1.42276
2020-06-27,0.813
2020-06-28,0.36585
2020-06-29,1.05691
2020-06-30,1.17886
2020-07-01,0.93495
2020-07-02,0.8943
2020-07-03,1.21951
2020-07-04,0.28455
2020-07-05,0.44715
2020-07-06,1.30081
2020-07-07,0.9756
2020-07-08,0.7317
2020-07-09,0.85365
2020-07-10,1.01626
2020-07-11,0.4065
2020-07-12,0.2439
2020-07-13,1.09756
2020-07-14,0.69105
2020-07-15,1.34146
2020-07-16,1.05691
2020-07-17,0.8943
2020-07-18,0.5691
2020-07-19,0.813
2020-07-20,1.17886
2020-07-21,1.66666
2020-07-22,1.50406
2020-07-23,2.31707
2020-07-24,1.13821
2020-07-25,0.93495
2020-07-26,0.813
2020-07-27,1.82926
2020-07-28,1.70731
2020-07-29,2.27642
2020-07-30,2.11382
2020-07-31,1.50406
2020-08-01,1.13821
2020-08-02,1.34146
2020-08-03,1.42276
2020-08-04,2.43902
2020-08-05,2.64227
2020-08-06,2.72357
2020-08-07,2.52032
2020-08-08,1.42276
2020-08-09,1.54471
2020-08-10,2.47967
2020-08-11,2.64227
2020-08-12,2.64227
2020-08-13,4.10569
2020-08-14,3.61788
2020-08-15,1.38211
2020-08-16,1.05691
2020-08-17,1.34146
2020-08-18,3.53658
2020-08-19,3.41463
2020-08-20,2.80487
2020-08-21,1.42276
2020-08-22,0.4878
2020-08-23,0.85365
2020-08-24,2.15447
2020-08-25,2.03252
2020-08-26,2.43902
2020-08-27,2.27642
2020-08-28,2.27642
2020-08-29,1.42276
2020-08-30,1.38211
2020-08-31,1.62601
2020-09-01,2.52032
2020-09-02,3.00813
2020-09-03,2.31707
2020-09-04,2.15447
2020-09-05,1.34146
2020-09-06,1.58536
2020-09-07,2.80487
2020-09-08,2.64227
2020-09-09,2.68292
2020-09-10,3.17073
2020-09-11,2.76422
2020-09-12,1.42276
2020-09-13,1.78861
2020-09-14,3.65853
2020-09-15,3.65853
2020-09-16,2.76422
2020-09-17,2.31707
2020-09-18,2.15447
2020-09-19,0.85365
2020-09-20,1.13821
2020-09-21,2.07317
2020-09-22,2.88617
2020-09-23,2.76422
2020-09-24,2.92682
2020-09-25,2.15447
2020-09-26,0.77235
2020-09-27,1.09756
2020-09-28,1.95121
2020-09-29,2.11382
2020-09-30,1.09756
2020-10-01,0.8943
2020-10-02,0.6504
2020-10-03,0.5691
2020-10-04,0.85365
2020-10-05,2.52032
2020-10-06,3.13008
2020-10-07,3.73983
2020-10-08,2.43902
2020-10-09,1.21951
2020-10-10,1.21951
2020-10-11,1.46341
2020-10-12,2.76422
2020-10-13,2.80487
2020-10-14,2.56097
2020-10-15,2.96747
2020-10-16,1.46341
2020-10-17,1.09756
2020-10-18,0.85365
2020-10-19,2.11382
2020-10-20,1.86991
2020-10-21,1.78861
2020-10-22,2.43902
2020-10-23,3.08943
2020-10-24,0.52845
2020-10-25,0.813
2020-10-26,1.54471
2020-10-27,1.99186
2020-10-28,2.23577
2020-10-29,1.50406
2020-10-30,1.50406
2020-10-31,0.5691
2020-11-01,0.36585
2020-11-02,1.46341
2020-11-03,2.47967
2020-11-04,1.58536
2020-11-05,1.74796
2020-11-06,1.74796
2020-11-07,0.69105
2020-11-08,0.4878
2020-11-09,1.82926
2020-11-10,1.78861
2020-11-11,2.92682
2020-11-12,2.43902
2020-11-13,2.64227
2020-11-14,0.85365
2020-11-15,1.01626
2020-11-16,3.33333
2020-11-17,2.72357
2020-11-18,3.90243
2020-11-19,2.76422
2020-11-20,2.27642
2020-11-21,1.09756
2020-11-22,1.30081
2020-11-23,2.15447
2020-11-24,3.25203
2020-11-25,3.29268
2020-11-26,4.43089
2020-11-27,2.47967
2020-11-28,1.42276
2020-11-29,1.58536
2020-11-30,3.61788
2020-12-01,3.41463
2020-12-02,3.78048
2020-12-03,4.18699
2020-12-04,3.37398
2020-12-05,1.50406
2020-12-06,1.99186
2020-12-07,2.68292
2020-12-08,3.33333
2020-12-09,3.69918
2020-12-10,3.98373
2020-12-11,4.71544
2020-12-12,2.11382
2020-12-13,1.50406
2020-12-14,3.94308
2020-12-15,4.14634
2020-12-16,4.43089
2020-12-17,4.22764
2020-12-18,3.41463
2020-12-19,1.74796
2020-12-20,1.86991
2020-12-21,5.20325
2020-12-22,6.70731
2020-12-23,10.44715
2020-12-24,10.3252
2020-12-25,3.37398
2020-12-26,3.04878
2020-12-27,4.14634
2020-12-28,26.34146
2020-12-29,43.33333
2020-12-30,34.10569
2020-12-31,19.63414
2021-01-01,8.13008
2021-01-02,7.31707
2021-01-03,7.27642
2021-01-04,25.36585
2021-01-05,20.2439
2021-01-06,14.02439
2021-01-07,11.78861
2021-01-08,11.70731
2021-01-09,4.71544
2021-01-10,4.71544
2021-01-11,7.96747
2021-01-12,8.45528
2021-01-13,7.31707
2021-01-14,5.85365
2021-01-15,4.79674
2021-01-16,1.82926
2021-01-17,1.86991
2021-01-18,3.25203
2021-01-19,3.53658
2021-01-20,4.39024
2021-01-21,4.10569
2021-01-22,3.53658
2021-01-23,1.66666
2021-01-24,1.91056
2021-01-25,3.82113
2021-01-26,3.61788
2021-01-27,3.53658
2021-01-28,9.22764
2021-01-29,4.39024
2021-01-30,1.38211
2021-01-31,1.82926
2021-02-01,2.64227
2021-02-02,4.18699
2021-02-03,4.06504
2021-02-04,3.69918
2021-02-05,4.63414
2021-02-06,1.66666
2021-02-07,2.68292
2021-02-08,4.59349
2021-02-09,5.1626
2021-02-10,3.78048
2021-02-11,2.35772
2021-02-12,1.38211
2021-02-13,1.66666
2021-02-14,1.26016
2021-02-15,5.36585
2021-02-16,5.4878
2021-02-17,3.98373
2021-02-18,3.78048
2021-02-19,4.34959
2021-02-20,2.27642
2021-02-21,3.00813
2021-02-22,4.14634
2021-02-23,3.21138
2021-02-24,4.22764
2021-02-25,5.60975
2021-02-26,5.0813
2021-02-27,1.42276
2021-02-28,1.38211
2021-03-01,2.43902
2021-03-02,5.0
2021-03-03,5.93495
2021-03-04,5.0813
2021-03-05,4.87804
2021-03-06,1.82926
2021-03-07,1.21951
2021-03-08,5.4065
2021-03-09,4.71544
2021-03-10,4.39024
2021-03-11,6.26016
2021-03-12,5.28455
2021-03-13,2.03252
2021-03-14,2.19512
2021-03-15,6.70731
2021-03-16,7.07317
2021-03-17,6.82926
2021-03-18,6.09756
2021-03-19,4.79674
2021-03-20,2.43902
2021-03-21,1.70731
2021-03-22,5.9756
2021-03-23,5.4878
2021-03-24,5.0813
2021-03-25,6.30081
2021-03-26,7.72357
2021-03-27,3.29268
2021-03-28,3.21138
2021-03-29,8.86178
2021-03-30,10.4065
2021-03-31,9.14634
2021-04-01,11.05691
2021-04-02,10.04065
2021-04-03,3.37398
2021-04-04,4.87804
2021-04-05,11.62601
2021-04-06,13.04878
2021-04-07,9.83739
2021-04-08,9.26829
2021-04-09,9.95934
2021-04-10,2.43902
2021-04-11,2.43902
2021-04-12,8.86178
2021-04-13,9.22764
2021-04-14,10.0813
2021-04-15,9.10569
2021-04-16,16.30081
2021-04-17,3.78048
2021-04-18,2.47967
2021-04-19,7.15447
2021-04-20,7.76422
2021-04-21,7.11382
2021-04-22,5.9756
2021-04-23,7.19512
2021-04-24,1.74796
2021-04-25,2.03252
2021-04-26,3.17073
2021-04-27,4.59349
2021-04-28,3.37398
2021-04-29,2.64227
2021-04-30,2.03252
2021-05-01,1.05691
2021-05-02,0.4878
2021-05-03,2.39837
2021-05-04,1.78861
2021-05-05,1.13821
2021-05-06,1.34146
2021-05-07,1.78861
2021-05-08,0.69105
2021-05-09,0.813
2021-05-10,1.99186
2021-05-11,2.07317
2021-05-12,1.74796
2021-05-13,1.95121
2021-05-14,1.74796
2021-05-15,0.93495
2021-05-16,0.85365
2021-05-17,1.58536
2021-05-18,4.22764
2021-05-19,1.54471
2021-05-20,2.19512
2021-05-21,1.82926
2021-05-22,0.9756
2021-05-23,0.60975
2021-05-24,1.99186
2021-05-25,1.86991
2021-05-26,1.99186
2021-05-27,2.68292
2021-05-28,2.27642
2021-05-29,0.813
2021-05-30,1.26016
2021-05-31,2.35772
2021-06-01,1.34146
2021-06-02,2.23577
2021-06-03,2.23577
2021-06-04,1.78861
2021-06-05,1.01626
2021-06-06,0.69105
2021-06-07,1.05691
2021-06-08,1.74796
2021-06-09,1.78861
2021-06-10,1.50406
2021-06-11,1.38211
2021-06-12,0.4878
2021-06-13,0.2439
2021-06-14,1.62601
2021-06-15,1.62601
2021-06-16,1.66666
2021-06-17,1.86991
2021-06-18,1.86991
2021-06-19,1.01626
2021-06-20,0.52845
2021-06-21,1.26016
2021-06-22,1.62601
2021-06-23,1.50406
2021-06-24,1.91056
2021-06-25,2.39837
2021-06-26,0.44715
2021-06-27,0.77235
2021-06-28,2.23577
2021-06-29,1.82926
2021-06-30,2.07317
2021-07-01,1.74796
2021-07-02,1.21951
2021-07-03,0.20325
2021-07-04,0.3252
2021-07-05,1.38211
2021-07-06,1.54471
2021-07-07,0.44715
2021-07-08,1.01626
2021-07-09,0.85365
2021-07-10,0.20325
2021-07-11,0.20325
2021-07-12,0.85365
2021-07-13,1.09756
2021-07-14,0.6504
2021-07-15,0.77235
2021-07-16,1.05691
2021-07-17,0.20325
2021-07-19,1.21951
2021-07-20,0.813
2021-07-21,0.9756
2021-07-22,1.05691
2021-07-23,1.54471
2021-07-24,0.3252
2021-07-25,0.4878
2021-07-26,0.9756
2021-07-27,1.05691
2021-07-28,0.813
2021-07-29,0.85365
2021-07-30,1.70731
2021-07-31,0.5691
2021-08-01,0.9756
2021-08-02,1.34146
2021-08-03,1.82926
2021-08-04,2.15447
2021-08-05,2.19512
2021-08-06,2.15447
2021-08-07,0.6504
2021-08-08,0.69105
2021-08-09,1.30081
2021-08-10,2.23577
2021-08-11,2.43902
2021-08-12,2.15447
2021-08-13,1.09756
2021-08-14,0.5691
2021-08-15,0.20325
2021-08-16,0.4065
2021-08-17,1.91056
2021-08-18,3.57723
2021-08-19,1.99186
2021-08-20,1.74796
2021-08-21,0.69105
2021-08-22,0.60975
2021-08-23,1.17886
2021-08-24,1.30081
2021-08-25,1.17886
2021-08-26,1.54471
2021-08-27,1.30081
2021-08-28,0.5691
2021-08-29,0.4878
2021-08-30,0.85365
2021-08-31,0.9756
2021-09-01,1.50406
2021-09-02,1.91056
2021-09-03,1.58536
2021-09-04,0.4065
2021-09-05,0.60975
2021-09-06,1.26016
2021-09-07,1.54471
2021-09-08,1.38211
2021-09-09,0.8943
2021-09-10,1.62601
2021-09-11,0.5691
2021-09-13,1.42276
2021-09-14,1.95121
2021-09-15,1.26016
2021-09-16,1.42276
2021-09-17,1.34146
2021-09-18,0.8943
2021-09-19,0.44715
2021-09-20,0.69105
2021-09-21,0.6504
2021-09-22,0.52845
2021-09-23,1.86991
2021-09-24,2.15447
2021-09-25,0.52845
2021-09-26,0.44715
2021-09-27,1.78861
2021-09-28,2.27642
2021-09-29,2.56097
2021-09-30,1.78861
2021-10-01,1.78861
2021-10-02,0.5691
2021-10-03,0.7317
2021-10-04,0.813
2021-10-05,2.07317
2021-10-06,2.11382
2021-10-07,1.70731
2021-10-08,1.82926
2021-10-09,0.93495
2021-10-10,0.7317
2021-10-11,1.13821
2021-10-12,1.30081
2021-10-13,1.46341
2021-10-14,2.03252
2021-10-15,1.82926
2021-10-16,0.93495
2021-10-17,0.813
2021-10-18,1.86991
2021-10-19,1.58536
2021-10-20,1.74796
2021-10-21,2.19512
2021-10-22,2.11382
2021-10-23,0.7317
2021-10-24,0.77235
2021-10-25,2.15447
2021-10-26,2.52032
2021-10-27,2.03252
2021-10-28,2.27642
2021-10-29,1.70731
2021-10-30,0.6504
2021-10-31,0.8943
2021-11-01,1.70731
2021-11-02,2.43902
2021-11-03,2.15447
2021-11-04,2.76422
2021-11-05,2.72357
2021-11-06,1.17886
2021-11-07,0.60975
2021-11-08,2.27642
2021-11-09,2.56097
2021-11-10,2.03252
2021-11-11,1.74796
2021-11-12,2.43902
2021-11-13,0.93495
2021-11-14,0.77235
2021-11-15,3.37398
2021-11-16,2.88617
2021-11-17,5.813
2021-11-18,2.47967
2021-11-19,2.03252
2021-11-20,0.52845
2021-11-21,0.77235
2021-11-22,2.27642
2021-11-23,2.39837
2021-11-24,2.23577
2021-11-25,1.74796
2021-11-26,2.11382
2021-11-27,0.44715
2021-11-28,0.52845
2021-11-29,1.50406
2021-11-30,2.11382
2021-12-01,2.92682
2021-12-02,2.15447
2021-12-03,3.13008
2021-12-04,1.13821
2021-12-05,1.30081
2021-12-06,2.72357
2021-12-07,4.06504
2021-12-08,3.21138
2021-12-09,3.17073
2021-12-10,3.33333
2021-12-11,1.46341
2021-12-12,1.17886
2021-12-13,4.71544
2021-12-14,4.30894
2021-12-15,4.30894
2021-12-16,4.18699
2021-12-17,5.20325
2021-12-18,1.66666
2021-12-19,1.66666
2021-12-20,3.90243
2021-12-21,5.4065
2021-12-22,7.15447
2021-12-23,7.35772
2021-12-24,9.91869
2021-12-25,2.96747
2021-12-26,5.69105
2021-12-27,20.3252
2021-12-28,38.78048
2021-12-29,55.9756
2021-12-30,43.29268
2021-12-31,26.34146
2022-01-01,12.15447
2022-01-02,12.35772
2022-01-03,45.04065
2022-01-04,34.67479
2022-01-05,26.13821
2022-01-06,22.96747
2022-01-07,22.43902
2022-01-08,8.69918
2022-01-09,8.00813
2022-01-10,20.5691
2022-01-11,19.51219
2022-01-12,18.65853
2022-01-13,17.72357
2022-01-14,13.08943
2022-01-15,6.54471
2022-01-16,6.13821
2022-01-17,12.72357
2022-01-18,15.0
2022-01-19,13.98373
2022-01-20,16.74796
2022-01-21,15.0
2022-01-22,7.11382
2022-01-23,6.78861
2022-01-24,17.15447
2022-01-25,18.86178
2022-01-26,26.54471
2022-01-27,27.72357
2022-01-28,26.78861
2022-01-29,12.23577
2022-01-30,7.72357
2022-01-31,8.17073
2022-02-01,9.55284
2022-02-02,10.0813
2022-02-03,31.78861
2022-02-04,31.50406
2022-02-05,13.41463
2022-02-06,13.45528
2022-02-07,28.65853
2022-02-08,31.91056
2022-02-09,43.17073
2022-02-10,38.08943
2022-02-11,33.57723
2022-02-12,12.11382
2022-02-13,10.6504
2022-02-14,25.04065
2022-02-15,28.90243
2022-02-16,30.12195
2022-02-17,32.72357
2022-02-18,26.99186
2022-02-19,12.15447
2022-02-20,10.12195
2022-02-21,28.21138
2022-02-22,25.4065
2022-02-23,34.75609
2022-02-24,27.64227
2022-02-25,40.813
2022-02-26,14.91869
2022-02-27,13.45528
2022-02-28,32.68292
2022-03-01,20.6504
2022-03-02,43.08943
2022-03-03,44.55284
2022-03-04,37.64227
2022-03-05,18.69918
2022-03-06,18.00813
2022-03-07,36.01626
2022-03-08,34.95934
2022-03-09,16.05691
2022-03-10,40.93495
2022-03-11,44.39024
2022-03-12,19.22764
2022-03-13,17.88617
2022-03-14,45.8943
2022-03-15,43.21138
2022-03-16,47.80487
2022-03-17,46.58536
2022-03-18,42.84552
2022-03-19,21.95121
2022-03-20,18.04878
2022-03-21,44.59349
2022-03-22,50.85365
2022-03-23,55.52845
2022-03-24,48.41463
2022-03-25,53.29268
2022-03-26,25.8943
2022-03-27,21.17886
2022-03-28,56.30081
2022-03-29,62.76422
2022-03-30,68.69918
2022-03-31,80.6504
2022-04-01,77.39837
2022-04-02,30.04065
2022-04-03,28.90243
2022-04-04,99.83739
2022-04-05,98.94308
2022-04-06,79.75609
2022-04-07,78.21138
2022-04-08,67.11382
2022-04-09,24.39024
2022-04-10,20.4065
2022-04-11,58.73983
2022-04-12,58.53658
2022-04-13,57.64227
2022-04-14,63.69918
2022-04-15,73.37398
2022-04-16,17.19512
2022-04-17,12.19512
2022-04-18,36.46341
2022-04-19,38.41463
2022-04-20,41.46341
2022-04-21,40.7317
2022-04-22,45.8943
2022-04-23,10.69105
2022-04-24,8.17073
2022-04-25,19.18699
2022-04-26,18.45528
2022-04-27,18.82113
2022-04-28,19.79674
2022-04-29,17.23577
2022-04-30,5.60975
2022-05-01,5.04065
2022-05-02,9.95934
2022-05-03,9.75609
2022-05-04,7.39837
2022-05-05,2.92682
2022-05-06,5.04065
2022-05-07,2.76422
2022-05-08,2.84552
2022-05-09,5.4878
2022-05-10,5.36585
2022-05-11,3.98373
2022-05-12,4.18699
2022-05-13,4.06504
2022-05-14,1.70731
2022-05-15,2.11382
2022-05-16,3.86178
2022-05-17,17.27642
2022-05-18,4.59349
2022-05-19,3.37398
2022-05-20,3.94308
2022-05-21,1.58536
2022-05-22,1.99186
2022-05-23,2.35772
2022-05-24,3.04878
2022-05-25,3.33333
2022-05-26,0.85365
2022-05-27,1.30081
2022-05-28,0.52845
2022-05-29,1.50406
2022-05-30,2.72357
2022-05-31,3.49593
2022-06-01,2.39837
2022-06-02,2.88617
2022-06-03,2.76422
2022-06-04,1.50406
2022-06-05,1.05691
2022-06-06,1.21951
2022-06-07,3.29268
2022-06-08,2.35772
2022-06-09,2.72357
2022-06-10,2.56097
2022-06-11,1.01626
2022-06-12,0.85365
2022-06-13,1.99186
2022-06-14,2.64227
2022-06-15,2.56097
2022-06-16,1.95121
2022-06-17,2.56097
2022-06-18,1.62601
2022-06-19,1.26016
2022-06-20,2.15447
2022-06-21,2.72357
2022-06-22,2.47967
2022-06-23,3.21138
2022-06-24,2.56097
2022-06-25,0.9756
2022-06-26,1.42276
2022-06-27,3.37398
2022-06-28,3.82113
2022-06-29,3.73983
2022-06-30,2.88617
2022-07-01,2.31707
2022-07-02,1.17886
2022-07-03,1.09756
2022-07-04,2.76422
2022-07-05,2.56097
2022-07-06,2.88617
2022-07-07,2.47967
2022-07-08,3.21138
2022-07-09,1.05691
2022-07-10,1.01626
2022-07-11,3.25203
2022-07-12,1.91056
2022-07-13,2.80487
2022-07-14,1.91056
2022-07-15,2.76422
2022-07-16,0.4878
2022-07-17,0.77235
2022-07-18,2.31707
2022-07-19,2.39837
2022-07-20,2.68292
2022-07-21,3.00813
2022-07-22,2.31707
2022-07-23,0.93495
2022-07-24,0.93495
2022-07-25,3.61788
2022-07-26,3.61788
2022-07-27,3.37398
2022-07-28,2.96747
2022-07-29,3.25203
2022-07-30,1.17886
2022-07-31,1.42276
2022-08-01,3.00813
2022-08-02,3.86178
2022-08-03,4.06504
2022-08-04,3.82113
2022-08-05,3.57723
2022-08-06,1.58536
2022-08-07,1.91056
2022-08-08,4.26829
2022-08-09,5.9756
2022-08-10,5.20325
2022-08-11,4.34959
2022-08-12,4.39024
2022-08-13,2.39837
2022-08-14,1.54471
2022-08-15,1.50406
2022-08-16,14.55284
2022-08-17,6.13821
2022-08-18,4.18699
2022-08-19,2.96747
2022-08-20,1.86991
2022-08-21,0.93495
2022-08-22,2.76422
2022-08-23,2.39837
2022-08-24,2.64227
2022-08-25,2.07317
2022-08-26,2.19512
2022-08-27,0.85365
2022-08-28,0.9756
2022-08-29,2.96747
2022-08-30,2.60162
2022-08-31,2.35772
2022-09-01,2.03252
2022-09-02,1.82926
2022-09-03,0.93495
2022-09-04,0.69105
2022-09-05,1.05691
2022-09-06,1.62601
2022-09-07,1.66666
2022-09-08,2.03252
2022-09-09,0.7317
2022-09-10,0.52845
2022-09-11,1.01626
2022-09-12,0.7317
2022-09-13,1.82926
2022-09-14,2.56097
2022-09-15,3.13008
2022-09-16,2.39837
2022-09-17,0.9756
2022-09-18,0.20325
2022-09-19,0.813
2022-09-20,0.6504
2022-09-21,0.93495
2022-09-22,0.9756
2022-09-23,0.44715
2022-09-24,0.3252
2022-09-25,0.28455
2022-09-26,0.9756
2022-09-27,1.34146
2022-09-28,1.13821
2022-09-29,0.93495
2022-09-30,0.4878
2022-10-01,0.5691
2022-10-02,0.4878
2022-10-03,0.69105
2022-10-04,1.26016
2022-10-05,0.9756
2022-10-06,1.34146
2022-10-07,1.50406
2022-10-08,0.52845
2022-10-09,0.4878
2022-10-10,0.4065
2022-10-11,1.05691
2022-10-12,1.34146
2022-10-13,1.38211
2022-10-14,1.01626
2022-10-16,0.60975
2022-10-17,1.21951
2022-10-18,1.17886
2022-10-19,1.66666
2022-10-20,1.30081
2022-10-21,1.30081
2022-10-22,0.44715
2022-10-23,0.60975
2022-10-24,1.54471
2022-10-25,1.42276
2022-10-26,1.38211
2022-10-27,2.07317
2022-10-28,1.78861
2022-10-29,0.4065
2022-10-30,0.4878
2022-10-31,1.54471
2022-11-01,1.70731
2022-11-02,2.39837
2022-11-03,1.74796
2022-11-04,2.23577
2022-11-05,0.813
2022-11-06,0.6504
2022-11-07,2.31707
2022-11-08,2.84552
2022-11-09,5.8943
2022-11-10,5.77235
2022-11-11,7.03252
2022-11-12,2.72357
2022-11-13,3.29268
2022-11-14,8.69918
2022-11-15,31.74796
2022-11-16,12.07317
2022-11-17,6.46341
2022-11-18,6.01626
2022-11-19,2.31707
2022-11-20,2.47967
2022-11-21,5.7317
2022-11-22,6.17886
2022-11-23,6.58536
2022-11-24,6.58536
2022-11-25,4.34959
2022-11-26,2.76422
2022-11-27,3.25203
2022-11-28,4.83739
2022-11-29,6.01626
2022-11-30,7.68292
2022-12-01,8.29268
2022-12-02,7.27642
2022-12-03,1.91056
2022-12-04,3.08943
2022-12-05,6.62601
2022-12-06,5.69105
2022-12-07,7.35772
2022-12-08,8.13008
2022-12-09,7.80487
2022-12-10,2.56097
2022-12-11,3.49593
2022-12-12,8.41463
2022-12-13,8.29268
2022-12-14,9.75609
2022-12-15,9.95934
2022-12-16,7.64227
2022-12-17,3.61788
2022-12-18,3.45528
2022-12-19,10.4878
2022-12-20,11.17886
2022-12-21,13.45528
2022-12-22,14.83739
2022-12-23,12.88617
2022-12-24,5.52845
2022-12-25,5.77235
2022-12-26,22.68292
2022-12-27,31.62601
2022-12-28,35.813
2022-12-29,22.68292
2022-12-30,13.29268
2022-12-31,6.34146
2023-01-01,8.04878
2023-01-02,25.6504
2023-01-03,19.43089
2023-01-04,19.87804
2023-01-05,18.41463
2023-01-06,18.45528
2023-01-07,6.17886
2023-01-08,7.03252
2023-01-09,23.29268
2023-01-10,19.14634
2023-01-11,18.82113
2023-01-12,18.73983
2023-01-13,19.22764
2023-01-14,6.38211
2023-01-15,7.15447
2023-01-16,18.86178
2023-01-17,15.5691
2023-01-18,13.41463
2023-01-19,16.05691
2023-01-20,14.43089
2023-01-21,7.07317
2023-01-22,6.42276
2023-01-23,5.5691
2023-01-24,6.58536
2023-01-25,24.34959
2023-01-26,33.08943
2023-01-27,31.54471
2023-01-28,11.99186
2023-01-29,10.9756
2023-01-30,22.15447
2023-01-31,23.37398
2023-02-01,25.44715
2023-02-02,24.06504
2023-02-03,22.92682
2023-02-04,9.39024
2023-02-05,8.65853
2023-02-06,21.05691
2023-02-07,25.12195
2023-02-08,26.34146
2023-02-09,23.45528
2023-02-10,20.5691
2023-02-11,7.84552
2023-02-12,7.31707
2023-02-13,21.82926
2023-02-14,31.34146
2023-02-15,21.74796
2023-02-16,23.69918
2023-02-17,20.28455
2023-02-18,8.41463
2023-02-19,7.68292
2023-02-20,21.74796
2023-02-21,25.69105
2023-02-22,21.58536
2023-02-23,25.36585
2023-02-24,20.04065
2023-02-25,7.31707
2023-02-26,11.13821
2023-02-27,20.6504
2023-02-28,27.43902
2023-03-01,15.0
2023-03-02,30.20325
2023-03-03,25.4065
2023-03-04,12.47967
2023-03-05,9.55284
2023-03-06,34.10569
2023-03-07,35.52845
2023-03-08,31.95121
2023-03-09,30.5691
2023-03-10,26.17886
2023-03-11,10.85365
2023-03-12,9.87804
2023-03-13,28.65853
2023-03-14,28.45528
2023-03-15,34.79674
2023-03-16,38.21138
2023-03-17,33.98373
2023-03-18,16.38211
2023-03-19,15.77235
2023-03-20,40.0813
2023-03-21,41.54471
2023-03-22,46.58536
2023-03-23,44.26829
2023-03-24,44.83739
2023-03-25,20.7317
2023-03-26,18.49593
2023-03-27,54.14634
2023-03-28,64.75609
2023-03-29,70.52845
2023-03-30,73.90243
2023-03-31,72.56097
2023-04-01,31.74796
2023-04-02,31.74796
2023-04-03,86.91056
2023-04-04,100.0
2023-04-05,94.06504
2023-04-06,84.06504
2023-04-07,81.95121
2023-04-08,32.43902
2023-04-09,27.68292
2023-04-10,77.68292
2023-04-11,87.52032
2023-04-12,76.99186
2023-04-13,70.9756
2023-04-14,95.85365
2023-04-15,23.61788
2023-04-16,19.26829
2023-04-17,55.93495
2023-04-18,46.13821
2023-04-19,39.63414
2023-04-20,42.15447
2023-04-21,51.17886
2023-04-22,13.45528
2023-04-23,11.30081
2023-04-24,24.83739
2023-04-25,23.86178
2023-04-26,24.18699
2023-04-27,19.91869
2023-04-28,22.23577
2023-04-29,7.43902
2023-04-30,5.44715
2023-05-01,6.13821
2023-05-02,12.23577
2023-05-03,9.51219
2023-05-04,7.31707
2023-05-05,3.61788
2023-05-06,3.53658
2023-05-07,2.76422
2023-05-08,8.17073
2023-05-09,7.31707
2023-05-10,7.56097
2023-05-11,5.77235
2023-05-12,5.36585
2023-05-13,1.99186
2023-05-14,3.00813
2023-05-15,6.13821
2023-05-16,5.36585
2023-05-17,16.46341
2023-05-18,8.17073
2023-05-19,6.01626
2023-05-20,3.29268
2023-05-21,2.64227
2023-05-22,5.4878
2023-05-23,4.83739
2023-05-24,4.75609
2023-05-25,4.43089
2023-05-26,4.71544
2023-05-27,2.56097
2023-05-28,2.23577
2023-05-29,1.91056
2023-05-30,6.62601
2023-05-31,5.77235
2023-06-01,4.91869
2023-06-02,5.12195
