date,책임보험
2020-03-20,29.39297
2020-03-21,15.86794
2020-03-22,14.2705
2020-03-23,33.65282
2020-03-24,36.63471
2020-03-25,26.73056
2020-03-26,28.75399
2020-03-27,31.09691
2020-03-28,14.164
2020-03-29,14.164
2020-03-30,40.04259
2020-03-31,34.1853
2020-04-01,29.17997
2020-04-02,29.71246
2020-04-03,29.28647
2020-04-04,14.37699
2020-04-05,13.95101
2020-04-06,35.46325
2020-04-07,33.01384
2020-04-08,32.48136
2020-04-09,28.328
2020-04-10,28.4345
2020-04-11,15.33546
2020-04-12,11.60809
2020-04-13,36.74121
2020-04-14,32.58785
2020-04-15,15.22896
2020-04-16,36.84771
2020-04-17,32.05537
2020-04-18,13.20553
2020-04-19,15.97444
2020-04-20,41.32055
2020-04-21,35.46325
2020-04-22,31.52289
2020-04-23,30.24494
2020-04-24,28.328
2020-04-25,16.18743
2020-04-26,12.99254
2020-04-27,38.87113
2020-04-28,31.84238
2020-04-29,33.54632
2020-04-30,20.55378
2020-05-01,17.57188
2020-05-02,16.50692
2020-05-03,14.2705
2020-05-04,40.25559
2020-05-05,19.59531
2020-05-06,39.61661
2020-05-07,30.03194
2020-05-08,35.88924
2020-05-09,15.44195
2020-05-10,11.92758
2020-05-11,46.00638
2020-05-12,39.08413
2020-05-13,33.54632
2020-05-14,35.99574
2020-05-15,28.541
2020-05-16,16.40042
2020-05-17,14.48349
2020-05-18,44.30244
2020-05-19,39.61661
2020-05-20,32.69435
2020-05-21,39.9361
2020-05-22,33.33333
2020-05-23,20.87326
2020-05-24,16.40042
2020-05-25,42.8115
2020-05-26,31.62939
2020-05-27,33.43982
2020-05-28,34.93077
2020-05-29,30.77742
2020-05-30,15.33546
2020-05-31,14.80298
2020-06-01,35.46325
2020-06-02,34.71778
2020-06-03,35.56975
2020-06-04,26.62406
2020-06-05,40.68157
2020-06-06,17.78487
2020-06-07,11.07561
2020-06-08,35.46325
2020-06-09,36.10223
2020-06-10,34.93077
2020-06-11,35.99574
2020-06-12,31.4164
2020-06-13,16.71991
2020-06-14,15.44195
2020-06-15,41.10756
2020-06-16,35.03727
2020-06-17,31.52289
2020-06-18,33.43982
2020-06-19,32.48136
2020-06-20,18.74334
2020-06-21,13.41853
2020-06-22,36.31522
2020-06-23,31.09691
2020-06-24,32.05537
2020-06-25,35.03727
2020-06-26,27.68903
2020-06-27,14.0575
2020-06-28,12.35356
2020-06-29,37.0607
2020-06-30,33.54632
2020-07-01,36.31522
2020-07-02,29.17997
2020-07-03,28.4345
2020-07-04,17.0394
2020-07-05,14.0575
2020-07-06,32.48136
2020-07-07,28.4345
2020-07-08,29.92545
2020-07-09,27.05005
2020-07-10,24.92012
2020-07-11,14.58998
2020-07-12,11.71458
2020-07-13,32.69435
2020-07-14,33.65282
2020-07-15,29.92545
2020-07-16,30.35143
2020-07-17,23.21618
2020-07-18,13.41853
2020-07-19,11.3951
2020-07-20,33.43982
2020-07-21,30.88391
2020-07-22,33.97231
2020-07-23,29.17997
2020-07-24,27.05005
2020-07-25,12.88604
2020-07-26,12.24707
2020-07-27,39.61661
2020-07-28,70.28753
2020-07-29,45.79339
2020-07-30,38.55165
2020-07-31,33.97231
2020-08-01,14.90947
2020-08-02,12.24707
2020-08-03,32.05537
2020-08-04,28.75399
2020-08-05,36.42172
2020-08-06,30.35143
2020-08-07,29.39297
2020-08-08,13.95101
2020-08-09,12.67305
2020-08-10,28.96698
2020-08-11,26.62406
2020-08-12,29.71246
2020-08-13,26.41107
2020-08-14,23.74866
2020-08-15,10.43663
2020-08-16,9.90415
2020-08-17,16.50692
2020-08-18,35.35676
2020-08-19,31.09691
2020-08-20,28.328
2020-08-21,28.75399
2020-08-22,13.41853
2020-08-23,10.75612
2020-08-24,33.65282
2020-08-25,30.88391
2020-08-26,30.03194
2020-08-27,26.83706
2020-08-28,26.30457
2020-08-29,13.31203
2020-08-30,12.67305
2020-08-31,38.01916
2020-09-01,26.83706
2020-09-02,28.00851
2020-09-03,28.22151
2020-09-04,23.00319
2020-09-05,11.3951
2020-09-06,10.86261
2020-09-07,34.61128
2020-09-08,27.58253
2020-09-09,26.83706
2020-09-10,29.71246
2020-09-11,25.6656
2020-09-12,16.61341
2020-09-13,11.60809
2020-09-14,30.67092
2020-09-15,32.37486
2020-09-16,34.61128
2020-09-17,32.05537
2020-09-18,30.67092
2020-09-19,13.31203
2020-09-20,13.63152
2020-09-21,36.42172
2020-09-22,30.13844
2020-09-23,28.4345
2020-09-24,30.99041
2020-09-25,25.6656
2020-09-26,13.20553
2020-09-27,14.58998
2020-09-28,33.43982
2020-09-29,27.90202
2020-09-30,12.99254
2020-10-01,12.35356
2020-10-02,10.75612
2020-10-03,12.03407
2020-10-04,13.52502
2020-10-05,41.64004
2020-10-06,34.0788
2020-10-07,34.0788
2020-10-08,27.15654
2020-10-09,14.58998
2020-10-10,11.60809
2020-10-11,14.58998
2020-10-12,32.26837
2020-10-13,33.86581
2020-10-14,34.50479
2020-10-15,29.71246
2020-10-16,26.62406
2020-10-17,12.77955
2020-10-18,13.52502
2020-10-19,34.50479
2020-10-20,32.69435
2020-10-21,29.92545
2020-10-22,31.4164
2020-10-23,25.6656
2020-10-24,15.12247
2020-10-25,12.46006
2020-10-26,35.78274
2020-10-27,39.08413
2020-10-28,29.49946
2020-10-29,30.56443
2020-10-30,29.92545
2020-10-31,15.33546
2020-11-01,11.2886
2020-11-02,33.33333
2020-11-03,32.48136
2020-11-04,28.75399
2020-11-05,29.49946
2020-11-06,24.06815
2020-11-07,14.58998
2020-11-08,10.86261
2020-11-09,36.63471
2020-11-10,29.39297
2020-11-11,28.22151
2020-11-12,30.77742
2020-11-13,27.90202
2020-11-14,13.63152
2020-11-15,14.2705
2020-11-16,31.62939
2020-11-17,29.81895
2020-11-18,29.81895
2020-11-19,28.11501
2020-11-20,29.28647
2020-11-21,17.14589
2020-11-22,12.99254
2020-11-23,30.24494
2020-11-24,29.81895
2020-11-25,27.47603
2020-11-26,26.41107
2020-11-27,26.30457
2020-11-28,11.82108
2020-11-29,13.73801
2020-11-30,36.10223
2020-12-01,29.39297
2020-12-02,29.39297
2020-12-03,27.79552
2020-12-04,27.05005
2020-12-05,15.33546
2020-12-06,11.50159
2020-12-07,33.75931
2020-12-08,30.88391
2020-12-09,28.64749
2020-12-10,29.49946
2020-12-11,27.79552
2020-12-12,14.48349
2020-12-13,11.07561
2020-12-14,36.20873
2020-12-15,29.71246
2020-12-16,29.92545
2020-12-17,25.34611
2020-12-18,28.22151
2020-12-19,15.01597
2020-12-20,11.1821
2020-12-21,34.29179
2020-12-22,35.14376
2020-12-23,27.26304
2020-12-24,24.60063
2020-12-25,8.62619
2020-12-26,11.50159
2020-12-27,12.77955
2020-12-28,34.39829
2020-12-29,26.73056
2020-12-30,29.17997
2020-12-31,26.09158
2021-01-01,10.54313
2021-01-02,12.14057
2021-01-03,11.07561
2021-01-04,28.541
2021-01-05,26.19808
2021-01-06,27.26304
2021-01-07,25.77209
2021-01-08,25.87859
2021-01-09,20.66027
2021-01-10,12.77955
2021-01-11,28.328
2021-01-12,27.15654
2021-01-13,24.60063
2021-01-14,29.07348
2021-01-15,27.36954
2021-01-16,15.01597
2021-01-17,12.67305
2021-01-18,32.58785
2021-01-19,26.83706
2021-01-20,33.12034
2021-01-21,27.68903
2021-01-22,25.34611
2021-01-23,15.97444
2021-01-24,14.164
2021-01-25,29.81895
2021-01-26,30.67092
2021-01-27,32.05537
2021-01-28,25.34611
2021-01-29,23.74866
2021-01-30,13.31203
2021-01-31,14.58998
2021-02-01,35.67625
2021-02-02,25.5591
2021-02-03,28.328
2021-02-04,28.22151
2021-02-05,27.79552
2021-02-06,14.69648
2021-02-07,14.37699
2021-02-08,34.29179
2021-02-09,30.13844
2021-02-10,25.77209
2021-02-11,15.86794
2021-02-12,12.46006
2021-02-13,14.58998
2021-02-14,12.99254
2021-02-15,40.04259
2021-02-16,28.328
2021-02-17,29.17997
2021-02-18,27.79552
2021-02-19,23.53567
2021-02-20,16.50692
2021-02-21,12.67305
2021-02-22,27.47603
2021-02-23,27.26304
2021-02-24,26.30457
2021-02-25,26.73056
2021-02-26,24.49414
2021-02-27,14.48349
2021-02-28,10.86261
2021-03-01,13.63152
2021-03-02,33.43982
2021-03-03,25.77209
2021-03-04,24.81363
2021-03-05,27.68903
2021-03-06,15.12247
2021-03-07,14.2705
2021-03-08,30.13844
2021-03-09,26.09158
2021-03-10,29.17997
2021-03-11,27.05005
2021-03-12,27.68903
2021-03-13,13.84451
2021-03-14,12.77955
2021-03-15,33.33333
2021-03-16,30.88391
2021-03-17,25.34611
2021-03-18,25.13312
2021-03-19,26.41107
2021-03-20,12.99254
2021-03-21,12.56656
2021-03-22,31.09691
2021-03-23,30.45793
2021-03-24,26.73056
2021-03-25,26.94355
2021-03-26,24.38764
2021-03-27,13.41853
2021-03-28,17.57188
2021-03-29,28.86048
2021-03-30,25.87859
2021-03-31,32.05537
2021-04-01,25.02662
2021-04-02,24.81363
2021-04-03,17.14589
2021-04-04,11.07561
2021-04-05,36.9542
2021-04-06,27.90202
2021-04-07,28.86048
2021-04-08,25.98509
2021-04-09,29.07348
2021-04-10,17.14589
2021-04-11,14.164
2021-04-12,33.65282
2021-04-13,29.07348
2021-04-14,25.98509
2021-04-15,28.22151
2021-04-16,27.68903
2021-04-17,14.2705
2021-04-18,12.67305
2021-04-19,34.93077
2021-04-20,32.37486
2021-04-21,26.94355
2021-04-22,29.07348
2021-04-23,26.30457
2021-04-24,11.92758
2021-04-25,15.33546
2021-04-26,27.15654
2021-04-27,25.23961
2021-04-28,25.13312
2021-04-29,21.93823
2021-04-30,22.36421
2021-05-01,11.07561
2021-05-02,10.54313
2021-05-03,28.00851
2021-05-04,24.17465
2021-05-05,12.24707
2021-05-06,26.30457
2021-05-07,25.13312
2021-05-08,15.22896
2021-05-09,13.31203
2021-05-10,31.94888
2021-05-11,25.98509
2021-05-12,27.05005
2021-05-13,27.90202
2021-05-14,22.47071
2021-05-15,12.77955
2021-05-16,11.50159
2021-05-17,27.15654
2021-05-18,27.47603
2021-05-19,16.18743
2021-05-20,30.13844
2021-05-21,26.30457
2021-05-22,15.44195
2021-05-23,15.76144
2021-05-24,31.62939
2021-05-25,29.17997
2021-05-26,26.83706
2021-05-27,23.74866
2021-05-28,22.6837
2021-05-29,13.95101
2021-05-30,12.14057
2021-05-31,33.12034
2021-06-01,30.35143
2021-06-02,28.11501
2021-06-03,22.7902
2021-06-04,24.60063
2021-06-05,15.12247
2021-06-06,13.09904
2021-06-07,29.92545
2021-06-08,28.00851
2021-06-09,24.49414
2021-06-10,24.17465
2021-06-11,32.05537
2021-06-12,13.84451
2021-06-13,14.2705
2021-06-14,34.82428
2021-06-15,31.09691
2021-06-16,28.86048
2021-06-17,26.73056
2021-06-18,23.74866
2021-06-19,12.77955
2021-06-20,12.88604
2021-06-21,27.36954
2021-06-22,25.98509
2021-06-23,24.38764
2021-06-24,23.53567
2021-06-25,21.51224
2021-06-26,12.88604
2021-06-27,10.01064
2021-06-28,31.09691
2021-06-29,24.70713
2021-06-30,24.06815
2021-07-01,23.85516
2021-07-02,23.64217
2021-07-03,10.64962
2021-07-04,10.86261
2021-07-05,29.49946
2021-07-06,20.87326
2021-07-07,24.70713
2021-07-08,23.21618
2021-07-09,19.27582
2021-07-10,15.01597
2021-07-11,7.24174
2021-07-12,24.28115
2021-07-13,23.85516
2021-07-14,23.00319
2021-07-15,24.49414
2021-07-16,20.23429
2021-07-17,15.97444
2021-07-18,11.1821
2021-07-19,63.25878
2021-07-20,39.61661
2021-07-21,38.33865
2021-07-22,31.52289
2021-07-23,23.32268
2021-07-24,9.79765
2021-07-25,12.24707
2021-07-26,28.22151
2021-07-27,29.28647
2021-07-28,25.13312
2021-07-29,26.19808
2021-07-30,24.38764
2021-07-31,14.90947
2021-08-01,13.09904
2021-08-02,25.6656
2021-08-03,27.68903
2021-08-04,24.49414
2021-08-05,24.17465
2021-08-06,22.5772
2021-08-07,15.76144
2021-08-08,13.09904
2021-08-09,32.37486
2021-08-10,27.15654
2021-08-11,26.51757
2021-08-12,26.51757
2021-08-13,26.41107
2021-08-14,13.84451
2021-08-15,11.82108
2021-08-16,13.73801
2021-08-17,33.33333
2021-08-18,27.47603
2021-08-19,25.4526
2021-08-20,24.92012
2021-08-21,13.41853
2021-08-22,10.54313
2021-08-23,28.64749
2021-08-24,52.71565
2021-08-25,38.12566
2021-08-26,35.46325
2021-08-27,35.14376
2021-08-28,18.63684
2021-08-29,15.76144
2021-08-30,29.17997
2021-08-31,27.47603
2021-09-01,26.19808
2021-09-02,27.47603
2021-09-03,27.47603
2021-09-04,16.29392
2021-09-05,13.20553
2021-09-06,33.97231
2021-09-07,27.58253
2021-09-08,28.328
2021-09-09,25.98509
2021-09-10,27.58253
2021-09-11,13.63152
2021-09-12,14.58998
2021-09-13,30.67092
2021-09-14,28.22151
2021-09-15,25.5591
2021-09-16,29.49946
2021-09-17,22.89669
2021-09-18,12.67305
2021-09-19,12.77955
2021-09-20,10.75612
2021-09-21,11.07561
2021-09-22,10.64962
2021-09-23,39.7231
2021-09-24,31.62939
2021-09-25,14.164
2021-09-26,12.35356
2021-09-27,31.3099
2021-09-28,25.4526
2021-09-29,26.19808
2021-09-30,27.15654
2021-10-01,21.40575
2021-10-02,11.92758
2021-10-03,10.54313
2021-10-04,17.46538
2021-10-05,31.62939
2021-10-06,26.41107
2021-10-07,27.47603
2021-10-08,22.47071
2021-10-09,14.37699
2021-10-10,10.64962
2021-10-11,15.76144
2021-10-12,35.03727
2021-10-13,28.22151
2021-10-14,25.4526
2021-10-15,25.6656
2021-10-16,13.41853
2021-10-17,9.90415
2021-10-18,25.87859
2021-10-19,33.12034
2021-10-20,24.06815
2021-10-21,23.74866
2021-10-22,19.8083
2021-10-23,13.20553
2021-10-24,8.83919
2021-10-25,30.35143
2021-10-26,25.87859
2021-10-27,27.79552
2021-10-28,21.19275
2021-10-29,24.70713
2021-10-30,14.90947
2021-10-31,12.77955
2021-11-01,30.13844
2021-11-02,24.38764
2021-11-03,24.28115
2021-11-04,22.7902
2021-11-05,23.42917
2021-11-06,12.03407
2021-11-07,11.92758
2021-11-08,27.05005
2021-11-09,26.30457
2021-11-10,21.08626
2021-11-11,21.51224
2021-11-12,23.21618
2021-11-13,14.58998
2021-11-14,18.10436
2021-11-15,33.12034
2021-11-16,29.07348
2021-11-17,25.5591
2021-11-18,26.62406
2021-11-19,23.10969
2021-11-20,12.35356
2021-11-21,10.11714
2021-11-22,32.80085
2021-11-23,22.47071
2021-11-24,30.03194
2021-11-25,32.26837
2021-11-26,32.37486
2021-11-27,16.29392
2021-11-28,11.71458
2021-11-29,28.75399
2021-11-30,28.328
2021-12-01,23.42917
2021-12-02,25.5591
2021-12-03,23.21618
2021-12-04,12.88604
2021-12-05,13.73801
2021-12-06,33.97231
2021-12-07,33.54632
2021-12-08,31.73588
2021-12-09,30.45793
2021-12-10,25.98509
2021-12-11,13.95101
2021-12-12,17.78487
2021-12-13,42.705
2021-12-14,27.36954
2021-12-15,28.328
2021-12-16,23.74866
2021-12-17,22.5772
2021-12-18,13.41853
2021-12-19,11.92758
2021-12-20,28.541
2021-12-21,30.88391
2021-12-22,47.49733
2021-12-23,58.99893
2021-12-24,27.15654
2021-12-25,15.97444
2021-12-26,11.07561
2021-12-27,32.80085
2021-12-28,27.90202
2021-12-29,33.65282
2021-12-30,28.4345
2021-12-31,20.34078
2022-01-01,14.58998
2022-01-02,12.67305
2022-01-03,31.2034
2022-01-04,30.45793
2022-01-05,25.23961
2022-01-06,27.15654
2022-01-07,24.28115
2022-01-08,13.20553
2022-01-09,11.50159
2022-01-10,31.84238
2022-01-11,27.47603
2022-01-12,24.81363
2022-01-13,25.77209
2022-01-14,21.93823
2022-01-15,10.01064
2022-01-16,13.63152
2022-01-17,29.81895
2022-01-18,28.75399
2022-01-19,29.49946
2022-01-20,27.58253
2022-01-21,26.19808
2022-01-22,15.54845
2022-01-23,11.82108
2022-01-24,25.34611
2022-01-25,26.41107
2022-01-26,26.51757
2022-01-27,25.4526
2022-01-28,25.6656
2022-01-29,11.60809
2022-01-30,11.92758
2022-01-31,11.07561
2022-02-01,9.79765
2022-02-02,11.82108
2022-02-03,33.22683
2022-02-04,28.64749
2022-02-05,14.37699
2022-02-06,12.35356
2022-02-07,26.83706
2022-02-08,25.5591
2022-02-09,27.05005
2022-02-10,24.38764
2022-02-11,25.23961
2022-02-12,13.09904
2022-02-13,11.50159
2022-02-14,27.90202
2022-02-15,34.61128
2022-02-16,26.30457
2022-02-17,23.85516
2022-02-18,27.05005
2022-02-19,13.84451
2022-02-20,13.31203
2022-02-21,30.13844
2022-02-22,30.45793
2022-02-23,23.32268
2022-02-24,22.7902
2022-02-25,22.47071
2022-02-26,14.164
2022-02-27,12.67305
2022-02-28,28.75399
2022-03-01,12.35356
2022-03-02,25.6656
2022-03-03,26.62406
2022-03-04,22.36421
2022-03-05,11.2886
2022-03-06,13.52502
2022-03-07,25.98509
2022-03-08,27.58253
2022-03-09,10.33013
2022-03-10,23.21618
2022-03-11,27.79552
2022-03-12,14.164
2022-03-13,12.88604
2022-03-14,23.53567
2022-03-15,24.17465
2022-03-16,22.04472
2022-03-17,23.96166
2022-03-18,25.02662
2022-03-19,10.43663
2022-03-20,12.35356
2022-03-21,28.00851
2022-03-22,28.11501
2022-03-23,24.28115
2022-03-24,24.49414
2022-03-25,21.72523
2022-03-26,13.31203
2022-03-27,11.07561
2022-03-28,26.30457
2022-03-29,27.26304
2022-03-30,31.52289
2022-03-31,28.22151
2022-04-01,20.55378
2022-04-02,9.90415
2022-04-03,10.64962
2022-04-04,30.35143
2022-04-05,27.36954
2022-04-06,21.83173
2022-04-07,23.53567
2022-04-08,21.72523
2022-04-09,13.20553
2022-04-10,9.69116
2022-04-11,28.541
2022-04-12,29.71246
2022-04-13,22.7902
2022-04-14,25.6656
2022-04-15,25.5591
2022-04-16,14.164
2022-04-17,10.54313
2022-04-18,27.26304
2022-04-19,23.10969
2022-04-20,28.328
2022-04-21,23.21618
2022-04-22,21.83173
2022-04-23,12.35356
2022-04-24,12.67305
2022-04-25,29.92545
2022-04-26,30.67092
2022-04-27,28.22151
2022-04-28,26.83706
2022-04-29,25.6656
2022-04-30,11.71458
2022-05-01,11.1821
2022-05-02,38.65814
2022-05-03,30.13844
2022-05-04,27.47603
2022-05-05,11.82108
2022-05-06,25.5591
2022-05-07,11.50159
2022-05-08,13.09904
2022-05-09,29.92545
2022-05-10,26.41107
2022-05-11,24.06815
2022-05-12,25.4526
2022-05-13,24.28115
2022-05-14,12.24707
2022-05-15,9.47816
2022-05-16,29.07348
2022-05-17,25.5591
2022-05-18,21.51224
2022-05-19,23.00319
2022-05-20,23.21618
2022-05-21,12.88604
2022-05-22,11.60809
2022-05-23,30.67092
2022-05-24,30.03194
2022-05-25,24.70713
2022-05-26,30.67092
2022-05-27,27.58253
2022-05-28,17.57188
2022-05-29,14.69648
2022-05-30,28.11501
2022-05-31,25.87859
2022-06-01,15.01597
2022-06-02,26.73056
2022-06-03,22.25772
2022-06-04,12.24707
2022-06-05,10.86261
2022-06-06,11.3951
2022-06-07,30.45793
2022-06-08,32.48136
2022-06-09,26.51757
2022-06-10,24.17465
2022-06-11,13.31203
2022-06-12,11.3951
2022-06-13,28.75399
2022-06-14,27.47603
2022-06-15,29.81895
2022-06-16,23.00319
2022-06-17,23.00319
2022-06-18,12.35356
2022-06-19,12.99254
2022-06-20,29.17997
2022-06-21,26.62406
2022-06-22,25.87859
2022-06-23,22.7902
2022-06-24,22.25772
2022-06-25,13.09904
2022-06-26,10.86261
2022-06-27,30.03194
2022-06-28,25.13312
2022-06-29,28.64749
2022-06-30,37.69968
2022-07-01,32.26837
2022-07-02,19.27582
2022-07-03,17.46538
2022-07-04,33.22683
2022-07-05,26.94355
2022-07-06,26.19808
2022-07-07,25.34611
2022-07-08,23.21618
2022-07-09,13.09904
2022-07-10,13.73801
2022-07-11,28.64749
2022-07-12,30.99041
2022-07-13,24.06815
2022-07-14,25.02662
2022-07-15,21.08626
2022-07-16,10.86261
2022-07-17,11.71458
2022-07-18,28.96698
2022-07-19,25.98509
2022-07-20,23.42917
2022-07-21,23.00319
2022-07-22,19.70181
2022-07-23,17.99787
2022-07-24,15.01597
2022-07-25,28.96698
2022-07-26,28.64749
2022-07-27,25.6656
2022-07-28,25.23961
2022-07-29,25.4526
2022-07-30,13.41853
2022-07-31,10.33013
2022-08-01,25.4526
2022-08-02,21.61874
2022-08-03,23.64217
2022-08-04,20.44728
2022-08-05,18.53035
2022-08-06,10.75612
2022-08-07,11.60809
2022-08-08,25.13312
2022-08-09,25.4526
2022-08-10,29.39297
2022-08-11,27.47603
2022-08-12,22.5772
2022-08-13,12.03407
2022-08-14,10.33013
2022-08-15,10.75612
2022-08-16,27.90202
2022-08-17,25.23961
2022-08-18,27.79552
2022-08-19,22.47071
2022-08-20,12.35356
2022-08-21,12.67305
2022-08-22,30.35143
2022-08-23,25.6656
2022-08-24,28.541
2022-08-25,27.26304
2022-08-26,21.40575
2022-08-27,10.75612
2022-08-28,9.79765
2022-08-29,32.90734
2022-08-30,25.98509
2022-08-31,22.47071
2022-09-01,23.00319
2022-09-02,24.17465
2022-09-03,13.84451
2022-09-04,10.54313
2022-09-05,27.26304
2022-09-06,26.62406
2022-09-07,23.32268
2022-09-08,22.15122
2022-09-09,9.79765
2022-09-10,10.64962
2022-09-11,9.47816
2022-09-12,13.31203
2022-09-13,30.35143
2022-09-14,28.96698
2022-09-15,26.73056
2022-09-16,23.74866
2022-09-17,18.42385
2022-09-18,14.37699
2022-09-19,28.86048
2022-09-20,28.4345
2022-09-21,26.62406
2022-09-22,26.62406
2022-09-23,23.85516
2022-09-24,14.69648
2022-09-25,11.60809
2022-09-26,34.61128
2022-09-27,28.75399
2022-09-28,27.79552
2022-09-29,23.53567
2022-09-30,35.35676
2022-10-01,23.42917
2022-10-02,12.99254
2022-10-03,18.53035
2022-10-04,49.20127
2022-10-05,42.38551
2022-10-06,35.67625
2022-10-07,39.40362
2022-10-08,17.67838
2022-10-09,17.25239
2022-10-10,26.83706
2022-10-11,51.86368
2022-10-12,43.55697
2022-10-13,44.08945
2022-10-14,40.89456
2022-10-15,20.55378
2022-10-16,18.63684
2022-10-17,50.58572
2022-10-18,46.00638
2022-10-19,40.89456
2022-10-20,36.63471
2022-10-21,40.57507
2022-10-22,23.00319
2022-10-23,21.72523
2022-10-24,52.60915
2022-10-25,49.30777
2022-10-26,48.66879
2022-10-27,63.15228
2022-10-28,100.0
2022-10-29,34.39829
2022-10-30,19.48881
2022-10-31,53.99361
2022-11-01,42.705
2022-11-02,44.30244
2022-11-03,36.63471
2022-11-04,37.0607
2022-11-05,22.36421
2022-11-06,19.9148
2022-11-07,52.50266
2022-11-08,42.49201
2022-11-09,36.74121
2022-11-10,41.95953
2022-11-11,38.23216
2022-11-12,22.5772
2022-11-13,22.15122
2022-11-14,46.00638
2022-11-15,45.5804
2022-11-16,43.98296
2022-11-17,41.95953
