date,외환거래
2020-03-20,21.23076
2020-03-21,10.76923
2020-03-22,9.84615
2020-03-23,17.23076
2020-03-24,17.38461
2020-03-25,13.6923
2020-03-26,17.07692
2020-03-27,16.61538
2020-03-28,6.92307
2020-03-29,7.53846
2020-03-30,15.84615
2020-03-31,16.30769
2020-04-01,14.46153
2020-04-02,18.15384
2020-04-03,10.76923
2020-04-04,8.61538
2020-04-05,6.76923
2020-04-06,13.84615
2020-04-07,15.53846
2020-04-08,13.38461
2020-04-09,11.84615
2020-04-10,10.76923
2020-04-11,9.38461
2020-04-12,7.23076
2020-04-13,12.76923
2020-04-14,10.76923
2020-04-15,10.0
2020-04-16,11.84615
2020-04-17,10.30769
2020-04-18,8.0
2020-04-19,6.15384
2020-04-20,11.07692
2020-04-21,14.30769
2020-04-22,7.23076
2020-04-23,14.46153
2020-04-24,13.23076
2020-04-25,7.07692
2020-04-26,6.15384
2020-04-27,11.53846
2020-04-28,16.0
2020-04-29,8.61538
2020-04-30,6.61538
2020-05-01,5.53846
2020-05-02,8.92307
2020-05-03,8.76923
2020-05-04,4.61538
2020-05-05,9.38461
2020-05-06,7.07692
2020-05-07,10.61538
2020-05-08,8.92307
2020-05-09,5.23076
2020-05-10,6.15384
2020-05-11,11.38461
2020-05-12,7.23076
2020-05-13,6.76923
2020-05-14,6.92307
2020-05-15,9.6923
2020-05-16,4.46153
2020-05-17,3.84615
2020-05-18,7.23076
2020-05-19,9.23076
2020-05-20,9.38461
2020-05-21,8.76923
2020-05-22,6.15384
2020-05-23,3.6923
2020-05-24,9.07692
2020-05-25,8.92307
2020-05-26,6.61538
2020-05-27,6.92307
2020-05-28,8.30769
2020-05-29,6.61538
2020-05-30,3.84615
2020-05-31,1.84615
2020-06-01,5.38461
2020-06-02,5.84615
2020-06-03,6.30769
2020-06-04,5.84615
2020-06-05,7.23076
2020-06-06,5.07692
2020-06-07,5.84615
2020-06-08,5.23076
2020-06-09,8.15384
2020-06-10,8.15384
2020-06-11,6.61538
2020-06-12,5.23076
2020-06-13,3.84615
2020-06-14,4.46153
2020-06-15,8.46153
2020-06-16,9.84615
2020-06-17,6.92307
2020-06-18,7.53846
2020-06-19,5.53846
2020-06-20,2.0
2020-06-21,2.92307
2020-06-22,4.92307
2020-06-23,5.53846
2020-06-24,5.84615
2020-06-25,7.38461
2020-06-26,4.30769
2020-06-27,1.38461
2020-06-28,3.07692
2020-06-29,7.6923
2020-06-30,6.0
2020-07-01,4.15384
2020-07-02,7.07692
2020-07-03,7.6923
2020-07-04,3.07692
2020-07-05,3.07692
2020-07-06,6.30769
2020-07-07,9.38461
2020-07-08,7.07692
2020-07-09,7.6923
2020-07-10,6.30769
2020-07-11,4.0
2020-07-12,4.61538
2020-07-13,5.07692
2020-07-14,8.46153
2020-07-15,5.84615
2020-07-16,6.46153
2020-07-17,5.6923
2020-07-18,2.61538
2020-07-19,5.07692
2020-07-20,9.38461
2020-07-21,7.23076
2020-07-22,5.84615
2020-07-23,4.76923
2020-07-24,4.46153
2020-07-25,3.23076
2020-07-26,2.92307
2020-07-27,6.92307
2020-07-28,5.84615
2020-07-29,5.38461
2020-07-30,6.46153
2020-07-31,6.61538
2020-08-01,4.0
2020-08-02,3.23076
2020-08-03,4.46153
2020-08-04,5.23076
2020-08-05,6.0
2020-08-06,7.84615
2020-08-07,4.15384
2020-08-08,2.30769
2020-08-09,1.53846
2020-08-10,5.07692
2020-08-11,6.92307
2020-08-12,5.6923
2020-08-13,6.92307
2020-08-14,6.46153
2020-08-15,1.07692
2020-08-16,4.15384
2020-08-17,5.23076
2020-08-18,7.53846
2020-08-19,4.92307
2020-08-20,5.84615
2020-08-21,4.30769
2020-08-22,3.53846
2020-08-23,3.23076
2020-08-24,5.38461
2020-08-25,7.84615
2020-08-26,7.07692
2020-08-27,6.92307
2020-08-28,4.92307
2020-08-29,2.92307
2020-08-30,4.30769
2020-08-31,6.30769
2020-09-01,9.23076
2020-09-02,9.38461
2020-09-03,6.46153
2020-09-04,6.61538
2020-09-05,2.92307
2020-09-06,5.6923
2020-09-07,5.84615
2020-09-08,6.15384
2020-09-09,6.0
2020-09-10,7.07692
2020-09-11,6.46153
2020-09-12,5.53846
2020-09-13,2.92307
2020-09-14,9.23076
2020-09-15,7.07692
2020-09-16,6.15384
2020-09-17,5.38461
2020-09-18,7.84615
2020-09-19,4.61538
2020-09-20,3.07692
2020-09-21,3.23076
2020-09-22,7.07692
2020-09-23,6.15384
2020-09-24,6.46153
2020-09-25,4.30769
2020-09-26,3.07692
2020-09-27,2.46153
2020-09-28,3.84615
2020-09-29,6.15384
2020-09-30,3.23076
2020-10-01,1.53846
2020-10-02,3.23076
2020-10-03,3.23076
2020-10-04,4.46153
2020-10-05,6.76923
2020-10-06,6.61538
2020-10-07,8.15384
2020-10-08,4.61538
2020-10-09,4.61538
2020-10-10,3.84615
2020-10-11,2.92307
2020-10-12,6.0
2020-10-13,6.92307
2020-10-14,5.53846
2020-10-15,5.23076
2020-10-16,6.15384
2020-10-17,2.46153
2020-10-18,2.30769
2020-10-19,5.53846
2020-10-20,6.92307
2020-10-21,7.84615
2020-10-22,8.15384
2020-10-23,7.07692
2020-10-24,3.38461
2020-10-25,3.38461
2020-10-26,5.38461
2020-10-27,6.30769
2020-10-28,5.6923
2020-10-29,4.61538
2020-10-30,6.61538
2020-10-31,4.92307
2020-11-01,2.0
2020-11-02,5.6923
2020-11-03,5.84615
2020-11-04,6.76923
2020-11-05,5.53846
2020-11-06,6.92307
2020-11-07,4.76923
2020-11-08,1.84615
2020-11-09,5.84615
2020-11-10,7.07692
2020-11-11,4.61538
2020-11-12,9.07692
2020-11-13,5.23076
2020-11-14,3.23076
2020-11-15,2.15384
2020-11-16,7.23076
2020-11-17,7.38461
2020-11-18,6.46153
2020-11-19,5.84615
2020-11-20,4.46153
2020-11-21,4.0
2020-11-22,2.76923
2020-11-23,5.84615
2020-11-24,7.07692
2020-11-25,5.23076
2020-11-26,6.0
2020-11-27,6.15384
2020-11-28,3.53846
2020-11-29,3.38461
2020-11-30,6.46153
2020-12-01,7.6923
2020-12-02,4.61538
2020-12-03,8.76923
2020-12-04,9.53846
2020-12-05,4.92307
2020-12-06,5.38461
2020-12-07,9.6923
2020-12-08,7.6923
2020-12-09,6.15384
2020-12-10,6.46153
2020-12-11,5.6923
2020-12-12,3.38461
2020-12-13,3.38461
2020-12-14,5.23076
2020-12-15,6.30769
2020-12-16,4.30769
2020-12-17,6.15384
2020-12-18,6.0
2020-12-19,2.15384
2020-12-20,3.38461
2020-12-21,4.76923
2020-12-22,6.92307
2020-12-23,5.53846
2020-12-24,4.76923
2020-12-25,2.92307
2020-12-26,2.30769
2020-12-27,3.23076
2020-12-28,5.53846
2020-12-29,4.30769
2020-12-30,4.92307
2020-12-31,6.30769
2021-01-01,3.53846
2021-01-02,5.84615
2021-01-03,4.46153
2021-01-04,9.6923
2021-01-05,8.76923
2021-01-06,6.92307
2021-01-07,7.53846
2021-01-08,7.38461
2021-01-09,2.61538
2021-01-10,6.30769
2021-01-11,7.23076
