date,은행금리
2020-03-20,17.66773
2020-03-21,9.10543
2020-03-22,8.99361
2020-03-23,16.85303
2020-03-24,15.99041
2020-03-25,13.64217
2020-03-26,16.54952
2020-03-27,13.3706
2020-03-28,7.7476
2020-03-29,6.67731
2020-03-30,13.89776
2020-03-31,13.99361
2020-04-01,13.08306
2020-04-02,12.26837
2020-04-03,9.31309
2020-04-04,6.35782
2020-04-05,5.67092
2020-04-06,10.99041
2020-04-07,10.70287
2020-04-08,9.96805
2020-04-09,11.61341
2020-04-10,9.90415
2020-04-11,4.66453
2020-04-12,4.92012
2020-04-13,10.6869
2020-04-14,9.21725
2020-04-15,5.15974
2020-04-16,10.07987
2020-04-17,9.40894
2020-04-18,5.11182
2020-04-19,5.36741
2020-04-20,10.57507
2020-04-21,8.91373
2020-04-22,9.15335
2020-04-23,8.61022
2020-04-24,7.90734
2020-04-25,4.60063
2020-04-26,5.54313
2020-04-27,10.79872
2020-04-28,9.39297
2020-04-29,7.8115
2020-04-30,4.39297
2020-05-01,4.29712
2020-05-02,3.25878
2020-05-03,4.7444
2020-05-04,9.40894
2020-05-05,4.84025
2020-05-06,8.51437
2020-05-07,8.06709
2020-05-08,6.83706
2020-05-09,4.68051
2020-05-10,4.23322
2020-05-11,9.2492
2020-05-12,7.58785
2020-05-13,7.90734
2020-05-14,8.65814
2020-05-15,8.19488
2020-05-16,4.28115
2020-05-17,4.36102
2020-05-18,8.65814
2020-05-19,9.32907
2020-05-20,9.40894
2020-05-21,8.89776
2020-05-22,7.26837
2020-05-23,4.58466
2020-05-24,5.27156
2020-05-25,9.85623
2020-05-26,7.63578
2020-05-27,7.17252
2020-05-28,15.6869
2020-05-29,12.38019
2020-05-30,5.27156
2020-05-31,5.39936
2020-06-01,11.50159
2020-06-02,10.04792
2020-06-03,10.46325
2020-06-04,8.89776
2020-06-05,8.97763
2020-06-06,4.40894
2020-06-07,4.60063
2020-06-08,8.4984
2020-06-09,7.42811
2020-06-10,7.93929
2020-06-11,9.13738
2020-06-12,6.59744
2020-06-13,3.72204
2020-06-14,4.02555
2020-06-15,9.34504
2020-06-16,8.32268
2020-06-17,7.73162
2020-06-18,7.65175
2020-06-19,7.0607
2020-06-20,3.76996
2020-06-21,3.73801
2020-06-22,7.38019
2020-06-23,7.82747
2020-06-24,7.34824
2020-06-25,8.41853
2020-06-26,6.869
2020-06-27,3.48242
2020-06-28,4.64856
2020-06-29,8.09904
2020-06-30,8.86581
2020-07-01,7.89137
2020-07-02,8.09904
2020-07-03,7.8115
2020-07-04,3.81789
2020-07-05,4.31309
2020-07-06,8.08306
2020-07-07,7.65175
2020-07-08,8.11501
2020-07-09,8.65814
2020-07-10,7.09265
2020-07-11,4.45686
2020-07-12,4.20127
2020-07-13,8.59424
2020-07-14,9.23322
2020-07-15,8.5623
2020-07-16,9.56869
2020-07-17,7.85942
2020-07-18,4.26517
2020-07-19,4.15335
2020-07-20,7.6837
2020-07-21,7.8115
2020-07-22,7.38019
2020-07-23,6.90095
2020-07-24,6.48562
2020-07-25,4.10543
2020-07-26,3.88178
2020-07-27,8.01916
2020-07-28,7.36421
2020-07-29,7.53993
2020-07-30,8.35463
2020-07-31,15.73482
2020-08-01,8.33865
2020-08-02,6.02236
2020-08-03,8.83386
2020-08-04,8.40255
2020-08-05,8.83386
2020-08-06,8.22683
2020-08-07,8.88178
2020-08-08,4.34504
2020-08-09,3.92971
2020-08-10,9.13738
2020-08-11,7.93929
2020-08-12,7.49201
2020-08-13,7.95527
2020-08-14,7.15654
2020-08-15,3.61022
2020-08-16,3.92971
2020-08-17,5.97444
2020-08-18,9.64856
2020-08-19,8.70607
2020-08-20,9.00958
2020-08-21,8.64217
2020-08-22,4.39297
2020-08-23,4.44089
2020-08-24,8.91373
2020-08-25,8.09904
2020-08-26,8.06709
2020-08-27,9.63258
2020-08-28,8.73801
2020-08-29,4.32907
2020-08-30,3.83386
2020-08-31,9.64856
2020-09-01,8.81789
2020-09-02,8.83386
2020-09-03,8.25878
2020-09-04,7.49201
2020-09-05,4.2492
2020-09-06,4.42492
2020-09-07,7.97124
2020-09-08,8.81789
2020-09-09,8.21086
2020-09-10,7.90734
2020-09-11,7.77955
2020-09-12,4.85623
2020-09-13,5.38338
2020-09-14,9.13738
2020-09-15,9.53674
2020-09-16,9.53674
2020-09-17,9.92012
2020-09-18,7.58785
2020-09-19,4.47284
2020-09-20,4.16932
2020-09-21,9.20127
2020-09-22,7.38019
2020-09-23,8.03514
2020-09-24,7.7476
2020-09-25,8.94568
2020-09-26,4.2492
2020-09-27,4.61661
2020-09-28,8.01916
2020-09-29,7.76357
2020-09-30,3.51437
2020-10-01,2.95527
2020-10-02,3.19488
2020-10-03,3.32268
2020-10-04,4.7444
2020-10-05,10.01597
2020-10-06,9.23322
2020-10-07,9.1214
2020-10-08,7.76357
2020-10-09,4.79233
2020-10-10,4.23322
2020-10-11,4.9361
2020-10-12,9.36102
2020-10-13,9.45686
2020-10-14,8.94568
2020-10-15,8.29073
2020-10-16,8.11501
2020-10-17,4.00958
2020-10-18,3.89776
2020-10-19,8.32268
2020-10-20,8.92971
2020-10-21,9.0575
2020-10-22,8.41853
2020-10-23,7.25239
2020-10-24,4.34504
2020-10-25,5.14376
2020-10-26,8.29073
2020-10-27,7.97124
2020-10-28,8.3706
2020-10-29,8.65814
2020-10-30,7.6198
2020-10-31,4.08945
2020-11-01,4.37699
2020-11-02,7.8115
2020-11-03,8.62619
2020-11-04,8.53035
2020-11-05,7.87539
2020-11-06,7.6837
2020-11-07,3.51437
2020-11-08,4.44089
2020-11-09,8.54632
2020-11-10,7.97124
2020-11-11,8.88178
2020-11-12,8.61022
2020-11-13,7.60383
2020-11-14,4.32907
2020-11-15,4.8722
2020-11-16,10.78274
2020-11-17,8.88178
2020-11-18,8.53035
2020-11-19,8.59424
2020-11-20,8.05111
2020-11-21,5.15974
2020-11-22,5.27156
2020-11-23,9.76038
2020-11-24,8.72204
2020-11-25,8.76996
2020-11-26,8.96166
2020-11-27,8.00319
2020-11-28,4.8083
2020-11-29,4.88817
2020-11-30,8.96166
2020-12-01,8.91373
2020-12-02,9.44089
2020-12-03,8.83386
2020-12-04,7.97124
2020-12-05,4.47284
2020-12-06,5.07987
2020-12-07,9.40894
2020-12-08,7.95527
2020-12-09,8.4345
2020-12-10,8.4345
2020-12-11,8.27476
2020-12-12,4.90415
2020-12-13,4.77635
2020-12-14,8.32268
2020-12-15,8.48242
2020-12-16,10.51118
2020-12-17,9.56869
2020-12-18,7.6837
2020-12-19,4.2492
2020-12-20,4.23322
2020-12-21,9.66453
2020-12-22,8.92971
2020-12-23,8.25878
2020-12-24,7.34824
2020-12-25,4.63258
2020-12-26,5.0
2020-12-27,6.38977
2020-12-28,10.39936
2020-12-29,9.55271
2020-12-30,9.37699
2020-12-31,8.73801
2021-01-01,6.10223
2021-01-02,6.19808
2021-01-03,7.10862
2021-01-04,11.69329
2021-01-05,10.6869
2021-01-06,10.27156
2021-01-07,8.57827
2021-01-08,10.67092
2021-01-09,5.5591
2021-01-10,6.3738
2021-01-11,10.83067
2021-01-12,10.07987
2021-01-13,11.11821
2021-01-14,10.89456
2021-01-15,10.46325
2021-01-16,5.63897
2021-01-17,5.36741
2021-01-18,8.80191
2021-01-19,10.07987
2021-01-20,9.56869
2021-01-21,9.21725
2021-01-22,8.59424
2021-01-23,5.75079
2021-01-24,5.41533
2021-01-25,9.68051
2021-01-26,8.84984
2021-01-27,9.9361
2021-01-28,9.1214
2021-01-29,8.83386
2021-01-30,5.35143
2021-01-31,6.40575
2021-02-01,11.05431
2021-02-02,8.3706
2021-02-03,9.29712
2021-02-04,8.14696
2021-02-05,8.03514
2021-02-06,4.55271
2021-02-07,4.90415
2021-02-08,8.40255
2021-02-09,8.41853
2021-02-10,7.39616
2021-02-11,4.29712
2021-02-12,4.66453
2021-02-13,4.44089
2021-02-14,5.95846
2021-02-15,10.92651
2021-02-16,9.2492
2021-02-17,10.31948
2021-02-18,9.68051
2021-02-19,8.32268
2021-02-20,5.65495
2021-02-21,5.6869
2021-02-22,10.78274
2021-02-23,11.82108
2021-02-24,10.14376
2021-02-25,9.31309
2021-02-26,8.75399
2021-02-27,5.71884
2021-02-28,7.17252
2021-03-01,8.89776
2021-03-02,10.17571
2021-03-03,10.31948
2021-03-04,10.04792
2021-03-05,10.41533
2021-03-06,5.67092
2021-03-07,5.97444
2021-03-08,10.54313
2021-03-09,12.23642
2021-03-10,10.75079
2021-03-11,9.0575
2021-03-12,7.42811
2021-03-13,4.79233
2021-03-14,6.34185
2021-03-15,10.4313
2021-03-16,8.94568
2021-03-17,9.04153
2021-03-18,9.8083
2021-03-19,8.67412
2021-03-20,4.84025
2021-03-21,5.12779
2021-03-22,8.5623
2021-03-23,8.97763
2021-03-24,8.01916
2021-03-25,8.48242
2021-03-26,6.75718
2021-03-27,3.97763
2021-03-28,4.45686
2021-03-29,8.09904
2021-03-30,7.89137
2021-03-31,8.11501
2021-04-01,7.71565
2021-04-02,6.43769
2021-04-03,3.94568
2021-04-04,3.59424
2021-04-05,6.80511
2021-04-06,7.14057
2021-04-07,6.90095
2021-04-08,6.54952
2021-04-09,5.60702
2021-04-10,2.85942
2021-04-11,3.33865
2021-04-12,5.86261
2021-04-13,5.623
2021-04-14,6.13418
2021-04-15,6.23003
2021-04-16,5.25559
2021-04-17,3.54632
2021-04-18,3.86581
2021-04-19,6.64536
2021-04-20,7.36421
2021-04-21,5.4313
2021-04-22,4.92012
2021-04-23,5.57507
2021-04-24,3.46645
2021-04-25,3.3067
2021-04-26,6.3738
2021-04-27,6.15015
2021-04-28,6.10223
2021-04-29,5.6869
