date,가상화폐시세
2020-03-20,32.43406
2020-03-21,25.23656
2020-03-22,22.70988
2020-03-23,29.70605
2020-03-24,31.59855
2020-03-25,30.73283
2020-03-26,28.75981
2020-03-27,24.6527
2020-03-28,19.62955
2020-03-29,17.70686
2020-03-30,23.26353
2020-03-31,22.69981
2020-04-01,20.66639
2020-04-02,21.37104
2020-04-03,19.41815
2020-04-04,15.28085
2020-04-05,15.20032
2020-04-06,24.50171
2020-04-07,27.85383
2020-04-08,22.93134
2020-04-09,20.86772
2020-04-10,18.67324
2020-04-11,14.29434
2020-04-12,13.87155
2020-04-13,18.87457
2020-04-14,16.79081
2020-04-15,12.59311
2020-04-16,15.99557
2020-04-17,17.58606
2020-04-18,13.52929
2020-04-19,13.58969
2020-04-20,16.58949
2020-04-21,16.63982
2020-04-22,15.76404
2020-04-23,15.81437
2020-04-24,19.79061
2020-04-25,15.53251
2020-04-26,15.84457
2020-04-27,21.05898
2020-04-28,19.42822
2020-04-29,19.18663
2020-04-30,26.1224
2020-05-01,19.99194
2020-05-02,17.576
2020-05-03,20.87779
2020-05-04,21.52204
2020-05-05,18.43164
2020-05-06,21.79383
2020-05-07,23.3944
2020-05-08,24.48157
2020-05-09,19.29736
2020-05-10,23.82725
2020-05-11,25.68955
2020-05-12,23.26353
2020-05-13,18.13972
2020-05-14,20.08254
2020-05-15,18.32091
2020-05-16,14.32454
2020-05-17,13.29776
2020-05-18,20.304
2020-05-19,19.29736
2020-05-20,18.53231
2020-05-21,18.52224
2020-05-22,18.8343
2020-05-23,12.9857
2020-05-24,12.96557
2020-05-25,17.01228
2020-05-26,16.33782
2020-05-27,14.79766
2020-05-28,15.7741
2020-05-29,14.88826
2020-05-30,11.7274
2020-05-31,11.78779
2020-06-01,15.61304
2020-06-02,18.20012
2020-06-03,17.2438
2020-06-04,15.97543
2020-06-05,14.4252
2020-06-06,10.80128
2020-06-07,11.16368
2020-06-08,15.93517
2020-06-09,14.00241
2020-06-10,13.56955
2020-06-11,14.50573
2020-06-12,15.32111
2020-06-13,10.51942
2020-06-14,10.42883
2020-06-15,16.31769
2020-06-16,16.48882
2020-06-17,15.04932
2020-06-18,13.38836
2020-06-19,11.3348
2020-06-20,9.29132
2020-06-21,10.92208
2020-06-22,12.66357
2020-06-23,12.94543
2020-06-24,12.16025
2020-06-25,12.30118
2020-06-26,10.97241
2020-06-27,8.31487
2020-06-28,8.71753
2020-06-29,10.94221
2020-06-30,10.80128
2020-07-01,10.81135
2020-07-02,9.90537
2020-07-03,8.637
2020-07-04,6.77471
2020-07-05,6.64384
2020-07-06,8.19408
2020-07-07,8.4558
2020-07-08,8.84839
2020-07-09,10.43889
2020-07-10,8.486
2020-07-11,7.37869
2020-07-12,7.21763
2020-07-13,8.7578
2020-07-14,10.45902
2020-07-15,8.95913
2020-07-16,8.34507
2020-07-17,7.96255
2020-07-18,6.22105
2020-07-19,6.65391
2020-07-20,8.33501
2020-07-21,7.94241
2020-07-22,9.10006
2020-07-23,9.20072
2020-07-24,9.54298
2020-07-25,8.13368
2020-07-26,9.69398
2020-07-27,15.29092
2020-07-28,19.15643
2020-07-29,17.25387
2020-07-30,16.05596
2020-07-31,14.40507
2020-08-01,14.20374
2020-08-02,24.02858
2020-08-03,19.29736
2020-08-04,18.37125
2020-08-05,16.44856
2020-08-06,16.78075
2020-08-07,18.82423
2020-08-08,12.59311
2020-08-09,13.41856
2020-08-10,18.54237
2020-08-11,16.84115
2020-08-12,16.98208
2020-08-13,14.20374
2020-08-14,14.40507
2020-08-15,12.90517
2020-08-16,11.31467
2020-08-17,12.65351
2020-08-18,17.89812
2020-08-19,15.35131
2020-08-20,14.96879
2020-08-21,13.94201
2020-08-22,10.68049
2020-08-23,9.80471
2020-08-24,13.20716
2020-08-25,12.55284
2020-08-26,12.34145
2020-08-27,11.4858
2020-08-28,11.4254
2020-08-29,8.32494
2020-08-30,9.72417
2020-08-31,11.21401
2020-09-01,13.44876
2020-09-02,14.95872
2020-09-03,13.47896
2020-09-04,15.82444
2020-09-05,11.08314
2020-09-06,12.82464
2020-09-07,13.66015
2020-09-08,12.71391
2020-09-09,12.81457
2020-09-10,11.99919
2020-09-11,10.99255
2020-09-12,8.11354
2020-09-13,8.25447
2020-09-14,9.8953
2020-09-15,10.20736
2020-09-16,9.74431
2020-09-17,11.05294
2020-09-18,9.22085
2020-09-19,8.03301
2020-09-20,9.32152
2020-09-21,9.71411
2020-09-22,10.1067
2020-09-23,9.36178
2020-09-24,10.05637
2020-09-25,9.32152
2020-09-26,7.71089
2020-09-27,7.89208
2020-09-28,8.83833
2020-09-29,8.4558
2020-09-30,6.9559
2020-10-01,6.69418
2020-10-02,7.60016
2020-10-03,7.1975
2020-10-04,7.35856
2020-10-05,9.67384
2020-10-06,8.14374
2020-10-07,8.55647
2020-10-08,8.30481
2020-10-09,6.70424
2020-10-10,8.33501
2020-10-11,8.40547
2020-10-12,10.12683
2020-10-13,10.36843
2020-10-14,9.67384
2020-10-15,9.04972
2020-10-16,9.10006
2020-10-17,6.60358
2020-10-18,7.1069
2020-10-19,9.19065
2020-10-20,10.40869
2020-10-21,12.41191
2020-10-22,19.80068
2020-10-23,17.3948
2020-10-24,11.30461
2020-10-25,12.48238
2020-10-26,15.53251
2020-10-27,16.73042
2020-10-28,20.86772
2020-10-29,16.33782
2020-10-30,14.85806
2020-10-31,11.90859
2020-11-01,12.8951
2020-11-02,16.87135
2020-11-03,14.93859
2020-11-04,14.98892
2020-11-05,19.17656
2020-11-06,25.27682
2020-11-07,17.34447
2020-11-08,17.55586
2020-11-09,22.52868
2020-11-10,20.81739
2020-11-11,21.43144
2020-11-12,21.70324
2020-11-13,24.7131
2020-11-14,16.24723
2020-11-15,15.78417
2020-11-16,20.92812
2020-11-17,27.42097
2020-11-18,44.89631
2020-11-19,42.79243
2020-11-20,36.76263
2020-11-21,30.35031
2020-11-22,30.61203
2020-11-23,40.46708
2020-11-24,50.91604
2020-11-25,50.28186
2020-11-26,53.60378
2020-11-27,47.14113
2020-11-28,30.27984
2020-11-29,31.28649
2020-11-30,41.50392
2020-12-01,48.83229
2020-12-02,39.10811
2020-12-03,35.40366
2020-12-04,30.13891
2020-12-05,21.32071
2020-12-06,22.20656
2020-12-07,28.09542
2020-12-08,25.56875
2020-12-09,30.12885
2020-12-10,27.33038
2020-12-11,25.23656
2020-12-12,18.58264
2020-12-13,22.41795
2020-12-14,26.59553
2020-12-15,29.13227
2020-12-16,28.06523
2020-12-17,54.91242
2020-12-18,42.76223
2020-12-19,27.11898
2020-12-20,29.58526
2020-12-21,38.72558
2020-12-22,37.44715
2020-12-23,37.05456
2020-12-24,32.28306
2020-12-25,23.16287
2020-12-26,25.65935
2020-12-27,40.64827
2020-12-28,44.36279
2020-12-29,35.95731
2020-12-30,36.6821
2020-12-31,28.20616
2021-01-01,26.0318
2021-01-02,27.43104
2021-01-03,45.4399
2021-01-04,53.35212
2021-01-05,44.46345
2021-01-06,50.61405
2021-01-07,54.77149
2021-01-08,55.27481
2021-01-09,39.78256
2021-01-10,42.85282
2021-01-11,70.92812
2021-01-12,65.19025
2021-01-13,51.12744
2021-01-14,46.02375
2021-01-15,42.97362
2021-01-16,30.8335
2021-01-17,31.03482
2021-01-18,37.53774
2021-01-19,35.30299
2021-01-20,33.8031
2021-01-21,35.50432
2021-01-22,45.91302
2021-01-23,31.19589
2021-01-24,27.64244
2021-01-25,34.35675
2021-01-26,32.40386
2021-01-27,28.91081
2021-01-28,30.03825
2021-01-29,32.07167
2021-01-30,26.14254
2021-01-31,27.11898
2021-02-01,35.76605
2021-02-02,30.60197
2021-02-03,29.05174
2021-02-04,29.97785
2021-02-05,25.44795
2021-02-06,23.2434
2021-02-07,22.97161
2021-02-08,28.38735
2021-02-09,53.06019
2021-02-10,41.86631
2021-02-11,30.55164
2021-02-12,34.36682
2021-02-13,34.54801
2021-02-14,33.63197
2021-02-15,43.11455
2021-02-16,41.79585
2021-02-17,45.36943
2021-02-18,48.85242
2021-02-19,45.17817
2021-02-20,46.57741
2021-02-21,40.65834
2021-02-22,58.4256
2021-02-23,74.8037
2021-02-24,60.69055
2021-02-25,45.3493
2021-02-26,43.38634
2021-02-27,33.98429
2021-02-28,33.42057
2021-03-01,37.23575
2021-03-02,37.9102
2021-03-03,35.98751
2021-03-04,35.61505
2021-03-05,31.72941
2021-03-06,25.45802
2021-03-07,23.81719
2021-03-08,30.14898
2021-03-09,37.8196
2021-03-10,37.03442
2021-03-11,34.86007
2021-03-12,32.46426
2021-03-13,28.93094
2021-03-14,36.94382
2021-03-15,44.50372
2021-03-16,42.66156
2021-03-17,39.11817
2021-03-18,36.60157
2021-03-19,34.69901
2021-03-20,28.07529
2021-03-21,29.19267
2021-03-22,34.92047
2021-03-23,39.76243
2021-03-24,35.001
2021-03-25,36.99416
2021-03-26,32.98771
2021-03-27,23.06221
2021-03-28,24.7131
2021-03-29,30.8033
2021-03-30,32.90718
2021-03-31,34.71914
2021-04-01,32.72599
2021-04-02,34.93054
2021-04-03,29.70605
2021-04-04,31.95087
2021-04-05,36.88343
2021-04-06,43.53734
2021-04-07,49.58727
2021-04-08,44.52385
2021-04-09,34.56814
2021-04-10,28.19609
2021-04-11,31.36702
2021-04-12,35.1822
2021-04-13,38.78598
2021-04-14,40.03422
2021-04-15,40.52748
2021-04-16,35.44392
2021-04-17,31.72941
2021-04-18,42.45017
2021-04-19,50.98651
2021-04-20,60.62009
2021-04-21,51.44956
2021-04-22,55.29494
2021-04-23,83.39037
2021-04-24,63.57962
2021-04-25,51.32876
2021-04-26,66.0459
2021-04-27,54.3185
2021-04-28,50.75498
2021-04-29,42.2287
2021-04-30,35.77612
2021-05-01,32.273
2021-05-02,32.10187
2021-05-03,37.57801
2021-05-04,37.99073
2021-05-05,34.40708
2021-05-06,37.40688
2021-05-07,37.85987
2021-05-08,29.81679
2021-05-09,30.55164
2021-05-10,35.78618
2021-05-11,36.4103
2021-05-12,32.64546
2021-05-13,54.71109
2021-05-14,45.75196
2021-05-15,33.69236
2021-05-16,37.12502
2021-05-17,65.28085
2021-05-18,48.04711
2021-05-19,66.29756
