date,주식사는법
2020-03-20,87.40907
2020-03-21,46.25194
2020-03-22,35.64537
2020-03-23,65.85202
2020-03-24,63.52679
2020-03-25,69.51943
2020-03-26,63.45071
2020-03-27,48.49499
2020-03-28,28.8036
2020-03-29,26.56663
2020-03-30,34.81145
2020-03-31,34.93623
2020-04-01,35.3958
2020-04-02,27.40359
2020-04-03,21.40183
2020-04-04,15.48528
2020-04-05,15.28745
2020-04-06,26.28054
2020-04-07,29.32099
2020-04-08,25.8088
2020-04-09,22.23574
2020-04-10,20.3153
2020-04-11,13.47658
2020-04-12,13.87527
2020-04-13,17.15007
2020-04-14,16.05746
2020-04-15,12.52701
2020-04-16,13.42179
2020-04-17,19.36573
2020-04-18,12.05222
2020-04-19,13.05049
2020-04-20,17.03137
2020-04-21,19.63356
2020-04-22,90.05995
2020-04-23,20.26052
2020-04-24,13.6744
2020-04-25,8.59177
2020-04-26,9.1883
2020-04-27,12.56048
2020-04-28,12.61222
2020-04-29,14.07614
2020-04-30,8.11394
2020-05-01,7.25568
2020-05-02,6.3122
2020-05-03,6.43089
2020-05-04,9.90047
2020-05-05,8.72569
2020-05-06,11.52265
2020-05-07,9.96743
2020-05-08,7.85525
2020-05-09,5.96524
2020-05-10,6.30611
2020-05-11,8.92351
2020-05-12,9.84265
2020-05-13,10.05873
2020-05-14,10.48178
2020-05-15,10.10439
2020-05-16,5.99567
2020-05-17,6.51307
2020-05-18,9.32221
2020-05-19,11.90309
2020-05-20,13.06266
2020-05-21,17.17442
2020-05-22,12.29266
2020-05-23,8.24481
2020-05-24,9.47134
2020-05-25,14.41701
2020-05-26,14.4718
2020-05-27,13.34875
2020-05-28,12.50266
2020-05-29,10.2383
2020-05-30,7.20698
2020-05-31,7.59046
2020-06-01,12.30179
2020-06-02,14.80049
2020-06-03,18.55008
2020-06-04,16.99485
2020-06-05,14.41397
2020-06-06,10.357
2020-06-07,11.32178
2020-06-08,15.3605
2020-06-09,15.81093
2020-06-10,14.9131
2020-06-11,16.36789
2020-06-12,14.48397
2020-06-13,8.33916
2020-06-14,8.63134
2020-06-15,14.37441
2020-06-16,15.70745
2020-06-17,14.16745
2020-06-18,13.69875
2020-06-19,11.8057
2020-06-20,7.79438
2020-06-21,8.56438
2020-06-22,13.13266
2020-06-23,13.26962
2020-06-24,13.33962
2020-06-25,13.16614
2020-06-26,10.04656
2020-06-27,6.44307
2020-06-28,7.50829
2020-06-29,10.67961
2020-06-30,11.65961
2020-07-01,10.50004
2020-07-02,12.24092
2020-07-03,11.79048
2020-07-04,7.00611
2020-07-05,14.49006
2020-07-06,16.7605
2020-07-07,17.60659
2020-07-08,15.54006
2020-07-09,16.71485
2020-07-10,13.58918
2020-07-11,9.91265
2020-07-12,13.80832
2020-07-13,16.93703
2020-07-14,16.26441
2020-07-15,16.65398
2020-07-16,13.83571
2020-07-17,13.85397
2020-07-18,9.13047
2020-07-19,9.66308
2020-07-20,15.34832
2020-07-21,20.09008
2020-07-22,22.9114
2020-07-23,22.84749
2020-07-24,18.48312
2020-07-25,11.92135
2020-07-26,28.28012
2020-07-27,26.58794
2020-07-28,24.03749
2020-07-29,23.2827
2020-07-30,20.57095
2020-07-31,18.82703
2020-08-01,13.09614
2020-08-02,13.73832
2020-08-03,21.10357
2020-08-04,21.9527
2020-08-05,23.28575
2020-08-06,24.16227
2020-08-07,25.09358
2020-08-08,16.99485
2020-08-09,19.40834
2020-08-10,30.03013
2020-08-11,28.59055
2020-08-12,24.89576
2020-08-13,23.71488
2020-08-14,19.98356
2020-08-15,12.94701
2020-08-16,12.7157
2020-08-17,14.98615
2020-08-18,19.0553
2020-08-19,19.38095
2020-08-20,21.904
2020-08-21,18.50138
2020-08-22,11.90309
2020-08-23,13.09005
2020-08-24,17.60355
2020-08-25,19.57269
2020-08-26,22.01966
2020-08-27,23.1914
2020-08-28,20.54661
2020-08-29,13.8631
2020-08-30,33.75536
2020-08-31,30.42274
2020-09-01,30.96752
2020-09-02,29.88404
2020-09-03,28.88882
2020-09-04,23.65097
2020-09-05,14.77615
2020-09-06,19.04312
2020-09-07,28.22534
2020-09-08,27.45533
2020-09-09,28.84925
2020-09-10,30.44404
2020-09-11,24.41793
2020-09-12,14.55397
2020-09-13,20.17226
2020-09-14,24.78923
2020-09-15,25.98533
2020-09-16,26.14967
2020-09-17,20.79009
2020-09-18,17.02833
2020-09-19,11.24874
2020-09-20,11.56526
2020-09-21,16.23398
2020-09-22,16.87616
2020-09-23,17.20485
2020-09-24,20.85096
2020-09-25,14.5631
2020-09-26,10.57308
2020-09-27,10.89265
2020-09-28,13.65005
2020-09-29,11.31874
2020-09-30,11.85439
2020-10-01,14.0244
2020-10-02,13.76266
2020-10-03,12.74918
2020-10-04,15.28745
2020-10-05,20.24834
2020-10-06,17.79529
2020-10-07,16.23398
2020-10-08,14.75789
2020-10-09,12.83744
2020-10-10,10.32961
2020-10-11,11.67483
2020-10-12,15.35745
2020-10-13,22.85053
2020-10-14,21.21617
2020-10-15,20.89356
2020-10-16,15.72572
2020-10-17,12.00048
2020-10-18,11.34004
2020-10-19,14.29527
2020-10-20,13.85701
2020-10-21,13.33962
2020-10-22,11.56222
2020-10-23,10.12569
2020-10-24,6.56481
2020-10-25,10.33265
2020-10-26,12.61527
2020-10-27,12.16483
2020-10-28,11.74787
2020-10-29,11.96396
2020-10-30,10.46961
2020-10-31,8.79569
2020-11-01,9.56569
2020-11-02,11.4557
2020-11-03,11.14526
2020-11-04,11.18787
2020-11-05,12.18918
2020-11-06,11.52265
2020-11-07,8.42134
2020-11-08,9.08482
2020-11-09,14.44745
2020-11-10,19.06138
2020-11-11,16.6692
2020-11-12,17.55181
2020-11-13,15.91746
2020-11-14,11.0083
2020-11-15,10.94743
2020-11-16,22.91749
2020-11-17,22.40922
2020-11-18,19.46008
2020-11-19,18.23355
2020-11-20,16.90355
2020-11-21,14.31962
2020-11-22,15.27832
2020-11-23,22.21748
2020-11-24,24.29923
2020-11-25,42.69714
2020-11-26,32.76622
2020-11-27,26.95316
2020-11-28,25.27315
2020-11-29,23.7514
2020-11-30,26.94403
2020-12-01,35.30145
2020-12-02,32.86362
2020-12-03,36.48841
2020-12-04,34.12362
2020-12-05,22.16574
2020-12-06,27.33664
2020-12-07,33.85884
2020-12-08,31.34491
2020-12-09,31.90492
2020-12-10,31.33578
2020-12-11,28.29229
2020-12-12,20.73835
2020-12-13,20.58617
2020-12-14,27.76272
2020-12-15,25.54402
2020-12-16,24.60967
2020-12-17,23.71184
2020-12-18,23.70271
2020-12-19,19.13443
2020-12-20,20.09617
2020-12-21,27.39446
2020-12-22,25.67793
2020-12-23,26.35663
2020-12-24,26.03098
2020-12-25,21.00922
2020-12-26,20.44313
2020-12-27,27.56794
2020-12-28,38.12886
2020-12-29,37.13668
2020-12-30,43.22366
2020-12-31,33.79797
2021-01-01,31.85318
2021-01-02,33.32623
2021-01-03,38.38147
2021-01-04,60.15765
2021-01-05,66.28724
2021-01-06,76.93337
2021-01-07,71.18726
2021-01-08,100.0
2021-01-09,72.89162
2021-01-10,64.70462
2021-01-11,98.31999
2021-01-12,70.84639
2021-01-13,62.65331
2021-01-14,61.52722
2021-01-15,49.16456
2021-01-16,30.29491
2021-01-17,30.33143
2021-01-18,41.14191
2021-01-19,45.21715
2021-01-20,43.77149
2021-01-21,45.50932
2021-01-22,42.55409
2021-01-23,29.56447
2021-01-24,29.9023
2021-01-25,41.83887
2021-01-26,52.75283
2021-01-27,42.15235
2021-01-28,39.88495
2021-01-29,34.14188
2021-01-30,23.57488
2021-01-31,24.97793
2021-02-01,33.46318
2021-02-02,34.51928
2021-02-03,30.75752
2021-02-04,31.81361
2021-02-05,26.10098
2021-02-06,24.89576
2021-02-07,24.11358
2021-02-08,30.26447
2021-02-09,28.31968
2021-02-10,26.59098
2021-02-11,19.94095
2021-02-12,27.67446
2021-02-13,34.09319
2021-02-14,35.29537
2021-02-15,45.8015
2021-02-16,43.48844
2021-02-17,47.41455
2021-02-18,42.02757
2021-02-19,33.0584
2021-02-20,27.55881
2021-02-21,40.0006
2021-02-22,41.27887
2021-02-23,46.73281
2021-02-24,44.52628
2021-02-25,37.7119
2021-02-26,29.84447
2021-02-27,21.94966
2021-02-28,55.93937
2021-03-01,36.40015
2021-03-02,28.5936
2021-03-03,25.18793
2021-03-04,26.28663
2021-03-05,20.924
2021-03-06,17.68572
2021-03-07,27.63794
2021-03-08,26.90446
2021-03-09,30.80317
2021-03-10,30.26752
2021-03-11,32.56535
2021-03-12,31.73752
2021-03-13,28.76403
2021-03-14,34.96058
2021-03-15,35.89493
2021-03-16,30.83056
2021-03-17,29.1049
2021-03-18,30.20969
2021-03-19,27.23924
2021-03-20,21.05791
2021-03-21,21.25574
2021-03-22,24.49401
2021-03-23,21.80052
2021-03-24,20.82661
2021-03-25,20.44008
2021-03-26,18.62008
2021-03-27,14.92528
2021-03-28,15.92354
2021-03-29,21.28313
2021-03-30,23.54445
2021-03-31,21.12791
2021-04-01,20.88139
2021-04-02,20.51313
2021-04-03,18.56225
2021-04-04,17.32355
2021-04-05,22.67705
2021-04-06,22.64662
2021-04-07,22.57661
2021-04-08,21.79444
2021-04-09,19.84356
2021-04-10,15.21137
2021-04-11,16.40746
2021-04-12,24.70706
2021-04-13,24.07401
2021-04-14,24.88358
2021-04-15,28.4749
2021-04-16,25.34619
2021-04-17,19.79182
2021-04-18,17.67964
2021-04-19,22.63748
2021-04-20,22.95705
2021-04-21,24.2201
2021-04-22,22.69227
2021-04-23,21.37748
2021-04-24,15.67398
2021-04-25,16.3405
2021-04-26,20.74139
2021-04-27,20.73226
2021-04-28,22.04096
2021-04-29,18.98225
2021-04-30,16.66007
2021-05-01,12.48744
2021-05-02,13.02614
2021-05-03,15.74398
2021-05-04,14.09136
2021-05-05,15.26919
2021-05-06,15.75311
2021-05-07,14.73354
2021-05-08,11.55309
2021-05-09,12.32614
2021-05-10,17.06181
2021-05-11,17.63094
2021-05-12,19.17399
2021-05-13,19.23182
2021-05-14,15.40919
2021-05-15,10.41787
2021-05-16,12.51179
2021-05-17,14.59962
2021-05-18,12.15874
2021-05-19,11.8057
2021-05-20,13.45527
2021-05-21,13.00483
2021-05-22,8.58568
2021-05-23,9.05134
2021-05-24,13.06875
2021-05-25,13.67136
2021-05-26,12.72483
2021-05-27,12.87092
2021-05-28,12.93179
2021-05-29,8.61003
2021-05-30,8.59177
2021-05-31,11.87874
2021-06-01,11.57135
2021-06-02,12.82831
2021-06-03,14.29527
2021-06-04,11.83005
2021-06-05,9.03612
2021-06-06,9.66917
2021-06-07,14.30441
2021-06-08,12.70353
2021-06-09,11.50135
2021-06-10,11.7357
2021-06-11,10.87743
2021-06-12,7.58742
2021-06-13,7.69394
2021-06-14,10.36004
2021-06-15,11.41004
2021-06-16,11.65961
2021-06-17,10.847
2021-06-18,11.46178
2021-06-19,7.82177
2021-06-20,8.47916
2021-06-21,11.56526
2021-06-22,12.44179
2021-06-23,17.1379
2021-06-24,16.37398
2021-06-25,11.70526
2021-06-26,10.58526
2021-06-27,8.89612
2021-06-28,10.987
2021-06-29,10.24134
2021-06-30,10.38743
2021-07-01,9.54743
2021-07-02,9.36482
2021-07-03,7.21916
2021-07-04,7.39264
2021-07-05,9.57178
2021-07-06,10.25352
2021-07-07,9.82439
2021-07-08,10.14395
2021-07-09,9.05743
2021-07-10,6.86307
2021-07-11,7.09742
2021-07-12,8.44264
2021-07-13,8.99656
2021-07-14,9.05438
2021-07-15,9.67221
2021-07-16,7.56916
2021-07-17,5.8648
2021-07-18,5.97437
2021-07-19,8.09568
2021-07-20,7.82786
2021-07-21,8.81699
2021-07-22,9.17612
2021-07-23,8.19003
2021-07-24,6.25133
2021-07-25,5.83132
2021-07-26,8.34221
2021-07-27,8.39394
2021-07-28,8.05307
2021-07-29,8.5309
2021-07-30,7.35916
2021-07-31,5.29567
2021-08-01,5.2835
2021-08-02,6.55872
2021-08-03,7.51742
2021-08-04,8.58568
2021-08-05,8.4609
2021-08-06,10.69178
2021-08-07,7.30742
2021-08-08,7.75177
2021-08-09,12.56048
2021-08-10,12.77049
2021-08-11,13.59223
2021-08-12,13.76571
2021-08-13,15.79572
2021-08-14,10.077
2021-08-15,8.93569
2021-08-16,10.75265
2021-08-17,14.09136
2021-08-18,14.12788
2021-08-19,12.83744
2021-08-20,10.62787
2021-08-21,8.16568
2021-08-22,7.99829
2021-08-23,10.29917
2021-08-24,11.67178
2021-08-25,10.54265
2021-08-26,9.38004
2021-08-27,8.78351
2021-08-28,6.48568
2021-08-29,6.67742
2021-08-30,8.50655
2021-08-31,9.61438
2021-09-01,9.10308
2021-09-02,8.50047
2021-09-03,7.73046
2021-09-04,5.80698
2021-09-05,6.76568
2021-09-06,7.78829
2021-09-07,8.3696
2021-09-08,8.30873
2021-09-09,10.077
2021-09-10,7.87046
2021-09-11,6.27567
2021-09-12,6.33959
2021-09-13,7.00916
2021-09-14,7.42611
2021-09-15,7.07611
2021-09-16,6.64698
2021-09-17,7.15829
2021-09-18,5.1861
2021-09-19,4.70523
2021-09-20,4.2761
2021-09-21,5.43871
2021-09-22,6.68655
2021-09-23,9.41656
2021-09-24,8.37568
2021-09-25,6.62568
2021-09-26,5.90437
2021-09-27,7.30437
2021-09-28,7.84916
2021-09-29,8.05612
2021-09-30,7.05785
2021-10-01,6.8935
2021-10-02,4.43132
2021-10-03,4.90002
2021-10-04,5.67306
2021-10-05,7.8309
2021-10-06,7.87959
2021-10-07,7.66046
2021-10-08,6.81133
2021-10-09,4.8361
2021-10-10,5.01871
2021-10-11,5.71872
2021-10-12,12.82527
2021-10-13,10.71004
2021-10-14,9.3496
2021-10-15,7.46872
2021-10-16,5.73393
2021-10-17,5.92567
2021-10-18,5.89828
2021-10-19,5.95611
2021-10-20,5.47524
2021-10-21,5.81611
2021-10-22,5.2135
2021-10-23,3.92306
2021-10-24,4.61088
2021-10-25,7.32568
2021-10-26,7.66351
2021-10-27,6.42481
2021-10-28,5.77959
2021-10-29,5.43263
2021-10-30,4.24262
2021-10-31,4.62306
2021-11-01,6.38828
2021-11-02,7.0335
2021-11-03,7.45046
2021-11-04,6.94524
2021-11-05,5.67002
2021-11-06,4.07219
2021-11-07,4.2548
2021-11-08,6.00785
2021-11-09,6.02915
2021-11-10,5.63045
2021-11-11,6.1722
2021-11-12,5.67002
2021-11-13,4.35827
2021-11-14,5.59698
2021-11-15,6.56176
2021-11-16,7.8309
2021-11-17,8.05003
2021-11-18,7.66351
2021-11-19,6.69568
2021-11-20,4.62002
2021-11-21,5.22871
2021-11-22,7.31655
2021-11-23,6.46133
2021-11-24,6.48568
2021-11-25,6.59828
2021-11-26,5.02176
2021-11-27,4.43741
2021-11-28,4.3948
2021-11-29,5.9135
2021-11-30,6.39741
2021-12-01,5.89524
2021-12-02,5.75219
2021-12-03,4.91219
2021-12-04,4.11784
2021-12-05,4.60784
2021-12-06,5.53915
2021-12-07,5.83741
2021-12-08,5.59393
2021-12-09,5.35045
2021-12-10,5.26219
2021-12-11,4.21827
2021-12-12,5.47524
2021-12-13,6.23307
2021-12-14,6.25741
2021-12-15,5.50871
2021-12-16,6.09611
2021-12-17,4.92741
2021-12-18,3.89871
2021-12-19,4.44349
2021-12-20,5.31089
2021-12-21,4.89697
2021-12-22,5.33524
2021-12-23,5.45393
2021-12-24,5.0461
2021-12-25,4.30958
2021-12-26,4.98523
2021-12-27,5.63958
2021-12-28,5.91654
2021-12-29,5.75219
2021-12-30,5.4448
2021-12-31,4.37654
2022-01-01,4.26697
2022-01-02,5.79785
2022-01-03,8.04699
2022-01-04,7.29829
2022-01-05,7.47177
2022-01-06,7.05785
2022-01-07,6.84481
2022-01-08,5.1648
2022-01-09,9.66308
2022-01-10,8.8109
2022-01-11,8.56134
2022-01-12,8.24177
2022-01-13,8.24177
2022-01-14,7.28003
2022-01-15,6.16611
2022-01-16,9.20351
2022-01-17,8.18394
2022-01-18,9.25221
2022-01-19,8.82308
2022-01-20,8.49134
2022-01-21,7.76394
2022-01-22,5.60002
2022-01-23,7.11872
2022-01-24,7.86133
2022-01-25,7.43524
2022-01-26,7.31655
2022-01-27,11.82396
2022-01-28,8.50351
2022-01-29,5.73393
2022-01-30,4.89089
2022-01-31,8.4396
2022-02-01,23.86401
2022-02-02,20.12965
2022-02-03,13.05962
2022-02-04,10.12265
2022-02-05,7.65438
2022-02-06,6.84785
2022-02-07,8.30568
2022-02-08,7.4109
2022-02-09,7.46264
2022-02-10,8.52481
2022-02-11,6.5922
2022-02-12,6.74437
2022-02-13,5.34437
2022-02-14,6.07785
2022-02-15,5.51785
2022-02-16,7.27698
2022-02-17,5.82219
2022-02-18,4.79654
2022-02-19,3.91393
2022-02-20,6.00785
2022-02-21,6.10828
2022-02-22,5.99263
2022-02-23,5.94393
2022-02-24,7.43524
2022-02-25,6.43698
2022-02-26,4.73262
2022-02-27,4.32784
2022-02-28,5.05523
2022-03-01,4.76915
2022-03-02,4.57132
2022-03-03,4.68393
2022-03-04,4.92436
2022-03-05,3.64001
2022-03-06,3.87132
2022-03-07,5.84959
2022-03-08,5.48437
2022-03-09,3.84697
2022-03-10,5.48132
2022-03-11,5.72785
2022-03-12,3.77088
2022-03-13,4.73871
2022-03-14,5.49958
2022-03-15,5.08263
2022-03-16,5.39002
2022-03-17,5.88002
2022-03-18,5.27132
2022-03-19,4.83306
2022-03-20,4.6048
2022-03-21,5.12523
2022-03-22,5.26219
2022-03-23,5.20132
2022-03-24,5.56045
2022-03-25,5.0948
2022-03-26,3.57001
2022-03-27,3.77697
2022-03-28,4.45871
2022-03-29,4.61697
2022-03-30,5.00045
2022-03-31,4.97915
2022-04-01,4.36436
2022-04-02,3.32957
2022-04-03,3.47262
2022-04-04,4.61393
2022-04-05,4.57132
2022-04-06,5.1435
2022-04-07,5.81002
2022-04-08,5.97741
2022-04-09,3.58523
2022-04-10,3.58523
2022-04-11,4.04175
2022-04-12,4.41001
2022-04-13,4.40393
2022-04-14,4.94567
2022-04-15,4.13914
2022-04-16,3.21697
2022-04-17,3.76479
