date,POLY
2020-07-01,65.16129
2020-07-02,60.0
2020-07-03,48.06451
2020-07-04,33.2258
2020-07-05,32.25806
2020-07-06,45.80645
2020-07-07,58.06451
2020-07-08,57.41935
2020-07-09,58.70967
2020-07-10,47.09677
2020-07-11,26.77419
2020-07-12,24.51612
2020-07-13,54.8387
2020-07-14,66.77419
2020-07-15,54.8387
2020-07-16,62.25806
2020-07-17,42.90322
2020-07-18,28.06451
2020-07-19,30.0
2020-07-20,55.16129
2020-07-21,61.29032
2020-07-22,55.80645
2020-07-23,51.29032
2020-07-24,40.96774
2020-07-25,28.70967
2020-07-26,33.2258
2020-07-27,43.2258
2020-07-28,46.45161
2020-07-29,45.16129
2020-07-30,47.41935
2020-07-31,40.64516
2020-08-01,25.48387
2020-08-02,25.48387
2020-08-03,46.12903
2020-08-04,50.96774
2020-08-05,50.64516
2020-08-06,42.90322
2020-08-07,46.77419
2020-08-08,29.67741
2020-08-09,30.96774
2020-08-10,59.03225
2020-08-11,59.03225
2020-08-12,54.19354
2020-08-13,47.09677
2020-08-14,45.80645
2020-08-15,30.64516
2020-08-16,28.06451
2020-08-17,48.70967
2020-08-18,61.93548
2020-08-19,57.09677
2020-08-20,62.90322
2020-08-21,65.16129
2020-08-22,33.87096
2020-08-23,31.93548
2020-08-24,62.90322
2020-08-25,67.09677
2020-08-26,75.80645
2020-08-27,71.6129
2020-08-28,53.87096
2020-08-29,35.16129
2020-08-30,33.2258
2020-08-31,55.80645
2020-09-01,66.12903
2020-09-02,63.54838
2020-09-03,73.54838
2020-09-04,68.06451
2020-09-05,36.45161
2020-09-06,44.19354
2020-09-07,68.70967
2020-09-08,68.06451
2020-09-09,80.96774
2020-09-10,61.29032
2020-09-11,51.93548
2020-09-12,37.41935
2020-09-13,41.29032
2020-09-14,76.45161
2020-09-15,77.74193
2020-09-16,69.03225
2020-09-17,71.93548
2020-09-18,57.41935
2020-09-19,37.41935
2020-09-20,40.64516
2020-09-21,60.32258
2020-09-22,56.77419
2020-09-23,71.93548
2020-09-24,60.0
2020-09-25,50.0
2020-09-26,42.90322
2020-09-27,37.74193
2020-09-28,63.2258
2020-09-29,53.87096
2020-09-30,40.32258
2020-10-01,30.96774
2020-10-02,33.2258
2020-10-03,33.87096
2020-10-04,45.16129
2020-10-05,72.90322
2020-10-06,73.87096
2020-10-07,72.58064
2020-10-08,76.77419
2020-10-09,47.74193
2020-10-10,46.77419
2020-10-11,50.0
2020-10-12,70.0
2020-10-13,87.41935
2020-10-14,65.48387
2020-10-15,73.2258
2020-10-16,52.58064
2020-10-17,48.38709
2020-10-18,39.03225
2020-10-19,72.58064
2020-10-20,79.67741
2020-10-21,76.12903
2020-10-22,67.41935
2020-10-23,62.25806
2020-10-24,43.2258
2020-10-25,45.48387
2020-10-26,59.67741
2020-10-27,66.45161
2020-10-28,60.32258
2020-10-29,57.09677
2020-10-30,54.8387
2020-10-31,40.0
2020-11-01,36.77419
2020-11-02,60.64516
2020-11-03,67.41935
2020-11-04,66.45161
2020-11-05,66.12903
2020-11-06,53.87096
2020-11-07,41.6129
2020-11-08,40.96774
2020-11-09,54.19354
2020-11-10,69.67741
2020-11-11,64.19354
2020-11-12,73.87096
2020-11-13,56.45161
2020-11-14,36.45161
2020-11-15,39.67741
2020-11-16,56.77419
2020-11-17,53.54838
2020-11-18,64.51612
2020-11-19,67.09677
2020-11-20,63.54838
2020-11-21,43.87096
2020-11-22,29.35483
2020-11-23,62.58064
2020-11-24,64.19354
2020-11-25,62.25806
2020-11-26,54.8387
2020-11-27,57.09677
2020-11-28,43.2258
2020-11-29,40.32258
2020-11-30,62.58064
2020-12-01,70.64516
2020-12-02,66.45161
2020-12-03,59.03225
2020-12-04,60.64516
2020-12-05,42.90322
2020-12-06,40.96774
2020-12-07,61.93548
2020-12-08,61.29032
2020-12-09,67.41935
2020-12-10,71.29032
2020-12-11,52.58064
2020-12-12,39.35483
2020-12-13,36.77419
2020-12-14,58.70967
2020-12-15,60.0
2020-12-16,60.64516
2020-12-17,54.19354
2020-12-18,49.03225
2020-12-19,29.03225
2020-12-20,30.0
2020-12-21,46.12903
2020-12-22,54.8387
2020-12-23,47.41935
2020-12-24,43.54838
2020-12-25,21.93548
2020-12-26,23.54838
2020-12-27,28.70967
2020-12-28,48.38709
2020-12-29,46.12903
2020-12-30,45.48387
2020-12-31,36.45161
2021-01-01,21.6129
2021-01-02,33.54838
2021-01-03,36.77419
2021-01-04,48.38709
2021-01-05,69.03225
2021-01-06,60.32258
2021-01-07,53.2258
2021-01-08,47.74193
2021-01-09,25.80645
2021-01-10,30.64516
2021-01-11,60.0
2021-01-12,53.2258
2021-01-13,57.41935
2021-01-14,57.09677
2021-01-15,49.67741
2021-01-16,31.29032
2021-01-17,32.90322
2021-01-18,48.70967
2021-01-19,56.45161
2021-01-20,57.74193
2021-01-21,57.74193
2021-01-22,51.6129
2021-01-23,34.51612
2021-01-24,34.51612
2021-01-25,52.25806
2021-01-26,50.96774
2021-01-27,54.19354
2021-01-28,48.70967
2021-01-29,40.0
2021-01-30,36.12903
2021-01-31,30.64516
2021-02-01,51.29032
2021-02-02,61.29032
2021-02-03,57.74193
2021-02-04,53.87096
2021-02-05,47.09677
2021-02-06,32.25806
2021-02-07,37.74193
2021-02-08,57.74193
2021-02-09,60.0
2021-02-10,49.35483
2021-02-11,28.70967
2021-02-12,23.2258
2021-02-13,28.38709
2021-02-14,28.70967
2021-02-15,51.93548
2021-02-16,69.03225
2021-02-17,67.41935
2021-02-18,80.0
2021-02-19,55.80645
2021-02-20,40.96774
2021-02-21,38.38709
2021-02-22,63.87096
2021-02-23,64.19354
2021-02-24,77.74193
2021-02-25,69.03225
2021-02-26,61.93548
2021-02-27,48.06451
2021-02-28,39.67741
2021-03-01,60.96774
2021-03-02,90.32258
2021-03-03,90.32258
2021-03-04,90.0
2021-03-05,67.41935
2021-03-06,42.58064
2021-03-07,56.77419
2021-03-08,73.2258
2021-03-09,66.45161
2021-03-10,77.09677
2021-03-11,76.12903
2021-03-12,62.58064
2021-03-13,44.19354
2021-03-14,47.41935
2021-03-15,68.38709
2021-03-16,80.96774
2021-03-17,76.12903
2021-03-18,70.64516
2021-03-19,62.90322
2021-03-20,41.6129
2021-03-21,44.19354
2021-03-22,72.25806
2021-03-23,65.16129
2021-03-24,77.41935
2021-03-25,79.67741
2021-03-26,58.38709
2021-03-27,39.35483
2021-03-28,49.03225
2021-03-29,73.87096
2021-03-30,74.8387
2021-03-31,75.16129
2021-04-01,78.70967
2021-04-02,66.45161
2021-04-03,43.2258
2021-04-04,48.70967
2021-04-05,73.2258
2021-04-06,70.96774
2021-04-07,67.41935
2021-04-08,79.03225
2021-04-09,67.41935
2021-04-10,39.03225
2021-04-11,42.90322
2021-04-12,71.6129
2021-04-13,74.51612
2021-04-14,55.80645
2021-04-15,76.45161
2021-04-16,64.51612
2021-04-17,39.67741
2021-04-18,51.6129
2021-04-19,67.41935
2021-04-20,74.19354
2021-04-21,66.12903
2021-04-22,71.29032
2021-04-23,51.93548
2021-04-24,40.32258
2021-04-25,39.35483
2021-04-26,70.0
2021-04-27,67.41935
2021-04-28,60.32258
2021-04-29,47.41935
2021-04-30,56.45161
2021-05-01,37.09677
2021-05-02,36.77419
2021-05-03,57.41935
2021-05-04,58.38709
2021-05-05,39.67741
2021-05-06,56.77419
2021-05-07,50.96774
2021-05-08,30.96774
2021-05-09,39.35483
2021-05-10,56.77419
2021-05-11,57.41935
2021-05-12,52.58064
2021-05-13,62.58064
2021-05-14,48.06451
2021-05-15,32.58064
2021-05-16,42.58064
2021-05-17,53.87096
2021-05-18,53.54838
2021-05-19,42.25806
2021-05-20,56.12903
2021-05-21,48.06451
2021-05-22,32.58064
2021-05-23,37.09677
2021-05-24,60.96774
2021-05-25,67.41935
2021-05-26,67.09677
2021-05-27,66.77419
2021-05-28,56.45161
2021-05-29,41.6129
2021-05-30,37.41935
2021-05-31,59.35483
2021-06-01,64.51612
2021-06-02,67.41935
2021-06-03,72.58064
2021-06-04,52.25806
2021-06-05,42.25806
2021-06-06,42.25806
2021-06-07,61.6129
2021-06-08,61.29032
2021-06-09,62.90322
2021-06-10,63.54838
2021-06-11,58.38709
2021-06-12,40.32258
2021-06-13,37.09677
2021-06-14,54.8387
2021-06-15,52.90322
2021-06-16,60.32258
2021-06-17,55.48387
2021-06-18,49.35483
2021-06-19,29.03225
2021-06-20,29.35483
2021-06-21,48.38709
2021-06-22,51.6129
2021-06-23,46.45161
2021-06-24,48.38709
2021-06-25,41.6129
2021-06-26,31.6129
2021-06-27,31.93548
2021-06-28,44.8387
2021-06-29,51.29032
2021-06-30,42.90322
2021-07-01,57.74193
2021-07-02,75.16129
2021-07-03,49.03225
2021-07-04,28.70967
2021-07-05,47.41935
2021-07-06,47.09677
2021-07-07,52.25806
2021-07-08,53.54838
2021-07-09,49.03225
2021-07-10,31.6129
2021-07-11,29.67741
2021-07-12,54.19354
2021-07-13,54.19354
2021-07-14,54.19354
2021-07-15,64.8387
2021-07-16,56.77419
2021-07-17,30.96774
2021-07-18,31.93548
2021-07-19,51.93548
2021-07-20,54.19354
2021-07-21,50.0
2021-07-22,54.19354
2021-07-23,53.2258
2021-07-24,28.70967
2021-07-25,24.8387
2021-07-26,37.74193
2021-07-27,47.41935
2021-07-28,44.19354
2021-07-29,41.6129
2021-07-30,35.16129
2021-07-31,21.93548
2021-08-01,25.48387
2021-08-02,54.51612
2021-08-03,50.96774
2021-08-04,50.0
2021-08-05,47.09677
2021-08-06,45.80645
2021-08-07,24.19354
2021-08-08,22.25806
2021-08-09,58.70967
2021-08-10,61.6129
2021-08-11,54.19354
2021-08-12,51.29032
2021-08-13,62.90322
2021-08-14,34.19354
2021-08-15,28.70967
2021-08-16,37.41935
2021-08-17,52.25806
2021-08-18,50.64516
2021-08-19,63.2258
2021-08-20,50.96774
2021-08-21,31.6129
2021-08-22,41.29032
2021-08-23,54.8387
2021-08-24,56.12903
2021-08-25,67.41935
2021-08-26,63.87096
2021-08-27,56.12903
2021-08-28,28.70967
2021-08-29,31.29032
2021-08-30,59.35483
2021-08-31,59.67741
2021-09-01,55.16129
2021-09-02,63.54838
2021-09-03,50.96774
2021-09-04,44.51612
2021-09-05,38.38709
2021-09-06,58.06451
2021-09-07,55.16129
2021-09-08,64.51612
2021-09-09,55.16129
2021-09-10,50.32258
2021-09-11,36.45161
2021-09-12,40.0
2021-09-13,60.64516
2021-09-14,63.54838
2021-09-15,55.16129
2021-09-16,54.51612
2021-09-17,46.77419
2021-09-18,28.06451
2021-09-19,34.19354
2021-09-20,26.77419
2021-09-21,27.74193
2021-09-22,30.0
2021-09-23,51.93548
2021-09-24,60.96774
2021-09-25,36.12903
2021-09-26,42.58064
2021-09-27,59.67741
2021-09-28,68.06451
2021-09-29,59.03225
2021-09-30,70.64516
2021-10-01,52.58064
2021-10-02,37.74193
2021-10-03,32.58064
2021-10-04,44.8387
2021-10-05,58.38709
2021-10-06,67.41935
2021-10-07,59.67741
2021-10-08,49.67741
2021-10-09,32.90322
2021-10-10,40.64516
2021-10-11,47.41935
2021-10-12,65.80645
2021-10-13,70.0
2021-10-14,54.8387
2021-10-15,54.51612
2021-10-16,39.67741
2021-10-17,43.87096
2021-10-18,63.2258
2021-10-19,60.96774
2021-10-20,65.48387
2021-10-21,72.90322
2021-10-22,51.93548
2021-10-23,40.32258
2021-10-24,41.6129
2021-10-25,53.87096
2021-10-26,51.93548
2021-10-27,68.06451
2021-10-28,50.0
2021-10-29,56.12903
2021-10-30,34.19354
2021-10-31,30.96774
2021-11-01,49.35483
2021-11-02,53.2258
2021-11-03,53.87096
2021-11-04,59.03225
2021-11-05,55.48387
2021-11-06,32.25806
2021-11-07,33.2258
2021-11-08,59.03225
2021-11-09,65.16129
2021-11-10,62.25806
2021-11-11,64.51612
2021-11-12,44.8387
2021-11-13,35.16129
2021-11-14,35.80645
2021-11-15,69.67741
2021-11-16,59.03225
2021-11-17,59.67741
2021-11-18,49.03225
2021-11-19,55.48387
2021-11-20,30.96774
2021-11-21,39.03225
2021-11-22,60.0
2021-11-23,53.54838
2021-11-24,56.77419
2021-11-25,57.74193
2021-11-26,49.67741
2021-11-27,29.67741
2021-11-28,38.70967
2021-11-29,50.0
2021-11-30,51.6129
2021-12-01,47.41935
2021-12-02,59.67741
2021-12-03,44.19354
2021-12-04,41.93548
2021-12-05,40.96774
2021-12-06,58.70967
2021-12-07,54.8387
2021-12-08,60.64516
2021-12-09,54.51612
2021-12-10,50.64516
2021-12-11,34.19354
2021-12-12,35.80645
2021-12-13,59.03225
2021-12-14,57.41935
2021-12-15,60.64516
2021-12-16,57.74193
2021-12-17,51.6129
2021-12-18,30.0
2021-12-19,41.93548
2021-12-20,53.54838
2021-12-21,51.29032
2021-12-22,54.19354
2021-12-23,40.32258
2021-12-24,39.35483
2021-12-25,24.8387
2021-12-26,27.74193
2021-12-27,43.87096
2021-12-28,43.2258
2021-12-29,35.80645
2021-12-30,45.16129
2021-12-31,28.70967
2022-01-01,24.19354
2022-01-02,28.38709
2022-01-03,50.32258
2022-01-04,53.2258
2022-01-05,53.54838
2022-01-06,59.67741
2022-01-07,54.8387
2022-01-08,33.2258
2022-01-09,40.32258
2022-01-10,53.2258
2022-01-11,55.16129
2022-01-12,52.25806
2022-01-13,62.25806
2022-01-14,48.38709
2022-01-15,32.90322
2022-01-16,27.74193
2022-01-17,47.09677
2022-01-18,54.19354
2022-01-19,52.58064
2022-01-20,44.8387
2022-01-21,41.6129
2022-01-22,26.77419
2022-01-23,31.29032
2022-01-24,56.12903
2022-01-25,55.48387
2022-01-26,47.41935
2022-01-27,42.25806
2022-01-28,43.87096
2022-01-29,27.09677
2022-01-30,20.64516
2022-01-31,25.80645
2022-02-01,23.87096
2022-02-02,32.25806
2022-02-03,45.80645
2022-02-04,54.51612
2022-02-05,34.51612
2022-02-06,46.45161
2022-02-07,60.32258
2022-02-08,63.2258
2022-02-09,59.35483
2022-02-10,60.64516
2022-02-11,52.90322
2022-02-12,26.45161
2022-02-13,36.12903
2022-02-14,55.16129
2022-02-15,61.29032
2022-02-16,48.06451
2022-02-17,48.38709
2022-02-18,59.35483
2022-02-19,30.96774
2022-02-20,33.54838
2022-02-21,57.74193
2022-02-22,63.2258
2022-02-23,74.19354
2022-02-24,60.32258
2022-02-25,55.48387
2022-02-26,53.87096
2022-02-27,44.51612
2022-02-28,65.48387
2022-03-01,60.64516
2022-03-02,90.96774
2022-03-03,75.16129
2022-03-04,85.48387
2022-03-05,53.54838
2022-03-06,46.77419
2022-03-07,65.16129
2022-03-08,67.41935
2022-03-09,43.87096
2022-03-10,59.67741
2022-03-11,54.51612
2022-03-12,44.51612
2022-03-13,42.90322
2022-03-14,62.58064
2022-03-15,66.45161
2022-03-16,78.06451
2022-03-17,71.6129
2022-03-18,53.54838
2022-03-19,38.06451
2022-03-20,43.87096
2022-03-21,60.32258
2022-03-22,61.6129
2022-03-23,69.35483
2022-03-24,56.12903
2022-03-25,49.03225
2022-03-26,47.74193
2022-03-27,42.90322
2022-03-28,80.64516
2022-03-29,94.51612
2022-03-30,70.64516
2022-03-31,66.77419
2022-04-01,50.64516
2022-04-02,36.45161
2022-04-03,49.35483
2022-04-04,63.54838
2022-04-05,71.29032
2022-04-06,66.45161
2022-04-07,63.2258
2022-04-08,60.64516
2022-04-09,42.25806
2022-04-10,41.29032
2022-04-11,74.51612
2022-04-12,70.0
2022-04-13,72.25806
2022-04-14,77.09677
2022-04-15,60.32258
2022-04-16,39.35483
2022-04-17,44.8387
2022-04-18,60.96774
2022-04-19,74.19354
2022-04-20,67.74193
2022-04-21,70.64516
2022-04-22,55.80645
2022-04-23,46.12903
2022-04-24,44.51612
2022-04-25,67.74193
2022-04-26,67.41935
2022-04-27,55.80645
2022-04-28,64.19354
2022-04-29,43.54838
2022-04-30,30.96774
2022-05-01,31.29032
2022-05-02,58.70967
2022-05-03,57.09677
2022-05-04,48.38709
2022-05-05,34.8387
2022-05-06,54.19354
2022-05-07,31.29032
2022-05-08,36.12903
2022-05-09,61.93548
2022-05-10,63.2258
2022-05-11,53.54838
2022-05-12,53.2258
2022-05-13,58.06451
2022-05-14,27.09677
2022-05-15,40.64516
2022-05-16,57.41935
2022-05-17,61.93548
2022-05-18,65.80645
2022-05-19,65.48387
2022-05-20,60.0
2022-05-21,30.64516
2022-05-22,44.8387
2022-05-23,55.48387
2022-05-24,64.19354
2022-05-25,53.54838
2022-05-26,54.51612
2022-05-27,41.29032
2022-05-28,30.32258
2022-05-29,38.06451
2022-05-30,69.35483
2022-05-31,53.54838
2022-06-01,36.45161
2022-06-02,50.96774
2022-06-03,49.67741
2022-06-04,30.0
2022-06-05,28.70967
2022-06-06,41.29032
2022-06-07,59.35483
2022-06-08,56.77419
2022-06-09,58.06451
2022-06-10,50.96774
2022-06-11,34.51612
2022-06-12,43.87096
2022-06-13,60.0
2022-06-14,60.32258
2022-06-15,63.54838
2022-06-16,59.03225
2022-06-17,44.19354
2022-06-18,45.80645
2022-06-19,43.2258
2022-06-20,55.16129
2022-06-21,54.19354
2022-06-22,46.77419
2022-06-23,50.32258
2022-06-24,36.45161
2022-06-25,28.70967
2022-06-26,33.2258
2022-06-27,55.48387
2022-06-28,60.32258
2022-06-29,60.64516
2022-06-30,58.38709
2022-07-01,48.70967
2022-07-02,30.0
2022-07-03,31.29032
2022-07-04,45.48387
2022-07-05,53.54838
2022-07-06,57.09677
2022-07-07,51.6129
2022-07-08,50.0
2022-07-09,25.48387
2022-07-10,28.06451
2022-07-11,48.06451
2022-07-12,49.35483
2022-07-13,50.0
2022-07-14,46.12903
2022-07-15,41.29032
2022-07-16,24.8387
2022-07-17,36.45161
2022-07-18,49.67741
2022-07-19,45.80645
2022-07-20,49.67741
2022-07-21,46.77419
2022-07-22,48.70967
2022-07-23,29.03225
2022-07-24,21.6129
2022-07-25,37.09677
2022-07-26,46.12903
2022-07-27,49.67741
2022-07-28,37.74193
2022-07-29,44.51612
2022-07-30,20.96774
2022-07-31,23.54838
2022-08-01,42.58064
2022-08-02,48.38709
2022-08-03,53.2258
2022-08-04,54.51612
2022-08-05,49.67741
2022-08-06,22.90322
2022-08-07,32.90322
2022-08-08,54.51612
2022-08-09,50.0
2022-08-10,58.38709
2022-08-11,53.54838
2022-08-12,49.35483
2022-08-13,27.09677
2022-08-14,26.77419
2022-08-15,31.6129
2022-08-16,53.87096
2022-08-17,63.2258
2022-08-18,60.0
2022-08-19,44.51612
2022-08-20,35.48387
2022-08-21,29.35483
2022-08-22,64.51612
2022-08-23,57.74193
2022-08-24,66.12903
2022-08-25,52.25806
2022-08-26,42.58064
2022-08-27,30.64516
2022-08-28,29.35483
2022-08-29,55.16129
2022-08-30,76.77419
2022-08-31,53.54838
2022-09-01,60.0
2022-09-02,44.19354
2022-09-03,27.09677
2022-09-04,35.48387
2022-09-05,59.67741
2022-09-06,60.64516
2022-09-07,59.03225
2022-09-08,44.19354
2022-09-09,36.77419
2022-09-10,29.35483
2022-09-11,21.29032
2022-09-12,39.67741
2022-09-13,60.32258
2022-09-14,52.58064
2022-09-15,62.25806
2022-09-16,44.51612
2022-09-17,29.03225
2022-09-18,38.06451
2022-09-19,55.80645
2022-09-20,59.03225
2022-09-21,62.25806
2022-09-22,68.38709
2022-09-23,55.48387
2022-09-24,31.93548
2022-09-25,39.03225
2022-09-26,59.35483
2022-09-27,47.41935
2022-09-28,70.0
2022-09-29,49.67741
2022-09-30,50.64516
2022-10-01,31.93548
2022-10-02,32.58064
2022-10-03,37.74193
2022-10-04,55.48387
2022-10-05,52.90322
2022-10-06,59.67741
2022-10-07,54.51612
2022-10-08,27.09677
2022-10-09,37.41935
2022-10-10,42.90322
2022-10-11,56.45161
2022-10-12,62.58064
2022-10-13,61.29032
2022-10-14,60.32258
2022-10-15,45.16129
2022-10-16,42.90322
2022-10-17,62.90322
2022-10-18,70.32258
2022-10-19,60.64516
2022-10-20,57.09677
2022-10-21,54.51612
2022-10-22,39.03225
2022-10-23,36.45161
2022-10-24,55.48387
2022-10-25,68.38709
2022-10-26,50.64516
2022-10-27,56.45161
2022-10-28,36.77419
2022-10-29,25.80645
2022-10-30,29.35483
2022-10-31,59.35483
2022-11-01,59.35483
2022-11-02,55.48387
2022-11-03,55.48387
2022-11-04,60.96774
2022-11-05,30.64516
2022-11-06,33.2258
2022-11-07,51.93548
2022-11-08,66.77419
2022-11-09,58.38709
2022-11-10,57.09677
2022-11-11,43.2258
2022-11-12,34.19354
2022-11-13,38.38709
2022-11-14,56.12903
2022-11-15,54.51612
2022-11-16,58.38709
2022-11-17,57.74193
2022-11-18,43.2258
2022-11-19,33.2258
2022-11-20,37.09677
2022-11-21,55.48387
2022-11-22,59.03225
2022-11-23,63.54838
2022-11-24,50.96774
2022-11-25,41.29032
2022-11-26,26.77419
2022-11-27,36.77419
2022-11-28,50.64516
2022-11-29,50.64516
2022-11-30,59.67741
2022-12-01,47.74193
2022-12-02,45.80645
2022-12-03,31.93548
2022-12-04,29.35483
2022-12-05,53.54838
2022-12-06,57.09677
2022-12-07,60.64516
2022-12-08,60.32258
2022-12-09,55.48387
2022-12-10,29.35483
2022-12-11,43.54838
2022-12-12,55.16129
2022-12-13,55.48387
2022-12-14,48.06451
2022-12-15,42.58064
2022-12-16,39.67741
2022-12-17,27.41935
2022-12-18,30.0
2022-12-19,42.90322
2022-12-20,48.06451
2022-12-21,47.74193
2022-12-22,48.38709
2022-12-23,36.77419
2022-12-24,21.29032
2022-12-25,27.41935
2022-12-26,50.32258
2022-12-27,45.48387
2022-12-28,42.25806
2022-12-29,34.51612
2022-12-30,37.09677
2022-12-31,18.06451
2023-01-01,27.41935
2023-01-02,51.6129
2023-01-03,48.38709
2023-01-04,55.16129
2023-01-05,40.0
2023-01-06,50.0
2023-01-07,22.25806
2023-01-08,30.32258
2023-01-09,52.25806
2023-01-10,52.90322
2023-01-11,54.51612
2023-01-12,55.16129
2023-01-13,50.0
2023-01-14,26.77419
2023-01-15,28.70967
2023-01-16,51.29032
2023-01-17,55.80645
2023-01-18,48.70967
2023-01-19,53.54838
2023-01-20,43.2258
2023-01-21,17.09677
2023-01-22,17.41935
2023-01-23,24.8387
2023-01-24,36.45161
2023-01-25,53.2258
2023-01-26,49.03225
2023-01-27,43.54838
2023-01-28,27.09677
2023-01-29,29.35483
2023-01-30,48.70967
2023-01-31,47.09677
2023-02-01,52.58064
2023-02-02,56.12903
2023-02-03,43.87096
2023-02-04,33.54838
2023-02-05,30.0
2023-02-06,54.19354
2023-02-07,64.51612
2023-02-08,56.12903
2023-02-09,47.74193
2023-02-10,51.6129
2023-02-11,32.90322
2023-02-12,26.12903
2023-02-13,51.93548
2023-02-14,55.80645
2023-02-15,50.32258
2023-02-16,60.64516
2023-02-17,54.8387
2023-02-18,29.67741
2023-02-19,32.58064
2023-02-20,52.25806
2023-02-21,57.41935
2023-02-22,54.8387
2023-02-23,68.70967
2023-02-24,67.09677
2023-02-25,41.6129
2023-02-26,33.54838
2023-02-27,68.70967
2023-02-28,67.09677
2023-03-01,65.16129
2023-03-02,78.38709
2023-03-03,64.19354
2023-03-04,47.09677
2023-03-05,44.19354
2023-03-06,73.54838
2023-03-07,71.93548
2023-03-08,65.80645
2023-03-09,67.09677
2023-03-10,52.25806
2023-03-11,34.51612
2023-03-12,40.64516
2023-03-13,68.06451
2023-03-14,79.67741
2023-03-15,94.19354
2023-03-16,72.90322
2023-03-17,67.74193
2023-03-18,30.96774
2023-03-19,42.90322
2023-03-20,70.64516
2023-03-21,67.41935
2023-03-22,68.70967
2023-03-23,56.77419
2023-03-24,50.32258
2023-03-25,34.51612
2023-03-26,37.09677
2023-03-27,68.38709
2023-03-28,59.67741
2023-03-29,65.16129
2023-03-30,61.6129
2023-03-31,52.90322
2023-04-01,33.87096
2023-04-02,26.12903
2023-04-03,59.35483
2023-04-04,63.87096
2023-04-05,62.25806
2023-04-06,74.8387
2023-04-07,62.58064
2023-04-08,34.19354
2023-04-09,40.0
2023-04-10,61.93548
2023-04-11,62.58064
2023-04-12,58.70967
2023-04-13,68.70967
2023-04-14,50.0
2023-04-15,36.12903
2023-04-16,45.16129
2023-04-17,64.51612
2023-04-18,72.90322
2023-04-19,73.54838
2023-04-20,70.32258
2023-04-21,46.12903
2023-04-22,41.6129
2023-04-23,41.29032
2023-04-24,55.16129
2023-04-25,62.58064
2023-04-26,62.90322
2023-04-27,49.35483
2023-04-28,50.64516
2023-04-29,27.09677
2023-04-30,24.51612
2023-05-01,35.16129
2023-05-02,61.6129
2023-05-03,48.06451
2023-05-04,45.80645
2023-05-05,28.70967
2023-05-06,30.64516
2023-05-07,35.80645
2023-05-08,53.87096
2023-05-09,63.2258
2023-05-10,58.38709
2023-05-11,59.03225
2023-05-12,49.35483
2023-05-13,32.58064
2023-05-14,24.8387
2023-05-15,50.96774
2023-05-16,60.64516
2023-05-17,60.96774
2023-05-18,60.32258
2023-05-19,43.2258
2023-05-20,28.06451
2023-05-21,31.93548
2023-05-22,56.12903
2023-05-23,62.90322
2023-05-24,55.48387
2023-05-25,57.09677
2023-05-26,39.03225
2023-05-27,31.93548
2023-05-28,37.09677
2023-05-29,36.77419
2023-05-30,57.41935
2023-05-31,54.51612
2023-06-01,50.0
