date,소득공제용연금저축
2020-06-16,7.94317
2020-06-17,8.42751
2020-06-18,9.78366
2020-06-19,8.1369
2020-06-20,5.29544
2020-06-21,6.58701
2020-06-22,8.00774
2020-06-23,8.00774
2020-06-24,8.36293
2020-06-25,12.20536
2020-06-26,8.10461
2020-06-27,5.4246
2020-06-28,4.55279
2020-06-29,7.81401
2020-06-30,8.39522
2020-07-01,8.71811
2020-07-02,6.39328
2020-07-03,7.39425
2020-07-04,4.55279
2020-07-05,6.07039
2020-07-06,8.87956
2020-07-07,7.81401
2020-07-08,8.04003
2020-07-09,7.91088
2020-07-10,6.42557
2020-07-11,5.81207
2020-07-12,5.4246
2020-07-13,7.94317
2020-07-14,9.29932
2020-07-15,8.07232
2020-07-16,8.1369
2020-07-17,8.10461
2020-07-18,4.77881
2020-07-19,4.71423
2020-07-20,9.20245
2020-07-21,10.62318
2020-07-22,9.91281
2020-07-23,8.16919
2020-07-24,8.39522
2020-07-25,5.90894
2020-07-26,6.13496
2020-07-27,10.04197
2020-07-28,10.23571
2020-07-29,8.78269
2020-07-30,8.7504
2020-07-31,7.87859
2020-08-01,4.94026
2020-08-02,6.16725
2020-08-03,8.42751
2020-08-04,10.268
2020-08-05,10.49402
2020-08-06,11.01065
2020-08-07,10.88149
2020-08-08,5.68291
2020-08-09,6.16725
2020-08-10,10.46173
2020-08-11,9.49305
2020-08-12,9.07329
2020-08-13,8.94413
2020-08-14,7.26509
2020-08-15,5.00484
2020-08-16,4.29447
2020-08-17,6.07039
2020-08-18,8.68582
2020-08-19,8.55666
2020-08-20,7.58798
2020-08-21,8.55666
2020-08-22,4.90797
2020-08-23,5.03713
2020-08-24,8.00774
2020-08-25,9.17016
2020-08-26,9.62221
2020-08-27,8.62124
2020-08-28,8.1369
2020-08-29,5.10171
2020-08-30,6.49015
2020-08-31,9.62221
2020-09-01,9.10558
2020-09-02,9.26703
2020-09-03,8.91185
2020-09-04,8.1369
2020-09-05,5.77978
2020-09-06,6.07039
2020-09-07,9.42847
2020-09-08,7.81401
2020-09-09,9.3639
2020-09-10,9.33161
2020-09-11,8.49208
2020-09-12,4.84339
2020-09-13,4.77881
2020-09-14,6.81304
2020-09-15,7.94317
2020-09-16,9.23474
2020-09-17,8.33064
2020-09-18,8.68582
2020-09-19,4.77881
2020-09-20,5.134
2020-09-21,7.58798
2020-09-22,6.87762
2020-09-23,6.71617
2020-09-24,6.78075
2020-09-25,7.20051
2020-09-26,4.32676
2020-09-27,5.36002
2020-09-28,7.49112
2020-09-29,6.45786
2020-09-30,4.16532
2020-10-01,4.16532
2020-10-02,4.13303
2020-10-03,5.19857
2020-10-04,6.00581
2020-10-05,9.97739
2020-10-06,9.26703
2020-10-07,9.00871
2020-10-08,8.39522
2020-10-09,5.29544
2020-10-10,5.65062
2020-10-11,7.42654
2020-10-12,10.68776
2020-10-13,9.78366
2020-10-14,12.26993
2020-10-15,7.8463
2020-10-16,8.68582
2020-10-17,5.81207
2020-10-18,6.45786
2020-10-19,8.78269
2020-10-20,8.55666
2020-10-21,9.3639
2020-10-22,8.55666
2020-10-23,7.58798
2020-10-24,4.5205
2020-10-25,5.68291
2020-10-26,7.94317
2020-10-27,8.00774
2020-10-28,8.49208
2020-10-29,13.65837
2020-10-30,11.1721
2020-10-31,6.87762
2020-11-01,10.75234
2020-11-02,11.88246
2020-11-03,15.72489
2020-11-04,10.268
2020-11-05,10.75234
2020-11-06,10.97836
2020-11-07,6.65159
2020-11-08,5.94123
2020-11-09,10.46173
2020-11-10,12.0762
2020-11-11,9.75137
2020-11-12,12.26993
2020-11-13,9.68679
2020-11-14,7.00678
2020-11-15,10.00968
2020-11-16,13.72295
2020-11-17,12.78656
2020-11-18,14.94995
2020-11-19,12.72198
2020-11-20,12.46367
2020-11-21,9.00871
2020-11-22,10.81691
2020-11-23,14.88537
2020-11-24,13.5938
2020-11-25,15.88634
2020-11-26,14.43332
2020-11-27,46.23829
2020-11-28,17.40393
2020-11-29,12.20536
2020-11-30,25.73458
2020-12-01,25.89602
2020-12-02,21.11721
2020-12-03,19.76105
2020-12-04,20.8266
2020-12-05,12.3668
2020-12-06,13.52922
2020-12-07,18.01743
2020-12-08,20.56829
2020-12-09,39.61898
2020-12-10,26.67097
2020-12-11,20.05166
2020-12-12,13.78753
2020-12-13,14.23958
2020-12-14,36.58379
2020-12-15,36.2286
2020-12-16,22.9577
2020-12-17,25.57313
2020-12-18,21.18178
2020-12-19,14.46561
2020-12-20,17.53309
2020-12-21,29.31869
2020-12-22,30.1905
2020-12-23,36.16402
2020-12-24,40.55537
2020-12-25,36.68065
2020-12-26,27.89796
2020-12-27,25.86373
2020-12-28,44.46238
2020-12-29,44.84985
2020-12-30,40.29706
2020-12-31,37.84307
2021-01-01,10.59089
2021-01-02,10.91378
2021-01-03,14.23958
2021-01-04,16.20923
2021-01-05,15.78947
2021-01-06,15.59573
2021-01-07,16.88731
2021-01-08,16.3061
2021-01-09,11.55957
2021-01-10,12.46367
2021-01-11,17.2102
2021-01-12,16.43525
2021-01-13,16.66128
2021-01-14,16.91959
2021-01-15,38.94091
2021-01-16,26.25121
2021-01-17,32.83823
2021-01-18,58.50823
2021-01-19,67.3555
2021-01-20,94.09105
2021-01-21,100.0
2021-01-22,89.99031
2021-01-23,51.50145
2021-01-24,45.97998
2021-01-25,79.01194
2021-01-26,78.68905
2021-01-27,69.71262
2021-01-28,54.18146
2021-01-29,41.20116
2021-01-30,28.12399
2021-01-31,25.41168
2021-02-01,39.07006
2021-02-02,35.42137
2021-02-03,33.48401
2021-02-04,40.91055
2021-02-05,32.41846
2021-02-06,20.98805
2021-02-07,20.85889
2021-02-08,28.70519
2021-02-09,31.03002
2021-02-10,25.44397
2021-02-11,16.20923
2021-02-12,14.40103
2021-02-13,16.01549
2021-02-14,18.14659
2021-02-15,34.32353
2021-02-16,36.90668
2021-02-17,34.87245
2021-02-18,35.13077
2021-02-19,32.19244
2021-02-20,20.2131
2021-02-21,19.0184
2021-02-22,31.74039
2021-02-23,31.90184
2021-02-24,28.31772
2021-02-25,34.45269
2021-02-26,25.44397
2021-02-27,18.04972
2021-02-28,20.24539
2021-03-01,21.69841
2021-03-02,24.7659
2021-03-03,23.47432
2021-03-04,21.08492
2021-03-05,19.309
2021-03-06,16.3061
2021-03-07,18.4049
2021-03-08,20.66515
2021-03-09,19.50274
2021-03-10,25.76687
2021-03-11,22.9577
2021-03-12,18.66322
2021-03-13,10.20342
2021-03-14,13.98127
2021-03-15,21.14949
2021-03-16,18.66322
2021-03-17,15.72489
2021-03-18,15.36971
2021-03-19,14.98224
2021-03-20,9.9451
2021-03-21,11.23668
2021-03-22,14.11042
2021-03-23,13.49693
2021-03-24,13.07717
2021-03-25,30.44882
2021-03-26,13.91669
2021-03-27,9.17016
2021-03-28,10.268
2021-03-29,14.07814
2021-03-30,14.01356
2021-03-31,12.9803
2021-04-01,11.59186
2021-04-02,10.00968
2021-04-03,7.13593
2021-04-04,6.45786
2021-04-05,11.13981
2021-04-06,11.30125
2021-04-07,10.20342
2021-04-08,11.07523
2021-04-09,11.43041
2021-04-10,7.10364
2021-04-11,8.7504
2021-04-12,9.42847
2021-04-13,10.04197
2021-04-14,10.72005
2021-04-15,10.5586
2021-04-16,9.81595
2021-04-17,6.78075
2021-04-18,7.58798
2021-04-19,10.91378
2021-04-20,10.91378
2021-04-21,10.81691
2021-04-22,10.39715
2021-04-23,9.33161
2021-04-24,6.26412
2021-04-25,6.74846
2021-04-26,11.10752
2021-04-27,9.62221
2021-04-28,9.3639
2021-04-29,8.16919
2021-04-30,7.03907
2021-05-01,4.90797
2021-05-02,5.19857
2021-05-03,8.36293
2021-05-04,9.88052
2021-05-05,6.71617
2021-05-06,8.16919
2021-05-07,8.58895
2021-05-08,6.49015
2021-05-09,6.0381
2021-05-10,11.81788
2021-05-11,10.42944
2021-05-12,10.62318
2021-05-13,9.58992
2021-05-14,8.65353
2021-05-15,7.00678
2021-05-16,10.72005
2021-05-17,11.59186
2021-05-18,12.04391
2021-05-19,7.94317
2021-05-20,14.27187
2021-05-21,10.23571
2021-05-22,7.68485
2021-05-23,8.71811
2021-05-24,13.65837
2021-05-25,14.53019
2021-05-26,15.0791
2021-05-27,15.20826
2021-05-28,10.23571
2021-05-29,6.78075
2021-05-30,8.26606
2021-05-31,12.59283
2021-06-01,10.17113
2021-06-02,10.04197
2021-06-03,10.42944
2021-06-04,8.1369
2021-06-05,5.29544
2021-06-06,5.74749
2021-06-07,9.13787
2021-06-08,8.39522
2021-06-09,9.041
2021-06-10,9.6545
2021-06-11,7.87859
2021-06-12,5.55376
2021-06-13,6.90991
2021-06-14,8.71811
2021-06-15,9.07329
2021-06-16,9.00871
2021-06-17,9.58992
2021-06-18,7.8463
2021-06-19,4.94026
2021-06-20,5.68291
2021-06-21,9.23474
2021-06-22,8.91185
2021-06-23,9.26703
2021-06-24,8.55666
2021-06-25,8.52437
2021-06-26,6.58701
2021-06-27,6.87762
2021-06-28,10.268
2021-06-29,9.52534
2021-06-30,8.84727
2021-07-01,7.94317
2021-07-02,6.74846
2021-07-03,5.32773
2021-07-04,5.97352
2021-07-05,8.42751
2021-07-06,8.62124
2021-07-07,7.91088
2021-07-08,7.29738
2021-07-09,5.61834
2021-07-10,5.52147
2021-07-11,6.0381
2021-07-12,7.16822
2021-07-13,7.62027
2021-07-14,7.00678
2021-07-15,7.71714
2021-07-16,6.13496
2021-07-17,4.74652
2021-07-18,5.81207
2021-07-19,6.26412
2021-07-20,6.9422
2021-07-21,7.97546
2021-07-22,7.39425
2021-07-23,6.84533
2021-07-24,5.16628
2021-07-25,5.52147
2021-07-26,8.16919
2021-07-27,7.97546
2021-07-28,8.42751
2021-07-29,7.29738
2021-07-30,7.2328
2021-07-31,4.58508
2021-08-01,5.77978
2021-08-02,7.97546
2021-08-03,8.36293
2021-08-04,8.29835
2021-08-05,8.29835
2021-08-06,7.45883
2021-08-07,6.52244
2021-08-08,5.58605
2021-08-09,7.71714
2021-08-10,9.26703
2021-08-11,9.13787
2021-08-12,8.33064
2021-08-13,9.68679
2021-08-14,7.55569
2021-08-15,7.2328
2021-08-16,8.39522
2021-08-17,10.78463
2021-08-18,9.81595
2021-08-19,10.49402
2021-08-20,9.33161
2021-08-21,7.45883
2021-08-22,7.00678
2021-08-23,9.68679
2021-08-24,10.81691
2021-08-25,10.75234
2021-08-26,10.10655
2021-08-27,8.49208
2021-08-28,6.45786
2021-08-29,7.32967
2021-08-30,8.29835
2021-08-31,10.20342
2021-09-01,8.7504
2021-09-02,9.78366
2021-09-03,7.29738
2021-09-04,6.0381
2021-09-05,7.42654
2021-09-06,7.91088
2021-09-07,8.00774
2021-09-08,8.00774
2021-09-09,8.78269
2021-09-10,6.87762
2021-09-11,4.5205
2021-09-12,6.0381
2021-09-13,8.42751
2021-09-14,7.49112
2021-09-15,6.42557
2021-09-16,7.10364
2021-09-17,7.62027
2021-09-18,5.61834
2021-09-19,4.94026
2021-09-20,31.44979
2021-09-21,9.9451
2021-09-22,11.81788
2021-09-23,13.5938
2021-09-24,11.88246
2021-09-25,8.45979
2021-09-26,9.00871
2021-09-27,10.07426
2021-09-28,11.07523
2021-09-29,9.041
2021-09-30,10.59089
2021-10-01,7.68485
2021-10-02,6.0381
2021-10-03,5.45689
2021-10-04,6.29641
2021-10-05,10.17113
2021-10-06,9.39618
2021-10-07,8.81498
2021-10-08,7.68485
2021-10-09,5.10171
2021-10-10,4.84339
2021-10-11,7.10364
2021-10-12,6.6193
2021-10-13,7.65256
2021-10-14,7.91088
2021-10-15,7.58798
2021-10-16,4.35905
2021-10-17,5.32773
2021-10-18,8.26606
2021-10-19,9.26703
2021-10-20,8.00774
2021-10-21,7.97546
2021-10-22,8.10461
2021-10-23,5.19857
2021-10-24,5.45689
2021-10-25,10.42944
2021-10-26,9.97739
2021-10-27,8.78269
2021-10-28,8.7504
2021-10-29,8.33064
2021-10-30,6.52244
2021-10-31,6.36099
2021-11-01,11.88246
2021-11-02,11.36583
2021-11-03,10.88149
2021-11-04,10.5586
2021-11-05,9.81595
2021-11-06,6.97449
2021-11-07,8.16919
2021-11-08,11.36583
2021-11-09,13.2709
2021-11-10,14.30416
2021-11-11,10.36486
2021-11-12,10.68776
2021-11-13,13.30319
2021-11-14,10.30029
2021-11-15,15.75718
2021-11-16,14.175
2021-11-17,14.59476
2021-11-18,12.91572
2021-11-19,11.88246
2021-11-20,9.58992
2021-11-21,8.29835
2021-11-22,14.20729
2021-11-23,12.46367
2021-11-24,13.07717
2021-11-25,18.08201
2021-11-26,13.33548
2021-11-27,8.81498
2021-11-28,11.23668
2021-11-29,16.40297
2021-11-30,15.01453
2021-12-01,16.33839
2021-12-02,13.23861
2021-12-03,14.40103
2021-12-04,10.46173
2021-12-05,15.36971
2021-12-06,18.46948
2021-12-07,18.88924
2021-12-08,17.88827
2021-12-09,40.74911
2021-12-10,21.4401
2021-12-11,13.75524
2021-12-12,39.13464
2021-12-13,28.3823
2021-12-14,20.08395
2021-12-15,22.47336
2021-12-16,19.24443
2021-12-17,16.33839
2021-12-18,12.26993
2021-12-19,15.72489
2021-12-20,24.18469
2021-12-21,25.86373
2021-12-22,23.50661
2021-12-23,24.57216
2021-12-24,25.57313
2021-12-25,16.33839
2021-12-26,19.21214
2021-12-27,37.06813
2021-12-28,36.48692
2021-12-29,40.1679
2021-12-30,43.46141
2021-12-31,40.84597
2022-01-01,10.65547
2022-01-02,11.97933
2022-01-03,15.46658
2022-01-04,13.49693
2022-01-05,12.3668
2022-01-06,12.01162
2022-01-07,10.81691
2022-01-08,6.78075
2022-01-09,10.00968
2022-01-10,13.43235
2022-01-11,13.17403
2022-01-12,13.62608
2022-01-13,13.94898
2022-01-14,12.68969
2022-01-15,15.75718
2022-01-16,16.33839
2022-01-17,37.55247
2022-01-18,51.56603
2022-01-19,47.46528
2022-01-20,57.21666
2022-01-21,64.06199
2022-01-22,36.8421
2022-01-23,34.35582
2022-01-24,72.29577
2022-01-25,77.10687
2022-01-26,62.96415
2022-01-27,46.14142
2022-01-28,39.90958
2022-01-29,23.66806
2022-01-30,20.24539
2022-01-31,19.309
2022-02-01,21.95673
2022-02-02,22.6348
2022-02-03,39.61898
2022-02-04,35.55053
2022-02-05,25.50855
2022-02-06,22.60251
2022-02-07,34.25896
2022-02-08,32.99967
2022-02-09,33.64546
2022-02-10,32.80594
2022-02-11,27.67194
2022-02-12,19.08298
2022-02-13,19.27671
2022-02-14,31.96641
2022-02-15,34.19438
2022-02-16,31.86955
2022-02-17,34.96932
2022-02-18,31.48207
2022-02-19,21.24636
2022-02-20,20.11624
2022-02-21,35.51824
2022-02-22,34.00064
2022-02-23,33.03196
2022-02-24,26.80012
2022-02-25,34.58185
2022-02-26,34.45269
2022-02-27,21.56926
2022-02-28,28.18856
2022-03-01,21.63383
2022-03-02,22.79625
2022-03-03,19.76105
2022-03-04,19.43816
2022-03-05,11.94704
2022-03-06,12.23764
2022-03-07,16.27381
2022-03-08,15.95092
2022-03-09,11.23668
2022-03-10,18.1143
2022-03-11,15.9832
2022-03-12,10.88149
2022-03-13,10.46173
2022-03-14,14.36874
2022-03-15,13.78753
2022-03-16,12.56054
2022-03-17,12.72198
2022-03-18,12.30222
2022-03-19,9.00871
2022-03-20,8.62124
2022-03-21,12.26993
2022-03-22,10.62318
2022-03-23,12.68969
2022-03-24,9.42847
2022-03-25,11.36583
2022-03-26,6.78075
2022-03-27,7.26509
2022-03-28,9.17016
2022-03-29,9.9451
2022-03-30,9.91281
2022-03-31,10.49402
2022-04-01,6.84533
2022-04-02,5.26315
2022-04-03,5.84436
2022-04-04,6.87762
2022-04-05,8.26606
2022-04-06,8.29835
2022-04-07,8.7504
2022-04-08,7.62027
2022-04-09,4.77881
2022-04-10,5.74749
2022-04-11,14.88537
2022-04-12,13.46464
2022-04-13,9.58992
2022-04-14,10.07426
2022-04-15,8.04003
2022-04-16,3.84242
2022-04-17,6.55473
2022-04-18,7.94317
2022-04-19,8.16919
2022-04-20,8.07232
2022-04-21,9.81595
2022-04-22,6.9422
2022-04-23,5.7152
2022-04-24,5.77978
2022-04-25,10.94607
2022-04-26,9.71908
2022-04-27,8.91185
2022-04-28,7.36196
2022-04-29,7.78172
2022-04-30,5.77978
2022-05-01,5.52147
2022-05-02,7.91088
2022-05-03,9.39618
2022-05-04,8.36293
2022-05-05,4.61737
2022-05-06,6.97449
2022-05-07,5.61834
2022-05-08,4.97255
2022-05-09,8.55666
2022-05-10,10.59089
2022-05-11,10.23571
2022-05-12,10.33257
2022-05-13,10.268
2022-05-14,5.23086
2022-05-15,5.65062
2022-05-16,10.33257
2022-05-17,10.72005
2022-05-18,10.8492
2022-05-19,11.4627
2022-05-20,12.01162
2022-05-21,6.71617
2022-05-22,7.07135
2022-05-23,14.53019
2022-05-24,13.62608
2022-05-25,14.175
2022-05-26,12.62512
2022-05-27,13.43235
2022-05-28,8.84727
2022-05-29,8.36293
2022-05-30,11.01065
2022-05-31,11.97933
2022-06-01,6.81304
2022-06-02,9.71908
2022-06-03,8.39522
2022-06-04,4.16532
2022-06-05,5.55376
2022-06-06,5.19857
2022-06-07,8.04003
2022-06-08,11.91475
2022-06-09,12.39909
2022-06-10,12.9803
2022-06-11,3.32579
2022-06-12,6.39328
2022-06-13,7.8463
2022-06-14,7.65256
2022-06-15,7.68485
2022-06-16,13.14175
2022-06-17,11.62415
2022-06-18,6.65159
2022-06-19,6.13496
2022-06-20,8.55666
2022-06-21,8.29835
2022-06-22,9.13787
2022-06-23,8.16919
2022-06-24,8.87956
2022-06-25,4.74652
2022-06-26,5.134
2022-06-27,7.32967
2022-06-28,7.74943
2022-06-29,6.19954
2022-06-30,7.39425
2022-07-01,5.77978
2022-07-02,4.06845
2022-07-03,5.19857
2022-07-04,6.97449
2022-07-05,6.9422
2022-07-06,7.16822
2022-07-07,5.74749
2022-07-08,4.87568
2022-07-09,3.19664
2022-07-10,4.58508
2022-07-11,6.19954
2022-07-12,6.68388
2022-07-13,6.29641
2022-07-14,6.0381
2022-07-15,6.23183
2022-07-16,4.06845
2022-07-17,4.87568
2022-07-18,6.78075
2022-07-19,7.32967
2022-07-20,7.45883
2022-07-21,12.01162
2022-07-22,9.78366
2022-07-23,5.45689
2022-07-24,9.97739
2022-07-25,13.23861
2022-07-26,10.39715
2022-07-27,9.13787
2022-07-28,7.81401
2022-07-29,7.13593
2022-07-30,5.19857
2022-07-31,5.45689
2022-08-01,7.00678
2022-08-02,8.7504
2022-08-03,8.10461
2022-08-04,8.62124
2022-08-05,7.78172
2022-08-06,5.06942
2022-08-07,5.32773
2022-08-08,6.81304
2022-08-09,6.90991
2022-08-10,8.1369
2022-08-11,6.71617
2022-08-12,6.07039
2022-08-13,3.51953
2022-08-14,5.23086
2022-08-15,4.68195
2022-08-16,8.42751
2022-08-17,8.42751
2022-08-18,8.26606
2022-08-19,8.84727
2022-08-20,5.84436
2022-08-21,5.84436
2022-08-22,7.36196
2022-08-23,7.94317
2022-08-24,7.5234
2022-08-25,9.55763
2022-08-26,9.00871
2022-08-27,5.00484
2022-08-28,5.48918
2022-08-29,7.00678
2022-08-30,7.94317
2022-08-31,8.62124
2022-09-01,6.42557
2022-09-02,5.65062
2022-09-03,5.4246
2022-09-04,6.29641
2022-09-05,7.62027
2022-09-06,7.97546
2022-09-07,6.81304
2022-09-08,6.71617
2022-09-09,4.19761
2022-09-10,4.5205
2022-09-11,4.42363
2022-09-12,6.65159
2022-09-13,10.17113
2022-09-14,9.46076
2022-09-15,8.84727
2022-09-16,7.03907
2022-09-17,4.29447
2022-09-18,6.00581
2022-09-19,7.55569
2022-09-20,6.84533
2022-09-21,7.42654
2022-09-22,6.55473
2022-09-23,7.39425
2022-09-24,4.13303
2022-09-25,4.68195
2022-09-26,6.68388
2022-09-27,7.13593
2022-09-28,7.45883
2022-09-29,7.29738
2022-09-30,6.0381
2022-10-01,3.51953
2022-10-02,3.81013
2022-10-03,4.87568
2022-10-04,7.07135
2022-10-05,6.10268
2022-10-06,6.52244
2022-10-07,5.55376
2022-10-08,3.26122
2022-10-09,4.19761
2022-10-10,4.22989
2022-10-11,8.39522
2022-10-12,7.13593
2022-10-13,6.42557
2022-10-14,6.39328
2022-10-15,3.81013
2022-10-16,4.22989
2022-10-17,6.39328
2022-10-18,6.65159
2022-10-19,5.97352
2022-10-20,6.16725
2022-10-21,5.36002
2022-10-22,3.58411
2022-10-23,5.52147
2022-10-24,5.61834
2022-10-25,8.07232
2022-10-26,8.07232
2022-10-27,8.07232
2022-10-28,7.8463
2022-10-29,3.77784
2022-10-30,3.64869
2022-10-31,7.20051
2022-11-01,7.03907
2022-11-02,8.71811
2022-11-03,9.07329
2022-11-04,6.29641
2022-11-05,14.46561
2022-11-06,10.20342
2022-11-07,11.1721
2022-11-08,9.75137
2022-11-09,10.5586
2022-11-10,9.23474
2022-11-11,8.00774
2022-11-12,7.03907
2022-11-13,5.74749
2022-11-14,8.36293
2022-11-15,8.36293
2022-11-16,8.55666
2022-11-17,7.71714
2022-11-18,7.74943
2022-11-19,4.42363
2022-11-20,16.56441
2022-11-21,14.33645
2022-11-22,10.13884
2022-11-23,9.9451
2022-11-24,10.46173
2022-11-25,10.91378
2022-11-26,6.3287
2022-11-27,9.3639
2022-11-28,10.268
2022-11-29,11.43041
2022-11-30,12.9803
2022-12-01,15.11139
2022-12-02,10.23571
2022-12-03,10.65547
2022-12-04,10.88149
2022-12-05,23.15143
2022-12-06,18.17888
2022-12-07,17.17791
2022-12-08,17.59767
2022-12-09,21.95673
2022-12-10,9.75137
2022-12-11,26.67097
2022-12-12,35.80884
2022-12-13,25.08879
2022-12-14,19.9225
2022-12-15,17.17791
2022-12-16,17.08104
2022-12-17,13.56151
2022-12-18,23.11914
2022-12-19,21.40781
2022-12-20,26.34807
2022-12-21,20.92347
2022-12-22,21.37552
2022-12-23,20.37455
2022-12-24,11.78559
2022-12-25,12.23764
2022-12-26,28.05941
2022-12-27,28.96351
2022-12-28,29.15724
2022-12-29,33.19341
2022-12-30,35.38908
2022-12-31,15.85405
2023-01-01,8.52437
2023-01-02,12.33451
2023-01-03,11.94704
2023-01-04,18.56635
2023-01-05,21.18178
2023-01-06,12.52825
2023-01-07,8.45979
2023-01-08,9.55763
2023-01-09,14.36874
2023-01-10,14.85308
2023-01-11,15.49886
2023-01-12,13.40006
2023-01-13,11.7533
2023-01-14,8.91185
2023-01-15,14.30416
2023-01-16,31.35292
2023-01-17,35.29221
2023-01-18,48.3371
2023-01-19,47.14239
2023-01-20,42.20213
2023-01-21,19.14756
2023-01-22,20.66515
2023-01-23,20.34226
2023-01-24,24.57216
2023-01-25,69.51888
2023-01-26,70.84275
2023-01-27,55.31159
2023-01-28,31.86955
2023-01-29,23.08685
2023-01-30,46.69034
2023-01-31,43.52599
2023-02-01,34.74329
2023-02-02,29.15724
2023-02-03,27.41362
2023-02-04,14.82079
2023-02-05,15.27284
2023-02-06,25.76687
2023-02-07,26.89699
2023-02-08,29.35098
2023-02-09,26.41265
2023-02-10,24.95963
2023-02-11,14.01356
2023-02-12,13.85211
2023-02-13,25.18566
2023-02-14,25.34711
2023-02-15,26.02518
2023-02-16,26.31578
2023-02-17,22.60251
2023-02-18,16.79044
2023-02-19,14.7885
2023-02-20,25.99289
2023-02-21,25.99289
2023-02-22,26.15434
2023-02-23,23.5389
2023-02-24,21.95673
2023-02-25,15.24055
2023-02-26,13.23861
2023-02-27,21.47239
2023-02-28,21.60154
2023-03-01,15.11139
2023-03-02,18.24346
2023-03-03,16.91959
2023-03-04,10.20342
2023-03-05,11.85017
2023-03-06,15.0791
2023-03-07,15.33742
2023-03-08,15.72489
2023-03-09,14.33645
2023-03-10,15.72489
2023-03-11,7.68485
2023-03-12,9.55763
2023-03-13,11.85017
2023-03-14,12.43138
2023-03-15,11.26896
2023-03-16,11.36583
2023-03-17,10.49402
2023-03-18,7.13593
2023-03-19,6.87762
2023-03-20,11.7533
2023-03-21,13.2709
2023-03-22,10.20342
2023-03-23,11.23668
2023-03-24,11.01065
2023-03-25,6.13496
2023-03-26,7.03907
2023-03-27,10.17113
2023-03-28,10.59089
2023-03-29,8.39522
2023-03-30,9.00871
2023-03-31,8.52437
2023-04-01,5.68291
2023-04-02,6.16725
2023-04-03,7.20051
2023-04-04,8.71811
2023-04-05,12.17307
2023-04-06,7.87859
2023-04-07,7.55569
2023-04-08,4.19761
2023-04-09,5.03713
2023-04-10,7.49112
2023-04-11,9.20245
2023-04-12,7.68485
2023-04-13,7.03907
2023-04-14,6.00581
2023-04-15,4.00387
2023-04-16,5.61834
2023-04-17,7.55569
2023-04-18,7.16822
2023-04-19,7.10364
2023-04-20,7.58798
2023-04-21,7.45883
2023-04-22,3.45495
2023-04-23,4.29447
2023-04-24,5.68291
2023-04-25,11.1721
2023-04-26,8.04003
2023-04-27,7.97546
2023-04-28,7.13593
2023-04-29,4.42363
2023-04-30,4.71423
2023-05-01,7.39425
2023-05-02,10.42944
2023-05-03,9.52534
2023-05-04,8.00774
2023-05-05,7.29738
2023-05-06,6.65159
2023-05-07,6.3287
2023-05-08,9.20245
2023-05-09,8.04003
2023-05-10,11.10752
2023-05-11,9.00871
2023-05-12,8.58895
2023-05-13,5.58605
2023-05-14,7.39425
2023-05-15,10.268
2023-05-16,9.041
2023-05-17,9.88052
2023-05-18,8.97642
2023-05-19,9.71908
2023-05-20,6.65159
2023-05-21,5.61834
2023-05-22,10.36486
2023-05-23,11.13981
2023-05-24,13.04488
2023-05-25,10.49402
2023-05-26,10.04197
2023-05-27,6.16725
2023-05-28,5.94123
2023-05-29,7.42654
