date,마린애시앙
2021-01-02,52.15946
2021-01-03,50.83056
2021-01-04,56.03543
2021-01-05,57.25359
2021-01-06,51.93798
2021-01-07,50.49833
2021-01-08,43.07862
2021-01-09,41.63898
2021-01-10,41.41749
2021-01-11,52.82392
2021-01-12,48.94795
2021-01-13,53.59911
2021-01-14,56.92137
2021-01-15,49.83388
2021-01-16,48.17275
2021-01-17,48.39424
2021-01-18,48.72646
2021-01-19,47.39756
2021-01-20,43.41085
2021-01-21,42.85714
2021-01-22,39.31339
2021-01-23,39.97785
2021-01-24,44.40753
2021-01-25,50.49833
2021-01-26,48.28349
2021-01-27,44.73975
2021-01-28,44.51827
2021-01-29,43.52159
2021-01-30,42.96788
2021-01-31,39.97785
2021-02-01,49.83388
2021-02-02,53.37763
2021-02-03,48.39424
2021-02-04,49.28017
2021-02-05,41.52823
2021-02-06,37.98449
2021-02-07,42.85714
2021-02-08,45.07198
2021-02-09,38.5382
2021-02-10,39.20265
2021-02-11,34.33001
2021-02-12,32.55813
2021-02-13,32.77962
2021-02-14,40.08859
2021-02-15,51.05204
2021-02-16,46.62236
2021-02-17,39.75636
2021-02-18,49.94462
2021-02-19,40.97452
2021-02-20,35.32668
2021-02-21,33.66555
2021-02-22,49.16943
2021-02-23,48.17275
2021-02-24,41.9712
2021-02-25,43.52159
2021-02-26,40.42081
2021-02-27,38.31672
2021-02-28,38.42746
2021-03-01,44.51827
2021-03-02,64.45182
2021-03-03,53.26688
2021-03-04,43.30011
2021-03-05,43.07862
2021-03-06,33.66555
2021-03-07,40.97452
2021-03-08,44.18604
2021-03-09,43.18936
2021-03-10,38.31672
2021-03-11,36.21262
2021-03-12,39.97785
2021-03-13,33.33333
2021-03-14,36.10188
2021-03-15,43.07862
2021-03-16,43.18936
2021-03-17,40.86378
2021-03-18,38.09523
2021-03-19,38.42746
2021-03-20,31.33997
2021-03-21,40.19933
2021-03-22,53.93133
2021-03-23,44.73975
2021-03-24,40.19933
2021-03-25,48.50498
2021-03-26,43.85382
2021-03-27,42.41417
2021-03-28,45.95791
2021-03-29,55.48172
2021-03-30,54.04208
2021-03-31,55.48172
2021-04-01,50.83056
2021-04-02,51.27353
2021-04-03,48.61572
2021-04-04,43.18936
2021-04-05,48.94795
2021-04-06,51.49501
2021-04-07,63.67663
2021-04-08,68.99224
2021-04-09,82.61351
2021-04-10,59.46843
2021-04-11,43.41085
2021-04-12,53.0454
2021-04-13,54.3743
2021-04-14,43.41085
2021-04-15,49.50166
2021-04-16,47.72978
2021-04-17,36.10188
2021-04-18,36.4341
2021-04-19,48.72646
2021-04-20,46.62236
2021-04-21,41.30675
2021-04-22,39.42414
2021-04-23,36.87707
2021-04-24,35.43743
2021-04-25,33.11184
2021-04-26,41.30675
2021-04-27,34.88372
2021-04-28,32.44739
2021-04-29,35.99114
2021-04-30,33.99778
2021-05-01,26.79955
2021-05-02,26.35658
2021-05-03,33.7763
2021-05-04,33.0011
2021-05-05,27.13178
2021-05-06,34.77297
2021-05-07,35.88039
2021-05-08,31.56146
2021-05-09,34.10852
2021-05-10,42.19269
2021-05-11,36.10188
2021-05-12,32.00442
2021-05-13,37.32004
2021-05-14,26.91029
2021-05-15,23.69878
2021-05-16,24.69545
2021-05-17,36.21262
2021-05-18,31.6722
2021-05-19,29.01439
2021-05-20,30.12181
2021-05-21,30.897
2021-05-22,28.34994
2021-05-23,24.36323
2021-05-24,29.34662
2021-05-25,28.01771
2021-05-26,29.90033
2021-05-27,28.12846
2021-05-28,26.02436
2021-05-29,23.14507
2021-05-30,25.02768
2021-05-31,28.01771
2021-06-01,25.58139
2021-06-02,25.47065
2021-06-03,27.57475
2021-06-04,24.69545
2021-06-05,22.03765
2021-06-06,22.25913
2021-06-07,29.34662
2021-06-08,24.031
2021-06-09,24.69545
2021-06-10,25.47065
2021-06-11,25.02768
2021-06-12,18.93687
2021-06-13,20.81949
2021-06-14,30.23255
2021-06-15,22.25913
2021-06-16,22.92358
2021-06-17,28.90365
2021-06-18,24.47397
2021-06-19,19.49058
2021-06-20,21.59468
2021-06-21,24.91694
2021-06-22,25.35991
2021-06-23,24.58471
2021-06-24,23.92026
2021-06-25,22.03765
2021-06-26,20.04429
2021-06-27,20.70874
2021-06-28,27.464
2021-06-29,27.13178
2021-06-30,28.68217
2021-07-01,28.79291
2021-07-02,31.56146
2021-07-03,24.14174
2021-07-04,20.70874
2021-07-05,28.46068
2021-07-06,29.67884
2021-07-07,29.78959
2021-07-08,35.65891
2021-07-09,30.12181
2021-07-10,22.36987
2021-07-11,24.36323
2021-07-12,34.99446
2021-07-13,29.01439
2021-07-14,35.43743
2021-07-15,27.02104
2021-07-16,27.35326
2021-07-17,25.91362
2021-07-18,25.69213
2021-07-19,29.78959
2021-07-20,35.99114
2021-07-21,34.33001
2021-07-22,29.23588
2021-07-23,32.89036
2021-07-24,28.79291
2021-07-25,31.11849
2021-07-26,34.21926
2021-07-27,29.5681
2021-07-28,36.32336
2021-07-29,40.53156
2021-07-30,27.464
2021-07-31,25.80287
2021-08-01,26.91029
2021-08-02,29.78959
2021-08-03,31.00775
2021-08-04,28.46068
2021-08-05,26.35658
2021-08-06,25.80287
2021-08-07,25.13842
2021-08-08,27.02104
2021-08-09,31.56146
2021-08-10,32.89036
2021-08-11,34.66223
2021-08-12,29.90033
2021-08-13,31.89368
2021-08-14,30.12181
2021-08-15,31.45071
2021-08-16,40.53156
2021-08-17,45.07198
2021-08-18,40.75304
2021-08-19,42.96788
2021-08-20,36.21262
2021-08-21,29.90033
2021-08-22,30.56478
2021-08-23,34.88372
2021-08-24,40.42081
2021-08-25,36.65559
2021-08-26,34.10852
2021-08-27,29.67884
2021-08-28,27.57475
2021-08-29,31.78294
2021-08-30,33.11184
2021-08-31,35.32668
2021-09-01,30.78626
2021-09-02,31.45071
2021-09-03,32.77962
2021-09-04,27.68549
2021-09-05,25.02768
2021-09-06,30.12181
2021-09-07,28.2392
2021-09-08,25.13842
2021-09-09,26.91029
2021-09-10,25.69213
2021-09-11,19.60132
2021-09-12,24.14174
2021-09-13,28.90365
2021-09-14,29.01439
2021-09-15,29.78959
2021-09-16,28.57142
2021-09-17,33.88704
2021-09-18,26.35658
2021-09-19,23.14507
2021-09-20,25.47065
2021-09-21,24.58471
2021-09-22,29.45736
2021-09-23,39.42414
2021-09-24,33.88704
2021-09-25,27.35326
2021-09-26,27.68549
2021-09-27,37.98449
2021-09-28,32.89036
2021-09-29,36.76633
2021-09-30,29.90033
2021-10-01,33.22259
2021-10-02,35.54817
2021-10-03,31.45071
2021-10-04,32.77962
2021-10-05,40.53156
2021-10-06,34.55149
2021-10-07,35.88039
2021-10-08,35.99114
2021-10-09,32.00442
2021-10-10,33.11184
2021-10-11,35.65891
2021-10-12,33.22259
2021-10-13,30.12181
2021-10-14,42.08194
2021-10-15,37.43078
2021-10-16,26.57807
2021-10-17,25.47065
2021-10-18,29.5681
2021-10-19,32.00442
2021-10-20,37.09856
2021-10-21,32.33665
2021-10-22,40.31007
2021-10-23,21.70542
2021-10-24,28.12846
2021-10-25,30.67552
2021-10-26,27.79623
2021-10-27,26.79955
2021-10-28,34.10852
2021-10-29,29.01439
2021-10-30,34.10852
2021-10-31,37.09856
2021-11-01,34.55149
2021-11-02,31.33997
2021-11-03,28.34994
2021-11-04,28.46068
2021-11-05,25.58139
2021-11-06,22.59136
2021-11-07,25.02768
2021-11-08,26.68881
2021-11-09,26.35658
2021-11-10,23.36655
2021-11-11,28.57142
2021-11-12,25.58139
2021-11-13,21.04097
2021-11-14,19.49058
2021-11-15,27.35326
2021-11-16,26.02436
2021-11-17,24.69545
2021-11-18,23.36655
2021-11-19,24.69545
2021-11-20,22.81284
2021-11-21,25.58139
2021-11-22,26.1351
2021-11-23,24.36323
2021-11-24,24.8062
2021-11-25,24.8062
2021-11-26,27.35326
2021-11-27,19.93355
2021-11-28,17.38648
2021-11-29,26.35658
2021-11-30,24.69545
2021-12-01,23.03433
2021-12-02,20.04429
2021-12-03,19.71207
2021-12-04,22.03765
2021-12-05,18.16168
2021-12-06,23.14507
2021-12-07,21.92691
2021-12-08,22.48062
2021-12-09,22.81284
2021-12-10,20.70874
2021-12-11,14.95016
2021-12-12,15.94684
2021-12-13,22.7021
2021-12-14,20.70874
2021-12-15,22.48062
2021-12-16,24.36323
2021-12-17,39.8671
2021-12-18,27.68549
2021-12-19,23.80952
2021-12-20,25.69213
2021-12-21,25.24916
2021-12-22,24.031
2021-12-23,23.58803
2021-12-24,20.48726
2021-12-25,20.26578
2021-12-26,17.60797
2021-12-27,23.25581
2021-12-28,26.91029
2021-12-29,20.598
2021-12-30,23.92026
2021-12-31,18.82613
2022-01-01,18.93687
2022-01-02,21.26245
2022-01-03,25.13842
2022-01-04,27.57475
2022-01-05,26.1351
2022-01-06,26.1351
2022-01-07,26.79955
2022-01-08,21.48394
2022-01-09,19.04761
2022-01-10,24.14174
2022-01-11,26.79955
2022-01-12,28.34994
2022-01-13,25.91362
2022-01-14,27.24252
2022-01-15,27.35326
2022-01-16,20.598
2022-01-17,25.91362
2022-01-18,24.47397
2022-01-19,25.13842
2022-01-20,24.69545
2022-01-21,25.91362
2022-01-22,19.15836
2022-01-23,21.59468
2022-01-24,31.00775
2022-01-25,35.65891
2022-01-26,30.23255
2022-01-27,27.35326
2022-01-28,24.58471
2022-01-29,23.47729
2022-01-30,21.04097
2022-01-31,18.4939
2022-02-01,18.93687
2022-02-02,20.93023
2022-02-03,26.1351
2022-02-04,24.031
2022-02-05,24.47397
2022-02-06,28.79291
2022-02-07,31.11849
2022-02-08,45.95791
2022-02-09,46.62236
2022-02-10,37.98449
2022-02-11,32.11517
2022-02-12,25.91362
2022-02-13,28.12846
2022-02-14,30.67552
2022-02-15,38.75968
2022-02-16,36.10188
2022-02-17,32.33665
2022-02-18,33.55481
2022-02-19,30.12181
2022-02-20,30.23255
2022-02-21,37.2093
2022-02-22,36.4341
2022-02-23,33.7763
2022-02-24,32.11517
2022-02-25,25.35991
2022-02-26,25.35991
2022-02-27,25.24916
2022-02-28,26.91029
2022-03-01,22.48062
2022-03-02,27.90697
2022-03-03,28.46068
2022-03-04,24.58471
2022-03-05,19.82281
2022-03-06,18.82613
2022-03-07,23.14507
2022-03-08,21.04097
2022-03-09,18.93687
2022-03-10,29.12513
2022-03-11,24.69545
2022-03-12,22.14839
2022-03-13,22.36987
2022-03-14,25.58139
2022-03-15,23.92026
2022-03-16,42.08194
2022-03-17,30.12181
2022-03-18,31.78294
2022-03-19,27.35326
2022-03-20,22.59136
2022-03-21,33.7763
2022-03-22,29.90033
2022-03-23,29.01439
2022-03-24,28.01771
2022-03-25,27.13178
2022-03-26,23.47729
2022-03-27,17.94019
2022-03-28,25.35991
2022-03-29,22.81284
2022-03-30,24.031
2022-03-31,28.90365
2022-04-01,26.46733
2022-04-02,18.60465
2022-04-03,21.26245
2022-04-04,23.58803
2022-04-05,20.81949
2022-04-06,21.04097
2022-04-07,21.04097
2022-04-08,20.37652
2022-04-09,16.38981
2022-04-10,19.04761
2022-04-11,21.70542
2022-04-12,22.25913
2022-04-13,21.81616
2022-04-14,23.03433
2022-04-15,23.25581
2022-04-16,19.71207
2022-04-17,16.94352
2022-04-18,24.14174
2022-04-19,22.14839
2022-04-20,21.92691
2022-04-21,19.49058
2022-04-22,23.03433
2022-04-23,17.82945
2022-04-24,17.27574
2022-04-25,22.81284
2022-04-26,22.59136
2022-04-27,24.8062
2022-04-28,22.81284
2022-04-29,22.14839
2022-04-30,18.05094
2022-05-01,14.83942
2022-05-02,23.14507
2022-05-03,25.02768
2022-05-04,21.70542
2022-05-05,18.71539
2022-05-06,22.14839
2022-05-07,21.04097
2022-05-08,19.82281
2022-05-09,18.38316
2022-05-10,19.71207
2022-05-11,19.71207
2022-05-12,19.60132
2022-05-13,19.60132
2022-05-14,16.72203
2022-05-15,15.0609
2022-05-16,19.71207
2022-05-17,24.69545
2022-05-18,24.031
2022-05-19,22.59136
2022-05-20,20.37652
2022-05-21,18.82613
2022-05-22,17.71871
2022-05-23,24.91694
2022-05-24,18.93687
2022-05-25,20.81949
2022-05-26,20.93023
2022-05-27,17.49723
2022-05-28,15.0609
2022-05-29,15.17165
2022-05-30,22.14839
2022-05-31,21.92691
2022-06-01,15.94684
2022-06-02,17.27574
2022-06-03,17.71871
2022-06-04,19.71207
2022-06-05,18.60465
2022-06-06,19.82281
2022-06-07,21.81616
2022-06-08,22.36987
2022-06-09,20.93023
2022-06-10,25.02768
2022-06-11,17.27574
2022-06-12,15.50387
2022-06-13,25.24916
2022-06-14,23.14507
2022-06-15,19.49058
2022-06-16,23.47729
2022-06-17,25.02768
2022-06-18,18.82613
2022-06-19,20.70874
2022-06-20,25.58139
2022-06-21,20.48726
2022-06-22,22.25913
2022-06-23,23.25581
2022-06-24,21.92691
2022-06-25,15.39313
2022-06-26,17.27574
2022-06-27,21.15171
2022-06-28,20.598
2022-06-29,21.48394
2022-06-30,21.59468
2022-07-01,22.59136
2022-07-02,18.05094
2022-07-03,15.94684
2022-07-04,21.04097
2022-07-05,22.25913
2022-07-06,17.165
2022-07-07,21.04097
2022-07-08,20.37652
2022-07-09,16.50055
2022-07-10,18.60465
2022-07-11,19.93355
2022-07-12,23.14507
2022-07-13,26.02436
2022-07-14,20.15503
2022-07-15,20.81949
2022-07-16,16.72203
2022-07-17,17.05426
2022-07-18,29.01439
2022-07-19,21.92691
2022-07-20,24.69545
2022-07-21,20.26578
2022-07-22,25.35991
2022-07-23,15.72535
2022-07-24,18.05094
2022-07-25,19.49058
2022-07-26,18.71539
2022-07-27,18.4939
2022-07-28,19.37984
2022-07-29,17.27574
2022-07-30,15.28239
2022-07-31,12.4031
2022-08-01,14.83942
2022-08-02,18.4939
2022-08-03,15.0609
2022-08-04,15.28239
2022-08-05,17.60797
2022-08-06,17.49723
2022-08-07,13.39977
2022-08-08,17.27574
2022-08-09,17.165
2022-08-10,18.38316
2022-08-11,17.82945
2022-08-12,16.72203
2022-08-13,14.17497
2022-08-14,12.62458
2022-08-15,13.39977
2022-08-16,19.37984
2022-08-17,18.16168
2022-08-18,18.71539
2022-08-19,19.04761
2022-08-20,14.61794
2022-08-21,16.05758
2022-08-22,22.7021
2022-08-23,21.04097
2022-08-24,23.69878
2022-08-25,20.48726
2022-08-26,18.82613
2022-08-27,17.38648
2022-08-28,18.16168
2022-08-29,22.36987
2022-08-30,20.04429
2022-08-31,21.15171
2022-09-01,19.04761
2022-09-02,20.70874
2022-09-03,14.72868
2022-09-04,18.05094
2022-09-05,25.02768
2022-09-06,21.81616
2022-09-07,19.49058
2022-09-08,17.27574
2022-09-09,12.07087
2022-09-10,12.4031
2022-09-11,14.28571
2022-09-12,15.94684
2022-09-13,21.26245
2022-09-14,20.70874
2022-09-15,21.04097
2022-09-16,20.81949
2022-09-17,16.83277
2022-09-18,18.38316
2022-09-19,22.03765
2022-09-20,19.2691
2022-09-21,19.93355
2022-09-22,33.11184
2022-09-23,29.01439
2022-09-24,18.60465
2022-09-25,17.27574
2022-09-26,26.79955
2022-09-27,24.031
2022-09-28,30.23255
2022-09-29,27.13178
2022-09-30,30.01107
2022-10-01,31.00775
2022-10-02,39.31339
2022-10-03,43.74307
2022-10-04,47.17607
2022-10-05,41.74972
2022-10-06,34.10852
2022-10-07,36.54485
2022-10-08,30.78626
2022-10-09,34.66223
2022-10-10,38.64894
2022-10-11,47.17607
2022-10-12,42.08194
2022-10-13,48.8372
2022-10-14,47.61904
2022-10-15,45.73643
2022-10-16,37.98449
2022-10-17,52.27021
2022-10-18,46.62236
2022-10-19,46.06866
2022-10-20,49.28017
2022-10-21,52.93466
2022-10-22,45.51495
2022-10-23,45.07198
2022-10-24,49.72314
2022-10-25,47.28682
2022-10-26,54.26356
2022-10-27,59.13621
2022-10-28,56.81063
2022-10-29,62.56921
2022-10-30,36.4341
2022-10-31,57.47508
2022-11-01,53.93133
2022-11-02,48.17275
2022-11-03,55.70321
2022-11-04,51.82724
2022-11-05,48.50498
2022-11-06,41.30675
2022-11-07,67.77408
2022-11-08,61.90476
2022-11-09,56.69988
2022-11-10,50.9413
2022-11-11,45.84717
2022-11-12,42.41417
2022-11-13,45.73643
2022-11-14,50.83056
2022-11-15,50.27685
2022-11-16,50.60908
2022-11-17,51.49501
2022-11-18,51.05204
2022-11-19,63.67663
2022-11-20,46.40088
2022-11-21,63.67663
2022-11-22,67.10963
2022-11-23,57.8073
2022-11-24,59.80066
2022-11-25,57.91805
2022-11-26,46.40088
2022-11-27,48.72646
2022-11-28,60.6866
2022-11-29,60.57585
2022-11-30,50.60908
2022-12-01,52.38095
2022-12-02,48.50498
2022-12-03,36.21262
2022-12-04,40.31007
2022-12-05,55.03875
2022-12-06,53.93133
2022-12-07,56.36766
2022-12-08,48.8372
2022-12-09,50.49833
2022-12-10,45.95791
2022-12-11,45.07198
2022-12-12,63.12292
2022-12-13,59.9114
2022-12-14,50.27685
2022-12-15,46.06866
2022-12-16,51.60575
2022-12-17,44.18604
2022-12-18,46.62236
2022-12-19,53.26688
2022-12-20,49.05869
2022-12-21,43.74307
2022-12-22,47.84053
2022-12-23,53.0454
2022-12-24,38.5382
2022-12-25,37.87375
2022-12-26,46.29014
2022-12-27,53.59911
2022-12-28,44.96124
2022-12-29,47.17607
2022-12-30,45.29346
2022-12-31,40.75304
2023-01-01,36.87707
2023-01-02,56.03543
2023-01-03,48.8372
2023-01-04,54.04208
2023-01-05,44.40753
2023-01-06,41.41749
2023-01-07,38.5382
2023-01-08,46.95459
2023-01-09,49.94462
2023-01-10,56.4784
2023-01-11,52.38095
2023-01-12,48.06201
2023-01-13,43.74307
2023-01-14,40.75304
2023-01-15,44.73975
2023-01-16,56.36766
2023-01-17,72.97895
2023-01-18,58.02879
2023-01-19,52.60243
2023-01-20,44.73975
2023-01-21,35.54817
2023-01-22,34.77297
2023-01-23,38.31672
2023-01-24,44.96124
2023-01-25,53.0454
2023-01-26,53.48837
2023-01-27,51.16279
2023-01-28,46.29014
2023-01-29,45.29346
2023-01-30,53.48837
2023-01-31,54.59579
2023-02-01,53.26688
2023-02-02,46.84385
2023-02-03,53.15614
2023-02-04,44.62901
2023-02-05,39.42414
2023-02-06,57.25359
2023-02-07,58.36101
2023-02-08,53.70985
2023-02-09,45.4042
2023-02-10,47.72978
2023-02-11,45.84717
2023-02-12,39.31339
2023-02-13,54.59579
2023-02-14,41.30675
2023-02-15,41.74972
2023-02-16,44.73975
2023-02-17,45.07198
2023-02-18,35.88039
2023-02-19,40.53156
2023-02-20,46.95459
2023-02-21,46.95459
2023-02-22,42.41417
2023-02-23,36.54485
2023-02-24,39.09191
2023-02-25,36.76633
2023-02-26,34.33001
2023-02-27,39.8671
2023-02-28,39.20265
2023-03-01,35.99114
2023-03-02,36.76633
2023-03-03,37.65227
2023-03-04,35.43743
2023-03-05,40.86378
2023-03-06,43.96456
2023-03-07,42.7464
2023-03-08,41.30675
2023-03-09,39.97785
2023-03-10,35.88039
2023-03-11,30.3433
2023-03-12,31.45071
2023-03-13,41.08527
2023-03-14,32.55813
2023-03-15,38.98117
2023-03-16,36.21262
2023-03-17,39.09191
2023-03-18,34.88372
2023-03-19,32.33665
2023-03-20,40.75304
2023-03-21,36.4341
2023-03-22,40.08859
2023-03-23,35.76965
2023-03-24,38.09523
2023-03-25,35.76965
2023-03-26,38.5382
2023-03-27,37.98449
2023-03-28,38.98117
2023-03-29,41.41749
2023-03-30,39.75636
2023-03-31,36.98781
2023-04-01,33.22259
2023-04-02,28.90365
2023-04-03,37.43078
2023-04-04,34.33001
2023-04-05,32.66888
2023-04-06,33.7763
2023-04-07,34.88372
2023-04-08,30.78626
2023-04-09,31.89368
2023-04-10,35.21594
2023-04-11,39.64562
2023-04-12,35.65891
2023-04-13,41.19601
2023-04-14,31.33997
2023-04-15,32.66888
2023-04-16,28.2392
2023-04-17,38.5382
2023-04-18,36.10188
2023-04-19,41.41749
2023-04-20,33.22259
2023-04-21,34.44075
2023-04-22,29.34662
2023-04-23,34.55149
2023-04-24,42.52491
2023-04-25,43.07862
2023-04-26,36.87707
2023-04-27,36.98781
2023-04-28,33.66555
2023-04-29,29.90033
2023-04-30,28.12846
2023-05-01,32.33665
2023-05-02,34.44075
2023-05-03,33.88704
2023-05-04,29.90033
2023-05-05,25.80287
2023-05-06,23.92026
2023-05-07,27.13178
2023-05-08,35.76965
2023-05-09,36.65559
2023-05-10,42.19269
2023-05-11,40.42081
2023-05-12,46.73311
2023-05-13,34.77297
2023-05-14,34.44075
2023-05-15,36.76633
2023-05-16,50.9413
2023-05-17,43.85382
2023-05-18,40.08859
2023-05-19,37.87375
2023-05-20,47.5083
2023-05-21,40.75304
2023-05-22,40.97452
2023-05-23,38.09523
2023-05-24,33.44407
2023-05-25,31.78294
2023-05-26,37.65227
2023-05-27,31.45071
2023-05-28,28.12846
2023-05-29,33.88704
2023-05-30,38.20598
