date,롤렉스
2020-03-20,11.34827
2020-03-21,14.45778
2020-03-22,14.08906
2020-03-23,12.31512
2020-03-24,12.06522
2020-03-25,12.05702
2020-03-26,12.31922
2020-03-27,12.27825
2020-03-28,13.06485
2020-03-29,13.59334
2020-03-30,12.66336
2020-03-31,11.86447
2020-04-01,11.48756
2020-04-02,11.84399
2020-04-03,12.22909
2020-04-04,13.02388
2020-04-05,14.35126
2020-04-06,12.95833
2020-04-07,12.80675
2020-04-08,12.85591
2020-04-09,12.28235
2020-04-10,13.08943
2020-04-11,14.9535
2020-04-12,15.9818
2020-04-13,13.80638
2020-04-14,12.82313
2020-04-15,16.68646
2020-04-16,14.46187
2020-04-17,14.10545
2020-04-18,15.67864
2020-04-19,20.04998
2020-04-20,17.03879
2020-04-21,16.41607
2020-04-22,18.43991
2020-04-23,16.42426
2020-04-24,14.66262
2020-04-25,15.45741
2020-04-26,16.41197
2020-04-27,14.00303
2020-04-28,13.71625
2020-04-29,13.61383
2020-04-30,14.01941
2020-05-01,14.3021
2020-05-02,15.30992
2020-05-03,15.18292
2020-05-04,13.72034
2020-05-05,15.47789
2020-05-06,13.13859
2020-05-07,12.84772
2020-05-08,13.06894
2020-05-09,14.9494
2020-05-10,14.88385
2020-05-11,14.61755
2020-05-12,14.58068
2020-05-13,15.49838
2020-05-14,14.41681
2020-05-15,13.79818
2020-05-16,15.28124
2020-05-17,16.54307
2020-05-18,15.54344
2020-05-19,13.83915
2020-05-20,14.171
2020-05-21,13.45405
2020-05-22,14.51923
2020-05-23,15.53935
2020-05-24,16.60453
2020-05-25,15.30992
2020-05-26,14.5602
2020-05-27,14.38813
2020-05-28,13.50731
2020-05-29,13.34753
2020-05-30,14.89204
2020-05-31,17.38702
2020-06-01,14.33077
2020-06-02,15.23618
2020-06-03,15.92855
2020-06-04,16.01458
2020-06-05,14.6913
2020-06-06,15.79335
2020-06-07,20.99225
2020-06-08,31.57441
2020-06-09,24.03621
2020-06-10,19.1077
2020-06-11,16.95276
2020-06-12,19.21012
2020-06-13,20.12372
2020-06-14,21.27084
2020-06-15,17.56319
2020-06-16,17.05928
2020-06-17,17.30099
2020-06-18,16.6373
2020-06-19,16.01868
2020-06-20,18.11217
2020-06-21,19.94756
2020-06-22,19.05035
2020-06-23,17.48125
2020-06-24,19.6321
2020-06-25,16.57175
2020-06-26,16.74792
2020-06-27,18.75537
2020-06-28,21.75836
2020-06-29,21.34458
2020-06-30,18.04252
2020-07-01,16.6414
2020-07-02,16.01868
2020-07-03,15.86709
2020-07-04,18.68982
2020-07-05,18.64476
2020-07-06,16.93227
2020-07-07,16.35872
2020-07-08,19.71403
2020-07-09,16.82576
2020-07-10,15.12556
2020-07-11,20.06227
2020-07-12,20.1442
2020-07-13,17.37064
2020-07-14,16.73563
2020-07-15,16.81347
2020-07-16,15.3345
2020-07-17,15.65815
2020-07-18,16.95686
2020-07-19,19.94756
2020-07-20,16.82576
2020-07-21,17.24773
2020-07-22,17.24363
2020-07-23,16.69875
2020-07-24,15.60899
2020-07-25,17.8049
2020-07-26,19.08312
2020-07-27,17.87045
2020-07-28,17.07157
2020-07-29,16.06374
2020-07-30,17.30099
2020-07-31,16.28088
2020-08-01,18.39075
2020-08-02,20.68909
2020-08-03,17.22725
2020-08-04,16.14978
2020-08-05,15.82203
2020-08-06,16.14978
2020-08-07,16.77659
2020-08-08,17.89913
2020-08-09,19.27977
2020-08-10,16.88311
2020-08-11,17.64922
2020-08-12,17.8131
2020-08-13,17.00602
2020-08-14,16.21533
2020-08-15,18.32111
2020-08-16,19.18964
2020-08-17,19.03805
2020-08-18,17.28051
2020-08-19,15.84251
2020-08-20,15.91216
2020-08-21,16.83395
2020-08-22,20.03359
2020-08-23,19.83284
2020-08-24,17.53861
2020-08-25,18.05891
2020-08-26,18.92744
2020-08-27,18.25146
2020-08-28,18.02204
2020-08-29,20.65221
2020-08-30,21.0537
2020-08-31,20.49244
2020-09-01,44.81953
2020-09-02,28.12896
2020-09-03,22.8768
2020-09-04,23.99524
2020-09-05,23.84776
2020-09-06,27.08836
2020-09-07,24.28612
2020-09-08,22.41796
2020-09-09,20.48424
2020-09-10,20.22204
2020-09-11,20.90622
2020-09-12,23.51591
2020-09-13,23.55278
2020-09-14,20.45147
2020-09-15,19.33303
2020-09-16,20.29579
2020-09-17,18.05891
2020-09-18,17.80081
2020-09-19,20.71367
2020-09-20,20.55389
2020-09-21,18.96021
2020-09-22,16.7643
2020-09-23,16.02687
2020-09-24,16.85034
2020-09-25,16.05145
2020-09-26,19.01347
2020-09-27,23.19226
2020-09-28,19.46822
2020-09-29,17.25183
2020-09-30,17.92781
2020-10-01,18.05891
2020-10-02,18.52185
2020-10-03,20.39821
2020-10-04,22.22131
2020-10-05,17.36244
2020-10-06,17.01831
2020-10-07,16.55946
2020-10-08,19.16096
2020-10-09,21.74607
2020-10-10,20.07456
2020-10-11,21.39784
2020-10-12,18.12036
2020-10-13,15.99
2020-10-14,15.0723
2020-10-15,14.44958
2020-10-16,13.84735
2020-10-17,14.38403
2020-10-18,15.69503
2020-10-19,16.88721
2020-10-20,15.61719
2020-10-21,15.33041
2020-10-22,14.40861
2020-10-23,14.01941
2020-10-24,15.62128
2020-10-25,16.69056
2020-10-26,15.37957
2020-10-27,14.82649
2020-10-28,13.20004
2020-10-29,13.95796
2020-10-30,14.01532
2020-10-31,14.67901
2020-11-01,16.3792
2020-11-02,14.57659
2020-11-03,14.44549
2020-11-04,14.26523
2020-11-05,12.83542
2020-11-06,13.86783
2020-11-07,14.93301
2020-11-08,16.23581
2020-11-09,15.71141
2020-11-10,14.44139
2020-11-11,14.64623
2020-11-12,14.26113
2020-11-13,13.9088
2020-11-14,14.95759
2020-11-15,17.58367
2020-11-16,15.15424
2020-11-17,14.08496
2020-11-18,13.88422
2020-11-19,15.56802
2020-11-20,14.35536
2020-11-21,15.44102
2020-11-22,16.57995
2020-11-23,14.84698
2020-11-24,13.66299
2020-11-25,14.51513
2020-11-26,15.83432
2020-11-27,14.38403
2020-11-28,16.01458
2020-11-29,17.28051
2020-11-30,14.75685
2020-12-01,14.67081
2020-12-02,14.65443
2020-12-03,15.45331
2020-12-04,13.7777
2020-12-05,15.40825
2020-12-06,17.11663
2020-12-07,15.69503
2020-12-08,17.31328
2020-12-09,14.28981
2020-12-10,15.77287
2020-12-11,15.23208
2020-12-12,15.75648
2020-12-13,16.80117
2020-12-14,15.03953
2020-12-15,14.39632
2020-12-16,15.86709
2020-12-17,15.62128
2020-12-18,14.28161
2020-12-19,16.47343
2020-12-20,18.08759
2020-12-21,16.47343
2020-12-22,15.19521
2020-12-23,14.52333
2020-12-24,14.45778
2020-12-25,16.31365
2020-12-26,17.95649
2020-12-27,18.1941
2020-12-28,17.07976
2020-12-29,15.84251
2020-12-30,15.90806
2020-12-31,15.3345
2021-01-01,15.55164
2021-01-02,19.1036
2021-01-03,19.18554
2021-01-04,16.23581
2021-01-05,15.48609
2021-01-06,15.41234
2021-01-07,14.85517
2021-01-08,14.27752
2021-01-09,17.42799
2021-01-10,19.05035
2021-01-11,15.69912
2021-01-12,17.07157
2021-01-13,16.94866
2021-01-14,15.11327
2021-01-15,14.92072
2021-01-16,19.16096
2021-01-17,22.63099
2021-01-18,18.81682
2021-01-19,16.44475
2021-01-20,15.42873
2021-01-21,15.49018
2021-01-22,15.87119
2021-01-23,19.43135
2021-01-24,20.37363
2021-01-25,16.48162
2021-01-26,16.67417
2021-01-27,14.8224
2021-01-28,15.03134
2021-01-29,14.53971
2021-01-30,17.21496
2021-01-31,17.56729
2021-02-01,13.88012
2021-02-02,21.21758
2021-02-03,17.38293
2021-02-04,16.43246
2021-02-05,16.71924
2021-02-06,18.93563
2021-02-07,19.48051
2021-02-08,16.92818
2021-02-09,17.01421
2021-02-10,16.7684
2021-02-11,17.95239
2021-02-12,19.05035
2021-02-13,19.21012
2021-02-14,20.07865
2021-02-15,17.99745
2021-02-16,16.62911
2021-02-17,15.16244
2021-02-18,14.78552
2021-02-19,14.19558
2021-02-20,16.77659
2021-02-21,18.03433
2021-02-22,15.48199
2021-02-23,15.11737
2021-02-24,14.24064
2021-02-25,14.4332
2021-02-26,14.9535
2021-02-27,15.70322
2021-02-28,16.73972
2021-03-01,19.00938
2021-03-02,13.80638
2021-03-03,13.21233
2021-03-04,13.83915
2021-03-05,13.76541
2021-03-06,16.60043
2021-03-07,17.88684
2021-03-08,16.17026
2021-03-09,15.3386
2021-03-10,14.73636
2021-03-11,16.5021
2021-03-12,17.14941
2021-03-13,20.84886
2021-03-14,20.36134
2021-03-15,18.11217
2021-03-16,16.244
2021-03-17,16.95686
2021-03-18,16.38739
2021-03-19,15.7319
2021-03-20,19.53377
2021-03-21,20.16469
2021-03-22,17.43619
2021-03-23,15.79745
2021-03-24,15.87529
2021-03-25,15.35089
2021-03-26,14.6872
2021-03-27,17.00602
2021-03-28,18.17772
2021-03-29,15.97361
2021-03-30,15.00266
2021-03-31,13.99483
2021-04-01,14.51104
2021-04-02,15.41644
2021-04-03,23.27829
2021-04-04,19.90249
2021-04-05,17.05518
2021-04-06,16.81756
2021-04-07,30.17739
2021-04-08,22.43434
2021-04-09,18.95202
2021-04-10,20.34905
2021-04-11,21.14793
2021-04-12,18.82502
2021-04-13,17.10844
2021-04-14,17.04699
2021-04-15,16.43656
2021-04-16,20.36953
2021-04-17,19.69765
2021-04-18,19.96394
2021-04-19,17.36654
2021-04-20,16.52669
2021-04-21,15.31812
2021-04-22,15.75238
2021-04-23,15.44102
2021-04-24,17.07976
2021-04-25,17.91961
2021-04-26,16.14568
2021-04-27,15.99819
2021-04-28,14.09725
2021-04-29,14.19968
2021-04-30,14.66262
2021-05-01,17.23954
2021-05-02,16.99373
2021-05-03,14.9535
2021-05-04,14.97398
2021-05-05,16.85034
2021-05-06,15.9818
2021-05-07,17.73935
2021-05-08,22.14756
2021-05-09,20.03769
2021-05-10,16.10881
2021-05-11,15.79335
2021-05-12,15.19521
2021-05-13,14.0317
2021-05-14,15.57622
2021-05-15,18.84141
2021-05-16,18.5833
2021-05-17,15.19931
2021-05-18,14.37994
2021-05-19,15.08459
2021-05-20,14.12593
2021-05-21,13.01978
2021-05-22,14.33077
2021-05-23,16.53488
2021-05-24,13.9088
2021-05-25,13.47863
2021-05-26,13.40489
2021-05-27,14.21197
2021-05-28,16.23991
2021-05-29,17.75164
2021-05-30,16.65369
2021-05-31,15.4697
2021-06-01,15.25666
2021-06-02,14.28981
2021-06-03,15.71551
2021-06-04,14.57249
2021-06-05,15.66635
2021-06-06,17.1617
2021-06-07,16.53078
2021-06-08,15.52705
2021-06-09,15.55983
2021-06-10,15.09279
2021-06-11,14.01941
2021-06-12,15.64177
2021-06-13,15.83022
2021-06-14,14.84698
2021-06-15,14.57249
2021-06-16,14.44549
2021-06-17,15.57212
2021-06-18,16.60043
2021-06-19,15.69093
2021-06-20,16.57175
2021-06-21,13.99893
2021-06-22,13.6466
2021-06-23,14.13003
2021-06-24,14.37174
2021-06-25,14.56839
2021-06-26,16.47752
2021-06-27,18.30882
2021-06-28,16.13339
2021-06-29,14.67081
2021-06-30,14.42091
2021-07-01,14.25703
2021-07-02,13.37621
2021-07-03,15.29763
2021-07-04,16.244
2021-07-05,14.18738
2021-07-06,14.10954
2021-07-07,15.35499
2021-07-08,16.2522
2021-07-09,13.90061
2021-07-10,19.02986
2021-07-11,16.80937
2021-07-12,14.90843
2021-07-13,13.54418
2021-07-14,14.76504
2021-07-15,13.1304
2021-07-16,13.79818
2021-07-17,16.09242
2021-07-18,16.55127
2021-07-19,14.92072
2021-07-20,14.49055
2021-07-21,13.16727
2021-07-22,13.60154
2021-07-23,14.3021
2021-07-24,15.37547
2021-07-25,17.52222
2021-07-26,14.044
2021-07-27,14.14642
2021-07-28,15.53115
2021-07-29,15.11737
2021-07-30,15.80564
2021-07-31,19.61981
2021-08-01,18.8455
2021-08-02,15.39596
2021-08-03,16.62911
2021-08-04,14.47826
2021-08-05,14.92482
2021-08-06,14.8224
2021-08-07,16.31775
2021-08-08,17.60006
2021-08-09,16.95276
2021-08-10,14.80601
2021-08-11,16.10061
2021-08-12,16.9036
2021-08-13,15.90396
2021-08-14,17.18628
2021-08-15,17.98926
2021-08-16,17.07566
2021-08-17,15.63767
2021-08-18,16.66598
