date,코인차트
2020-03-20,4.63768
2020-03-21,1.73913
2020-03-22,1.44927
2020-03-23,2.02898
2020-03-25,1.73913
2020-03-27,1.44927
2020-03-29,1.44927
2020-04-10,1.73913
2020-04-12,1.44927
2020-04-14,3.1884
2020-04-19,1.73913
2020-04-30,1.44927
2020-05-01,2.02898
2020-05-03,2.02898
2020-05-07,2.89855
2020-05-15,1.44927
2020-05-16,1.44927
2020-05-21,2.89855
2020-05-26,2.89855
2020-05-30,1.73913
2020-05-31,2.31884
2020-06-01,2.31884
2020-06-02,2.60869
2020-06-03,3.76811
2020-06-07,1.73913
2020-06-08,4.34782
2020-06-09,3.1884
2020-06-10,3.1884
2020-06-15,1.73913
2020-06-16,1.73913
2020-06-17,2.60869
2020-06-24,1.73913
2020-06-25,1.73913
2020-07-01,1.44927
2020-07-03,2.02898
2020-07-07,1.44927
2020-07-09,1.44927
2020-07-10,1.44927
2020-07-11,1.44927
2020-07-12,1.44927
2020-07-13,1.44927
2020-07-16,2.60869
2020-07-19,1.73913
2020-07-21,1.73913
2020-07-23,2.31884
2020-07-24,1.44927
2020-07-26,1.73913
2020-07-27,1.44927
2020-07-28,1.44927
2020-07-29,3.1884
2020-08-01,3.47826
2020-08-03,3.47826
2020-08-04,1.44927
2020-08-05,2.60869
2020-08-06,4.92753
2020-08-07,3.1884
2020-08-09,1.73913
2020-08-10,3.47826
2020-08-11,6.37681
2020-08-12,4.34782
2020-08-13,2.02898
2020-08-14,3.47826
2020-08-15,2.31884
2020-08-16,2.02898
2020-08-17,4.05797
2020-08-18,1.44927
2020-08-19,2.60869
2020-08-20,1.73913
2020-08-22,1.44927
2020-08-23,3.1884
2020-08-24,1.73913
2020-08-25,2.02898
2020-08-26,2.89855
2020-08-27,1.44927
2020-08-28,3.1884
2020-08-29,1.44927
2020-08-30,1.73913
2020-08-31,2.89855
2020-09-01,5.21739
2020-09-02,2.60869
2020-09-04,3.76811
2020-09-05,2.02898
2020-09-06,4.34782
2020-09-08,2.02898
2020-09-10,4.63768
2020-09-11,3.1884
2020-09-12,2.02898
2020-09-13,1.44927
2020-09-14,3.47826
2020-09-17,2.02898
2020-09-19,1.73913
2020-09-20,2.31884
2020-09-21,1.44927
2020-09-22,2.02898
2020-09-24,2.02898
2020-09-25,1.73913
2020-09-29,2.02898
2020-09-30,1.73913
2020-10-01,2.02898
2020-10-02,2.02898
2020-10-04,2.60869
2020-10-05,2.89855
2020-10-06,1.44927
2020-10-07,1.73913
2020-10-09,2.02898
2020-10-10,3.76811
2020-10-13,1.44927
2020-10-14,1.44927
2020-10-16,1.44927
2020-10-18,1.73913
2020-10-19,1.73913
2020-10-20,1.73913
2020-10-26,1.44927
2020-10-29,2.02898
2020-10-31,1.44927
2020-11-02,1.73913
2020-11-07,1.44927
2020-11-10,1.73913
2020-11-14,1.44927
2020-11-15,1.44927
2020-11-16,2.60869
2020-11-18,3.1884
2020-11-19,3.47826
2020-11-20,1.44927
2020-11-21,4.05797
2020-11-22,4.34782
2020-11-23,7.82608
2020-11-24,14.7826
2020-11-25,11.01449
2020-11-26,7.82608
2020-11-27,6.95652
2020-11-28,3.47826
2020-11-29,7.53623
2020-11-30,4.63768
2020-12-01,4.34782
2020-12-02,7.24637
2020-12-03,4.92753
2020-12-04,6.37681
2020-12-05,1.73913
2020-12-06,4.05797
2020-12-07,4.34782
2020-12-08,1.44927
2020-12-09,2.31884
2020-12-10,4.05797
2020-12-12,2.02898
2020-12-13,1.44927
2020-12-14,2.02898
2020-12-15,1.44927
2020-12-17,7.53623
2020-12-18,4.34782
2020-12-19,8.40579
2020-12-20,8.69565
2020-12-21,3.76811
2020-12-22,5.7971
2020-12-23,5.7971
2020-12-24,9.56521
2020-12-25,3.76811
2020-12-26,5.21739
2020-12-27,8.40579
2020-12-28,11.01449
2020-12-29,9.27536
2020-12-30,11.5942
2020-12-31,7.24637
2021-01-01,10.43478
2021-01-02,12.17391
2021-01-03,15.36231
2021-01-04,16.52173
2021-01-05,13.62318
2021-01-06,14.7826
2021-01-07,24.63768
2021-01-08,23.1884
2021-01-09,21.73913
2021-01-10,17.68115
2021-01-11,15.07246
2021-01-12,12.17391
2021-01-13,10.72463
2021-01-14,10.72463
2021-01-15,10.14492
2021-01-16,8.69565
2021-01-17,5.7971
2021-01-18,7.82608
2021-01-19,6.37681
2021-01-20,8.69565
2021-01-21,13.62318
2021-01-22,9.27536
2021-01-23,8.9855
2021-01-24,7.53623
2021-01-25,7.82608
2021-01-26,4.34782
2021-01-27,2.60869
2021-01-28,3.76811
2021-01-29,7.53623
2021-01-30,6.37681
2021-01-31,10.43478
2021-02-01,13.91304
2021-02-02,15.07246
2021-02-03,11.88405
2021-02-04,15.65217
2021-02-05,15.94202
2021-02-06,15.07246
2021-02-07,18.26086
2021-02-08,15.65217
2021-02-09,14.7826
2021-02-10,15.07246
2021-02-11,15.07246
2021-02-12,20.0
2021-02-13,15.94202
2021-02-14,20.0
2021-02-15,19.71014
2021-02-16,16.52173
2021-02-17,30.14492
2021-02-18,46.08695
2021-02-19,43.76811
2021-02-20,45.21739
2021-02-21,49.85507
2021-02-22,48.11594
2021-02-23,32.75362
2021-02-24,30.72463
2021-02-25,23.76811
2021-02-26,25.21739
2021-02-27,19.42028
2021-02-28,15.65217
2021-03-01,17.97101
2021-03-02,14.20289
2021-03-03,12.75362
2021-03-04,18.84057
2021-03-05,19.13043
2021-03-06,13.62318
2021-03-07,17.97101
2021-03-08,16.23188
2021-03-09,22.31884
2021-03-10,24.63768
2021-03-11,23.1884
2021-03-12,28.11594
2021-03-13,30.14492
2021-03-14,40.57971
2021-03-15,31.88405
2021-03-16,30.14492
2021-03-17,34.49275
2021-03-18,47.53623
2021-03-19,37.3913
2021-03-20,43.47826
2021-03-21,35.07246
2021-03-22,44.63768
2021-03-23,45.7971
2021-03-24,47.82608
2021-03-25,32.46376
2021-03-26,31.5942
2021-03-27,29.85507
2021-03-28,35.07246
2021-03-29,39.71014
2021-03-30,54.49275
2021-03-31,53.33333
2021-04-01,60.86956
2021-04-02,86.37681
2021-04-03,75.36231
2021-04-04,62.31884
2021-04-05,94.49275
2021-04-06,94.49275
2021-04-07,100.0
2021-04-08,74.7826
2021-04-09,80.28985
2021-04-10,70.43478
2021-04-11,55.94202
2021-04-12,75.94202
2021-04-13,67.24637
2021-04-14,87.82608
2021-04-15,65.7971
2021-04-16,90.14492
2021-04-17,86.08695
2021-04-18,75.65217
2021-04-19,98.26086
2021-04-20,94.7826
2021-04-21,90.72463
2021-04-22,81.73913
2021-04-23,95.65217
2021-04-24,72.75362
2021-04-25,57.68115
2021-04-26,62.60869
2021-04-27,62.02898
2021-04-28,54.20289
2021-04-29,46.08695
2021-04-30,39.42028
2021-05-01,33.62318
2021-05-02,35.36231
2021-05-03,35.94202
2021-05-04,50.14492
2021-05-05,48.40579
2021-05-06,61.15942
2021-05-07,61.73913
2021-05-08,48.40579
2021-05-09,59.42028
2021-05-10,70.72463
2021-05-11,59.42028
2021-05-12,55.94202
2021-05-13,57.10144
2021-05-14,48.40579
2021-05-15,37.3913
2021-05-16,38.84057
2021-05-17,53.33333
2021-05-18,40.28985
2021-05-19,42.60869
2021-05-20,70.43478
2021-05-21,42.02898
2021-05-22,60.28985
2021-05-23,52.17391
2021-05-24,52.17391
2021-05-25,40.28985
2021-05-26,38.26086
2021-05-27,37.3913
2021-05-28,34.20289
2021-05-29,22.31884
2021-05-30,22.02898
2021-05-31,29.85507
2021-06-01,22.89855
2021-06-02,23.47826
2021-06-03,19.42028
2021-06-04,17.68115
2021-06-05,14.20289
2021-06-06,17.97101
2021-06-07,24.05797
2021-06-08,18.26086
2021-06-09,25.7971
2021-06-10,17.68115
2021-06-11,16.81159
2021-06-12,12.17391
2021-06-13,15.07246
2021-06-14,18.84057
2021-06-15,10.72463
2021-06-16,9.56521
2021-06-17,13.04347
2021-06-18,15.07246
2021-06-19,10.72463
2021-06-20,8.11594
2021-06-21,11.88405
2021-06-22,16.81159
2021-06-23,16.23188
2021-06-24,20.28985
2021-06-25,13.04347
2021-06-26,14.7826
2021-06-27,13.04347
2021-06-28,10.72463
2021-06-29,16.52173
2021-06-30,10.72463
2021-07-01,14.20289
2021-07-02,9.27536
2021-07-03,9.27536
2021-07-04,10.72463
2021-07-05,10.14492
2021-07-06,9.85507
2021-07-07,12.75362
2021-07-08,10.72463
2021-07-09,6.37681
2021-07-10,8.69565
2021-07-11,9.56521
2021-07-12,8.69565
