date,AIG
2020-07-25,12.89833
2020-07-26,13.65705
2020-07-27,48.86191
2020-07-28,40.66767
2020-07-29,33.38391
2020-07-30,31.10773
2020-07-31,31.56297
2020-08-01,11.68437
2020-08-02,11.22913
2020-08-03,34.14264
2020-08-04,38.84673
2020-08-05,38.54324
2020-08-06,33.83915
2020-08-07,33.38391
2020-08-08,12.44309
2020-08-09,12.29135
2020-08-10,38.99848
2020-08-11,41.72989
2020-08-12,37.17754
2020-08-13,39.30197
2020-08-14,34.90136
2020-08-15,14.41578
2020-08-16,8.19423
2020-08-17,16.08497
2020-08-18,40.06069
2020-08-19,36.41881
2020-08-20,47.19271
2020-08-21,47.19271
2020-08-22,30.95599
2020-08-23,27.46585
2020-08-24,69.19575
2020-08-25,54.02124
2020-08-26,42.33687
2020-08-27,40.06069
2020-08-28,38.23975
2020-08-29,15.78148
2020-08-30,12.44309
2020-08-31,55.38694
2020-09-01,43.09559
2020-09-02,39.45371
2020-09-03,43.24734
2020-09-04,34.44613
2020-09-05,15.78148
2020-09-06,13.8088
2020-09-07,40.36418
2020-09-08,37.78452
2020-09-09,44.76479
2020-09-10,47.19271
2020-09-11,36.87405
2020-09-12,12.29135
2020-09-13,13.8088
2020-09-14,40.81942
2020-09-15,39.15022
2020-09-16,40.21244
2020-09-17,38.54324
2020-09-18,38.08801
2020-09-19,13.05007
2020-09-20,15.1745
2020-09-21,39.90895
2020-09-22,39.60546
2020-09-23,37.32928
2020-09-24,32.32169
2020-09-25,35.20485
2020-09-26,15.02276
2020-09-27,14.71927
2020-09-28,32.77693
2020-09-29,33.99089
2020-09-30,13.50531
2020-10-01,11.83611
2020-10-02,13.20182
2020-10-03,10.4704
2020-10-04,10.62215
2020-10-05,44.4613
2020-10-06,44.61305
2020-10-07,44.00606
2020-10-08,36.41881
2020-10-09,16.69195
2020-10-10,13.05007
2020-10-11,10.77389
2020-10-12,43.24734
2020-10-13,37.32928
2020-10-14,37.32928
2020-10-15,32.47344
2020-10-16,35.96358
2020-10-17,13.05007
2020-10-18,13.50531
2020-10-19,37.93626
2020-10-20,40.36418
2020-10-21,39.45371
2020-10-22,37.93626
2020-10-23,32.0182
2020-10-24,14.71927
2020-10-25,13.50531
2020-10-26,44.15781
2020-10-27,56.9044
2020-10-28,49.62063
2020-10-29,41.27465
2020-10-30,42.33687
2020-10-31,23.52048
2020-11-01,16.23672
2020-11-02,45.37177
2020-11-03,37.78452
2020-11-04,36.26707
2020-11-05,35.50834
2020-11-06,36.87405
2020-11-07,12.29135
2020-11-08,11.98786
2020-11-09,42.64036
2020-11-10,46.1305
2020-11-11,36.7223
2020-11-12,40.36418
2020-11-13,38.84673
2020-11-14,17.60242
2020-11-15,13.96054
2020-11-16,40.81942
2020-11-17,41.4264
2020-11-18,44.30955
2020-11-19,37.32928
2020-11-20,39.30197
2020-11-21,14.87101
2020-11-22,11.53262
2020-11-23,38.84673
2020-11-24,42.7921
2020-11-25,37.32928
2020-11-26,39.60546
2020-11-27,38.23975
2020-11-28,17.14719
2020-11-29,14.26403
2020-11-30,52.80728
2020-12-01,41.72989
2020-12-02,40.81942
2020-12-03,38.54324
2020-12-04,36.41881
2020-12-05,15.02276
2020-12-06,16.99544
2020-12-07,41.4264
2020-12-08,42.03338
2020-12-09,38.69499
2020-12-10,44.00606
2020-12-11,42.33687
2020-12-12,17.60242
2020-12-13,15.32625
2020-12-14,43.85432
2020-12-15,41.4264
2020-12-16,45.22003
2020-12-17,43.09559
2020-12-18,39.30197
2020-12-19,20.78907
2020-12-20,15.47799
2020-12-21,45.82701
2020-12-22,43.39908
2020-12-23,44.00606
2020-12-24,36.11532
2020-12-25,13.50531
2020-12-26,18.51289
2020-12-27,16.23672
2020-12-28,51.89681
2020-12-29,50.5311
2020-12-30,44.4613
2020-12-31,40.66767
2021-01-01,13.50531
2021-01-02,17.90591
2021-01-03,17.75417
2021-01-04,36.87405
2021-01-05,45.52352
2021-01-06,47.34446
2021-01-07,41.4264
2021-01-08,38.08801
2021-01-09,19.8786
2021-01-10,14.41578
2021-01-11,46.28224
2021-01-12,45.22003
2021-01-13,44.61305
2021-01-14,40.06069
2021-01-15,39.15022
2021-01-16,22.9135
2021-01-17,19.42336
2021-01-18,51.13808
2021-01-19,48.25493
2021-01-20,49.62063
2021-01-21,49.92412
2021-01-22,40.51593
2021-01-23,22.00303
2021-01-24,18.51289
2021-01-25,52.50379
2021-01-26,52.65553
2021-01-27,46.43399
2021-01-28,39.7572
2021-01-29,45.37177
2021-01-30,20.03034
2021-01-31,16.23672
2021-02-01,48.40667
2021-02-02,49.92412
2021-02-03,40.06069
2021-02-04,41.88163
2021-02-05,40.51593
2021-02-06,20.63732
2021-02-07,16.99544
2021-02-08,46.88922
2021-02-09,40.81942
2021-02-10,37.48103
2021-02-11,14.56752
2021-02-12,17.14719
2021-02-13,12.74658
2021-02-14,17.29893
2021-02-15,51.44157
2021-02-16,49.1654
2021-02-17,47.04097
2021-02-18,47.64795
2021-02-19,38.84673
2021-02-20,17.45068
2021-02-21,17.14719
2021-02-22,46.73748
2021-02-23,47.34446
2021-02-24,51.44157
2021-02-25,48.40667
2021-02-26,52.80728
2021-02-27,19.27162
2021-02-28,13.05007
2021-03-01,22.30652
2021-03-02,53.11077
2021-03-03,41.4264
2021-03-04,51.44157
2021-03-05,45.37177
2021-03-06,19.8786
2021-03-07,12.89833
2021-03-08,44.30955
2021-03-09,47.95144
2021-03-10,51.74506
2021-03-11,40.97116
2021-03-12,35.20485
2021-03-13,19.72685
2021-03-14,18.2094
2021-03-15,51.28983
2021-03-16,44.76479
2021-03-17,40.97116
2021-03-18,40.06069
2021-03-19,39.60546
2021-03-20,20.03034
2021-03-21,19.72685
2021-03-22,49.01365
2021-03-23,38.99848
2021-03-24,45.82701
2021-03-25,45.22003
2021-03-26,42.64036
2021-03-27,14.56752
2021-03-28,12.44309
2021-03-29,39.45371
2021-03-30,45.82701
2021-03-31,47.19271
2021-04-01,40.51593
2021-04-02,31.25948
2021-04-03,11.22913
2021-04-04,16.08497
2021-04-05,35.05311
2021-04-06,43.39908
2021-04-07,42.48861
2021-04-08,36.11532
2021-04-09,33.83915
2021-04-10,13.20182
2021-04-11,10.31866
2021-04-12,40.66767
2021-04-13,36.87405
2021-04-14,36.57056
2021-04-15,41.12291
2021-04-16,34.74962
2021-04-17,12.74658
2021-04-18,11.07738
2021-04-19,38.69499
2021-04-20,38.84673
2021-04-21,37.78452
2021-04-22,37.32928
2021-04-23,33.23216
2021-04-24,10.4704
2021-04-25,10.92564
2021-04-26,39.60546
2021-04-27,36.87405
2021-04-28,35.20485
2021-04-29,31.86646
2021-04-30,33.38391
2021-05-01,12.59484
2021-05-02,10.4704
2021-05-03,33.38391
2021-05-04,34.74962
2021-05-05,15.93323
2021-05-06,35.50834
2021-05-07,28.52807
2021-05-08,14.87101
2021-05-09,13.50531
2021-05-10,45.97875
2021-05-11,41.88163
2021-05-12,35.20485
2021-05-13,35.81183
2021-05-14,34.44613
2021-05-15,10.4704
2021-05-16,16.38846
2021-05-17,41.27465
2021-05-18,35.81183
2021-05-19,14.26403
2021-05-20,38.23975
2021-05-21,39.30197
2021-05-22,15.47799
2021-05-23,14.26403
2021-05-24,39.7572
2021-05-25,44.15781
2021-05-26,41.27465
2021-05-27,34.59787
2021-05-28,39.60546
2021-05-29,10.01517
2021-05-30,12.89833
2021-05-31,47.04097
2021-06-01,40.36418
2021-06-02,32.62518
2021-06-03,36.7223
2021-06-04,34.74962
2021-06-05,13.50531
2021-06-06,12.44309
2021-06-07,39.15022
2021-06-08,36.26707
2021-06-09,34.44613
2021-06-10,38.08801
2021-06-11,32.92867
2021-06-12,14.71927
2021-06-13,12.44309
2021-06-14,42.33687
2021-06-15,38.99848
2021-06-16,41.27465
2021-06-17,37.02579
2021-06-18,40.81942
2021-06-19,11.98786
2021-06-20,14.56752
2021-06-21,40.06069
2021-06-22,40.21244
2021-06-23,35.50834
2021-06-24,33.99089
2021-06-25,41.12291
2021-06-26,15.47799
2021-06-27,15.02276
2021-06-28,39.15022
2021-06-29,43.85432
2021-06-30,51.74506
2021-07-01,31.25948
2021-07-02,33.99089
2021-07-03,14.87101
2021-07-04,12.1396
2021-07-05,40.06069
2021-07-06,32.16995
2021-07-07,31.25948
2021-07-08,33.6874
2021-07-09,37.63277
2021-07-10,12.59484
2021-07-11,13.65705
2021-07-12,36.11532
2021-07-13,38.3915
2021-07-14,38.69499
2021-07-15,40.81942
2021-07-16,33.38391
2021-07-17,11.38088
2021-07-18,12.44309
2021-07-19,39.7572
2021-07-20,38.08801
2021-07-21,38.99848
2021-07-22,33.53566
2021-07-23,35.66009
2021-07-24,11.22913
2021-07-25,15.02276
2021-07-26,38.3915
2021-07-27,43.09559
2021-07-28,34.29438
2021-07-29,32.62518
2021-07-30,34.44613
2021-07-31,10.01517
2021-08-01,12.74658
2021-08-02,40.21244
2021-08-03,36.41881
2021-08-04,31.10773
2021-08-05,31.71471
2021-08-06,30.80424
2021-08-07,18.05766
2021-08-08,10.4704
2021-08-09,34.90136
2021-08-10,38.23975
2021-08-11,38.84673
2021-08-12,38.08801
2021-08-13,29.59028
2021-08-14,15.1745
2021-08-15,10.62215
2021-08-16,23.36874
2021-08-17,43.70257
2021-08-18,45.82701
2021-08-19,49.1654
2021-08-20,53.71775
2021-08-21,49.77238
2021-08-22,46.28224
2021-08-23,72.53414
2021-08-24,44.76479
2021-08-25,35.81183
2021-08-26,38.54324
2021-08-27,40.97116
2021-08-28,23.67223
2021-08-29,22.61001
2021-08-30,45.06828
2021-08-31,44.76479
2021-09-01,35.20485
2021-09-02,38.99848
2021-09-03,31.10773
2021-09-04,13.35356
2021-09-05,13.50531
2021-09-06,32.0182
2021-09-07,35.81183
2021-09-08,41.72989
2021-09-09,37.78452
2021-09-10,37.78452
2021-09-11,15.1745
2021-09-12,14.71927
2021-09-13,40.66767
2021-09-14,35.20485
2021-09-15,35.81183
2021-09-16,37.02579
2021-09-17,26.70713
2021-09-18,13.05007
2021-09-19,10.16691
2021-09-20,15.1745
2021-09-21,14.41578
2021-09-22,17.75417
2021-09-23,44.4613
2021-09-24,42.64036
2021-09-25,15.47799
2021-09-26,13.05007
2021-09-27,46.1305
2021-09-28,46.1305
2021-09-29,44.61305
2021-09-30,46.73748
2021-10-01,32.0182
2021-10-02,14.26403
2021-10-03,17.14719
2021-10-04,20.33383
2021-10-05,37.48103
2021-10-06,42.48861
2021-10-07,36.11532
2021-10-08,29.59028
2021-10-09,10.4704
2021-10-10,11.98786
2021-10-11,17.75417
2021-10-12,42.18512
2021-10-13,41.4264
2021-10-14,37.32928
2021-10-15,36.11532
2021-10-16,15.1745
2021-10-17,13.50531
2021-10-18,35.05311
2021-10-19,37.93626
2021-10-20,33.08042
2021-10-21,31.56297
2021-10-22,30.50075
2021-10-23,10.01517
2021-10-24,14.41578
2021-10-25,46.88922
2021-10-26,41.27465
2021-10-27,37.02579
2021-10-28,43.55083
2021-10-29,34.14264
2021-10-30,13.96054
2021-10-31,15.78148
2021-11-01,41.88163
2021-11-02,35.3566
2021-11-03,32.47344
2021-11-04,36.57056
2021-11-05,36.41881
2021-11-06,15.02276
2021-11-07,10.4704
2021-11-08,38.69499
2021-11-09,40.66767
2021-11-10,35.05311
2021-11-11,32.32169
2021-11-12,32.32169
2021-11-13,14.26403
2021-11-14,12.29135
2021-11-15,33.23216
2021-11-16,33.53566
2021-11-17,35.81183
2021-11-18,33.6874
2021-11-19,32.77693
2021-11-20,10.31866
2021-11-21,11.98786
2021-11-22,46.1305
2021-11-23,44.00606
2021-11-24,32.0182
2021-11-25,38.84673
2021-11-26,33.83915
2021-11-27,15.78148
2021-11-28,11.98786
2021-11-29,45.97875
2021-11-30,46.73748
2021-12-01,33.23216
2021-12-02,27.92109
2021-12-03,30.6525
2021-12-04,13.65705
2021-12-05,13.65705
2021-12-06,41.4264
2021-12-07,41.4264
2021-12-08,37.63277
2021-12-09,32.0182
2021-12-10,30.19726
2021-12-11,12.74658
2021-12-12,13.50531
2021-12-13,39.30197
2021-12-14,39.60546
2021-12-15,35.96358
2021-12-16,35.05311
2021-12-17,31.41122
2021-12-18,23.21699
2021-12-19,21.69954
2021-12-20,46.1305
2021-12-21,44.91654
2021-12-22,38.54324
2021-12-23,36.7223
2021-12-24,29.28679
2021-12-25,14.26403
2021-12-26,12.44309
2021-12-27,45.06828
2021-12-28,50.37936
2021-12-29,42.94385
2021-12-30,35.20485
2021-12-31,41.88163
2022-01-01,15.47799
2022-01-02,13.05007
2022-01-03,34.44613
2022-01-04,39.15022
2022-01-05,42.48861
2022-01-06,41.88163
2022-01-07,32.62518
2022-01-08,14.56752
2022-01-09,14.56752
2022-01-10,40.06069
2022-01-11,38.99848
2022-01-12,36.7223
2022-01-13,41.57814
2022-01-14,32.92867
2022-01-15,15.32625
2022-01-16,14.56752
2022-01-17,45.06828
2022-01-18,36.11532
2022-01-19,35.96358
2022-01-20,40.36418
2022-01-21,37.02579
2022-01-22,15.02276
2022-01-23,15.62974
2022-01-24,37.32928
2022-01-25,41.72989
2022-01-26,40.97116
2022-01-27,37.17754
2022-01-28,32.62518
2022-01-29,14.71927
2022-01-30,11.68437
2022-01-31,16.38846
2022-02-01,16.69195
2022-02-02,16.08497
2022-02-03,44.91654
2022-02-04,36.87405
2022-02-05,15.78148
2022-02-06,19.27162
2022-02-07,42.94385
2022-02-08,40.66767
2022-02-09,38.69499
2022-02-10,41.57814
2022-02-11,36.26707
2022-02-12,15.78148
2022-02-13,13.50531
2022-02-14,38.84673
2022-02-15,36.7223
2022-02-16,40.06069
2022-02-17,36.7223
2022-02-18,39.45371
2022-02-19,13.96054
2022-02-20,15.02276
2022-02-21,40.51593
2022-02-22,42.94385
2022-02-23,40.36418
2022-02-24,40.81942
2022-02-25,40.21244
2022-02-26,18.05766
2022-02-27,17.14719
2022-02-28,47.95144
2022-03-01,13.65705
2022-03-02,33.23216
2022-03-03,29.89377
2022-03-04,33.53566
2022-03-05,13.05007
2022-03-06,12.89833
2022-03-07,38.84673
2022-03-08,36.87405
2022-03-09,13.96054
2022-03-10,36.11532
2022-03-11,34.59787
2022-03-12,12.59484
2022-03-13,13.8088
2022-03-14,39.30197
2022-03-15,38.23975
2022-03-16,33.23216
2022-03-17,35.81183
2022-03-18,33.99089
2022-03-19,16.38846
2022-03-20,10.4704
2022-03-21,42.94385
2022-03-22,40.21244
2022-03-23,34.90136
2022-03-24,35.81183
2022-03-25,34.90136
2022-03-26,18.96813
2022-03-27,12.29135
2022-03-28,43.55083
2022-03-29,42.48861
2022-03-30,40.81942
2022-03-31,45.67526
2022-04-01,33.38391
2022-04-02,13.50531
2022-04-03,14.11229
2022-04-04,38.08801
2022-04-05,44.76479
2022-04-06,37.02579
2022-04-07,41.27465
2022-04-08,31.10773
2022-04-09,14.26403
2022-04-10,15.02276
2022-04-11,38.08801
2022-04-12,37.63277
2022-04-13,36.41881
2022-04-14,34.59787
2022-04-15,35.66009
2022-04-16,21.2443
2022-04-17,14.26403
2022-04-18,39.7572
2022-04-19,36.87405
2022-04-20,40.36418
2022-04-21,32.62518
2022-04-22,29.28679
2022-04-23,12.44309
2022-04-24,14.71927
2022-04-25,42.7921
2022-04-26,41.12291
2022-04-27,33.53566
2022-04-28,36.57056
2022-04-29,34.44613
2022-04-30,14.56752
2022-05-01,13.05007
2022-05-02,34.29438
2022-05-03,31.86646
2022-05-04,35.05311
2022-05-05,18.81638
2022-05-06,32.92867
2022-05-07,14.56752
2022-05-08,16.54021
2022-05-09,37.32928
2022-05-10,43.70257
2022-05-11,36.41881
2022-05-12,36.11532
2022-05-13,31.86646
2022-05-14,13.05007
2022-05-15,14.71927
2022-05-16,40.97116
2022-05-17,34.29438
2022-05-18,33.38391
2022-05-19,29.43854
2022-05-20,33.53566
2022-05-21,15.62974
2022-05-22,10.16691
2022-05-23,44.15781
2022-05-24,34.90136
2022-05-25,39.7572
2022-05-26,36.11532
2022-05-27,33.08042
2022-05-28,14.56752
2022-05-29,11.07738
2022-05-30,38.23975
2022-05-31,41.4264
2022-06-01,15.32625
2022-06-02,31.71471
2022-06-03,33.53566
2022-06-04,10.77389
2022-06-05,8.64946
2022-06-06,12.29135
2022-06-07,33.99089
2022-06-08,27.76934
2022-06-09,38.3915
2022-06-10,27.16236
2022-06-11,12.1396
2022-06-12,8.49772
2022-06-13,38.99848
2022-06-14,36.7223
2022-06-15,30.34901
2022-06-16,29.28679
2022-06-17,29.59028
2022-06-18,11.07738
2022-06-19,7.73899
2022-06-20,35.81183
2022-06-21,32.92867
2022-06-22,33.23216
2022-06-23,34.74962
2022-06-24,32.0182
2022-06-25,12.44309
2022-06-26,9.86342
2022-06-27,39.7572
2022-06-28,36.87405
2022-06-29,36.11532
2022-06-30,40.97116
2022-07-01,27.6176
2022-07-02,12.74658
2022-07-03,6.67678
2022-07-04,31.41122
2022-07-05,34.59787
2022-07-06,31.56297
2022-07-07,34.44613
2022-07-08,32.16995
2022-07-09,11.53262
2022-07-10,10.92564
2022-07-11,37.02579
2022-07-12,31.25948
2022-07-13,39.7572
2022-07-14,36.41881
2022-07-15,30.80424
2022-07-16,14.11229
2022-07-17,12.59484
2022-07-18,34.59787
2022-07-19,34.14264
2022-07-20,33.08042
2022-07-21,34.59787
2022-07-22,27.46585
2022-07-23,13.05007
2022-07-24,13.50531
2022-07-25,37.63277
2022-07-26,35.50834
2022-07-27,35.81183
2022-07-28,34.44613
2022-07-29,33.23216
2022-07-30,14.56752
2022-07-31,14.56752
2022-08-01,35.3566
2022-08-02,34.59787
2022-08-03,27.76934
2022-08-04,58.42185
2022-08-05,50.83459
2022-08-06,57.96661
2022-08-07,57.20789
2022-08-08,100.0
2022-08-09,46.58573
2022-08-10,45.82701
2022-08-11,36.87405
2022-08-12,35.81183
2022-08-13,16.38846
2022-08-14,14.71927
2022-08-15,17.14719
2022-08-16,43.09559
2022-08-17,44.00606
2022-08-18,39.15022
2022-08-19,42.33687
2022-08-20,18.66464
2022-08-21,10.31866
2022-08-22,42.7921
2022-08-23,40.66767
2022-08-24,38.3915
2022-08-25,45.52352
2022-08-26,43.24734
2022-08-27,13.50531
2022-08-28,13.96054
2022-08-29,43.85432
2022-08-30,40.81942
2022-08-31,48.55842
2022-09-01,34.90136
2022-09-02,38.3915
2022-09-03,12.59484
2022-09-04,12.29135
2022-09-05,40.51593
2022-09-06,38.08801
2022-09-07,38.69499
2022-09-08,26.85887
2022-09-09,10.16691
2022-09-10,9.71168
2022-09-11,7.58725
2022-09-12,11.98786
2022-09-13,42.64036
2022-09-14,29.59028
2022-09-15,34.44613
2022-09-16,36.87405
2022-09-17,10.77389
2022-09-18,8.64946
2022-09-19,34.44613
2022-09-20,39.45371
2022-09-21,34.29438
2022-09-22,33.6874
2022-09-23,35.66009
2022-09-24,12.44309
2022-09-25,13.05007
2022-09-26,38.3915
2022-09-27,34.29438
2022-09-28,33.99089
2022-09-29,35.05311
2022-09-30,32.32169
2022-10-01,12.89833
2022-10-02,9.71168
2022-10-03,13.8088
2022-10-04,37.02579
2022-10-05,34.74962
2022-10-06,31.71471
2022-10-07,30.6525
2022-10-08,10.31866
2022-10-09,8.95295
2022-10-10,12.59484
2022-10-11,42.94385
2022-10-12,34.90136
2022-10-13,37.78452
2022-10-14,32.77693
2022-10-15,14.71927
2022-10-16,15.93323
2022-10-17,36.26707
2022-10-18,40.21244
2022-10-19,35.3566
2022-10-20,36.57056
2022-10-21,30.04552
2022-10-22,13.50531
2022-10-23,9.86342
2022-10-24,38.08801
2022-10-25,39.45371
2022-10-26,40.21244
2022-10-27,35.3566
2022-10-28,36.26707
2022-10-29,12.59484
2022-10-30,11.22913
2022-10-31,39.60546
2022-11-01,33.83915
2022-11-02,33.08042
2022-11-03,32.62518
2022-11-04,29.28679
2022-11-05,10.31866
2022-11-06,9.55993
2022-11-07,35.96358
2022-11-08,35.81183
2022-11-09,30.6525
2022-11-10,33.99089
2022-11-11,32.32169
2022-11-12,14.71927
2022-11-13,11.68437
2022-11-14,37.02579
2022-11-15,37.02579
2022-11-16,34.90136
2022-11-17,37.63277
2022-11-18,29.74203
2022-11-19,14.41578
2022-11-20,9.25644
2022-11-21,39.60546
2022-11-22,33.99089
2022-11-23,35.81183
2022-11-24,31.86646
2022-11-25,34.90136
2022-11-26,14.41578
2022-11-27,12.59484
2022-11-28,40.06069
2022-11-29,39.15022
2022-11-30,42.7921
2022-12-01,39.7572
2022-12-02,29.89377
2022-12-03,12.1396
2022-12-04,13.05007
2022-12-05,35.66009
2022-12-06,34.29438
2022-12-07,33.99089
2022-12-08,31.41122
2022-12-09,28.37632
2022-12-10,12.29135
2022-12-11,11.83611
2022-12-12,35.05311
2022-12-13,39.30197
2022-12-14,35.81183
2022-12-15,33.23216
2022-12-16,47.34446
2022-12-17,16.23672
2022-12-18,10.01517
2022-12-19,33.99089
2022-12-20,39.15022
2022-12-21,40.51593
2022-12-22,44.15781
2022-12-23,37.32928
2022-12-24,18.2094
2022-12-25,9.71168
2022-12-26,44.15781
2022-12-27,39.60546
2022-12-28,38.54324
2022-12-29,39.60546
2022-12-30,36.87405
2022-12-31,16.54021
2023-01-01,11.38088
2023-01-02,40.21244
2023-01-03,36.7223
2023-01-04,34.14264
2023-01-05,37.48103
2023-01-06,38.3915
2023-01-07,16.08497
2023-01-08,13.8088
2023-01-09,41.88163
2023-01-10,36.11532
2023-01-11,38.84673
2023-01-12,37.78452
2023-01-13,30.19726
2023-01-14,11.68437
2023-01-15,8.95295
2023-01-16,42.03338
2023-01-17,35.66009
2023-01-18,35.20485
2023-01-19,34.74962
2023-01-20,31.25948
2023-01-21,12.59484
2023-01-22,15.62974
2023-01-23,24.12746
2023-01-24,17.14719
2023-01-25,45.67526
2023-01-26,47.04097
2023-01-27,40.06069
2023-01-28,16.99544
2023-01-29,17.14719
2023-01-30,58.11836
2023-01-31,52.04855
2023-02-01,42.33687
2023-02-02,39.90895
2023-02-03,35.96358
2023-02-04,15.62974
2023-02-05,12.89833
2023-02-06,42.48861
2023-02-07,35.20485
2023-02-08,33.38391
2023-02-09,37.17754
2023-02-10,41.12291
2023-02-11,15.02276
2023-02-12,15.1745
2023-02-13,40.06069
2023-02-14,34.59787
2023-02-15,36.41881
2023-02-16,33.08042
2023-02-17,32.0182
2023-02-18,12.29135
2023-02-19,11.22913
2023-02-20,38.84673
2023-02-21,39.30197
2023-02-22,37.48103
2023-02-23,33.23216
2023-02-24,40.06069
2023-02-25,12.29135
2023-02-26,11.53262
2023-02-27,44.15781
2023-02-28,47.34446
2023-03-01,18.36115
2023-03-02,40.06069
2023-03-03,36.87405
2023-03-04,11.07738
2023-03-05,14.26403
2023-03-06,42.94385
2023-03-07,43.39908
2023-03-08,37.32928
2023-03-09,35.81183
2023-03-10,38.08801
2023-03-11,17.75417
2023-03-12,24.88619
2023-03-13,43.39908
2023-03-14,42.64036
2023-03-15,40.66767
2023-03-16,36.87405
2023-03-17,32.77693
2023-03-18,14.71927
2023-03-19,12.59484
2023-03-20,47.19271
2023-03-21,44.76479
2023-03-22,37.02579
2023-03-23,40.81942
2023-03-24,37.17754
2023-03-25,13.65705
2023-03-26,12.59484
2023-03-27,45.97875
2023-03-28,38.99848
2023-03-29,40.66767
2023-03-30,38.99848
2023-03-31,37.63277
2023-04-01,13.20182
2023-04-02,10.77389
2023-04-03,37.32928
2023-04-04,45.22003
2023-04-05,41.72989
2023-04-06,36.11532
2023-04-07,32.32169
2023-04-08,12.74658
2023-04-09,15.62974
2023-04-10,40.21244
2023-04-11,35.96358
2023-04-12,35.3566
2023-04-13,32.47344
2023-04-14,31.25948
2023-04-15,13.96054
2023-04-16,13.50531
2023-04-17,42.64036
2023-04-18,35.96358
2023-04-19,42.94385
2023-04-20,38.69499
2023-04-21,35.20485
2023-04-22,16.69195
2023-04-23,14.87101
2023-04-24,43.70257
2023-04-25,45.97875
2023-04-26,38.84673
2023-04-27,41.27465
2023-04-28,42.18512
2023-04-29,18.36115
2023-04-30,12.89833
2023-05-01,24.43095
2023-05-02,39.90895
2023-05-03,39.45371
2023-05-04,38.3915
2023-05-05,12.89833
2023-05-06,13.35356
2023-05-07,18.05766
2023-05-08,45.22003
2023-05-09,42.64036
2023-05-10,46.43399
2023-05-11,39.15022
2023-05-12,37.48103
2023-05-13,18.05766
2023-05-14,14.71927
2023-05-15,48.86191
2023-05-16,42.18512
2023-05-17,44.00606
2023-05-18,56.44916
2023-05-19,34.90136
2023-05-20,16.08497
2023-05-21,11.07738
2023-05-22,44.00606
2023-05-23,41.72989
2023-05-24,38.54324
2023-05-25,36.26707
2023-05-26,36.11532
2023-05-27,11.98786
2023-05-28,8.49772
