date,오피스텔월세
2020-03-20,26.08695
2020-03-21,23.71541
2020-03-22,22.9249
2020-03-23,36.36363
2020-03-24,30.03952
2020-03-25,38.73517
2020-03-26,27.27272
2020-03-27,35.17786
2020-03-28,34.7826
2020-03-29,36.75889
2020-03-30,41.50197
2020-03-31,28.06324
2020-04-01,28.85375
2020-04-02,29.64426
2020-04-03,25.29644
2020-04-04,32.41106
2020-04-05,38.33992
2020-04-06,32.80632
2020-04-07,41.50197
2020-04-08,32.41106
2020-04-09,34.38735
2020-04-10,28.85375
2020-04-11,25.29644
2020-04-12,31.62055
2020-04-13,30.83003
2020-04-14,29.24901
2020-04-15,32.01581
2020-04-16,31.22529
2020-04-17,30.83003
2020-04-18,25.29644
2020-04-19,30.03952
2020-04-20,33.99209
2020-04-21,26.87747
2020-04-22,41.89723
2020-04-23,33.99209
2020-04-24,30.43478
2020-04-25,30.83003
2020-04-26,39.13043
2020-04-27,35.96837
2020-04-28,32.01581
2020-04-29,28.45849
2020-04-30,21.73913
2020-05-01,20.1581
2020-05-02,24.90118
2020-05-03,27.27272
2020-05-04,41.10671
2020-05-05,42.68774
2020-05-06,35.17786
2020-05-07,28.06324
2020-05-08,30.83003
2020-05-09,17.3913
2020-05-10,27.27272
2020-05-11,32.41106
2020-05-12,37.94466
2020-05-13,27.66798
2020-05-14,21.73913
2020-05-15,25.29644
2020-05-16,22.52964
2020-05-17,26.87747
2020-05-18,28.45849
2020-05-19,38.33992
2020-05-20,30.43478
2020-05-21,33.20158
2020-05-22,25.69169
2020-05-23,28.06324
2020-05-24,34.7826
2020-05-25,31.62055
2020-05-26,34.7826
2020-05-27,38.73517
2020-05-28,27.27272
2020-05-29,24.90118
2020-05-30,32.80632
2020-05-31,28.85375
2020-06-01,34.38735
2020-06-02,25.69169
2020-06-03,32.41106
2020-06-04,33.59683
2020-06-05,33.99209
2020-06-06,31.62055
2020-06-07,38.73517
2020-06-08,33.59683
2020-06-09,37.15415
2020-06-10,42.29249
2020-06-11,26.87747
2020-06-12,33.99209
2020-06-13,23.71541
2020-06-14,31.62055
2020-06-15,45.45454
2020-06-16,39.13043
2020-06-17,41.10671
2020-06-18,31.22529
2020-06-19,35.17786
2020-06-20,26.87747
2020-06-21,33.59683
2020-06-22,41.50197
2020-06-23,41.10671
2020-06-24,35.96837
2020-06-25,33.99209
2020-06-26,34.7826
2020-06-27,33.20158
2020-06-28,33.20158
2020-06-29,37.5494
2020-06-30,37.15415
2020-07-01,31.22529
2020-07-02,34.7826
2020-07-03,32.41106
2020-07-04,29.24901
2020-07-05,31.22529
2020-07-06,34.7826
2020-07-07,32.01581
2020-07-08,39.52569
2020-07-09,40.71146
2020-07-10,33.20158
2020-07-11,37.15415
2020-07-12,41.89723
2020-07-13,44.66403
2020-07-14,42.29249
2020-07-15,37.5494
2020-07-16,33.59683
2020-07-17,38.33992
2020-07-18,31.22529
2020-07-19,28.85375
2020-07-20,46.24505
2020-07-21,39.13043
2020-07-22,41.50197
2020-07-23,38.33992
2020-07-24,36.75889
2020-07-25,36.75889
2020-07-26,41.10671
2020-07-27,41.89723
2020-07-28,54.54545
2020-07-29,41.10671
2020-07-30,61.26482
2020-07-31,44.66403
2020-08-01,46.64031
2020-08-02,43.87351
2020-08-03,49.80237
2020-08-04,44.26877
2020-08-05,48.22134
2020-08-06,41.89723
2020-08-07,47.82608
2020-08-08,41.89723
2020-08-09,54.15019
2020-08-10,47.43083
2020-08-11,45.45454
2020-08-12,44.26877
2020-08-13,43.083
2020-08-14,45.05928
2020-08-15,35.17786
2020-08-16,46.64031
2020-08-17,53.75494
2020-08-18,45.8498
2020-08-19,56.12648
2020-08-20,60.07905
2020-08-21,46.64031
2020-08-22,45.05928
2020-08-23,43.47826
2020-08-24,56.91699
2020-08-25,54.94071
2020-08-26,54.54545
2020-08-27,52.56916
2020-08-28,55.73122
2020-08-29,42.68774
2020-08-30,50.59288
2020-08-31,52.17391
2020-09-01,49.40711
2020-09-02,50.19762
2020-09-03,43.083
2020-09-04,44.66403
2020-09-05,41.50197
2020-09-06,52.17391
2020-09-07,55.73122
2020-09-08,48.6166
2020-09-09,46.24505
2020-09-10,49.40711
2020-09-11,42.68774
2020-09-12,40.71146
2020-09-13,47.03557
2020-09-14,50.19762
2020-09-15,38.73517
2020-09-16,43.083
2020-09-17,46.24505
2020-09-18,43.47826
2020-09-19,38.33992
2020-09-20,40.71146
2020-09-21,49.40711
2020-09-22,58.49802
2020-09-23,45.45454
2020-09-24,40.3162
2020-09-25,30.03952
2020-09-26,38.73517
2020-09-27,37.94466
2020-09-28,34.38735
2020-09-29,46.24505
2020-09-30,31.22529
2020-10-01,26.08695
2020-10-02,43.083
2020-10-03,31.22529
2020-10-04,36.36363
2020-10-05,58.89328
2020-10-06,56.52173
2020-10-07,37.5494
2020-10-08,38.73517
2020-10-09,41.89723
2020-10-10,37.94466
2020-10-11,41.10671
2020-10-12,51.38339
2020-10-13,48.22134
2020-10-14,39.52569
2020-10-15,43.47826
2020-10-16,36.36363
2020-10-17,41.89723
2020-10-18,46.24505
2020-10-19,54.54545
2020-10-20,43.87351
2020-10-21,45.8498
2020-10-22,43.47826
2020-10-23,31.62055
2020-10-24,40.3162
2020-10-25,50.59288
2020-10-26,48.22134
2020-10-27,49.01185
2020-10-28,39.13043
2020-10-29,46.24505
2020-10-30,41.10671
2020-10-31,36.75889
2020-11-01,33.59683
2020-11-02,45.8498
2020-11-03,49.80237
2020-11-04,49.01185
2020-11-05,44.26877
2020-11-06,40.3162
2020-11-07,32.41106
2020-11-08,35.17786
2020-11-09,49.40711
2020-11-10,50.59288
2020-11-11,36.75889
2020-11-12,38.73517
2020-11-13,46.64031
2020-11-14,26.87747
2020-11-15,42.68774
2020-11-16,45.8498
2020-11-17,41.10671
2020-11-18,50.98814
2020-11-19,40.71146
2020-11-20,44.66403
2020-11-21,48.22134
2020-11-22,40.71146
2020-11-23,48.6166
2020-11-24,43.87351
2020-11-25,39.92094
2020-11-26,41.50197
2020-11-27,50.19762
2020-11-28,45.45454
2020-11-29,47.03557
2020-11-30,52.17391
2020-12-01,50.59288
2020-12-02,36.75889
2020-12-03,41.89723
2020-12-04,39.52569
2020-12-05,44.26877
2020-12-06,47.03557
2020-12-07,38.73517
2020-12-08,45.05928
2020-12-09,52.17391
2020-12-10,41.50197
2020-12-11,46.64031
2020-12-12,43.083
2020-12-13,39.92094
2020-12-14,45.8498
2020-12-15,42.68774
2020-12-16,45.45454
2020-12-17,43.87351
2020-12-18,46.24505
2020-12-19,50.19762
2020-12-20,55.73122
2020-12-21,45.45454
2020-12-22,42.29249
2020-12-23,40.71146
2020-12-24,33.59683
2020-12-25,43.083
2020-12-26,56.12648
2020-12-27,47.43083
2020-12-28,61.26482
2020-12-29,55.33596
2020-12-30,53.35968
2020-12-31,47.03557
2021-01-01,35.17786
2021-01-02,45.05928
2021-01-03,58.89328
2021-01-04,69.96047
2021-01-05,50.98814
2021-01-06,55.33596
2021-01-07,46.64031
2021-01-08,53.35968
2021-01-09,49.40711
2021-01-10,70.75098
2021-01-11,73.51778
2021-01-12,59.68379
2021-01-13,54.94071
2021-01-14,65.21739
2021-01-15,45.8498
2021-01-16,54.94071
2021-01-17,61.66007
2021-01-18,59.28853
2021-01-19,56.91699
2021-01-20,52.96442
2021-01-21,53.75494
2021-01-22,50.59288
2021-01-23,53.75494
2021-01-24,65.21739
2021-01-25,62.05533
2021-01-26,60.4743
2021-01-27,64.82213
2021-01-28,54.54545
2021-01-29,53.75494
2021-01-30,52.56916
2021-01-31,63.63636
2021-02-01,58.49802
2021-02-02,64.03162
2021-02-03,52.17391
2021-02-04,78.26086
2021-02-05,50.19762
2021-02-06,57.31225
2021-02-07,55.33596
2021-02-08,56.12648
2021-02-09,49.80237
2021-02-10,49.80237
2021-02-11,45.05928
2021-02-12,41.89723
2021-02-13,35.17786
2021-02-14,53.75494
2021-02-15,59.68379
2021-02-16,55.33596
2021-02-17,47.43083
2021-02-18,46.64031
2021-02-19,42.29249
2021-02-20,41.89723
2021-02-21,39.52569
2021-02-22,58.10276
2021-02-23,47.03557
2021-02-24,46.24505
2021-02-25,63.2411
2021-02-26,49.01185
2021-02-27,37.5494
2021-02-28,41.50197
2021-03-01,60.86956
2021-03-02,54.94071
2021-03-03,41.10671
2021-03-04,40.71146
2021-03-05,42.29249
2021-03-06,47.03557
2021-03-07,60.86956
2021-03-08,56.12648
2021-03-09,40.3162
2021-03-10,40.71146
2021-03-11,41.50197
2021-03-12,42.29249
2021-03-13,34.38735
2021-03-14,45.45454
2021-03-15,60.86956
2021-03-16,55.73122
2021-03-17,43.47826
2021-03-18,32.41106
2021-03-19,41.89723
2021-03-20,41.10671
2021-03-21,44.26877
2021-03-22,50.98814
2021-03-23,50.59288
2021-03-24,50.59288
2021-03-25,52.56916
2021-03-26,44.26877
2021-03-27,48.22134
2021-03-28,45.05928
2021-03-29,55.33596
2021-03-30,53.35968
2021-03-31,51.38339
2021-04-01,44.26877
2021-04-02,32.01581
2021-04-03,51.77865
2021-04-04,43.47826
2021-04-05,49.80237
2021-04-06,55.33596
2021-04-07,46.24505
2021-04-08,45.05928
2021-04-09,42.68774
2021-04-10,35.96837
2021-04-11,42.68774
2021-04-12,48.6166
2021-04-13,47.43083
2021-04-14,43.87351
2021-04-15,38.33992
2021-04-16,46.64031
2021-04-17,36.75889
2021-04-18,48.6166
2021-04-19,48.6166
2021-04-20,49.01185
2021-04-21,42.29249
2021-04-22,44.26877
2021-04-23,41.89723
2021-04-24,45.45454
2021-04-25,45.45454
2021-04-26,38.73517
2021-04-27,44.26877
2021-04-28,47.03557
2021-04-29,45.05928
2021-04-30,40.3162
2021-05-01,38.33992
2021-05-02,48.22134
2021-05-03,45.45454
2021-05-04,41.89723
2021-05-05,37.15415
2021-05-06,37.94466
2021-05-07,32.41106
2021-05-08,37.15415
2021-05-09,35.57312
2021-05-10,43.083
2021-05-11,41.89723
2021-05-12,42.29249
2021-05-13,39.92094
2021-05-14,39.92094
2021-05-15,32.41106
2021-05-16,46.64031
2021-05-17,53.35968
2021-05-18,41.89723
2021-05-19,44.26877
2021-05-20,39.92094
2021-05-21,46.24505
2021-05-22,43.47826
2021-05-23,47.82608
2021-05-24,56.52173
2021-05-25,41.50197
2021-05-26,39.92094
2021-05-27,48.22134
2021-05-28,40.71146
2021-05-29,48.22134
2021-05-30,37.94466
2021-05-31,48.6166
2021-06-01,49.40711
2021-06-02,45.05928
2021-06-03,49.40711
2021-06-04,46.24505
2021-06-05,47.82608
2021-06-06,49.01185
2021-06-07,54.15019
2021-06-08,55.73122
2021-06-09,60.4743
2021-06-10,52.96442
2021-06-11,40.71146
2021-06-12,39.13043
2021-06-13,55.33596
2021-06-14,66.79841
2021-06-15,59.68379
2021-06-16,51.38339
2021-06-17,50.19762
2021-06-18,51.77865
2021-06-19,45.05928
2021-06-20,46.64031
2021-06-21,56.12648
2021-06-22,53.35968
2021-06-23,41.89723
2021-06-24,49.01185
2021-06-25,53.75494
2021-06-26,51.38339
2021-06-27,54.15019
2021-06-28,56.12648
2021-06-29,54.54545
2021-06-30,46.24505
2021-07-01,42.29249
2021-07-02,49.80237
2021-07-03,49.80237
