date,임대인배상책임보험
2023-06-10,21.48437
2023-06-11,11.71875
2023-06-12,37.89062
2023-06-13,48.4375
2023-06-14,52.73437
2023-06-15,45.70312
2023-06-16,25.39062
2023-06-17,16.01562
2023-06-18,17.57812
2023-06-19,45.70312
2023-06-20,35.15625
2023-06-21,38.28125
2023-06-22,41.79687
2023-06-23,32.8125
2023-06-24,14.0625
2023-06-25,14.0625
2023-06-26,51.95312
2023-06-27,48.82812
2023-06-28,50.0
2023-06-29,46.48437
2023-06-30,41.79687
2023-07-01,17.96875
2023-07-02,14.84375
2023-07-03,49.60937
2023-07-04,53.51562
2023-07-05,49.60937
2023-07-06,51.17187
2023-07-07,45.3125
2023-07-08,12.89062
2023-07-09,23.04687
2023-07-10,54.29687
2023-07-11,54.6875
2023-07-12,39.84375
2023-07-13,48.4375
2023-07-14,72.26562
2023-07-15,28.125
2023-07-16,23.82812
2023-07-17,73.4375
2023-07-18,64.0625
2023-07-19,81.25
2023-07-20,50.78125
2023-07-21,46.09375
2023-07-22,25.0
2023-07-23,28.51562
2023-07-24,71.48437
2023-07-25,46.09375
2023-07-26,49.60937
2023-07-27,60.15625
2023-07-28,33.59375
2023-07-29,24.21875
2023-07-30,19.92187
2023-07-31,51.5625
2023-08-01,59.375
2023-08-02,53.90625
2023-08-03,44.92187
2023-08-04,43.75
2023-08-05,24.60937
2023-08-06,19.14062
2023-08-07,63.67187
2023-08-08,56.64062
2023-08-09,62.89062
2023-08-10,57.03125
2023-08-11,62.89062
2023-08-12,32.42187
2023-08-13,20.3125
2023-08-14,69.92187
2023-08-15,26.17187
2023-08-16,60.9375
2023-08-17,62.5
2023-08-18,52.34375
2023-08-19,20.70312
2023-08-20,26.5625
2023-08-21,52.73437
2023-08-22,64.84375
2023-08-23,56.25
2023-08-24,61.71875
2023-08-25,45.70312
2023-08-26,33.20312
2023-08-27,30.07812
2023-08-28,59.375
2023-08-29,57.8125
2023-08-30,60.9375
2023-08-31,55.46875
2023-09-01,66.79687
2023-09-02,29.29687
2023-09-03,31.25
2023-09-04,62.89062
2023-09-05,56.64062
2023-09-06,57.03125
2023-09-07,51.5625
2023-09-08,42.57812
2023-09-09,25.0
2023-09-10,13.67187
2023-09-11,52.34375
2023-09-12,63.67187
2023-09-13,46.48437
2023-09-14,47.26562
2023-09-15,39.0625
2023-09-16,25.39062
2023-09-17,14.84375
2023-09-18,57.42187
2023-09-19,55.07812
2023-09-20,49.21875
2023-09-21,50.78125
2023-09-22,45.3125
2023-09-23,30.07812
2023-09-24,17.57812
2023-09-25,46.875
2023-09-26,48.4375
2023-09-27,29.29687
2023-09-28,14.0625
2023-09-29,12.10937
2023-09-30,14.0625
2023-10-01,12.5
2023-10-02,16.01562
2023-10-03,24.21875
2023-10-04,58.20312
2023-10-05,51.17187
2023-10-06,50.78125
2023-10-07,19.53125
2023-10-08,22.65625
2023-10-09,30.46875
2023-10-10,71.48437
2023-10-11,59.76562
2023-10-12,59.76562
2023-10-13,51.5625
2023-10-14,30.85937
2023-10-15,20.3125
2023-10-16,64.45312
2023-10-17,68.35937
2023-10-18,61.71875
2023-10-19,61.32812
2023-10-20,43.35937
2023-10-21,29.29687
2023-10-22,19.14062
2023-10-23,55.85937
2023-10-24,55.07812
2023-10-25,61.32812
2023-10-26,47.26562
2023-10-27,48.82812
2023-10-28,25.39062
2023-10-29,19.53125
2023-10-30,61.71875
2023-10-31,40.23437
2023-11-01,54.29687
2023-11-02,52.34375
2023-11-03,45.70312
2023-11-04,21.875
2023-11-05,20.3125
2023-11-06,61.71875
2023-11-07,52.34375
2023-11-08,40.625
2023-11-09,37.10937
2023-11-10,48.4375
2023-11-11,20.3125
2023-11-12,26.17187
2023-11-13,51.5625
2023-11-14,59.76562
2023-11-15,62.5
2023-11-16,37.5
2023-11-17,47.26562
2023-11-18,22.26562
2023-11-19,16.79687
2023-11-20,56.25
2023-11-21,62.5
2023-11-22,50.0
2023-11-23,44.53125
2023-11-24,41.79687
2023-11-25,22.65625
2023-11-26,21.48437
2023-11-27,37.5
2023-11-28,52.73437
2023-11-29,45.70312
2023-11-30,46.48437
2023-12-01,43.75
2023-12-02,25.39062
2023-12-03,24.21875
2023-12-04,68.35937
2023-12-05,67.57812
2023-12-06,73.4375
2023-12-07,67.1875
2023-12-08,49.60937
2023-12-09,34.76562
2023-12-10,32.42187
2023-12-11,66.40625
2023-12-12,53.51562
2023-12-13,50.0
2023-12-14,65.23437
2023-12-15,59.375
2023-12-16,26.5625
2023-12-17,29.29687
2023-12-18,62.10937
2023-12-19,59.375
2023-12-20,57.8125
2023-12-21,46.48437
2023-12-22,49.21875
2023-12-23,26.5625
2023-12-24,25.0
2023-12-25,39.84375
2023-12-26,84.375
2023-12-27,69.92187
2023-12-28,58.59375
2023-12-29,42.1875
2023-12-30,32.03125
2023-12-31,20.3125
2024-01-01,21.09375
2024-01-02,57.03125
2024-01-03,69.14062
2024-01-04,58.59375
2024-01-05,63.28125
2024-01-06,38.67187
2024-01-07,19.53125
2024-01-08,59.76562
2024-01-09,82.42187
2024-01-10,72.65625
2024-01-11,51.95312
2024-01-12,58.98437
2024-01-13,33.98437
2024-01-14,23.82812
2024-01-15,86.32812
2024-01-16,69.53125
2024-01-17,59.375
2024-01-18,57.42187
2024-01-19,61.71875
2024-01-20,23.82812
2024-01-21,19.14062
2024-01-22,73.4375
2024-01-23,57.8125
2024-01-24,58.98437
2024-01-25,70.3125
2024-01-26,52.34375
2024-01-27,26.17187
2024-01-28,22.65625
2024-01-29,61.32812
2024-01-30,60.15625
2024-01-31,57.03125
2024-02-01,51.17187
2024-02-02,50.39062
2024-02-03,23.82812
2024-02-04,35.15625
2024-02-05,61.32812
2024-02-06,52.73437
2024-02-07,46.875
2024-02-08,23.82812
2024-02-09,28.125
2024-02-10,11.71875
2024-02-11,15.625
2024-02-12,19.53125
2024-02-13,55.07812
2024-02-14,64.45312
2024-02-15,80.07812
2024-02-16,58.98437
2024-02-17,28.125
2024-02-18,25.0
2024-02-19,80.07812
2024-02-20,67.1875
2024-02-21,65.23437
2024-02-22,63.67187
2024-02-23,57.03125
2024-02-24,28.125
2024-02-25,17.1875
2024-02-26,48.82812
2024-02-27,51.5625
2024-02-28,55.46875
2024-02-29,39.84375
2024-03-01,34.76562
2024-03-02,26.17187
2024-03-03,20.70312
2024-03-04,48.4375
2024-03-05,78.51562
2024-03-06,60.9375
2024-03-07,57.03125
2024-03-08,57.8125
2024-03-09,25.0
2024-03-10,34.375
2024-03-11,53.125
2024-03-12,67.96875
2024-03-13,63.28125
2024-03-14,59.76562
2024-03-15,52.73437
2024-03-16,24.21875
2024-03-17,25.0
2024-03-18,55.85937
2024-03-19,58.98437
2024-03-20,67.96875
