date,미국ETF
2023-05-28,9.09863
2023-05-29,15.22108
2023-05-30,17.17687
2023-05-31,17.34693
2023-06-01,16.07142
2023-06-02,16.07142
2023-06-03,11.81972
2023-06-04,8.5034
2023-06-05,15.64625
2023-06-06,13.60544
2023-06-07,15.90136
2023-06-08,15.98639
2023-06-09,29.67687
2023-06-10,13.09523
2023-06-11,11.64965
2023-06-12,14.54081
2023-06-13,20.74829
2023-06-14,20.15306
2023-06-15,18.96258
2023-06-16,22.10884
2023-06-17,12.92517
2023-06-18,9.09863
2023-06-19,14.71088
2023-06-20,21.2585
2023-06-21,17.94217
2023-06-22,14.37074
2023-06-23,17.60204
2023-06-24,9.60884
2023-06-25,10.20408
2023-06-26,15.05102
2023-06-27,15.30612
2023-06-28,15.81632
2023-06-29,19.47278
2023-06-30,18.62244
2023-07-01,13.5204
2023-07-02,13.0102
2023-07-03,20.83333
2023-07-04,21.68367
2023-07-05,16.49659
2023-07-06,16.92176
2023-07-07,15.30612
2023-07-08,10.37414
2023-07-09,12.07482
2023-07-10,17.68707
2023-07-11,20.40816
2023-07-12,18.36734
2023-07-13,23.04421
2023-07-14,22.78911
2023-07-15,13.35034
2023-07-16,13.94557
2023-07-17,20.49319
2023-07-18,23.55442
2023-07-19,24.40476
2023-07-20,23.97959
2023-07-21,19.13265
2023-07-22,10.54421
2023-07-23,10.20408
2023-07-24,16.15646
2023-07-25,20.15306
2023-07-26,22.36394
2023-07-27,23.80952
2023-07-28,17.85714
2023-07-29,12.24489
2023-07-30,12.15986
2023-07-31,18.53741
2023-08-01,22.27891
2023-08-02,19.72789
2023-08-03,19.21768
2023-08-04,17.68707
2023-08-05,10.45918
2023-08-06,10.37414
2023-08-07,19.38775
2023-08-08,17.94217
2023-08-09,16.49659
2023-08-10,19.47278
2023-08-11,16.92176
2023-08-12,9.5238
2023-08-13,8.92857
2023-08-14,15.30612
2023-08-15,13.94557
2023-08-16,20.32312
2023-08-17,18.36734
2023-08-18,18.96258
2023-08-19,12.92517
2023-08-20,10.71428
2023-08-21,17.2619
2023-08-22,21.7687
2023-08-23,20.49319
2023-08-24,20.23809
2023-08-25,16.49659
2023-08-26,10.71428
2023-08-27,11.39455
2023-08-28,20.32312
2023-08-29,21.68367
2023-08-30,20.91836
2023-08-31,17.94217
2023-09-01,16.32653
2023-09-02,10.96938
2023-09-03,15.05102
2023-09-04,16.32653
2023-09-05,19.47278
2023-09-06,20.32312
2023-09-07,17.60204
2023-09-08,16.07142
2023-09-09,10.28911
2023-09-10,9.0136
2023-09-11,14.37074
2023-09-12,17.2619
2023-09-13,15.05102
2023-09-14,19.04761
2023-09-15,16.15646
2023-09-16,9.69387
2023-09-17,8.7585
2023-09-18,13.5204
2023-09-19,14.96598
2023-09-20,13.35034
2023-09-21,13.43537
2023-09-22,11.05442
2023-09-23,7.99319
2023-09-24,11.47959
2023-09-25,17.17687
2023-09-26,17.68707
2023-09-27,13.2653
2023-09-28,8.33333
2023-09-29,9.69387
2023-09-30,9.77891
2023-10-01,8.41836
2023-10-02,11.64965
2023-10-03,12.7551
2023-10-04,22.36394
2023-10-05,16.15646
2023-10-06,15.22108
2023-10-07,10.37414
2023-10-08,7.82312
2023-10-09,11.30952
2023-10-10,15.05102
2023-10-11,16.15646
2023-10-12,18.19727
2023-10-13,12.32993
2023-10-14,8.67346
2023-10-15,7.56802
2023-10-16,14.62585
2023-10-17,17.2619
2023-10-18,14.20068
2023-10-19,14.45578
2023-10-20,14.79591
2023-10-21,11.30952
2023-10-22,7.14285
2023-10-23,11.98979
2023-10-24,15.39115
2023-10-25,16.07142
2023-10-26,17.85714
2023-10-27,13.18027
2023-10-28,9.86394
2023-10-29,7.99319
2023-10-30,13.5204
2023-10-31,14.20068
2023-11-01,13.5204
2023-11-02,13.60544
2023-11-03,16.07142
2023-11-04,10.62925
2023-11-05,10.03401
2023-11-06,15.64625
2023-11-07,13.86054
2023-11-08,16.15646
2023-11-09,15.30612
2023-11-10,16.58163
2023-11-11,10.03401
2023-11-12,8.16326
2023-11-13,14.11564
2023-11-14,16.32653
2023-11-15,23.97959
2023-11-16,18.62244
2023-11-17,17.2619
2023-11-18,10.79931
2023-11-19,11.05442
2023-11-20,18.19727
2023-11-21,22.70408
2023-11-22,17.517
2023-11-23,15.30612
2023-11-24,16.58163
2023-11-25,10.11904
2023-11-26,13.35034
2023-11-27,16.7517
2023-11-28,17.43197
2023-11-29,18.53741
2023-11-30,18.11224
2023-12-01,16.7517
2023-12-02,13.43537
2023-12-03,11.39455
2023-12-04,22.0238
2023-12-05,23.29931
2023-12-06,24.23469
2023-12-07,24.91496
2023-12-08,25.34013
2023-12-09,16.15646
2023-12-10,17.7721
2023-12-11,24.31972
2023-12-12,25.08503
2023-12-13,26.36054
2023-12-14,31.80272
2023-12-15,28.82653
2023-12-16,16.49659
2023-12-17,15.98639
2023-12-18,25.5102
2023-12-19,29.59183
2023-12-20,32.82312
2023-12-21,29.7619
2023-12-22,25.34013
2023-12-23,15.13605
2023-12-24,12.41496
2023-12-25,16.41156
2023-12-26,28.06122
2023-12-27,30.2721
2023-12-28,30.95238
2023-12-29,23.46938
2023-12-30,17.94217
2023-12-31,15.56122
2024-01-01,18.70748
2024-01-02,35.28911
2024-01-03,34.09863
2024-01-04,31.97278
2024-01-05,28.14625
2024-01-06,18.11224
2024-01-07,16.66666
2024-01-08,25.17006
2024-01-09,36.56462
2024-01-10,46.42857
2024-01-11,59.35374
2024-01-12,37.7551
2024-01-13,21.68367
2024-01-14,20.06802
2024-01-15,25.34013
2024-01-16,29.7619
2024-01-17,32.05782
2024-01-18,31.54761
2024-01-19,35.71428
2024-01-20,25.68027
2024-01-21,22.87414
2024-01-22,42.7721
2024-01-23,47.19387
2024-01-24,48.63945
2024-01-25,42.34693
2024-01-26,39.71088
2024-01-27,22.95918
2024-01-28,22.27891
2024-01-29,37.92517
2024-01-30,46.42857
2024-01-31,38.86054
2024-02-01,38.77551
2024-02-02,34.5238
2024-02-03,21.17346
2024-02-04,22.0238
2024-02-05,37.24489
2024-02-06,41.92176
2024-02-07,40.81632
2024-02-08,40.05102
2024-02-09,36.30952
2024-02-10,26.61564
2024-02-11,23.89455
2024-02-12,45.32312
2024-02-13,59.77891
2024-02-14,51.78571
2024-02-15,47.27891
2024-02-16,46.2585
2024-02-17,24.40476
2024-02-18,25.08503
2024-02-19,44.13265
2024-02-20,45.57823
2024-02-21,50.42517
2024-02-22,53.40136
2024-02-23,58.7585
2024-02-24,28.40136
2024-02-25,28.40136
2024-02-26,57.05782
2024-02-27,56.63265
2024-02-28,50.7653
2024-02-29,53.65646
2024-03-01,42.17687
2024-03-02,31.20748
2024-03-03,30.10204
2024-03-04,50.5102
2024-03-05,67.2619
2024-03-06,51.0204
2024-03-07,47.87414
2024-03-08,50.68027
2024-03-09,29.16666
2024-03-10,25.7653
2024-03-11,48.38435
2024-03-12,53.48639
2024-03-13,49.06462
2024-03-14,44.13265
2024-03-15,33.7585
2024-03-16,21.5136
2024-03-17,21.68367
2024-03-18,39.11564
2024-03-19,43.19727
2024-03-20,46.5136
