date,만보기앱테크
2022-12-30,17.06036
2022-12-31,15.35433
2023-01-01,14.30446
2023-01-02,12.99212
2023-01-03,19.42257
2023-01-04,21.25984
2023-01-05,14.69816
2023-01-06,11.94225
2023-01-07,12.46719
2023-01-08,16.01049
2023-01-09,10.76115
2023-01-10,10.36745
2023-01-11,11.41732
2023-01-12,14.69816
2023-01-13,7.87401
2023-01-14,14.04199
2023-01-15,11.28608
2023-01-16,12.46719
2023-01-17,17.32283
2023-01-18,16.53543
2023-01-19,9.31758
2023-01-20,11.28608
2023-01-21,12.33595
2023-01-22,29.13385
2023-01-23,18.50393
2023-01-24,17.06036
2023-01-25,13.64829
2023-01-26,37.00787
2023-01-27,21.65354
2023-01-28,17.06036
2023-01-29,25.06561
2023-01-30,19.02887
2023-01-31,21.65354
2023-02-01,27.03412
2023-02-02,25.19685
2023-02-03,24.01574
2023-02-04,32.93963
2023-02-05,30.57742
2023-02-06,28.08398
2023-02-07,27.29658
2023-02-08,41.60104
2023-02-09,30.97112
2023-02-10,26.37795
2023-02-11,21.78477
2023-02-12,28.87139
2023-02-13,24.27821
2023-02-14,28.87139
2023-02-15,26.90288
2023-02-16,24.01574
2023-02-17,27.42782
2023-02-18,29.52755
2023-02-19,24.54068
2023-02-20,24.27821
2023-02-21,33.85826
2023-02-22,50.13123
2023-02-23,30.05249
2023-02-24,37.9265
2023-02-25,31.88976
2023-02-26,32.54593
2023-02-27,20.3412
2023-02-28,29.39632
2023-03-01,35.03937
2023-03-02,29.00262
2023-03-03,23.75328
2023-03-04,25.85301
2023-03-05,30.70866
2023-03-06,45.53805
2023-03-07,28.21522
2023-03-08,26.90288
2023-03-09,26.90288
2023-03-10,25.98425
2023-03-11,24.54068
2023-03-12,36.87664
2023-03-13,28.08398
2023-03-14,24.93438
2023-03-15,27.69028
2023-03-16,22.30971
2023-03-17,19.81627
2023-03-18,21.78477
2023-03-19,24.93438
2023-03-20,24.67191
2023-03-21,25.98425
2023-03-22,20.99737
2023-03-23,20.20997
2023-03-24,21.5223
2023-03-25,22.70341
2023-03-26,28.47769
2023-03-27,21.5223
2023-03-28,26.11548
2023-03-29,20.7349
2023-03-30,26.24671
2023-03-31,20.7349
2023-04-01,24.40944
2023-04-02,27.29658
2023-04-03,24.40944
2023-04-04,22.70341
2023-04-05,18.63517
2023-04-06,18.63517
2023-04-07,17.979
2023-04-08,20.7349
2023-04-09,27.69028
2023-04-10,22.17847
2023-04-11,17.84776
2023-04-12,23.75328
2023-04-13,23.09711
2023-04-14,14.43569
2023-04-15,20.47244
2023-04-16,22.17847
2023-04-17,21.1286
2023-04-18,22.96587
2023-04-19,20.3412
2023-04-20,19.9475
2023-04-21,17.84776
2023-04-22,18.89763
2023-04-23,16.66666
2023-04-24,17.45406
2023-04-25,16.66666
2023-04-26,19.02887
2023-04-27,18.24146
2023-04-28,17.84776
2023-04-29,15.48556
2023-04-30,19.02887
2023-05-01,24.54068
2023-05-02,20.3412
2023-05-03,16.01049
2023-05-04,17.71653
2023-05-05,16.7979
2023-05-06,16.66666
2023-05-07,21.65354
2023-05-08,16.14173
2023-05-09,17.06036
2023-05-10,18.89763
2023-05-11,16.66666
2023-05-12,18.3727
2023-05-13,14.96062
2023-05-14,38.45144
2023-05-15,18.7664
2023-05-16,17.32283
2023-05-17,19.02887
2023-05-18,14.56692
2023-05-19,15.74803
2023-05-20,15.61679
2023-05-21,18.24146
2023-05-22,18.89763
2023-05-23,16.66666
2023-05-24,19.02887
2023-05-25,17.979
2023-05-26,16.53543
2023-05-27,15.35433
2023-05-28,17.1916
2023-05-29,19.68503
2023-05-30,17.45406
2023-05-31,20.20997
2023-06-01,23.35958
2023-06-02,18.3727
2023-06-03,23.62204
2023-06-04,19.5538
2023-06-05,17.06036
2023-06-06,23.22834
2023-06-07,16.92913
2023-06-08,19.02887
2023-06-09,17.45406
2023-06-10,18.7664
2023-06-11,18.7664
2023-06-12,25.32808
2023-06-13,24.93438
2023-06-14,22.96587
2023-06-15,20.86614
2023-06-16,16.40419
2023-06-17,20.20997
2023-06-18,17.1916
2023-06-19,16.7979
2023-06-20,19.81627
2023-06-21,16.27296
2023-06-22,19.02887
2023-06-23,18.89763
2023-06-24,18.7664
2023-06-25,13.64829
2023-06-26,17.06036
2023-06-27,28.47769
2023-06-28,17.71653
2023-06-29,15.87926
2023-06-30,16.92913
2023-07-01,22.17847
2023-07-02,23.49081
2023-07-03,18.63517
2023-07-04,20.07874
2023-07-05,19.42257
2023-07-06,14.43569
2023-07-07,12.59842
2023-07-08,16.53543
2023-07-09,18.50393
2023-07-10,15.87926
2023-07-11,14.56692
2023-07-12,17.06036
2023-07-13,15.48556
2023-07-14,10.36745
2023-07-15,13.77952
2023-07-16,18.50393
2023-07-17,14.04199
2023-07-18,15.22309
2023-07-19,11.15485
2023-07-20,11.67979
2023-07-21,9.84251
2023-07-22,12.33595
2023-07-23,11.94225
2023-07-24,12.33595
2023-07-25,13.64829
2023-07-26,14.82939
2023-07-27,13.64829
2023-07-28,12.46719
2023-07-29,9.84251
2023-07-30,12.59842
2023-07-31,14.56692
2023-08-01,16.7979
2023-08-02,11.54855
2023-08-03,13.91076
2023-08-04,12.20472
2023-08-05,11.81102
2023-08-06,14.56692
2023-08-07,12.59842
2023-08-08,13.77952
2023-08-09,11.94225
2023-08-10,13.51706
2023-08-11,13.64829
2023-08-12,12.72965
2023-08-13,13.51706
2023-08-14,11.81102
2023-08-15,16.40419
2023-08-16,12.33595
2023-08-17,15.87926
2023-08-18,10.76115
2023-08-19,11.02362
2023-08-20,14.43569
2023-08-21,15.35433
2023-08-22,12.46719
2023-08-23,11.15485
2023-08-24,10.62992
2023-08-25,10.76115
2023-08-26,15.35433
2023-08-27,13.25459
2023-08-28,12.33595
2023-08-29,11.28608
2023-08-30,13.12335
2023-08-31,10.89238
2023-09-01,14.69816
2023-09-02,12.33595
2023-09-03,15.74803
2023-09-04,9.84251
2023-09-05,12.33595
2023-09-06,12.33595
2023-09-07,14.30446
2023-09-08,12.20472
2023-09-09,13.77952
2023-09-10,17.71653
2023-09-11,10.23622
2023-09-12,13.91076
2023-09-13,11.28608
2023-09-14,9.31758
2023-09-15,12.20472
2023-09-16,11.54855
2023-09-17,14.30446
2023-09-18,8.39895
2023-09-19,10.10498
2023-09-20,9.84251
2023-09-21,7.21784
2023-09-22,11.15485
2023-09-23,10.23622
2023-09-24,12.33595
2023-09-25,9.71128
2023-09-26,10.89238
2023-09-27,9.71128
2023-09-28,9.71128
2023-09-29,12.86089
2023-09-30,11.28608
2023-10-01,13.51706
2023-10-02,23.22834
2023-10-03,21.39107
2023-10-04,16.01049
2023-10-05,12.20472
2023-10-06,17.06036
2023-10-07,16.14173
2023-10-08,17.84776
2023-10-09,16.14173
2023-10-10,17.979
2023-10-11,15.87926
2023-10-12,19.02887
2023-10-13,18.63517
2023-10-14,16.14173
2023-10-15,17.45406
2023-10-16,15.35433
2023-10-17,14.96062
2023-10-18,20.7349
2023-10-19,16.53543
2023-10-20,15.61679
2023-10-21,13.25459
2023-10-22,16.01049
2023-10-23,17.1916
2023-10-24,12.99212
2023-10-25,13.77952
2023-10-26,13.12335
2023-10-27,12.72965
2023-10-28,14.30446
2023-10-29,14.56692
2023-10-30,16.7979
2023-10-31,15.61679
2023-11-01,20.60367
2023-11-02,16.66666
2023-11-03,12.99212
2023-11-04,47.37532
2023-11-05,30.05249
2023-11-06,21.39107
2023-11-07,18.50393
2023-11-08,15.87926
2023-11-09,18.11023
2023-11-10,13.77952
2023-11-11,11.94225
2023-11-12,11.28608
2023-11-13,13.25459
2023-11-14,11.81102
2023-11-15,12.86089
2023-11-16,14.17322
2023-11-17,14.43569
2023-11-18,9.44881
2023-11-19,15.09186
2023-11-20,12.20472
2023-11-21,14.17322
2023-11-22,10.89238
2023-11-23,11.81102
2023-11-24,13.25459
2023-11-25,11.54855
2023-11-26,12.99212
2023-11-27,14.04199
2023-11-28,16.66666
2023-11-29,12.59842
2023-11-30,13.64829
2023-12-01,18.24146
2023-12-02,14.96062
2023-12-03,18.11023
2023-12-04,13.51706
2023-12-05,13.38582
2023-12-06,11.15485
2023-12-07,14.04199
2023-12-08,8.39895
2023-12-09,13.51706
2023-12-10,12.86089
2023-12-11,7.74278
2023-12-12,9.97375
2023-12-13,12.86089
2023-12-14,10.36745
2023-12-15,9.18635
2023-12-16,8.92388
2023-12-17,13.51706
2023-12-18,10.36745
2023-12-19,9.97375
2023-12-20,13.91076
2023-12-21,9.84251
2023-12-22,10.76115
2023-12-23,10.89238
2023-12-24,10.76115
2023-12-25,9.84251
2023-12-26,7.48031
2023-12-27,9.97375
2023-12-28,8.92388
2023-12-29,11.28608
2023-12-30,10.62992
2023-12-31,13.77952
2024-01-01,22.70341
2024-01-02,14.82939
2024-01-03,11.54855
2024-01-04,18.3727
2024-01-05,13.77952
2024-01-06,14.69816
2024-01-07,19.68503
2024-01-08,12.33595
2024-01-09,12.20472
2024-01-10,13.38582
2024-01-11,15.48556
2024-01-12,13.38582
2024-01-13,14.04199
2024-01-14,17.45406
2024-01-15,12.46719
2024-01-16,13.64829
2024-01-17,14.56692
2024-01-18,12.46719
2024-01-19,11.94225
2024-01-20,13.12335
2024-01-21,22.44094
2024-01-22,14.69816
2024-01-23,15.09186
2024-01-24,14.30446
2024-01-25,11.02362
2024-01-26,10.62992
2024-01-27,13.51706
2024-01-28,15.61679
2024-01-29,14.96062
2024-01-30,13.51706
2024-01-31,16.01049
2024-02-01,16.27296
2024-02-02,13.12335
2024-02-03,11.15485
2024-02-04,15.87926
2024-02-05,12.07349
2024-02-06,12.59842
2024-02-07,14.82939
2024-02-08,11.02362
2024-02-09,12.33595
2024-02-10,15.09186
2024-02-11,21.5223
2024-02-12,15.35433
2024-02-13,15.87926
2024-02-14,14.69816
2024-02-15,18.7664
2024-02-16,14.17322
2024-02-17,14.04199
2024-02-18,17.45406
2024-02-19,13.77952
2024-02-20,13.64829
2024-02-21,18.11023
2024-02-22,11.41732
2024-02-23,13.25459
2024-02-24,13.25459
2024-02-25,15.87926
2024-02-26,18.7664
2024-02-27,18.63517
2024-02-28,19.9475
2024-02-29,17.71653
2024-03-01,17.1916
2024-03-02,15.87926
2024-03-03,23.22834
2024-03-04,19.9475
2024-03-05,23.09711
2024-03-06,23.09711
2024-03-07,20.3412
2024-03-08,20.07874
2024-03-09,23.09711
2024-03-10,21.5223
2024-03-11,17.84776
2024-03-12,19.81627
2024-03-13,21.39107
2024-03-14,18.89763
2024-03-15,19.68503
2024-03-16,17.979
2024-03-17,23.49081
2024-03-18,18.11023
2024-03-19,19.02887
2024-03-20,20.20997
