date,만보기앱테크
2020-03-21,0.65616
2020-03-25,1.31233
2020-03-26,2.23097
2020-03-27,2.3622
2020-03-28,3.28083
2020-03-29,1.9685
2020-03-30,1.5748
2020-03-31,1.83727
2020-04-01,3.5433
2020-04-02,1.70603
2020-04-03,1.1811
2020-04-04,1.1811
2020-04-05,1.31233
2020-04-06,0.91863
2020-04-07,1.70603
2020-04-08,2.3622
2020-04-09,1.04986
2020-04-10,1.31233
2020-04-11,0.7874
2020-04-12,0.7874
2020-04-14,1.5748
2020-04-15,1.31233
2020-04-16,1.1811
2020-04-17,0.91863
2020-04-18,2.23097
2020-04-19,1.70603
2020-04-20,1.31233
2020-04-22,0.7874
2020-04-23,0.7874
2020-04-25,1.9685
2020-04-26,2.3622
2020-04-27,0.7874
2020-04-28,0.7874
2020-04-29,1.04986
2020-04-30,2.09973
2020-05-01,1.44356
2020-05-02,1.31233
2020-05-05,0.91863
2020-05-09,0.91863
2020-05-10,1.04986
2020-05-14,0.65616
2020-05-29,0.65616
2020-06-09,0.91863
2020-06-17,0.65616
2020-06-18,0.65616
2020-07-17,0.65616
2020-07-18,0.7874
2020-07-20,0.7874
2020-08-31,0.65616
2020-09-01,0.91863
2020-09-05,1.04986
2020-09-16,1.5748
2020-09-23,0.65616
2020-10-02,1.1811
2020-10-07,1.31233
2020-10-09,1.04986
2020-10-11,0.91863
2020-10-13,0.7874
2020-10-15,1.70603
2020-10-17,0.7874
2020-10-18,0.7874
2020-10-22,0.7874
2020-10-25,1.1811
2020-10-28,0.91863
2020-10-29,1.9685
2020-10-30,0.65616
2020-11-01,0.91863
2020-11-02,0.65616
2020-11-03,0.7874
2020-11-07,0.65616
2020-11-08,0.65616
2020-11-20,0.7874
2020-11-22,0.65616
2020-11-26,0.7874
2020-11-29,1.31233
2020-12-08,0.7874
2020-12-09,0.7874
2020-12-10,0.7874
2020-12-11,1.9685
2020-12-12,1.83727
2020-12-13,0.65616
2020-12-14,0.65616
2020-12-19,0.65616
2020-12-20,1.9685
2020-12-21,0.7874
2020-12-22,0.65616
2020-12-23,1.04986
2020-12-24,0.65616
2020-12-26,1.1811
2020-12-27,1.70603
2020-12-28,1.31233
2020-12-29,0.91863
2020-12-30,1.1811
2021-01-03,1.9685
2021-01-04,1.04986
2021-01-05,0.65616
2021-01-06,2.23097
2021-01-07,1.31233
2021-01-08,1.70603
2021-01-09,1.04986
2021-01-10,1.1811
2021-01-11,0.7874
2021-01-12,1.44356
2021-01-14,0.65616
2021-01-15,1.70603
2021-01-16,1.70603
2021-01-17,1.9685
2021-01-19,0.91863
2021-01-21,0.7874
2021-01-22,1.1811
2021-01-23,1.83727
2021-01-25,1.04986
2021-01-26,0.7874
2021-01-27,1.04986
2021-01-29,0.91863
2021-01-30,0.65616
2021-01-31,0.7874
2021-02-01,1.5748
2021-02-02,0.91863
2021-02-03,0.7874
2021-02-04,1.9685
2021-02-05,1.9685
2021-02-06,0.91863
2021-02-07,0.91863
2021-02-08,1.31233
2021-02-09,0.91863
2021-02-10,1.04986
2021-02-11,0.7874
2021-02-12,0.7874
2021-02-16,0.91863
2021-02-17,2.09973
2021-02-18,2.3622
2021-02-19,0.65616
2021-02-20,1.1811
2021-02-21,1.5748
2021-02-23,0.7874
2021-02-24,1.1811
2021-02-25,1.31233
2021-02-26,1.31233
2021-02-27,1.70603
2021-03-01,1.04986
2021-03-02,1.1811
2021-03-03,0.91863
2021-03-04,1.83727
2021-03-05,1.44356
2021-03-06,0.7874
2021-03-07,1.5748
2021-03-09,0.91863
2021-03-10,1.44356
2021-03-11,0.91863
2021-03-14,0.7874
2021-03-16,1.1811
2021-03-17,0.65616
2021-03-22,2.7559
2021-03-24,0.7874
2021-03-26,0.7874
2021-03-28,1.31233
2021-03-29,0.91863
2021-03-30,1.70603
2021-03-31,0.7874
2021-04-01,0.91863
2021-04-02,0.91863
2021-04-04,0.91863
2021-04-05,1.31233
2021-04-07,1.5748
2021-04-09,1.1811
2021-04-11,0.65616
2021-04-13,1.5748
2021-04-14,1.31233
2021-04-15,1.04986
2021-04-16,0.65616
2021-04-18,0.7874
2021-04-20,0.7874
2021-04-24,1.70603
2021-04-25,0.7874
2021-04-26,0.7874
2021-04-28,0.65616
2021-05-02,1.04986
2021-05-03,0.7874
2021-05-08,0.65616
2021-05-09,0.91863
2021-05-11,1.04986
2021-05-12,0.65616
2021-05-13,0.7874
2021-05-15,0.7874
2021-05-20,0.65616
2021-05-29,1.1811
2021-06-05,1.31233
2021-06-06,1.1811
2021-06-08,0.91863
2021-06-10,0.65616
2021-06-12,1.1811
2021-06-23,0.7874
2021-06-24,0.7874
2021-06-25,1.31233
2021-06-26,1.44356
2021-06-27,0.7874
2021-06-28,0.7874
2021-06-29,1.04986
2021-06-30,0.91863
2021-07-01,0.7874
2021-07-03,1.04986
2021-07-04,1.44356
2021-07-05,0.7874
2021-07-06,1.1811
2021-07-07,1.04986
2021-07-08,1.04986
2021-07-09,1.44356
2021-07-11,0.65616
2021-07-12,0.7874
2021-07-13,0.7874
2021-07-14,0.91863
2021-07-20,1.83727
2021-07-21,1.1811
2021-07-22,0.91863
2021-07-29,1.83727
2021-07-30,0.65616
2021-08-01,1.70603
2021-08-03,0.91863
2021-08-06,0.7874
2021-08-08,0.7874
2021-08-15,1.31233
2021-08-16,0.7874
2021-08-17,0.65616
2021-08-18,0.7874
2021-08-19,1.31233
2021-08-20,0.65616
2021-08-22,0.91863
2021-08-23,0.65616
2021-08-24,0.91863
2021-08-25,1.04986
2021-08-26,0.7874
2021-08-27,1.70603
2021-08-28,1.5748
2021-08-29,1.31233
2021-08-30,1.1811
2021-08-31,1.31233
2021-09-01,1.31233
2021-09-02,1.04986
2021-09-03,0.91863
2021-09-04,2.09973
2021-09-05,1.44356
2021-09-06,1.04986
2021-09-07,1.1811
2021-09-08,1.5748
2021-09-09,1.31233
2021-09-10,1.83727
2021-09-11,0.7874
2021-09-12,3.28083
2021-09-13,0.91863
2021-09-14,1.31233
2021-09-15,0.65616
2021-09-16,0.7874
2021-09-17,0.7874
2021-09-18,1.44356
2021-09-19,1.04986
2021-09-20,2.23097
2021-09-21,1.04986
2021-09-22,2.62467
2021-09-23,2.09973
2021-09-24,1.31233
2021-09-25,5.11811
2021-09-26,4.19947
2021-09-27,1.44356
2021-09-28,1.44356
2021-09-29,1.83727
2021-09-30,1.70603
2021-10-01,3.01837
2021-10-02,2.62467
2021-10-03,1.44356
2021-10-04,2.7559
2021-10-05,1.9685
2021-10-06,2.09973
2021-10-07,3.01837
2021-10-08,0.7874
2021-10-09,3.67454
2021-10-10,2.49343
2021-10-11,2.49343
2021-10-12,1.1811
2021-10-13,1.9685
2021-10-14,2.49343
2021-10-15,2.88713
2021-10-16,2.09973
2021-10-17,2.49343
2021-10-18,1.04986
2021-10-19,1.31233
2021-10-20,0.65616
2021-10-22,1.1811
2021-10-23,0.65616
2021-10-24,3.80577
2021-10-25,2.49343
2021-10-26,3.28083
2021-10-27,2.09973
2021-10-28,2.3622
2021-10-29,1.31233
2021-10-30,1.5748
2021-10-31,2.88713
2021-11-01,1.9685
2021-11-02,1.5748
2021-11-03,3.01837
2021-11-04,1.31233
2021-11-05,0.91863
2021-11-06,1.70603
2021-11-07,0.91863
2021-11-09,1.44356
2021-11-10,1.70603
2021-11-11,0.65616
2021-11-12,0.65616
2021-11-13,0.65616
2021-11-14,1.1811
2021-11-15,0.7874
2021-11-16,1.44356
2021-11-17,0.7874
2021-11-18,1.44356
2021-11-20,1.5748
2021-11-21,2.88713
2021-11-22,1.1811
2021-11-23,1.44356
2021-11-24,1.44356
2021-11-25,1.31233
2021-11-26,1.83727
2021-11-27,1.44356
2021-11-28,2.7559
2021-11-29,1.5748
2021-11-30,0.65616
2021-12-01,2.09973
2021-12-02,0.91863
2021-12-03,1.44356
2021-12-04,2.23097
2021-12-05,2.49343
2021-12-06,1.5748
2021-12-07,1.83727
2021-12-08,1.04986
2021-12-09,1.5748
2021-12-10,3.01837
2021-12-11,2.49343
2021-12-12,2.23097
2021-12-13,1.9685
2021-12-14,2.62467
2021-12-15,1.04986
2021-12-16,3.28083
2021-12-17,1.70603
2021-12-18,3.28083
2021-12-19,1.44356
2021-12-20,0.65616
2021-12-21,1.83727
2021-12-22,2.7559
2021-12-23,0.91863
2021-12-24,2.3622
2021-12-25,0.91863
2021-12-26,2.09973
2021-12-27,1.04986
2021-12-28,1.70603
2021-12-29,1.44356
2021-12-30,1.83727
2021-12-31,0.91863
2022-01-01,1.44356
2022-01-02,0.7874
2022-01-03,2.7559
2022-01-04,1.04986
2022-01-05,1.83727
2022-01-06,2.49343
2022-01-07,1.04986
2022-01-08,2.09973
2022-01-09,2.7559
2022-01-10,1.9685
2022-01-11,3.1496
2022-01-12,1.5748
2022-01-13,1.5748
2022-01-14,3.28083
2022-01-15,2.49343
2022-01-16,2.7559
2022-01-17,2.49343
2022-01-18,3.67454
2022-01-19,2.88713
2022-01-20,2.23097
2022-01-21,2.3622
2022-01-22,1.5748
2022-01-23,2.62467
2022-01-24,2.3622
2022-01-25,2.09973
2022-01-26,3.67454
2022-01-27,3.01837
2022-01-28,1.04986
2022-01-29,2.09973
2022-01-30,3.937
2022-01-31,2.09973
2022-02-01,3.28083
2022-02-02,3.28083
2022-02-03,1.9685
2022-02-04,3.28083
2022-02-05,2.62467
2022-02-06,3.5433
2022-02-07,2.62467
2022-02-08,3.41207
2022-02-09,2.62467
2022-02-10,3.41207
2022-02-11,3.41207
2022-02-12,1.9685
2022-02-13,3.937
2022-02-14,2.88713
2022-02-15,1.83727
2022-02-16,2.49343
2022-02-17,2.88713
2022-02-18,2.7559
2022-02-19,2.62467
2022-02-20,3.41207
2022-02-21,5.11811
2022-02-22,3.5433
2022-02-23,4.19947
2022-02-24,3.1496
2022-02-25,2.3622
2022-02-26,4.59317
2022-02-27,4.7244
2022-02-28,3.67454
2022-03-01,7.34908
2022-03-02,6.16797
2022-03-03,5.64304
2022-03-04,3.5433
2022-03-05,4.98687
2022-03-06,4.98687
2022-03-07,3.28083
2022-03-08,4.19947
2022-03-09,4.19947
2022-03-10,3.01837
2022-03-11,3.5433
2022-03-12,3.937
2022-03-13,3.937
2022-03-14,6.95538
2022-03-15,3.01837
2022-03-16,40.55118
2022-03-17,7.48031
2022-03-18,4.19947
2022-03-19,4.3307
2022-03-20,4.46194
2022-03-21,4.46194
2022-03-22,4.06824
2022-03-23,5.51181
2022-03-24,6.95538
2022-03-25,3.1496
2022-03-26,3.01837
2022-03-27,3.67454
2022-03-28,4.85564
2022-03-29,3.67454
2022-03-30,4.85564
2022-03-31,5.51181
2022-04-01,7.08661
2022-04-02,3.01837
2022-04-03,4.59317
2022-04-04,4.19947
2022-04-05,3.01837
2022-04-06,2.62467
2022-04-07,2.3622
2022-04-08,4.19947
2022-04-09,2.7559
2022-04-10,3.67454
2022-04-11,4.3307
2022-04-12,5.38057
2022-04-13,5.38057
2022-04-14,5.90551
2022-04-15,3.01837
2022-04-16,3.937
2022-04-17,4.19947
2022-04-18,3.67454
2022-04-19,4.19947
2022-04-20,4.06824
2022-04-21,5.64304
2022-04-22,4.3307
2022-04-23,4.59317
2022-04-24,6.03674
2022-04-25,4.85564
2022-04-26,3.67454
2022-04-27,2.7559
2022-04-28,5.38057
2022-04-29,4.85564
2022-04-30,3.937
2022-05-01,4.85564
2022-05-02,4.85564
2022-05-03,4.3307
2022-05-04,3.937
2022-05-05,2.7559
2022-05-06,3.937
2022-05-07,1.9685
2022-05-08,4.19947
2022-05-09,6.43044
2022-05-10,3.80577
2022-05-11,4.06824
2022-05-12,3.937
2022-05-13,3.80577
2022-05-14,2.88713
2022-05-15,3.1496
2022-05-16,1.70603
2022-05-17,2.88713
2022-05-18,4.7244
2022-05-19,4.46194
2022-05-20,1.44356
2022-05-21,5.51181
2022-05-22,6.95538
2022-05-23,3.5433
2022-05-24,3.1496
2022-05-25,4.3307
2022-05-26,5.77427
2022-05-27,4.46194
2022-05-28,4.85564
2022-05-29,5.90551
2022-05-30,11.94225
2022-05-31,6.43044
2022-06-01,9.84251
2022-06-02,7.48031
2022-06-03,6.69291
2022-06-04,6.03674
2022-06-05,6.43044
2022-06-06,6.82414
2022-06-07,7.34908
2022-06-08,6.95538
2022-06-09,2.7559
2022-06-10,3.937
2022-06-11,4.85564
2022-06-12,7.34908
2022-06-13,5.11811
2022-06-14,4.3307
2022-06-15,6.56167
2022-06-16,7.87401
2022-06-17,5.51181
2022-06-18,4.85564
2022-06-19,5.38057
2022-06-20,4.06824
2022-06-21,4.7244
2022-06-22,3.41207
2022-06-23,4.06824
2022-06-24,3.67454
2022-06-25,2.7559
2022-06-26,3.937
2022-06-27,2.88713
2022-06-28,3.937
2022-06-29,5.51181
2022-06-30,4.98687
2022-07-01,5.11811
2022-07-02,4.46194
2022-07-03,5.77427
2022-07-04,5.38057
2022-07-05,4.85564
2022-07-06,5.64304
2022-07-07,5.38057
2022-07-08,3.5433
2022-07-09,6.56167
2022-07-10,4.3307
2022-07-11,5.11811
2022-07-12,6.43044
2022-07-13,8.92388
2022-07-14,6.69291
2022-07-15,2.49343
2022-07-16,5.11811
2022-07-17,6.29921
2022-07-18,5.11811
2022-07-19,5.64304
2022-07-20,21.1286
2022-07-21,6.95538
2022-07-22,7.34908
2022-07-23,6.82414
2022-07-24,9.05511
2022-07-25,7.08661
2022-07-26,6.43044
2022-07-27,12.07349
2022-07-28,8.00524
2022-07-29,7.74278
2022-07-30,9.44881
2022-07-31,10.49868
2022-08-01,9.05511
2022-08-02,9.18635
2022-08-03,7.21784
2022-08-04,5.90551
2022-08-05,4.98687
2022-08-06,5.24934
2022-08-07,15.61679
2022-08-08,7.21784
2022-08-09,5.24934
2022-08-10,10.76115
2022-08-11,8.26771
2022-08-12,6.03674
2022-08-13,8.92388
2022-08-14,7.87401
2022-08-15,8.26771
2022-08-16,10.49868
2022-08-17,7.61154
2022-08-18,9.31758
2022-08-19,7.87401
2022-08-20,10.62992
2022-08-21,9.84251
2022-08-22,8.53018
2022-08-23,10.23622
2022-08-24,8.92388
2022-08-25,6.43044
2022-08-26,6.69291
2022-08-27,8.92388
2022-08-28,8.26771
2022-08-29,5.64304
2022-08-30,5.77427
2022-08-31,7.08661
2022-09-01,7.61154
2022-09-02,8.00524
2022-09-03,5.77427
2022-09-04,11.15485
2022-09-05,4.3307
2022-09-06,14.04199
2022-09-07,7.08661
2022-09-08,5.38057
2022-09-09,5.51181
2022-09-10,6.95538
2022-09-11,6.43044
2022-09-12,9.05511
2022-09-13,8.26771
2022-09-14,10.23622
2022-09-15,9.71128
2022-09-16,9.05511
2022-09-17,10.89238
2022-09-18,10.76115
2022-09-19,8.39895
2022-09-20,10.10498
2022-09-21,11.41732
2022-09-22,8.66141
2022-09-23,10.10498
2022-09-24,8.39895
2022-09-25,11.81102
2022-09-26,6.56167
2022-09-27,8.66141
2022-09-28,12.59842
2022-09-29,11.54855
2022-09-30,11.81102
2022-10-01,17.84776
2022-10-02,12.72965
2022-10-03,13.51706
2022-10-04,18.89763
2022-10-05,17.1916
2022-10-06,16.66666
2022-10-07,12.99212
2022-10-08,14.56692
2022-10-09,16.14173
2022-10-10,16.01049
2022-10-11,16.7979
2022-10-12,17.979
2022-10-13,16.27296
2022-10-14,13.25459
2022-10-15,15.74803
2022-10-16,20.7349
2022-10-17,18.89763
2022-10-18,14.69816
2022-10-19,13.91076
2022-10-20,14.69816
2022-10-21,15.74803
2022-10-22,15.48556
2022-10-23,17.71653
2022-10-24,32.41469
2022-10-25,90.81364
2022-10-26,20.7349
2022-10-27,19.29133
2022-10-28,16.40419
2022-10-29,20.3412
2022-10-30,19.68503
2022-10-31,16.40419
2022-11-01,20.99737
2022-11-02,16.66666
2022-11-03,18.63517
2022-11-04,17.32283
2022-11-05,15.87926
2022-11-06,16.40419
2022-11-07,13.38582
2022-11-08,24.80314
2022-11-09,17.32283
2022-11-10,13.25459
2022-11-11,15.48556
2022-11-12,15.61679
2022-11-13,16.01049
2022-11-14,14.30446
2022-11-15,13.77952
2022-11-16,13.38582
2022-11-17,16.7979
2022-11-18,15.74803
2022-11-19,12.99212
2022-11-20,19.42257
2022-11-21,14.04199
2022-11-22,14.56692
2022-11-23,17.45406
2022-11-24,12.33595
2022-11-25,15.48556
2022-11-26,16.01049
2022-11-27,14.96062
2022-11-28,12.20472
2022-11-29,13.51706
2022-11-30,13.77952
2022-12-01,11.81102
2022-12-02,13.25459
2022-12-03,9.71128
2022-12-04,14.82939
2022-12-05,10.10498
2022-12-06,10.10498
2022-12-07,13.25459
2022-12-08,11.28608
2022-12-09,9.97375
2022-12-10,9.71128
2022-12-11,14.17322
2022-12-12,9.44881
2022-12-13,13.12335
2022-12-14,9.58005
2022-12-15,10.49868
2022-12-16,9.18635
2022-12-17,46.19422
2022-12-18,100.0
2022-12-19,22.57217
2022-12-20,19.02887
2022-12-21,16.01049
2022-12-22,13.64829
2022-12-23,13.38582
2022-12-24,11.94225
2022-12-25,13.12335
2022-12-26,22.70341
2022-12-27,18.11023
2022-12-28,14.04199
2022-12-29,18.50393
