date,베트남환전
2020-11-07,2.20994
2020-11-08,1.79558
2020-11-09,4.28176
2020-11-10,4.00552
2020-11-11,4.00552
2020-11-12,2.41712
2020-11-13,4.14364
2020-11-14,2.90055
2020-11-15,1.45027
2020-11-16,3.52209
2020-11-17,3.45303
2020-11-18,3.93646
2020-11-19,3.24585
2020-11-20,3.03867
2020-11-21,3.24585
2020-11-22,3.59116
2020-11-23,4.97237
2020-11-24,3.24585
2020-11-25,3.66022
2020-11-26,3.10773
2020-11-27,3.38397
2020-11-28,1.24309
2020-11-29,2.279
2020-11-30,3.17679
2020-12-01,3.79834
2020-12-02,2.76243
2020-12-03,5.52486
2020-12-04,4.97237
2020-12-05,3.31491
2020-12-06,2.55524
2020-12-07,3.79834
2020-12-08,4.69613
2020-12-09,3.93646
2020-12-10,3.45303
2020-12-11,2.55524
2020-12-12,2.55524
2020-12-13,1.72651
2020-12-14,4.2127
2020-12-15,3.17679
2020-12-16,3.45303
2020-12-17,3.79834
2020-12-18,2.83149
2020-12-19,1.65745
2020-12-20,2.34806
2020-12-21,4.83425
2020-12-22,2.96961
2020-12-23,4.07458
2020-12-24,2.76243
2020-12-25,2.07182
2020-12-26,2.55524
2020-12-27,3.79834
2020-12-28,3.66022
2020-12-29,4.48895
2020-12-30,3.66022
2020-12-31,4.2127
2021-01-01,2.6243
2021-01-02,3.31491
2021-01-03,3.31491
2021-01-04,3.59116
2021-01-05,4.00552
2021-01-06,2.96961
2021-01-07,3.66022
2021-01-08,2.55524
2021-01-09,2.07182
2021-01-10,2.279
2021-01-11,4.41988
2021-01-12,3.31491
2021-01-13,3.66022
2021-01-14,3.03867
2021-01-15,3.10773
2021-01-16,1.58839
2021-01-17,2.48618
2021-01-18,2.90055
2021-01-19,4.41988
2021-01-20,4.55801
2021-01-21,3.03867
2021-01-22,3.93646
2021-01-23,2.14088
2021-01-24,2.00276
2021-01-25,2.96961
2021-01-26,3.03867
2021-01-27,3.79834
2021-01-28,3.10773
2021-01-29,2.34806
2021-01-30,2.76243
2021-01-31,4.35082
2021-02-01,3.38397
2021-02-02,4.76519
2021-02-03,4.2127
2021-02-04,3.59116
2021-02-05,2.96961
2021-02-06,1.86464
2021-02-07,2.6243
2021-02-08,4.14364
2021-02-09,2.69337
2021-02-10,2.96961
2021-02-11,1.72651
2021-02-12,2.279
2021-02-13,2.279
2021-02-14,2.6243
2021-02-15,4.90331
2021-02-16,4.55801
2021-02-17,4.07458
2021-02-18,4.07458
2021-02-19,4.90331
2021-02-20,2.69337
2021-02-21,2.83149
2021-02-22,3.72928
2021-02-23,3.72928
2021-02-24,2.96961
2021-02-25,2.76243
2021-02-26,3.03867
2021-02-27,2.83149
2021-02-28,1.9337
2021-03-01,2.279
2021-03-02,2.90055
2021-03-03,3.45303
2021-03-04,3.17679
2021-03-05,2.34806
2021-03-06,2.83149
2021-03-07,2.83149
2021-03-08,2.6243
2021-03-09,3.10773
2021-03-10,3.59116
2021-03-11,3.66022
2021-03-12,1.72651
2021-03-13,2.55524
2021-03-14,2.34806
2021-03-15,2.90055
2021-03-16,3.17679
2021-03-17,3.93646
2021-03-18,2.90055
2021-03-19,2.96961
2021-03-20,2.69337
2021-03-21,1.9337
2021-03-22,3.72928
2021-03-23,3.38397
2021-03-24,3.45303
2021-03-25,2.90055
2021-03-26,2.55524
2021-03-27,3.10773
2021-03-28,2.41712
2021-03-29,2.55524
2021-03-30,2.20994
2021-03-31,3.93646
2021-04-01,4.07458
2021-04-02,2.96961
2021-04-03,2.69337
2021-04-04,2.20994
2021-04-05,4.69613
2021-04-06,3.52209
2021-04-07,4.48895
2021-04-08,4.28176
2021-04-09,2.96961
2021-04-10,2.76243
2021-04-11,2.76243
2021-04-12,4.07458
2021-04-13,3.52209
2021-04-14,3.8674
2021-04-15,3.10773
2021-04-16,2.00276
2021-04-17,1.72651
2021-04-18,2.41712
2021-04-19,2.96961
2021-04-20,4.35082
2021-04-21,2.6243
2021-04-22,2.83149
2021-04-23,2.34806
2021-04-24,1.79558
2021-04-25,1.24309
2021-04-26,2.279
2021-04-27,2.14088
2021-04-28,2.55524
2021-04-29,2.83149
2021-04-30,1.65745
2021-05-01,1.24309
2021-05-02,1.79558
2021-05-03,2.34806
2021-05-04,2.34806
2021-05-05,2.14088
2021-05-06,2.55524
2021-05-07,3.24585
2021-05-08,2.20994
2021-05-09,2.90055
2021-05-10,2.96961
2021-05-11,3.17679
2021-05-12,2.69337
2021-05-13,2.69337
2021-05-14,2.6243
2021-05-15,2.279
2021-05-16,2.279
2021-05-17,4.00552
2021-05-18,2.83149
2021-05-19,2.279
2021-05-20,3.31491
2021-05-21,3.03867
2021-05-22,2.69337
2021-05-23,2.00276
2021-05-24,3.66022
2021-05-25,4.35082
2021-05-26,4.14364
2021-05-27,3.8674
2021-05-28,3.45303
2021-05-29,2.41712
2021-05-30,2.279
2021-05-31,4.00552
2021-06-01,3.66022
2021-06-02,3.24585
2021-06-03,3.24585
2021-06-04,2.6243
2021-06-05,1.65745
2021-06-06,1.79558
2021-06-07,3.45303
2021-06-08,3.93646
2021-06-09,3.31491
2021-06-10,3.79834
2021-06-11,3.38397
2021-06-12,2.34806
2021-06-13,1.58839
2021-06-14,2.96961
2021-06-15,4.14364
2021-06-16,3.79834
2021-06-17,5.31767
2021-06-18,3.45303
2021-06-19,2.00276
2021-06-20,2.76243
2021-06-21,3.59116
2021-06-22,2.96961
2021-06-23,3.17679
2021-06-24,3.31491
2021-06-25,2.69337
2021-06-26,1.24309
2021-06-27,1.72651
2021-06-28,2.83149
2021-06-29,2.55524
2021-06-30,2.96961
2021-07-01,2.20994
2021-07-02,2.279
2021-07-03,1.72651
2021-07-04,1.10497
2021-07-05,2.14088
2021-07-06,3.17679
2021-07-07,4.35082
2021-07-08,3.79834
2021-07-09,2.69337
2021-07-10,1.65745
2021-07-11,0.62154
2021-07-12,3.38397
2021-07-13,2.76243
2021-07-14,4.14364
2021-07-15,2.20994
2021-07-16,1.9337
2021-07-17,2.00276
2021-07-18,1.31215
2021-07-19,2.48618
2021-07-20,3.38397
2021-07-21,3.8674
2021-07-22,2.76243
2021-07-23,1.45027
2021-07-24,2.41712
2021-07-25,1.45027
2021-07-26,2.69337
2021-07-27,2.90055
2021-07-28,2.76243
2021-07-29,2.55524
2021-07-30,1.86464
2021-07-31,1.51933
2021-08-01,1.03591
2021-08-02,3.03867
2021-08-03,2.14088
2021-08-04,2.96961
2021-08-05,2.90055
2021-08-06,2.00276
2021-08-07,2.07182
2021-08-08,1.51933
2021-08-09,2.83149
2021-08-10,3.03867
2021-08-11,3.66022
2021-08-12,3.24585
2021-08-13,2.76243
2021-08-14,1.45027
2021-08-15,1.38121
2021-08-16,1.9337
2021-08-17,2.96961
2021-08-18,1.58839
2021-08-19,3.31491
2021-08-20,2.76243
2021-08-21,1.9337
2021-08-22,1.58839
2021-08-23,2.96961
2021-08-24,1.51933
2021-08-25,2.41712
2021-08-26,2.76243
2021-08-27,2.07182
2021-08-28,1.65745
2021-08-29,0.96685
2021-08-30,3.17679
2021-08-31,2.55524
2021-09-01,2.6243
2021-09-02,2.41712
2021-09-03,2.41712
2021-09-04,2.07182
2021-09-05,1.45027
2021-09-06,2.55524
2021-09-07,1.9337
2021-09-08,2.6243
2021-09-09,2.14088
2021-09-10,2.96961
2021-09-11,1.58839
2021-09-12,1.03591
2021-09-13,1.79558
2021-09-14,1.79558
2021-09-15,2.07182
2021-09-16,1.45027
2021-09-17,1.45027
2021-09-18,1.51933
2021-09-19,1.24309
2021-09-20,1.72651
2021-09-21,1.58839
2021-09-22,1.9337
2021-09-23,1.86464
2021-09-24,3.52209
2021-09-25,1.72651
2021-09-26,1.31215
2021-09-27,3.38397
2021-09-28,3.17679
2021-09-29,2.20994
2021-09-30,3.72928
2021-10-01,1.72651
2021-10-02,1.86464
2021-10-03,1.72651
2021-10-04,2.55524
2021-10-05,4.07458
2021-10-06,2.279
2021-10-07,2.34806
2021-10-08,2.83149
2021-10-09,1.86464
2021-10-10,2.41712
2021-10-11,3.10773
2021-10-12,3.66022
2021-10-13,2.96961
2021-10-14,2.90055
2021-10-15,3.38397
2021-10-16,2.20994
2021-10-17,1.51933
2021-10-18,2.14088
2021-10-19,3.24585
2021-10-20,3.66022
2021-10-21,2.279
2021-10-22,1.79558
2021-10-23,1.86464
2021-10-24,1.51933
2021-10-25,3.17679
2021-10-26,2.90055
2021-10-27,4.07458
2021-10-28,2.55524
2021-10-29,2.55524
2021-10-30,2.90055
2021-10-31,1.58839
2021-11-01,2.90055
2021-11-02,2.69337
2021-11-03,3.17679
2021-11-04,2.90055
2021-11-05,2.34806
2021-11-06,1.65745
2021-11-07,1.45027
2021-11-08,2.6243
2021-11-09,4.62707
2021-11-10,2.83149
2021-11-11,1.72651
2021-11-12,2.14088
2021-11-13,1.31215
2021-11-14,1.65745
2021-11-15,3.38397
2021-11-16,2.20994
2021-11-17,1.72651
2021-11-18,2.55524
2021-11-19,2.83149
2021-11-20,1.45027
2021-11-21,0.82872
2021-11-22,3.52209
2021-11-23,3.17679
2021-11-24,2.41712
2021-11-25,3.17679
2021-11-26,2.34806
2021-11-27,1.65745
2021-11-28,1.51933
2021-11-29,2.41712
2021-11-30,3.31491
2021-12-01,2.90055
2021-12-02,2.96961
2021-12-03,3.8674
2021-12-04,2.14088
2021-12-05,2.55524
2021-12-06,3.59116
2021-12-07,3.79834
2021-12-08,4.28176
2021-12-09,3.31491
2021-12-10,4.35082
2021-12-11,2.55524
2021-12-12,1.38121
2021-12-13,2.83149
2021-12-14,2.76243
2021-12-15,3.03867
2021-12-16,3.31491
2021-12-17,2.96961
2021-12-18,1.17403
2021-12-19,1.24309
2021-12-20,2.76243
2021-12-21,2.76243
2021-12-22,2.41712
2021-12-23,2.07182
2021-12-24,2.55524
2021-12-25,2.34806
2021-12-26,2.00276
2021-12-27,2.55524
2021-12-28,2.55524
2021-12-29,1.86464
2021-12-30,2.96961
2021-12-31,3.45303
2022-01-01,1.79558
2022-01-02,1.10497
2022-01-03,2.96961
2022-01-04,2.69337
2022-01-05,3.10773
2022-01-06,2.96961
2022-01-07,3.03867
2022-01-08,2.6243
2022-01-09,2.6243
2022-01-10,3.38397
2022-01-11,3.72928
2022-01-12,3.72928
2022-01-13,3.17679
2022-01-14,3.03867
2022-01-15,1.45027
2022-01-16,1.38121
2022-01-17,3.66022
2022-01-18,3.17679
2022-01-19,3.03867
2022-01-20,2.76243
2022-01-21,2.41712
2022-01-22,2.14088
2022-01-23,3.03867
2022-01-24,2.76243
2022-01-25,2.69337
2022-01-26,2.00276
2022-01-27,2.6243
2022-01-28,1.9337
2022-01-29,1.24309
2022-01-30,1.10497
2022-01-31,0.82872
2022-02-01,1.79558
2022-02-02,1.51933
2022-02-03,4.07458
2022-02-04,3.10773
2022-02-05,1.51933
2022-02-06,1.58839
2022-02-07,3.38397
2022-02-08,4.2127
2022-02-09,3.45303
2022-02-10,3.03867
2022-02-11,3.31491
2022-02-12,1.86464
2022-02-13,2.00276
2022-02-14,3.59116
2022-02-15,3.10773
2022-02-16,2.90055
2022-02-17,3.79834
2022-02-18,3.59116
2022-02-19,2.34806
2022-02-20,2.279
2022-02-21,3.10773
2022-02-22,3.79834
2022-02-23,3.66022
2022-02-24,3.10773
2022-02-25,3.93646
2022-02-26,2.14088
2022-02-27,1.86464
2022-02-28,3.24585
2022-03-01,2.76243
2022-03-02,2.90055
2022-03-03,3.79834
2022-03-04,2.48618
2022-03-05,2.55524
2022-03-06,2.69337
2022-03-07,3.79834
2022-03-08,3.03867
2022-03-09,2.20994
2022-03-10,3.72928
2022-03-11,3.59116
2022-03-12,1.9337
2022-03-13,2.20994
2022-03-14,4.28176
2022-03-15,2.76243
2022-03-16,4.2127
2022-03-17,4.48895
2022-03-18,4.28176
2022-03-19,4.55801
2022-03-20,3.8674
2022-03-21,4.97237
2022-03-22,4.41988
2022-03-23,4.97237
2022-03-24,4.28176
2022-03-25,5.52486
2022-03-26,2.69337
2022-03-27,4.69613
2022-03-28,4.48895
2022-03-29,5.04143
2022-03-30,6.00828
2022-03-31,4.76519
2022-04-01,5.31767
2022-04-02,3.38397
2022-04-03,4.28176
2022-04-04,6.00828
2022-04-05,4.41988
2022-04-06,7.25138
2022-04-07,5.87016
2022-04-08,5.4558
2022-04-09,3.93646
2022-04-10,4.2127
2022-04-11,6.62983
2022-04-12,7.25138
2022-04-13,7.59668
2022-04-14,8.49447
2022-04-15,6.07734
2022-04-16,5.73204
2022-04-17,6.1464
2022-04-18,7.80386
2022-04-19,8.28729
2022-04-20,7.87292
2022-04-21,8.14917
2022-04-22,5.87016
2022-04-23,4.76519
2022-04-24,6.07734
2022-04-25,9.6685
2022-04-26,8.49447
2022-04-27,9.6685
2022-04-28,11.2569
2022-04-29,11.46408
2022-04-30,5.4558
2022-05-01,6.62983
2022-05-02,11.32596
2022-05-03,8.9779
2022-05-04,10.22099
2022-05-05,5.87016
2022-05-06,8.90883
2022-05-07,6.56077
2022-05-08,6.28453
2022-05-09,11.87845
2022-05-10,12.56906
2022-05-11,12.15469
2022-05-12,11.18784
2022-05-13,8.9779
2022-05-14,7.45856
2022-05-15,9.94475
2022-05-16,14.91712
2022-05-17,16.98895
2022-05-18,15.19337
2022-05-19,15.19337
2022-05-20,14.91712
2022-05-21,10.29005
2022-05-22,10.84254
2022-05-23,18.71546
2022-05-24,19.47513
2022-05-25,20.09668
2022-05-26,17.88674
2022-05-27,17.26519
2022-05-28,10.56629
2022-05-29,13.39779
2022-05-30,23.27348
2022-05-31,22.79005
2022-06-01,14.91712
2022-06-02,20.2348
2022-06-03,20.37292
2022-06-04,12.77624
2022-06-05,16.29834
2022-06-06,15.67679
2022-06-07,26.03591
2022-06-08,19.82044
2022-06-09,24.44751
2022-06-10,22.44475
2022-06-11,14.91712
2022-06-12,19.26795
2022-06-13,29.55801
2022-06-14,26.72651
2022-06-15,25.20718
2022-06-16,27.96961
2022-06-17,24.65469
2022-06-18,15.88397
2022-06-19,25.06906
2022-06-20,32.45856
2022-06-21,29.48895
2022-06-22,30.17955
2022-06-23,33.08011
2022-06-24,30.87016
2022-06-25,20.85635
2022-06-26,24.86187
2022-06-27,33.08011
2022-06-28,33.56353
2022-06-29,34.25414
2022-06-30,32.45856
2022-07-01,32.59668
2022-07-02,22.03038
2022-07-03,32.25138
2022-07-04,43.02486
2022-07-05,40.81491
2022-07-06,43.09392
2022-07-07,45.58011
2022-07-08,34.25414
2022-07-09,26.9337
2022-07-10,35.49723
2022-07-11,44.8895
2022-07-12,49.1022
2022-07-13,42.81767
2022-07-14,43.50828
2022-07-15,44.47513
2022-07-16,36.67127
2022-07-17,39.08839
2022-07-18,48.82596
2022-07-19,50.89779
2022-07-20,41.85082
2022-07-21,45.44198
2022-07-22,36.67127
2022-07-23,31.00828
2022-07-24,39.50276
2022-07-25,51.45027
2022-07-26,50.96685
2022-07-27,47.51381
2022-07-28,49.93093
2022-07-29,45.09668
2022-07-30,33.56353
2022-07-31,37.63812
2022-08-01,51.86464
2022-08-02,49.30939
2022-08-03,47.23756
2022-08-04,48.48066
2022-08-05,46.54696
2022-08-06,31.21546
2022-08-07,39.50276
2022-08-08,50.96685
2022-08-09,43.99171
2022-08-10,45.37292
2022-08-11,43.78453
2022-08-12,43.37016
2022-08-13,23.61878
2022-08-14,27.90055
2022-08-15,34.11602
2022-08-16,45.16574
2022-08-17,40.05524
2022-08-18,43.85359
2022-08-19,38.95027
2022-08-20,29.48895
2022-08-21,30.66298
2022-08-22,51.03591
2022-08-23,47.37569
2022-08-24,38.53591
2022-08-25,38.95027
2022-08-26,29.35082
2022-08-27,22.85911
2022-08-28,26.24309
2022-08-29,35.35911
2022-08-30,33.56353
2022-08-31,33.49447
2022-09-01,31.00828
2022-09-02,32.52762
2022-09-03,23.61878
2022-09-04,28.03867
2022-09-05,39.15745
2022-09-06,36.32596
2022-09-07,41.02209
2022-09-08,34.59944
2022-09-09,23.96408
2022-09-10,20.37292
2022-09-11,25.55248
2022-09-12,30.59392
2022-09-13,43.43922
2022-09-14,46.61602
2022-09-15,47.79005
2022-09-16,42.9558
2022-09-17,26.24309
2022-09-18,30.87016
2022-09-19,44.33701
2022-09-20,41.98895
2022-09-21,41.64364
2022-09-22,47.79005
2022-09-23,40.60773
2022-09-24,28.38397
2022-09-25,33.90883
2022-09-26,53.8674
2022-09-27,52.6243
2022-09-28,49.37845
2022-09-29,47.03038
2022-09-30,44.54419
2022-10-01,28.45303
2022-10-02,31.49171
2022-10-03,36.11878
2022-10-04,51.86464
2022-10-05,48.13535
2022-10-06,47.72099
2022-10-07,37.98342
2022-10-08,26.86464
2022-10-09,28.31491
2022-10-10,35.77348
2022-10-11,44.61325
2022-10-12,40.1243
2022-10-13,39.08839
2022-10-14,35.56629
2022-10-15,24.93093
2022-10-16,33.56353
2022-10-17,40.81491
2022-10-18,45.30386
2022-10-19,47.79005
2022-10-20,41.16022
2022-10-21,39.08839
2022-10-22,25.13812
2022-10-23,27.76243
2022-10-24,44.8895
2022-10-25,40.46961
2022-10-26,47.51381
2022-10-27,44.26795
2022-10-28,36.04972
2022-10-29,25.13812
2022-10-30,28.8674
2022-10-31,40.1243
2022-11-01,40.88397
2022-11-02,45.64917
2022-11-03,43.78453
2022-11-04,37.08563
2022-11-05,29.48895
2022-11-06,34.3232
2022-11-07,61.18784
2022-11-08,50.96685
2022-11-09,51.58839
2022-11-10,48.89502
2022-11-11,51.31215
2022-11-12,36.2569
2022-11-13,40.26243
2022-11-14,51.45027
2022-11-15,53.31491
2022-11-16,44.95856
2022-11-17,43.57734
2022-11-18,35.08287
2022-11-19,29.48895
2022-11-20,36.11878
2022-11-21,50.82872
2022-11-22,45.85635
2022-11-23,45.58011
2022-11-24,45.51104
2022-11-25,42.9558
2022-11-26,31.56077
2022-11-27,38.74309
2022-11-28,44.33701
2022-11-29,48.13535
2022-11-30,46.54696
2022-12-01,47.92817
2022-12-02,46.20165
2022-12-03,29.76519
2022-12-04,39.50276
2022-12-05,60.77348
2022-12-06,51.58839
2022-12-07,51.58839
2022-12-08,50.27624
2022-12-09,54.41988
2022-12-10,40.19337
2022-12-11,44.40607
2022-12-12,63.39779
2022-12-13,54.07458
2022-12-14,58.9779
2022-12-15,52.55524
2022-12-16,45.58011
2022-12-17,37.08563
2022-12-18,45.02762
2022-12-19,60.84254
2022-12-20,57.11325
2022-12-21,50.06906
2022-12-22,54.90331
2022-12-23,52.279
2022-12-24,39.29558
2022-12-25,43.85359
2022-12-26,66.29834
2022-12-27,58.63259
2022-12-28,59.11602
2022-12-29,52.90055
2022-12-30,48.27348
2022-12-31,33.56353
2023-01-01,41.02209
2023-01-02,58.63259
2023-01-03,61.04972
2023-01-04,55.73204
2023-01-05,51.65745
2023-01-06,44.40607
2023-01-07,39.91712
2023-01-08,44.47513
2023-01-09,66.7127
2023-01-10,59.59944
2023-01-11,55.93922
2023-01-12,54.69613
2023-01-13,50.0
2023-01-14,39.57182
2023-01-15,48.13535
2023-01-16,63.67403
2023-01-17,56.1464
2023-01-18,53.45303
2023-01-19,53.66022
2023-01-20,49.1022
2023-01-21,33.9779
2023-01-22,36.94751
2023-01-23,42.19613
2023-01-24,51.31215
2023-01-25,64.84806
2023-01-26,56.83701
2023-01-27,55.04143
2023-01-28,35.49723
2023-01-29,42.81767
2023-01-30,65.26243
2023-01-31,60.22099
2023-02-01,54.97237
2023-02-02,60.15193
2023-02-03,54.62707
2023-02-04,41.29834
2023-02-05,44.19889
2023-02-06,65.53867
2023-02-07,57.25138
2023-02-08,57.7348
2023-02-09,55.66298
2023-02-10,59.39226
2023-02-11,42.9558
2023-02-12,47.92817
2023-02-13,65.74585
2023-02-14,59.73756
2023-02-15,56.90607
2023-02-16,53.8674
2023-02-17,53.52209
2023-02-18,39.779
2023-02-19,48.7569
2023-02-20,66.91988
2023-02-21,62.98342
2023-02-22,53.72928
2023-02-23,54.28176
2023-02-24,49.65469
2023-02-25,38.32872
2023-02-26,44.12983
2023-02-27,61.04972
2023-02-28,55.04143
2023-03-01,46.61602
2023-03-02,53.8674
2023-03-03,50.82872
2023-03-04,39.84806
2023-03-05,45.64917
2023-03-06,57.80386
2023-03-07,56.97513
2023-03-08,54.69613
2023-03-09,52.20994
2023-03-10,46.27071
2023-03-11,31.42265
2023-03-12,40.67679
2023-03-13,62.56906
2023-03-14,56.90607
2023-03-15,55.24861
2023-03-16,54.14364
2023-03-17,52.07182
2023-03-18,35.22099
2023-03-19,41.02209
2023-03-20,58.42541
2023-03-21,52.90055
2023-03-22,51.51933
2023-03-23,56.90607
2023-03-24,48.20441
2023-03-25,34.80662
2023-03-26,42.88674
2023-03-27,58.01104
2023-03-28,52.00276
2023-03-29,47.72099
2023-03-30,46.61602
2023-03-31,45.16574
2023-04-01,33.28729
2023-04-02,39.57182
2023-04-03,57.66574
2023-04-04,53.93646
2023-04-05,59.04696
2023-04-06,56.42265
2023-04-07,52.34806
2023-04-08,37.15469
2023-04-09,46.54696
2023-04-10,64.29558
2023-04-11,62.29281
2023-04-12,56.83701
2023-04-13,57.7348
2023-04-14,51.03591
2023-04-15,41.43646
2023-04-16,45.37292
2023-04-17,65.26243
2023-04-18,60.08287
2023-04-19,67.19613
2023-04-20,58.35635
2023-04-21,56.28453
2023-04-22,42.54143
2023-04-23,53.24585
2023-04-24,63.12154
2023-04-25,64.29558
2023-04-26,61.94751
2023-04-27,65.1243
2023-04-28,53.59116
2023-04-29,38.74309
2023-04-30,38.46685
2023-05-01,52.55524
2023-05-02,64.08839
2023-05-03,62.91436
2023-05-04,61.67127
2023-05-05,50.06906
2023-05-06,44.68232
2023-05-07,48.13535
2023-05-08,63.60497
2023-05-09,61.87845
2023-05-10,61.53314
2023-05-11,52.96961
2023-05-12,50.3453
2023-05-13,39.779
2023-05-14,46.61602
2023-05-15,66.64364
2023-05-16,69.12983
2023-05-17,67.61049
2023-05-18,62.70718
2023-05-19,55.87016
2023-05-20,43.23204
2023-05-21,54.41988
2023-05-22,75.0
2023-05-23,71.61602
2023-05-24,68.99171
2023-05-25,65.81491
2023-05-26,62.36187
2023-05-27,44.06077
2023-05-28,48.68784
2023-05-29,59.46132
2023-05-30,79.00552
