date,자산운용
2020-10-27,30.8
2020-10-28,22.2
2020-10-29,20.0
2020-10-30,22.8
2020-10-31,10.6
2020-11-01,10.4
2020-11-02,22.6
2020-11-03,21.8
2020-11-04,25.0
2020-11-05,20.0
2020-11-06,19.8
2020-11-07,10.19999
2020-11-08,7.6
2020-11-09,22.2
2020-11-10,23.4
2020-11-11,21.6
2020-11-12,22.2
2020-11-13,18.6
2020-11-14,9.8
2020-11-15,13.4
2020-11-16,22.0
2020-11-17,26.0
2020-11-18,32.4
2020-11-19,25.4
2020-11-20,19.6
2020-11-21,12.4
2020-11-22,14.6
2020-11-23,26.0
2020-11-24,26.0
2020-11-25,23.2
2020-11-26,23.2
2020-11-27,21.0
2020-11-28,13.2
2020-11-29,11.8
2020-11-30,23.6
2020-12-01,28.0
2020-12-02,26.8
2020-12-03,25.2
2020-12-04,27.0
2020-12-05,12.8
2020-12-06,15.2
2020-12-07,29.4
2020-12-08,28.39999
2020-12-09,27.6
2020-12-10,24.4
2020-12-11,22.2
2020-12-12,14.6
2020-12-13,10.8
2020-12-14,27.2
2020-12-15,25.4
2020-12-16,17.6
2020-12-17,25.0
2020-12-18,19.6
2020-12-19,7.6
2020-12-20,8.59999
2020-12-21,21.8
2020-12-22,21.0
2020-12-23,18.6
2020-12-24,14.8
2020-12-25,9.8
2020-12-26,8.4
2020-12-27,13.4
2020-12-28,23.8
2020-12-29,25.2
2020-12-30,21.6
2020-12-31,16.2
2021-01-01,10.0
2021-01-02,14.0
2021-01-03,14.19999
2021-01-04,34.59999
2021-01-05,25.4
2021-01-06,27.0
2021-01-07,22.8
2021-01-08,28.59999
2021-01-09,12.8
2021-01-10,15.4
2021-01-11,29.8
2021-01-12,24.2
2021-01-13,26.0
2021-01-14,29.4
2021-01-15,24.2
2021-01-16,12.0
2021-01-17,14.6
2021-01-18,27.2
2021-01-19,23.0
2021-01-20,25.4
2021-01-21,23.0
2021-01-22,25.6
2021-01-23,14.8
2021-01-24,13.8
2021-01-25,26.2
2021-01-26,26.8
2021-01-27,26.2
2021-01-28,22.8
2021-01-29,21.0
2021-01-30,9.2
2021-01-31,11.4
2021-02-01,24.2
2021-02-02,24.2
2021-02-03,22.4
2021-02-04,23.4
2021-02-05,21.4
2021-02-06,13.4
2021-02-07,10.4
2021-02-08,25.6
2021-02-09,25.2
2021-02-10,18.0
2021-02-11,10.0
2021-02-12,8.8
2021-02-13,12.2
2021-02-14,12.2
2021-02-15,27.6
2021-02-16,28.59999
2021-02-17,27.2
2021-02-18,25.0
2021-02-19,23.0
2021-02-20,14.8
2021-02-21,11.0
2021-02-22,22.4
2021-02-23,21.8
2021-02-24,19.2
2021-02-25,21.0
2021-02-26,15.4
2021-02-27,11.4
2021-02-28,6.0
2021-03-01,12.4
2021-03-02,18.0
2021-03-03,24.2
2021-03-04,18.8
2021-03-05,18.2
2021-03-06,8.2
2021-03-07,13.2
2021-03-08,22.0
2021-03-09,19.4
2021-03-10,23.4
2021-03-11,18.8
2021-03-12,20.8
2021-03-13,8.2
2021-03-14,10.6
2021-03-15,23.4
2021-03-16,20.39999
2021-03-17,25.8
2021-03-18,20.2
2021-03-19,19.6
2021-03-20,11.4
2021-03-21,14.6
2021-03-22,28.59999
2021-03-23,21.0
2021-03-24,29.6
2021-03-25,22.4
2021-03-26,17.6
2021-03-27,8.59999
2021-03-28,9.4
2021-03-29,25.2
2021-03-30,25.2
2021-03-31,19.2
2021-04-01,20.39999
2021-04-02,19.6
2021-04-03,8.2
2021-04-04,10.4
2021-04-05,25.0
2021-04-06,23.0
2021-04-07,18.6
2021-04-08,22.4
2021-04-09,17.0
2021-04-10,9.0
2021-04-11,7.4
2021-04-12,23.0
2021-04-13,21.6
2021-04-14,25.4
2021-04-15,23.2
2021-04-16,19.8
2021-04-17,5.8
2021-04-18,9.4
2021-04-19,27.4
2021-04-20,23.0
2021-04-21,22.2
2021-04-22,21.2
2021-04-23,19.8
2021-04-24,6.4
2021-04-25,9.8
2021-04-26,19.2
2021-04-27,21.2
2021-04-28,19.6
2021-04-29,20.6
2021-04-30,19.4
2021-05-01,10.0
2021-05-02,10.8
2021-05-03,20.6
2021-05-04,21.2
2021-05-05,9.8
2021-05-06,19.8
2021-05-07,21.6
2021-05-08,9.0
2021-05-09,9.0
2021-05-10,22.2
2021-05-11,21.8
2021-05-12,24.2
2021-05-13,18.8
2021-05-14,19.2
2021-05-15,10.6
2021-05-16,8.8
2021-05-17,22.8
2021-05-18,19.4
2021-05-19,8.59999
2021-05-20,24.6
2021-05-21,19.4
2021-05-22,7.4
2021-05-23,7.8
2021-05-24,26.6
2021-05-25,28.19999
2021-05-26,21.8
2021-05-27,26.4
2021-05-28,26.4
2021-05-29,10.19999
2021-05-30,9.6
2021-05-31,24.0
2021-06-01,22.8
2021-06-02,24.8
2021-06-03,27.8
2021-06-04,23.2
2021-06-05,10.8
2021-06-06,11.0
2021-06-07,25.6
2021-06-08,25.0
2021-06-09,27.2
2021-06-10,25.4
2021-06-11,19.0
2021-06-12,7.4
2021-06-13,10.6
2021-06-14,26.2
2021-06-15,22.2
2021-06-16,26.0
2021-06-17,16.0
2021-06-18,21.6
2021-06-19,10.0
2021-06-20,6.6
2021-06-21,23.2
2021-06-22,25.6
2021-06-23,21.4
2021-06-24,22.0
2021-06-25,20.8
2021-06-26,12.4
2021-06-27,9.8
2021-06-28,28.39999
2021-06-29,24.6
2021-06-30,24.2
2021-07-01,24.6
2021-07-02,20.39999
2021-07-03,7.2
2021-07-04,9.2
2021-07-05,23.2
2021-07-06,23.4
2021-07-07,23.2
2021-07-08,20.2
2021-07-09,16.4
2021-07-10,8.2
2021-07-11,9.4
2021-07-12,24.6
2021-07-13,22.6
2021-07-14,20.8
2021-07-15,22.0
2021-07-16,21.0
2021-07-17,7.2
2021-07-18,7.6
2021-07-19,23.2
2021-07-20,22.8
2021-07-21,22.6
2021-07-22,23.0
2021-07-23,19.8
2021-07-24,11.2
2021-07-25,8.2
2021-07-26,21.4
2021-07-27,24.2
2021-07-28,21.2
2021-07-29,24.8
2021-07-30,15.6
2021-07-31,8.0
2021-08-01,11.2
2021-08-02,20.6
2021-08-03,21.8
2021-08-04,23.0
2021-08-05,22.6
2021-08-06,21.2
2021-08-07,8.59999
2021-08-08,8.0
2021-08-09,22.6
2021-08-10,20.0
2021-08-11,21.6
2021-08-12,22.4
2021-08-13,23.6
2021-08-14,5.8
2021-08-15,9.4
2021-08-16,5.2
2021-08-17,23.0
2021-08-18,21.8
2021-08-19,20.0
2021-08-20,19.8
2021-08-21,8.2
2021-08-22,8.8
2021-08-23,20.8
2021-08-24,24.2
2021-08-25,23.4
2021-08-26,16.4
2021-08-27,19.0
2021-08-28,7.8
2021-08-29,7.0
2021-08-30,20.39999
2021-08-31,25.8
2021-09-01,22.6
2021-09-02,24.4
2021-09-03,21.2
2021-09-04,7.4
2021-09-05,9.2
2021-09-06,20.8
2021-09-07,22.0
2021-09-08,23.0
2021-09-09,24.8
2021-09-10,17.0
2021-09-11,8.8
2021-09-12,13.2
2021-09-13,22.4
2021-09-14,20.6
2021-09-15,20.39999
2021-09-16,23.2
2021-09-17,19.0
2021-09-18,8.59999
2021-09-19,6.0
2021-09-20,5.8
2021-09-21,7.4
2021-09-22,10.19999
2021-09-23,29.0
2021-09-24,21.6
2021-09-25,5.6
2021-09-26,10.19999
2021-09-27,21.8
2021-09-28,22.0
2021-09-29,20.2
2021-09-30,25.4
2021-10-01,16.8
2021-10-02,7.6
2021-10-03,10.0
2021-10-04,8.0
2021-10-05,20.8
2021-10-06,20.2
2021-10-07,21.8
2021-10-08,17.6
2021-10-09,6.0
2021-10-10,35.6
2021-10-11,81.0
2021-10-12,47.8
2021-10-13,28.0
2021-10-14,25.2
2021-10-15,28.0
2021-10-16,17.8
2021-10-17,20.2
2021-10-18,24.8
2021-10-19,27.0
2021-10-20,21.4
2021-10-21,18.6
2021-10-22,23.4
2021-10-23,8.2
2021-10-24,10.6
2021-10-25,25.6
2021-10-26,24.2
2021-10-27,23.4
2021-10-28,22.6
2021-10-29,18.6
2021-10-30,7.4
2021-10-31,10.19999
2021-11-01,20.39999
2021-11-02,25.2
2021-11-03,23.2
2021-11-04,29.0
2021-11-05,21.6
2021-11-06,9.8
2021-11-07,10.0
2021-11-08,25.0
2021-11-09,24.8
2021-11-10,19.0
2021-11-11,19.2
2021-11-12,17.0
2021-11-13,8.2
2021-11-14,8.4
2021-11-15,23.0
2021-11-16,22.2
2021-11-17,24.6
2021-11-18,20.39999
2021-11-19,20.39999
2021-11-20,9.4
2021-11-21,9.4
2021-11-22,19.4
2021-11-23,21.8
2021-11-24,21.0
2021-11-25,20.6
2021-11-26,15.2
2021-11-27,8.8
2021-11-28,5.6
2021-11-29,19.0
2021-11-30,17.19999
2021-12-01,19.8
2021-12-02,20.6
2021-12-03,17.8
2021-12-04,7.4
2021-12-05,9.4
2021-12-06,19.4
2021-12-07,21.6
2021-12-08,18.4
2021-12-09,21.8
2021-12-10,21.4
2021-12-11,9.2
2021-12-12,10.8
2021-12-13,26.2
2021-12-14,21.4
2021-12-15,21.0
2021-12-16,16.6
2021-12-17,21.4
2021-12-18,5.8
2021-12-19,10.4
2021-12-20,19.8
2021-12-21,23.8
2021-12-22,23.0
2021-12-23,22.8
2021-12-24,22.0
2021-12-25,7.0
2021-12-26,7.4
2021-12-27,18.6
2021-12-28,21.8
2021-12-29,23.8
2021-12-30,19.0
2021-12-31,19.4
2022-01-01,5.8
2022-01-02,8.59999
2022-01-03,22.0
2022-01-04,22.6
2022-01-05,23.6
2022-01-06,22.2
2022-01-07,19.6
2022-01-08,8.59999
2022-01-09,14.8
2022-01-10,27.8
2022-01-11,21.6
2022-01-12,21.0
2022-01-13,19.6
2022-01-14,18.2
2022-01-15,7.0
2022-01-16,9.2
2022-01-17,24.6
2022-01-18,22.4
2022-01-19,20.0
2022-01-20,18.8
2022-01-21,17.39999
2022-01-22,8.2
2022-01-23,10.8
2022-01-24,23.0
2022-01-25,19.4
2022-01-26,19.6
2022-01-27,19.0
2022-01-28,18.2
2022-01-29,10.19999
2022-01-30,7.0
2022-01-31,5.4
2022-02-01,6.6
2022-02-02,9.6
2022-02-03,22.4
2022-02-04,19.2
2022-02-05,9.2
2022-02-06,9.4
2022-02-07,20.6
2022-02-08,25.8
2022-02-09,25.8
2022-02-10,24.2
2022-02-11,20.0
2022-02-12,9.2
2022-02-13,8.0
2022-02-14,22.6
2022-02-15,21.0
2022-02-16,24.4
2022-02-17,24.0
2022-02-18,20.6
2022-02-19,8.4
2022-02-20,10.4
2022-02-21,25.0
2022-02-22,23.6
2022-02-23,27.4
2022-02-24,20.2
2022-02-25,23.6
2022-02-26,5.8
2022-02-27,9.2
2022-02-28,21.0
2022-03-01,9.6
2022-03-02,21.2
2022-03-03,21.8
2022-03-04,20.8
2022-03-05,7.4
2022-03-06,8.4
2022-03-07,19.8
2022-03-08,20.8
2022-03-09,10.19999
2022-03-10,18.6
2022-03-11,25.4
2022-03-12,8.0
2022-03-13,10.6
2022-03-14,27.6
2022-03-15,20.8
2022-03-16,19.6
2022-03-17,25.0
2022-03-18,15.4
2022-03-19,8.8
2022-03-20,10.4
2022-03-21,19.4
2022-03-22,26.0
2022-03-23,22.4
2022-03-24,19.8
2022-03-25,18.0
2022-03-26,7.0
2022-03-27,9.6
2022-03-28,25.6
2022-03-29,17.0
2022-03-30,22.2
2022-03-31,19.2
2022-04-01,19.6
2022-04-02,8.8
2022-04-03,9.4
2022-04-04,23.2
2022-04-05,24.2
2022-04-06,20.6
2022-04-07,19.6
2022-04-08,16.2
2022-04-09,9.8
2022-04-10,7.6
2022-04-11,22.6
2022-04-12,22.4
2022-04-13,22.0
2022-04-14,22.4
2022-04-15,19.4
2022-04-16,8.4
2022-04-17,8.4
2022-04-18,22.6
2022-04-19,22.0
2022-04-20,27.2
2022-04-21,25.8
2022-04-22,18.2
2022-04-23,7.0
2022-04-24,6.8
2022-04-25,21.4
2022-04-26,21.6
2022-04-27,21.8
2022-04-28,18.4
2022-04-29,21.6
2022-04-30,7.8
2022-05-01,7.4
2022-05-02,21.8
2022-05-03,19.0
2022-05-04,20.0
2022-05-05,10.19999
2022-05-06,14.6
2022-05-07,8.4
2022-05-08,10.4
2022-05-09,22.8
2022-05-10,22.2
2022-05-11,26.4
2022-05-12,19.6
2022-05-13,21.4
2022-05-14,10.0
2022-05-15,6.4
2022-05-16,21.6
2022-05-17,22.6
2022-05-18,23.8
2022-05-19,24.4
2022-05-20,20.39999
2022-05-21,6.2
2022-05-22,8.59999
2022-05-23,23.4
2022-05-24,21.6
2022-05-25,20.0
2022-05-26,22.2
2022-05-27,17.8
2022-05-28,10.0
2022-05-29,10.19999
2022-05-30,25.0
2022-05-31,22.4
2022-06-01,9.6
2022-06-02,20.2
2022-06-03,18.6
2022-06-04,7.6
2022-06-05,6.8
2022-06-06,9.2
2022-06-07,19.8
2022-06-08,25.4
2022-06-09,23.0
2022-06-10,18.4
2022-06-11,7.6
2022-06-12,7.2
2022-06-13,24.6
2022-06-14,26.8
2022-06-15,26.0
2022-06-16,25.2
2022-06-17,18.6
2022-06-18,7.6
2022-06-19,8.0
2022-06-20,22.8
2022-06-21,20.8
2022-06-22,23.0
2022-06-23,19.4
2022-06-24,20.8
2022-06-25,4.6
2022-06-26,8.2
2022-06-27,19.8
2022-06-28,17.6
2022-06-29,18.4
2022-06-30,23.2
2022-07-01,18.6
2022-07-02,6.4
2022-07-03,4.6
2022-07-04,21.6
2022-07-05,21.0
2022-07-06,19.2
2022-07-07,20.0
2022-07-08,21.2
2022-07-09,5.0
2022-07-10,8.0
2022-07-11,21.8
2022-07-12,21.8
2022-07-13,23.8
2022-07-14,20.2
2022-07-15,15.2
2022-07-16,5.6
2022-07-17,5.0
2022-07-18,25.0
2022-07-19,22.4
2022-07-20,20.2
2022-07-21,18.0
2022-07-22,19.0
2022-07-23,7.2
2022-07-24,8.2
2022-07-25,25.6
2022-07-26,22.0
2022-07-27,21.6
2022-07-28,18.8
2022-07-29,20.39999
2022-07-30,6.6
2022-07-31,8.0
2022-08-01,23.0
2022-08-02,23.6
2022-08-03,19.0
2022-08-04,17.19999
2022-08-05,19.2
2022-08-06,7.2
2022-08-07,6.4
2022-08-08,20.0
2022-08-09,22.0
2022-08-10,20.2
2022-08-11,14.19999
2022-08-12,19.0
2022-08-13,4.8
2022-08-14,8.0
2022-08-15,8.0
2022-08-16,18.8
2022-08-17,26.2
2022-08-18,25.0
2022-08-19,20.39999
2022-08-20,5.8
2022-08-21,6.8
2022-08-22,23.2
2022-08-23,23.8
2022-08-24,25.2
2022-08-25,17.8
2022-08-26,19.8
2022-08-27,5.0
2022-08-28,7.0
2022-08-29,19.4
2022-08-30,23.4
2022-08-31,24.4
2022-09-01,22.2
2022-09-02,18.4
2022-09-03,8.59999
2022-09-04,8.4
2022-09-05,22.6
2022-09-06,21.8
2022-09-07,20.39999
2022-09-08,17.6
2022-09-09,6.4
2022-09-10,4.0
2022-09-11,5.2
2022-09-12,10.0
2022-09-13,25.6
2022-09-14,20.39999
2022-09-15,22.8
2022-09-16,25.0
2022-09-17,5.2
2022-09-18,8.8
2022-09-19,24.2
2022-09-20,21.2
2022-09-21,18.4
2022-09-22,16.4
2022-09-23,16.8
2022-09-24,5.4
2022-09-25,7.0
2022-09-26,21.4
2022-09-27,20.2
2022-09-28,24.0
2022-09-29,19.4
2022-09-30,17.0
2022-10-01,4.6
2022-10-02,6.8
2022-10-03,11.2
2022-10-04,26.0
2022-10-05,20.0
2022-10-06,23.6
2022-10-07,18.4
2022-10-08,6.4
2022-10-09,9.0
2022-10-10,8.59999
2022-10-11,21.6
2022-10-12,20.6
2022-10-13,23.0
2022-10-14,18.8
2022-10-15,5.6
2022-10-16,7.4
2022-10-17,24.8
2022-10-18,21.6
2022-10-19,23.4
2022-10-20,23.8
2022-10-21,17.39999
2022-10-22,8.0
2022-10-23,6.2
2022-10-24,18.4
2022-10-25,23.0
2022-10-26,23.8
2022-10-27,22.6
2022-10-28,21.0
2022-10-29,5.8
2022-10-30,6.6
2022-10-31,22.4
2022-11-01,19.4
2022-11-02,21.0
2022-11-03,24.6
2022-11-04,19.8
2022-11-05,9.4
2022-11-06,6.8
2022-11-07,19.2
2022-11-08,18.6
2022-11-09,20.2
2022-11-10,27.4
2022-11-11,23.6
2022-11-12,8.2
2022-11-13,8.2
2022-11-14,20.6
2022-11-15,19.0
2022-11-16,19.0
2022-11-17,20.6
2022-11-18,21.8
2022-11-19,8.59999
2022-11-20,9.0
2022-11-21,24.2
2022-11-22,24.8
2022-11-23,22.2
2022-11-24,20.6
2022-11-25,19.2
2022-11-26,9.8
2022-11-27,8.0
2022-11-28,21.2
2022-11-29,21.8
2022-11-30,20.39999
2022-12-01,22.4
2022-12-02,22.4
2022-12-03,6.0
2022-12-04,7.6
2022-12-05,24.4
2022-12-06,21.0
2022-12-07,23.4
2022-12-08,23.4
2022-12-09,26.2
2022-12-10,9.0
2022-12-11,9.6
2022-12-12,23.0
2022-12-13,23.8
2022-12-14,23.6
2022-12-15,25.4
2022-12-16,19.6
2022-12-17,8.2
2022-12-18,8.8
2022-12-19,23.2
2022-12-20,22.6
2022-12-21,24.6
2022-12-22,20.6
2022-12-23,17.19999
2022-12-24,7.8
2022-12-25,4.8
2022-12-26,21.4
2022-12-27,22.2
2022-12-28,21.8
2022-12-29,20.6
2022-12-30,17.39999
2022-12-31,9.6
2023-01-01,7.2
2023-01-02,25.0
2023-01-03,26.6
2023-01-04,23.6
2023-01-05,25.6
2023-01-06,24.0
2023-01-07,8.4
2023-01-08,8.8
2023-01-09,25.2
2023-01-10,23.2
2023-01-11,21.6
2023-01-12,30.6
2023-01-13,25.6
2023-01-14,8.59999
2023-01-15,8.8
2023-01-16,25.6
2023-01-17,21.4
2023-01-18,18.0
2023-01-19,24.8
2023-01-20,22.0
2023-01-21,7.2
2023-01-22,9.0
2023-01-23,7.2
2023-01-24,9.8
2023-01-25,20.0
2023-01-26,22.6
2023-01-27,21.0
2023-01-28,11.4
2023-01-29,11.2
2023-01-30,26.0
2023-01-31,32.8
2023-02-01,22.6
2023-02-02,20.2
2023-02-03,25.0
2023-02-04,7.4
2023-02-05,6.8
2023-02-06,21.4
2023-02-07,24.6
2023-02-08,24.8
2023-02-09,23.6
2023-02-10,21.4
2023-02-11,5.4
2023-02-12,8.0
2023-02-13,23.4
2023-02-14,25.6
2023-02-15,22.8
2023-02-16,24.2
2023-02-17,20.6
2023-02-18,7.2
2023-02-19,8.4
2023-02-20,21.0
2023-02-21,23.2
2023-02-22,21.6
2023-02-23,26.2
2023-02-24,19.4
2023-02-25,5.4
2023-02-26,7.2
2023-02-27,23.6
2023-02-28,24.0
2023-03-01,8.59999
2023-03-02,24.4
2023-03-03,22.0
2023-03-04,6.6
2023-03-05,11.8
2023-03-06,20.8
2023-03-07,22.4
2023-03-08,23.4
2023-03-09,21.4
2023-03-10,18.4
2023-03-11,7.6
2023-03-12,10.8
2023-03-13,24.4
2023-03-14,29.0
2023-03-15,22.0
2023-03-16,19.4
2023-03-17,22.6
2023-03-18,6.0
2023-03-19,9.0
2023-03-20,25.0
2023-03-21,29.2
2023-03-22,23.6
2023-03-23,21.2
2023-03-24,23.6
2023-03-25,8.2
2023-03-26,8.0
2023-03-27,23.2
2023-03-28,21.4
2023-03-29,19.6
2023-03-30,23.2
2023-03-31,21.4
2023-04-01,5.4
2023-04-02,6.4
2023-04-03,23.4
2023-04-04,21.4
2023-04-05,23.0
2023-04-06,23.4
2023-04-07,21.0
2023-04-08,8.0
2023-04-09,7.4
2023-04-10,22.4
2023-04-11,26.0
2023-04-12,25.4
2023-04-13,21.6
2023-04-14,20.0
2023-04-15,9.6
2023-04-16,8.8
2023-04-17,22.0
2023-04-18,22.6
2023-04-19,18.8
2023-04-20,23.0
2023-04-21,16.8
2023-04-22,7.2
2023-04-23,8.0
2023-04-24,24.2
2023-04-25,22.4
2023-04-26,21.4
2023-04-27,17.0
2023-04-28,17.39999
2023-04-29,7.4
2023-04-30,5.4
2023-05-01,7.6
2023-05-02,23.2
2023-05-03,22.2
2023-05-04,23.0
2023-05-05,6.4
2023-05-06,7.6
2023-05-07,8.2
2023-05-08,22.6
2023-05-09,24.6
2023-05-10,21.6
2023-05-11,20.0
2023-05-12,19.2
2023-05-13,6.4
2023-05-14,7.6
2023-05-15,26.0
2023-05-16,25.6
2023-05-17,20.39999
2023-05-18,19.4
2023-05-19,18.0
2023-05-20,7.6
2023-05-21,8.8
2023-05-22,24.4
2023-05-23,27.0
2023-05-24,22.4
2023-05-25,21.6
2023-05-26,23.6
2023-05-27,7.4
2023-05-28,9.4
2023-05-29,9.0
2023-05-30,29.0
2023-05-31,28.59999
2023-06-01,21.8
2023-06-02,20.2
2023-06-03,6.4
2023-06-04,6.6
2023-06-05,17.39999
2023-06-06,8.0
2023-06-07,20.8
2023-06-08,20.6
2023-06-09,24.2
2023-06-10,5.0
2023-06-11,6.8
2023-06-12,24.8
2023-06-13,22.8
2023-06-14,27.0
2023-06-15,22.6
2023-06-16,21.8
2023-06-17,5.2
2023-06-18,7.8
2023-06-19,28.59999
2023-06-20,25.2
2023-06-21,23.0
2023-06-22,20.39999
2023-06-23,25.4
2023-06-24,8.0
2023-06-25,5.0
2023-06-26,30.2
2023-06-27,21.2
2023-06-28,26.4
2023-06-29,25.4
2023-06-30,19.4
2023-07-01,5.0
2023-07-02,5.8
2023-07-03,19.2
2023-07-04,21.6
2023-07-05,21.4
2023-07-06,27.8
2023-07-07,21.8
2023-07-08,6.4
2023-07-09,5.6
2023-07-10,22.6
2023-07-11,23.2
2023-07-12,18.2
2023-07-13,25.6
2023-07-14,21.0
2023-07-15,6.0
2023-07-16,7.8
2023-07-17,22.6
2023-07-18,25.6
2023-07-19,21.8
2023-07-20,22.4
2023-07-21,22.8
2023-07-22,4.6
2023-07-23,5.4
2023-07-24,27.4
2023-07-25,21.2
2023-07-26,22.6
2023-07-27,20.2
2023-07-28,24.0
2023-07-29,6.0
2023-07-30,6.6
2023-07-31,17.8
2023-08-01,22.8
2023-08-02,17.0
2023-08-03,19.6
2023-08-04,19.4
2023-08-05,5.8
2023-08-06,6.8
2023-08-07,21.4
2023-08-08,19.2
2023-08-09,24.4
2023-08-10,18.4
2023-08-11,17.39999
2023-08-12,6.8
2023-08-13,9.0
2023-08-14,15.0
2023-08-15,6.2
2023-08-16,25.4
2023-08-17,20.39999
2023-08-18,25.4
2023-08-19,4.8
2023-08-20,6.6
2023-08-21,20.39999
2023-08-22,26.0
2023-08-23,26.2
2023-08-24,21.4
2023-08-25,24.6
2023-08-26,6.6
2023-08-27,4.8
2023-08-28,25.4
2023-08-29,24.6
2023-08-30,26.8
2023-08-31,23.0
2023-09-01,20.6
2023-09-02,3.8
2023-09-03,5.2
2023-09-04,26.4
2023-09-05,22.2
