date,삼성전기주가
2020-03-20,56.73407
2020-03-21,6.78909
2020-03-22,6.17803
2020-03-23,57.45519
2020-03-24,56.99196
2020-03-25,54.46391
2020-03-26,54.03354
2020-03-27,48.44029
2020-03-28,5.76243
2020-03-29,4.19041
2020-03-30,44.68189
2020-03-31,39.20035
2020-04-01,41.72676
2020-04-02,38.82418
2020-04-03,33.88964
2020-04-04,3.78468
2020-04-05,3.02413
2020-04-06,41.40644
2020-04-07,44.6589
2020-04-08,40.23851
2020-04-09,37.20781
2020-04-10,36.32242
2020-04-11,3.88488
2020-04-12,3.16047
2020-04-13,33.83051
2020-04-14,32.04165
2020-04-15,4.55344
2020-04-16,33.18987
2020-04-17,50.59874
2020-04-18,5.62609
2020-04-19,4.36289
2020-04-20,42.49552
2020-04-21,39.3679
2020-04-22,37.91579
2020-04-23,37.10761
2020-04-24,30.40228
2020-04-25,3.14568
2020-04-26,2.44263
2020-04-27,32.92869
2020-04-28,33.12745
2020-04-29,34.29209
2020-04-30,4.14442
2020-05-01,4.86554
2020-05-02,2.20937
2020-05-03,2.00404
2020-05-04,27.77075
2020-05-05,3.49393
2020-05-06,33.11431
2020-05-07,31.539
2020-05-08,33.81572
2020-05-09,3.3198
2020-05-10,2.33421
2020-05-11,29.77314
2020-05-12,29.9177
2020-05-13,33.9997
2020-05-14,30.80802
2020-05-15,28.78098
2020-05-16,2.6841
2020-05-17,1.98925
2020-05-18,32.48024
2020-05-19,33.72209
2020-05-20,29.16043
2020-05-21,29.25078
2020-05-22,26.6176
2020-05-23,2.69067
2020-05-24,2.26029
2020-05-25,27.82495
2020-05-26,30.63554
2020-05-27,28.50994
2020-05-28,31.71641
2020-05-29,26.30714
2020-05-30,2.71366
2020-05-31,2.13216
2020-06-01,29.13251
2020-06-02,29.01752
2020-06-03,34.78489
2020-06-04,35.55694
2020-06-05,32.91555
2020-06-06,3.30831
2020-06-07,2.61182
2020-06-08,31.09877
2020-06-09,30.22652
2020-06-10,34.80296
2020-06-11,33.44612
2020-06-12,32.56237
2020-06-13,2.58554
2020-06-14,1.83977
2020-06-15,29.71729
2020-06-16,33.51347
2020-06-17,33.30978
2020-06-18,26.1363
2020-06-19,25.09814
2020-06-20,2.22744
2020-06-21,1.51781
2020-06-22,24.69569
2020-06-23,26.01639
2020-06-24,33.16523
2020-06-25,26.62253
2020-06-26,25.87841
2020-06-27,2.11738
2020-06-28,1.45046
2020-06-29,22.80171
2020-06-30,25.08993
2020-07-01,23.06618
2020-07-02,22.47646
2020-07-03,21.74384
2020-07-04,1.80527
2020-07-05,1.43896
2020-07-06,25.80284
2020-07-07,23.83001
2020-07-08,22.13479
2020-07-09,22.75243
2020-07-10,19.51475
2020-07-11,1.80527
2020-07-12,1.58187
2020-07-13,21.75698
2020-07-14,19.4704
2020-07-15,23.61647
2020-07-16,22.14465
2020-07-17,26.61103
2020-07-18,2.64796
2020-07-19,2.02211
2020-07-20,24.85503
2020-07-21,31.66548
2020-07-22,34.26581
2020-07-23,35.25962
2020-07-24,27.76418
2020-07-25,2.43113
2020-07-26,2.05496
2020-07-27,28.6315
2020-07-28,42.46595
2020-07-29,38.04556
2020-07-30,33.4182
2020-07-31,28.17812
2020-08-01,2.7958
2020-08-02,2.23072
2020-08-03,28.42617
2020-08-04,29.33784
2020-08-05,32.5903
2020-08-06,32.3439
2020-08-07,65.13954
2020-08-08,8.67322
2020-08-09,5.64088
2020-08-10,27.07919
2020-08-11,24.37373
2020-08-12,24.10762
2020-08-13,24.42794
2020-08-14,21.71263
2020-08-15,2.13381
2020-08-16,1.55888
2020-08-17,3.8471
2020-08-18,22.84935
2020-08-19,21.75862
2020-08-20,25.09814
2020-08-21,25.66157
2020-08-22,2.36871
2020-08-23,1.62458
2020-08-24,24.12405
2020-08-25,24.89117
2020-08-26,22.89863
2020-08-27,22.62595
2020-08-28,22.07566
2020-08-29,2.01718
2020-08-30,1.89562
2020-08-31,23.55733
2020-09-01,23.29615
2020-09-02,24.30474
2020-09-03,28.59043
2020-09-04,29.26885
2020-09-05,3.22782
2020-09-06,2.40977
2020-09-07,32.76278
2020-09-08,41.49678
2020-09-09,39.36462
2020-09-10,35.94625
2020-09-11,29.88484
2020-09-12,3.37073
2020-09-13,4.65528
2020-09-14,35.26126
2020-09-15,32.13693
2020-09-16,28.50337
2020-09-17,26.74901
2020-09-18,25.4546
2020-09-19,2.55433
2020-09-20,1.82499
2020-09-21,26.22501
2020-09-22,24.15526
2020-09-23,25.24434
2020-09-24,23.97457
2020-09-25,25.74535
2020-09-26,3.06848
2020-09-27,2.25043
2020-09-28,25.58273
2020-09-29,22.21857
2020-09-30,2.33421
2020-10-01,1.61473
2020-10-02,1.61308
2020-10-03,1.9564
2020-10-04,1.79213
2020-10-05,25.62544
2020-10-06,24.16347
2020-10-07,23.47684
2020-10-08,24.12241
2020-10-09,2.87957
2020-10-10,1.71821
2020-10-11,1.77078
2020-10-12,22.07566
2020-10-13,22.12001
2020-10-14,23.02675
2020-10-15,20.72211
2020-10-16,19.35049
2020-10-17,1.96461
2020-10-18,1.43732
2020-10-19,21.12127
2020-10-20,22.39433
2020-10-21,22.70644
2020-10-22,18.14971
2020-10-23,17.60599
2020-10-24,2.10424
2020-10-25,1.98925
2020-10-26,23.24523
2020-10-27,20.37222
2020-10-28,18.5423
2020-10-29,18.28112
2020-10-30,17.45158
2020-10-31,2.0681
2020-11-01,1.84634
2020-11-02,17.93945
2020-11-03,19.35377
2020-11-04,20.75989
2020-11-05,22.0313
2020-11-06,19.99934
2020-11-07,2.31778
2020-11-08,1.84141
2020-11-09,22.50439
2020-11-10,21.26911
2020-11-11,22.08058
2020-11-12,24.40166
2020-11-13,33.44448
2020-11-14,5.53246
2020-11-15,4.652
2020-11-16,43.04909
2020-11-17,33.94385
2020-11-18,31.01006
2020-11-19,30.12139
2020-11-20,26.10345
2020-11-21,2.91735
2020-11-22,2.60525
2020-11-23,32.22892
2020-11-24,30.52712
2020-11-25,37.21931
2020-11-26,35.87726
2020-11-27,51.71739
2020-11-28,6.25195
2020-11-29,5.99569
2020-11-30,41.26681
2020-12-01,44.6589
2020-12-02,46.89784
2020-12-03,44.07575
2020-12-04,44.01662
2020-12-05,4.94603
2020-12-06,4.16084
2020-12-07,40.53911
2020-12-08,37.4
2020-12-09,39.15764
2020-12-10,40.27958
2020-12-11,40.23358
2020-12-12,5.05445
2020-12-13,5.98584
2020-12-14,40.73788
2020-12-15,38.59585
2020-12-16,43.40227
2020-12-17,45.27325
2020-12-18,41.56249
2020-12-19,6.95007
2020-12-20,5.07252
2020-12-21,37.55441
2020-12-22,33.44941
2020-12-23,40.49148
2020-12-24,39.40404
2020-12-25,4.83269
2020-12-26,4.0475
2020-12-27,3.77153
2020-12-28,41.26845
2020-12-29,51.46278
2020-12-30,54.88772
2020-12-31,10.2206
2021-01-01,4.90661
2021-01-02,4.4828
2021-01-03,4.62243
2021-01-04,53.34855
2021-01-05,49.24027
2021-01-06,48.6292
2021-01-07,54.38014
2021-01-08,75.78395
2021-01-09,14.23197
2021-01-10,14.55393
2021-01-11,90.95553
2021-01-12,71.69045
2021-01-13,100.0
2021-01-14,92.73124
2021-01-15,76.11577
2021-01-16,9.90521
2021-01-17,6.78088
2021-01-18,73.05222
2021-01-19,79.2516
2021-01-20,74.96591
2021-01-21,74.05752
2021-01-22,81.22772
2021-01-23,10.05305
2021-01-24,9.08224
2021-01-25,73.71092
2021-01-26,75.44721
2021-01-27,68.85687
2021-01-28,66.47995
2021-01-29,68.28194
2021-01-30,8.47939
2021-01-31,7.09627
2021-02-01,64.46605
2021-02-02,58.16646
2021-02-03,54.31772
2021-02-04,49.48174
2021-02-05,46.99311
2021-02-06,5.70001
2021-02-07,4.81134
2021-02-08,43.86714
2021-02-09,40.61961
2021-02-10,41.00891
2021-02-11,4.69964
2021-02-12,3.6894
2021-02-13,5.50289
2021-02-14,4.93289
2021-02-15,46.72536
2021-02-16,43.09016
2021-02-17,41.24217
2021-02-18,40.16459
2021-02-19,40.7001
2021-02-20,5.91027
2021-02-21,5.1218
2021-02-22,41.11404
2021-02-23,41.48529
2021-02-24,42.42817
2021-02-25,47.71095
2021-02-26,39.8032
2021-02-27,5.0873
2021-02-28,4.059
2021-03-01,6.68396
2021-03-02,52.59129
2021-03-03,47.37257
2021-03-04,40.23851
2021-03-05,37.80573
2021-03-06,4.09514
2021-03-07,3.31816
2021-03-08,36.83
2021-03-09,38.46773
2021-03-10,36.77086
2021-03-11,38.7979
2021-03-12,40.40277
2021-03-13,4.46802
2021-03-14,3.66969
2021-03-15,38.15562
2021-03-16,43.21829
2021-03-17,36.71994
2021-03-18,38.15726
2021-03-19,32.05808
2021-03-20,3.66312
2021-03-21,2.92064
2021-03-22,32.04494
2021-03-23,32.13036
2021-03-24,32.41618
2021-03-25,32.79399
2021-03-26,31.54886
2021-03-27,4.54194
2021-03-28,3.18839
2021-03-29,30.71439
2021-03-30,31.64577
2021-03-31,32.6018
2021-04-01,34.41693
2021-04-02,37.80738
2021-04-03,4.47952
2021-04-04,3.45286
2021-04-05,32.679
2021-04-06,31.89053
2021-04-07,33.87321
2021-04-08,31.22197
2021-04-09,28.63807
2021-04-10,2.93706
2021-04-11,2.4919
2021-04-12,29.47911
2021-04-13,31.03142
2021-04-14,29.90948
2021-04-15,32.16814
2021-04-16,33.23258
2021-04-17,3.6779
2021-04-18,3.18839
2021-04-19,40.10874
2021-04-20,42.62036
2021-04-21,34.71918
2021-04-22,31.4158
2021-04-23,29.58095
2021-04-24,3.20153
2021-04-25,2.49848
2021-04-26,30.58626
2021-04-27,26.68659
2021-04-28,28.86804
2021-04-29,32.05315
2021-04-30,31.90367
2021-05-01,3.46271
2021-05-02,2.62825
2021-05-03,33.17837
2021-05-04,31.60799
2021-05-05,4.87376
2021-05-06,31.78704
2021-05-07,31.89053
2021-05-08,3.19332
2021-05-09,2.66274
2021-05-10,35.88218
2021-05-11,34.74711
2021-05-12,45.88103
2021-05-13,44.5357
2021-05-14,40.88079
2021-05-15,5.64088
2021-05-16,7.70405
2021-05-17,42.0635
2021-05-18,39.89848
2021-05-19,6.64454
2021-05-20,38.76012
2021-05-21,40.31736
2021-05-22,4.13128
2021-05-23,3.39372
2021-05-24,33.98492
2021-05-25,34.91302
2021-05-26,32.34554
2021-05-27,33.07653
2021-05-28,36.5721
2021-05-29,5.23021
2021-05-30,4.12471
2021-05-31,39.86727
2021-06-01,45.88432
2021-06-02,39.89191
2021-06-03,53.56045
2021-06-04,42.79284
2021-06-05,4.58136
2021-06-06,4.04914
2021-06-07,41.69226
2021-06-08,38.62378
2021-06-09,35.19227
2021-06-10,34.35123
2021-06-11,35.34175
2021-06-12,3.73211
2021-06-13,3.02248
2021-06-14,33.70402
2021-06-15,36.26821
2021-06-16,33.3065
2021-06-17,30.17559
2021-06-18,33.1833
2021-06-19,3.45614
2021-06-20,2.60853
2021-06-21,31.23347
2021-06-22,31.25811
2021-06-23,31.74433
2021-06-24,36.92856
2021-06-25,32.88926
2021-06-26,3.18675
2021-06-27,2.79087
2021-06-28,29.34113
2021-06-29,30.96407
2021-06-30,30.62075
2021-07-01,28.13542
2021-07-02,27.67383
2021-07-03,2.8845
2021-07-04,2.54283
2021-07-05,48.02142
2021-07-06,45.564
2021-07-07,45.03507
2021-07-08,39.30712
2021-07-09,35.26947
2021-07-10,3.3773
2021-07-11,3.40686
2021-07-12,41.84338
2021-07-13,39.70957
2021-07-14,35.43374
2021-07-15,46.42804
2021-07-16,39.71779
2021-07-17,5.5456
2021-07-18,3.77646
2021-07-19,35.38939
2021-07-20,34.55492
2021-07-21,32.30612
2021-07-22,38.19669
2021-07-23,32.49174
2021-07-24,3.13747
2021-07-25,2.50176
2021-07-26,29.4134
2021-07-27,33.05681
2021-07-28,35.621
2021-07-29,48.76882
2021-07-30,39.69643
2021-07-31,4.22326
2021-08-01,2.68902
2021-08-02,34.96722
2021-08-03,39.09522
2021-08-04,40.41592
2021-08-05,39.89191
2021-08-06,35.27112
2021-08-07,3.14404
2021-08-08,2.46234
2021-08-09,33.86829
2021-08-10,32.75457
2021-08-11,32.90733
2021-08-12,36.4489
2021-08-13,37.82873
2021-08-14,4.01136
2021-08-15,2.75309
2021-08-16,5.05281
2021-08-17,32.47039
2021-08-18,32.90076
2021-08-19,32.66258
2021-08-20,34.62227
2021-08-21,3.37565
2021-08-22,2.92228
2021-08-23,35.94296
2021-08-24,36.67723
2021-08-25,33.51019
2021-08-26,39.71779
2021-08-27,36.79386
2021-08-28,3.70911
2021-08-29,2.32928
2021-08-30,32.62972
2021-08-31,36.18443
2021-09-01,36.11873
2021-09-02,31.59321
2021-09-03,34.16561
2021-09-04,3.28695
2021-09-05,2.37199
2021-09-06,29.49225
2021-09-07,26.17737
2021-09-08,27.83809
2021-09-09,28.23726
2021-09-10,33.05353
2021-09-11,3.32966
2021-09-12,2.78266
2021-09-13,30.4532
2021-09-14,30.88194
2021-09-15,26.76544
2021-09-16,25.18685
2021-09-17,25.62051
2021-09-18,2.34242
2021-09-19,1.43568
2021-09-20,1.34369
2021-09-21,1.41761
2021-09-22,1.74614
2021-09-23,24.68912
2021-09-24,25.32319
2021-09-25,2.59211
2021-09-26,2.06317
2021-09-27,27.61469
2021-09-28,23.76923
2021-09-29,26.7753
2021-09-30,26.32849
2021-10-01,27.2336
2021-10-02,3.23274
2021-10-03,2.33421
2021-10-04,3.84545
2021-10-05,29.04873
2021-10-06,27.26316
2021-10-07,28.48037
2021-10-08,25.73878
2021-10-09,2.62496
2021-10-10,1.88905
2021-10-11,3.14075
2021-10-12,27.48
2021-10-13,31.59649
2021-10-14,29.19493
2021-10-15,29.06187
2021-10-16,2.65124
2021-10-17,1.99089
2021-10-18,24.94702
2021-10-19,25.65993
2021-10-20,25.52523
2021-10-21,24.30803
2021-10-22,23.79716
2021-10-23,2.79251
2021-10-24,2.1913
2021-10-25,26.57161
2021-10-26,28.52801
2021-10-27,27.27631
2021-10-28,38.62706
2021-10-29,31.13326
2021-10-30,3.34937
2021-10-31,2.61182
2021-11-01,28.13706
2021-11-02,31.62606
2021-11-03,26.72109
2021-11-04,28.20276
2021-11-05,26.42212
2021-11-06,2.83686
2021-11-07,2.16173
2021-11-08,26.19215
2021-11-09,24.44765
2021-11-10,23.58361
2021-11-11,23.86615
2021-11-12,29.42819
2021-11-13,3.56784
2021-11-14,3.3428
2021-11-15,37.11089
2021-11-16,32.27491
2021-11-17,31.24168
2021-11-18,28.00072
2021-11-19,37.71867
2021-11-20,5.59653
2021-11-21,5.21871
2021-11-22,48.54542
2021-11-23,38.78147
2021-11-24,37.82216
2021-11-25,32.20428
2021-11-26,30.04747
2021-11-27,3.5892
2021-11-28,2.97813
2021-11-29,30.38914
2021-11-30,33.43298
2021-12-01,38.16712
2021-12-02,36.14665
2021-12-03,34.53849
2021-12-04,3.49064
2021-12-05,2.77608
2021-12-06,36.05466
2021-12-07,38.19997
2021-12-08,38.21476
2021-12-09,37.70389
2021-12-10,32.87119
2021-12-11,3.23767
