date,컴투스주가
2020-06-30,3.6913
2020-07-01,2.54952
2020-07-02,4.14985
2020-07-03,4.37912
2020-07-04,0.73367
2020-07-05,0.45854
2020-07-06,5.94277
2020-07-07,5.63554
2020-07-08,4.90187
2020-07-09,5.10363
2020-07-10,5.72267
2020-07-11,0.9125
2020-07-12,1.04548
2020-07-13,5.77769
2020-07-14,4.34244
2020-07-15,4.16819
2020-07-16,3.57208
2020-07-17,3.98936
2020-07-18,0.77953
2020-07-19,0.86206
2020-07-20,3.88389
2020-07-21,3.18231
2020-07-22,3.63169
2020-07-23,3.33822
2020-07-24,2.6504
2020-07-25,0.36225
2020-07-26,0.45854
2020-07-27,2.77879
2020-07-28,2.44405
2020-07-29,2.27439
2020-07-30,2.57703
2020-07-31,2.23312
2020-08-01,0.29347
2020-08-02,0.19258
2020-08-03,2.334
2020-08-04,2.61371
2020-08-05,2.51742
2020-08-06,2.66415
2020-08-07,3.04933
2020-08-08,0.77953
2020-08-09,0.67406
2020-08-10,3.17314
2020-08-11,8.19882
2020-08-12,5.82355
2020-08-13,5.40627
2020-08-14,4.44332
2020-08-15,0.6282
2020-08-16,0.73826
2020-08-17,0.93085
2020-08-18,3.9756
2020-08-19,3.71881
2020-08-20,3.20066
2020-08-21,3.19607
2020-08-22,0.46313
2020-08-23,0.48147
2020-08-24,3.42076
2020-08-25,3.03099
2020-08-26,2.64123
2020-08-27,3.03558
2020-08-28,3.18231
2020-08-29,0.61903
2020-08-30,0.52274
2020-08-31,3.32905
2020-09-01,3.31988
2020-09-02,7.95121
2020-09-03,9.3406
2020-09-04,8.50146
2020-09-05,2.04053
2020-09-06,1.69203
2020-09-07,7.511
2020-09-08,6.42424
2020-09-09,5.95652
2020-09-10,6.07116
2020-09-11,5.24119
2020-09-12,0.88499
2020-09-13,0.7566
2020-09-14,4.94772
2020-09-15,5.2687
2020-09-16,5.11738
2020-09-17,4.50752
2020-09-18,4.10858
2020-09-19,0.76118
2020-09-20,0.99504
2020-09-21,4.65425
2020-09-22,3.1869
2020-09-23,3.38866
2020-09-24,3.23734
2020-09-25,3.1869
2020-09-26,0.66489
2020-09-27,0.58694
2020-09-28,3.77384
2020-09-29,3.1227
2020-09-30,0.30722
2020-10-01,0.26595
2020-10-02,0.41269
2020-10-03,0.31181
2020-10-04,0.27971
2020-10-05,3.96643
2020-10-06,3.59959
2020-10-07,3.34739
2020-10-08,2.86133
2020-10-09,0.36225
2020-10-10,0.24303
2020-10-11,0.22468
2020-10-12,4.38371
2020-10-13,3.92057
2020-10-14,3.09519
2020-10-15,3.55374
2020-10-16,2.88426
2020-10-17,0.33473
2020-10-18,0.29805
2020-10-19,2.81548
2020-10-20,3.10895
2020-10-21,3.19607
2020-10-22,2.54035
2020-10-23,2.82006
2020-10-24,0.27971
2020-10-25,0.16966
2020-10-26,2.74211
2020-10-27,2.71918
2020-10-28,2.43488
2020-10-29,2.29273
2020-10-30,2.32024
2020-10-31,0.24303
2020-11-01,0.28888
2020-11-02,2.92553
2020-11-03,2.98055
2020-11-04,3.19607
2020-11-05,3.56749
2020-11-06,2.45781
2020-11-07,0.376
2020-11-08,0.38059
2020-11-09,3.40242
2020-11-10,3.33822
2020-11-11,4.24156
2020-11-12,4.66801
2020-11-13,4.29658
2020-11-14,0.61445
2020-11-15,0.5044
2020-11-16,4.39746
2020-11-17,4.09941
2020-11-18,3.60876
2020-11-19,3.407
2020-11-20,3.48954
2020-11-21,0.70157
2020-11-22,0.70157
2020-11-23,5.67223
2020-11-24,6.84611
2020-11-25,5.9657
2020-11-26,5.68598
2020-11-27,10.46404
2020-11-28,2.69167
2020-11-29,1.74706
2020-11-30,10.08345
2020-12-01,10.42736
2020-12-02,13.81603
2020-12-03,56.44717
2020-12-04,53.88389
2020-12-05,6.65352
2020-12-06,6.36922
2020-12-07,25.23385
2020-12-08,19.62123
2020-12-09,18.54823
2020-12-10,20.43286
2020-12-11,17.09922
2020-12-12,2.48991
2020-12-13,1.88462
2020-12-14,13.40333
2020-12-15,13.11903
2020-12-16,13.4125
2020-12-17,12.86225
2020-12-18,11.18855
2020-12-19,2.02219
2020-12-20,1.5453
2020-12-21,10.52824
2020-12-22,10.4778
2020-12-23,9.98716
2020-12-24,10.88591
2020-12-25,1.63701
2020-12-26,1.80209
2020-12-27,1.40774
2020-12-28,11.92223
2020-12-29,12.7201
2020-12-30,11.33528
2020-12-31,1.91672
2021-01-01,1.17846
2021-01-02,1.20597
2021-01-03,1.3252
2021-01-04,10.06052
2021-01-05,10.72542
2021-01-06,10.46404
2021-01-07,9.63866
2021-01-08,9.7212
2021-01-09,1.69203
2021-01-10,1.38939
2021-01-11,11.61041
2021-01-12,9.09757
2021-01-13,11.60124
2021-01-14,12.6559
2021-01-15,11.37655
2021-01-16,3.70047
2021-01-17,2.40737
2021-01-18,10.02384
2021-01-19,9.91379
2021-01-20,10.0055
2021-01-21,9.89086
2021-01-22,13.42626
2021-01-23,3.06309
2021-01-24,2.81548
2021-01-25,11.98642
2021-01-26,10.39068
2021-01-27,10.38151
2021-01-28,10.16599
2021-01-29,10.37692
2021-01-30,2.10931
2021-01-31,1.81584
2021-02-01,9.36353
2021-02-02,11.62417
2021-02-03,8.63903
2021-02-04,7.7311
2021-02-05,7.63481
2021-02-06,2.28815
2021-02-07,1.93048
2021-02-08,13.27494
2021-02-09,14.46716
2021-02-10,9.21221
2021-02-11,1.8938
2021-02-12,1.49027
2021-02-13,1.47652
2021-02-14,1.65077
2021-02-15,8.27219
2021-02-16,8.42809
2021-02-17,6.61225
2021-02-18,6.84611
2021-02-19,7.05245
2021-02-20,1.75165
2021-02-21,1.45359
2021-02-22,6.94699
2021-02-23,7.27714
2021-02-24,7.41012
2021-02-25,7.46973
2021-02-26,5.73184
2021-02-27,2.20561
2021-02-28,1.63701
2021-03-01,1.57281
2021-03-02,6.438
2021-03-03,5.78228
2021-03-04,6.28668
2021-03-05,5.14948
2021-03-06,1.09592
2021-03-07,0.88041
2021-03-08,6.0895
2021-03-09,6.07575
2021-03-10,5.49339
2021-03-11,6.22707
2021-03-12,5.45671
2021-03-13,1.49944
2021-03-14,1.16929
2021-03-15,10.74376
2021-03-16,8.0796
2021-03-17,8.00165
2021-03-18,8.05667
2021-03-19,9.92296
2021-03-20,2.35234
2021-03-21,1.69662
2021-03-22,9.57446
2021-03-23,8.36848
2021-03-24,7.95121
2021-03-25,12.57336
2021-03-26,16.47101
2021-03-27,2.80172
2021-03-28,2.25146
2021-03-29,12.77512
2021-03-30,13.44919
2021-03-31,12.05979
2021-04-01,10.7621
2021-04-02,9.70744
2021-04-03,1.88462
2021-04-04,1.38481
2021-04-05,8.99669
2021-04-06,13.10528
2021-04-07,13.05025
2021-04-08,11.45451
2021-04-09,10.99137
2021-04-10,1.60491
2021-04-11,2.13224
2021-04-12,12.06438
2021-04-13,10.86298
2021-04-14,9.73037
2021-04-15,9.82208
2021-04-16,9.75788
2021-04-17,2.11848
2021-04-18,1.58198
2021-04-19,12.0873
2021-04-20,10.80337
2021-04-21,9.63866
2021-04-22,10.84005
2021-04-23,8.70781
2021-04-24,2.3661
2021-04-25,1.90755
2021-04-26,12.81181
2021-04-27,10.12931
2021-04-28,11.17938
2021-04-29,16.31511
2021-04-30,23.27586
2021-05-01,5.17241
2021-05-02,4.04438
2021-05-03,17.17259
2021-05-04,15.4026
2021-05-05,3.59959
2021-05-06,13.21533
2021-05-07,13.09152
2021-05-08,2.48074
2021-05-09,2.46698
2021-05-10,19.73587
2021-05-11,14.0132
2021-05-12,15.26504
2021-05-13,15.6548
2021-05-14,13.95359
2021-05-15,3.14563
2021-05-16,2.45781
2021-05-17,13.18782
2021-05-18,11.71129
2021-05-19,3.11812
2021-05-20,12.84849
2021-05-21,10.40902
2021-05-22,1.74706
2021-05-23,1.41232
2021-05-24,13.56841
2021-05-25,11.3307
2021-05-26,11.13352
2021-05-27,11.9314
2021-05-28,10.32648
2021-05-29,1.71496
2021-05-30,1.69662
2021-05-31,14.57721
2021-06-01,16.43433
2021-06-02,14.54053
2021-06-03,15.0541
2021-06-04,15.60436
2021-06-05,3.67296
2021-06-06,3.89306
2021-06-07,17.57611
2021-06-08,16.67278
2021-06-09,14.42131
2021-06-10,17.44314
2021-06-11,20.73092
2021-06-12,8.49688
2021-06-13,5.46129
2021-06-14,23.94534
2021-06-15,21.47377
2021-06-16,18.57575
2021-06-17,17.49358
2021-06-18,16.42057
2021-06-19,3.19148
2021-06-20,2.63206
2021-06-21,14.35253
2021-06-22,14.26999
2021-06-23,14.23789
2021-06-24,19.126
2021-06-25,15.44845
2021-06-26,3.6592
2021-06-27,3.32905
2021-06-28,17.55319
2021-06-29,24.98165
2021-06-30,22.80355
2021-07-01,16.68653
2021-07-02,15.67314
2021-07-03,3.06768
2021-07-04,3.52164
2021-07-05,19.94222
2021-07-06,16.76449
2021-07-07,13.80685
2021-07-08,13.75183
2021-07-09,15.86573
2021-07-10,2.82923
2021-07-11,1.97633
2021-07-12,14.81566
2021-07-13,15.32923
2021-07-14,13.06401
2021-07-15,13.49963
2021-07-16,12.94479
2021-07-17,2.04512
2021-07-18,2.10014
2021-07-19,11.90847
2021-07-20,12.02311
2021-07-21,11.41324
2021-07-22,12.69258
2021-07-23,14.44424
2021-07-24,1.82043
2021-07-25,1.94882
2021-07-26,11.39948
2021-07-27,10.542
2021-07-28,13.97652
2021-07-29,12.54126
2021-07-30,11.17938
2021-07-31,1.78374
2021-08-01,1.26559
2021-08-02,10.56034
2021-08-03,15.35216
2021-08-04,16.93873
2021-08-05,13.16947
2021-08-06,10.40443
2021-08-07,1.54988
2021-08-08,1.46735
2021-08-09,10.15682
2021-08-10,9.04255
2021-08-11,9.20763
2021-08-12,10.88132
2021-08-13,11.3628
2021-08-14,1.87087
2021-08-15,1.32978
2021-08-16,1.81584
2021-08-17,11.38573
2021-08-18,9.46441
2021-08-19,9.23972
2021-08-20,9.88169
2021-08-21,1.7654
2021-08-22,1.4811
2021-08-23,10.42278
2021-08-24,10.15223
2021-08-25,12.24779
2021-08-26,13.39416
2021-08-27,10.28521
2021-08-28,1.63242
2021-08-29,1.55906
2021-08-30,9.67993
2021-08-31,9.64325
2021-09-01,9.18928
2021-09-02,7.95121
2021-09-03,8.40975
2021-09-04,1.46735
2021-09-05,1.1968
2021-09-06,7.63939
2021-09-07,7.36885
2021-09-08,7.40095
2021-09-09,7.90535
2021-09-10,7.89618
2021-09-11,1.43066
2021-09-12,1.073
2021-09-13,7.97872
2021-09-14,8.11628
2021-09-15,7.09831
2021-09-16,6.52512
2021-09-17,6.64893
2021-09-18,1.16471
2021-09-19,0.91709
2021-09-20,1.00421
2021-09-21,1.0088
2021-09-22,1.18763
2021-09-23,8.1438
2021-09-24,7.24046
2021-09-25,1.52237
2021-09-26,1.25641
2021-09-27,6.82318
2021-09-28,7.28631
2021-09-29,7.72193
2021-09-30,8.86371
2021-10-01,7.46056
2021-10-02,1.30685
2021-10-03,1.23807
2021-10-04,1.49944
2021-10-05,8.20799
2021-10-06,10.71625
2021-10-07,12.20652
2021-10-08,9.11133
2021-10-09,1.41232
2021-10-10,1.21056
2021-10-11,1.05465
2021-10-12,7.30465
2021-10-13,6.78191
2021-10-14,8.6482
2021-10-15,8.56566
2021-10-16,1.46276
2021-10-17,0.96753
2021-10-18,24.47725
2021-10-19,17.2964
2021-10-20,23.72523
2021-10-21,33.38683
2021-10-22,27.50825
2021-10-23,5.25036
2021-10-24,4.53044
2021-10-25,25.31639
2021-10-26,38.35289
2021-10-27,37.59629
2021-10-28,38.1924
2021-10-29,33.0796
2021-10-30,4.42039
2021-10-31,3.57208
2021-11-01,35.10179
2021-11-02,31.08492
2021-11-03,27.51742
2021-11-04,28.39783
2021-11-05,24.74321
2021-11-06,3.98936
2021-11-07,5.10821
2021-11-08,34.29933
2021-11-09,69.54328
2021-11-10,100.0
2021-11-11,92.81914
2021-11-12,69.09849
2021-11-13,10.45029
2021-11-14,10.06969
2021-11-15,52.06346
2021-11-16,51.5774
2021-11-17,48.16122
2021-11-18,42.63573
2021-11-19,38.97193
2021-11-20,6.60308
2021-11-21,6.17663
2021-11-22,35.5099
2021-11-23,30.6493
2021-11-24,31.56181
2021-11-25,33.92333
2021-11-26,40.01742
2021-11-27,5.32373
2021-11-28,4.48459
2021-11-29,33.80869
2021-11-30,45.26779
2021-12-01,34.45524
2021-12-02,32.64398
2021-12-03,29.09482
2021-12-04,4.59005
2021-12-05,4.10399
2021-12-06,30.14031
2021-12-07,28.26944
2021-12-08,36.03264
2021-12-09,29.15443
2021-12-10,29.4479
2021-12-11,3.9435
2021-12-12,3.71423
2021-12-13,28.96643
2021-12-14,24.07831
2021-12-15,26.83418
2021-12-16,31.27292
2021-12-17,33.21716
2021-12-18,5.71808
2021-12-19,5.32831
2021-12-20,26.41232
2021-12-21,28.76467
2021-12-22,31.55264
2021-12-23,38.39416
2021-12-24,35.46863
2021-12-25,6.62142
2021-12-26,6.90572
2021-12-27,37.29823
2021-12-28,41.99834
2021-12-29,43.42443
2021-12-30,32.42846
2021-12-31,6.4701
2022-01-01,3.17314
2022-01-02,3.70047
2022-01-03,30.18158
2022-01-04,27.01302
2022-01-05,22.46881
2022-01-06,28.37949
2022-01-07,30.02109
2022-01-08,4.34244
2022-01-09,3.74174
2022-01-10,25.08712
2022-01-11,27.19644
2022-01-12,23.83987
2022-01-13,19.4424
2022-01-14,17.38352
2022-01-15,2.53576
2022-01-16,2.5541
2022-01-17,15.27421
2022-01-18,15.23752
2022-01-19,17.04878
2022-01-20,22.11573
2022-01-21,18.72248
2022-01-22,2.90719
2022-01-23,2.31107
2022-01-24,15.14123
2022-01-25,21.55172
2022-01-26,21.0519
2022-01-27,17.84666
2022-01-28,21.08859
2022-01-29,2.80172
2022-01-30,2.06804
2022-01-31,1.75165
2022-02-01,1.74247
2022-02-02,2.41195
2022-02-03,19.13059
2022-02-04,18.50696
2022-02-05,3.7234
2022-02-06,3.23734
2022-02-07,26.93965
2022-02-08,21.75348
2022-02-09,19.94222
2022-02-10,24.70194
2022-02-11,23.56016
2022-02-12,3.95726
2022-02-13,2.70084
2022-02-14,27.5862
2022-02-15,19.24523
2022-02-16,19.95597
2022-02-17,16.80575
2022-02-18,15.22377
2022-02-19,2.08639
2022-02-20,1.60491
2022-02-21,14.48092
2022-02-22,12.42663
2022-02-23,13.58675
2022-02-24,13.30704
2022-02-25,12.7201
2022-02-26,1.78374
2022-02-27,1.59574
2022-02-28,11.68837
2022-03-01,2.45781
2022-03-02,16.33345
2022-03-03,14.78356
2022-03-04,11.98642
2022-03-05,1.61408
2022-03-06,1.40774
2022-03-07,10.87674
2022-03-08,11.92681
2022-03-09,1.27934
2022-03-10,15.01283
2022-03-11,13.14196
2022-03-12,2.98055
2022-03-13,3.14104
2022-03-14,15.91159
2022-03-15,12.55044
2022-03-16,16.68195
2022-03-17,16.92498
2022-03-18,14.25165
2022-03-19,2.70084
2022-03-20,2.146
2022-03-21,15.78778
2022-03-22,13.10528
2022-03-23,13.16947
2022-03-24,12.66049
2022-03-25,12.40829
2022-03-26,1.94882
2022-03-27,1.4811
2022-03-28,10.67039
2022-03-29,12.23404
2022-03-30,12.10564
2022-03-31,16.40223
2022-04-01,13.26577
2022-04-02,1.76082
2022-04-03,1.91214
2022-04-04,15.76027
2022-04-05,13.66471
2022-04-06,19.46991
2022-04-07,13.06401
2022-04-08,13.60968
2022-04-09,2.09556
2022-04-10,1.3252
2022-04-11,12.03686
2022-04-12,15.9712
2022-04-13,15.42094
2022-04-14,13.40333
2022-04-15,16.07208
2022-04-16,2.70542
2022-04-17,2.54952
2022-04-18,14.0132
2022-04-19,12.12399
2022-04-20,11.46368
2022-04-21,11.62876
2022-04-22,10.26687
2022-04-23,1.46735
2022-04-24,1.27476
2022-04-25,10.13848
2022-04-26,10.39985
2022-04-27,10.99596
2022-04-28,10.83547
2022-04-29,9.93213
2022-04-30,1.3252
2022-05-01,1.18305
2022-05-02,9.36353
2022-05-03,9.77164
2022-05-04,8.37765
2022-05-05,1.39856
2022-05-06,8.17589
2022-05-07,1.27017
2022-05-08,0.96294
2022-05-09,8.83162
2022-05-10,9.4048
2022-05-11,8.43727
2022-05-12,15.95744
2022-05-13,12.23404
2022-05-14,1.82043
2022-05-15,1.11885
2022-05-16,10.81254
2022-05-17,9.20304
2022-05-18,8.78118
2022-05-19,7.67149
2022-05-20,9.41397
2022-05-21,1.24724
2022-05-22,0.88499
2022-05-23,8.80869
2022-05-24,7.58437
2022-05-25,8.91415
2022-05-26,12.10564
2022-05-27,10.0376
2022-05-28,0.9767
2022-05-29,0.87123
2022-05-30,11.74339
2022-05-31,9.39563
2022-06-01,1.23807
2022-06-02,6.85528
2022-06-03,8.17131
2022-06-04,0.79328
2022-06-05,0.74743
2022-06-06,0.9446
2022-06-07,6.42883
2022-06-08,6.60308
2022-06-09,6.54805
2022-06-10,6.93782
2022-06-11,0.83455
2022-06-12,0.64655
2022-06-13,6.89196
2022-06-14,7.21753
2022-06-15,7.07997
2022-06-16,7.09372
2022-06-17,6.1216
2022-06-18,0.87582
2022-06-19,0.7566
2022-06-20,6.82776
2022-06-21,7.9833
2022-06-22,6.41049
2022-06-23,7.52017
2022-06-24,7.42846
2022-06-25,0.7887
2022-06-26,0.77035
2022-06-27,7.23129
2022-06-28,6.14911
2022-06-29,6.07575
2022-06-30,5.99321
2022-07-01,5.81896
2022-07-02,0.71074
2022-07-03,0.55942
2022-07-04,6.12619
2022-07-05,7.39636
2022-07-06,6.41966
2022-07-07,6.17663
2022-07-08,6.22248
2022-07-09,0.80245
2022-07-10,0.83455
2022-07-11,6.29585
2022-07-12,5.28705
2022-07-13,5.77769
2022-07-14,6.04823
2022-07-15,5.42461
2022-07-16,0.85289
2022-07-17,0.6924
2022-07-18,7.2588
2022-07-19,6.54347
2022-07-20,7.61647
2022-07-21,7.7311
2022-07-22,7.49724
2022-07-23,0.72909
2022-07-24,0.7887
2022-07-25,6.74523
2022-07-26,5.82813
2022-07-27,6.14453
2022-07-28,6.02531
2022-07-29,7.5752
2022-07-30,0.9767
2022-07-31,0.72909
2022-08-01,6.35546
2022-08-02,6.28668
2022-08-03,16.41599
2022-08-04,16.20964
2022-08-05,12.61922
2022-08-06,1.79292
2022-08-07,1.84336
2022-08-08,11.22982
2022-08-09,10.83088
2022-08-10,8.62068
2022-08-11,16.90205
2022-08-12,12.37619
2022-08-13,1.7654
2022-08-14,1.261
2022-08-15,1.62325
2022-08-16,21.44625
2022-08-17,14.38004
2022-08-18,12.6238
2022-08-19,11.8993
2022-08-20,1.71955
2022-08-21,1.52237
2022-08-22,11.11977
2022-08-23,10.12013
2022-08-24,9.55154
2022-08-25,10.25311
2022-08-26,9.1526
2022-08-27,1.15095
2022-08-28,0.9446
2022-08-29,7.96038
2022-08-30,9.83125
2022-08-31,8.82703
2022-09-01,9.33143
2022-09-02,6.9745
2022-09-03,0.88958
2022-09-04,0.88958
2022-09-05,7.40553
2022-09-06,8.96918
2022-09-07,8.09336
2022-09-08,12.13316
2022-09-09,1.38481
2022-09-10,1.09592
2022-09-11,0.87123
2022-09-12,1.10968
2022-09-13,12.26614
2022-09-14,10.40443
2022-09-15,12.91727
2022-09-16,15.56768
2022-09-17,1.44442
2022-09-18,1.40774
2022-09-19,14.11867
2022-09-20,10.0376
2022-09-21,10.4457
2022-09-22,8.37765
2022-09-23,8.65278
2022-09-24,1.1968
2022-09-25,0.70157
2022-09-26,8.07043
2022-09-27,9.36812
2022-09-28,8.40058
2022-09-29,10.27604
2022-09-30,9.0563
2022-10-01,0.85289
2022-10-02,0.77953
2022-10-03,0.76577
2022-10-04,8.54273
2022-10-05,8.13462
2022-10-06,8.0796
2022-10-07,6.95616
2022-10-08,0.82997
2022-10-09,0.63279
2022-10-10,0.66947
2022-10-11,6.79108
2022-10-12,7.18543
2022-10-13,7.4468
2022-10-14,7.89159
2022-10-15,0.92626
2022-10-16,0.71533
2022-10-17,8.03374
2022-10-18,11.5187
2022-10-19,9.78081
2022-10-20,8.37765
2022-10-21,7.9833
2022-10-22,0.85748
2022-10-23,0.82538
2022-10-24,8.40058
2022-10-25,7.02953
2022-10-26,8.12545
2022-10-27,8.28595
2022-10-28,7.32758
2022-10-29,0.82997
2022-10-30,0.54567
2022-10-31,7.57061
2022-11-01,9.48275
2022-11-02,10.90425
2022-11-03,8.46478
2022-11-04,7.43305
2022-11-05,0.83455
2022-11-06,0.61903
2022-11-07,7.12582
2022-11-08,8.76283
2022-11-09,7.90535
2022-11-10,7.49266
2022-11-11,13.33455
2022-11-12,1.40774
2022-11-13,1.63701
2022-11-14,28.70964
2022-11-15,20.55209
2022-11-16,15.30172
2022-11-17,11.76632
2022-11-18,10.4778
2022-11-19,1.42608
2022-11-20,1.29768
2022-11-21,9.04255
2022-11-22,8.32263
2022-11-23,9.29016
2022-11-24,10.23936
2022-11-25,12.28448
2022-11-26,2.21478
2022-11-27,1.53613
2022-11-28,9.60656
2022-11-29,9.38187
2022-11-30,8.22175
2022-12-01,7.95579
2022-12-02,7.64856
2022-12-03,1.15095
2022-12-04,1.16012
2022-12-05,7.83198
2022-12-06,6.78191
2022-12-07,7.35051
2022-12-08,8.13462
2022-12-09,9.10216
2022-12-10,0.99963
2022-12-11,0.95836
2022-12-12,7.52017
2022-12-13,6.71771
2022-12-14,7.74486
2022-12-15,6.39214
2022-12-16,6.14911
2022-12-17,0.66947
2022-12-18,0.60986
2022-12-19,6.36005
2022-12-20,6.25917
2022-12-21,6.74523
2022-12-22,6.85528
2022-12-23,6.90572
2022-12-24,0.73826
2022-12-25,0.67865
2022-12-26,7.69442
2022-12-27,9.32226
2022-12-28,7.61188
2022-12-29,9.93213
2022-12-30,2.14141
2022-12-31,0.6603
2023-01-01,0.68782
2023-01-02,6.91947
2023-01-03,7.23587
2023-01-04,7.19002
2023-01-05,7.66691
2023-01-06,6.81401
2023-01-07,0.94919
2023-01-08,0.6603
2023-01-09,7.48807
2023-01-10,7.29548
2023-01-11,7.61647
2023-01-12,7.07997
2023-01-13,7.33217
2023-01-14,0.78411
2023-01-15,0.63738
2023-01-16,9.28099
2023-01-17,7.58895
2023-01-18,7.71735
2023-01-19,7.15792
2023-01-20,6.26375
2023-01-21,0.64655
2023-01-22,0.5365
2023-01-23,0.66947
2023-01-24,0.71533
2023-01-25,7.5431
2023-01-26,8.45102
2023-01-27,6.92865
2023-01-28,0.77035
2023-01-29,0.77035
2023-01-30,6.66727
2023-01-31,6.626
2023-02-01,6.7544
2023-02-02,7.48807
2023-02-03,8.41434
2023-02-04,0.9767
2023-02-05,0.81621
2023-02-06,6.05741
2023-02-07,5.63554
2023-02-08,6.00696
2023-02-09,6.21331
2023-02-10,7.13499
2023-02-11,0.85748
2023-02-12,0.97212
2023-02-13,9.14343
2023-02-14,34.62949
2023-02-15,12.41287
2023-02-16,23.4822
2023-02-17,15.76027
2023-02-18,1.99009
2023-02-19,1.61867
2023-02-20,14.41672
2023-02-21,12.38994
2023-02-22,9.95506
2023-02-23,9.33602
2023-02-24,9.01962
2023-02-25,0.83914
2023-02-26,0.93543
2023-02-27,7.13041
2023-02-28,7.9833
2023-03-01,1.44442
2023-03-02,6.74523
2023-03-03,7.04328
2023-03-04,0.84831
2023-03-05,0.6603
2023-03-06,7.53851
2023-03-07,8.94625
2023-03-08,9.85876
2023-03-09,7.57978
2023-03-10,6.69479
2023-03-11,0.84372
2023-03-12,0.75201
2023-03-13,10.23936
2023-03-14,8.62068
2023-03-15,7.66691
2023-03-16,7.06621
2023-03-17,12.32116
2023-03-18,2.04053
2023-03-19,1.78374
2023-03-20,8.75366
2023-03-21,8.57942
2023-03-22,7.7953
2023-03-23,7.53393
2023-03-24,7.84115
2023-03-25,1.17846
2023-03-26,0.88499
2023-03-27,7.14875
2023-03-28,7.02035
2023-03-29,9.41397
2023-03-30,8.8362
2023-03-31,7.43763
2023-04-01,0.89416
2023-04-02,0.83455
2023-04-03,6.74523
2023-04-04,11.32611
2023-04-05,10.10638
2023-04-06,8.04292
2023-04-07,8.5519
2023-04-08,1.33895
2023-04-09,0.96753
2023-04-10,6.79567
2023-04-11,7.10289
2023-04-12,8.18506
2023-04-13,9.81749
2023-04-14,9.69827
2023-04-15,1.49486
2023-04-16,1.42149
2023-04-17,9.01962
2023-04-18,8.62986
2023-04-19,8.73074
2023-04-20,6.69479
2023-04-21,6.4059
2023-04-22,1.00421
2023-04-23,0.89875
2023-04-24,6.37839
2023-04-25,6.14911
2023-04-26,6.76815
2023-04-27,6.31878
2023-04-28,6.88279
2023-04-29,0.88499
2023-04-30,0.87582
2023-05-01,1.3252
2023-05-02,6.96533
2023-05-03,6.25
2023-05-04,5.36958
2023-05-05,0.86665
2023-05-06,0.66947
2023-05-07,0.66489
2023-05-08,5.97028
2023-05-09,5.44295
2023-05-10,5.41544
2023-05-11,7.46973
2023-05-12,7.08914
2023-05-13,0.86206
2023-05-14,0.77953
2023-05-15,5.03484
2023-05-16,5.90608
2023-05-17,5.29622
2023-05-18,5.60803
2023-05-19,5.13114
2023-05-20,0.66489
2023-05-21,0.49064
2023-05-22,5.40627
2023-05-23,4.81474
2023-05-24,4.12234
2023-05-25,4.43873
2023-05-26,4.11316
2023-05-27,0.89416
2023-05-28,0.42186
2023-05-29,0.5365
