date,주부부업
2020-03-20,61.87845
2020-03-21,32.59668
2020-03-22,46.40883
2020-03-23,53.03867
2020-03-24,58.56353
2020-03-25,41.43646
2020-03-26,48.06629
2020-03-27,40.33149
2020-03-28,22.65193
2020-03-29,30.93922
2020-03-30,54.69613
2020-03-31,60.77348
2020-04-01,65.19337
2020-04-02,47.51381
2020-04-03,55.8011
2020-04-04,43.09392
2020-04-05,41.43646
2020-04-06,54.14364
2020-04-07,68.50828
2020-04-08,67.9558
2020-04-09,47.51381
2020-04-10,45.30386
2020-04-11,34.80662
2020-04-12,43.6464
2020-04-13,58.01104
2020-04-14,50.27624
2020-04-15,32.04419
2020-04-16,48.61878
2020-04-17,43.09392
2020-04-18,39.22651
2020-04-19,37.01657
2020-04-20,58.01104
2020-04-21,63.53591
2020-04-22,46.96132
2020-04-23,37.01657
2020-04-24,50.27624
2020-04-25,35.9116
2020-04-26,41.43646
2020-04-27,52.48618
2020-04-28,54.14364
2020-04-29,40.88397
2020-04-30,36.46408
2020-05-01,32.59668
2020-05-02,31.49171
2020-05-03,55.8011
2020-05-04,52.48618
2020-05-05,37.01657
2020-05-06,65.74585
2020-05-07,55.8011
2020-05-08,38.67403
2020-05-09,26.51933
2020-05-10,24.30939
2020-05-11,50.82872
2020-05-12,48.06629
2020-05-13,48.61878
2020-05-14,43.6464
2020-05-15,41.98895
2020-05-16,21.54696
2020-05-17,25.41436
2020-05-18,66.29834
2020-05-19,50.27624
2020-05-20,62.98342
2020-05-21,41.43646
2020-05-22,26.51933
2020-05-23,19.33701
2020-05-24,37.01657
2020-05-25,49.72375
2020-05-26,46.96132
2020-05-27,45.30386
2020-05-28,39.779
2020-05-29,32.04419
2020-05-30,14.36464
2020-05-31,25.41436
2020-06-01,40.33149
2020-06-02,44.19889
2020-06-03,38.67403
2020-06-04,40.88397
2020-06-05,34.80662
2020-06-06,30.38674
2020-06-07,28.17679
2020-06-08,49.72375
2020-06-09,41.43646
2020-06-10,42.54143
2020-06-11,35.9116
2020-06-12,37.01657
2020-06-13,25.41436
2020-06-14,22.65193
2020-06-15,53.59116
2020-06-16,40.88397
2020-06-17,32.04419
2020-06-18,46.96132
2020-06-19,37.56906
2020-06-20,23.7569
2020-06-21,29.28176
2020-06-22,38.67403
2020-06-23,38.12154
2020-06-24,49.17127
2020-06-25,43.6464
2020-06-26,40.88397
2020-06-27,18.23204
2020-06-28,30.93922
2020-06-29,60.77348
2020-06-30,65.74585
2020-07-01,68.50828
2020-07-02,73.48066
2020-07-03,62.43093
2020-07-04,31.49171
2020-07-05,29.28176
2020-07-06,96.68508
2020-07-07,58.56353
2020-07-08,53.59116
2020-07-09,44.19889
2020-07-10,35.35911
2020-07-11,33.14917
2020-07-12,37.56906
2020-07-13,54.69613
2020-07-14,55.8011
2020-07-15,51.38121
2020-07-16,38.67403
2020-07-17,49.17127
2020-07-18,34.25414
2020-07-19,35.35911
2020-07-20,55.24861
2020-07-21,51.38121
2020-07-22,51.38121
2020-07-23,55.8011
2020-07-24,39.779
2020-07-25,23.20441
2020-07-26,41.98895
2020-07-27,49.72375
2020-07-28,45.85635
2020-07-29,38.12154
2020-07-30,31.49171
2020-07-31,32.04419
2020-08-01,27.6243
2020-08-02,24.86187
2020-08-03,40.33149
2020-08-04,32.04419
2020-08-05,45.85635
2020-08-06,37.56906
2020-08-07,39.22651
2020-08-08,22.65193
2020-08-09,28.17679
2020-08-10,51.9337
2020-08-11,59.6685
2020-08-12,51.9337
2020-08-13,39.779
2020-08-14,36.46408
2020-08-15,28.17679
2020-08-16,25.96685
2020-08-17,45.30386
2020-08-18,54.14364
2020-08-19,59.11602
2020-08-20,50.27624
2020-08-21,39.779
2020-08-22,23.7569
2020-08-23,40.88397
2020-08-24,45.30386
2020-08-25,57.45856
2020-08-26,44.19889
2020-08-27,46.96132
2020-08-28,39.22651
2020-08-29,23.20441
2020-08-30,23.20441
2020-08-31,47.51381
2020-09-01,62.98342
2020-09-02,53.59116
2020-09-03,45.85635
2020-09-04,82.87292
2020-09-05,33.14917
2020-09-06,39.779
2020-09-07,44.19889
2020-09-08,53.03867
2020-09-09,50.82872
2020-09-10,55.24861
2020-09-11,53.59116
2020-09-12,31.49171
2020-09-13,25.96685
2020-09-14,47.51381
2020-09-15,49.72375
2020-09-16,50.27624
2020-09-17,49.17127
2020-09-18,46.40883
2020-09-19,33.70165
2020-09-20,33.14917
2020-09-21,54.14364
2020-09-22,62.43093
2020-09-23,58.56353
2020-09-24,57.45856
2020-09-25,39.779
2020-09-26,24.30939
2020-09-27,43.6464
2020-09-28,34.80662
2020-09-29,40.33149
2020-09-30,26.51933
2020-10-01,20.44198
2020-10-02,21.54696
2020-10-03,23.7569
2020-10-04,41.43646
2020-10-05,44.75138
2020-10-06,40.88397
2020-10-07,44.19889
2020-10-08,45.30386
2020-10-09,18.78453
2020-10-10,30.93922
2020-10-11,40.88397
2020-10-12,54.69613
2020-10-13,58.01104
2020-10-14,56.35359
2020-10-15,60.77348
2020-10-16,45.30386
2020-10-17,28.17679
2020-10-18,26.51933
2020-10-19,55.8011
2020-10-20,49.17127
2020-10-21,43.6464
2020-10-22,48.61878
2020-10-23,43.6464
2020-10-24,28.17679
2020-10-25,38.67403
2020-10-26,65.74585
2020-10-27,51.9337
2020-10-28,41.43646
2020-10-29,66.85082
2020-10-30,49.72375
2020-10-31,39.779
2020-11-01,39.22651
2020-11-02,46.96132
2020-11-03,45.30386
2020-11-04,54.14364
2020-11-05,45.30386
2020-11-06,43.6464
2020-11-07,28.17679
2020-11-08,25.41436
2020-11-09,40.33149
2020-11-10,59.6685
2020-11-11,45.85635
2020-11-12,46.96132
2020-11-13,42.54143
2020-11-14,33.70165
2020-11-15,37.56906
2020-11-16,37.56906
2020-11-17,52.48618
2020-11-18,53.59116
2020-11-19,46.96132
2020-11-20,42.54143
2020-11-21,26.51933
2020-11-22,34.25414
2020-11-23,64.08839
2020-11-24,33.14917
2020-11-25,48.06629
2020-11-26,46.96132
2020-11-27,43.6464
2020-11-28,30.93922
2020-11-29,34.25414
2020-11-30,50.82872
2020-12-01,59.6685
2020-12-02,48.06629
2020-12-03,43.6464
2020-12-04,38.67403
2020-12-05,40.88397
2020-12-06,39.779
2020-12-07,51.9337
2020-12-08,46.40883
2020-12-09,53.03867
2020-12-10,44.19889
2020-12-11,49.72375
2020-12-12,27.6243
2020-12-13,37.01657
2020-12-14,72.37569
2020-12-15,74.03314
2020-12-16,60.77348
2020-12-17,53.03867
2020-12-18,51.9337
2020-12-19,62.98342
2020-12-20,48.06629
2020-12-21,56.35359
2020-12-22,56.90607
2020-12-23,58.56353
2020-12-24,44.19889
2020-12-25,28.17679
2020-12-26,31.49171
2020-12-27,42.54143
2020-12-28,55.24861
2020-12-29,56.35359
2020-12-30,59.11602
2020-12-31,51.9337
2021-01-01,56.35359
2021-01-02,41.98895
2021-01-03,61.87845
2021-01-04,81.21546
2021-01-05,68.50828
2021-01-06,71.27071
2021-01-07,63.53591
2021-01-08,57.45856
2021-01-09,62.98342
2021-01-10,69.61325
2021-01-11,84.53038
2021-01-12,78.45303
2021-01-13,66.85082
2021-01-14,67.40331
2021-01-15,70.71823
2021-01-16,49.17127
2021-01-17,55.8011
2021-01-18,63.53591
2021-01-19,92.81767
2021-01-20,65.19337
2021-01-21,80.11049
2021-01-22,53.59116
2021-01-23,58.56353
2021-01-24,65.74585
2021-01-25,78.45303
2021-01-26,83.9779
2021-01-27,90.60773
2021-01-28,87.29281
2021-01-29,69.06077
2021-01-30,43.6464
2021-01-31,60.77348
2021-02-01,79.55801
2021-02-02,100.0
2021-02-03,86.74033
2021-02-04,65.74585
2021-02-05,51.38121
2021-02-06,46.40883
2021-02-07,34.80662
2021-02-08,68.50828
2021-02-09,65.19337
2021-02-10,58.56353
2021-02-11,44.75138
2021-02-12,33.70165
2021-02-13,43.09392
2021-02-14,45.85635
2021-02-15,72.92817
2021-02-16,72.92817
2021-02-17,77.90055
2021-02-18,69.06077
2021-02-19,72.37569
2021-02-20,41.98895
2021-02-21,48.06629
2021-02-22,65.74585
2021-02-23,64.08839
2021-02-24,77.34806
2021-02-25,81.76795
2021-02-26,71.8232
2021-02-27,41.98895
2021-02-28,45.85635
2021-03-01,57.45856
2021-03-02,66.85082
2021-03-03,81.21546
2021-03-04,98.34254
2021-03-05,70.71823
2021-03-06,44.75138
2021-03-07,70.71823
2021-03-08,79.55801
2021-03-09,90.60773
2021-03-10,54.14364
2021-03-11,64.08839
2021-03-12,53.59116
2021-03-13,37.56906
2021-03-14,49.72375
2021-03-15,55.24861
2021-03-16,87.29281
2021-03-17,91.16022
2021-03-18,80.11049
2021-03-19,66.85082
2021-03-20,55.24861
2021-03-21,53.03867
2021-03-22,72.37569
2021-03-23,81.76795
2021-03-24,75.13812
2021-03-25,62.43093
2021-03-26,54.14364
2021-03-27,39.779
2021-03-28,49.17127
2021-03-29,83.9779
2021-03-30,65.19337
2021-03-31,73.48066
2021-04-01,91.7127
2021-04-02,61.32596
2021-04-03,42.54143
2021-04-04,61.32596
2021-04-05,67.9558
2021-04-06,86.18784
2021-04-07,77.90055
2021-04-08,64.64088
2021-04-09,66.29834
2021-04-10,51.38121
2021-04-11,67.40331
2021-04-12,70.16574
2021-04-13,58.01104
2021-04-14,59.6685
2021-04-15,71.27071
2021-04-16,56.35359
2021-04-17,53.59116
2021-04-18,54.14364
2021-04-19,62.43093
2021-04-20,83.42541
2021-04-21,67.40331
2021-04-22,74.58563
2021-04-23,53.59116
2021-04-24,46.96132
2021-04-25,39.779
2021-04-26,76.79558
2021-04-27,70.16574
2021-04-28,80.66298
2021-04-29,81.21546
2021-04-30,59.6685
2021-05-01,34.80662
2021-05-02,45.30386
2021-05-03,61.32596
2021-05-04,58.01104
2021-05-05,34.80662
2021-05-06,70.16574
2021-05-07,61.32596
2021-05-08,35.9116
2021-05-09,58.01104
2021-05-10,71.27071
2021-05-11,67.9558
2021-05-12,60.77348
2021-05-13,60.22099
2021-05-14,53.03867
2021-05-15,41.98895
2021-05-16,47.51381
2021-05-17,74.58563
2021-05-18,92.26519
2021-05-19,48.61878
2021-05-20,63.53591
2021-05-21,57.45856
2021-05-22,48.06629
2021-05-23,39.779
2021-05-24,74.58563
2021-05-25,69.06077
2021-05-26,85.63535
2021-05-27,74.03314
2021-05-28,70.71823
2021-05-29,58.01104
2021-05-30,53.59116
2021-05-31,56.35359
2021-06-01,75.13812
2021-06-02,53.59116
2021-06-03,53.03867
2021-06-04,56.35359
2021-06-05,37.01657
2021-06-06,56.35359
2021-06-07,75.13812
2021-06-08,69.06077
2021-06-09,48.61878
2021-06-10,69.61325
2021-06-11,55.24861
2021-06-12,33.14917
2021-06-13,43.6464
2021-06-14,74.03314
2021-06-15,69.06077
2021-06-16,84.53038
2021-06-17,67.9558
2021-06-18,58.56353
2021-06-19,38.12154
2021-06-20,33.70165
2021-06-21,65.74585
2021-06-22,74.58563
2021-06-23,67.9558
2021-06-24,70.71823
2021-06-25,37.01657
2021-06-26,28.72928
2021-06-27,40.33149
2021-06-28,46.40883
2021-06-29,54.14364
2021-06-30,71.8232
2021-07-01,52.48618
2021-07-02,43.6464
2021-07-03,32.59668
2021-07-04,40.88397
2021-07-05,67.9558
2021-07-06,56.90607
2021-07-07,75.13812
2021-07-08,53.03867
2021-07-09,46.40883
2021-07-10,40.88397
2021-07-11,49.17127
2021-07-12,53.03867
2021-07-13,59.11602
2021-07-14,60.22099
2021-07-15,59.11602
2021-07-16,57.45856
2021-07-17,45.85635
2021-07-18,49.17127
2021-07-19,62.43093
2021-07-20,68.50828
2021-07-21,57.45856
2021-07-22,58.56353
