date,나스닥선물지수
2020-07-15,18.46336
2020-07-16,23.77336
2020-07-17,15.84099
2020-07-18,2.61643
2020-07-19,1.5485
2020-07-20,17.2293
2020-07-21,15.41975
2020-07-22,18.05992
2020-07-23,16.83773
2020-07-24,21.05606
2020-07-25,3.96321
2020-07-26,1.45357
2020-07-27,15.83506
2020-07-28,15.91812
2020-07-29,15.49688
2020-07-30,19.83387
2020-07-31,15.6452
2020-08-01,3.008
2020-08-02,0.99673
2020-08-03,12.23969
2020-08-04,14.13823
2020-08-05,11.87184
2020-08-06,14.38148
2020-08-07,13.86532
2020-08-08,2.80628
2020-08-09,1.0264
2020-08-10,12.89231
2020-08-11,13.29575
2020-08-12,17.57342
2020-08-13,14.28062
2020-08-14,13.1415
2020-08-15,2.04687
2020-08-16,0.9018
2020-08-17,10.9463
2020-08-18,16.70127
2020-08-19,13.47374
2020-08-20,22.41471
2020-08-21,14.08484
2020-08-22,2.34945
2020-08-23,0.93147
2020-08-24,12.50074
2020-08-25,14.00177
2020-08-26,14.03144
2020-08-27,15.03411
2020-08-28,11.68792
2020-08-29,1.88668
2020-08-30,0.54583
2020-08-31,12.71432
2020-09-01,13.31948
2020-09-02,12.94571
2020-09-03,16.13171
2020-09-04,37.73361
2020-09-05,6.10501
2020-09-06,1.94007
2020-09-07,20.75941
2020-09-08,42.17146
2020-09-09,45.95668
2020-09-10,43.92168
2020-09-11,33.04657
2020-09-12,5.42272
2020-09-13,2.10619
2020-09-14,23.70216
2020-09-15,25.42865
2020-09-16,26.08721
2020-09-17,44.21833
2020-09-18,30.9641
2020-09-19,6.16434
2020-09-20,2.11213
2020-09-21,49.33254
2020-09-22,53.56274
2020-09-23,42.70542
2020-09-24,68.62058
2020-09-25,41.9638
2020-09-26,5.80243
2020-09-27,1.9638
2020-09-28,31.20735
2020-09-29,24.59804
2020-09-30,16.86146
2020-10-01,15.52654
2020-10-02,56.52921
2020-10-03,11.69385
2020-10-04,4.5921
2020-10-05,30.71492
2020-10-06,36.1673
2020-10-07,35.92405
2020-10-08,22.68762
2020-10-09,15.1587
2020-10-10,3.62503
2020-10-11,1.72055
2020-10-12,23.008
2020-10-13,29.78344
2020-10-14,28.9291
2020-10-15,41.25778
2020-10-16,31.81845
2020-10-17,4.77603
2020-10-18,1.91041
2020-10-19,28.8401
2020-10-20,32.5304
2020-10-21,31.01156
2020-10-22,35.07564
2020-10-23,26.18807
2020-10-24,4.26579
2020-10-25,1.34678
2020-10-26,31.00563
2020-10-27,34.64847
2020-10-28,38.52862
2020-10-29,46.10501
2020-10-30,47.26194
2020-10-31,8.12815
2020-11-01,2.78255
2020-11-02,38.8668
2020-11-03,31.42687
2020-11-04,49.52832
2020-11-05,40.94334
2020-11-06,41.55443
2020-11-07,6.36606
2020-11-08,2.39691
2020-11-09,37.8938
2020-11-10,41.26371
2020-11-11,35.39602
2020-11-12,32.44141
2020-11-13,26.06941
2020-11-14,3.94541
2020-11-15,1.4595
2020-11-16,23.34025
2020-11-17,25.1498
2020-11-18,25.30406
2020-11-19,26.65084
2020-11-20,20.973
2020-11-21,3.99881
2020-11-22,1.17472
2020-11-23,15.7342
2020-11-24,18.07772
2020-11-25,19.56096
2020-11-26,15.1587
2020-11-27,12.14476
2020-11-28,2.18332
2020-11-29,0.9196
2020-11-30,16.66567
2020-12-01,15.7698
2020-12-02,15.90032
2020-12-03,14.66627
2020-12-04,11.89557
2020-12-05,2.26638
2020-12-06,0.70008
2020-12-07,14.42301
2020-12-08,16.86739
2020-12-09,13.6458
2020-12-10,17.72174
2020-12-11,14.00177
2020-12-12,2.75882
2020-12-13,0.78315
2020-12-14,12.64906
2020-12-15,14.79679
2020-12-16,13.23642
2020-12-17,12.96944
2020-12-18,11.73539
2020-12-19,2.58676
2020-12-20,0.78315
2020-12-21,18.94986
2020-12-22,20.77128
2020-12-23,17.11658
2020-12-24,11.05903
2020-12-25,2.26638
2020-12-26,0.77721
2020-12-27,0.58142
2020-12-28,9.93177
2020-12-29,9.58172
2020-12-30,8.41293
2020-12-31,3.74369
2021-01-01,1.30525
2021-01-02,0.40937
2021-01-03,0.42717
2021-01-04,9.19015
2021-01-05,14.55354
2021-01-06,23.30465
2021-01-07,14.32809
2021-01-08,11.05903
2021-01-09,2.18332
2021-01-10,0.97893
2021-01-11,15.6986
2021-01-12,18.39216
2021-01-13,15.43755
2021-01-14,14.41708
2021-01-15,14.38148
2021-01-16,3.12073
2021-01-17,1.12132
2021-01-18,14.66627
2021-01-19,14.89172
2021-01-20,12.59566
2021-01-21,13.20676
2021-01-22,13.11776
2021-01-23,2.5749
2021-01-24,0.67042
2021-01-25,10.63779
2021-01-26,17.43696
2021-01-27,18.47522
2021-01-28,31.17175
2021-01-29,29.05369
2021-01-30,5.61257
2021-01-31,2.60456
2021-02-01,26.60338
2021-02-02,19.9644
2021-02-03,19.02699
2021-02-04,21.93414
2021-02-05,15.7876
2021-02-06,2.80628
2021-02-07,0.9552
2021-02-08,14.46455
2021-02-09,14.87392
2021-02-10,11.42687
2021-02-11,6.87629
2021-02-12,7.8137
2021-02-13,2.34945
2021-02-14,0.78315
2021-02-15,8.8401
2021-02-16,12.60753
2021-02-17,15.95372
2021-02-18,19.71521
2021-02-19,19.01512
2021-02-20,3.10886
2021-02-21,1.00266
2021-02-22,27.00682
2021-02-23,41.42984
2021-02-24,52.39394
2021-02-25,35.55028
2021-02-26,54.2035
2021-02-27,8.83417
2021-02-28,2.40284
2021-03-01,30.24028
2021-03-02,48.24681
2021-03-03,40.88401
2021-03-04,58.89053
2021-03-05,56.41649
2021-03-06,10.5132
2021-03-07,3.05547
2021-03-08,67.67131
2021-03-09,65.70157
2021-03-10,65.34559
2021-03-11,45.55324
2021-03-12,57.22337
2021-03-13,9.4334
2021-03-14,3.48857
2021-03-15,47.92049
2021-03-16,37.12844
2021-03-17,44.76416
2021-03-18,51.33194
2021-03-19,48.50192
2021-03-20,7.17294
2021-03-21,2.78255
2021-03-22,35.65707
2021-03-23,41.72649
2021-03-24,40.07119
2021-03-25,42.75882
2021-03-26,31.4506
2021-03-27,5.10234
2021-03-28,1.77395
2021-03-29,36.54108
2021-03-30,32.50667
2021-03-31,32.34648
2021-04-01,28.3536
2021-04-02,20.56956
2021-04-03,4.00474
2021-04-04,1.67902
2021-04-05,22.34945
2021-04-06,24.36665
2021-04-07,22.74102
2021-04-08,20.42123
2021-04-09,17.16997
2021-04-10,2.82408
2021-04-11,1.07979
2021-04-12,18.30317
2021-04-13,18.3625
2021-04-14,16.59448
2021-04-15,17.57935
2021-04-16,14.89172
2021-04-17,2.45624
2021-04-18,0.79501
2021-04-19,14.93918
2021-04-20,16.3097
2021-04-21,22.26638
2021-04-22,18.65915
2021-04-23,16.21477
2021-04-24,2.26045
2021-04-25,0.84247
2021-04-26,14.0789
2021-04-27,15.82319
2021-04-28,18.73034
2021-04-29,18.58795
2021-04-30,14.06704
2021-05-01,2.45031
2021-05-02,0.74755
2021-05-03,13.62207
2021-05-04,13.5568
2021-05-05,15.74013
2021-05-06,17.95312
2021-05-07,13.66953
2021-05-08,2.34351
2021-05-09,0.84247
2021-05-10,13.96618
2021-05-11,33.26609
2021-05-12,39.18125
2021-05-13,56.2919
2021-05-14,28.27647
2021-05-15,4.52091
2021-05-16,1.85701
2021-05-17,31.34974
2021-05-18,21.05606
2021-05-19,24.52684
2021-05-20,34.93325
2021-05-21,23.69029
2021-05-22,4.20646
2021-05-23,1.95787
2021-05-24,22.27825
2021-05-25,20.94334
2021-05-26,21.68495
2021-05-27,22.83002
2021-05-28,17.47256
2021-05-29,2.98427
2021-05-30,1.10946
2021-05-31,14.0967
2021-06-01,18.59388
2021-06-02,19.56689
2021-06-03,21.83328
2021-06-04,22.30792
2021-06-05,3.34025
2021-06-06,1.29338
2021-06-07,20.24325
2021-06-08,18.91426
2021-06-09,19.10412
2021-06-10,19.08039
2021-06-11,14.09077
2021-06-12,2.72322
2021-06-13,0.9018
2021-06-14,13.08217
2021-06-15,15.17057
2021-06-16,16.43429
2021-06-17,21.48323
2021-06-18,15.90625
2021-06-19,3.42924
2021-06-20,1.42984
2021-06-21,25.21506
2021-06-22,20.49243
2021-06-23,18.42183
2021-06-24,16.93859
2021-06-25,14.57134
2021-06-26,2.56897
2021-06-27,1.05606
2021-06-28,14.25689
2021-06-29,16.57075
2021-06-30,16.03678
2021-07-01,15.84692
2021-07-02,13.49747
2021-07-03,2.16552
2021-07-04,0.81281
2021-07-05,11.78285
2021-07-06,14.50608
2021-07-07,15.47908
2021-07-08,23.85048
2021-07-09,22.66389
2021-07-10,3.03767
2021-07-11,0.98487
2021-07-12,17.53188
2021-07-13,17.43102
2021-07-14,20.15425
2021-07-15,17.63274
2021-07-16,19.24058
2021-07-17,3.13853
2021-07-18,1.02046
2021-07-19,25.23286
2021-07-20,30.22841
2021-07-21,27.68911
2021-07-22,20.48056
2021-07-23,17.06911
2021-07-24,3.097
2021-07-25,1.05606
2021-07-26,21.0086
2021-07-27,20.11272
2021-07-28,24.91842
2021-07-29,20.11865
2021-07-30,27.26787
2021-07-31,3.73776
2021-08-01,1.17472
2021-08-02,16.85553
2021-08-03,19.56689
2021-08-04,18.87867
2021-08-05,17.64461
2021-08-06,16.02491
2021-08-07,2.17739
2021-08-08,0.75348
2021-08-09,17.7514
2021-08-10,17.87006
2021-08-11,18.89053
2021-08-12,18.40403
2021-08-13,15.98338
2021-08-14,2.6283
2021-08-15,0.85434
2021-08-16,12.94571
2021-08-17,22.73509
2021-08-18,21.94007
2021-08-19,35.45535
2021-08-20,27.64758
2021-08-21,3.51824
2021-08-22,1.26371
2021-08-23,18.99733
2021-08-24,20.74755
2021-08-25,21.9816
2021-08-26,22.31978
2021-08-27,19.25838
2021-08-28,2.72322
2021-08-29,0.90774
2021-08-30,16.70127
2021-08-31,18.96173
2021-09-01,17.89973
2021-09-02,18.3269
2021-09-03,14.17383
2021-09-04,2.78255
2021-09-05,0.83654
2021-09-06,12.55413
2021-09-07,16.52921
2021-09-08,20.80094
2021-09-09,20.973
2021-09-10,15.31889
2021-09-11,2.98427
2021-09-12,0.97893
2021-09-13,18.16671
2021-09-14,17.54375
2021-09-15,16.56481
2021-09-16,16.60634
2021-09-17,12.63719
2021-09-18,3.22752
2021-09-19,0.87214
2021-09-20,13.11776
2021-09-21,22.91308
2021-09-22,23.88015
2021-09-23,23.35212
2021-09-24,21.18065
2021-09-25,3.34025
2021-09-26,1.07979
2021-09-27,18.2735
2021-09-28,31.13616
2021-09-29,36.44022
2021-09-30,25.42865
2021-10-01,28.19934
2021-10-02,4.16493
2021-10-03,1.38237
2021-10-04,25.51171
2021-10-05,41.24592
2021-10-06,50.76831
2021-10-07,33.39661
2021-10-08,28.12221
2021-10-09,4.37852
2021-10-10,1.56036
2021-10-11,22.31978
2021-10-12,33.49747
2021-10-13,28.75111
2021-10-14,24.02847
2021-10-15,22.02907
2021-10-16,3.76149
2021-10-17,1.34678
2021-10-18,23.75556
2021-10-19,22.5215
2021-10-20,24.24799
2021-10-21,21.94007
2021-10-22,20.00593
2021-10-23,3.27499
2021-10-24,1.05606
2021-10-25,18.08958
2021-10-26,18.04212
2021-10-27,21.31118
2021-10-28,20.64075
2021-10-29,22.55117
2021-10-30,3.6191
2021-10-31,1.16879
2021-11-01,17.3539
2021-11-02,19.82201
2021-11-03,20.67042
2021-11-04,18.98546
2021-11-05,16.39276
2021-11-06,2.83002
2021-11-07,0.84247
2021-11-08,18.70661
2021-11-09,18.06585
2021-11-10,23.5479
2021-11-11,22.94274
2021-11-12,15.95965
2021-11-13,2.88935
2021-11-14,0.98487
2021-11-15,14.95105
2021-11-16,17.95312
2021-11-17,17.38356
2021-11-18,16.7962
2021-11-19,14.51794
2021-11-20,2.36131
2021-11-21,0.83654
2021-11-22,13.40255
2021-11-23,21.14506
2021-11-24,19.43043
2021-11-25,14.6722
2021-11-26,26.8229
2021-11-27,5.46425
2021-11-28,2.32571
2021-11-29,33.02284
2021-11-30,39.44823
2021-12-01,31.39721
2021-12-02,32.43547
2021-12-03,25.30406
2021-12-04,6.25927
2021-12-05,2.45624
2021-12-06,32.40581
2021-12-07,26.00415
2021-12-08,26.38386
2021-12-09,23.19193
2021-12-10,23.45891
2021-12-11,4.03441
2021-12-12,1.37051
2021-12-13,19.86354
2021-12-14,27.60605
2021-12-15,28.41886
2021-12-16,23.47671
2021-12-17,27.43399
2021-12-18,4.88282
2021-12-19,1.35271
2021-12-20,33.30169
2021-12-21,31.86591
2021-12-22,29.02996
2021-12-23,23.31059
2021-12-24,11.20142
2021-12-25,1.82735
2021-12-26,1.26371
2021-12-27,17.18184
2021-12-28,20.13645
2021-12-29,18.3447
2021-12-30,14.45861
2021-12-31,8.98249
2022-01-01,2.15959
2022-01-02,1.16879
2022-01-03,16.38089
2022-01-04,18.95579
2022-01-05,23.82082
2022-01-06,38.58202
2022-01-07,25.6897
2022-01-08,5.01928
2022-01-09,1.4951
2022-01-10,33.88312
2022-01-11,33.02284
2022-01-12,28.68584
2022-01-13,25.38119
2022-01-14,28.25867
2022-01-15,5.12014
2022-01-16,1.4239
2022-01-17,21.32898
2022-01-18,42.10026
2022-01-19,47.23227
2022-01-20,36.59448
2022-01-21,44.72856
2022-01-22,10.53099
2022-01-23,3.39958
2022-01-24,73.17709
2022-01-25,72.82705
2022-01-26,61.30525
2022-01-27,80.13052
2022-01-28,47.33313
2022-01-29,9.07149
2022-01-30,2.71136
2022-01-31,22.17739
2022-02-01,27.82557
2022-02-02,34.59507
2022-02-03,62.63423
2022-02-04,51.05309
2022-02-05,10.56066
2022-02-06,3.55384
2022-02-07,44.11747
2022-02-08,41.69682
2022-02-09,37.12251
2022-02-10,45.85582
2022-02-11,46.2652
2022-02-12,10.61999
2022-02-13,3.77336
2022-02-14,63.07327
2022-02-15,62.56897
2022-02-16,55.57994
2022-02-17,62.79442
2022-02-18,52.28715
2022-02-19,10.22841
2022-02-20,3.30465
2022-02-21,36.73094
2022-02-22,60.40344
2022-02-23,48.51379
2022-02-24,64.79976
2022-02-25,50.9997
2022-02-26,8.70958
2022-02-27,3.60723
2022-02-28,46.82883
2022-03-01,32.37021
2022-03-02,43.35805
2022-03-03,35.76386
2022-03-04,38.03619
2022-03-05,6.66864
2022-03-06,2.36725
2022-03-07,39.65588
2022-03-08,44.09967
2022-03-09,29.68258
2022-03-10,40.68822
2022-03-11,35.90032
2022-03-12,7.19667
2022-03-13,2.33165
2022-03-14,37.21744
2022-03-15,39.23464
2022-03-16,36.46395
2022-03-17,38.87867
2022-03-18,31.44467
2022-03-19,6.29486
2022-03-20,2.17739
2022-03-21,31.10056
2022-03-22,32.10916
2022-03-23,29.10708
2022-03-24,32.27528
2022-03-25,26.65084
2022-03-26,4.78196
2022-03-27,1.51883
2022-03-28,24.41412
2022-03-29,24.77009
2022-03-30,26.59744
2022-03-31,26.07534
2022-04-01,24.52684
2022-04-02,4.18866
2022-04-03,1.4951
2022-04-04,21.75615
2022-04-05,22.26045
2022-04-06,28.86977
2022-04-07,33.39068
2022-04-08,27.26194
2022-04-09,4.44378
2022-04-10,1.22218
2022-04-11,27.58825
2022-04-12,37.13438
2022-04-13,33.97211
2022-04-14,28.81637
2022-04-15,15.2477
2022-04-16,2.11806
2022-04-17,1.5307
2022-04-18,28.09255
2022-04-19,27.62978
2022-04-20,29.38
2022-04-21,27.01275
2022-04-22,26.79916
2022-04-23,5.7787
2022-04-24,1.80955
2022-04-25,36.12577
2022-04-26,33.58053
2022-04-27,42.50964
2022-04-28,36.01305
2022-04-29,33.0525
2022-04-30,6.77543
2022-05-01,2.30792
2022-05-02,33.23049
2022-05-03,30.40047
2022-05-04,26.32453
2022-05-05,24.25393
2022-05-06,41.09166
2022-05-07,6.57964
2022-05-08,2.29605
2022-05-09,41.35271
2022-05-10,49.58172
2022-05-11,51.41501
2022-05-12,52.71432
2022-05-13,37.35983
2022-05-14,6.56185
2022-05-15,2.02313
2022-05-16,40.10679
2022-05-17,35.44348
2022-05-18,37.07505
2022-05-19,49.74191
2022-05-20,32.23969
2022-05-21,7.16701
2022-05-22,1.95194
2022-05-23,31.66419
2022-05-24,39.24058
2022-05-25,40.02966
2022-05-26,37.57935
2022-05-27,30.16908
2022-05-28,4.93028
2022-05-29,1.4239
2022-05-30,24.37852
2022-05-31,33.24236
2022-06-01,24.6811
2022-06-02,33.46188
2022-06-03,27.53485
2022-06-04,5.20913
2022-06-05,1.73242
2022-06-06,22.035
2022-06-07,33.71106
2022-06-08,34.83832
2022-06-09,40.07712
2022-06-10,44.31919
2022-06-11,7.90269
2022-06-12,2.81815
2022-06-13,60.47463
2022-06-14,69.77751
2022-06-15,62.51557
2022-06-16,75.08751
2022-06-17,66.03381
2022-06-18,9.62325
2022-06-19,3.25719
2022-06-20,44.7345
2022-06-21,53.46188
2022-06-22,66.05754
2022-06-23,64.03441
2022-06-24,46.56778
2022-06-25,8.25274
2022-06-26,2.93681
2022-06-27,53.75259
2022-06-28,53.93058
2022-06-29,55.87659
2022-06-30,56.2563
2022-07-01,54.48234
2022-07-02,8.20528
2022-07-03,2.02907
2022-07-04,38.78967
2022-07-05,53.41441
2022-07-06,56.29783
2022-07-07,46.17027
2022-07-08,42.26045
2022-07-09,7.60605
2022-07-10,2.63423
2022-07-11,41.47137
2022-07-12,49.72411
2022-07-13,51.58113
2022-07-14,50.11569
2022-07-15,42.50964
2022-07-16,6.90002
2022-07-17,2.25452
2022-07-18,39.04479
2022-07-19,42.66983
2022-07-20,46.7695
2022-07-21,46.35419
2022-07-22,39.63808
2022-07-23,7.38059
2022-07-24,1.93414
2022-07-25,36.7428
2022-07-26,37.91159
2022-07-27,41.22218
2022-07-28,41.17472
2022-07-29,35.53841
2022-07-30,6.64491
2022-07-31,1.83921
2022-08-01,36.11391
2022-08-02,39.78641
2022-08-03,40.56363
2022-08-04,38.19638
2022-08-05,35.53248
2022-08-06,7.14328
2022-08-07,1.80361
2022-08-08,33.86532
2022-08-09,39.35924
2022-08-10,44.1412
2022-08-11,37.03352
2022-08-12,33.22456
2022-08-13,5.82023
2022-08-14,1.62563
2022-08-15,26.90596
2022-08-16,34.79086
2022-08-17,37.89973
2022-08-18,36.64787
2022-08-19,34.55354
2022-08-20,5.86769
2022-08-21,1.5485
2022-08-22,37.99466
2022-08-23,45.61257
2022-08-24,39.3355
2022-08-25,35.41382
2022-08-26,35.40195
2022-08-27,8.39513
2022-08-28,1.92821
2022-08-29,46.75763
2022-08-30,44.31326
2022-08-31,44.81756
2022-09-01,48.09255
2022-09-02,44.38445
2022-09-03,8.22901
2022-09-04,1.94601
2022-09-05,33.25422
2022-09-06,41.06199
2022-09-07,43.47671
2022-09-08,33.63986
2022-09-09,21.4595
2022-09-10,6.48472
2022-09-11,2.63423
2022-09-12,26.94749
2022-09-13,44.36665
2022-09-14,46.89409
2022-09-15,38.3447
2022-09-16,34.14417
2022-09-17,6.87036
2022-09-18,2.0706
2022-09-19,34.37555
2022-09-20,31.77692
2022-09-21,36.85553
2022-09-22,39.28804
2022-09-23,36.58854
2022-09-24,6.09908
2022-09-25,1.73242
2022-09-26,47.08395
2022-09-27,42.95461
2022-09-28,50.4598
2022-09-29,47.24414
2022-09-30,39.55502
2022-10-01,6.44319
2022-10-02,1.76802
2022-10-03,32.59566
2022-10-04,38.72441
2022-10-05,42.40878
2022-10-06,39.86354
2022-10-07,33.34915
2022-10-08,6.66864
2022-10-09,2.21299
2022-10-10,31.27261
2022-10-11,45.64817
2022-10-12,42.0172
2022-10-13,49.61139
2022-10-14,38.3269
2022-10-15,7.00682
2022-10-16,2.20706
2022-10-17,34.05517
2022-10-18,38.99139
2022-10-19,38.95579
2022-10-20,36.35123
2022-10-21,31.24295
2022-10-22,5.1854
2022-10-23,1.39424
2022-10-24,34.78493
2022-10-25,32.5838
2022-10-26,36.67161
2022-10-27,31.94897
2022-10-28,29.49866
2022-10-29,5.07861
2022-10-30,1.30525
2022-10-31,29.17235
2022-11-01,29.58172
2022-11-02,30.75051
2022-11-03,33.5568
2022-11-04,27.73657
2022-11-05,4.94215
2022-11-06,1.5307
2022-11-07,28.82824
2022-11-08,28.53752
2022-11-09,31.00563
2022-11-10,32.88638
2022-11-11,31.68792
2022-11-12,5.67784
2022-11-13,1.47137
2022-11-14,27.98576
2022-11-15,29.35627
2022-11-16,31.4862
2022-11-17,31.23702
2022-11-18,27.46366
2022-11-19,4.94808
2022-11-20,1.21625
2022-11-21,25.7787
2022-11-22,28.53159
2022-11-23,24.78789
2022-11-24,22.49184
2022-11-25,19.56689
2022-11-26,3.68436
2022-11-27,1.31118
2022-11-28,23.71403
2022-11-29,25.90329
2022-11-30,25.06674
2022-12-01,28.8579
2022-12-02,25.99228
2022-12-03,5.42272
2022-12-04,1.19845
2022-12-05,22.60456
2022-12-06,28.65618
2022-12-07,31.61079
2022-12-08,30.61999
2022-12-09,23.83862
2022-12-10,4.7167
2022-12-11,1.25778
2022-12-12,25.87362
2022-12-13,32.74399
2022-12-14,31.11836
2022-12-15,33.58647
2022-12-16,30.95223
2022-12-17,5.30999
2022-12-18,1.4239
2022-12-19,25.61851
2022-12-20,36.42242
2022-12-21,29.89024
2022-12-22,29.00029
2022-12-23,31.5752
2022-12-24,4.91248
2022-12-25,1.41204
2022-12-26,12.23375
2022-12-27,24.94808
2022-12-28,28.36547
2022-12-29,26.16434
2022-12-30,17.71581
2022-12-31,4.6099
2023-01-01,1.34678
2023-01-02,13.43814
2023-01-03,32.72026
2023-01-04,30.60812
2023-01-05,31.65826
2023-01-06,28.3892
2023-01-07,6.35419
2023-01-08,1.4595
2023-01-09,27.38059
2023-01-10,31.18362
2023-01-11,28.54939
2023-01-12,33.77039
2023-01-13,27.00682
2023-01-14,5.46425
2023-01-15,1.45357
2023-01-16,19.9466
2023-01-17,28.8579
2023-01-18,27.68911
2023-01-19,29.72411
2023-01-20,25.66004
2023-01-21,8.64431
2023-01-22,3.12073
2023-01-23,25.31592
2023-01-24,26.81696
2023-01-25,35.53248
2023-01-26,25.61851
2023-01-27,18.91426
2023-01-28,4.1412
2023-01-29,1.71462
2023-01-30,25.07861
2023-01-31,22.26638
2023-02-01,18.46336
2023-02-02,21.41204
2023-02-03,22.87155
2023-02-04,3.70809
2023-02-05,1.5129
2023-02-06,22.56303
2023-02-07,19.30584
2023-02-08,17.98872
2023-02-09,19.21684
2023-02-10,16.93266
2023-02-11,3.32838
2023-02-12,1.15099
2023-02-13,16.61228
2023-02-14,22.94867
2023-02-15,23.61317
2023-02-16,22.75289
2023-02-17,22.5037
2023-02-18,4.49124
2023-02-19,1.34678
2023-02-20,17.73361
2023-02-21,26.86443
2023-02-22,35.02818
2023-02-23,29.26134
2023-02-24,24.97181
2023-02-25,5.44645
2023-02-26,1.46544
2023-02-27,25.84396
2023-02-28,23.88015
2023-03-01,21.60189
2023-03-02,31.15989
2023-03-03,22.59863
2023-03-04,4.86502
2023-03-05,1.58409
2023-03-06,23.15633
2023-03-07,25.60071
2023-03-08,30.06229
2023-03-09,29.69445
2023-03-10,33.89498
2023-03-11,6.95935
2023-03-12,2.45031
2023-03-13,49.74784
2023-03-14,49.46306
2023-03-15,48.64431
2023-03-16,43.19193
2023-03-17,32.24562
2023-03-18,6.50845
2023-03-19,2.21299
2023-03-20,39.27617
2023-03-21,31.45654
2023-03-22,32.67873
2023-03-23,36.60041
2023-03-24,30.50133
2023-03-25,5.61257
2023-03-26,1.94007
2023-03-27,29.35034
2023-03-28,29.73598
2023-03-29,29.12488
2023-03-30,27.29753
2023-03-31,24.49718
2023-04-01,4.50311
2023-04-02,1.53663
2023-04-03,27.03055
2023-04-04,28.53159
2023-04-05,28.98249
2023-04-06,32.96351
2023-04-07,20.68229
2023-04-08,4.17086
2023-04-09,1.51883
2023-04-10,24.12933
2023-04-11,25.23286
2023-04-12,28.43666
2023-04-13,25.86769
2023-04-14,20.973
2023-04-15,3.94541
2023-04-16,1.25185
2023-04-17,21.71462
2023-04-18,24.85315
2023-04-19,26.37199
2023-04-20,30.69712
2023-04-21,26.50845
2023-04-22,4.63957
2023-04-23,1.21625
2023-04-24,23.90981
2023-04-25,26.194
2023-04-26,32.81518
2023-04-27,25.16167
2023-04-28,20.32631
2023-04-29,3.39958
2023-04-30,1.03233
2023-05-01,15.34856
2023-05-02,22.16552
2023-05-03,24.45565
2023-05-04,21.97567
2023-05-05,14.49421
2023-05-06,3.98101
2023-05-07,1.42984
2023-05-08,21.29338
2023-05-09,21.0442
2023-05-10,25.58291
2023-05-11,22.86561
2023-05-12,18.30317
2023-05-13,3.17413
2023-05-14,0.93147
2023-05-15,17.8048
2023-05-16,19.8754
2023-05-17,19.3711
2023-05-18,18.91426
2023-05-19,17.05132
2023-05-20,3.48857
2023-05-21,1.26371
2023-05-22,17.38356
2023-05-23,19.83981
2023-05-24,21.61376
2023-05-25,27.91456
2023-05-26,18.24977
2023-05-27,4.34292
2023-05-28,1.83328
