date,상속취득세
2020-07-13,95.45454
2020-07-14,97.40259
2020-07-15,90.58441
2020-07-16,74.02597
2020-07-17,73.05194
2020-07-18,39.61038
2020-07-19,46.75324
2020-07-20,77.92207
2020-07-21,64.61038
2020-07-22,75.0
2020-07-23,54.54545
2020-07-24,56.81818
2020-07-25,42.20779
2020-07-26,37.33766
2020-07-27,58.11688
2020-07-28,71.10389
2020-07-29,77.5974
2020-07-30,76.62337
2020-07-31,69.15584
2020-08-01,42.20779
2020-08-02,39.93506
2020-08-03,60.06493
2020-08-04,65.25974
2020-08-05,76.94805
2020-08-06,55.84415
2020-08-07,64.61038
2020-08-08,41.23376
2020-08-09,33.76623
2020-08-10,63.31168
2020-08-11,59.74025
2020-08-12,65.25974
2020-08-13,62.98701
2020-08-14,49.67532
2020-08-15,30.51948
2020-08-16,25.97402
2020-08-17,25.32467
2020-08-18,39.93506
2020-08-19,42.85714
2020-08-20,35.71428
2020-08-21,27.5974
2020-08-22,19.48051
2020-08-23,21.10389
2020-08-24,43.83116
2020-08-25,41.55844
2020-08-26,30.84415
2020-08-27,40.90909
2020-08-28,36.03896
2020-08-29,23.05194
2020-08-30,21.42857
2020-08-31,39.28571
2020-09-01,29.87012
2020-09-02,29.54545
2020-09-03,34.0909
2020-09-04,25.64935
2020-09-05,17.85714
2020-09-06,16.88311
2020-09-07,37.66233
2020-09-08,34.0909
2020-09-09,36.68831
2020-09-10,42.53246
2020-09-11,37.98701
2020-09-12,25.0
2020-09-13,22.40259
2020-09-14,47.40259
2020-09-15,43.18181
2020-09-16,34.41558
2020-09-17,41.88311
2020-09-18,33.11688
2020-09-19,28.24675
2020-09-20,18.50649
2020-09-21,30.1948
2020-09-22,29.54545
2020-09-23,37.33766
2020-09-24,25.97402
2020-09-25,28.8961
2020-09-26,21.10389
2020-09-27,19.15584
2020-09-28,29.22077
2020-09-29,22.07792
2020-09-30,10.38961
2020-10-01,19.80519
2020-10-02,20.12987
2020-10-03,21.75324
2020-10-04,24.02597
2020-10-05,29.54545
2020-10-06,42.85714
2020-10-07,35.71428
2020-10-08,33.11688
2020-10-09,18.18181
2020-10-10,19.80519
2020-10-11,18.18181
2020-10-12,44.80519
2020-10-13,34.0909
2020-10-14,35.06493
2020-10-15,30.51948
2020-10-16,30.1948
2020-10-17,17.20779
2020-10-18,20.45454
2020-10-19,34.41558
2020-10-20,39.28571
2020-10-21,38.31168
2020-10-22,32.7922
2020-10-23,33.76623
2020-10-24,20.12987
2020-10-25,25.97402
2020-10-26,42.53246
2020-10-27,37.98701
2020-10-28,32.7922
2020-10-29,39.28571
2020-10-30,37.33766
2020-10-31,21.10389
2020-11-01,21.42857
2020-11-02,32.46753
2020-11-03,36.68831
2020-11-04,29.22077
2020-11-05,34.0909
2020-11-06,22.72727
2020-11-07,18.18181
2020-11-08,19.80519
2020-11-09,31.4935
2020-11-10,36.36363
2020-11-11,31.16883
2020-11-12,43.83116
2020-11-13,33.76623
2020-11-14,21.75324
2020-11-15,15.90909
2020-11-16,42.85714
2020-11-17,36.03896
2020-11-18,36.03896
2020-11-19,38.96103
2020-11-20,37.66233
2020-11-21,21.42857
2020-11-22,17.85714
2020-11-23,43.18181
2020-11-24,38.31168
2020-11-25,42.85714
2020-11-26,42.53246
2020-11-27,38.96103
2020-11-28,21.42857
2020-11-29,16.88311
2020-11-30,31.81818
2020-12-01,24.67532
2020-12-02,33.76623
2020-12-03,25.32467
2020-12-04,26.94805
2020-12-05,16.55844
2020-12-06,12.66233
2020-12-07,31.81818
2020-12-08,31.81818
2020-12-09,28.8961
2020-12-10,32.46753
2020-12-11,30.51948
2020-12-12,10.38961
2020-12-13,13.31168
2020-12-14,28.8961
2020-12-15,27.5974
2020-12-16,31.81818
2020-12-17,32.7922
2020-12-18,26.2987
2020-12-19,19.15584
2020-12-20,16.55844
2020-12-21,38.96103
2020-12-22,30.1948
2020-12-23,40.58441
2020-12-24,30.51948
2020-12-25,16.55844
2020-12-26,21.10389
2020-12-27,19.15584
2020-12-28,39.93506
2020-12-29,35.06493
2020-12-30,32.46753
2020-12-31,18.18181
2021-01-01,13.63636
2021-01-02,13.63636
2021-01-03,15.58441
2021-01-04,34.41558
2021-01-05,23.37662
2021-01-06,25.32467
2021-01-07,19.48051
2021-01-08,23.70129
2021-01-09,15.90909
2021-01-10,15.90909
2021-01-11,36.68831
2021-01-12,39.28571
2021-01-13,27.5974
2021-01-14,41.23376
2021-01-15,38.96103
2021-01-16,33.76623
2021-01-17,22.72727
2021-01-18,50.97402
2021-01-19,61.03896
2021-01-20,66.88311
2021-01-21,49.67532
2021-01-22,55.84415
2021-01-23,43.50649
2021-01-24,38.96103
2021-01-25,67.53246
2021-01-26,59.74025
2021-01-27,63.31168
2021-01-28,60.06493
2021-01-29,39.28571
2021-01-30,33.44155
2021-01-31,42.53246
2021-02-01,57.14285
2021-02-02,53.8961
2021-02-03,44.15584
2021-02-04,51.2987
2021-02-05,42.85714
2021-02-06,32.46753
2021-02-07,28.8961
2021-02-08,50.64935
2021-02-09,50.0
2021-02-10,46.75324
2021-02-11,24.02597
2021-02-12,25.97402
2021-02-13,33.11688
2021-02-14,36.68831
2021-02-15,72.40259
2021-02-16,69.48051
2021-02-17,54.22077
2021-02-18,60.06493
2021-02-19,47.40259
2021-02-20,35.06493
2021-02-21,33.11688
2021-02-22,68.50649
2021-02-23,57.46753
2021-02-24,45.12987
2021-02-25,39.93506
2021-02-26,37.33766
2021-02-27,29.22077
2021-02-28,31.81818
2021-03-01,31.16883
2021-03-02,45.45454
2021-03-03,45.12987
2021-03-04,55.51948
2021-03-05,45.77922
2021-03-06,32.7922
2021-03-07,29.87012
2021-03-08,49.35064
2021-03-09,50.97402
2021-03-10,48.37662
2021-03-11,50.32467
2021-03-12,50.97402
2021-03-13,35.38961
2021-03-14,43.83116
2021-03-15,78.8961
2021-03-16,89.93506
2021-03-17,76.2987
2021-03-18,65.90909
2021-03-19,60.38961
2021-03-20,37.01298
2021-03-21,56.81818
2021-03-22,87.98701
2021-03-23,70.45454
2021-03-24,73.37662
2021-03-25,64.61038
2021-03-26,64.28571
2021-03-27,29.54545
2021-03-28,36.36363
2021-03-29,67.20779
2021-03-30,61.36363
2021-03-31,47.07792
2021-04-01,47.07792
2021-04-02,48.70129
2021-04-03,37.66233
2021-04-04,29.22077
2021-04-05,55.1948
2021-04-06,52.5974
2021-04-07,46.10389
2021-04-08,52.92207
2021-04-09,50.0
2021-04-10,25.32467
2021-04-11,25.97402
2021-04-12,62.98701
2021-04-13,64.93506
2021-04-14,54.87012
2021-04-15,53.24675
2021-04-16,50.97402
2021-04-17,35.38961
2021-04-18,38.96103
2021-04-19,83.11688
2021-04-20,69.48051
2021-04-21,62.01298
2021-04-22,60.06493
2021-04-23,50.0
2021-04-24,31.4935
2021-04-25,42.20779
2021-04-26,65.58441
2021-04-27,66.55844
2021-04-28,72.40259
2021-04-29,67.20779
2021-04-30,53.57142
2021-05-01,25.32467
2021-05-02,31.81818
2021-05-03,42.20779
2021-05-04,65.25974
2021-05-05,29.87012
2021-05-06,50.0
2021-05-07,47.40259
2021-05-08,27.92207
2021-05-09,43.18181
2021-05-10,54.87012
2021-05-11,38.96103
2021-05-12,46.42857
2021-05-13,58.44155
2021-05-14,45.12987
2021-05-15,26.94805
2021-05-16,26.62337
2021-05-17,49.35064
2021-05-18,42.85714
2021-05-19,36.68831
2021-05-20,55.1948
2021-05-21,58.76623
2021-05-22,35.71428
2021-05-23,38.96103
2021-05-24,55.1948
2021-05-25,54.22077
2021-05-26,47.40259
2021-05-27,45.45454
2021-05-28,43.83116
2021-05-29,35.38961
2021-05-30,34.74025
2021-05-31,58.44155
2021-06-01,50.64935
2021-06-02,50.32467
2021-06-03,42.85714
2021-06-04,35.71428
2021-06-05,30.1948
2021-06-06,28.24675
2021-06-07,51.94805
2021-06-08,50.0
2021-06-09,50.32467
2021-06-10,40.58441
2021-06-11,45.45454
2021-06-12,24.35064
2021-06-13,33.76623
2021-06-14,52.5974
2021-06-15,60.06493
2021-06-16,45.12987
2021-06-17,43.50649
2021-06-18,51.2987
2021-06-19,29.54545
2021-06-20,33.44155
2021-06-21,54.54545
2021-06-22,50.64935
2021-06-23,43.50649
2021-06-24,47.07792
2021-06-25,41.55844
2021-06-26,30.1948
2021-06-27,37.01298
2021-06-28,57.7922
2021-06-29,54.22077
2021-06-30,44.48051
2021-07-01,37.01298
2021-07-02,35.06493
2021-07-03,25.0
2021-07-04,24.02597
2021-07-05,42.85714
2021-07-06,40.25974
2021-07-07,43.18181
2021-07-08,37.33766
2021-07-09,37.33766
2021-07-10,23.05194
2021-07-11,24.35064
2021-07-12,41.23376
2021-07-13,48.05194
2021-07-14,53.24675
2021-07-15,48.70129
2021-07-16,39.93506
2021-07-17,26.2987
2021-07-18,24.67532
2021-07-19,59.74025
2021-07-20,61.03896
2021-07-21,54.22077
2021-07-22,41.55844
2021-07-23,42.85714
2021-07-24,27.92207
2021-07-25,20.77922
2021-07-26,54.22077
2021-07-27,57.14285
2021-07-28,57.14285
2021-07-29,45.77922
2021-07-30,42.85714
2021-07-31,42.20779
2021-08-01,31.16883
2021-08-02,61.36363
2021-08-03,54.87012
2021-08-04,50.97402
2021-08-05,62.66233
2021-08-06,54.22077
2021-08-07,30.1948
2021-08-08,35.71428
2021-08-09,63.63636
2021-08-10,69.48051
2021-08-11,66.23376
2021-08-12,65.25974
2021-08-13,51.62337
2021-08-14,42.85714
2021-08-15,39.28571
2021-08-16,38.63636
2021-08-17,55.1948
2021-08-18,74.67532
2021-08-19,71.75324
2021-08-20,59.41558
2021-08-21,48.37662
2021-08-22,40.90909
2021-08-23,73.70129
2021-08-24,64.61038
2021-08-25,62.66233
2021-08-26,45.45454
2021-08-27,46.42857
2021-08-28,37.98701
2021-08-29,43.18181
2021-08-30,71.42857
2021-08-31,63.63636
2021-09-01,53.24675
2021-09-02,60.38961
2021-09-03,48.70129
2021-09-04,41.23376
2021-09-05,35.06493
2021-09-06,60.71428
2021-09-07,55.1948
2021-09-08,51.62337
2021-09-09,57.46753
2021-09-10,44.80519
2021-09-11,38.31168
2021-09-12,30.1948
2021-09-13,58.44155
2021-09-14,52.27272
2021-09-15,50.0
2021-09-16,49.02597
2021-09-17,41.88311
2021-09-18,30.51948
2021-09-19,29.54545
2021-09-20,34.0909
2021-09-21,40.90909
2021-09-22,37.01298
2021-09-23,96.10389
2021-09-24,74.35064
2021-09-25,44.48051
2021-09-26,46.75324
2021-09-27,78.57142
2021-09-28,74.35064
2021-09-29,64.28571
2021-09-30,60.06493
2021-10-01,45.12987
2021-10-02,35.06493
2021-10-03,37.01298
2021-10-04,42.20779
2021-10-05,63.96103
2021-10-06,61.03896
2021-10-07,63.63636
2021-10-08,55.84415
2021-10-09,28.24675
2021-10-10,37.98701
2021-10-11,51.2987
2021-10-12,61.68831
2021-10-13,66.55844
2021-10-14,70.77922
2021-10-15,47.72727
2021-10-16,33.76623
2021-10-17,41.55844
2021-10-18,79.87012
2021-10-19,70.45454
2021-10-20,51.62337
2021-10-21,61.36363
2021-10-22,47.07792
2021-10-23,34.74025
2021-10-24,40.58441
2021-10-25,70.45454
2021-10-26,57.7922
2021-10-27,59.0909
2021-10-28,61.36363
2021-10-29,48.37662
2021-10-30,37.98701
2021-10-31,33.11688
2021-11-01,76.62337
2021-11-02,70.12987
2021-11-03,60.06493
2021-11-04,50.32467
2021-11-05,46.42857
2021-11-06,27.5974
2021-11-07,33.11688
2021-11-08,58.44155
2021-11-09,63.96103
2021-11-10,53.57142
2021-11-11,52.27272
2021-11-12,59.74025
2021-11-13,34.0909
2021-11-14,38.63636
2021-11-15,63.31168
2021-11-16,59.74025
2021-11-17,52.5974
2021-11-18,53.57142
2021-11-19,37.66233
2021-11-20,37.98701
2021-11-21,38.96103
2021-11-22,58.76623
2021-11-23,57.46753
2021-11-24,52.92207
2021-11-25,62.98701
2021-11-26,56.4935
2021-11-27,26.2987
2021-11-28,47.40259
2021-11-29,61.68831
2021-11-30,61.68831
2021-12-01,52.92207
2021-12-02,46.10389
2021-12-03,51.94805
2021-12-04,32.7922
2021-12-05,30.84415
2021-12-06,63.31168
2021-12-07,58.76623
2021-12-08,57.14285
2021-12-09,45.45454
2021-12-10,49.67532
2021-12-11,46.10389
2021-12-12,44.80519
2021-12-13,77.5974
2021-12-14,62.33766
2021-12-15,65.25974
2021-12-16,66.23376
2021-12-17,36.68831
2021-12-18,30.1948
2021-12-19,34.0909
2021-12-20,74.35064
2021-12-21,70.45454
2021-12-22,56.4935
2021-12-23,56.16883
2021-12-24,41.88311
2021-12-25,18.83116
2021-12-26,29.54545
2021-12-27,65.25974
2021-12-28,58.76623
2021-12-29,65.90909
2021-12-30,52.92207
2021-12-31,40.25974
2022-01-01,31.16883
2022-01-02,33.11688
2022-01-03,60.38961
2022-01-04,56.4935
2022-01-05,59.74025
2022-01-06,71.42857
2022-01-07,63.31168
2022-01-08,35.38961
2022-01-09,52.5974
2022-01-10,70.12987
2022-01-11,58.11688
2022-01-12,61.36363
2022-01-13,67.85714
2022-01-14,69.15584
2022-01-15,47.40259
2022-01-16,40.90909
2022-01-17,62.01298
2022-01-18,62.33766
2022-01-19,62.66233
2022-01-20,66.55844
2022-01-21,55.1948
2022-01-22,44.80519
2022-01-23,52.27272
2022-01-24,58.76623
2022-01-25,55.1948
2022-01-26,51.62337
2022-01-27,50.32467
2022-01-28,50.64935
2022-01-29,28.8961
2022-01-30,33.76623
2022-01-31,28.8961
2022-02-01,35.38961
2022-02-02,50.32467
2022-02-03,73.37662
2022-02-04,64.93506
2022-02-05,45.45454
2022-02-06,42.20779
2022-02-07,69.80519
2022-02-08,60.71428
2022-02-09,62.66233
2022-02-10,67.53246
2022-02-11,65.25974
2022-02-12,34.0909
2022-02-13,39.93506
2022-02-14,77.5974
2022-02-15,74.02597
2022-02-16,81.4935
2022-02-17,66.23376
2022-02-18,52.92207
2022-02-19,45.77922
2022-02-20,38.63636
2022-02-21,66.88311
2022-02-22,76.2987
2022-02-23,61.03896
2022-02-24,70.77922
2022-02-25,55.51948
2022-02-26,40.25974
2022-02-27,33.76623
2022-02-28,59.74025
2022-03-01,38.96103
2022-03-02,52.5974
2022-03-03,50.97402
2022-03-04,53.57142
2022-03-05,37.98701
2022-03-06,27.92207
2022-03-07,60.06493
2022-03-08,50.32467
2022-03-09,33.44155
2022-03-10,42.85714
2022-03-11,44.48051
2022-03-12,31.4935
2022-03-13,41.55844
2022-03-14,69.80519
2022-03-15,71.75324
2022-03-16,64.61038
2022-03-17,80.1948
2022-03-18,60.06493
2022-03-19,38.96103
2022-03-20,32.14285
2022-03-21,68.50649
2022-03-22,74.67532
2022-03-23,66.55844
2022-03-24,66.23376
2022-03-25,49.02597
2022-03-26,42.20779
2022-03-27,43.18181
2022-03-28,59.74025
2022-03-29,70.45454
2022-03-30,62.98701
2022-03-31,65.25974
2022-04-01,49.67532
2022-04-02,38.31168
2022-04-03,36.36363
2022-04-04,65.90909
2022-04-05,63.96103
2022-04-06,73.05194
2022-04-07,64.28571
2022-04-08,45.77922
2022-04-09,34.74025
2022-04-10,43.83116
2022-04-11,68.50649
2022-04-12,70.77922
2022-04-13,62.98701
2022-04-14,64.61038
2022-04-15,50.32467
2022-04-16,50.64935
2022-04-17,44.80519
2022-04-18,79.22077
2022-04-19,88.96103
2022-04-20,75.97402
2022-04-21,68.83116
2022-04-22,71.10389
2022-04-23,42.85714
2022-04-24,40.58441
2022-04-25,72.40259
2022-04-26,73.70129
2022-04-27,70.12987
2022-04-28,74.02597
2022-04-29,54.54545
2022-04-30,42.85714
2022-05-01,36.03896
2022-05-02,67.20779
2022-05-03,59.41558
2022-05-04,59.41558
2022-05-05,40.25974
2022-05-06,52.92207
2022-05-07,36.68831
2022-05-08,51.62337
2022-05-09,83.44155
2022-05-10,78.57142
2022-05-11,65.25974
2022-05-12,62.66233
2022-05-13,59.0909
2022-05-14,39.61038
2022-05-15,37.01298
2022-05-16,81.16883
2022-05-17,72.72727
2022-05-18,60.38961
2022-05-19,69.15584
2022-05-20,64.28571
2022-05-21,39.61038
2022-05-22,38.96103
2022-05-23,65.90909
2022-05-24,63.31168
2022-05-25,52.5974
2022-05-26,63.31168
2022-05-27,57.7922
2022-05-28,28.8961
2022-05-29,36.03896
2022-05-30,72.07792
2022-05-31,56.4935
2022-06-01,40.90909
2022-06-02,55.51948
2022-06-03,56.4935
2022-06-04,34.0909
2022-06-05,27.27272
2022-06-06,38.96103
2022-06-07,61.68831
2022-06-08,69.15584
2022-06-09,65.90909
2022-06-10,56.81818
2022-06-11,36.03896
2022-06-12,32.14285
2022-06-13,68.83116
2022-06-14,59.41558
2022-06-15,61.36363
2022-06-16,63.31168
2022-06-17,57.14285
2022-06-18,28.8961
2022-06-19,33.76623
2022-06-20,69.48051
2022-06-21,66.23376
2022-06-22,69.80519
2022-06-23,60.38961
2022-06-24,56.16883
2022-06-25,26.2987
2022-06-26,31.16883
2022-06-27,72.07792
2022-06-28,62.01298
2022-06-29,54.54545
2022-06-30,48.37662
2022-07-01,46.75324
2022-07-02,30.51948
2022-07-03,30.51948
2022-07-04,72.07792
2022-07-05,65.25974
2022-07-06,72.72727
2022-07-07,63.96103
2022-07-08,59.0909
2022-07-09,30.1948
2022-07-10,37.66233
2022-07-11,76.94805
2022-07-12,80.51948
2022-07-13,78.24675
2022-07-14,68.18181
2022-07-15,60.71428
2022-07-16,39.93506
2022-07-17,41.55844
2022-07-18,71.42857
2022-07-19,66.88311
2022-07-20,73.37662
2022-07-21,69.48051
2022-07-22,70.12987
2022-07-23,37.66233
2022-07-24,43.83116
2022-07-25,76.62337
2022-07-26,75.64935
2022-07-27,70.45454
2022-07-28,64.93506
2022-07-29,61.68831
2022-07-30,27.27272
2022-07-31,35.38961
2022-08-01,80.51948
2022-08-02,66.88311
2022-08-03,75.0
2022-08-04,73.05194
2022-08-05,60.06493
2022-08-06,33.11688
2022-08-07,44.15584
2022-08-08,85.71428
2022-08-09,79.54545
2022-08-10,82.14285
2022-08-11,70.45454
2022-08-12,55.84415
2022-08-13,36.36363
2022-08-14,33.44155
2022-08-15,37.98701
2022-08-16,81.81818
2022-08-17,68.18181
2022-08-18,66.55844
2022-08-19,67.20779
2022-08-20,38.31168
2022-08-21,44.48051
2022-08-22,69.15584
2022-08-23,77.92207
2022-08-24,64.28571
2022-08-25,60.71428
2022-08-26,60.71428
2022-08-27,38.96103
2022-08-28,31.16883
2022-08-29,77.27272
2022-08-30,67.53246
2022-08-31,63.96103
2022-09-01,91.23376
2022-09-02,61.68831
2022-09-03,33.44155
2022-09-04,35.38961
2022-09-05,56.16883
2022-09-06,62.01298
2022-09-07,58.44155
2022-09-08,58.11688
2022-09-09,29.22077
2022-09-10,40.58441
2022-09-11,43.50649
2022-09-12,46.75324
2022-09-13,100.0
2022-09-14,85.71428
2022-09-15,82.7922
2022-09-16,79.54545
2022-09-17,51.2987
2022-09-18,50.97402
2022-09-19,91.55844
2022-09-20,87.01298
2022-09-21,92.20779
2022-09-22,70.12987
2022-09-23,72.72727
2022-09-24,33.11688
2022-09-25,36.36363
2022-09-26,66.88311
2022-09-27,58.76623
2022-09-28,59.0909
2022-09-29,59.74025
2022-09-30,43.18181
2022-10-01,28.24675
2022-10-02,26.62337
2022-10-03,36.36363
2022-10-04,54.54545
2022-10-05,63.31168
2022-10-06,54.22077
2022-10-07,39.93506
2022-10-08,20.77922
2022-10-09,15.58441
2022-10-10,31.81818
2022-10-11,49.67532
2022-10-12,54.87012
2022-10-13,63.31168
2022-10-14,68.83116
2022-10-15,38.63636
2022-10-16,26.62337
2022-10-17,65.58441
2022-10-18,60.38961
2022-10-19,59.0909
2022-10-20,47.72727
2022-10-21,48.70129
2022-10-22,24.35064
2022-10-23,27.27272
2022-10-24,62.33766
2022-10-25,62.01298
2022-10-26,46.42857
2022-10-27,49.35064
2022-10-28,46.10389
2022-10-29,27.92207
2022-10-30,14.93506
2022-10-31,49.35064
2022-11-01,41.55844
2022-11-02,39.28571
2022-11-03,37.33766
2022-11-04,30.84415
2022-11-05,13.31168
2022-11-06,19.80519
2022-11-07,41.55844
2022-11-08,43.50649
2022-11-09,33.76623
2022-11-10,41.23376
2022-11-11,39.28571
2022-11-12,16.23376
2022-11-13,27.92207
2022-11-14,54.22077
2022-11-15,39.28571
2022-11-16,44.80519
2022-11-17,45.45454
2022-11-18,45.45454
2022-11-19,19.48051
2022-11-20,23.37662
2022-11-21,48.37662
2022-11-22,37.66233
2022-11-23,40.58441
2022-11-24,38.63636
2022-11-25,34.74025
2022-11-26,19.48051
2022-11-27,25.64935
2022-11-28,38.96103
2022-11-29,48.37662
2022-11-30,39.28571
2022-12-01,36.68831
2022-12-02,36.68831
2022-12-03,13.96103
2022-12-04,22.07792
2022-12-05,44.15584
2022-12-06,36.03896
2022-12-07,38.63636
2022-12-08,37.66233
2022-12-09,50.32467
2022-12-10,20.45454
2022-12-11,26.62337
2022-12-12,45.12987
2022-12-13,47.72727
2022-12-14,54.54545
2022-12-15,44.48051
2022-12-16,44.48051
2022-12-17,30.84415
2022-12-18,23.70129
2022-12-19,43.18181
2022-12-20,48.05194
2022-12-21,61.03896
2022-12-22,48.37662
2022-12-23,40.25974
2022-12-24,28.8961
2022-12-25,24.35064
2022-12-26,38.96103
2022-12-27,46.75324
2022-12-28,48.70129
2022-12-29,37.66233
2022-12-30,34.41558
2022-12-31,18.18181
2023-01-01,22.40259
2023-01-02,40.25974
2023-01-03,33.11688
2023-01-04,46.42857
2023-01-05,44.80519
2023-01-06,47.40259
2023-01-07,32.46753
2023-01-08,28.57142
2023-01-09,59.74025
2023-01-10,48.37662
2023-01-11,37.66233
2023-01-12,47.07792
2023-01-13,38.31168
2023-01-14,25.97402
2023-01-15,25.32467
2023-01-16,49.67532
2023-01-17,46.42857
2023-01-18,42.20779
2023-01-19,41.88311
2023-01-20,27.92207
2023-01-21,19.80519
2023-01-22,23.37662
2023-01-23,24.67532
2023-01-24,31.81818
2023-01-25,53.57142
2023-01-26,59.0909
2023-01-27,49.67532
2023-01-28,28.24675
2023-01-29,23.70129
2023-01-30,49.35064
2023-01-31,48.37662
2023-02-01,59.41558
2023-02-02,45.12987
2023-02-03,45.12987
2023-02-04,31.16883
2023-02-05,28.57142
2023-02-06,62.33766
2023-02-07,56.4935
2023-02-08,62.01298
2023-02-09,59.0909
2023-02-10,38.96103
2023-02-11,30.84415
2023-02-12,27.92207
2023-02-13,60.06493
2023-02-14,42.85714
2023-02-15,57.14285
2023-02-16,45.77922
2023-02-17,50.97402
2023-02-18,30.1948
2023-02-19,26.94805
2023-02-20,54.87012
2023-02-21,51.94805
2023-02-22,53.24675
2023-02-23,52.27272
2023-02-24,45.45454
2023-02-25,31.81818
2023-02-26,25.97402
2023-02-27,49.67532
2023-02-28,42.53246
2023-03-01,26.94805
2023-03-02,44.15584
2023-03-03,37.98701
2023-03-04,23.05194
2023-03-05,28.24675
2023-03-06,51.62337
2023-03-07,43.50649
2023-03-08,56.4935
2023-03-09,51.62337
2023-03-10,38.96103
2023-03-11,17.53246
2023-03-12,25.64935
2023-03-13,49.35064
2023-03-14,47.40259
2023-03-15,49.35064
2023-03-16,52.92207
2023-03-17,36.36363
2023-03-18,29.22077
2023-03-19,26.2987
2023-03-20,55.84415
2023-03-21,50.64935
2023-03-22,52.5974
2023-03-23,39.93506
2023-03-24,39.93506
2023-03-25,26.94805
2023-03-26,21.75324
2023-03-27,37.98701
2023-03-28,47.72727
2023-03-29,50.97402
2023-03-30,37.33766
2023-03-31,41.88311
2023-04-01,21.42857
2023-04-02,23.37662
2023-04-03,49.35064
2023-04-04,37.98701
2023-04-05,44.80519
2023-04-06,48.37662
2023-04-07,46.10389
2023-04-08,16.23376
2023-04-09,24.35064
2023-04-10,47.40259
2023-04-11,42.53246
2023-04-12,38.31168
2023-04-13,38.96103
2023-04-14,40.90909
2023-04-15,25.0
2023-04-16,23.37662
2023-04-17,59.0909
2023-04-18,40.25974
2023-04-19,49.35064
2023-04-20,42.53246
2023-04-21,36.03896
2023-04-22,20.77922
2023-04-23,19.15584
2023-04-24,45.12987
2023-04-25,38.96103
2023-04-26,47.40259
2023-04-27,32.46753
2023-04-28,36.03896
2023-04-29,16.55844
2023-04-30,18.50649
2023-05-01,28.57142
2023-05-02,32.7922
2023-05-03,35.38961
2023-05-04,31.4935
2023-05-05,19.15584
2023-05-06,19.48051
2023-05-07,23.37662
2023-05-08,40.58441
2023-05-09,50.32467
2023-05-10,39.28571
2023-05-11,31.16883
2023-05-12,35.06493
2023-05-13,16.23376
2023-05-14,23.05194
2023-05-15,46.42857
2023-05-16,43.83116
2023-05-17,39.93506
2023-05-18,45.12987
2023-05-19,47.72727
2023-05-20,17.85714
2023-05-21,24.35064
2023-05-22,50.64935
2023-05-23,36.03896
2023-05-24,47.07792
2023-05-25,36.36363
2023-05-26,36.36363
2023-05-27,15.25974
2023-05-28,19.15584
2023-05-29,26.94805
