date,연말정산환급
2023-05-29,1.25246
2023-05-30,2.34388
2023-05-31,2.75541
2023-06-01,1.62819
2023-06-02,1.6103
2023-06-03,0.66201
2023-06-04,0.75147
2023-06-05,1.6103
2023-06-06,1.03775
2023-06-07,1.77133
2023-06-08,1.73555
2023-06-09,1.59241
2023-06-10,1.16299
2023-06-11,1.10932
2023-06-12,2.21864
2023-06-13,2.45124
2023-06-14,2.05761
2023-06-15,2.61227
2023-06-16,1.71765
2023-06-17,0.75147
2023-06-18,0.94829
2023-06-19,2.11129
2023-06-20,2.23653
2023-06-21,2.66595
2023-06-22,2.02182
2023-06-23,2.39756
2023-06-24,0.93039
2023-06-25,0.76936
2023-06-26,2.03972
2023-06-27,2.66595
2023-06-28,2.05761
2023-06-29,1.3777
2023-06-30,1.89658
2023-07-01,0.59044
2023-07-02,0.73358
2023-07-03,1.43138
2023-07-04,1.55662
2023-07-05,1.48505
2023-07-06,1.16299
2023-07-07,1.23456
2023-07-08,0.51887
2023-07-09,0.62623
2023-07-10,1.64609
2023-07-11,0.94829
2023-07-12,1.34192
2023-07-13,1.09142
2023-07-14,1.10932
2023-07-15,0.60833
2023-07-16,0.46519
2023-07-17,1.35981
2023-07-18,1.46716
2023-07-19,0.94829
2023-07-20,1.21667
2023-07-21,1.41349
2023-07-22,0.66201
2023-07-23,0.84093
2023-07-24,1.34192
2023-07-25,1.44927
2023-07-26,1.25246
2023-07-27,1.18089
2023-07-28,1.03775
2023-07-29,0.46519
2023-07-30,0.66201
2023-07-31,1.10932
2023-08-01,1.12721
2023-08-02,0.94829
2023-08-03,0.85882
2023-08-04,0.93039
2023-08-05,0.55466
2023-08-06,0.48309
2023-08-07,0.9125
2023-08-08,0.57255
2023-08-09,0.98407
2023-08-10,1.34192
2023-08-11,0.78726
2023-08-12,0.66201
2023-08-13,0.55466
2023-08-14,0.94829
2023-08-15,0.55466
2023-08-16,1.05564
2023-08-17,0.94829
2023-08-18,0.89461
2023-08-19,0.48309
2023-08-20,0.41152
2023-08-21,1.12721
2023-08-22,0.93039
2023-08-23,0.82304
2023-08-24,1.03775
2023-08-25,1.16299
2023-08-26,0.42941
2023-08-27,0.46519
2023-08-28,1.12721
2023-08-29,1.35981
2023-08-30,0.9125
2023-08-31,1.00196
2023-09-01,0.80515
2023-09-02,0.55466
2023-09-03,0.41152
2023-09-04,1.00196
2023-09-05,0.89461
2023-09-06,0.71569
2023-09-07,0.6799
2023-09-08,0.9125
2023-09-09,0.32206
2023-09-10,0.46519
2023-09-11,0.98407
2023-09-12,1.00196
2023-09-13,0.9125
2023-09-14,1.01986
2023-09-15,0.4473
2023-09-16,0.4473
2023-09-17,0.41152
2023-09-18,0.64412
2023-09-19,0.87672
2023-09-20,0.75147
2023-09-21,0.64412
2023-09-22,0.4473
2023-09-23,0.26838
2023-09-24,0.26838
2023-09-25,0.89461
2023-09-26,0.9125
2023-09-27,0.46519
2023-09-28,0.28627
2023-09-29,0.2147
2023-09-30,0.26838
2023-10-01,0.50098
2023-10-02,0.37573
2023-10-03,0.50098
2023-10-04,0.6799
2023-10-05,0.64412
2023-10-06,0.76936
2023-10-07,0.33995
2023-10-08,0.32206
2023-10-09,0.64412
2023-10-10,0.76936
2023-10-11,0.71569
2023-10-12,0.78726
2023-10-13,0.64412
2023-10-14,0.35784
2023-10-15,0.26838
2023-10-16,0.66201
2023-10-17,0.66201
2023-10-18,0.96618
2023-10-19,0.60833
2023-10-20,0.71569
2023-10-21,0.2147
2023-10-22,0.60833
2023-10-23,1.00196
2023-10-24,0.93039
2023-10-25,1.32402
2023-10-26,1.12721
2023-10-27,0.89461
2023-10-28,0.55466
2023-10-29,0.42941
2023-10-30,0.9125
2023-10-31,1.55662
2023-11-01,1.25246
2023-11-02,0.80515
2023-11-03,1.48505
2023-11-04,0.50098
2023-11-05,0.60833
2023-11-06,1.48505
2023-11-07,1.23456
2023-11-08,1.55662
2023-11-09,1.3777
2023-11-10,1.69976
2023-11-11,0.84093
2023-11-12,0.59044
2023-11-13,1.86079
2023-11-14,1.43138
2023-11-15,2.20075
2023-11-16,1.8429
2023-11-17,1.53873
2023-11-18,0.69779
2023-11-19,1.18089
2023-11-20,2.3081
2023-11-21,2.23653
2023-11-22,2.11129
2023-11-23,1.93236
2023-11-24,2.32599
2023-11-25,1.03775
2023-11-26,1.28824
2023-11-27,2.52281
2023-11-28,2.97011
2023-11-29,2.79119
2023-11-30,2.61227
2023-12-01,2.91644
2023-12-02,1.59241
2023-12-03,1.6103
2023-12-04,2.66595
2023-12-05,2.70173
2023-12-06,2.86276
2023-12-07,5.27822
2023-12-08,4.25836
2023-12-09,1.96815
2023-12-10,2.52281
2023-12-11,4.11522
2023-12-12,4.6341
2023-12-13,3.65002
2023-12-14,3.20271
2023-12-15,3.45321
2023-12-16,1.96815
2023-12-17,2.48702
2023-12-18,4.15101
2023-12-19,4.00787
2023-12-20,4.32993
2023-12-21,6.31597
2023-12-22,5.17087
2023-12-23,3.0059
2023-12-24,2.27232
2023-12-25,3.25639
2023-12-26,6.56646
2023-12-27,7.24637
2023-12-28,7.76525
2023-12-29,6.35176
2023-12-30,4.06154
2023-12-31,4.18679
2024-01-01,4.84881
2024-01-02,7.69368
2024-01-03,7.21059
2024-01-04,7.55054
2024-01-05,6.2623
2024-01-06,3.43531
2024-01-07,3.43531
2024-01-08,6.63803
2024-01-09,6.9601
2024-01-10,8.01574
2024-01-11,8.1052
2024-01-12,7.97996
2024-01-13,4.25836
2024-01-14,4.15101
2024-01-15,56.87958
2024-01-16,46.84201
2024-01-17,37.3412
2024-01-18,39.82823
2024-01-19,32.0093
2024-01-20,14.47486
2024-01-21,13.54446
2024-01-22,44.87385
2024-01-23,40.1324
2024-01-24,31.49042
2024-01-25,31.63356
2024-01-26,21.63177
2024-01-27,10.96797
2024-01-28,9.59026
2024-01-29,23.85042
2024-01-30,23.13472
2024-01-31,25.58597
2024-02-01,20.36142
2024-02-02,18.80479
2024-02-03,7.03166
2024-02-04,7.62211
2024-02-05,22.74109
2024-02-06,21.81069
2024-02-07,22.40114
2024-02-08,22.61585
2024-02-09,8.06942
2024-02-10,6.83485
2024-02-11,6.90642
2024-02-12,8.35569
2024-02-13,29.86222
2024-02-14,27.71515
2024-02-15,31.16836
2024-02-16,28.71712
2024-02-17,8.87457
2024-02-18,8.17677
2024-02-19,26.4448
2024-02-20,28.19824
2024-02-21,28.71712
2024-02-22,26.05117
2024-02-23,37.43066
2024-02-24,14.00966
2024-02-25,12.82877
2024-02-26,30.63159
2024-02-27,24.67346
2024-02-28,21.73913
2024-02-29,25.40704
2024-03-01,9.66183
2024-03-02,7.08534
2024-03-03,6.67382
2024-03-04,18.87636
2024-03-05,28.44873
2024-03-06,19.98568
2024-03-07,18.73322
2024-03-08,23.49257
2024-03-09,8.14099
2024-03-10,8.23045
2024-03-11,23.77885
2024-03-12,13.15083
2024-03-13,10.55645
2024-03-14,8.92825
2024-03-15,12.2741
2024-03-16,4.95616
2024-03-17,3.31007
2024-03-18,9.66183
2024-03-19,10.68169
2024-03-20,10.27017
